SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0
705	0	0.00011	0	1	3	0
706	0	0.031	0	0.97	3	0
707	0.98	0	0.024	0	0	0.26
708	0.94	0	0.057	0	0	0.26
709	0.93	0	0.066	0	0	0.26
710	0.97	0	0.032	0	0	0.26
711	0	2e-06	0	1	3	0
712	0.88	0	0.12	0	0	0.26
713	0	9.7e-06	0	1	3	0
714	0.87	0	0.13	0	0	0.26
715	0.95	0	0.051	0	0	0.26
716	0.9	0	0.099	0	0	0.26
717	0.97	0	0.031	0	0	0.26
718	0.85	0	0.15	0	0	0.26
719	0.95	0	0.046	0	0	0.26
720	0.94	0	0.056	0	0	0.26
721	0.89	0	0.11	0	0	0.26
722	1	0	0.0006	0	0	0.26
723	0.93	0	0.068	0	0	0.26
724	0.8	2.3e-05	0	0.2	0	0.26
725	0.71	0	0.29	0	0	0.26
726	0.8	7e-05	0	0.2	0	0.26
727	0.13	0	0.87	0	2	0.31
728	0.99	0	0.013	0	0	0.26
729	0.43	0	0.57	0	2	0.31
730	0.8	0.0028	0.00027	0.19	0	0.26
731	0.8	0	0.2	0	0	0.26
732	0.55	0	0.45	0	0	0.26
733	1	0	0.0042	0	0	0.26
734	0.63	0	0.37	0	0	0.26
735	0.93	0	0.073	0	0	0.26
736	0.63	0	0.37	0	0	0.26
737	1	0	0.00018	0	0	0.26
738	0.8	0	0	0.2	0	0.26
739	0.96	0	0.044	0	0	0.26
740	0.99	0	0.01	0	0	0.26
741	0.95	0	0.051	0	0	0.26
742	0.8	8.4e-05	0	0.2	0	0.26
743	0.97	0	0.03	0	0	0.26
744	0.84	0	0.16	0	0	0.26
745	0.88	0	0.12	0	0	0.26
746	0.91	0	0.094	0	0	0.26
747	0.78	0	0.22	0	0	0.26
748	0.24	0	0.76	0	2	0.31
749	0.61	0	0.39	0	0	0.26
750	0.41	0	0.59	0	2	0.31
751	0.98	0	0.02	0	0	0.26
752	0.68	0	0.32	0	0	0.26
753	0.8	0.00034	5.2e-06	0.2	0	0.26
754	0.99	0	0.0094	0	0	0.26
755	0.67	0	0.33	0	0	0.26
756	0.7	0	0.3	0	0	0.26
757	0.98	0	0.015	0	0	0.26
758	1	0	0.0022	0	0	0.26
759	0.59	0	0.41	0	0	0.26
760	0.81	0	0.19	0	0	0.26
761	0.0034	0	1	0	2	0.31
762	0.98	0	0.018	0	0	0.26
763	0.97	0	0.025	0	0	0.26
764	0.67	0	0.33	0	0	0.26
765	0.93	0	0.069	0	0	0.26
766	0.99	0	0.012	0	0	0.26
767	0.99	0	0.0093	0	0	0.26
768	0.96	0	0.037	0	0	0.26
769	1	0	0.0037	0	0	0.26
770	1	0	0.0022	0	0	0.26
771	0.9	0	0.1	0	0	0.26
772	0.69	0	0.31	0	0	0.26
773	0	0	0	1	3	0
774	0.98	0	0.017	0	0	0.26
775	0.91	0	0.089	0	0	0.26
776	0.12	0	0.88	0	2	0.31
777	0.91	0	0.086	0	0	0.26
778	0.63	0	0.37	0	0	0.26
779	0.49	0	0.51	0	2	0.31
780	0.53	0	0.47	0	0	0.26
781	0.93	0	0.067	0	0	0.26
782	0.85	0	0.15	0	0	0.26
783	0	1	0.00092	0	1	0.029
784	0.89	0	0.11	0	0	0.26
785	0.98	0	0.024	0	0	0.26
786	0.9	0	0.1	0	0	0.26
787	0.38	0	0.62	0	2	0.31
788	0.94	0	0.057	0	0	0.26
789	0.89	0	0.11	0	0	0.26
790	0	1	0	0	1	0.029
791	1	0	0.00042	0	0	0.26
792	0	1	0	0	1	0.029
793	0.86	0	0.14	0	0	0.26
794	1	0	0.00066	0	0	0.26
795	0.98	0	0.024	0	0	0.26
796	0.99	0	0.012	0	0	0.26
797	0.99	0	0.014	0	0	0.26
798	1	0	2.6e-06	0	0	0.26
799	0	1	0	0	1	0.029
800	1	0	0.004	0	0	0.26
801	0.88	0	0.12	0	0	0.26
802	0.98	0	0.021	0	0	0.26
803	0.86	0	0.14	0	0	0.26
804	0.98	0	0.021	0	0	0.26
805	0.99	0	0.015	0	0	0.26
806	0.85	0	0.15	0	0	0.26
807	0.74	0	0.26	0	0	0.26
808	0.84	0	0.16	0	0	0.26
809	1	0	0	0	0	0.26
810	0.59	0	0.41	0	0	0.26
811	0.98	0	0.024	0	0	0.26
812	0.97	0	0.028	0	0	0.26
813	0.92	0	0.083	0	0	0.26
814	0.52	0	0.48	0	0	0.26
815	0.96	0	0.045	0	0	0.26
816	0.77	0	0.23	0	0	0.26
817	0.98	0	0.02	0	0	0.26
818	0.73	0	0.27	0	0	0.26
819	1	0	0.00073	0	0	0.26
820	0.84	0	0.16	0	0	0.26
821	0	1	0	0	1	0.029
822	0.92	0	0.076	0	0	0.26
823	0.99	0	0.011	0	0	0.26
824	1	0	0.00021	0	0	0.26
825	0	0.052	0	0.95	3	0
826	1	0	0	0	0	0.26
827	0.98	0	0.017	0	0	0.26
828	0.77	0	0.23	0	0	0.26
829	0.96	0	0.044	0	0	0.26
830	0.74	0	0.26	0	0	0.26
831	0.26	0	0.74	0	2	0.31
832	0.97	0	0.031	0	0	0.26
833	0.92	0	0.085	0	0	0.26
834	0.83	0	0.17	0	0	0.26
835	0.93	0	0.065	0	0	0.26
836	0.92	0	0.08	0	0	0.26
837	1	0	0.00034	0	0	0.26
838	0.99	0	0.011	0	0	0.26
839	0.3	0	0.7	0	2	0.31
840	0.99	0	0.013	0	0	0.26
841	1	0	0.0042	0	0	0.26
842	0.99	0	0.0059	0	0	0.26
843	0.96	0	0.044	0	0	0.26
844	0.89	0	0.11	0	0	0.26
845	1	0	0.0003	0	0	0.26
846	0.26	0	0.74	0	2	0.31
847	0.99	0	0.0065	0	0	0.26
848	1	0	0.0023	0	0	0.26
849	0.8	0	0.2	0	0	0.26
850	0.8	0	0.2	0	0	0.26
851	0.99	0	0.012	0	0	0.26
852	0	1	0	0	1	0.029
853	1	0	0.00011	0	0	0.26
854	0.95	0	0.054	0	0	0.26
855	0.8	0	0.2	0	0	0.26
856	0.67	0	0.33	0	0	0.26
857	1	0	0.0029	0	0	0.26
858	0.62	0	0.38	0	0	0.26
859	1	0	1.6e-05	0	0	0.26
860	0.99	0	0.012	0	0	0.26
861	0.97	0	0.031	0	0	0.26
862	0.32	0	0.68	0	2	0.31
863	0.79	0	0.21	0	0	0.26
864	0	0.026	0	0.97	3	0
865	0.65	0	0.35	0	0	0.26
866	0	0.016	0	0.98	3	0
867	1	0	0.0028	0	0	0.26
868	0.96	0	0.038	0	0	0.26
869	0.15	0	0.85	0	2	0.31
870	0.83	0	0.17	0	0	0.26
871	1	0	0.0045	0	0	0.26
872	0.98	0	0.017	0	0	0.26
873	0.98	0	0.025	0	0	0.26
874	1	0	7.6e-06	0	0	0.26
875	0.49	0	0.51	0	2	0.31
876	0.28	0	0.72	0	2	0.31
877	0.94	0	0.058	0	0	0.26
878	0	1	0	0	1	0.029
879	0.001	1	0	0	1	0.029
880	0.86	0	0.14	0	0	0.26
881	0.81	0	0.19	0	0	0.26
882	0.67	0	0.33	0	0	0.26
883	0.68	0	0.32	0	0	0.26
884	0.0033	0	1	0	2	0.31
885	0.92	0	0.082	0	0	0.26
886	0.85	0	0.15	0	0	0.26
887	0.97	0	0.032	0	0	0.26
888	0.68	0	0.32	0	0	0.26
889	0.98	0	0.017	0	0	0.26
890	0.46	0	0.54	0	2	0.31
891	0.29	0	0.71	0	2	0.31
892	1	0	0.00044	0	0	0.26
893	0.93	0	0.067	0	0	0.26
894	0.00014	1	0	0	1	0.029
895	0	2.1e-05	0	1	3	0
896	0.89	0	0.11	0	0	0.26
897	0.98	0	0.018	0	0	0.26
898	0.83	0	0.17	0	0	0.26
899	0.25	0	0.75	0	2	0.31
900	0.95	0	0.048	0	0	0.26
901	0.67	0	0.33	0	0	0.26
902	0.78	0	0.22	0	0	0.26
903	0	3e-05	0	1	3	0
904	0.81	0	0.19	0	0	0.26
905	0.32	0	0.68	0	2	0.31
906	0.58	0	0.42	0	0	0.26
907	0.51	0	0.49	0	0	0.26
908	0.97	0	0.029	0	0	0.26
909	0.95	0	0.055	0	0	0.26
910	0.3	0	0.7	0	2	0.31
911	0	1	0	0	1	0.029
912	0	5.3e-06	0	1	3	0
913	0.71	0	0.29	0	0	0.26
914	0.82	0	0.18	0	0	0.26
915	0.79	0	0.21	0	0	0.26
916	0	0.0051	0	0.99	3	0
917	0.52	0	0.48	0	0	0.26
918	0.9	0	0.1	0	0	0.26
919	0.87	0	0.13	0	0	0.26
920	0	0.00013	0	1	3	0
921	0.89	0	0.11	0	0	0.26
922	0.92	0	0.082	0	0	0.26
923	0.96	0	0.038	0	0	0.26
924	0.4	0	0.6	0	2	0.31
925	0.93	0	0.074	0	0	0.26
926	0.89	0	0.11	0	0	0.26
927	0.91	0	0.095	0	0	0.26
928	0.42	0	0.58	0	2	0.31
929	0.81	0	0.19	0	0	0.26
930	0	0.0036	0	1	3	0
931	0	0.0018	0	1	3	0
932	0.91	0	0.09	0	0	0.26
933	0.45	0	0.55	0	2	0.31
934	0.96	0	0.036	0	0	0.26
935	0.7	0	0.3	0	0	0.26
936	0.98	0	0.016	0	0	0.26
937	1	0	0.00049	0	0	0.26
938	0.62	0	0.38	0	0	0.26
939	0.62	0	0.38	0	0	0.26
940	0	0.0031	0	1	3	0
941	0.72	0	0.28	0	0	0.26
942	0.69	0	0.31	0	0	0.26
943	0.98	0	0.021	0	0	0.26
944	0.88	0	0.12	0	0	0.26
945	0.62	0	0.38	0	0	0.26
946	1	0	0.0043	0	0	0.26
947	0.76	0	0.24	0	0	0.26
948	0.94	0	0.065	0	0	0.26
949	0.81	0	0.19	0	0	0.26
950	0.79	0	0.21	0	0	0.26
951	0.91	0	0.093	0	0	0.26
952	1	0	5.8e-05	0	0	0.26
953	1	0	0.0027	0	0	0.26
954	0.68	0	0.32	0	0	0.26
955	0.43	0	0.57	0	2	0.31
956	0.99	0	0.015	0	0	0.26
957	0	0	0	1	3	0
958	0.91	0	0.087	0	0	0.26
959	0.96	0	0.04	0	0	0.26
960	0.84	0	0.16	0	0	0.26
961	0.99	0	0.008	0	0	0.26
962	0.96	2.6e-06	0.038	0	0	0.26
963	0.56	0	0.44	0	0	0.26
964	0.89	0	0.11	0	0	0.26
965	1	0	6.2e-06	0	0	0.26
966	0.8	0	0.2	0	0	0.26
967	0.93	0	0.069	0	0	0.26
968	0.57	0	0.43	0	0	0.26
969	0.81	0	0.19	0	0	0.26
970	1	0	0.0018	0	0	0.26
971	0.98	0	0.018	0	0	0.26
972	0.97	0	0.033	0	0	0.26
973	0.97	0	0.035	0	0	0.26
974	1	0	0.00021	0	0	0.26
975	0.87	0	0.13	0	0	0.26
976	0.43	0	0.57	0	2	0.31
977	0.62	0	0.38	0	0	0.26
978	0	0.0009	0	1	3	0
979	1	0	0.0044	0	0	0.26
980	0.98	0	0.024	0	0	0.26
981	1	0	0.00067	0	0	0.26
982	0.39	0	0.61	0	2	0.31
983	0.99	0	0.011	0	0	0.26
984	0.95	0	0.053	0	0	0.26
985	0.72	0	0.28	0	0	0.26
986	0.4	0	0.6	0	2	0.31
987	0	0.00029	0	1	3	0
988	0.91	0	0.092	0	0	0.26
989	0.72	0	0.28	0	0	0.26
990	0	0.0082	0	0.99	3	0
991	1	0	0.0034	0	0	0.26
992	0.99	0	0.0071	0	0	0.26
993	0.86	0	0.14	0	0	0.26
994	0.98	0	0.025	0	0	0.26
995	0.27	0	0.73	0	2	0.31
996	0.58	0	0.42	0	0	0.26
997	0.83	0	0.17	0	0	0.26
998	0.99	0	0.011	0	0	0.26
999	0	4.8e-06	0	1	3	0
1000	0.94	0	0.056	0	0	0.26
1001	0.99	0	0.011	0	0	0.26
1002	0	0.0063	0	0.99	3	0
1003	0.98	0	0.022	0	0	0.26
1004	0	0	0	1	3	0
1005	1	0	0.0026	0	0	0.26
1006	0.93	0	0.069	0	0	0.26
1007	0.67	0	0.33	0	0	0.26
1008	0.9	0	0.097	0	0	0.26
1009	0.98	0	0.016	0	0	0.26
1010	0.8	0	0.2	0	0	0.26
1011	0.66	0	0.34	0	0	0.26
1012	0.71	0	0.29	0	0	0.26
1013	0.7	0	0.3	0	0	0.26
1014	0.9	0	0.099	0	0	0.26
1015	0.95	0	0.046	0	0	0.26
1016	0.85	0	0.15	0	0	0.26
1017	1	0	0.0019	0	0	0.26
1018	0.84	0	0.16	0	0	0.26
1019	0.9	0	0.096	0	0	0.26
1020	0.054	0.95	3.9e-06	0	1	0.029
1021	0	1	0	0	1	0.029
1022	0.92	0	0.084	0	0	0.26
1023	0.96	0	0.041	0	0	0.26
1024	1	0	5.8e-05	0	0	0.26
1025	0.99	0	0.015	0	0	0.26
1026	0.78	0	0.22	0	0	0.26
1027	0.74	0	0.26	0	0	0.26
1028	0.95	0	0.05	0	0	0.26
1029	1	0	5e-05	0	0	0.26
1030	0.97	0	0.034	0	0	0.26
1031	0.99	0	0.0052	0	0	0.26
1032	0.78	0	0.22	0	0	0.26
1033	0.79	0	0.21	0	0	0.26
1034	0.99	0	0.0067	0	0	0.26
1035	0.077	0	0.92	0	2	0.31
1036	0.73	0	0.27	0	0	0.26
1037	1	0	0.0034	0	0	0.26
1038	1	0	0.0026	0	0	0.26
1039	1	0	0.00051	0	0	0.26
1040	1	0	0.00052	0	0	0.26
1041	0.63	0	0.37	0	0	0.26
1042	1	0	1.7e-05	0	0	0.26
1043	0.44	0	0.56	0	2	0.31
1044	1	0	0.0038	0	0	0.26
1045	0.99	0	0.014	0	0	0.26
1046	0.12	0	0.88	0	2	0.31
1047	0.98	0	0.022	0	0	0.26
1048	0.88	0	0.12	0	0	0.26
1049	0.0044	0	1	0	2	0.31
1050	0.91	0	0.094	0	0	0.26
1051	0.92	0	0.084	0	0	0.26
1052	0.99	0	0.013	0	0	0.26
1053	0.29	0	0.71	0	2	0.31
1054	1	0	0.0015	0	0	0.26
1055	1	0	0.0031	0	0	0.26
1056	0.97	0	0.032	0	0	0.26
1057	0.91	0	0.091	0	0	0.26
1058	1	0	0.0049	0	0	0.26
1059	0.54	0	0.46	0	0	0.26
1060	0.87	0	0.13	0	0	0.26
1061	0.92	0	0.076	0	0	0.26
1062	0	0.00043	0	1	3	0
1063	0.81	0	0.19	0	0	0.26
1064	0.99	0	0.013	0	0	0.26
1065	1	0	0.0003	0	0	0.26
1066	0.83	0	0.17	0	0	0.26
1067	1	0	0.005	0	0	0.26
1068	0	1	0	0	1	0.029
1069	0.95	0	0.047	0	0	0.26
1070	1	0	0.0022	0	0	0.26
1071	0.75	0	0.25	0	0	0.26
1072	0.99	0	0.0069	0	0	0.26
1073	0.29	0	0.71	0	2	0.31
1074	0.76	0	0.24	0	0	0.26
1075	0.99	0	0.0077	0	0	0.26
1076	0.062	0	0.94	0	2	0.31
1077	0	0.0039	0	1	3	0
1078	0.79	0	0.21	0	0	0.26
1079	0.75	0	0.25	0	0	0.26
1080	0.54	0	0.46	0	0	0.26
1081	0	0	0	1	3	0
1082	1	0	0.00075	0	0	0.26
1083	0.057	0	0.94	0	2	0.31
1084	0.92	0	0.085	0	0	0.26
1085	0.88	0	0.12	0	0	0.26
1086	0.8	0	0.2	0	0	0.26
1087	1	0	0.0025	0	0	0.26
1088	0.68	0	0.32	0	0	0.26
1089	0.99	0	0.012	0	0	0.26
1090	0.96	0	0.043	0	0	0.26
1091	0.97	0	0.031	0	0	0.26
1092	0.46	0	0.54	0	2	0.31
1093	0.81	0	0.19	0	0	0.26
1094	0.99	0	0.012	0	0	0.26
1095	0.37	0	0.63	0	2	0.31
1096	0.098	0	0.9	0	2	0.31
1097	0.43	0	0.57	0	2	0.31
1098	1	0	0.0034	0	0	0.26
1099	0	0.00068	0	1	3	0
1100	0.8	0	0.2	0	0	0.26
1101	1	0	0.00028	0	0	0.26
1102	0.93	0	0.067	0	0	0.26
1103	0.98	0	0.024	0	0	0.26
1104	0.99	0	0.0061	0	0	0.26
1105	0.71	0	0.29	0	0	0.26
1106	1	0	0.0046	0	0	0.26
1107	0.036	0	0.96	0	2	0.31
1108	0.99	0	0.013	0	0	0.26
1109	0.93	0	0.075	0	0	0.26
1110	0.88	0	0.12	0	0	0.26
1111	1	0	0.00078	0	0	0.26
1112	0.81	0	0.19	0	0	0.26
1113	0.95	0	0.049	0	0	0.26
1114	0.77	0	0.23	0	0	0.26
1115	0.84	0	0.16	0	0	0.26
1116	0.98	0	0.024	0	0	0.26
1117	0.99	6e-05	0.0093	0	0	0.26
1118	0	0.0035	0	1	3	0
1119	0.87	0	0.13	0	0	0.26
1120	0.96	0	0.041	0	0	0.26
1121	0.91	0	0.087	0	0	0.26
1122	1	0	0.0019	0	0	0.26
1123	1	0	3.7e-06	0	0	0.26
1124	0.7	0	0.3	0	0	0.26
1125	1	0	0.0014	0	0	0.26
1126	1	0	3.3e-05	0	0	0.26
1127	0	0.0063	0	0.99	3	0
1128	0.99	0	0.0055	0	0	0.26
1129	0.97	0	0.03	0	0	0.26
1130	0.47	0	0.53	0	2	0.31
1131	0.94	0	0.064	0	0	0.26
1132	1	0	0.0041	0	0	0.26
1133	0.96	0	0.036	0	0	0.26
1134	5.4e-06	0.098	0	0.9	3	0
1135	0	8.2e-05	0	1	3	0
1136	0	9.6e-05	0	1	3	0
1137	0.74	0	0.26	0	0	0.26
1138	0.84	0	0.16	0	0	0.26
1139	0.85	0	0.15	0	0	0.26
1140	1	0	0.0036	0	0	0.26
1141	0.89	0	0.11	0	0	0.26
1142	0.92	0	0.084	0	0	0.26
1143	0.91	0	0.091	0	0	0.26
1144	0.99	0.0002	0.011	0	0	0.26
1145	0.97	0	0.029	0	0	0.26
1146	0.92	0	0.082	0	0	0.26
1147	0.89	0	0.11	0	0	0.26
1148	0	0.018	0	0.98	3	0
1149	0.99	0	0.0051	0	0	0.26
1150	0.73	0	0.27	0	0	0.26
1151	0	0.0004	0	1	3	0
1152	1	0	0.00045	0	0	0.26
1153	0.37	0	0.63	0	2	0.31
1154	0.87	0	0.13	0	0	0.26
1155	1	0	0.00083	0	0	0.26
1156	1	0	1.1e-06	0	0	0.26
1157	0.7	0	0.3	0	0	0.26
1158	1	0	0.00038	0	0	0.26
1159	0.98	0	0.024	0	0	0.26
1160	0.66	0	0.34	0	0	0.26
1161	1	0	0.00049	0	0	0.26
1162	0.91	0	0.087	0	0	0.26
1163	0.99	0	0.011	0	0	0.26
1164	1	0	0.0036	0	0	0.26
1165	0.8	0.0061	0.0011	0.19	0	0.26
1166	1	0	0.0039	0	0	0.26
1167	0.8	0.00012	0	0.2	0	0.26
1168	1	0	0.0011	0	0	0.26
1169	0.97	0	0.031	0	0	0.26
1170	0.83	0	0.17	0	0	0.26
1171	0.8	0	0	0.2	0	0.26
1172	1	0	0.00063	0	0	0.26
1173	1	0	0.0031	0	0	0.26
1174	0.8	0.00011	0	0.2	0	0.26
1175	0.99	0	0.013	0	0	0.26
1176	0.92	0	0.084	0	0	0.26
1177	0.8	1.3e-05	0	0.2	0	0.26
1178	0.8	1.5e-05	0	0.2	0	0.26
1179	0.93	0	0.066	0	0	0.26
1180	0.29	0	0.71	0	2	0.31
1181	0.8	0	0	0.2	0	0.26
1182	0.75	0	0.25	0	0	0.26
1183	0.89	0	0.11	0	0	0.26
1184	0.8	0	0	0.2	0	0.26
1185	1	0	0.0027	0	0	0.26
1186	0.76	0	0.24	0	0	0.26
1187	0.7	0	0.3	0	0	0.26
1188	0.8	5.6e-05	0	0.2	0	0.26
1189	0.83	0	0.17	0	0	0.26
1190	0.79	0.0096	0.0026	0.19	0	0.26
1191	0.8	0.00082	2.7e-05	0.2	0	0.26
1192	0.0081	0	0.99	0	2	0.31
1193	1	0	5.9e-05	0	0	0.26
1194	1	0	0.00012	0	0	0.26
1195	1	0	0.0018	0	0	0.26
1196	1	0	0.00075	0	0	0.26
1197	0.73	0	0.27	0	0	0.26
1198	0.8	0	0	0.2	0	0.26
1199	0	0.99	0.014	0	1	0.029
1200	0.8	0.0056	0.00097	0.19	0	0.26
1201	0.79	0	0.21	0	0	0.26
1202	0	0.0015	0	1	3	0
1203	0.99	0	0.0088	0	0	0.26
1204	0.98	0	0.02	0	0	0.26
1205	0.81	0	0.19	0	0	0.26
1206	0.56	0	0.44	0	0	0.26
1207	0.94	0	0.057	0	0	0.26
1208	0	1.9e-05	0	1	3	0
1209	0.86	0	0.14	0	0	0.26
1210	1	0	0.00096	0	0	0.26
1211	0	0.0022	0	1	3	0
1212	0.076	0	0.92	0	2	0.31
1213	0.96	0	0.035	0	0	0.26
1214	0.83	0	0.17	0	0	0.26
1215	0.98	0	0.019	0	0	0.26
1216	0.69	0	0.31	0	0	0.26
1217	0.96	0	0.04	0	0	0.26
1218	0.86	0	0.14	0	0	0.26
1219	0	0.0017	0	1	3	0
1220	0.99	0	0.0087	0	0	0.26
1221	1	0	0.0024	0	0	0.26
1222	0.89	0	0.11	0	0	0.26
1223	0.69	0	0.31	0	0	0.26
1224	0.84	0	0.16	0	0	0.26
1225	0.63	0	0.37	0	0	0.26
1226	0.69	0	0.31	0	0	0.26
1227	0.41	0	0.59	0	2	0.31
1228	0.8	0	0	0.2	0	0.26
1229	0.68	0	0.32	0	0	0.26
1230	0	0	0	1	3	0
1231	0.8	0	0	0.2	0	0.26
1232	0.76	0	0.24	0	0	0.26
1233	1	0	0.0049	0	0	0.26
1234	0.53	0	0.47	0	0	0.26
1235	0	1	0	0	1	0.029
1236	0.96	0	0.042	0	0	0.26
1237	0.81	0	0.19	0	0	0.26
1238	0.46	0	0.54	0	2	0.31
1239	0.99	0	0.012	0	0	0.26
1240	0.59	0	0.41	0	0	0.26
1241	0.97	0.00014	0.029	0	0	0.26
1242	0.67	0	0.33	0	0	0.26
1243	0.86	0	0.14	0	0	0.26
1244	0.55	0	0.45	0	0	0.26
1245	0.99	0	0.0051	0	0	0.26
1246	1	0	0.004	0	0	0.26
1247	0.69	0	0.31	0	0	0.26
1248	0.77	0	0.23	0	0	0.26
1249	1	0	0.00074	0	0	0.26
1250	0.86	0	0.14	0	0	0.26
1251	0.75	0	0.25	0	0	0.26
1252	1	0	0.00013	0	0	0.26
1253	1	0	0.003	0	0	0.26
1254	1	0	0.0027	0	0	0.26
1255	1	0	0.002	0	0	0.26
1256	1	0	0.00051	0	0	0.26
1257	0.92	0	0.077	0	0	0.26
1258	0.00074	1	0	0	1	0.029
1259	0	0.036	0	0.96	3	0
1260	0.22	0	0.78	0	2	0.31
1261	0	1.4e-05	0	1	3	0
1262	0	0	0	1	3	0
1263	0.25	0	0.75	0	2	0.31
1264	1	0	0.0038	0	0	0.26
1265	0	7.3e-06	0	1	3	0
1266	1	0	0.00073	0	0	0.26
1267	0.99	0	0.0058	0	0	0.26
1268	0.41	0	0.59	0	2	0.31
1269	0.97	0	0.031	0	0	0.26
1270	0.81	0	0.19	0	0	0.26
1271	0.98	0	0.015	0	0	0.26
1272	0	1	0	0	1	0.029
1273	0.75	0	0.25	0	0	0.26
1274	0.93	0	0.069	0	0	0.26
1275	0.92	0	0.077	0	0	0.26
1276	1	0	0.0015	0	0	0.26
1277	0.73	0	0.27	0	0	0.26
1278	0.94	0	0.06	0	0	0.26
1279	0.84	0	0.16	0	0	0.26
1280	0.56	0	0.44	0	0	0.26
1281	0.99	0	0.0094	0	0	0.26
1282	0.29	0	0.71	0	2	0.31
1283	0.22	0	0.78	0	2	0.31
1284	0	2.3e-05	0	1	3	0
1285	0.99	0	0.014	0	0	0.26
1286	0.99	0	0.0082	0	0	0.26
1287	0.79	0	0.21	0	0	0.26
1288	0.98	0	0.02	0	0	0.26
1289	0.9	0	0.1	0	0	0.26
1290	0.98	0	0.025	0	0	0.26
1291	0.99	0	0.0056	0	0	0.26
1292	0.97	6.1e-06	0.026	0	0	0.26
1293	0	0.0011	0	1	3	0
1294	1	0	0.00036	0	0	0.26
1295	0.87	0	0.13	0	0	0.26
1296	0.96	0	0.042	0	0	0.26
1297	0	0.00015	0	1	3	0
1298	0.38	0	0.62	0	2	0.31
1299	0	0.00013	0	1	3	0
1300	1	0.0013	0.0024	0	0	0.26
1301	0.9	0	0.099	0	0	0.26
1302	0.36	0	0.64	0	2	0.31
1303	0.94	0	0.061	0	0	0.26
1304	0.82	0	0.18	0	0	0.26
1305	0.9	0	0.095	0	0	0.26
1306	0.89	0	0.11	0	0	0.26
1307	0.77	0	0.23	0	0	0.26
1308	0	1	0	0	1	0.029
1309	1	0	0.00023	0	0	0.26
1310	0.83	0	0.17	0	0	0.26
1311	0.88	0	0.12	0	0	0.26
1312	0.9	0	0.1	0	0	0.26
1313	0	0.022	0	0.98	3	0
1314	0.83	0	0.17	0	0	0.26
1315	0.63	0	0.37	0	0	0.26
1316	1	0	0.002	0	0	0.26
1317	0	6.2e-05	0	1	3	0
1318	0.92	0	0.082	0	0	0.26
1319	0.83	0	0.17	0	0	0.26
1320	1	0	0.001	0	0	0.26
1321	0.92	0	0.082	0	0	0.26
1322	1	0	0.00015	0	0	0.26
1323	0.71	0	0.29	0	0	0.26
1324	0	0.00011	0	1	3	0
1325	0	5.6e-05	0	1	3	0
1326	0.74	0	0.26	0	0	0.26
1327	0.14	0	0.86	0	2	0.31
1328	0.066	0	0.93	0	2	0.31
1329	0.98	0.012	0.0057	0	0	0.26
1330	0.91	0	0.086	0	0	0.26
1331	0.92	0	0.075	0	0	0.26
1332	0.66	0	0.34	0	0	0.26
1333	1	0	0.00037	0	0	0.26
1334	0.33	0	0.67	0	2	0.31
1335	0	2.6e-05	0	1	3	0
1336	0	0.017	0	0.98	3	0
1337	0.017	0	0.98	0	2	0.31
1338	0	1	0	0	1	0.029
1339	0.45	0	0.55	0	2	0.31
1340	1	0	0.0025	0	0	0.26
1341	0.23	0	0.77	0	2	0.31
1342	0.94	0	0.058	0	0	0.26
1343	1	0	0.00044	0	0	0.26
1344	0.92	0	0.084	0	0	0.26
1345	0.89	0	0.11	0	0	0.26
1346	0.76	0	0.24	0	0	0.26
1347	0.12	0	0.88	0	2	0.31
1348	0.89	0	0.11	0	0	0.26
1349	0	3.5e-05	0	1	3	0
1350	0.64	0	0.36	0	0	0.26
1351	0	0.0028	0	1	3	0
1352	0.9	0	0.098	0	0	0.26
1353	0.66	0	0.34	0	0	0.26
1354	0	1.8e-05	0	1	3	0
1355	0	1	0	0	1	0.029
1356	0.98	0	0.022	0	0	0.26
1357	0.82	0	0.18	0	0	0.26
1358	0.53	0	0.47	0	0	0.26
1359	1	0	0.00074	0	0	0.26
1360	0	0.029	0	0.97	3	0
1361	1	0	0.00023	0	0	0.26
1362	0.65	0	0.35	0	0	0.26
1363	0.26	0	0.74	0	2	0.31
1364	0.9	0	0.1	0	0	0.26
1365	0.92	0	0.079	0	0	0.26
1366	0.71	0	0.29	0	0	0.26
1367	0.74	0	0.26	0	0	0.26
1368	0.96	0	0.039	0	0	0.26
1369	3.8e-05	1	0	0	1	0.029
1370	0.88	9.7e-06	0.12	0	0	0.26
1371	0.77	0	0.23	0	0	0.26
1372	0.98	0	0.019	0	0	0.26
1373	0.68	0	0.32	0	0	0.26
1374	0.7	0	0.3	0	0	0.26
1375	0.75	0	0.25	0	0	0.26
1376	0.78	0	0.22	0	0	0.26
1377	0.88	0	0.12	0	0	0.26
1378	0.91	0	0.086	0	0	0.26
1379	0.71	0	0.29	0	0	0.26
1380	0.54	0	0.46	0	0	0.26
1381	0.94	0	0.065	0	0	0.26
1382	0.99	0	0.0068	0	0	0.26
1383	0.99	0	0.015	0	0	0.26
1384	0	0.012	0	0.99	3	0
1385	0.18	0	0.82	0	2	0.31
1386	0.89	0	0.11	0	0	0.26
1387	0.86	0	0.14	0	0	0.26
1388	0.55	0	0.45	0	0	0.26
1389	0.96	0	0.035	0	0	0.26
1390	0	0.041	0	0.96	3	0
1391	0.95	0	0.047	0	0	0.26
