SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
214	0	0	0.15	0	0.25	0	0	0	0	0.61	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
215	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
216	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0.57	0	0	13	0.32	0.57	0.47	0.66	0.21	0.47
217	0	0	0	0	0.0016	0	0.13	0	0	0.78	0	0	0	0.084	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
218	0	0	0.044	0	0.53	0	0	0	0	0.43	0	0	0	0.00012	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
219	0	0	2.8e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
220	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.6e-05	0	9	0.17	0.29	0.23	0.34	0.13	0.26
221	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
222	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
223	0	0	0.011	0	8.9e-05	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.29	0.18	0	0.014	0.14
225	4.4e-06	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
226	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
227	0.0048	0	0.00047	0	0.0065	0	0.00011	0	0	0.99	0	0	0	0.0013	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
228	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
229	0	0	0	0	0.018	0	0.00011	0	0	0.96	0	0	0	0.025	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
230	0	0	0	0	0.0052	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
231	0	0	0	0	4e-06	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
232	0	0	8.7e-06	0	1.8e-05	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
233	0	0	3.1e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
234	0	0	0	0	0.9	0	0.0013	0	0	0.09	0	0	0	0.011	0.00059	0	4	0.17	0.38	0.35	0.38	0.21	0.31
235	0	0	0	0	0.54	0	0	0	0	0.007	0	0	0	0.45	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
236	0	0	0	0	0	0	0	0	0	0.056	0	0	0	0.94	0	0	13	0.32	0.57	0.47	0.66	0.21	0.47
237	0	0	0	0	9.7e-05	0	0.14	0	0	0.45	0	0	0	0.41	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
238	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
239	0	0	0	0	0.017	0	0	0	0	0.97	0	0	0	0.0093	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
240	0	0	0.58	0	5.7e-05	0	3.8e-05	0	0	0.41	0	0	0	0.011	0	0	2	0.17	0.29	0.29	0.38	0.097	0.31
241	0	0	0	0	1	0	0	0	0	6.1e-06	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
242	0	0	0.00084	0	0	0	0.0006	0	0	0.99	0	0	0	0.0064	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
243	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
244	0	0	0	0	1	0	0	0	0	0.0016	0	0	0	9.5e-05	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
245	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
246	0.0025	0	0.00021	0	0	0	2.2e-05	0	0	0.73	0	0	0	0.27	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
247	8.3e-06	0	4.7e-06	0	0	0	5.9e-06	0	0	0.9	0	0	0	0.099	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
248	0	0	0.0025	0	0.0009	0	0.00012	0	0	0.99	0	0	0	0.0039	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
249	0.95	0	0	0	0	0	0	0	0	0.048	0	0	0	8.7e-05	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
250	0	0	0.0011	0	1.9e-05	0	0.00025	0	0	1	0	0	0	0.0012	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
251	0	0	0	0	0.0016	0	0	0	0	0.63	0	0	0	0.36	0.008	0	9	0.17	0.29	0.23	0.34	0.13	0.26
252	0.011	0	0.00012	0	2.2e-05	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
253	0.00057	0	8e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
254	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0.13	7	0	0	0	0.15	0	0
255	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0.012	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
256	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
257	0.0065	0	0.00024	0	0	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
258	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
259	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
260	0	0	0	0	3e-05	0	0	0	0	0.93	0	0	0	0.065	4.2e-06	0	9	0.17	0.29	0.23	0.34	0.13	0.26
261	0	0	0.037	0	0.0011	0	0.089	0	0	0.8	0	0	0	0.073	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
262	0.0035	0	2e-05	0	0.0059	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
263	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
264	3.5e-05	0	0	0	5.4e-06	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
265	0	0	0.019	0	0.19	0	0.00015	0	0	0.79	0	0	0	0.00029	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
266	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
267	1	0	0	0	0	0	0	0	0	5.7e-05	0	0	0	0.0011	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
268	0.0013	0	0	0	0	0.36	0	0	0	7.7e-06	0	0.64	0	0.00015	0	0	11	0	0.26	0.15	0.15	0.043	0.17
269	0	0	0	0	6.1e-05	0	0	0	0	0.93	0	0	0	0.073	0.0009	0	9	0.17	0.29	0.23	0.34	0.13	0.26
270	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
271	0	0	0	0	0	0	0	0	0	3.4e-05	0	0	0	1	0	0	13	0.32	0.57	0.47	0.66	0.21	0.47
272	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
273	0	0	0	0	0	0	0	0	0	0.0079	0	0	0	0.99	1.9e-06	0	13	0.32	0.57	0.47	0.66	0.21	0.47
274	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
275	0	1	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	1	0	0	0	0.038	0.058	0.087
276	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
277	0	0	0	0	1	0	0	0	0	8.6e-05	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
278	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.29	0.18	0	0.014	0.14
279	0	0	0	0	0	0	0	0	0	7.6e-05	0	0	0	0.049	0.95	0	14	0.39	0.76	0.74	1	0.32	0.67
280	0	0	0	0	7.5e-05	0	0	0	0	0.68	0	0	0	0.32	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
281	0	0	0	0	1	0	0	0	0	0.0013	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
282	0	0	0	0	0.014	0	0	0	0	0.98	0	0	0	0.0015	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
283	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
284	0.88	0	0	0	0	0	0	0	0	0.12	0	0	0	0.0011	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
285	7.1e-06	0	0.26	0	2.9e-05	0	0.00011	0	0	0.74	0	0	0	0.0011	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
286	0	0	0	0	0	0	0	0.58	0	0	0	0	2.7e-06	0	0	0.42	7	0	0	0	0.15	0	0
287	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
288	0	0	4.2e-06	0	0	0	0.31	0	0	0.69	0	0	0	1e-06	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
289	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.29	0.18	0	0.014	0.14
290	0	0.00031	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
291	0	0	0	0	3.3e-06	0	0	0	0	0.058	0	0	0	0.21	0.73	0	14	0.39	0.76	0.74	1	0.32	0.67
292	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0.0099	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
293	0	0	0	0	0	0	0	0	0	1	0	0	0	9.8e-05	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
294	0	0	0	0	0.11	0	0	0	0	0.86	0	0	0	0.021	3.7e-06	0	9	0.17	0.29	0.23	0.34	0.13	0.26
295	0.11	0	0.0024	0	0.12	0	1.5e-05	0	0	0.76	0	0	0	0.0086	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
296	0	0	0	0	0	0	0	0	0	1	0	0	0	9.4e-05	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
297	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
298	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.1	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
299	0	0	0.00087	0	2.3e-05	0	4.9e-06	0	0	0.99	0	0	0	0.0088	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
300	0.00046	0	0	0	0	0	0	0	0	0.89	0	0	0	0.11	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
301	0	0	0	0	0.013	0	0	0	0	0.95	0	0	0	0.038	1.4e-05	0	9	0.17	0.29	0.23	0.34	0.13	0.26
302	0	0	0	0	0	0	0	0.74	0	0	0	0	0	0	0	0.26	7	0	0	0	0.15	0	0
303	0	0	0	0	0.00025	0	0	0	0	0.91	0	0	0	0.092	0.00064	0	9	0.17	0.29	0.23	0.34	0.13	0.26
304	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
305	0.00059	0	0.0099	0	0.0085	0	0	0	0	0.98	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
306	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
307	0	0	0	0	0.0038	0	0	0	0	0.99	0	0	0	0.0056	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
308	1.3e-05	0	0.00017	0	7.6e-05	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
309	0	0	0.018	0	0	0	0	0	0	0.98	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
310	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00035	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
311	0	1e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
312	0.01	0	0.0058	0	8.7e-06	0	0	0	0	0.98	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
313	0	0	0	0	0.0052	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
314	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
315	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
316	8.2e-06	0	0.027	0	9.3e-05	0	0	0	0	0.97	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
317	0.53	0	1.1e-06	0	0	0	0	0	0	0.47	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
318	0	0	0	0	0.0079	0	5.3e-06	0	0	0.98	0	0	0	0.015	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
319	0.0044	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
320	0	0	3.1e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
321	0.0067	0	0	0	0	0	0	0	0	0.34	1.8e-05	0.65	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
322	0	0	0.00044	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
323	0.0032	0	3.2e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
324	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
325	0.99	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
326	0	0	0.0037	0	2.1e-05	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
327	0	0.96	0	0	0	0	0	0	0	0	0	0	0.039	0	0	0	1	0	0	0	0.038	0.058	0.087
328	0	0	2e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
329	0.00059	0	0.0003	0	0.00088	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
330	0	0	0.0031	0	0.36	0	0	0	0	0.63	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
331	0	0	0	1	0	0.0001	0	0	0	0	0	0	0	0	0	0	3	0	0.29	0.18	0	0.014	0.14
332	0.85	0	5.5e-05	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
333	1.2e-06	0	0.0059	0	0.99	0	0	0	0	0.0015	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
334	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0.013	7	0	0	0	0.15	0	0
335	0.21	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
336	0.0074	0	0.00071	0	0.17	0	0	0	0	0.82	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
337	0	0	0	0	0.0008	0	0.00018	0	0	0.91	0	0	0	0.092	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
338	0.00015	0	0.014	0	0.32	0	0	0	0	0.66	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
339	1.5e-05	0	3e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
340	0.0064	0	3.9e-05	0	0.00023	0	0	0	0	0.99	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
341	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
342	0	0	0.0025	0	2.5e-06	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
343	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
344	0	0	3.8e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
345	1.6e-05	0	0.00013	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
346	0.0016	0	0.00038	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
347	0.25	0	4e-05	0	0	0	0	0	0	0.75	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
348	0	0	0	0	0	0	0	0.72	0	0	0	0	0.00078	0	0	0.28	7	0	0	0	0.15	0	0
349	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
350	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
351	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0.068	7	0	0	0	0.15	0	0
352	0	0	0	0	0.00012	0	0	0	0	0.98	0	0	0	0.024	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
353	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
354	0.00012	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
355	0	0	0	0	0	0	0	0.57	0	0	0	0	0	0	0	0.43	7	0	0	0	0.15	0	0
356	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
357	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
358	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
359	1.5e-05	0	1.3e-05	0	0	0	0	0	0	0.98	0	0	0	0.02	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
360	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0.023	1.3e-06	0	9	0.17	0.29	0.23	0.34	0.13	0.26
361	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.29	0.18	0	0.014	0.14
362	0.02	0	0.00021	0	0	0	4.3e-06	0	0	0.98	0	0	0	0.002	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
363	0	0	0	0	0.93	0	0	0	0	0.07	0	0	0	2.1e-05	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
364	0	0	0	0	0.18	0	6.7e-06	0	0	0.79	0	0	0	0.034	5.5e-05	0	9	0.17	0.29	0.23	0.34	0.13	0.26
365	3.9e-06	0	0.0042	0	0	0	1e-05	0	0	0.97	0	0	0	0.031	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
366	0	0	0	0	1	0	0	0	0	0	0	3.1e-05	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
367	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0.71	15	0	0	0	0.19	0	0
368	0	0	0	0	0	0	0	0	0	0.91	0	0	0	0.093	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
369	0	0	0.96	0	0	0	0	0	0	0	0.043	0	0	0	0	0	2	0.17	0.29	0.29	0.38	0.097	0.31
370	0	0	2.4e-05	0	5e-06	0	0.00021	0	0	0.96	0	0	0	0.039	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
371	0	0	1	0	0	0	0	0	0	0	0.00036	0	0	0	0	0	2	0.17	0.29	0.29	0.38	0.097	0.31
372	0	0	1.6e-06	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.17	0.032	0.026	0.038	0.029	0.029
373	0	0	0	0	0	0	0	0	0	1	0	0	0	0.002	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
374	0	0	0.00039	0	0.001	0	0.00047	0	0	0.84	0	0	0	0.15	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
375	0	0	0	0	0.089	0	0	0	0	0.91	0	0	0	0.0013	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
376	0	0	1.3e-05	0	3.1e-06	0	0	0	0	1	0	0	0	4.5e-05	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
377	0.00024	0	0.013	0	0.003	0	0	0	0	0.98	0	0	0	0.00036	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
378	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
379	0	0	0	0	0	0	0.00059	0	0	1	0	0	0	2.6e-05	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
380	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
381	0	0	0	0	0.021	0	0	0	0	0.95	0	0	0	0.029	2.1e-06	0	9	0.17	0.29	0.23	0.34	0.13	0.26
382	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
383	0.4	0	0	0	0	0	0	0	0	0.59	0	0	0	0.016	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
384	0	0	0.00034	0	0	0	4.9e-05	0	0	1	0	0	0	0.00014	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
385	2.4e-06	0	4.1e-05	0	0	0	0.0024	0	0	0.68	0	0	0	0.32	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
386	0	0	0	0	0	0	0.00042	0	0	0	0	0	0	1	0	0	13	0.32	0.57	0.47	0.66	0.21	0.47
387	0	0.87	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	1	0	0	0	0.038	0.058	0.087
388	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
389	0	0	0	0	1	0	0	0	0	5.7e-05	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
390	2.3e-06	0	0.047	0	0.0011	0	0.047	0	0	0.9	0	0	0	0.0033	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
391	0.00055	0	0.037	0	0.013	0	0.046	0	0	0.84	0	0	0	0.058	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
392	0	0	0.00026	0	0.00023	0	2.4e-05	0	0	1	0	0	0	5.1e-06	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
393	0.023	0	0.0049	0	0.00054	0	5.4e-06	0	0	0.96	0	0	0	0.015	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
394	0	0	0.0096	0	0.0009	0	0.00098	0	0	0.99	0	0	0	0.0016	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
395	0	0	0	0	0.85	0	0	0	0	0.15	0	0	0	4.6e-05	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
396	0	0	3.6e-06	0	1	0	0	0	0	0.00041	0	0	0	0	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
397	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057	0.29	0.2	0.3	0.12	0.23
398	0.0054	0	0.0037	0	0.022	0	0.00057	0	0	0.9	0	0	0	0.073	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
399	0	0	0.00037	0	1.5e-05	0	0.98	0	0	0.016	0	0	0	0	0	0	6	0.39	0.66	0.47	0.78	0.21	0.53
400	0	0	0.03	0	0.0034	0	0.0025	0	0	0.96	0	0	0	4.1e-05	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
401	0	0	0	0	0.0093	0	0	0	0	0	0	0	0	0.99	0.0029	0	13	0.32	0.57	0.47	0.66	0.21	0.47
402	2e-05	0	0.00024	0	0	0	0.015	0	0	0.93	0	0	0	0.052	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
403	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00013	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
404	0.00016	0	0.0002	0	0.001	0	0.0001	0	0	1	0	0	0	0.0011	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
405	0	0	0	0	7.4e-05	0	0	0	0	0.75	0	0	0	0.24	0.0012	0	9	0.17	0.29	0.23	0.34	0.13	0.26
406	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0.13	0.051	0	0	0
407	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.2	7	0	0	0	0.15	0	0
408	0	0	0.0012	0	0	0	0.00011	0	0	1	0	0	0	0.0021	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
409	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
410	2.2e-05	0	0.0083	0	0.086	0	0.14	0	0	0.75	0	0	0	0.014	1.5e-06	0	9	0.17	0.29	0.23	0.34	0.13	0.26
411	5.7e-06	0	0.13	0	0.0013	0	0.019	0	0	0.85	0	0	0	0.0003	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
412	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0.29	0.23	0.038	0.014	0.26
413	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0.026	0.15	0.014	0.029
414	0	0	0	0	0.0022	0	0	0	0	0.76	0	0	0	0.23	1.6e-06	0	9	0.17	0.29	0.23	0.34	0.13	0.26
415	0	0	0	0	0.00054	0	0	0	0	0.89	0	0	0	0.11	0.00011	0	9	0.17	0.29	0.23	0.34	0.13	0.26
416	0	0	0	0	0.062	0	0	0	0	0.86	0	0	0	0.076	0.00016	0	9	0.17	0.29	0.23	0.34	0.13	0.26
417	0.0089	0	0	0	0	0	0	0	0	0	0	0.99	0	4.4e-06	0	0	11	0	0.26	0.15	0.15	0.043	0.17
418	0.001	0	0.00045	0	9.8e-05	0	0.00024	0	0	0.99	0	0	0	0.0072	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
419	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
420	3.3e-06	0	0.00021	0	0	0	0	0	0	1	0	0	0	0.0019	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
421	0	0	1.2e-06	0	0	0	0	0	0	1	0	0	0	0.00013	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
422	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
423	0	0	0	0	0	0	0	0.94	0	0	0	0	4.5e-05	0	0	0.059	7	0	0	0	0.15	0	0
424	0.011	0	6.6e-05	0	0	0	0	0	0	0.85	0	0	0	0.14	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
