SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
262	0	0	0.096	0	0.00083	0.9	0	0	4.6e-06	0	5	0.24	0.34	0.23	0.34	0.13	0.25
263	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
264	0	0	0.005	0	0.00014	0.99	0	0	0	0	5	0.24	0.34	0.23	0.34	0.13	0.25
265	0	0	0.69	0	0.25	0.0024	8.3e-05	0	0.055	0	2	0.17	0.38	0.29	0.34	0.13	0.26
266	0	1	0	0	0	0	0	0	0	0	1	0	0.032	0.026	0.11	0.014	0.029
267	0	0	3.9e-06	0.083	0.75	3.2e-05	0.16	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
268	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
269	0	0	0.0018	0	0.95	0	0.053	0	5.7e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
270	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
271	0	0	0	0	8.6e-05	0	1	0	0	0	6	0.39	0.57	0.47	0.66	0.21	0.47
272	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
273	0	0	0.00024	0	0.04	0	0.96	0	0	0	6	0.39	0.57	0.47	0.66	0.21	0.47
274	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
275	1	9.5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
276	0	1	0	0	0	0	0	0	0	0	1	0	0.032	0.026	0.11	0.014	0.029
277	0	0	0.038	0	9e-05	0	0	0	0.96	0	8	0.17	0.38	0.35	0.38	0.21	0.31
278	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
279	0	0	0	0	0.78	0	0.22	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
280	0	0	0.65	0	0.34	0	0.0099	0	3.4e-05	0	2	0.17	0.38	0.29	0.34	0.13	0.26
281	0	0	0.059	0	0.0013	0	0	0	0.94	0	8	0.17	0.38	0.35	0.38	0.21	0.31
282	0	0	0.11	0	0.88	0.00062	0.00026	0	0.011	0	4	0.17	0.29	0.23	0.34	0.13	0.26
283	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
284	0	0	3.1e-05	0	1	1.1e-05	1.9e-05	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
285	0	0	0.02	0	0.98	1.9e-05	1.4e-05	0	3.6e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
286	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0.15	0	0
287	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
288	0	0	0.00087	0	0.63	0.37	3.6e-05	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
289	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
290	0.49	0.51	0	0	0	0	0	0	0	0	1	0	0.032	0.026	0.11	0.014	0.029
291	0	0	0.0036	0	0.43	0	0.57	0	2.2e-05	0	6	0.39	0.57	0.47	0.66	0.21	0.47
292	0	0	0.00017	0	1	0	0.0034	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
293	0	0	7.3e-05	0	1	0.00054	3.6e-05	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
294	0	0	0.27	0	0.64	0	0.0057	0	0.078	0	4	0.17	0.29	0.23	0.34	0.13	0.26
295	0	0	0.22	0	0.68	0.00085	0.00039	0	0.1	0	4	0.17	0.29	0.23	0.34	0.13	0.26
296	0	0	1.3e-05	0	1	1.5e-06	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
297	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
298	0	0	0	0	1	0	0.0023	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
299	0	0	0.05	0	0.94	0.0029	0.0035	0	2e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
300	0	0	0	0	1	2.4e-06	0.00022	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
301	0	0	0.36	0	0.63	0	0.00043	0	0.0079	0	4	0.17	0.29	0.23	0.34	0.13	0.26
302	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0.15	0	0
303	0	0	0.015	0	0.97	0	0.018	0	0.00025	0	4	0.17	0.29	0.23	0.34	0.13	0.26
304	0	0	0	0	1	0	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
305	0	0	0.036	0	0.95	0.0054	0	0	0.0076	0	4	0.17	0.29	0.23	0.34	0.13	0.26
306	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
307	0	0	0.037	0	0.96	0	0.0001	0	0.0034	0	4	0.17	0.29	0.23	0.34	0.13	0.26
308	0	0	0.19	0	0.75	0.066	0	0	5.2e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
309	0	0	0.0021	0	1	1.1e-05	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
310	0	0	6.6e-06	0	1	0	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
311	3.3e-05	1	0	0	0	0	0	0	0	0	1	0	0.032	0.026	0.11	0.014	0.029
312	0	0	0.0013	0	1	0.003	0	0	8.1e-06	0	4	0.17	0.29	0.23	0.34	0.13	0.26
313	0	0	0.055	0	0.085	0.86	0	0	0.00041	0	5	0.24	0.34	0.23	0.34	0.13	0.25
314	0	0	0.00038	0	0.99	0.0064	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
315	0	0	0.13	0	0.59	0.28	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
316	0	0	0.014	0	0.97	0.02	0	0	8.5e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
317	0	0	2e-06	0	1	0	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
318	0	0	0.01	0	0.97	0	0.013	0	0.0073	0	4	0.17	0.29	0.23	0.34	0.13	0.26
319	0	0	1.7e-05	0	0.99	0.0077	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
320	0	0	0.00023	0	1	0.00015	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
321	0	0	2.5e-05	0	0.99	2.1e-05	0	0.0079	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
322	0	0	0.00089	0	1	0.0012	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
323	0	0	7.1e-05	0	1	0.0018	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
324	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
325	0	0	0.039	0	0.96	0.00028	0	0	4.8e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
326	0	0	0.0037	0	0.99	0.0061	0	0	1.9e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
327	1	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
328	0	0	7.6e-05	0	1	2.6e-05	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
329	0	0	0.002	0	1	0.0014	0	0	0.00081	0	4	0.17	0.29	0.23	0.34	0.13	0.26
330	0	0	0.27	0	0.48	0.0062	0	0	0.25	0	4	0.17	0.29	0.23	0.34	0.13	0.26
331	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
332	0	0	2.7e-05	0	1	0	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
333	0	0	0.0059	0	0.0016	0	0	0	0.99	0	8	0.17	0.38	0.35	0.38	0.21	0.31
334	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0.15	0	0
335	0	0	5e-06	0	1	0	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
336	0	0	0.44	0	0.47	0.0023	0	0	0.088	0	4	0.17	0.29	0.23	0.34	0.13	0.26
337	0	0	0.079	0	0.88	0	0.041	0	0.00071	0	4	0.17	0.29	0.23	0.34	0.13	0.26
338	0	0	0.18	0	0.56	0.0054	0	0	0.25	0	4	0.17	0.29	0.23	0.34	0.13	0.26
339	0	0	0.0011	0	1	2.4e-05	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
340	0	0	0.049	0	0.93	0.018	0	0	0.0002	0	4	0.17	0.29	0.23	0.34	0.13	0.26
341	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
342	0	0	0.0013	0	1	0.0027	0	0	2.3e-06	0	4	0.17	0.29	0.23	0.34	0.13	0.26
343	0	0	0.00012	0	1	0.00055	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
344	0	0	0.066	0	0.9	0.032	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
345	0	0	0.033	0	0.95	0.017	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
346	0	0	0.00057	0	1	0.00024	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
347	0	0	5.4e-06	0	1	0	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
348	0	5.8e-05	0	0	0	0	0	0	0	1	9	0	0	0	0.15	0	0
349	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
350	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
351	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0.15	0	0
352	0	0	0.03	0	0.96	0	0.012	0	0.00011	0	4	0.17	0.29	0.23	0.34	0.13	0.26
353	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
354	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
355	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0.15	0	0
356	0	0	0	0	0	0	0	0	1	0	8	0.17	0.38	0.35	0.38	0.21	0.31
357	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
358	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
359	0	0	0.00046	0	1	4.9e-05	0.00024	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
360	0	0	9.7e-05	0	0.99	0	0.0077	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
361	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
362	0	0	0.00067	0	1	3.1e-05	8.6e-06	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
363	0	0	0.056	0	0.071	0	7e-06	0	0.87	0	8	0.17	0.38	0.35	0.38	0.21	0.31
364	0	0	0.18	0	0.66	0	0.022	0	0.14	0	4	0.17	0.29	0.23	0.34	0.13	0.26
365	0	0	0.0013	0	0.97	0.0012	0.024	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
366	0	0	0	0	0	0	0	0.00011	1	0	8	0.17	0.38	0.35	0.38	0.21	0.31
367	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0.15	0	0
368	0	0	0.0034	0	0.99	0	0.0082	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
369	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
370	0	0	0.015	0	0.79	0.2	0.00054	0	3.8e-06	0	4	0.17	0.29	0.23	0.34	0.13	0.26
371	0	0	0	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
372	0	0	0.00016	1	0	0	0	0	0	0	3	0.11	0.032	0.026	0.038	0.043	0.029
373	0	0	0.00027	0	1	0.003	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
374	0	0	0.004	0	0.96	0.016	0.021	0	0.0011	0	4	0.17	0.29	0.23	0.34	0.13	0.26
375	0	0	0.3	0	0.64	0	0.00024	0	0.058	0	4	0.17	0.29	0.23	0.34	0.13	0.26
376	0	0	0.00022	0	1	0.0016	0	0	2.8e-06	0	4	0.17	0.29	0.23	0.34	0.13	0.26
377	0	0	0.049	0	0.94	0.005	1.5e-05	0	0.0027	0	4	0.17	0.29	0.23	0.34	0.13	0.26
378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
379	0	0	0	0	1	0.0016	0.00011	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
380	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
381	0	0	0.23	0	0.74	0	0.018	0	0.015	0	4	0.17	0.29	0.23	0.34	0.13	0.26
382	0	1	0	0	0	0	0	0	0	0	1	0	0.032	0.026	0.11	0.014	0.029
383	0	0	0	0	1	0	1.8e-06	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
384	0	0	0.0046	0	0.99	0.0011	3.6e-05	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
385	0	0	0.0024	0	0.66	0.015	0.33	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
386	0	0	0	0	0	0	1	0	0	0	6	0.39	0.57	0.47	0.66	0.21	0.47
387	0.97	0.028	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
388	0	0	0.002	0	1	0	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
389	0	0	0.0014	0	6.2e-05	0	0	0	1	0	8	0.17	0.38	0.35	0.38	0.21	0.31
390	0	0	0.068	0	0.92	0.0062	0.002	0	0.0011	0	4	0.17	0.29	0.23	0.34	0.13	0.26
391	0	0	0.14	0	0.78	0.018	0.058	0	0.011	0	4	0.17	0.29	0.23	0.34	0.13	0.26
392	0	0	0.82	0	0.18	0.0019	0	0	3.9e-05	0	2	0.17	0.38	0.29	0.34	0.13	0.26
393	0	0	0.0049	0	0.99	0.00026	0.0011	0	0.00051	0	4	0.17	0.29	0.23	0.34	0.13	0.26
394	0	0	0.9	0	0.1	0.00058	5.2e-05	0	8.6e-05	0	2	0.17	0.38	0.29	0.34	0.13	0.26
395	0	0	0.11	0	0.14	0	4.7e-05	0	0.75	0	8	0.17	0.38	0.35	0.38	0.21	0.31
396	0	0	0.015	0	0.00044	0	0	0	0.99	0	8	0.17	0.38	0.35	0.38	0.21	0.31
397	0	0	4e-05	0	0.99	0	0.0065	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
398	0	0	0.29	0	0.65	0.013	0.032	0	0.015	0	4	0.17	0.29	0.23	0.34	0.13	0.26
399	0	0	0.91	0	0.087	0.0031	0	0	7.8e-05	0	2	0.17	0.38	0.29	0.34	0.13	0.26
400	0	0	0.044	0	0.92	0.036	0.00076	0	0.003	0	4	0.17	0.29	0.23	0.34	0.13	0.26
401	0	0	0.00051	0	0	0	0.89	0	0.1	0	6	0.39	0.57	0.47	0.66	0.21	0.47
402	0	0	0.00056	0	0.92	0.01	0.066	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
403	0	0	2.2e-05	0	1	0	2e-05	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
404	0	0	0.0052	0	0.98	0.012	0.0013	0	0.00094	0	4	0.17	0.29	0.23	0.34	0.13	0.26
405	0	0	0.015	0	0.84	0	0.14	0	7.6e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
406	0	0	1	0	0	0	0	0	0	0	2	0.17	0.38	0.29	0.34	0.13	0.26
407	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0.15	0	0
408	0	0	0.0062	0	0.85	0.07	0.071	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
409	0	1	0	0	0	0	0	0	0	0	1	0	0.032	0.026	0.11	0.014	0.029
410	0	0	0.3	0	0.57	0.053	0.023	0	0.06	0	4	0.17	0.29	0.23	0.34	0.13	0.26
411	0	0	0.0058	0	0.99	0.00025	2.9e-05	0	0.0014	0	4	0.17	0.29	0.23	0.34	0.13	0.26
412	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
413	0	1	0	0	0	0	0	0	0	0	1	0	0.032	0.026	0.11	0.014	0.029
414	0	0	0.87	0	0.13	0	0.0049	0	0.00033	0	2	0.17	0.38	0.29	0.34	0.13	0.26
415	0	0	0.067	0	0.91	0	0.022	0	0.00051	0	4	0.17	0.29	0.23	0.34	0.13	0.26
416	0	0	0.13	0	0.7	0	0.13	0	0.046	0	4	0.17	0.29	0.23	0.34	0.13	0.26
417	0	0	0	0	2.7e-05	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
418	0	0	0.0014	0	0.97	0.015	0.015	0	8.8e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
419	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
420	0	0	7.4e-05	0	1	2.4e-05	5.3e-05	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
421	0	0	0.00012	0	1	0.0011	0.00024	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
422	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
423	0	1e-05	0	0	0	0	0	0	0	1	9	0	0	0	0.15	0	0
424	0	0	0.00048	0	0.99	0.00038	0.014	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
425	0	0	0.0015	0	0.99	0.0061	0.0066	0	0.00013	0	4	0.17	0.29	0.23	0.34	0.13	0.26
426	0	0	0	0	0	0	0	0.98	0.019	0	7	0	0.29	0.18	0.11	0.029	0.17
427	0	0	0.00015	0	1	1.3e-05	2.3e-06	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
428	0	0	0.006	0	0.99	0	0	0	6.3e-05	0	4	0.17	0.29	0.23	0.34	0.13	0.26
429	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
430	0	0	0.00041	0	1	0	0	0	0	0	4	0.17	0.29	0.23	0.34	0.13	0.26
431	0	0	0.097	0	0.89	5.7e-06	0.00017	0	0.015	0	4	0.17	0.29	0.23	0.34	0.13	0.26
432	0	0	0	0	0	0	0	0	1	0	8	0.17	0.38	0.35	0.38	0.21	0.31
433	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
434	0	0	0.29	0	0.57	0.0023	0.00017	0	0.15	0	4	0.17	0.29	0.23	0.34	0.13	0.26
435	0	0	0.082	0	0.84	0.021	0.051	0	0.0047	0	4	0.17	0.29	0.23	0.34	0.13	0.26
436	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.058	0.087
437	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
438	0	0	0.044	0	0.94	0.012	0.003	0	0.00012	0	4	0.17	0.29	0.23	0.34	0.13	0.26
439	0	0	0.85	0	0.0044	0	1.4e-06	0	0.15	0	2	0.17	0.38	0.29	0.34	0.13	0.26
440	0	0	0	0	0	0	0	1	0	0	7	0	0.29	0.18	0.11	0.029	0.17
441	0	0	0.1	0	0.78	0.044	0.039	0	0.03	0	4	0.17	0.29	0.23	0.34	0.13	0.26
