SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
290	0	0	0.98	0.022	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
291	0	0	0.049	0.95	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
292	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
293	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
294	0	0	0.02	0.98	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
295	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
296	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
297	0	0	0.0076	0.99	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
298	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
299	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
300	0	0	0	0	0	0	7.4e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
301	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
302	0	4.5e-06	0	0	0	0	0	0.00048	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
303	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
304	0	0	0	0	0	0	0.00056	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
305	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
306	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
307	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
308	0	0.00064	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
309	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
310	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
311	0	0.00011	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
312	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
313	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
314	0	0.0035	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
315	0	0	0	0	0	0	0.0089	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
316	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
317	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
318	0	0	0	0	0	0	0.0017	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
319	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
320	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
321	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
322	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
323	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
324	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
325	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
326	0	0	0	0	0	0	0.001	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
327	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
328	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
329	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
330	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
331	0	0	0	0	0	0	0.0052	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
332	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
333	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
334	0	0	0	0	0	0	1	0	0	0	6	0.73	0.69	0.49	0.67	0.58	0.66
335	0	0	0	0	0	0	0	6e-06	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
336	0	0	0	0	0	0	0.0025	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
337	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
338	0	0	0	0	0	0	3e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
339	0	0	0	0	0	0	0.00012	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
340	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
341	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
342	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
343	0	0	0	0	0	0	1.3e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
344	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
345	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
346	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
347	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
348	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
349	0	0.0023	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
350	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
351	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
352	0	0	0	0	0	0	7.6e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
353	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
354	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
355	0	0	0	0	0	0	0.00046	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
356	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
357	0	0	0	0	0	0	0.02	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
358	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
359	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
360	0	0	0	0	0	0	0.00042	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
361	0	0.0004	0	0	0	0	3e-05	0.016	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
362	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
363	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
364	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
365	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
366	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
367	0	0	0	0	0	0	0.11	0	0.89	0	8	0.73	0.69	0.49	0.56	0.58	0.66
368	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
369	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
370	0	0	0	0	0	0	0.4	0	0.6	0	8	0.73	0.69	0.49	0.56	0.58	0.66
371	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
372	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
373	0	0	0	0	0	0	0.011	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
374	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
375	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
376	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
377	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
378	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
379	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
380	0	0	0	0	0	0	2.3e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
381	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
382	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
383	0	0	0	0	0	0	0.0014	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
384	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
385	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
386	0	0	0	0	0	0	8.8e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
387	0	0	0	0	0	0	0.00029	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
388	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
389	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
390	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
391	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
392	0	0	0	0	0	0	3.9e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
393	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
394	0	0	0	0	0	0	0.00022	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
395	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
396	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
397	0	0	0	0	0	0	0.00033	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
398	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
399	0	0	0	0	0	0	0.00012	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
400	0	0	0	0	0	0	3.2e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
401	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
402	0	0	0	0	0	0	0.015	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
403	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
404	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
405	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
406	0	0	0	0	0	0	3.2e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
407	0	0	0	0	0	0	0.002	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
408	0	0	0	0	0	0	2.4e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
409	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
410	0	0	0	0	0	0	0.009	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
411	0	0	3.9e-05	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
412	0	0	0	0	0	0	0.0021	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
413	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
414	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
415	0	0	0	0	0	0	0.0011	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
416	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
417	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
418	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
419	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
420	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
421	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
422	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
423	0	0	1	5e-05	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
424	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
425	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
426	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
427	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
428	0	0	0	0	0	0	0.0097	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
429	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
430	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
431	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
432	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
433	0	0.00041	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
434	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
435	0	0	0	0	0	0	5.4e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
436	0	0	0	0	0	0	0.011	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
437	0	0	0	0	0	0	0.0053	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
438	0	0.001	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
439	0	2.5e-06	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
440	0	0	0	0	0	0	0.00065	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
441	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
442	0	0	0	0	0	0	0.027	0	0.97	0	8	0.73	0.69	0.49	0.56	0.58	0.66
443	0	1	2.5e-05	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
444	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
445	0	0	0	0	0	0	0.00011	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
446	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
447	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
448	0	0	0	0	0	0	0.00015	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
449	0	0.0014	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
450	0	0	0	0	0	0	0.00048	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
451	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
452	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
453	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
454	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
455	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
456	0	0	0	0	0	0	0.00017	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
457	0	7.1e-06	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
458	0	0	0	0	0	0	0.0026	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
459	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
460	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
461	0	6.3e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
462	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
463	0	0	4e-05	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
464	0	0	0	0	0	0	0.018	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
465	0	5.9e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
466	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
467	0	0	0	0	0	0	0.0097	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
468	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
469	0	0	0	0	0	0	1.6e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
470	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
471	0	0	0	0	0	0	0.0029	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
472	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
473	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
474	0	0	0	0	0	0	0.0019	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
475	0	0	0	0	0	1	0	0	0	0.0034	5	0.57	0.46	0.054	0	0	0
476	0	1e-06	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
477	0	0	0	0	0	0	0.31	0	0.69	0	8	0.73	0.69	0.49	0.56	0.58	0.66
478	0	0	0	0	0	0	5.7e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
479	0	2.3e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
480	0	0	0	0	0	0	0.00079	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
481	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
482	0	0	0	0	0	0	0.00047	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
483	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
484	0	0	0	0	0	0	0.024	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
485	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
486	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
487	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
488	0	0	0	0	0	0	0.0056	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
489	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
490	0	0	0	0	0	0	0.0034	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
491	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
492	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
493	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
494	0	0.00014	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
495	0	0	0	0	0	0	0.0069	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
496	0	0	0	0	0	0	0.2	0	0.8	0	8	0.73	0.69	0.49	0.56	0.58	0.66
497	0	0	0	0	0	0	0.031	0	0.97	0	8	0.73	0.69	0.49	0.56	0.58	0.66
498	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
499	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
500	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
501	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
502	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
503	0	0	0	0	0	0	0.22	0	0.78	0	8	0.73	0.69	0.49	0.56	0.58	0.66
504	0	0	0	0	0	0	0.065	0	0.93	0	8	0.73	0.69	0.49	0.56	0.58	0.66
505	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
506	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
507	0	0	0	0	0	0	0.0056	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
508	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
509	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
510	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
511	0	0.00098	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
512	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
513	0	0.00015	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
514	0	0	0	0	0	0	0.0039	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
515	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
516	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
517	0	0	0	0	0	0	3.4e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
518	0.00094	0.021	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
519	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
520	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
521	0	0	0	0	0	0	0.16	0	0.84	0	8	0.73	0.69	0.49	0.56	0.58	0.66
522	3.3e-05	0.013	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
523	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
524	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
525	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
526	0	0	0	0	0	0	1	0	1.2e-06	0	6	0.73	0.69	0.49	0.67	0.58	0.66
527	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
528	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
529	0	0	0	0	0	0	0.00041	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
530	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
531	0	0	0	0	0	0	0.0018	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
532	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
533	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
534	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
535	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
536	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
537	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
538	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
539	0	0	0	0	0	0	0.00013	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
540	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
541	0	0.00012	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
542	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
543	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
544	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
545	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
546	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
547	0	0	0	0	0	0	0.00015	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
548	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
549	0	0	0	0	0	0	0.00026	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
550	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
551	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
552	1.2e-05	0.021	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
553	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
554	0	0	0	0	0	0	0	0.0014	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
555	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
556	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
557	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
558	0	0	0	0	0	0	1	0	0	0	6	0.73	0.69	0.49	0.67	0.58	0.66
559	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
560	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
561	0	0	0	0	0	0	1	0	0	0	6	0.73	0.69	0.49	0.67	0.58	0.66
562	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
563	0	0	0	0	0	1	0	0	0	7.2e-06	5	0.57	0.46	0.054	0	0	0
564	6.8e-05	0.014	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
565	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
566	0	0	0	0	0	0	0.99	0	0.011	0	6	0.73	0.69	0.49	0.67	0.58	0.66
567	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
568	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
569	0	0	0	0	0	0	1.1e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
570	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
571	2.1e-06	0.011	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
572	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
573	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
574	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
575	0	0	1	7.9e-06	0.00022	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
576	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
577	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
578	0	0	0	0	0	0	0.0086	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
579	0	0	0	0	0	0	4e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
580	0	7.9e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
581	0	6.8e-06	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
582	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
583	0.0021	0.11	6.3e-05	0	0	0	0	0.89	0	0	7	0	0.034	0.054	0	0	0
584	0	0	0	0	0	0	0.78	0	0.22	0	6	0.73	0.69	0.49	0.67	0.58	0.66
585	0	0	0	0	0	0	0.00014	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
