SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
238	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
239	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8.8e-05	2	0	0	0.054	0.11	0	0
240	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
242	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
243	0	0	0	0	0	5.8e-06	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
244	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
246	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
247	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
248	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
251	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.27	0	0	0	0	0.038
252	0	0	0	0	0	0	0.049	0	0	0	0.85	0	0	0	0	0.1	10	0.03	0.034	0.054	0.16	0.19	0.26
253	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
255	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
256	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
257	0	0	0	0	0.95	0	0	0.051	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
258	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
259	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
260	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
261	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
262	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
263	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0.047	0.34
264	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
265	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0.047	0.34
266	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
267	0	0	0	0	1	0	0	4.8e-05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
268	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
269	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
270	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
271	0	0	0	0	1	0	0	0.0013	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
272	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
273	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
274	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
275	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
276	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
277	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
278	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
281	0	0	0	0	1	0	0	4.3e-05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
282	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
283	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
285	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0.047	0.34
286	0	0	0	0	0.35	0.017	0	0.63	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
287	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
288	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
289	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
290	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
291	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
292	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
293	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
294	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
295	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
296	0	0	0	0	1	0	0	2.1e-05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
297	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
300	0	0	0	0	0.58	0.051	0	0.37	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
301	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
302	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1e-05	0	0	0	0.11	0	0	0
303	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
304	0	0	0	0	0.98	0.015	0	0.0087	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
305	0	0	0	0	0.00033	0.062	0	0.94	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
306	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
307	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
308	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
309	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
310	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
311	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
312	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
313	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0.21	0	0	0	0
314	8.7e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
315	0	0	0	0	6.9e-05	1	0	0.00011	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
316	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
317	0	0	0	0	0.12	0	0	0.88	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
318	0	0	0	0	1	0	0	0.0023	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
319	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.054	0.11	0	0
320	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
321	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.41	0.38	0.054	0	0	0
322	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
323	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
324	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
325	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
326	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
328	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
329	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
330	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0.047	0.34
331	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
332	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
334	0	0	0.0061	0	0.99	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
335	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0.99	0	14	0.03	0	0	0	0	0
336	0	0	0	0	0.99	0	0	0.0093	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
337	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
338	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
339	0	0	8.7e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
340	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
341	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
343	0	0	0	0	0.84	0	0	0.16	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
344	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
345	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.27	0	0	0	0	0.038
346	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
347	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
348	0	0.99	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
349	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
350	0	0	0	0	0	0	0	0	9.3e-06	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
351	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
352	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
353	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
354	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
355	0	0	0	0	0.084	0	0	0.92	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
356	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.054	0.11	0	0
357	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
358	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.054	0.11	0	0
359	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.27	0	0	0	0	0.038
360	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
361	0.00086	0	1.9e-05	0	0.44	0	0	0	0	0	0	0	0	0	0.56	0	14	0.03	0	0	0	0	0
362	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.41	0.38	0.054	0	0	0
363	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
365	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.41	0.38	0.054	0	0	0
366	0	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0.026	0	8	0.27	0	0	0	0	0.038
367	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
368	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
369	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
370	0	0	0.04	0	0.96	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
371	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0.21	0	0	0	0
372	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
373	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
374	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
375	0	0	0	0	0	2.7e-06	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
376	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
377	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
378	0	3.7e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
380	0	0	0	0	0.0019	0	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
382	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
383	0	0	0	0	0.97	0.0072	0	0.026	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
384	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0.21	0	0	0	0
385	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
386	0	0	0	0	0.89	5.2e-06	0	0.11	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
387	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
388	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
390	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
391	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0.21	0	0	0	0
392	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
393	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
394	0	0	0	0	0.0025	0.045	0	0.95	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
395	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
396	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0.047	0.34
397	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
398	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
399	0	0	0	0	0.0011	0	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
400	0	0	0	0	0.00043	0	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
401	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
402	0	0	0	0	0.92	0	0	0.075	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
403	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
404	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.054	0.11	0	0
405	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0.047	0.34
406	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
407	0	0	0	0	1	0	0	4.5e-05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
408	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
410	0	0	0	0	1	0	0	0.00022	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
411	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
412	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
413	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
414	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
415	0	0	0	0	0.0064	0	0	0.99	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
416	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
418	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
419	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
420	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
421	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
422	0	0	0	0	0.0014	0	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
423	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
425	0	0	0	0	8.5e-06	0	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
426	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.054	0.11	0	0
427	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
428	0	0	0	0	0.99	0	0	0.0076	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
429	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
431	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
432	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
433	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
435	0	0	0	0	1	0	0	3.1e-05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
436	0	0	0	0	1	0	0	5.6e-05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
437	0	0	0	0	0.038	0.76	0	0.21	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
438	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
440	0	0	0	0	1	0	0	2.5e-05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
441	0	0	0	0	0	0.94	0	0.059	0	0	0	0	0	0	0	0	5	0.73	0.69	0.27	0.38	0.33	0.59
442	0	0	0	0	1	0	0	0.0015	0	0	0	3.3e-05	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
443	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0006	0	8	0.27	0	0	0	0	0.038
444	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
445	0	0	0	0	0.95	0	0	0.05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
447	0	0	0	0	0.001	4.8e-06	0	1	0	0	0	0	0	0	0	0	7	0.73	0.69	0.33	0.51	0.58	0.66
448	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
450	0	0	0	0	0.72	0	0	0.28	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
451	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
452	0	0	0	0	1	0	0	0.0004	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
453	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
454	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
455	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.27	0	0	0	0	0.038
456	0	0	0	0	0.97	0	0	0.034	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
458	0	0	0	0	1	0	0	8.7e-05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
459	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
460	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0.21	0	0	0	0
461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
462	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
463	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0.11	0.054	0.14	0
464	0	0	0	0	1	0	0	0.0028	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.03	0	0	0	0	0
466	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0.21	0	0	0	0
467	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
469	0	0	0	0	1	0	0	0.00039	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
470	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
471	0	0	0	0	1	0	0	9.1e-05	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
472	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.03	0.034	0.054	0.16	0.19	0.26
473	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.054	0	0.14	0
474	0	0	0	0	1	0	0	0.0037	0	0	0	0	0	0	0	0	4	0.73	0.69	0.49	0.56	0.58	0.66
475	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-05	0	1	15	0.73	0.69	0.16	0.054	0.047	0.038
476	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
