SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
318	0.18	0	0	0	0	0.82	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
319	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
320	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
321	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
322	0.0023	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
323	0.63	0	0	0	0	0.37	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
324	0	0	1	0	1.7e-06	0	0	0	2	0	0	0.054	0.11	0.093	0
325	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
326	0.51	0	0	0	0	0.49	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
327	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
328	0	0	0.0055	0.99	0	0.005	0	0	3	0	0	0.054	0	0.047	0
329	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
330	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
331	0.64	0	0	0	0	0.36	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
332	0	0	0.007	0.99	0	0	0	0	3	0	0	0.054	0	0.047	0
333	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
334	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
335	0	0	0	4e-06	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
336	0.2	0	0	0	0	0.8	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
337	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
338	0.49	0	0	0	0	0.51	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
339	1	0	2.6e-05	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
340	0	0	1	0	7.2e-05	0	0	0	2	0	0	0.054	0.11	0.093	0
341	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
342	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
343	0.75	0	0	0	0	0.25	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
344	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
345	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
346	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
347	2.7e-06	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
348	0	0	1	0	0.00054	0	0	4.5e-06	2	0	0	0.054	0.11	0.093	0
349	0	0	0	0.00014	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
350	1	0.0026	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
351	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
352	0.48	0	0	0	0	0.52	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
353	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
354	0	0	0.0093	0.99	0	0	0	0	3	0	0	0.054	0	0.047	0
355	1	0	0	0	0	0.0025	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
356	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
357	0.1	0	0	0	0	0.9	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
358	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
359	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
360	0.02	0	0	0	0	0.98	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
361	0.012	1.9e-05	0	0.017	0	0.97	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
362	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
363	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
364	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
365	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
366	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
367	0.92	0	0	0	0	0.083	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
368	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
369	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
370	0.99	0	0.0051	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
371	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
372	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
373	0.83	0	0	0	0	0.17	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
374	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
375	0.033	0	0	0	0	0.97	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
376	0	0	5.9e-06	1	0	0	0	0	3	0	0	0.054	0	0.047	0
377	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
378	0	0	0.069	0.93	1.4e-05	0	0	0	3	0	0	0.054	0	0.047	0
379	0.36	0	0	0	0	0.64	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
380	0.87	0	0	0	0	0.13	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
381	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
382	0.73	0	0	0	0	0.27	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
383	0.49	0	0	0	0	0.51	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
384	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
385	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
386	0.035	0	0	0	0	0.97	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
387	0.0071	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
388	0	0	0.0093	0.99	8.4e-06	0	0	0	3	0	0	0.054	0	0.047	0
389	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
390	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
391	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
392	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
393	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
394	0.86	0	0	0	0	0.14	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
395	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
396	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
397	0.05	0	0	0	0	0.95	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
398	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
399	0.92	0	0	0	0	0.085	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
400	0.13	0	0	0	0	0.87	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
401	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
402	0.64	0	0	0	0	0.36	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
403	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
404	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
405	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
406	0.0099	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
407	0.078	0	0	0	0	0.92	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
408	0.94	0	0	0	0	0.059	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
409	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
410	0.78	0	0	0	0	0.22	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
411	0	0	1	0	1e-05	0	0	0	2	0	0	0.054	0.11	0.093	0
412	0.31	0	0	0	0	0.69	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
413	0	0	5.9e-05	1	0	0	0	0	3	0	0	0.054	0	0.047	0
414	0.00031	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
415	0.32	0	0	0	0	0.68	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
416	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
417	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
418	0.04	0	0	0	0	0.96	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
419	0.98	0	0	0	0	0.016	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
420	0.17	0	0	0	0	0.83	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
421	0.0034	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
422	0.41	0	0	0	0	0.59	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
423	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
424	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
425	0.92	0	0	0	0	0.078	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
426	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
427	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
428	0.99	0	0	0	0	0.006	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
429	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
430	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
431	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
432	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
433	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
434	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
435	0.45	0	0	0	0	0.55	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
436	0.68	0	0	0	0	0.32	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
437	0.61	0	0	0	0	0.39	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
438	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
439	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
440	0.31	0	0	0	0	0.69	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
441	0.64	0	0	0	0	0.36	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
442	0.097	0	0	0	0	0.9	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
443	0	1	0	0	2.3e-06	0	0	0	1	0.03	0.14	0	0	0	0
444	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
445	0.36	0	0	0	0	0.64	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
446	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
447	0.44	0	0	0	0	0.56	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
448	0.0066	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
449	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
450	0.75	0	0	0	0	0.25	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
451	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
452	0.89	0	0	0	0	0.11	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
453	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
454	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
455	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
456	0.14	0	0	0	0	0.86	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
457	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
458	0.35	0	0	0	0	0.65	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
459	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
460	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
461	0	0	0	3.5e-06	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
462	0	0	1	0	0.00025	0	0	0	2	0	0	0.054	0.11	0.093	0
463	0	0	1	0	0.0001	0	0	3.7e-06	2	0	0	0.054	0.11	0.093	0
464	0.89	0	0	0	0	0.11	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
465	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
466	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
467	0.078	0	0	0	0	0.92	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
468	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
469	0.011	0	0	0	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
470	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
471	0.062	0	0	0	0	0.94	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
472	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
473	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
474	0.58	0	0	0	0	0.42	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
475	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
476	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
477	1	0	0	0	0	0.00086	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
478	1	0	0	0	0	0.0044	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
479	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
480	0.028	0	0	0	0	0.97	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
481	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
482	0.023	0	0	0	0	0.98	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
483	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
484	0.027	0	0	0	0	0.97	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
485	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
486	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
487	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
488	0.27	0	0	0	0	0.73	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
489	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
490	0.11	0	0	0	0	0.89	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
491	0	0	0.27	0.72	0.0031	0	0	0	3	0	0	0.054	0	0.047	0
492	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
493	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
494	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
495	0.65	0	0	0	0	0.35	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
496	0.54	0	0	0	0	0.46	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
497	0.2	0	0	0	0	0.8	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
498	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
499	0.0012	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
500	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
501	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
502	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
503	0.68	0	0	0	0	0.32	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
504	0.9	0	0	0	0	0.099	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
505	0	0	0.024	0.98	0.0001	0	0	0	3	0	0	0.054	0	0.047	0
506	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
507	0.33	0	0	0	0	0.67	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
508	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
509	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
510	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
511	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
512	0	0	1	0	4.2e-06	0	0	0	2	0	0	0.054	0.11	0.093	0
513	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
514	0.15	0	0	0	0	0.85	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
515	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
516	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
517	0.45	0	0	0	0	0.55	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
518	0	0	2.7e-06	1	0	0	0	0	3	0	0	0.054	0	0.047	0
519	0	0	0.97	0.0018	0.023	0	0	0	2	0	0	0.054	0.11	0.093	0
520	0	0	6.6e-06	1	0	0	0	0	3	0	0	0.054	0	0.047	0
521	0.8	0	0	0	0	0.2	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
522	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
523	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
524	0	0	1.4e-05	1	0	0	0	0	3	0	0	0.054	0	0.047	0
525	0	0	0.0024	1	0	0	0	0	3	0	0	0.054	0	0.047	0
526	0.29	0	0.71	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
527	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
528	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
529	0.13	0	0	0	0	0.87	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
530	0	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
531	0.5	0	0	0	0	0.5	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
532	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
533	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
534	0.0034	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
535	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
536	0	0	0.68	0	0.32	0	0	0	2	0	0	0.054	0.11	0.093	0
537	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
538	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
539	0.084	0	0	0	0	0.92	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
540	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
541	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
542	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
543	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
544	0.99	0	0	0	0	0.015	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
545	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
546	0	0	0.0025	1	0	0	0	0	3	0	0	0.054	0	0.047	0
547	0.11	0	0	0	0	0.89	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
548	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
549	0.052	0	0	0	0	0.95	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
550	0.12	0	0	0	0	0.88	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
551	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
552	0	0	0	0.0076	0	0.99	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
553	1e-05	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
554	0	0	0	0.00023	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
555	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
556	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
557	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
558	6.2e-05	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
559	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
560	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
561	0.00025	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
562	0	0	3.1e-06	1	0	0	0	0	3	0	0	0.054	0	0.047	0
563	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
564	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
565	0.003	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
566	3e-06	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
567	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
568	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
569	0.0035	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
570	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
571	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
572	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
573	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
574	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
575	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
576	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
577	0	0	0.0083	0.99	0	0	0	0	3	0	0	0.054	0	0.047	0
578	0.057	0	0	0	0	0.94	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
579	0.13	0	0	0	0	0.87	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
580	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
581	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
582	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
583	0	0.0072	0.00018	0.99	0	0	0	0	3	0	0	0.054	0	0.047	0
584	0.88	0	0	0	0	0.12	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
585	0.95	0	0	0	0	0.048	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
586	0.39	0	0	0	0	0.61	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
587	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
588	0.047	0	0	0	0	0.95	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
589	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
590	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
591	0.35	0	0	0	0	0.65	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
592	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
593	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
594	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
595	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
596	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
597	0	0	1	0	0.00028	0	0	0	2	0	0	0.054	0.11	0.093	0
598	0.11	0	0	0	0	0.89	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
599	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
600	0.14	0	0	0	0	0.86	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
601	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
602	0.21	0	0	0	0	0.79	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
603	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
604	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
605	0.048	0	0	0	0	0.95	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
606	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
607	0.14	0	0	0	0	0.86	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
608	0	0	0	0.019	0	0.98	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
609	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
610	0.004	0	0	0	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
611	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
612	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
613	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
614	0.23	0	0	0	0	0.77	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
615	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
616	0.87	0	0	0	0	0.13	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
617	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
618	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
619	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
620	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
621	0	0	0	0.0043	0	1	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
622	0.81	0	0.19	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
623	0	0	0	0.06	0	0.94	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
624	1	0	0	0	0	0.00047	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
625	0	0	0	0	0	0	0	1	7	0	0	0.054	0.16	0.14	0.34
626	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
627	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
628	0	0	0	0.024	0	0.98	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
629	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
630	0	0	0	1	0	0	0	0	3	0	0	0.054	0	0.047	0
631	0	0	0	0	0	0	1	0	6	0.73	0.69	0.054	0	0	0
632	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
633	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
634	0	0	0	0	1	0	0	0	4	0.03	0.034	0.054	0.054	0.14	0.11
635	0	1	0	0	0	0	0	0	1	0.03	0.14	0	0	0	0
636	1	0	0	0	0	0	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
637	0	0	0.00013	1	0	0	0	0	3	0	0	0.054	0	0.047	0
638	0.23	0	0	0	0	0.77	0	0	5	0.73	0.69	0.55	0.51	0.58	0.66
639	1	0	0	0	0	1.6e-05	0	0	0	0.76	0.69	0.49	0.56	0.58	0.7
640	0	0	1	0	0	0	0	0	2	0	0	0.054	0.11	0.093	0
