SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0
421	0.22	0.49	0.29	0	7.5e-05	1.3e-05	1	0.16
422	0.6	0.03	0.018	0.017	0.34	4.5e-06	0	0.11
423	0	0.012	0.0074	0	0	0.98	5	0.24
424	0.15	0.48	0.29	0.00026	0.011	0.07	1	0.16
425	0.0026	0	0	0.45	0.51	0.038	4	0.071
426	0.71	0.09	0.053	0.002	0.12	0.023	0	0.11
427	0.0098	0	0	0.069	0.84	0.086	4	0.071
428	0.00038	0	0	0.34	0.62	0.042	4	0.071
429	0.097	0.00018	0.00011	0.13	0.7	0.077	4	0.071
430	1.8e-05	0	0	0.65	0.33	0.017	3	0.053
431	0.3	0.018	0.011	0.083	0.53	0.065	4	0.071
432	0.0073	0	0	0.36	0.59	0.048	4	0.071
433	0.065	8.4e-05	5e-05	0.17	0.69	0.072	4	0.071
434	0.28	0.009	0.0054	0.078	0.56	0.069	4	0.071
435	0.044	6e-06	3.6e-06	0.13	0.75	0.079	4	0.071
436	0.57	0.072	0.043	0.013	0.26	0.041	0	0.11
437	0.39	0.37	0.22	0.00016	0.018	0.0045	0	0.11
438	0.87	0.016	0.0097	0.00031	0.083	0.019	0	0.11
439	0.55	0.14	0.085	0.0083	0.18	0.029	0	0.11
440	0.61	0.25	0.15	0	5.5e-06	6.9e-06	0	0.11
441	0.63	0.04	0.024	0.0083	0.26	0.042	0	0.11
442	0.049	3.9e-06	0	0.095	0.77	0.085	4	0.071
443	0.012	0	0	0.12	0.79	0.077	4	0.071
444	0.58	0.1	0.06	0.0095	0.22	0.035	0	0.11
445	0.093	0.00054	0.00032	0.19	0.65	0.068	4	0.071
446	0.069	0.00016	9.3e-05	0.19	0.67	0.069	4	0.071
447	0.027	9.7e-06	5.8e-06	0.25	0.67	0.062	4	0.071
448	0.0035	0	0	0.42	0.54	0.041	4	0.071
449	0.004	0	0	0.53	0.44	0.032	3	0.053
450	0.19	0.0024	0.0014	0.1	0.63	0.074	4	0.071
451	3.2e-05	0	0	0.6	0.38	0.02	3	0.053
452	0.48	0.29	0.17	0.00095	0.053	0.01	0	0.11
453	0.28	0.0037	0.0022	0.058	0.58	0.074	4	0.071
454	0.0079	0	0	0.42	0.53	0.042	4	0.071
455	0.92	0.013	0.0079	7e-05	0.044	0.012	0	0.11
456	0.22	0.0027	0.0016	0.086	0.62	0.075	4	0.071
457	0.035	5.4e-06	3.2e-06	0.16	0.73	0.073	4	0.071
458	0.071	0.00021	0.00013	0.2	0.66	0.068	4	0.071
459	0.44	0.00046	0.00028	0.0085	0.47	0.078	4	0.071
460	0.0027	0	0	0.3	0.64	0.05	4	0.071
461	0.068	7.1e-06	4.2e-06	0.074	0.77	0.089	4	0.071
462	0.2	0.46	0.27	0.0017	0.034	0.034	1	0.16
463	0.62	0.23	0.13	5.6e-05	0.017	0.0044	0	0.11
464	0.3	0.0027	0.0016	0.047	0.58	0.076	4	0.071
465	0.02	0.41	0.24	1.2e-06	0.0002	0.33	1	0.16
466	9.2e-05	0.52	0.31	0	0	0.17	1	0.16
467	0.25	0.46	0.27	0.00012	0.01	0.0087	1	0.16
468	0.0007	0.62	0.37	0	0	0.0026	1	0.16
469	0.0086	0.62	0.37	0	0	0.0075	1	0.16
470	0.37	0.0025	0.0015	0.04	0.59	0	4	0.071
471	0.0071	0.59	0.35	0	1.4e-06	0.048	1	0.16
472	0.57	0.24	0.14	0.00046	0.041	0.00028	0	0.11
473	0.88	0.069	0.041	6.8e-06	0.0096	0	0	0.11
474	0.00073	0.55	0.33	0	0	0.11	1	0.16
475	0.15	0.52	0.31	7e-05	0.0058	0.013	1	0.16
476	0.00072	0.62	0.37	0	0	0.012	1	0.16
477	0.32	0.35	0.21	0.0054	0.086	0.021	1	0.16
478	0.085	0.54	0.32	5.8e-05	0.0036	0.053	1	0.16
479	0.44	0.35	0.21	7.5e-06	0.0048	0.0015	0	0.11
480	0.09	3.9e-06	0	0.038	0.77	0.098	4	0.071
481	2.1e-05	0.16	0.093	0	0	0.75	5	0.24
482	0.0053	0.62	0.37	0	0	0.0054	1	0.16
483	0.33	0.033	0.019	0.076	0.48	0.06	4	0.071
484	7.9e-05	0.32	0.19	0	0	0.5	5	0.24
485	0.022	0.44	0.26	0	0.00019	0.28	1	0.16
486	0.44	0.0015	0.00089	0.021	0.54	0	4	0.071
487	0.51	0.31	0.18	0	0.0002	0	0	0.11
488	0.016	0.6	0.35	0	9.5e-06	0.034	1	0.16
489	0.46	0.04	0.024	0.046	0.43	4.6e-05	0	0.11
490	0.066	0.5	0.3	1.9e-05	0.0017	0.14	1	0.16
491	0.27	0.45	0.27	1.6e-06	0.0014	0.00033	1	0.16
492	0.18	0.51	0.3	0	0.0006	0.00065	1	0.16
493	0.35	0.37	0.22	0.0017	0.049	0.011	1	0.16
494	0.064	0.59	0.35	0	6.5e-06	8.2e-05	1	0.16
495	0.39	0.0016	0.00093	0.029	0.58	0	4	0.071
496	0.0052	0	0	0.28	0.71	0	4	0.071
497	0.28	0.43	0.26	0.00039	0.02	0.012	1	0.16
498	0.96	0.00064	0.00038	1.6e-05	0.037	0	0	0.11
499	0.051	0.57	0.34	0	0.00024	0.036	1	0.16
500	0.96	0.024	0.014	0	0.004	0	0	0.11
501	0.099	0.56	0.33	0	0.00032	0.0037	1	0.16
502	0.87	0.078	0.046	1.8e-06	0.0049	0	0	0.11
503	0.56	0.14	0.083	0.011	0.2	0.00048	0	0.11
504	0.33	0.42	0.25	2.5e-06	0.0021	0.0002	1	0.16
505	0.23	0.48	0.28	5e-06	0.0022	0.0013	1	0.16
506	0.5	0.31	0.19	1.7e-06	0.0024	1.9e-05	0	0.11
507	0.15	0.46	0.27	0.00048	0.014	0.096	1	0.16
508	0.22	0.48	0.28	6.8e-05	0.0074	0.0091	1	0.16
509	0.51	0.2	0.12	0.0089	0.16	0.0017	0	0.11
510	0.016	0.6	0.36	0	7.1e-06	0.023	1	0.16
511	0.16	0.00091	0.00054	0.13	0.7	0	4	0.071
512	0.57	0.27	0.16	0	0.0012	2.6e-06	0	0.11
513	0.69	0.096	0.057	0.004	0.15	4.2e-05	0	0.11
514	0.21	0.49	0.29	0	5.3e-05	9.2e-06	1	0.16
515	0.57	0.011	0.0064	0.017	0.4	0	0	0.11
516	0.32	0.42	0.25	1.4e-05	0.0046	0.00077	1	0.16
517	0.074	0.58	0.35	0	0	2.3e-06	1	0.16
518	0.04	0.6	0.36	0	3.3e-05	0.0058	1	0.16
519	0.69	0.0051	0.003	0.0047	0.29	0	0	0.11
520	0.97	0.00026	0.00016	6.4e-06	0.029	0	0	0.11
521	0.26	0.46	0.28	0	0.00033	4.6e-05	1	0.16
522	3.1e-05	0	0	0.72	0.28	0	3	0.053
523	0.23	7.1e-05	4.2e-05	0.033	0.74	0	4	0.071
524	0.59	0.11	0.064	0.012	0.23	0.00019	0	0.11
525	0.11	4.7e-06	2.8e-06	0.044	0.85	0	4	0.071
526	0.0057	0.59	0.35	0	0	0.052	1	0.16
527	0.15	0.53	0.32	1.1e-06	0.00077	0.0021	1	0.16
528	0.49	0.23	0.13	0.0072	0.14	0.0024	0	0.11
529	0.69	0.0032	0.0019	0.004	0.3	0	0	0.11
530	4.7e-06	0.063	0.038	0	0	0.9	5	0.24
531	0.35	0.36	0.21	0.0032	0.066	0.015	1	0.16
532	0.038	0.59	0.35	0	7.1e-05	0.022	1	0.16
533	0.65	0.14	0.08	0.0034	0.13	0.00013	0	0.11
534	0.98	0.007	0.0042	1.6e-06	0.0081	0	0	0.11
535	0.052	3e-05	1.8e-05	0.21	0.74	0	4	0.071
536	0.052	3.4e-06	2e-06	0.11	0.83	0	4	0.071
537	0.42	0.36	0.22	0	0.00062	8.4e-06	0	0.11
538	0.41	0.36	0.22	8.6e-05	0.013	0.00085	0	0.11
539	0.39	0.28	0.17	0.012	0.14	0.013	0	0.11
540	0.023	0	0	0.045	0.93	0	4	0.071
541	0.54	0.28	0.17	2.5e-05	0.01	0.0028	0	0.11
542	0.081	0.57	0.34	0	0.00019	0.0011	1	0.16
543	0.48	0.3	0.18	0.00051	0.039	0.0081	0	0.11
544	0.58	0.00025	0.00015	0.0024	0.35	0.068	0	0.11
545	0.16	0.51	0.31	8.8e-05	0.007	0.011	1	0.16
546	0.66	0.2	0.12	2.8e-05	0.013	0.0037	0	0.11
547	0.36	0.0064	0.0038	0.04	0.52	0.071	4	0.071
548	0.84	0.099	0.059	0	0.00013	0	0	0.11
549	0.14	0.00015	8.9e-05	0.094	0.76	0	4	0.071
550	0.22	0.44	0.26	0.001	0.026	0.051	1	0.16
551	0.07	7.8e-05	4.7e-05	0.2	0.73	0	4	0.071
552	0.57	0.24	0.14	0.00062	0.047	0.00034	0	0.11
553	0.057	1.1e-05	6.7e-06	0.14	0.8	0	4	0.071
554	0.0029	0.59	0.35	0	0	0.051	1	0.16
555	0.42	0.29	0.17	0.0055	0.1	0.0072	0	0.11
556	0.35	0.38	0.23	0.00065	0.031	0.0065	1	0.16
557	0.54	0.014	0.0083	0.022	0.42	0	0	0.11
558	3.1e-05	0.57	0.34	0	0	0.086	1	0.16
559	0.75	0.15	0.091	0	0.0014	0.00061	0	0.11
560	0.17	0.52	0.31	0	2e-05	1.4e-05	1	0.16
561	0.18	0.51	0.31	0	1.3e-05	0	1	0.16
562	0.013	0.62	0.37	0	0	0.00013	1	0.16
563	0.89	0.07	0.041	0	0.0024	0	0	0.11
564	0.018	0	0	0.14	0.84	0	4	0.071
565	0.12	0.55	0.33	0	0.00016	0.00017	1	0.16
566	0.21	0.49	0.29	0	0.00017	1.2e-05	1	0.16
567	0	0.62	0.37	0	0	0.0098	1	0.16
568	0.35	0.092	0.055	0.079	0.42	0.00057	4	0.071
569	0.043	0.0003	0.00018	0.4	0.56	0	4	0.071
570	0.0058	0.38	0.23	0	1e-05	0.39	5	0.24
571	0.35	0.0043	0.0025	0.053	0.59	0	4	0.071
572	0.17	0.00015	8.7e-05	0.073	0.76	0	4	0.071
573	0.8	0.11	0.063	0.00013	0.034	3.5e-06	0	0.11
574	0.00033	0.34	0.2	0	0	0.46	5	0.24
575	0.011	0	0	0.23	0.7	0.062	4	0.071
576	0.54	0.0039	0.0023	0.0095	0.39	0.063	0	0.11
577	0.6	0.19	0.11	0.0018	0.091	8.4e-05	0	0.11
578	0	0.22	0.13	0	0	0.65	5	0.24
579	0.17	0.48	0.29	0.00089	0.022	0.032	1	0.16
580	0.00015	0.54	0.32	0	0	0.14	1	0.16
581	4.2e-05	0.55	0.33	0	0	0.13	1	0.16
582	0.082	0.58	0.34	0	3.6e-05	9.1e-05	1	0.16
583	0.54	0.05	0.03	0.023	0.36	1.1e-05	0	0.11
584	0.48	0.31	0.19	0.00011	0.018	0.0044	0	0.11
585	0.042	0.57	0.34	2.4e-06	0.00048	0.049	1	0.16
586	0.48	0.3	0.18	0.0004	0.035	0.00024	0	0.11
587	0.00021	0.63	0.37	0	0	0.00073	1	0.16
588	0.64	0.028	0.016	0.011	0.31	2.2e-06	0	0.11
589	0.79	0.0011	0.00066	0.001	0.21	0	0	0.11
590	0.24	0.00062	0.00037	0.064	0.7	0	4	0.071
591	0	0.52	0.31	0	0	0.17	1	0.16
592	0.016	0.49	0.29	0	5.4e-05	0.2	1	0.16
593	0.27	0.41	0.25	0.0016	0.038	0.033	1	0.16
594	0.32	0.42	0.25	3.1e-06	0.0023	0.00027	1	0.16
595	0.41	0.014	0.0085	0.053	0.52	2.9e-06	4	0.071
596	0.077	0.58	0.34	0	8.6e-05	0.0017	1	0.16
597	0.84	0.017	0.01	0.0011	0.14	0	0	0.11
598	0.0017	0.63	0.37	0	0	0.00031	1	0.16
599	0.61	0.24	0.15	0	2.2e-05	0	0	0.11
600	0.28	0.45	0.27	0	0.00047	6.1e-05	1	0.16
601	0.0016	0	0	0.32	0.67	0	4	0.071
602	0.26	0.46	0.27	3.8e-05	0.0063	0.0036	1	0.16
603	0.21	0.46	0.27	0.00048	0.018	0.041	1	0.16
604	0.00015	0.35	0.21	0	0	0.45	5	0.24
605	0.97	0.019	0.011	0	0.00058	0	0	0.11
606	0.75	0.0034	0.002	0.0024	0.24	0	0	0.11
607	0.56	0.27	0.16	6.7e-05	0.016	0.00011	0	0.11
608	0.031	1.4e-05	8.3e-06	0.29	0.68	0	4	0.071
609	0.9	0.048	0.028	2.5e-05	0.019	0	0	0.11
610	0.61	0.13	0.078	0.0075	0.18	0.00025	0	0.11
611	0.032	0.61	0.36	0	2.8e-06	0.00036	1	0.16
612	0.37	0.0078	0.0046	0.058	0.56	0	4	0.071
613	0.22	0.48	0.28	5e-05	0.0064	0.0075	1	0.16
614	0.017	0	0	0.14	0.84	0	4	0.071
615	0.56	0.26	0.16	0.00017	0.024	0.00019	0	0.11
616	0.24	0.48	0.29	0	0.00013	2.1e-05	1	0.16
617	0.17	0.00077	0.00046	0.12	0.71	0	4	0.071
618	0.13	0.54	0.32	0	2.3e-05	2.3e-05	1	0.16
619	0.49	0.057	0.034	0.037	0.38	0.0001	0	0.11
620	0.52	0.28	0.17	0.00034	0.032	0.00046	0	0.11
621	0.46	0.3	0.18	0.0014	0.056	0.0024	0	0.11
622	0.38	0.36	0.21	0.0012	0.044	0.0057	0	0.11
623	0.14	0.46	0.28	0.00043	0.013	0.1	1	0.16
624	0.85	0.056	0.033	0.00028	0.057	0	0	0.11
625	0.12	1.6e-05	9.3e-06	0.057	0.82	0	4	0.071
626	0.011	0.6	0.36	0	3.5e-06	0.031	1	0.16
627	0.85	0.092	0.055	0	0.0014	0	0	0.11
628	0.27	0.45	0.27	5.5e-05	0.0076	0.0041	1	0.16
629	0.19	0.5	0.3	2.4e-06	0.0014	0.0016	1	0.16
630	0.46	0.3	0.18	0.0014	0.056	0.0024	0	0.11
631	0.0019	0.6	0.36	0	0	0.035	1	0.16
632	0.23	0.45	0.27	0.00044	0.018	0.028	1	0.16
633	0.0076	0.53	0.32	0	4.7e-06	0.14	1	0.16
634	0.00089	0.41	0.25	0	0	0.34	1	0.16
635	0.5	0.016	0.0095	0.029	0.44	1.5e-06	0	0.11
636	0.73	0.15	0.09	0.00014	0.03	1.5e-05	0	0.11
637	0.0005	0.53	0.32	0	0	0.15	1	0.16
638	0.56	0.069	0.041	0.022	0.31	8.8e-05	0	0.11
639	0.36	0.37	0.22	0.0013	0.044	0.0086	1	0.16
640	0.15	0.53	0.31	8.3e-06	0.002	0.0092	1	0.16
641	4.9e-05	0.085	0.05	0	0	0.86	5	0.24
642	0.92	0.042	0.025	4.9e-06	0.0093	0	0	0.11
643	0.69	0.18	0.11	4.4e-05	0.016	1.4e-05	0	0.11
644	0.42	0.29	0.17	0.0057	0.1	0.0068	0	0.11
645	0.0098	0.62	0.37	0	0	1.2e-05	1	0.16
646	0.017	2.6e-06	1.5e-06	0.33	0.65	0	4	0.071
647	0.00075	0.63	0.37	0	0	1.9e-05	1	0.16
648	0.43	0.022	0.013	0.052	0.49	9.9e-06	4	0.071
649	0.65	0.11	0.067	0.0055	0.17	0.0001	0	0.11
650	0.16	0.00023	0.00013	0.077	0.68	0.083	4	0.071
651	0.0011	0.56	0.33	0	7.4e-06	0.11	1	0.16
652	0.0061	0.56	0.33	0	5.3e-05	0.11	1	0.16
653	0	0.41	0.24	0	0	0.35	1	0.16
654	0	0.59	0.35	0	0	0.051	1	0.16
655	0.0065	0.54	0.32	0	5.8e-06	0.13	1	0.16
656	0.97	0.018	0.011	0	0.0016	0.0008	0	0.11
657	0.28	0.44	0.27	3.4e-05	0.0063	0.0028	1	0.16
658	0.00056	0.56	0.33	0	2.6e-06	0.11	1	0.16
659	0.00062	0.46	0.27	0	0	0.27	1	0.16
660	0	0.63	0.37	0	0	0	1	0.16
661	0.033	0.59	0.35	0	8.8e-05	0.024	1	0.16
662	0	0.6	0.36	0	0	0.044	1	0.16
663	3.2e-05	0.57	0.34	0	0	0.092	1	0.16
664	0.13	0.55	0.32	0	0.00049	0.0006	1	0.16
665	0.76	0.12	0.072	0.00022	0.044	2.5e-06	0	0.11
666	0.00053	0.62	0.37	0	0	0.0053	1	0.16
667	0.06	0	0	0.039	0.9	0	4	0.071
668	0	0.6	0.36	0	0	0.041	1	0.16
669	0.0039	0.53	0.32	0	4.1e-05	0.15	1	0.16
670	0.12	0.55	0.33	0	7.8e-05	5.9e-05	1	0.16
671	0.65	0.11	0.064	0.0058	0.17	8.9e-05	0	0.11
672	0.25	0.0018	0.0011	0.084	0.67	0	4	0.071
673	0.00058	0.59	0.35	0	0	0.065	1	0.16
674	0.012	0.56	0.34	0	9.2e-06	0.087	1	0.16
675	0.51	0.27	0.16	0.0008	0.048	0.00086	0	0.11
676	0.017	0.61	0.36	0	7.1e-06	0.017	1	0.16
677	4.7e-06	0	0	0.62	0.38	0	3	0.053
678	0.15	7.4e-06	4.4e-06	0.03	0.82	0	4	0.071
679	0.66	0.2	0.12	9e-05	0.022	3.3e-05	0	0.11
680	0.53	0.069	0.041	0.026	0.33	0.00012	0	0.11
681	0.046	0.55	0.33	1.1e-06	0.00032	0.072	1	0.16
682	0.97	0.011	0.0066	2.4e-06	0.009	0	0	0.11
683	0.8	0.0046	0.0028	0.0015	0.19	0	0	0.11
684	0.46	0.33	0.2	9e-05	0.015	0.00045	0	0.11
685	0.47	0.001	0.00062	0.014	0.51	0	4	0.071
686	0.7	0.048	0.029	0.0059	0.22	6e-06	0	0.11
687	0.014	0.62	0.37	0	1.4e-06	0.0036	1	0.16
688	0.021	0.61	0.36	0	2.8e-06	0.0019	1	0.16
689	0.2	0.49	0.29	6.8e-05	0.0067	0.015	1	0.16
690	0.89	0.031	0.019	0.00022	0.058	0	0	0.11
691	0.29	0.0028	0.0017	0.072	0.64	0	4	0.071
692	0.042	0.6	0.36	0	3.3e-06	0.00016	1	0.16
693	0.0035	0.58	0.35	0	0	0.067	1	0.16
694	0.11	0.48	0.29	0.00014	0.0063	0.11	1	0.16
695	0.0069	0.62	0.37	0	0	0.0011	1	0.16
696	0.27	0.45	0.27	3.1e-05	0.0059	0.0027	1	0.16
697	0.3	0.44	0.26	2.9e-05	0.0062	0.0017	1	0.16
698	0.032	0.61	0.36	0	3.6e-06	0.00056	1	0.16
699	0.0053	0	0	0.18	0.81	0	4	0.071
700	0.51	0.0027	0.0016	0.016	0.47	0	0	0.11
701	0.32	0.39	0.23	0.0018	0.047	0.017	1	0.16
702	0.047	0.56	0.33	0	0.00028	0.059	1	0.16
703	0.00015	0	0	0.35	0.65	0	4	0.071
704	0.55	0.00011	6.6e-05	0.0034	0.45	0	0	0.11
705	0.74	0.11	0.066	0.00091	0.079	1.8e-05	0	0.11
706	0.04	0.6	0.36	0	4.5e-05	0.0086	1	0.16
707	0.8	0.085	0.051	0.00054	0.068	4.7e-06	0	0.11
708	0.33	0.42	0.25	0	0.00038	1.7e-05	1	0.16
709	0.00025	0	0	0.47	0.53	0	4	0.071
710	0.18	0.00059	0.00035	0.099	0.72	0	4	0.071
711	0.67	0.004	0.0024	0.0055	0.32	0	0	0.11
712	0.75	0.024	0.014	0.004	0.21	0	0	0.11
713	0.07	0.57	0.34	1.3e-06	0.00047	0.027	1	0.16
714	0.068	0.58	0.34	0	0.00025	0.013	1	0.16
715	0.95	0.032	0.019	0	0.0032	0	0	0.11
716	0.36	0.0023	0.0014	0.041	0.6	0	4	0.071
717	0.41	0.0002	0.00012	0.012	0.58	0	4	0.071
718	0.11	0.00033	0.0002	0.17	0.72	0	4	0.071
719	0.14	0.53	0.31	1.4e-05	0.0025	0.015	1	0.16
720	0.0013	0.6	0.36	0	0	0.039	1	0.16
721	0.74	0.071	0.042	0.0025	0.14	9.4e-06	0	0.11
722	0.39	0.32	0.19	0.0043	0.084	0.01	0	0.11
723	0.00046	0.22	0.13	0	0	0.65	5	0.24
724	0.0026	0.62	0.37	0	0	0.0016	1	0.16
725	0.047	6.7e-06	4e-06	0.16	0.79	0	4	0.071
726	0.9	0.00047	0.00028	0.00011	0.096	0	0	0.11
727	0.34	0.39	0.24	0.00034	0.022	0.0047	1	0.16
728	0.66	0.21	0.12	3.5e-05	0.014	2e-05	0	0.11
729	0.028	0	0	0.15	0.82	0	4	0.071
730	0.69	0.016	0.0097	0.0067	0.28	0	0	0.11
731	0.15	0.53	0.31	7.9e-06	0.0019	0.0096	1	0.16
732	0.67	0.2	0.12	8.5e-06	0.0072	6.2e-06	0	0.11
733	0.55	0.0096	0.0057	0.018	0.41	0	0	0.11
734	0.51	0.25	0.15	0.0028	0.087	0.0016	0	0.11
735	0.45	0.33	0.2	0.00015	0.019	0.00074	0	0.11
736	0.5	0.26	0.16	0.0026	0.082	0.0018	0	0.11
737	0.25	0.46	0.27	0.00017	0.013	0.0053	1	0.16
738	0	0.59	0.35	0	0	0.052	1	0.16
739	0.65	0.1	0.062	0.0061	0.18	4.5e-05	0	0.11
740	0.34	0.4	0.24	0.00014	0.014	0.0026	1	0.16
741	0.00019	0.55	0.33	0	0	0.13	1	0.16
742	0.00028	0.47	0.28	0	0	0.25	1	0.16
743	0	0.33	0.19	0	0	0.48	5	0.24
744	0	0.57	0.34	0	0	0.09	1	0.16
745	0.0021	0.52	0.31	0	0	0.17	1	0.16
746	0.064	0.57	0.34	0	0.00031	0.021	1	0.16
747	0	0.066	0.039	0	0	0.89	5	0.24
748	0	0.58	0.35	0	0	0.069	1	0.16
749	0	0.53	0.31	0	0	0.16	1	0.16
750	0.044	0.55	0.33	6.8e-06	0.00082	0.073	1	0.16
751	0	0.57	0.34	0	0	0.084	1	0.16
752	0	0.17	0.099	0	0	0.73	5	0.24
753	0.34	0.39	0.23	0.00091	0.038	0.0026	1	0.16
754	0.33	0.33	0.19	0.011	0.13	0.009	0	0.11
755	0.35	0.0082	0.0049	0.067	0.57	0	4	0.071
756	0.56	0.0067	0.004	0.015	0.41	0	0	0.11
757	0.61	0.13	0.078	0.0075	0.18	0.00025	0	0.11
758	0.0032	0.58	0.34	0	0	0.076	1	0.16
759	0.73	0.019	0.012	0.0047	0.24	0	0	0.11
760	0	0.17	0.099	0	0	0.74	5	0.24
761	0.21	0.47	0.28	0.00036	0.015	0.034	1	0.16
762	0.84	0.053	0.031	0.00053	0.077	0	0	0.11
763	0.0022	0.22	0.13	0	3.9e-06	0.64	5	0.24
764	0.076	0.56	0.33	2.8e-06	0.00072	0.035	1	0.16
765	0.57	0.023	0.014	0.02	0.38	2.5e-06	0	0.11
766	0.0017	0	0	0.46	0.54	0	4	0.071
767	0.42	0.01	0.006	0.044	0.52	0	4	0.071
768	0.41	0.34	0.2	0.001	0.043	0.0099	0	0.11
769	0.83	0.032	0.019	0.0011	0.12	0	0	0.11
770	0	0.62	0.37	0	0	0.016	1	0.16
771	0.43	0.014	0.0084	0.045	0.5	2e-06	4	0.071
772	0.071	0.56	0.33	2.5e-06	0.00066	0.039	1	0.16
773	0.24	0.0021	0.0013	0.091	0.66	0	4	0.071
774	0.0062	0	0	0.33	0.66	0	4	0.071
775	0.16	0.00041	0.00025	0.11	0.73	0	4	0.071
776	0.23	0.48	0.29	6.4e-06	0.0025	0.0017	1	0.16
777	0.78	0.052	0.031	0.0021	0.14	2.7e-06	0	0.11
778	0.047	0.56	0.33	0	0.00028	0.059	1	0.16
779	0.72	0.0022	0.0013	0.0026	0.27	0	0	0.11
780	0.42	0.004	0.0024	0.033	0.54	0	4	0.071
781	0.12	0.54	0.32	3e-06	0.0011	0.0089	1	0.16
782	0.0024	0.52	0.31	0	0	0.17	1	0.16
783	0.13	0.54	0.32	0	3.6e-05	4.3e-05	1	0.16
784	0	0.5	0.3	0	0	0.2	1	0.16
785	0.0037	0.55	0.33	0	0	0.12	1	0.16
786	0.002	0.62	0.37	0	0	0.0065	1	0.16
787	0.9	0.014	0.0081	0.00028	0.077	0	0	0.11
788	0.18	0.00046	0.00027	0.093	0.73	0	4	0.071
789	0	0.5	0.3	0	0	0.2	1	0.16
790	0.41	0.27	0.16	0.01	0.14	0.0091	0	0.11
791	0.18	0.49	0.29	0.00011	0.0078	0.025	1	0.16
792	0.0069	0.62	0.37	0	0	0.0064	1	0.16
793	0.0013	0.6	0.36	0	0	0.045	1	0.16
794	0.25	0.47	0.28	1.5e-05	0.0041	0.0017	1	0.16
795	0.11	0.00037	0.00022	0.14	0.68	0.074	4	0.071
796	0.029	0.45	0.27	1.5e-05	0.00089	0.25	1	0.16
797	0.41	0.37	0.22	0	0.00048	0.00022	0	0.11
798	0.23	0.47	0.28	0.00026	0.015	0.0087	1	0.16
799	0.21	0.008	0.0048	0.13	0.58	0.067	4	0.071
800	0.4	0.35	0.21	0.00058	0.036	0.0078	0	0.11
801	0.4	0.38	0.22	0	0.00071	0.0003	0	0.11
802	0.19	0.49	0.29	0.0003	0.014	0.016	1	0.16
803	0.87	0.074	0.044	4.8e-06	0.0085	0.0029	0	0.11
804	7.8e-05	0.62	0.37	0.0013	0.0014	0.00012	1	0.16
805	0.00042	0	0	0.12	0.82	0.064	4	0.071
806	0.57	0.0017	0.001	0.0053	0.36	0.062	0	0.11
807	0.11	8.9e-05	5.3e-05	0.08	0.72	0.085	4	0.071
808	0.92	0.036	0.022	1.1e-05	0.015	0.0048	0	0.11
809	0.0047	0.62	0.37	0	0	7.7e-06	1	0.16
810	0.0041	0	0	0.095	0.82	0.077	4	0.071
811	2.5e-06	0.49	0.29	0	0	0.22	1	0.16
812	0.0042	0.58	0.34	0	0	0.078	1	0.16
813	0.022	0	0	0.15	0.75	0.074	4	0.071
814	0.0064	0.35	0.21	0	4.4e-05	0.43	5	0.24
815	0.0016	0.62	0.37	0	0	0.0045	1	0.16
816	0.27	0.0061	0.0036	0.077	0.58	0.071	4	0.071
817	0.99	0.0039	0.0023	0	0.0042	0.0019	0	0.11
818	0.00087	0.63	0.37	0	0	0.00022	1	0.16
819	0.046	0.59	0.35	0	0.00015	0.007	1	0.16
820	0.35	0.41	0.24	0	0.00054	0.00023	1	0.16
821	0.44	0.15	0.092	0.023	0.25	0.036	0	0.11
822	0.72	0.15	0.089	0.00011	0.029	0.0071	0	0.11
823	0.43	0.31	0.19	0.0013	0.056	0.011	0	0.11
824	0.025	0.48	0.29	4.2e-06	0.00044	0.2	1	0.16
825	0.38	0.39	0.23	0	0.00076	0.00031	1	0.16
826	0.27	0.46	0.27	0	0.00037	0.00017	1	0.16
827	0.043	0.59	0.35	0	0.0002	0.014	1	0.16
828	0.5	0.29	0.18	0.00013	0.021	0.005	0	0.11
829	0.16	0.53	0.31	0	0.0009	0.00085	1	0.16
830	0.012	0.62	0.37	0	0	0.0008	1	0.16
831	0.83	0.037	0.022	0.00057	0.09	0.02	0	0.11
832	0.096	0.57	0.34	0	0.00038	0.0015	1	0.16
833	0.36	0.0013	0.00079	0.023	0.54	0.078	4	0.071
834	0.00027	0.6	0.36	0	0	0.04	1	0.16
835	0.47	0.19	0.11	0.011	0.18	0.028	0	0.11
836	0.91	0.0064	0.0038	0.0001	0.06	0.016	0	0.11
837	0.027	0.48	0.28	6.7e-06	0.00058	0.21	1	0.16
838	0.17	0.52	0.31	0	0.00075	0.00058	1	0.16
839	0.001	0.49	0.29	0	0	0.22	1	0.16
840	0.16	0.46	0.28	0.002	0.032	0.065	1	0.16
841	0.9	0.06	0.035	0	0.0051	0.0019	0	0.11
842	0.97	1.8e-05	1.1e-05	0	0.024	0.01	0	0.11
843	0.37	0.071	0.042	0.061	0.41	0.052	4	0.071
844	0.48	0.16	0.097	0.014	0.21	0.032	0	0.11
845	0.018	0.58	0.35	0	4.9e-05	0.049	1	0.16
846	0.39	0.38	0.23	0	0.00029	0.00015	0	0.11
847	0.33	0.42	0.25	0	0.00055	0.00024	1	0.16
848	0.42	0.0086	0.0051	0.03	0.47	0.067	4	0.071
