SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster	dcf0
302	0.15	0.00093	0.00081	0.0011	0.15	0.22	0.017	0.42	0.054	7	0.16
303	0.0035	0.2	0.17	0	0.0035	0.022	8.1e-05	0.6	4.4e-05	7	0.16
304	0.2	0.00014	0.00012	0.0023	0.2	0.22	0.028	0.25	0.11	7	0.16
305	0.14	0	0	0.044	0.14	0.065	0.05	0.015	0.56	8	0.071
306	0.005	0.072	0.063	0	0.005	0.035	8.8e-05	0.82	2.8e-05	7	0.16
307	0.037	0	0	0	0.037	0.27	0.00022	0.66	4.7e-06	7	0.16
308	0.18	7.9e-05	6.9e-05	0.018	0.18	0.15	0.041	0.12	0.3	8	0.071
309	0.22	1.4e-05	1.3e-05	0.00021	0.22	0.28	0.021	0.23	0.038	5	0.12
310	0	0.53	0.47	0	0	0	0	0.00098	0	1	0.24
311	0.23	0	0	0	0.23	0.49	0.0031	0.049	9.5e-05	5	0.12
312	0.12	0.0069	0.006	0.0053	0.12	0.17	0.018	0.46	0.098	7	0.16
313	0.17	0.00021	0.00019	0.00052	0.17	0.24	0.018	0.35	0.044	7	0.16
314	0.16	9.5e-05	8.2e-05	0.0001	0.16	0.27	0.013	0.37	0.019	7	0.16
315	0.24	5e-06	4.4e-06	0.0037	0.24	0.2	0.043	0.094	0.18	0	0.11
316	0.017	0.077	0.068	6.5e-06	0.017	0.063	0.00076	0.76	0.00092	7	0.16
317	0.014	0	0	0.38	0.014	0.0035	0.013	0.00044	0.58	8	0.071
318	0.31	0	0	0.00014	0.31	0.25	0.036	0.044	0.054	0	0.11
319	0.0035	0.00021	0.00019	0	0.0035	0.055	1.1e-05	0.94	0	7	0.16
320	0.31	0	0	6.9e-06	0.31	0.31	0.022	0.045	0.013	0	0.11
321	0.21	2.3e-06	2e-06	1.4e-05	0.21	0.33	0.013	0.22	0.01	5	0.12
322	0.21	0	0	0.011	0.21	0.13	0.055	0.033	0.34	8	0.071
323	0.05	0	0	0.033	0.05	0.0056	0.051	2.6e-05	0.81	8	0.071
324	0.18	0.0003	0.00026	0.0034	0.18	0.21	0.027	0.27	0.12	7	0.16
325	0.085	0.00022	0.00019	2.9e-06	0.085	0.23	0.0034	0.6	0.0021	7	0.16
326	0.12	0.0073	0.0064	0.012	0.12	0.16	0.021	0.4	0.15	7	0.16
327	0.00088	0.00012	0.0001	0	0.00088	0.029	0	0.97	0	7	0.16
328	0.14	4.7e-05	4.1e-05	1.1e-05	0.14	0.28	0.0074	0.43	0.0058	7	0.16
329	0.25	3.5e-06	3.1e-06	0.00068	0.25	0.25	0.033	0.13	0.08	0	0.11
330	0.019	6.3e-05	5.5e-05	0	0.019	0.11	0.00022	0.85	1.9e-05	7	0.16
331	0.0015	0.0012	0.001	0	0.0015	0.024	5.5e-06	0.97	0	7	0.16
332	0.25	0.0022	0.0019	1.3e-05	0.25	0.31	0.018	0.15	0.013	5	0.12
333	0.05	0.0021	0.0018	1.3e-05	0.05	0.13	0.0027	0.76	0.003	7	0.16
334	0.012	0.034	0.03	0.24	0.012	0.0018	0.015	7e-05	0.66	8	0.071
335	0.0013	0.044	0.038	0.073	0.0013	1.2e-05	0.011	0	0.83	8	0.071
336	0.011	2.9e-05	2.5e-05	0	0.011	0.092	6.4e-05	0.89	2.2e-06	7	0.16
337	0.15	0.017	0.015	0.012	0.15	0.15	0.03	0.27	0.2	7	0.16
338	0.00089	0.00091	0.0008	0	0.00089	0.019	2.1e-06	0.98	0	7	0.16
339	0.12	0.0019	0.0016	7.5e-05	0.12	0.21	0.0089	0.53	0.014	7	0.16
340	0.00025	0.016	0.014	0	0.00025	0.0072	0	0.96	0	7	0.16
341	0.099	0.00038	0.00033	0	0.099	0.24	0.004	0.56	0.002	7	0.16
342	0.082	0.00064	0.00056	6.7e-06	0.082	0.19	0.004	0.64	0.0032	7	0.16
343	0	0.42	0.37	0	0	9.6e-05	0	0.21	0	1	0.24
344	0.00074	0.0035	0.003	0	0.00074	0.015	2.1e-06	0.98	0	7	0.16
345	0.067	0.018	0.016	0.00035	0.067	0.14	0.0059	0.67	0.016	7	0.16
346	0.051	0	0	0.014	0.051	0.0034	0.063	3e-06	0.82	8	0.071
347	0.3	0	0	2.4e-06	0.3	0.33	0.018	0.05	0.0075	5	0.12
348	0.011	0.025	0.021	0	0.011	0.062	0.00026	0.87	0.00011	7	0.16
349	0.03	0.00059	0.00052	0	0.03	0.14	0.00059	0.8	0.00013	7	0.16
350	0.079	0.012	0.011	0.00052	0.079	0.15	0.0075	0.63	0.023	7	0.16
351	0.048	0.00019	0.00016	0	0.048	0.19	0.0011	0.71	0.00027	7	0.16
352	0.012	0.04	0.035	0	0.012	0.06	0.00032	0.84	0.00018	7	0.16
353	0.063	0.014	0.012	0.00017	0.063	0.14	0.0048	0.69	0.011	7	0.16
354	0.14	0.0024	0.0021	0.0072	0.14	0.18	0.023	0.36	0.13	7	0.16
355	0.065	0.00029	0.00025	0	0.065	0.2	0.0021	0.66	0.00093	7	0.16
356	0.18	0.00036	0.00032	0.0094	0.18	0.18	0.032	0.23	0.19	7	0.16
357	0.052	0	0	0.014	0.052	0.0035	0.064	3.1e-06	0.82	8	0.071
358	0.17	0	0	0.025	0.17	0.092	0.053	0.023	0.46	8	0.071
359	5.4e-06	0.3	0.26	0	5.4e-06	0.00059	0	0.44	0	7	0.16
360	0.29	0	0	0.00024	0.29	0.26	0.034	0.075	0.059	0	0.11
361	0.00015	0.31	0.27	0	0.00015	0.0033	0	0.42	0	7	0.16
362	0.037	0.039	0.034	0.15	0.037	0.01	0.026	0.0014	0.66	8	0.071
363	0.033	0.042	0.037	0.12	0.033	0.0068	0.028	0.00041	0.7	8	0.071
364	0.00073	0.026	0.023	0.33	0.00073	1.5e-05	0.0046	0	0.62	8	0.071
365	0.15	0.0017	0.0015	0.0086	0.15	0.18	0.025	0.33	0.15	7	0.16
366	0.067	0.00018	0.00016	0	0.067	0.2	0.002	0.66	0.00071	7	0.16
367	0.26	0.0006	0.00052	0	0.26	0.36	0.011	0.094	0.0025	5	0.12
368	0.11	0.0093	0.0081	0.0032	0.11	0.15	0.015	0.52	0.075	7	0.16
369	0.00037	0.025	0.022	0	0.00037	0.0084	0	0.94	0	7	0.16
370	0.093	0.045	0.039	0.039	0.093	0.027	0.048	0.0024	0.61	8	0.071
371	0.14	0.00074	0.00065	4.8e-06	0.14	0.27	0.007	0.43	0.0043	7	0.16
372	0.024	0	0	0	0.024	0.21	9.3e-05	0.74	0	7	0.16
373	0.27	0	0	0.0021	0.27	0.098	0.075	0.0039	0.28	8	0.071
374	0.0014	0.047	0.041	0	0.0014	0.02	8.8e-06	0.89	0	7	0.16
375	0.22	3.3e-05	2.9e-05	0.0047	0.22	0.2	0.038	0.15	0.18	0	0.11
376	9e-06	0.3	0.26	0	9e-06	0.00075	0	0.43	0	7	0.16
377	0.076	0.0051	0.0044	0.0001	0.076	0.17	0.0054	0.66	0.01	7	0.16
378	0.062	0.042	0.037	0.001	0.062	0.12	0.0065	0.64	0.026	7	0.16
379	0.11	0.056	0.049	0.0045	0.11	0.01	0.082	2.3e-05	0.59	8	0.071
380	0.00083	0	0	0.39	0.00083	2.2e-05	0.0046	0	0.6	8	0.071
381	0	0.45	0.39	0	0	3.4e-05	0	0.15	0	1	0.24
382	0.15	0	0	0	0.15	0.41	0.0031	0.29	0.00037	5	0.12
383	0.16	0	0	0.021	0.16	0.056	0.061	0.0047	0.55	8	0.071
384	0.26	0	0	4.6e-05	0.26	0.31	0.021	0.13	0.023	5	0.12
385	0.039	0.0071	0.0062	5.4e-06	0.039	0.13	0.0017	0.78	0.0015	7	0.16
386	0.076	0	0	0	0.076	0.36	0.00071	0.48	2.8e-05	7	0.16
387	0.16	0.00079	0.00069	0.0019	0.16	0.21	0.02	0.37	0.075	7	0.16
388	0.086	0	0	0.059	0.086	0.025	0.047	0.0017	0.7	8	0.071
389	0.2	0	0	0.012	0.2	0.088	0.063	0.01	0.43	8	0.071
390	0.14	0.0012	0.0011	0.00089	0.14	0.21	0.015	0.45	0.046	7	0.16
391	0.0097	0.012	0.01	0	0.0097	0.062	0.00016	0.9	3.9e-05	7	0.16
392	0.029	0	0	0.13	0.029	0.0049	0.029	0.00012	0.78	8	0.071
393	0.34	0	0	0	0.34	0.32	0.0053	0.0016	7.3e-05	0	0.11
394	0.098	0	0	0.048	0.098	0.029	0.051	0.002	0.67	8	0.071
395	0.013	0.0078	0.0068	0	0.013	0.074	0.00023	0.89	6.1e-05	7	0.16
396	0.00016	0.13	0.11	0	0.00016	0.0047	0	0.76	0	7	0.16
397	0	0.014	0.012	0	0	0	0	0.97	0	7	0.16
398	1.7e-05	0.1	0.09	0	1.7e-05	0.00014	0	0.81	0	7	0.16
399	0.048	0	0	0.11	0.048	0.012	0.035	0.00068	0.74	8	0.071
400	0.18	0.013	0.011	0.0047	0.18	0.2	0.028	0.25	0.14	7	0.16
401	0.017	0.0075	0.0065	0	0.017	0.085	0.00037	0.87	0.00013	7	0.16
402	0.095	0.0005	0.00044	1.7e-05	0.095	0.22	0.0052	0.58	0.0052	7	0.16
403	0.027	1.1e-06	0	0	0.027	0.23	0.00012	0.71	1.7e-06	7	0.16
404	0.27	0	0	0.0019	0.27	0.096	0.076	0.0033	0.27	8	0.071
405	0.28	0	0	0.00074	0.28	0.22	0.042	0.058	0.11	0	0.11
406	0.16	4.6e-05	4e-05	0.038	0.16	0.11	0.043	0.076	0.42	8	0.071
407	0.086	0.002	0.0017	5.7e-05	0.086	0.19	0.0056	0.62	0.0085	7	0.16
408	0.0022	0	0	0.36	0.0022	0.00011	0.0069	0	0.62	8	0.071
409	0.32	0	0	8.5e-05	0.32	0.24	0.037	0.032	0.046	0	0.11
410	0.07	0.0075	0.0065	0.00012	0.07	0.16	0.0051	0.68	0.01	7	0.16
411	0.0097	0.0081	0.007	0	0.0097	0.065	0.00014	0.9	2.9e-05	7	0.16
412	0.12	1.5e-05	1.3e-05	0	0.12	0.3	0.0043	0.45	0.0017	7	0.16
413	0.1	1.3e-05	1.2e-05	0	0.1	0.3	0.0028	0.49	0.00078	7	0.16
414	0.058	0.0026	0.0023	9.4e-06	0.058	0.16	0.0028	0.71	0.0026	7	0.16
415	0	0.52	0.45	0	0	3.7e-05	0	0.03	0	1	0.24
416	0.17	0.00054	0.00047	0.0077	0.17	0.19	0.029	0.26	0.17	7	0.16
417	0.054	0.0058	0.005	1.9e-05	0.054	0.15	0.0029	0.73	0.0035	7	0.16
418	0.27	0	0	0.0021	0.27	0.099	0.074	0.004	0.28	8	0.071
419	0.27	0	0	0.0024	0.27	0.11	0.071	0.0062	0.27	8	0.071
420	0.11	0.01	0.009	0.006	0.11	0.16	0.017	0.48	0.098	7	0.16
421	0.059	6.4e-06	5.5e-06	0	0.059	0.27	0.00077	0.61	6.6e-05	7	0.16
422	0.2	2.7e-06	2.3e-06	0.016	0.2	0.13	0.051	0.046	0.37	8	0.071
423	0	0.53	0.46	0	0	1.4e-05	0	0.017	0	1	0.24
424	0.048	0.04	0.035	0.00024	0.048	0.11	0.004	0.7	0.011	7	0.16
425	0.00082	0.022	0.019	0.42	0.00082	2.7e-05	0.004	0	0.53	8	0.071
426	0.23	0.014	0.012	0.0019	0.23	0.2	0.038	0.14	0.13	0	0.11
427	0.003	0.047	0.041	0.063	0.003	4.8e-05	0.015	0	0.83	8	0.071
428	0.00012	0.024	0.021	0.32	0.00012	0	0.0024	0	0.64	8	0.071
429	0.03	0.043	0.037	0.12	0.03	0.0056	0.027	0.00026	0.71	8	0.071
430	5.9e-06	0.0096	0.0084	0.63	5.9e-06	0	0.0004	0	0.35	3	0.053
431	0.095	0.037	0.032	0.079	0.095	0.049	0.037	0.026	0.55	8	0.071
432	0.0023	0.027	0.024	0.33	0.0023	0.00012	0.007	0	0.6	8	0.071
433	0.02	0.04	0.035	0.16	0.02	0.0033	0.022	0.00012	0.7	8	0.071
434	0.089	0.04	0.035	0.074	0.089	0.039	0.039	0.013	0.58	8	0.071
435	0.014	0.044	0.038	0.11	0.014	0.0012	0.022	8.5e-06	0.75	8	0.071
436	0.19	0.024	0.021	0.012	0.19	0.14	0.042	0.11	0.28	8	0.071
437	0.12	0.0025	0.0022	0.00014	0.12	0.2	0.01	0.52	0.019	7	0.16
438	0.31	0.012	0.011	0.00033	0.31	0.19	0.049	0.027	0.096	0	0.11
439	0.18	0.017	0.015	0.0079	0.18	0.16	0.034	0.21	0.19	7	0.16
440	0.12	2.4e-06	2.1e-06	0	0.12	0.55	0.00053	0.22	3.5e-06	5	0.12
441	0.21	0.025	0.022	0.0082	0.21	0.14	0.049	0.061	0.28	8	0.071
442	0.015	0.047	0.041	0.087	0.015	0.0012	0.024	5.5e-06	0.77	8	0.071
443	0.0036	0.043	0.037	0.11	0.0036	0.0001	0.014	0	0.79	8	0.071
444	0.19	0.02	0.018	0.0092	0.19	0.16	0.039	0.15	0.23	8	0.071
445	0.029	0.038	0.033	0.17	0.029	0.0071	0.023	0.00077	0.67	8	0.071
446	0.021	0.039	0.034	0.17	0.021	0.004	0.021	0.00022	0.68	8	0.071
447	0.0085	0.035	0.03	0.23	0.0085	0.0009	0.014	1.4e-05	0.68	8	0.071
448	0.0011	0.023	0.02	0.39	0.0011	4.1e-05	0.0048	0	0.56	8	0.071
449	0.0013	0.019	0.016	0.5	0.0013	8.2e-05	0.004	0	0.46	3	0.053
450	0.061	0.042	0.037	0.096	0.061	0.02	0.035	0.0034	0.65	8	0.071
451	1e-05	0.012	0.01	0.58	1e-05	0	0.00056	0	0.4	3	0.053
452	0.15	0.0059	0.0051	0.00089	0.15	0.2	0.018	0.42	0.054	7	0.16
453	0.09	0.043	0.037	0.055	0.09	0.032	0.043	0.0054	0.6	8	0.071
454	0.0025	0.024	0.021	0.4	0.0025	0.00018	0.0064	0	0.55	8	0.071
455	0.33	0.0076	0.0067	7.5e-05	0.33	0.21	0.042	0.022	0.052	0	0.11
456	0.069	0.042	0.037	0.081	0.069	0.023	0.037	0.0039	0.64	8	0.071
457	0.011	0.041	0.036	0.15	0.011	0.00096	0.018	7.7e-06	0.74	8	0.071
458	0.022	0.038	0.033	0.18	0.022	0.0044	0.021	0.00031	0.67	8	0.071
459	0.14	0.046	0.04	0.0083	0.14	0.031	0.071	0.00071	0.51	8	0.071
460	0.00084	0.028	0.025	0.28	0.00084	1.7e-05	0.0054	0	0.66	8	0.071
461	0.021	0.049	0.043	0.067	0.021	0.0018	0.029	1e-05	0.77	8	0.071
462	0.065	0.019	0.017	0.0016	0.065	0.11	0.0078	0.68	0.036	7	0.16
463	0.19	0.0024	0.0021	5e-05	0.19	0.27	0.014	0.32	0.017	7	0.16
464	0.095	0.044	0.038	0.045	0.095	0.031	0.046	0.0041	0.6	8	0.071
465	0.0063	0.19	0.17	1.1e-06	0.0063	0.03	0.00022	0.6	0.0002	7	0.16
466	3.1e-05	0.1	0.089	0	3.1e-05	0.0023	0	0.81	0	7	0.16
467	0.077	0.0048	0.0042	0.00011	0.077	0.17	0.0056	0.65	0.011	7	0.16
468	0.00024	0.0016	0.0014	0	0.00024	0.011	0	0.99	0	7	0.16
469	0.0029	0.0045	0.0039	0	0.0029	0.037	1.6e-05	0.95	0	7	0.16
470	0.12	0	0	0.039	0.12	0.041	0.054	0.0037	0.62	8	0.071
471	0.0024	0.029	0.025	0	0.0024	0.027	1.8e-05	0.91	1.6e-06	7	0.16
472	0.18	0.00016	0.00014	0.00042	0.18	0.25	0.018	0.34	0.041	7	0.16
473	0.27	0	0	6.2e-06	0.27	0.34	0.017	0.097	0.0096	5	0.12
474	0.00025	0.069	0.06	0	0.00025	0.0059	0	0.86	0	7	0.16
475	0.047	0.0075	0.0066	6.7e-05	0.047	0.11	0.0032	0.77	0.0061	7	0.16
476	0.00025	0.0074	0.0065	0	0.00025	0.0078	0	0.98	0	7	0.16
477	0.1	0.012	0.01	0.0051	0.1	0.14	0.016	0.52	0.09	7	0.16
478	0.028	0.031	0.027	5.6e-05	0.028	0.074	0.0019	0.81	0.0038	7	0.16
479	0.13	0.00077	0.00067	6.6e-06	0.13	0.26	0.0066	0.47	0.0046	7	0.16
480	0.027	0.054	0.047	0.035	0.027	0.002	0.038	5.5e-06	0.77	8	0.071
481	6.4e-06	0.42	0.36	0	6.4e-06	0.00042	0	0.22	0	1	0.24
482	0.0018	0.0032	0.0028	0	0.0018	0.03	6.5e-06	0.96	0	7	0.16
483	0.1	0.035	0.03	0.072	0.1	0.063	0.037	0.048	0.51	8	0.071
484	2.5e-05	0.28	0.25	0	2.5e-05	0.0014	0	0.47	0	7	0.16
485	0.007	0.16	0.14	0	0.007	0.034	0.00023	0.65	0.0002	7	0.16
486	0.14	0	0	0.02	0.14	0.044	0.064	0.0023	0.58	8	0.071
487	0.12	0	0	0	0.12	0.41	0.0019	0.34	0.00016	5	0.12
488	0.0052	0.02	0.018	0	0.0052	0.043	6.3e-05	0.91	1e-05	7	0.16
489	0.15	2.7e-05	2.3e-05	0.044	0.15	0.1	0.043	0.06	0.46	8	0.071
490	0.021	0.08	0.07	1.8e-05	0.021	0.07	0.0011	0.73	0.0018	7	0.16
491	0.079	0.00017	0.00015	1.4e-06	0.079	0.23	0.0028	0.61	0.0014	7	0.16
492	0.054	0.00035	0.0003	0	0.054	0.19	0.0015	0.7	0.00058	7	0.16
493	0.11	0.0061	0.0053	0.0016	0.11	0.18	0.013	0.53	0.049	7	0.16
494	0.019	4.4e-05	3.9e-05	0	0.019	0.15	0.00014	0.82	6.4e-06	7	0.16
495	0.13	0	0	0.028	0.13	0.039	0.059	0.0024	0.62	8	0.071
496	0.0016	0	0	0.26	0.0016	4.6e-05	0.0077	0	0.73	8	0.071
497	0.088	0.0064	0.0056	0.00036	0.088	0.17	0.0078	0.61	0.021	7	0.16
498	0.38	0	0	1.8e-05	0.38	0.13	0.058	0.0012	0.048	0	0.11
499	0.017	0.021	0.018	0	0.017	0.076	0.00047	0.85	0.00026	7	0.16
500	0.3	0	0	0	0.3	0.34	0.015	0.035	0.0042	5	0.12
501	0.031	0.0021	0.0018	0	0.031	0.13	0.00081	0.81	0.00032	7	0.16
502	0.26	0	0	1.6e-06	0.26	0.37	0.012	0.11	0.0047	5	0.12
503	0.18	0.00028	0.00024	0.011	0.18	0.18	0.034	0.2	0.21	8	0.071
504	0.095	0.0001	9e-05	2.2e-06	0.095	0.25	0.0037	0.55	0.002	7	0.16
505	0.07	0.00071	0.00062	4.4e-06	0.07	0.19	0.003	0.66	0.0022	7	0.16
506	0.14	9.7e-06	8.4e-06	1.4e-06	0.14	0.32	0.0052	0.4	0.0022	7	0.16
507	0.048	0.055	0.048	0.00046	0.048	0.11	0.0044	0.67	0.015	7	0.16
508	0.069	0.005	0.0044	6.2e-05	0.069	0.16	0.0045	0.68	0.0074	7	0.16
509	0.16	0.00094	0.00082	0.0083	0.16	0.18	0.028	0.29	0.16	7	0.16
510	0.0052	0.014	0.012	0	0.0052	0.045	5.7e-05	0.92	7.7e-06	7	0.16
511	0.052	0	0	0.12	0.052	0.015	0.034	0.0013	0.72	8	0.071
512	0.15	1.2e-06	1.1e-06	0	0.15	0.36	0.0044	0.33	0.0011	5	0.12
513	0.22	2.4e-05	2.1e-05	0.0038	0.22	0.21	0.037	0.14	0.16	0	0.11
514	0.057	4.4e-06	3.9e-06	0	0.057	0.27	0.00066	0.61	4.6e-05	7	0.16
515	0.19	0	0	0.017	0.19	0.094	0.058	0.017	0.44	8	0.071
516	0.094	0.00041	0.00036	1.2e-05	0.094	0.22	0.0049	0.58	0.0044	7	0.16
517	0.021	1.1e-06	0	0	0.021	0.21	7.5e-05	0.75	0	7	0.16
518	0.013	0.0033	0.0029	0	0.013	0.081	0.00019	0.89	3.5e-05	7	0.16
519	0.24	0	0	0.0049	0.24	0.1	0.068	0.0081	0.34	8	0.071
520	0.39	0	0	7.7e-06	0.39	0.11	0.06	0.00049	0.038	0	0.11
521	0.073	2.3e-05	2e-05	0	0.073	0.26	0.0015	0.59	0.00029	7	0.16
522	1e-05	0	0	0.7	1e-05	0	0.0004	0	0.3	3	0.053
523	0.071	0	0	0.031	0.071	0.011	0.056	0.0001	0.76	8	0.071
524	0.19	0.00011	9.7e-05	0.011	0.19	0.18	0.038	0.16	0.24	8	0.071
525	0.033	0	0	0.04	0.033	0.0027	0.043	6.6e-06	0.85	8	0.071
526	0.0019	0.031	0.027	0	0.0019	0.024	1.3e-05	0.91	0	7	0.16
527	0.046	0.0011	0.001	0	0.046	0.16	0.0015	0.74	0.00077	7	0.16
528	0.16	0.0014	0.0012	0.0067	0.16	0.19	0.025	0.33	0.14	7	0.16
529	0.24	0	0	0.0042	0.24	0.093	0.072	0.0052	0.34	8	0.071
530	1.4e-06	0.49	0.42	0	1.4e-06	0.00011	0	0.088	0	1	0.24
531	0.11	0.0085	0.0074	0.003	0.11	0.17	0.014	0.51	0.068	7	0.16
532	0.012	0.013	0.011	0	0.012	0.069	0.00024	0.88	7.5e-05	7	0.16
533	0.21	7.4e-05	6.4e-05	0.0033	0.21	0.22	0.032	0.2	0.13	5	0.12
534	0.35	0	0	1.7e-06	0.35	0.26	0.025	0.012	0.0093	0	0.11
535	0.016	0	0	0.19	0.016	0.0023	0.02	4.3e-05	0.75	8	0.071
536	0.016	0	0	0.1	0.016	0.0013	0.026	4.9e-06	0.84	8	0.071
537	0.11	4e-06	3.5e-06	0	0.11	0.33	0.0027	0.45	0.00054	7	0.16
538	0.12	0.00046	0.0004	7.7e-05	0.12	0.23	0.0087	0.5	0.013	7	0.16
539	0.12	0.0073	0.0064	0.012	0.12	0.16	0.021	0.4	0.15	7	0.16
540	0.007	0	0	0.041	0.007	0.00015	0.026	0	0.92	8	0.071
541	0.16	0.0015	0.0013	2.2e-05	0.16	0.27	0.01	0.39	0.0099	7	0.16
542	0.026	0.0006	0.00052	0	0.026	0.11	0.00061	0.84	0.00019	7	0.16
543	0.15	0.0046	0.004	0.00047	0.15	0.21	0.016	0.43	0.04	7	0.16
544	0.2	0.042	0.037	0.0024	0.2	0.037	0.087	0.0004	0.4	8	0.071
545	0.052	0.0064	0.0056	8.3e-05	0.052	0.12	0.0037	0.76	0.0073	7	0.16
546	0.2	0.002	0.0017	2.5e-05	0.2	0.29	0.014	0.28	0.013	5	0.12
547	0.12	0.041	0.036	0.039	0.12	0.046	0.048	0.0095	0.55	8	0.071
548	0.2	0	0	0	0.2	0.5	0.0026	0.11	0.0001	5	0.12
549	0.044	0	0	0.088	0.044	0.0083	0.037	0.00022	0.78	8	0.071
550	0.069	0.029	0.025	0.00096	0.069	0.13	0.0072	0.64	0.027	7	0.16
551	0.022	0	0	0.18	0.022	0.0038	0.023	0.00011	0.75	8	0.071
552	0.18	0.00019	0.00016	0.00057	0.18	0.25	0.019	0.34	0.047	7	0.16
553	0.018	0	0	0.13	0.018	0.0019	0.024	1.6e-05	0.81	8	0.071
554	0.00098	0.031	0.027	0	0.00098	0.014	6e-06	0.93	0	7	0.16
555	0.13	0.0041	0.0035	0.0051	0.13	0.18	0.019	0.42	0.1	7	0.16
556	0.11	0.0036	0.0032	0.0006	0.11	0.19	0.011	0.55	0.031	7	0.16
557	0.18	0	0	0.021	0.18	0.094	0.055	0.021	0.45	8	0.071
558	1.1e-05	0.053	0.046	0	1.1e-05	0.0015	0	0.9	0	7	0.16
559	0.21	0.0003	0.00026	0	0.21	0.38	0.0064	0.19	0.0012	5	0.12
560	0.048	6.8e-06	5.9e-06	0	0.048	0.25	0.00043	0.66	1.8e-05	7	0.16
561	0.048	0	0	0	0.048	0.27	0.00037	0.64	1.1e-05	7	0.16
562	0.0044	7.7e-05	6.7e-05	0	0.0044	0.054	1.7e-05	0.94	0	7	0.16
563	0.26	0	0	0	0.26	0.37	0.01	0.095	0.0023	5	0.12
564	0.0056	0	0	0.13	0.0056	0.00022	0.017	0	0.85	8	0.071
565	0.036	9.1e-05	8e-05	0	0.036	0.15	0.00074	0.78	0.00016	7	0.16
566	0.061	6.3e-06	5.5e-06	0	0.061	0.23	0.0011	0.65	0.00016	7	0.16
567	0	0.0061	0.0053	0	0	0.00017	0	0.99	0	7	0.16
568	0.11	0.00033	0.00029	0.075	0.11	0.087	0.033	0.14	0.44	8	0.071
569	0.014	0	0	0.38	0.014	0.0035	0.013	0.00044	0.58	8	0.071
570	0.0019	0.23	0.2	0	0.0019	0.015	3.1e-05	0.56	1.1e-05	7	0.16
571	0.11	0	0	0.051	0.11	0.045	0.049	0.0064	0.62	8	0.071
572	0.052	0	0	0.068	0.052	0.0095	0.042	0.00021	0.78	8	0.071
573	0.25	2e-06	1.7e-06	0.00012	0.25	0.29	0.023	0.15	0.034	5	0.12
574	0.0001	0.27	0.23	0	0.0001	0.003	0	0.5	0	7	0.16
575	0.0033	0.035	0.03	0.21	0.0033	0.00015	0.01	0	0.71	8	0.071
576	0.18	0.038	0.033	0.0095	0.18	0.065	0.064	0.0061	0.42	8	0.071
577	0.19	4.8e-05	4.2e-05	0.0017	0.19	0.21	0.027	0.28	0.094	7	0.16
578	0	0.37	0.32	0	0	0	0	0.31	0	1	0.24
579	0.055	0.019	0.016	0.00085	0.055	0.1	0.006	0.72	0.023	7	0.16
580	5.1e-05	0.088	0.076	0	5.1e-05	0.0025	0	0.83	0	7	0.16
581	1.4e-05	0.076	0.067	0	1.4e-05	0.0002	0	0.86	0	7	0.16
582	0.025	5e-05	4.4e-05	0	0.025	0.13	0.00034	0.82	3.6e-05	7	0.16
583	0.18	6.3e-06	5.5e-06	0.022	0.18	0.12	0.047	0.076	0.39	8	0.071
584	0.15	0.0024	0.0021	9.8e-05	0.15	0.23	0.012	0.44	0.018	7	0.16
585	0.014	0.029	0.025	2.3e-06	0.014	0.053	0.00054	0.86	0.00051	7	0.16
586	0.15	0.00013	0.00012	0.00037	0.15	0.21	0.015	0.43	0.036	7	0.16
587	7.3e-05	0.00045	0.0004	0	7.3e-05	0.0055	0	0.99	0	7	0.16
588	0.21	1.3e-06	1.1e-06	0.011	0.21	0.14	0.052	0.043	0.33	8	0.071
589	0.29	0	0	0.0011	0.29	0.089	0.081	0.0019	0.25	0	0.11
590	0.075	0	0	0.061	0.075	0.019	0.046	0.00091	0.72	8	0.071
591	0	0.1	0.088	0	0	6.4e-05	0	0.81	0	7	0.16
592	0.0053	0.12	0.1	0	0.0053	0.032	0.00012	0.74	5.8e-05	7	0.16
593	0.083	0.019	0.016	0.0015	0.083	0.15	0.0095	0.6	0.039	7	0.16
594	0.093	0.00014	0.00012	2.7e-06	0.093	0.24	0.0037	0.57	0.0022	7	0.16
595	0.13	1.7e-06	1.5e-06	0.051	0.13	0.069	0.047	0.021	0.55	8	0.071
596	0.024	0.00094	0.00082	0	0.024	0.12	0.00042	0.83	8.8e-05	7	0.16
597	0.29	0	0	0.0012	0.29	0.18	0.053	0.028	0.16	0	0.11
598	0.00056	0.00019	0.00017	0	0.00056	0.022	0	0.98	0	7	0.16
599	0.12	0	0	0	0.12	0.52	0.00087	0.23	1.4e-05	5	0.12
600	0.077	3.1e-05	2.7e-05	0	0.077	0.26	0.0018	0.58	0.00043	7	0.16
601	0.00051	0	0	0.3	0.00051	6.6e-06	0.0046	0	0.69	8	0.071
602	0.079	0.002	0.0017	3.5e-05	0.079	0.19	0.0047	0.64	0.0062	7	0.16
603	0.065	0.023	0.02	0.00045	0.065	0.13	0.006	0.67	0.018	7	0.16
604	4.8e-05	0.26	0.23	0	4.8e-05	0.0021	0	0.51	0	7	0.16
605	0.29	0	0	0	0.29	0.39	0.0073	0.026	0.00056	5	0.12
606	0.27	0	0	0.0026	0.27	0.1	0.071	0.0056	0.28	8	0.071
