SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0
235	0.13	0.13	0.13	0	0	0.0053	0	0.0017	0.35	0.13	0	0.12	8	0.12
236	0.0072	0.0072	0.0072	0.16	0	0.013	0	0.79	0.0012	0.0072	0	9.9e-06	7	0.071
237	0.07	0.07	0.07	0.0018	0.0018	0.01	0.0018	0.061	0.17	0.07	0.0018	0.48	11	0.16
238	0.026	0.026	0.026	0.041	0.031	0.028	0.032	0.73	0.0058	0.026	0.032	9.2e-05	7	0.071
239	0.0022	0.0022	0.0022	0.11	0.026	0.0093	0.027	0.79	0.00011	0.0022	0.027	0	7	0.071
240	0.066	0.066	0.066	0.027	0.026	0.035	0.027	0.56	0.035	0.066	0.027	0.0044	7	0.071
241	0.0023	0.0023	0.0023	0.27	0.019	0.0064	0.02	0.65	0.00027	0.0023	0.02	0	7	0.071
242	0.00018	0.00018	0.00018	0.3	0.016	0.0024	0.016	0.65	2.9e-06	0.00018	0.016	0	7	0.071
243	0.0076	0.0076	0.0076	0.017	0.036	0.024	0.037	0.82	0.00032	0.0076	0.037	0	7	0.071
244	0.076	0.076	0.076	0.018	0.011	0.019	0.012	0.23	0.12	0.076	0.012	0.27	11	0.16
245	3.6e-05	3.6e-05	3.6e-05	0.6	0.0073	0.00068	0.0076	0.38	0	3.6e-05	0.0076	0	3	0.053
246	0.037	0.037	0.037	0.026	0.031	0.034	0.033	0.68	0.0093	0.037	0.033	0.00016	7	0.071
247	0.0096	0.0096	0.0096	0.13	0.026	0.015	0.027	0.74	0.0018	0.0096	0.027	3.3e-05	7	0.071
248	0.018	0.018	0.018	0.034	0.032	0.026	0.034	0.77	0.0025	0.018	0.034	1.1e-05	7	0.071
249	0.01	0.01	0.01	0.21	0.022	0.012	0.023	0.67	0.0033	0.01	0.023	0.00028	7	0.071
250	0.054	0.054	0.054	0.012	0.032	0.043	0.033	0.62	0.013	0.054	0.033	0.00016	7	0.071
251	0.002	0.002	0.002	0.18	0.022	0.0075	0.023	0.74	0.00013	0.002	0.023	0	7	0.071
252	0.028	0.028	0.028	0.11	0.025	0.021	0.026	0.66	0.014	0.028	0.026	0.0029	7	0.071
253	0.005	0.005	0.005	0.17	0.023	0.011	0.024	0.73	0.0007	0.005	0.024	6.6e-06	7	0.071
254	0.034	0.034	0.034	9.1e-05	0.0025	0.003	0.0026	0.0088	0.11	0.034	0.0026	0.73	11	0.16
255	0.092	0.092	0.092	0.0037	0.007	0.017	0.0073	0.12	0.16	0.092	0.0073	0.31	11	0.16
256	0.098	0.098	0.098	0.015	0.018	0.032	0.019	0.37	0.092	0.098	0.019	0.044	7	0.071
257	0.028	0.028	0.028	0.00068	0.015	0.0034	0.015	0.02	0.086	0.028	0.015	0.73	11	0.16
258	0.053	0.053	0.053	0.047	0.026	0.03	0.027	0.6	0.029	0.053	0.027	0.0053	7	0.071
259	0.16	0.16	0.16	0.00035	0.0066	0.028	0.0069	0.088	0.17	0.16	0.0069	0.042	8	0.12
260	0.033	0.033	0.033	0.083	0.026	0.024	0.027	0.66	0.015	0.033	0.027	0.0022	7	0.071
261	0.088	0.088	0.088	0.011	0.011	0.021	0.011	0.21	0.13	0.088	0.011	0.24	11	0.16
262	0.041	0.041	0.041	0.065	0.026	0.026	0.027	0.64	0.02	0.041	0.027	0.0031	7	0.071
263	0.021	0.021	0.021	0.11	0.026	0.02	0.027	0.7	0.0077	0.021	0.027	0.00066	7	0.071
264	0.078	0.078	0.078	0.014	0.026	0.04	0.027	0.52	0.036	0.078	0.027	0.0025	7	0.071
265	0.00084	0.00084	0.00084	0.21	0.02	0.005	0.021	0.72	3.3e-05	0.00084	0.021	0	7	0.071
266	0.11	0.11	0.11	0.0087	0.019	0.037	0.02	0.35	0.086	0.11	0.02	0.021	7	0.071
267	0.00061	0.00061	0.00061	0.044	0.029	0.0077	0.03	0.86	5.7e-06	0.00061	0.03	0	7	0.071
268	0.014	0.014	0.014	0.14	0.025	0.016	0.026	0.71	0.004	0.014	0.026	0.00021	7	0.071
269	0.052	0.052	0.052	0.048	0.026	0.029	0.027	0.6	0.029	0.052	0.027	0.0051	7	0.071
270	0.057	0.057	0.057	9.6e-05	0.0012	0.0053	0.0013	0.014	0.16	0.057	0.0013	0.58	11	0.16
271	0.0056	0.0056	0.0056	0	0.014	0.00014	0.015	7.6e-05	0.051	0.0056	0.015	0.88	11	0.16
272	0.095	0.095	0.095	0.0085	0.00027	0.02	0.00028	0.18	0.16	0.095	0.00028	0.25	11	0.16
273	0.045	0.045	0.045	0.0014	0.012	0.006	0.012	0.038	0.13	0.045	0.012	0.61	11	0.16
274	0.14	0.14	0.14	3.8e-06	0	0.0095	0	0.0074	0.31	0.14	0	0.11	8	0.12
275	0.18	0.18	0.18	1.4e-06	0	0.015	0	0.0083	0.23	0.18	0	0.013	8	0.12
276	0.092	0.092	0.092	0.0023	0.00033	0.015	0.00035	0.09	0.19	0.092	0.00035	0.34	11	0.16
277	0.066	0.066	0.066	3e-06	2.4e-05	0.0033	2.5e-05	0.0029	0.25	0.066	2.5e-05	0.48	11	0.16
278	0.02	0.02	0.02	0	3.8e-06	0.00021	3.9e-06	1.4e-05	0.2	0.02	3.9e-06	0.72	11	0.16
279	0.08	0.08	0.08	0.00017	0.00017	0.0081	0.00018	0.023	0.21	0.08	0.00018	0.43	11	0.16
280	0.023	0.023	0.023	0	8.3e-05	0.00048	8.6e-05	0.00013	0.16	0.023	8.6e-05	0.75	11	0.16
281	0.028	0.028	0.028	0.00027	0.022	0.0028	0.023	0.012	0.1	0.028	0.023	0.7	11	0.16
282	0.099	0.099	0.099	0.017	5.1e-05	0.026	5.3e-05	0.3	0.14	0.099	5.3e-05	0.13	7	0.071
283	0.013	0.013	0.013	0.2	0	0.014	0	0.73	0.004	0.013	0	0.00021	7	0.071
284	0.03	0.03	0.03	0.00016	0.014	0.0027	0.014	0.0099	0.11	0.03	0.014	0.72	11	0.16
285	0.00033	0.00033	0.00033	0	0.00029	0	0.0003	0	0.018	0.00033	0.0003	0.98	11	0.16
286	0.045	0.045	0.045	0.011	0	0.049	0	0.75	0.0066	0.045	0	1.4e-05	7	0.071
287	8.2e-05	8.2e-05	8.2e-05	0	0.0018	0	0.0019	0	0.0072	8.2e-05	0.0019	0.99	11	0.16
288	0.06	0.06	0.06	0	1.6e-06	0.0016	1.7e-06	0.0004	0.3	0.06	1.7e-06	0.46	11	0.16
289	3.4e-05	3.4e-05	3.4e-05	0	0.23	0	0.24	0	0.0015	3.4e-05	0.24	0.3	11	0.16
290	0.0058	0.0058	0.0058	0	7.5e-05	4.2e-05	7.9e-05	2.4e-06	0.088	0.0058	7.9e-05	0.89	11	0.16
291	0.014	0.014	0.014	0	0.0026	0.00047	0.0027	0.00032	0.097	0.014	0.0027	0.84	11	0.16
292	0.021	0.021	0.021	0	2.7e-05	0.00032	2.8e-05	4.9e-05	0.17	0.021	2.8e-05	0.75	11	0.16
293	0.0015	0.0015	0.0015	0	0	0	0	0	0.085	0.0015	0	0.91	11	0.16
294	0.012	0.012	0.012	2.1e-06	0.015	0.00051	0.015	0.00063	0.074	0.012	0.015	0.83	11	0.16
295	0.095	0.095	0.095	0.015	0.00016	0.023	0.00017	0.25	0.14	0.095	0.00017	0.18	7	0.071
296	0.018	0.018	0.018	0.047	0	0.027	0	0.85	0.0027	0.018	0	1e-05	7	0.071
297	0.025	0.025	0.025	0.00015	0.023	0.0022	0.024	0.0083	0.096	0.025	0.024	0.72	11	0.16
298	0.089	0.089	0.089	0.0048	0	0.059	0	0.56	0.022	0.089	0	0.00013	7	0.071
299	0.081	0.081	0.081	0.041	2.7e-06	0.031	2.8e-06	0.5	0.076	0.081	2.8e-06	0.034	7	0.071
300	0.00025	0.00025	0.00025	0	0.1	1.6e-06	0.11	0	0.0071	0.00025	0.11	0.67	11	0.16
301	0.13	0.13	0.13	0.0043	0	0.033	0	0.23	0.14	0.13	0	0.045	7	0.071
302	0.081	0.081	0.081	0.0011	0.00056	0.011	0.00059	0.055	0.19	0.081	0.00059	0.42	11	0.16
303	0.0019	0.0019	0.0019	0	0.12	5.3e-05	0.12	4.4e-05	0.019	0.0019	0.12	0.61	11	0.16
304	0.11	0.11	0.11	0.0023	8.5e-05	0.018	8.9e-05	0.11	0.2	0.11	8.9e-05	0.25	11	0.16
305	0.074	0.074	0.074	0.043	0	0.032	0	0.56	0.056	0.074	0	0.015	7	0.071
306	0.0027	0.0027	0.0027	0	0.043	5.7e-05	0.045	2.8e-05	0.03	0.0027	0.045	0.83	11	0.16
307	0.021	0.021	0.021	0	0	0.00014	0	4.8e-06	0.24	0.021	0	0.68	11	0.16
308	0.099	0.099	0.099	0.018	4.8e-05	0.026	5e-05	0.3	0.13	0.099	5e-05	0.12	7	0.071
309	0.12	0.12	0.12	0.00021	8.7e-06	0.014	9.1e-06	0.038	0.24	0.12	9.1e-06	0.23	8	0.12
310	0	0	0	0	0.32	0	0.34	0	0	0	0.34	0.00099	6	0.24
311	0.13	0.13	0.13	0	0	0.0021	0	9.7e-05	0.43	0.13	0	0.05	8	0.12
312	0.065	0.065	0.065	0.0053	0.0042	0.011	0.0043	0.098	0.15	0.065	0.0043	0.46	11	0.16
313	0.094	0.094	0.094	0.00052	0.00013	0.012	0.00013	0.045	0.21	0.094	0.00013	0.35	11	0.16
314	0.089	0.089	0.089	0.0001	5.7e-05	0.0084	6e-05	0.02	0.23	0.089	6e-05	0.38	11	0.16
315	0.13	0.13	0.13	0.0036	3e-06	0.028	3.1e-06	0.18	0.17	0.13	3.1e-06	0.094	7	0.071
316	0.0093	0.0093	0.0093	6.5e-06	0.047	0.00049	0.049	0.00092	0.055	0.0093	0.049	0.76	11	0.16
317	0.0074	0.0074	0.0074	0.38	0	0.0083	0	0.58	0.003	0.0074	0	0.00044	7	0.071
318	0.17	0.17	0.17	0.00014	0	0.023	0	0.054	0.21	0.17	0	0.044	8	0.12
319	0.0019	0.0019	0.0019	0	0.00013	7e-06	0.00013	0	0.048	0.0019	0.00013	0.94	11	0.16
320	0.17	0.17	0.17	6.8e-06	0	0.014	0	0.013	0.26	0.17	0	0.045	8	0.12
321	0.12	0.12	0.12	1.4e-05	1.4e-06	0.0085	1.4e-06	0.01	0.29	0.12	1.4e-06	0.23	8	0.12
322	0.12	0.12	0.12	0.011	0	0.035	0	0.34	0.11	0.12	0	0.034	7	0.071
323	0.028	0.028	0.028	0.033	0	0.033	0	0.82	0.0049	0.028	0	2.6e-05	7	0.071
324	0.1	0.1	0.1	0.0034	0.00018	0.018	0.00019	0.12	0.19	0.1	0.00019	0.28	11	0.16
325	0.047	0.047	0.047	2.9e-06	0.00014	0.0023	0.00014	0.0021	0.2	0.047	0.00014	0.61	11	0.16
326	0.067	0.067	0.067	0.012	0.0044	0.014	0.0046	0.15	0.14	0.067	0.0046	0.41	11	0.16
327	0.00048	0.00048	0.00048	0	7.1e-05	0	7.4e-05	0	0.025	0.00048	7.4e-05	0.97	11	0.16
328	0.077	0.077	0.077	1.1e-05	2.9e-05	0.0048	3e-05	0.0059	0.25	0.077	3e-05	0.43	11	0.16
329	0.14	0.14	0.14	0.00067	2.1e-06	0.021	2.2e-06	0.081	0.22	0.14	2.2e-06	0.13	8	0.12
330	0.01	0.01	0.01	0	3.8e-05	0.00014	3.9e-05	1.9e-05	0.1	0.01	3.9e-05	0.86	11	0.16
331	0.00081	0.00081	0.00081	0	0.00071	3.6e-06	0.00074	0	0.021	0.00081	0.00074	0.97	11	0.16
332	0.14	0.14	0.14	1.3e-05	0.0013	0.011	0.0014	0.013	0.27	0.14	0.0014	0.15	8	0.12
333	0.028	0.028	0.028	1.3e-05	0.0012	0.0017	0.0013	0.003	0.11	0.028	0.0013	0.77	11	0.16
334	0.0066	0.0066	0.0066	0.24	0.021	0.01	0.022	0.66	0.0016	0.0066	0.022	7.1e-05	7	0.071
335	0.0007	0.0007	0.0007	0.072	0.026	0.007	0.028	0.84	1e-05	0.0007	0.028	0	7	0.071
336	0.0057	0.0057	0.0057	0	1.7e-05	4.2e-05	1.8e-05	2.2e-06	0.08	0.0057	1.8e-05	0.9	11	0.16
337	0.083	0.083	0.083	0.012	0.01	0.019	0.011	0.2	0.13	0.083	0.011	0.27	11	0.16
338	0.00048	0.00048	0.00048	0	0.00054	0	0.00057	0	0.016	0.00048	0.00057	0.98	11	0.16
339	0.065	0.065	0.065	7.5e-05	0.0011	0.0058	0.0012	0.014	0.18	0.065	0.0012	0.53	11	0.16
340	0.00014	0.00014	0.00014	0	0.0097	0	0.01	0	0.0063	0.00014	0.01	0.96	11	0.16
341	0.054	0.054	0.054	0	0.00023	0.0026	0.00024	0.002	0.21	0.054	0.00024	0.57	11	0.16
342	0.045	0.045	0.045	6.7e-06	0.00039	0.0026	0.0004	0.0032	0.17	0.045	0.0004	0.65	11	0.16
343	0	0	0	0	0.26	0	0.27	0	8.4e-05	0	0.27	0.21	6	0.24
344	0.0004	0.0004	0.0004	0	0.0021	0	0.0022	0	0.013	0.0004	0.0022	0.98	11	0.16
345	0.036	0.036	0.036	0.00035	0.011	0.0038	0.011	0.017	0.12	0.036	0.011	0.68	11	0.16
346	0.028	0.028	0.028	0.014	0	0.042	0	0.83	0.003	0.028	0	3e-06	7	0.071
347	0.16	0.16	0.16	2.4e-06	0	0.011	0	0.0075	0.28	0.16	0	0.05	8	0.12
348	0.0063	0.0063	0.0063	0	0.015	0.00017	0.015	0.00011	0.054	0.0063	0.015	0.88	11	0.16
349	0.017	0.017	0.017	0	0.00036	0.00039	0.00037	0.00014	0.12	0.017	0.00037	0.81	11	0.16
350	0.043	0.043	0.043	0.00052	0.0074	0.0049	0.0077	0.023	0.13	0.043	0.0077	0.64	11	0.16
351	0.026	0.026	0.026	0	0.00011	0.0007	0.00012	0.00027	0.17	0.026	0.00012	0.73	11	0.16
352	0.0065	0.0065	0.0065	0	0.024	0.00021	0.025	0.00018	0.052	0.0065	0.025	0.85	11	0.16
353	0.034	0.034	0.034	0.00016	0.0085	0.0031	0.0089	0.011	0.12	0.034	0.0089	0.7	11	0.16
354	0.079	0.079	0.079	0.0072	0.0014	0.015	0.0015	0.14	0.16	0.079	0.0015	0.37	11	0.16
355	0.036	0.036	0.036	0	0.00017	0.0014	0.00018	0.00094	0.18	0.036	0.00018	0.68	11	0.16
356	0.097	0.097	0.097	0.0093	0.00022	0.021	0.00023	0.19	0.16	0.097	0.00023	0.23	11	0.16
357	0.028	0.028	0.028	0.014	0	0.042	0	0.83	0.003	0.028	0	3.2e-06	7	0.071
358	0.093	0.093	0.093	0.025	0	0.035	0	0.47	0.08	0.093	0	0.023	7	0.071
359	3e-06	3e-06	3e-06	0	0.18	0	0.19	0	0.00051	3e-06	0.19	0.45	11	0.16
360	0.15	0.15	0.15	0.00024	0	0.022	0	0.059	0.22	0.15	0	0.075	8	0.12
361	8.2e-05	8.2e-05	8.2e-05	0	0.18	0	0.19	0	0.0029	8.2e-05	0.19	0.43	11	0.16
362	0.02	0.02	0.02	0.15	0.024	0.017	0.025	0.67	0.0089	0.02	0.025	0.0014	7	0.071
363	0.018	0.018	0.018	0.12	0.026	0.018	0.027	0.7	0.0059	0.018	0.027	0.00042	7	0.071
364	0.0004	0.0004	0.0004	0.33	0.016	0.003	0.016	0.62	1.3e-05	0.0004	0.016	0	7	0.071
365	0.082	0.082	0.082	0.0086	0.001	0.017	0.0011	0.16	0.16	0.082	0.0011	0.33	11	0.16
366	0.037	0.037	0.037	0	0.00011	0.0013	0.00011	0.00072	0.18	0.037	0.00011	0.68	11	0.16
367	0.14	0.14	0.14	0	0.00036	0.0069	0.00037	0.0025	0.32	0.14	0.00037	0.095	8	0.12
368	0.059	0.059	0.059	0.0031	0.0056	0.01	0.0059	0.075	0.13	0.059	0.0059	0.53	11	0.16
369	0.0002	0.0002	0.0002	0	0.015	0	0.016	0	0.0073	0.0002	0.016	0.95	11	0.16
370	0.051	0.051	0.051	0.039	0.027	0.032	0.028	0.62	0.024	0.051	0.028	0.0024	7	0.071
371	0.078	0.078	0.078	4.8e-06	0.00045	0.0046	0.00047	0.0044	0.24	0.078	0.00047	0.44	11	0.16
372	0.013	0.013	0.013	0	0	6.1e-05	0	0	0.19	0.013	0	0.76	11	0.16
373	0.15	0.15	0.15	0.0021	0	0.048	0	0.28	0.084	0.15	0	0.0039	7	0.071
374	0.00076	0.00076	0.00076	0	0.028	5.7e-06	0.029	0	0.017	0.00076	0.029	0.89	11	0.16
375	0.12	0.12	0.12	0.0047	2e-05	0.024	2.1e-05	0.18	0.18	0.12	2.1e-05	0.15	7	0.071
376	4.9e-06	4.9e-06	4.9e-06	0	0.18	0	0.19	0	0.00066	4.9e-06	0.19	0.43	11	0.16
377	0.041	0.041	0.041	0.0001	0.0031	0.0035	0.0032	0.01	0.15	0.041	0.0032	0.67	11	0.16
378	0.034	0.034	0.034	0.001	0.025	0.0043	0.026	0.026	0.11	0.034	0.026	0.65	11	0.16
379	0.058	0.058	0.058	0.0045	0.034	0.054	0.036	0.6	0.0089	0.058	0.036	2.3e-05	7	0.071
380	0.00045	0.00045	0.00045	0.39	0	0.003	0	0.61	1.9e-05	0.00045	0	0	7	0.071
381	0	0	0	0	0.27	0	0.29	0	2.9e-05	0	0.29	0.15	6	0.24
382	0.083	0.083	0.083	0	0	0.002	0	0.00038	0.36	0.083	0	0.3	8	0.12
383	0.085	0.085	0.085	0.021	0	0.04	0	0.55	0.049	0.085	0	0.0047	7	0.071
384	0.14	0.14	0.14	4.6e-05	0	0.014	0	0.023	0.27	0.14	0	0.13	8	0.12
385	0.021	0.021	0.021	5.3e-06	0.0043	0.0011	0.0045	0.0015	0.11	0.021	0.0045	0.79	11	0.16
386	0.043	0.043	0.043	0	0	0.00048	0	2.9e-05	0.33	0.043	0	0.5	11	0.16
387	0.086	0.086	0.086	0.0019	0.00048	0.013	0.0005	0.076	0.19	0.086	0.0005	0.38	11	0.16
388	0.047	0.047	0.047	0.058	0	0.031	0	0.7	0.022	0.047	0	0.0017	7	0.071
389	0.11	0.11	0.11	0.012	0	0.041	0	0.43	0.077	0.11	0	0.01	7	0.071
390	0.075	0.075	0.075	0.00089	0.00075	0.0098	0.00078	0.047	0.18	0.075	0.00078	0.45	11	0.16
391	0.0053	0.0053	0.0053	0	0.0072	0.0001	0.0075	3.9e-05	0.054	0.0053	0.0075	0.9	11	0.16
392	0.016	0.016	0.016	0.13	0	0.019	0	0.78	0.0043	0.016	0	0.00012	7	0.071
393	0.18	0.18	0.18	0	0	0.0034	0	7.2e-05	0.27	0.18	0	0.0016	8	0.12
394	0.053	0.053	0.053	0.048	0	0.033	0	0.68	0.025	0.053	0	0.002	7	0.071
395	0.007	0.007	0.007	0	0.0047	0.00015	0.0049	6.1e-05	0.065	0.007	0.0049	0.89	11	0.16
396	8.5e-05	8.5e-05	8.5e-05	0	0.076	0	0.079	0	0.0041	8.5e-05	0.079	0.76	11	0.16
397	0	0	0	0	0.0082	0	0.0086	0	0	0	0.0086	0.97	11	0.16
398	9.1e-06	9.1e-06	9.1e-06	0	0.062	0	0.065	0	0.00012	9.1e-06	0.065	0.81	11	0.16
399	0.026	0.026	0.026	0.11	0	0.022	0	0.75	0.01	0.026	0	0.00069	7	0.071
400	0.097	0.097	0.097	0.0047	0.0077	0.018	0.008	0.14	0.17	0.097	0.008	0.25	11	0.16
401	0.0092	0.0092	0.0092	0	0.0045	0.00024	0.0047	0.00013	0.074	0.0092	0.0047	0.87	11	0.16
402	0.052	0.052	0.052	1.7e-05	0.0003	0.0034	0.00032	0.0052	0.19	0.052	0.00032	0.59	11	0.16
403	0.015	0.015	0.015	0	0	7.7e-05	0	1.7e-06	0.21	0.015	0	0.74	11	0.16
404	0.15	0.15	0.15	0.0018	0	0.049	0	0.27	0.082	0.15	0	0.0033	7	0.071
405	0.15	0.15	0.15	0.00073	0	0.027	0	0.11	0.19	0.15	0	0.058	8	0.12
406	0.085	0.085	0.085	0.038	2.8e-05	0.028	2.9e-05	0.42	0.099	0.085	2.9e-05	0.077	7	0.071
407	0.047	0.047	0.047	5.7e-05	0.0012	0.0037	0.0012	0.0086	0.17	0.047	0.0012	0.63	11	0.16
408	0.0012	0.0012	0.0012	0.36	0	0.0045	0	0.63	0.0001	0.0012	0	0	7	0.071
409	0.17	0.17	0.17	8.3e-05	0	0.024	0	0.046	0.21	0.17	0	0.032	8	0.12
410	0.038	0.038	0.038	0.00011	0.0045	0.0033	0.0047	0.01	0.14	0.038	0.0047	0.68	11	0.16
411	0.0053	0.0053	0.0053	0	0.0048	9.4e-05	0.005	2.9e-05	0.056	0.0053	0.005	0.91	11	0.16
412	0.067	0.067	0.067	0	9.2e-06	0.0028	9.6e-06	0.0017	0.27	0.067	9.6e-06	0.46	11	0.16
413	0.057	0.057	0.057	0	8.1e-06	0.0019	8.5e-06	0.00079	0.26	0.057	8.5e-06	0.51	11	0.16
414	0.032	0.032	0.032	9.4e-06	0.0016	0.0018	0.0016	0.0027	0.14	0.032	0.0016	0.72	11	0.16
415	0	0	0	0	0.31	0	0.33	0	3.2e-05	0	0.33	0.03	6	0.24
416	0.094	0.094	0.094	0.0077	0.00032	0.019	0.00034	0.17	0.16	0.094	0.00034	0.26	11	0.16
417	0.029	0.029	0.029	1.9e-05	0.0035	0.0019	0.0036	0.0036	0.13	0.029	0.0036	0.74	11	0.16
418	0.15	0.15	0.15	0.002	0	0.048	0	0.28	0.085	0.15	0	0.004	7	0.071
419	0.15	0.15	0.15	0.0024	0	0.045	0	0.27	0.094	0.15	0	0.0062	7	0.071
420	0.061	0.061	0.061	0.006	0.0062	0.011	0.0065	0.098	0.14	0.061	0.0065	0.48	11	0.16
421	0.033	0.033	0.033	0	3.9e-06	0.00051	4.1e-06	6.7e-05	0.24	0.033	4.1e-06	0.63	11	0.16
422	0.11	0.11	0.11	0.016	1.6e-06	0.033	1.7e-06	0.37	0.11	0.11	1.7e-06	0.046	7	0.071
423	0	0	0	0	0.32	0	0.33	0	1.2e-05	0	0.33	0.017	6	0.24
424	0.026	0.026	0.026	0.00024	0.024	0.0026	0.025	0.011	0.098	0.026	0.025	0.71	11	0.16
425	0.00045	0.00045	0.00045	0.42	0.013	0.0026	0.014	0.54	2.4e-05	0.00045	0.014	0	7	0.071
426	0.13	0.13	0.13	0.0019	0.0082	0.024	0.0085	0.13	0.17	0.13	0.0085	0.14	8	0.12
427	0.0016	0.0016	0.0016	0.062	0.028	0.0099	0.029	0.83	4.2e-05	0.0016	0.029	0	7	0.071
428	6.5e-05	6.5e-05	6.5e-05	0.32	0.014	0.0016	0.015	0.64	0	6.5e-05	0.015	0	7	0.071
429	0.016	0.016	0.016	0.12	0.026	0.018	0.027	0.71	0.0049	0.016	0.027	0.00026	7	0.071
430	3.2e-06	3.2e-06	3.2e-06	0.63	0.0058	0.00026	0.0061	0.35	0	3.2e-06	0.0061	0	3	0.053
431	0.052	0.052	0.052	0.078	0.022	0.024	0.023	0.55	0.043	0.052	0.023	0.027	7	0.071
432	0.0012	0.0012	0.0012	0.33	0.016	0.0045	0.017	0.61	0.00011	0.0012	0.017	0	7	0.071
433	0.011	0.011	0.011	0.16	0.024	0.014	0.025	0.71	0.0029	0.011	0.025	0.00012	7	0.071
434	0.048	0.048	0.048	0.074	0.024	0.025	0.025	0.59	0.034	0.048	0.025	0.013	7	0.071
435	0.0074	0.0074	0.0074	0.11	0.026	0.014	0.027	0.76	0.001	0.0074	0.027	8.6e-06	7	0.071
436	0.1	0.1	0.1	0.012	0.014	0.027	0.015	0.28	0.12	0.1	0.015	0.11	7	0.071
437	0.066	0.066	0.066	0.00014	0.0015	0.0066	0.0016	0.019	0.18	0.066	0.0016	0.53	11	0.16
438	0.17	0.17	0.17	0.00032	0.0073	0.031	0.0076	0.095	0.16	0.17	0.0076	0.026	0	0.11
439	0.096	0.096	0.096	0.0079	0.01	0.022	0.011	0.2	0.14	0.096	0.011	0.22	11	0.16
440	0.067	0.067	0.067	0	1.5e-06	0.00036	1.6e-06	3.7e-06	0.5	0.067	1.6e-06	0.23	8	0.12
441	0.11	0.11	0.11	0.0081	0.015	0.032	0.016	0.28	0.12	0.11	0.016	0.062	7	0.071
442	0.0082	0.0082	0.0082	0.086	0.028	0.016	0.029	0.78	0.001	0.0082	0.029	5.6e-06	7	0.071
443	0.002	0.002	0.002	0.11	0.026	0.009	0.027	0.8	8.8e-05	0.002	0.027	0	7	0.071
444	0.1	0.1	0.1	0.0092	0.012	0.025	0.013	0.23	0.14	0.1	0.013	0.15	7	0.071
445	0.016	0.016	0.016	0.17	0.023	0.015	0.024	0.67	0.0062	0.016	0.024	0.00078	7	0.071
446	0.012	0.012	0.012	0.17	0.023	0.014	0.024	0.69	0.0035	0.012	0.024	0.00023	7	0.071
447	0.0046	0.0046	0.0046	0.23	0.021	0.009	0.022	0.68	0.00078	0.0046	0.022	1.4e-05	7	0.071
448	0.0006	0.0006	0.0006	0.39	0.014	0.0031	0.015	0.56	3.6e-05	0.0006	0.015	0	7	0.071
449	0.0007	0.0007	0.0007	0.5	0.011	0.0026	0.012	0.46	7.2e-05	0.0007	0.012	0	3	0.053
450	0.033	0.033	0.033	0.096	0.025	0.023	0.026	0.65	0.017	0.033	0.026	0.0035	7	0.071
451	5.6e-06	5.6e-06	5.6e-06	0.58	0.0069	0.00036	0.0072	0.4	0	5.6e-06	0.0072	0	3	0.053
452	0.082	0.082	0.082	0.00089	0.0035	0.012	0.0037	0.054	0.17	0.082	0.0037	0.42	11	0.16
453	0.049	0.049	0.049	0.055	0.026	0.028	0.027	0.61	0.028	0.049	0.027	0.0055	7	0.071
454	0.0014	0.0014	0.0014	0.39	0.015	0.0041	0.015	0.55	0.00016	0.0014	0.015	0	7	0.071
455	0.18	0.18	0.18	7.3e-05	0.0045	0.027	0.0047	0.051	0.18	0.18	0.0047	0.022	0	0.11
456	0.038	0.038	0.038	0.081	0.026	0.024	0.027	0.64	0.02	0.038	0.027	0.0039	7	0.071
457	0.0059	0.0059	0.0059	0.15	0.025	0.012	0.026	0.74	0.00084	0.0059	0.026	7.7e-06	7	0.071
458	0.012	0.012	0.012	0.18	0.023	0.014	0.024	0.68	0.0039	0.012	0.024	0.00031	7	0.071
459	0.079	0.079	0.079	0.0083	0.028	0.046	0.029	0.52	0.027	0.079	0.029	0.00071	7	0.071
460	0.00046	0.00046	0.00046	0.28	0.017	0.0035	0.018	0.66	1.5e-05	0.00046	0.018	0	7	0.071
461	0.011	0.011	0.011	0.067	0.029	0.019	0.031	0.78	0.0016	0.011	0.031	1e-05	7	0.071
462	0.035	0.035	0.035	0.0016	0.012	0.0051	0.012	0.036	0.097	0.035	0.012	0.68	11	0.16
463	0.1	0.1	0.1	5e-05	0.0015	0.0094	0.0015	0.017	0.24	0.1	0.0015	0.32	11	0.16
464	0.052	0.052	0.052	0.044	0.026	0.03	0.027	0.6	0.027	0.052	0.027	0.0041	7	0.071
465	0.0034	0.0034	0.0034	1.1e-06	0.11	0.00014	0.12	0.00021	0.026	0.0034	0.12	0.61	11	0.16
466	1.7e-05	1.7e-05	1.7e-05	0	0.061	0	0.063	0	0.002	1.7e-05	0.063	0.81	11	0.16
467	0.042	0.042	0.042	0.00011	0.0029	0.0036	0.003	0.011	0.15	0.042	0.003	0.66	11	0.16
468	0.00013	0.00013	0.00013	0	0.00094	0	0.00098	0	0.0098	0.00013	0.00098	0.99	11	0.16
469	0.0016	0.0016	0.0016	0	0.0027	1e-05	0.0028	0	0.032	0.0016	0.0028	0.95	11	0.16
470	0.065	0.065	0.065	0.038	0	0.035	0	0.63	0.036	0.065	0	0.0038	7	0.071
