SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
276	0.1	0.00064	0.00038	0.1	0.1	0.34	0.093	0.17	0.0022	0.097	5	0.16
277	0.072	4.7e-05	2.8e-05	0.072	0.072	0.48	0.003	0.22	2.8e-06	0.07	5	0.16
278	0.022	7.3e-06	4.4e-06	0.022	0.022	0.73	1.5e-05	0.18	0	0.022	5	0.16
279	0.087	0.00034	0.0002	0.087	0.087	0.44	0.024	0.19	0.00016	0.085	5	0.16
280	0.025	0.00016	9.5e-05	0.025	0.025	0.76	0.00014	0.15	0	0.024	5	0.16
281	0.03	0.042	0.025	0.03	0.03	0.71	0.012	0.091	0.00025	0.029	5	0.16
282	0.11	9.9e-05	5.9e-05	0.11	0.11	0.13	0.31	0.12	0.016	0.1	6	0.071
283	0.014	0	0	0.014	0.014	0.00021	0.75	0.0036	0.19	0.013	6	0.071
284	0.032	0.026	0.016	0.032	0.032	0.72	0.01	0.099	0.00015	0.031	5	0.16
285	0.00036	0.00055	0.00033	0.00036	0.00036	0.98	0	0.016	0	0.00035	5	0.16
286	0.049	0	0	0.049	0.049	1.4e-05	0.79	0.006	0.01	0.048	6	0.071
287	8.8e-05	0.0035	0.0021	8.8e-05	8.8e-05	0.99	0	0.0065	0	8.6e-05	5	0.16
288	0.066	3.2e-06	1.9e-06	0.066	0.066	0.46	0.00042	0.27	0	0.065	5	0.16
289	3.7e-05	0.44	0.26	3.7e-05	3.7e-05	0.3	0	0.0013	0	3.6e-05	1	0.24
290	0.0063	0.00015	8.7e-05	0.0063	0.0063	0.9	2.4e-06	0.079	0	0.0062	5	0.16
291	0.016	0.005	0.003	0.016	0.016	0.84	0.00033	0.087	0	0.015	5	0.16
292	0.022	5.2e-05	3.1e-05	0.022	0.022	0.76	5.1e-05	0.15	0	0.022	5	0.16
293	0.0016	0	0	0.0016	0.0016	0.92	0	0.077	0	0.0015	5	0.16
294	0.013	0.028	0.017	0.013	0.013	0.84	0.00065	0.066	2e-06	0.012	5	0.16
295	0.1	0.00031	0.00018	0.1	0.1	0.18	0.26	0.13	0.014	0.1	6	0.071
296	0.02	0	0	0.02	0.02	1.1e-05	0.88	0.0024	0.044	0.019	6	0.071
297	0.027	0.044	0.026	0.027	0.027	0.73	0.0086	0.086	0.00014	0.026	5	0.16
298	0.098	0	0	0.098	0.098	0.00013	0.59	0.02	0.0046	0.095	6	0.071
299	0.087	5.1e-06	3e-06	0.087	0.087	0.034	0.51	0.068	0.039	0.085	6	0.071
300	0.00027	0.2	0.12	0.00027	0.00027	0.67	0	0.0063	0	0.00027	5	0.16
301	0.15	0	0	0.15	0.15	0.046	0.24	0.13	0.0041	0.14	6	0.071
302	0.088	0.0011	0.00064	0.088	0.088	0.42	0.057	0.17	0.001	0.085	5	0.16
303	0.0021	0.23	0.14	0.0021	0.0021	0.61	4.5e-05	0.017	0	0.002	5	0.16
304	0.12	0.00016	9.7e-05	0.12	0.12	0.25	0.11	0.18	0.0022	0.11	5	0.16
305	0.08	0	0	0.08	0.08	0.015	0.58	0.05	0.041	0.078	6	0.071
306	0.003	0.083	0.049	0.003	0.003	0.83	2.9e-05	0.027	0	0.0029	5	0.16
307	0.023	1.2e-06	0	0.023	0.023	0.69	5.1e-06	0.22	0	0.022	5	0.16
308	0.11	9.2e-05	5.4e-05	0.11	0.11	0.13	0.31	0.12	0.017	0.1	6	0.071
309	0.13	1.7e-05	9.9e-06	0.13	0.13	0.23	0.039	0.22	0.0002	0.13	5	0.16
310	0	0.63	0.37	0	0	0.001	0	0	0	0	1	0.24
311	0.14	0	0	0.14	0.14	0.051	0.0001	0.39	0	0.14	7	0.12
312	0.071	0.008	0.0048	0.071	0.071	0.47	0.1	0.13	0.005	0.069	5	0.16
313	0.1	0.00025	0.00015	0.1	0.1	0.36	0.046	0.19	0.00049	0.099	5	0.16
314	0.097	0.00011	6.6e-05	0.097	0.097	0.38	0.02	0.21	9.4e-05	0.095	5	0.16
315	0.14	5.8e-06	3.4e-06	0.14	0.14	0.094	0.19	0.15	0.0034	0.14	6	0.071
316	0.01	0.09	0.053	0.01	0.01	0.77	0.00095	0.05	6.1e-06	0.0099	5	0.16
317	0.0081	0	0	0.0081	0.0081	0.00045	0.61	0.0028	0.36	0.0079	6	0.071
318	0.18	0	0	0.18	0.18	0.044	0.055	0.19	0.00013	0.17	7	0.12
319	0.0021	0.00025	0.00015	0.0021	0.0021	0.95	0	0.043	0	0.002	5	0.16
320	0.18	0	0	0.18	0.18	0.045	0.013	0.23	6.3e-06	0.17	7	0.12
321	0.13	2.6e-06	1.6e-06	0.13	0.13	0.23	0.011	0.26	1.3e-05	0.12	7	0.12
322	0.13	0	0	0.13	0.13	0.034	0.35	0.1	0.01	0.12	6	0.071
323	0.03	0	0	0.03	0.03	2.6e-05	0.85	0.0044	0.031	0.029	6	0.071
324	0.11	0.00035	0.0002	0.11	0.11	0.28	0.12	0.17	0.0032	0.11	5	0.16
325	0.051	0.00026	0.00016	0.051	0.051	0.61	0.0022	0.18	2.8e-06	0.05	5	0.16
326	0.073	0.0085	0.0051	0.073	0.073	0.41	0.15	0.12	0.011	0.071	5	0.16
327	0.00052	0.00014	8.1e-05	0.00052	0.00052	0.98	0	0.022	0	0.00051	5	0.16
328	0.083	5.6e-05	3.3e-05	0.083	0.083	0.44	0.0062	0.22	1e-05	0.081	5	0.16
329	0.15	4e-06	2.4e-06	0.15	0.15	0.13	0.083	0.2	0.00063	0.14	7	0.12
330	0.011	7.3e-05	4.3e-05	0.011	0.011	0.86	2e-05	0.09	0	0.011	5	0.16
331	0.00088	0.0014	0.00081	0.00088	0.00088	0.98	0	0.019	0	0.00086	5	0.16
332	0.15	0.0025	0.0015	0.15	0.15	0.15	0.013	0.24	1.2e-05	0.15	7	0.12
333	0.03	0.0024	0.0014	0.03	0.03	0.77	0.0031	0.1	1.2e-05	0.029	5	0.16
334	0.0072	0.04	0.024	0.0072	0.0072	7.1e-05	0.68	0.0014	0.22	0.007	6	0.071
335	0.00075	0.05	0.03	0.00075	0.00075	0	0.85	9e-06	0.067	0.00073	6	0.071
336	0.0062	3.4e-05	2e-05	0.0062	0.0062	0.9	2.3e-06	0.072	0	0.0061	5	0.16
337	0.09	0.02	0.012	0.09	0.09	0.27	0.21	0.12	0.011	0.088	5	0.16
338	0.00052	0.001	0.00062	0.00052	0.00052	0.98	0	0.015	0	0.00051	5	0.16
339	0.071	0.0022	0.0013	0.071	0.071	0.54	0.014	0.16	7e-05	0.069	5	0.16
340	0.00015	0.019	0.011	0.00015	0.00015	0.96	0	0.0056	0	0.00014	5	0.16
341	0.059	0.00045	0.00027	0.059	0.059	0.58	0.0021	0.19	0	0.058	5	0.16
342	0.049	0.00075	0.00044	0.049	0.049	0.65	0.0033	0.15	6.3e-06	0.047	5	0.16
343	0	0.49	0.29	0	0	0.21	0	7.6e-05	0	0	1	0.24
344	0.00043	0.004	0.0024	0.00043	0.00043	0.98	0	0.012	0	0.00042	5	0.16
345	0.04	0.021	0.012	0.04	0.04	0.68	0.017	0.11	0.00033	0.039	5	0.16
346	0.031	0	0	0.031	0.031	3e-06	0.86	0.0027	0.013	0.03	6	0.071
347	0.17	0	0	0.17	0.17	0.05	0.0077	0.25	2.2e-06	0.17	7	0.12
348	0.0068	0.028	0.017	0.0068	0.0068	0.88	0.00011	0.049	0	0.0066	5	0.16
349	0.018	0.00069	0.00041	0.018	0.018	0.81	0.00014	0.11	0	0.018	5	0.16
350	0.047	0.014	0.0084	0.047	0.047	0.64	0.024	0.12	0.00049	0.046	5	0.16
351	0.029	0.00022	0.00013	0.029	0.029	0.73	0.00028	0.15	0	0.028	5	0.16
352	0.0071	0.046	0.027	0.0071	0.0071	0.85	0.00018	0.047	0	0.0069	5	0.16
353	0.037	0.016	0.0098	0.037	0.037	0.7	0.011	0.11	0.00015	0.036	5	0.16
354	0.086	0.0028	0.0016	0.086	0.086	0.37	0.14	0.14	0.0067	0.083	5	0.16
355	0.039	0.00034	0.0002	0.039	0.039	0.68	0.00098	0.16	0	0.038	5	0.16
356	0.1	0.00042	0.00025	0.1	0.1	0.23	0.2	0.14	0.0087	0.1	5	0.16
357	0.031	0	0	0.031	0.031	3.2e-06	0.86	0.0027	0.013	0.03	6	0.071
358	0.1	0	0	0.1	0.1	0.023	0.48	0.071	0.023	0.098	6	0.071
359	3.2e-06	0.35	0.21	3.2e-06	3.2e-06	0.45	0	0.00046	0	3.1e-06	5	0.16
360	0.17	0	0	0.17	0.17	0.075	0.061	0.2	0.00022	0.16	7	0.12
361	8.9e-05	0.36	0.21	8.9e-05	8.9e-05	0.43	0	0.0026	0	8.6e-05	5	0.16
362	0.022	0.046	0.027	0.022	0.022	0.0014	0.69	0.0079	0.14	0.021	6	0.071
363	0.019	0.049	0.029	0.019	0.019	0.00042	0.73	0.0053	0.11	0.019	6	0.071
364	0.00043	0.03	0.018	0.00043	0.00043	0	0.64	1.2e-05	0.31	0.00042	6	0.071
365	0.089	0.002	0.0012	0.089	0.089	0.33	0.16	0.14	0.0081	0.087	5	0.16
366	0.04	0.00021	0.00013	0.04	0.04	0.68	0.00075	0.16	0	0.039	5	0.16
367	0.16	0.00069	0.00041	0.16	0.16	0.095	0.0026	0.28	0	0.15	7	0.12
368	0.064	0.011	0.0064	0.064	0.064	0.53	0.078	0.12	0.0029	0.063	5	0.16
369	0.00022	0.029	0.017	0.00022	0.00022	0.95	0	0.0065	0	0.00021	5	0.16
370	0.055	0.053	0.031	0.055	0.055	0.0024	0.64	0.021	0.036	0.054	6	0.071
371	0.085	0.00087	0.00052	0.085	0.085	0.44	0.0046	0.22	4.5e-06	0.082	5	0.16
372	0.015	0	0	0.015	0.015	0.77	0	0.17	0	0.014	5	0.16
373	0.16	0	0	0.16	0.16	0.0039	0.29	0.076	0.0019	0.15	6	0.071
374	0.00083	0.054	0.032	0.00083	0.00083	0.9	0	0.015	0	0.00081	5	0.16
375	0.13	3.8e-05	2.3e-05	0.13	0.13	0.15	0.18	0.16	0.0044	0.12	6	0.071
376	5.3e-06	0.35	0.21	5.3e-06	5.3e-06	0.44	0	0.00059	0	5.2e-06	5	0.16
377	0.045	0.0059	0.0035	0.045	0.045	0.67	0.011	0.13	9.7e-05	0.044	5	0.16
378	0.037	0.049	0.029	0.037	0.037	0.65	0.027	0.095	0.00097	0.036	5	0.16
379	0.064	0.067	0.04	0.064	0.064	2.4e-05	0.63	0.0081	0.0043	0.062	6	0.071
380	0.00049	0	0	0.00049	0.00049	0	0.63	1.8e-05	0.37	0.00048	6	0.071
381	0	0.53	0.31	0	0	0.16	0	2.6e-05	0	0	1	0.24
382	0.091	0	0	0.091	0.091	0.31	0.0004	0.33	0	0.089	7	0.12
383	0.092	0	0	0.092	0.092	0.0047	0.57	0.044	0.02	0.089	6	0.071
384	0.15	0	0	0.15	0.15	0.13	0.023	0.24	4.3e-05	0.15	7	0.12
385	0.023	0.0083	0.0049	0.023	0.023	0.79	0.0016	0.099	5e-06	0.023	5	0.16
386	0.047	0	0	0.047	0.047	0.52	3.1e-05	0.3	0	0.046	5	0.16
387	0.094	0.00092	0.00055	0.094	0.094	0.38	0.078	0.17	0.0017	0.091	5	0.16
388	0.051	0	0	0.051	0.051	0.0017	0.72	0.019	0.055	0.049	6	0.071
389	0.12	0	0	0.12	0.12	0.01	0.44	0.069	0.011	0.11	6	0.071
390	0.082	0.0014	0.00086	0.082	0.082	0.46	0.048	0.17	0.00083	0.08	5	0.16
391	0.0057	0.014	0.0082	0.0057	0.0057	0.91	4e-05	0.049	0	0.0056	5	0.16
392	0.017	0	0	0.017	0.017	0.00012	0.81	0.0038	0.12	0.017	6	0.071
393	0.19	0	0	0.19	0.19	0.0016	7.3e-05	0.24	0	0.19	7	0.12
394	0.058	0	0	0.058	0.058	0.002	0.7	0.023	0.045	0.056	6	0.071
395	0.0076	0.009	0.0053	0.0076	0.0076	0.9	6.3e-05	0.058	0	0.0073	5	0.16
396	9.2e-05	0.15	0.087	9.2e-05	9.2e-05	0.76	0	0.0036	0	9e-05	5	0.16
397	0	0.016	0.0094	0	0	0.97	0	0	0	0	5	0.16
398	9.8e-06	0.12	0.071	9.8e-06	9.8e-06	0.81	0	0.00011	0	9.6e-06	5	0.16
399	0.029	0	0	0.029	0.029	0.00069	0.77	0.0092	0.1	0.028	6	0.071
400	0.11	0.015	0.0088	0.11	0.11	0.25	0.14	0.16	0.0044	0.1	5	0.16
401	0.01	0.0087	0.0051	0.01	0.01	0.88	0.00013	0.067	0	0.0097	5	0.16
402	0.057	0.00059	0.00035	0.057	0.057	0.59	0.0054	0.17	1.6e-05	0.055	5	0.16
403	0.016	1.3e-06	0	0.016	0.016	0.75	1.8e-06	0.19	0	0.016	5	0.16
404	0.16	0	0	0.16	0.16	0.0034	0.28	0.074	0.0017	0.16	6	0.071
405	0.17	0	0	0.17	0.17	0.058	0.11	0.17	0.00068	0.16	7	0.12
406	0.092	5.3e-05	3.2e-05	0.092	0.092	0.077	0.43	0.088	0.035	0.089	6	0.071
407	0.051	0.0023	0.0014	0.051	0.051	0.63	0.0089	0.15	5.4e-05	0.05	5	0.16
408	0.0013	0	0	0.0013	0.0013	0	0.65	9e-05	0.34	0.0013	6	0.071
409	0.19	0	0	0.19	0.19	0.032	0.047	0.19	7.7e-05	0.18	7	0.12
410	0.041	0.0087	0.0052	0.041	0.041	0.69	0.01	0.12	0.00011	0.04	5	0.16
411	0.0057	0.0093	0.0055	0.0057	0.0057	0.91	3e-05	0.051	0	0.0056	5	0.16
412	0.074	1.8e-05	1.1e-05	0.074	0.074	0.46	0.0018	0.24	0	0.072	5	0.16
413	0.062	1.6e-05	9.4e-06	0.062	0.062	0.51	0.00083	0.24	0	0.06	5	0.16
414	0.035	0.0031	0.0018	0.035	0.035	0.73	0.0028	0.13	8.8e-06	0.034	5	0.16
415	0	0.61	0.36	0	0	0.03	0	2.9e-05	0	0	1	0.24
416	0.1	0.00063	0.00037	0.1	0.1	0.26	0.17	0.15	0.0072	0.099	5	0.16
417	0.032	0.0067	0.004	0.032	0.032	0.74	0.0037	0.12	1.8e-05	0.031	5	0.16
418	0.16	0	0	0.16	0.16	0.004	0.28	0.077	0.0019	0.15	6	0.071
419	0.16	0	0	0.16	0.16	0.0062	0.28	0.085	0.0022	0.15	6	0.071
420	0.066	0.012	0.0072	0.066	0.066	0.48	0.1	0.13	0.0056	0.064	5	0.16
421	0.036	7.6e-06	4.5e-06	0.036	0.036	0.64	7.1e-05	0.22	0	0.035	5	0.16
422	0.12	3.1e-06	1.8e-06	0.12	0.12	0.047	0.38	0.099	0.015	0.11	6	0.071
423	0	0.62	0.37	0	0	0.017	0	1.1e-05	0	0	1	0.24
424	0.029	0.046	0.027	0.029	0.029	0.71	0.011	0.088	0.00023	0.028	5	0.16
425	0.00049	0.025	0.015	0.00049	0.00049	0	0.56	2.2e-05	0.4	0.00048	6	0.071
426	0.14	0.016	0.0093	0.14	0.14	0.14	0.14	0.16	0.0018	0.13	7	0.12
427	0.0017	0.054	0.032	0.0017	0.0017	0	0.85	3.7e-05	0.057	0.0017	6	0.071
428	7.1e-05	0.028	0.016	7.1e-05	7.1e-05	0	0.66	0	0.3	6.9e-05	6	0.071
429	0.018	0.05	0.029	0.018	0.018	0.00026	0.73	0.0044	0.11	0.017	6	0.071
430	3.6e-06	0.012	0.0068	3.6e-06	3.6e-06	0	0.38	0	0.6	3.5e-06	8	0.053
431	0.056	0.043	0.026	0.056	0.056	0.027	0.57	0.038	0.073	0.055	6	0.071
432	0.0014	0.032	0.019	0.0014	0.0014	0	0.63	9.8e-05	0.31	0.0013	6	0.071
433	0.012	0.047	0.028	0.012	0.012	0.00012	0.73	0.0026	0.15	0.012	6	0.071
434	0.053	0.046	0.027	0.053	0.053	0.013	0.6	0.031	0.069	0.051	6	0.071
435	0.008	0.05	0.03	0.008	0.008	8.5e-06	0.78	0.00094	0.11	0.0078	6	0.071
436	0.11	0.028	0.016	0.11	0.11	0.11	0.29	0.11	0.011	0.11	6	0.071
437	0.072	0.0029	0.0017	0.072	0.072	0.53	0.019	0.16	0.00013	0.07	5	0.16
438	0.18	0.014	0.0082	0.18	0.18	0.026	0.098	0.14	0.0003	0.17	0	0.11
439	0.1	0.02	0.012	0.1	0.1	0.22	0.2	0.13	0.0074	0.1	5	0.16
440	0.075	3e-06	1.8e-06	0.075	0.075	0.24	3.9e-06	0.46	0	0.073	7	0.12
441	0.12	0.029	0.017	0.12	0.12	0.062	0.29	0.11	0.0076	0.12	6	0.071
442	0.0088	0.054	0.032	0.0088	0.0088	5.5e-06	0.8	0.00092	0.08	0.0086	6	0.071
443	0.0021	0.049	0.029	0.0021	0.0021	0	0.82	7.8e-05	0.099	0.0021	6	0.071
444	0.11	0.023	0.014	0.11	0.11	0.15	0.24	0.12	0.0086	0.11	6	0.071
445	0.017	0.045	0.026	0.017	0.017	0.00079	0.69	0.0055	0.16	0.017	6	0.071
446	0.013	0.045	0.027	0.013	0.013	0.00023	0.71	0.0031	0.16	0.012	6	0.071
447	0.005	0.04	0.024	0.005	0.005	1.4e-05	0.7	0.0007	0.21	0.0049	6	0.071
448	0.00066	0.027	0.016	0.00066	0.00066	0	0.59	3.2e-05	0.37	0.00064	6	0.071
449	0.00077	0.022	0.013	0.00077	0.00077	0	0.49	6.6e-05	0.48	0.00075	6	0.071
450	0.036	0.049	0.029	0.036	0.036	0.0035	0.67	0.015	0.09	0.035	6	0.071
451	6.3e-06	0.014	0.0081	6.3e-06	6.3e-06	0	0.43	0	0.55	6.1e-06	8	0.053
452	0.088	0.0068	0.004	0.088	0.088	0.42	0.056	0.16	0.00083	0.086	5	0.16
453	0.053	0.05	0.029	0.053	0.053	0.0055	0.63	0.025	0.051	0.052	6	0.071
454	0.0015	0.028	0.017	0.0015	0.0015	0	0.58	0.00015	0.37	0.0015	6	0.071
455	0.19	0.0086	0.0051	0.19	0.19	0.022	0.052	0.16	6.8e-05	0.19	0	0.11
456	0.041	0.049	0.029	0.041	0.041	0.0039	0.66	0.018	0.076	0.04	6	0.071
457	0.0064	0.047	0.028	0.0064	0.0064	7.7e-06	0.76	0.00075	0.14	0.0062	6	0.071
458	0.013	0.044	0.026	0.013	0.013	0.00031	0.7	0.0035	0.17	0.013	6	0.071
459	0.086	0.054	0.032	0.086	0.086	0.00072	0.54	0.024	0.0078	0.084	6	0.071
460	0.0005	0.033	0.02	0.0005	0.0005	0	0.68	1.3e-05	0.26	0.00048	6	0.071
461	0.012	0.056	0.034	0.012	0.012	1e-05	0.8	0.0014	0.063	0.012	6	0.071
462	0.038	0.023	0.013	0.038	0.038	0.69	0.037	0.087	0.0015	0.037	5	0.16
463	0.11	0.0028	0.0017	0.11	0.11	0.32	0.018	0.21	4.7e-05	0.11	5	0.16
464	0.056	0.051	0.03	0.056	0.056	0.0041	0.63	0.024	0.041	0.055	6	0.071
465	0.0037	0.22	0.13	0.0037	0.0037	0.61	0.00021	0.024	1.1e-06	0.0036	5	0.16
466	1.8e-05	0.12	0.069	1.8e-05	1.8e-05	0.81	0	0.0018	0	1.8e-05	5	0.16
467	0.046	0.0056	0.0033	0.046	0.046	0.66	0.011	0.13	0.0001	0.045	5	0.16
468	0.00014	0.0018	0.0011	0.00014	0.00014	0.99	0	0.0088	0	0.00014	5	0.16
469	0.0017	0.0051	0.0031	0.0017	0.0017	0.96	0	0.029	0	0.0016	5	0.16
470	0.071	0	0	0.071	0.071	0.0038	0.65	0.032	0.036	0.069	6	0.071
471	0.0014	0.033	0.02	0.0014	0.0014	0.92	1.6e-06	0.021	0	0.0014	5	0.16
472	0.1	0.00018	0.00011	0.1	0.1	0.35	0.042	0.2	0.00039	0.1	5	0.16
473	0.16	0	0	0.16	0.16	0.098	0.0099	0.26	5.8e-06	0.15	7	0.12
474	0.00014	0.079	0.047	0.00014	0.00014	0.87	0	0.0045	0	0.00014	5	0.16
475	0.028	0.0087	0.0052	0.028	0.028	0.78	0.0063	0.086	6.2e-05	0.027	5	0.16
476	0.00014	0.0085	0.0051	0.00014	0.00014	0.98	0	0.0061	0	0.00014	5	0.16
477	0.061	0.014	0.0083	0.061	0.061	0.53	0.093	0.11	0.0047	0.059	5	0.16
478	0.016	0.036	0.021	0.016	0.016	0.82	0.004	0.057	5.2e-05	0.016	5	0.16
479	0.077	0.00091	0.00054	0.077	0.077	0.48	0.0049	0.2	6.2e-06	0.075	5	0.16
480	0.016	0.063	0.037	0.016	0.016	5.6e-06	0.8	0.0016	0.032	0.016	6	0.071
481	3.8e-06	0.49	0.29	3.8e-06	3.8e-06	0.23	0	0.00033	0	3.7e-06	1	0.24
482	0.0011	0.0037	0.0022	0.0011	0.0011	0.97	0	0.023	0	0.001	5	0.16
483	0.062	0.04	0.024	0.062	0.062	0.049	0.52	0.049	0.067	0.06	6	0.071
484	1.5e-05	0.33	0.2	1.5e-05	1.5e-05	0.47	0	0.0011	0	1.4e-05	5	0.16
485	0.0041	0.19	0.11	0.0041	0.0041	0.66	0.00021	0.026	0	0.004	5	0.16
486	0.085	0	0	0.085	0.085	0.0023	0.6	0.034	0.019	0.083	6	0.071
487	0.076	0	0	0.076	0.076	0.37	0.00017	0.33	0	0.074	5	0.16
488	0.0031	0.024	0.014	0.0031	0.0031	0.92	1.1e-05	0.033	0	0.003	5	0.16
489	0.088	3.1e-05	1.8e-05	0.088	0.088	0.06	0.47	0.079	0.041	0.085	6	0.071
490	0.013	0.093	0.055	0.013	0.013	0.75	0.0018	0.054	1.7e-05	0.012	5	0.16
491	0.047	0.0002	0.00012	0.047	0.047	0.63	0.0014	0.18	1.3e-06	0.046	5	0.16
492	0.032	0.00041	0.00024	0.032	0.032	0.72	0.00061	0.15	0	0.032	5	0.16
493	0.065	0.0071	0.0042	0.065	0.065	0.54	0.052	0.14	0.0015	0.063	5	0.16
494	0.011	5.2e-05	3.1e-05	0.011	0.011	0.84	6.8e-06	0.12	0	0.011	5	0.16
495	0.076	0	0	0.076	0.076	0.0024	0.64	0.031	0.026	0.074	6	0.071
496	0.00096	0	0	0.00096	0.00096	0	0.75	3.6e-05	0.24	0.00094	6	0.071
497	0.052	0.0075	0.0044	0.052	0.052	0.63	0.022	0.13	0.00034	0.051	5	0.16
498	0.22	0	0	0.22	0.22	0.0011	0.048	0.097	1.6e-05	0.21	0	0.11
499	0.0098	0.024	0.014	0.0098	0.0098	0.86	0.00027	0.059	0	0.0095	5	0.16
500	0.18	0	0	0.18	0.18	0.035	0.0043	0.26	0	0.17	7	0.12
501	0.018	0.0024	0.0014	0.018	0.018	0.82	0.00034	0.1	0	0.018	5	0.16
502	0.15	0	0	0.15	0.15	0.11	0.0049	0.29	1.5e-06	0.15	7	0.12
503	0.11	0.00032	0.00019	0.11	0.11	0.21	0.22	0.14	0.0099	0.1	6	0.071
504	0.057	0.00012	7.3e-05	0.057	0.057	0.57	0.0021	0.2	2.1e-06	0.056	5	0.16
505	0.042	0.00084	0.0005	0.042	0.042	0.68	0.0023	0.15	4.2e-06	0.041	5	0.16
506	0.083	1.1e-05	6.8e-06	0.083	0.083	0.41	0.0023	0.25	1.3e-06	0.081	5	0.16
507	0.029	0.064	0.038	0.029	0.029	0.69	0.015	0.083	0.00043	0.028	5	0.16
508	0.041	0.0059	0.0035	0.041	0.041	0.69	0.0078	0.13	5.8e-05	0.04	5	0.16
509	0.096	0.0011	0.00065	0.096	0.096	0.29	0.17	0.14	0.0078	0.093	5	0.16
510	0.0031	0.016	0.0095	0.0031	0.0031	0.93	7.9e-06	0.035	0	0.003	5	0.16
511	0.031	0	0	0.031	0.031	0.0013	0.75	0.012	0.11	0.03	6	0.071
512	0.091	1.5e-06	0	0.091	0.091	0.35	0.0011	0.29	0	0.088	5	0.16
513	0.13	2.8e-05	1.7e-05	0.13	0.13	0.15	0.17	0.16	0.0035	0.13	6	0.071
514	0.035	5.3e-06	3.2e-06	0.035	0.035	0.64	5e-05	0.22	0	0.034	5	0.16
515	0.11	0	0	0.11	0.11	0.017	0.45	0.073	0.015	0.11	6	0.071
516	0.057	0.00048	0.00028	0.057	0.057	0.59	0.0047	0.18	1.2e-05	0.055	5	0.16
517	0.013	1.4e-06	0	0.013	0.013	0.78	0	0.17	0	0.012	5	0.16
518	0.0076	0.0039	0.0023	0.0076	0.0076	0.9	3.7e-05	0.064	0	0.0074	5	0.16
519	0.14	0	0	0.14	0.14	0.0082	0.35	0.079	0.0045	0.14	6	0.071
520	0.22	0	0	0.22	0.22	0.00047	0.038	0.083	6.8e-06	0.22	0	0.11
521	0.044	2.7e-05	1.6e-05	0.044	0.044	0.62	0.00031	0.21	0	0.043	5	0.16
522	6.1e-06	0	0	6.1e-06	6.1e-06	0	0.32	0	0.68	6e-06	8	0.053
523	0.042	0	0	0.042	0.042	0.0001	0.8	0.0084	0.029	0.041	6	0.071
524	0.11	0.00013	7.7e-05	0.11	0.11	0.16	0.25	0.14	0.01	0.11	6	0.071
525	0.02	0	0	0.02	0.02	6.7e-06	0.88	0.0022	0.038	0.019	6	0.071
526	0.0011	0.036	0.021	0.0011	0.0011	0.92	1e-06	0.019	0	0.0011	5	0.16
527	0.028	0.0013	0.0008	0.028	0.028	0.76	0.0008	0.13	0	0.027	5	0.16
528	0.092	0.0016	0.00095	0.092	0.092	0.33	0.15	0.15	0.0063	0.089	5	0.16
529	0.14	0	0	0.14	0.14	0.0053	0.35	0.072	0.0039	0.14	6	0.071
530	0	0.57	0.34	0	0	0.09	0	8.6e-05	0	0	1	0.24
531	0.065	0.0099	0.0059	0.065	0.065	0.52	0.071	0.13	0.0028	0.063	5	0.16
532	0.0072	0.015	0.0087	0.0072	0.0072	0.89	7.8e-05	0.054	0	0.007	5	0.16
533	0.12	8.6e-05	5.1e-05	0.12	0.12	0.2	0.14	0.17	0.003	0.12	5	0.16
534	0.2	0	0	0.2	0.2	0.011	0.0093	0.19	1.5e-06	0.19	0	0.11
535	0.0096	0	0	0.0096	0.0096	4.3e-05	0.78	0.0018	0.18	0.0093	6	0.071
536	0.0094	0	0	0.0094	0.0094	4.9e-06	0.86	0.001	0.097	0.0091	6	0.071
537	0.067	4.8e-06	2.9e-06	0.067	0.067	0.47	0.00057	0.26	0	0.066	5	0.16
538	0.073	0.00054	0.00032	0.073	0.073	0.51	0.014	0.18	7.2e-05	0.071	5	0.16
539	0.073	0.0085	0.0051	0.073	0.073	0.41	0.15	0.12	0.011	0.071	5	0.16
540	0.0041	0	0	0.0041	0.0041	0	0.95	0.00012	0.038	0.004	6	0.071
541	0.095	0.0017	0.001	0.095	0.095	0.4	0.01	0.21	2.1e-05	0.093	5	0.16
542	0.015	0.0007	0.00041	0.015	0.015	0.85	0.0002	0.084	0	0.015	5	0.16
543	0.088	0.0053	0.0031	0.088	0.088	0.44	0.041	0.16	0.00044	0.086	5	0.16
544	0.12	0.049	0.029	0.12	0.12	0.00041	0.42	0.029	0.0023	0.12	6	0.071
545	0.031	0.0074	0.0044	0.031	0.031	0.77	0.0076	0.091	7.8e-05	0.03	5	0.16
546	0.12	0.0023	0.0014	0.12	0.12	0.29	0.014	0.23	2.4e-05	0.11	5	0.16
547	0.068	0.048	0.028	0.068	0.068	0.0096	0.57	0.036	0.036	0.067	6	0.071
548	0.12	0	0	0.12	0.12	0.11	0.00011	0.41	0	0.12	7	0.12
549	0.026	0	0	0.026	0.026	0.00022	0.81	0.0065	0.082	0.026	6	0.071
550	0.041	0.034	0.02	0.041	0.041	0.65	0.028	0.1	0.00089	0.04	5	0.16
551	0.013	0	0	0.013	0.013	0.00011	0.78	0.0029	0.17	0.013	6	0.071
552	0.1	0.00022	0.00013	0.1	0.1	0.34	0.049	0.19	0.00053	0.1	5	0.16
