SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0
566	0.21	0.00021	0.79	1.2e-05	2	0.16
567	0	0	0.99	0.0097	2	0.16
568	0.33	0.52	0.15	0.00056	1	0.071
569	0.056	0.94	0.00066	0	1	0.071
570	0.0055	1.2e-05	0.61	0.39	2	0.16
571	0.31	0.68	0.0064	0	1	0.071
572	0.14	0.86	0.00021	0	1	0.071
573	0.78	0.043	0.18	3.6e-06	0	0.11
574	0.00031	0	0.54	0.46	2	0.16
575	0.011	0.92	0	0.066	1	0.071
576	0.48	0.45	0.006	0.059	0	0.11
577	0.58	0.11	0.31	8.4e-05	0	0.11
578	0	0	0.35	0.65	3	0.24
579	0.16	0.027	0.78	0.032	2	0.16
580	0.00014	0	0.86	0.14	2	0.16
581	4e-05	0	0.88	0.12	2	0.16
582	0.078	4.4e-05	0.92	8.9e-05	2	0.16
583	0.49	0.43	0.078	1e-05	0	0.11
584	0.46	0.023	0.51	0.0044	2	0.16
585	0.04	0.00059	0.91	0.048	2	0.16
586	0.47	0.044	0.49	0.00024	2	0.16
587	0.0002	0	1	0.00072	2	0.16
588	0.59	0.37	0.043	2.1e-06	0	0.11
589	0.74	0.26	0.0018	0	0	0.11
590	0.21	0.79	0.00092	0	1	0.071
591	0	0	0.84	0.16	2	0.16
592	0.016	6.7e-05	0.79	0.2	2	0.16
593	0.25	0.047	0.67	0.033	2	0.16
594	0.31	0.0029	0.69	0.00027	2	0.16
595	0.37	0.61	0.022	2.7e-06	1	0.071
596	0.073	0.00011	0.93	0.0017	2	0.16
597	0.8	0.17	0.028	0	0	0.11
598	0.0016	0	1	0.00031	2	0.16
599	0.6	2.7e-05	0.4	0	0	0.11
600	0.26	0.00059	0.74	6.1e-05	2	0.16
601	0.0018	1	0	0	1	0.071
602	0.25	0.0078	0.74	0.0036	2	0.16
603	0.2	0.022	0.74	0.04	2	0.16
604	0.00014	0	0.56	0.44	2	0.16
605	0.97	0.00075	0.032	0	0	0.11
606	0.7	0.3	0.0054	0	0	0.11
607	0.54	0.02	0.44	0.00011	0	0.11
608	0.034	0.97	2.5e-05	0	1	0.071
609	0.9	0.025	0.08	0	0	0.11
610	0.57	0.22	0.21	0.00024	0	0.11
611	0.031	3.5e-06	0.97	0.00035	2	0.16
612	0.33	0.66	0.012	0	1	0.071
613	0.21	0.0079	0.77	0.0074	2	0.16
614	0.015	0.99	0	0	1	0.071
615	0.54	0.031	0.43	0.00019	0	0.11
616	0.23	0.00016	0.77	2e-05	2	0.16
617	0.15	0.84	0.0012	0	1	0.071
618	0.12	2.8e-05	0.88	2.3e-05	2	0.16
619	0.45	0.46	0.089	9.6e-05	1	0.071
620	0.51	0.04	0.45	0.00046	0	0.11
621	0.44	0.07	0.49	0.0024	2	0.16
622	0.37	0.054	0.57	0.0057	2	0.16
623	0.14	0.016	0.74	0.1	2	0.16
624	0.84	0.073	0.092	0	0	0.11
625	0.1	0.9	2.2e-05	0	1	0.071
626	0.01	4.3e-06	0.96	0.031	2	0.16
627	0.84	0.0018	0.15	0	0	0.11
628	0.25	0.0094	0.73	0.0041	2	0.16
629	0.19	0.0017	0.81	0.0016	2	0.16
630	0.44	0.07	0.49	0.0024	2	0.16
631	0.0018	0	0.96	0.035	2	0.16
632	0.22	0.023	0.73	0.027	2	0.16
633	0.0072	5.8e-06	0.85	0.14	2	0.16
634	0.00084	0	0.67	0.33	2	0.16
635	0.45	0.52	0.024	1.4e-06	1	0.071
636	0.71	0.039	0.25	1.5e-05	0	0.11
637	0.00047	0	0.85	0.15	2	0.16
638	0.52	0.38	0.11	8.5e-05	0	0.11
639	0.34	0.054	0.6	0.0085	2	0.16
640	0.14	0.0025	0.85	0.0091	2	0.16
641	4.7e-05	0	0.14	0.86	3	0.24
642	0.92	0.012	0.071	0	0	0.11
643	0.68	0.02	0.3	1.4e-05	0	0.11
644	0.4	0.13	0.46	0.0067	2	0.16
645	0.0093	0	0.99	1.2e-05	2	0.16
646	0.02	0.98	5e-06	0	1	0.071
647	0.00071	0	1	1.9e-05	2	0.16
648	0.39	0.58	0.035	9.4e-06	1	0.071
649	0.61	0.2	0.18	0.0001	0	0.11
650	0.14	0.79	0.00034	0.076	1	0.071
651	0.0011	9.1e-06	0.89	0.1	2	0.16
652	0.0057	6.5e-05	0.89	0.1	2	0.16
653	0	0	0.65	0.35	2	0.16
654	0	0	0.95	0.05	2	0.16
655	0.0061	7.2e-06	0.86	0.13	2	0.16
656	0.97	0.0021	0.03	0.00083	0	0.11
657	0.27	0.0079	0.72	0.0027	2	0.16
658	0.00053	3.1e-06	0.89	0.1	2	0.16
659	0.00059	0	0.73	0.27	2	0.16
660	0	0	1	0	2	0.16
661	0.031	0.00011	0.94	0.024	2	0.16
662	0	0	0.96	0.044	2	0.16
663	3e-05	0	0.91	0.091	2	0.16
664	0.12	0.00061	0.88	0.00059	2	0.16
665	0.74	0.055	0.2	2.5e-06	0	0.11
666	0.0005	0	0.99	0.0052	2	0.16
667	0.049	0.95	0	0	1	0.071
668	0	0	0.96	0.04	2	0.16
669	0.0037	5.1e-05	0.85	0.15	2	0.16
670	0.11	9.6e-05	0.89	5.8e-05	2	0.16
671	0.62	0.21	0.17	8.8e-05	0	0.11
672	0.22	0.78	0.0027	0	1	0.071
673	0.00055	0	0.94	0.064	2	0.16
674	0.011	1.1e-05	0.9	0.085	2	0.16
675	0.49	0.06	0.45	0.00086	0	0.11
676	0.016	8.7e-06	0.97	0.017	2	0.16
677	9.3e-06	1	0	0	1	0.071
678	0.12	0.88	1e-05	0	1	0.071
679	0.64	0.027	0.33	3.4e-05	0	0.11
680	0.49	0.4	0.11	0.00011	0	0.11
681	0.044	0.0004	0.89	0.071	2	0.16
682	0.97	0.012	0.019	0	0	0.11
683	0.75	0.24	0.0074	0	0	0.11
684	0.44	0.019	0.54	0.00045	2	0.16
685	0.42	0.58	0.0015	0	1	0.071
686	0.66	0.26	0.077	5.9e-06	0	0.11
687	0.013	1.7e-06	0.98	0.0036	2	0.16
688	0.02	3.5e-06	0.98	0.0019	2	0.16
689	0.19	0.0083	0.79	0.015	2	0.16
690	0.87	0.074	0.052	0	0	0.11
691	0.26	0.74	0.0043	0	1	0.071
692	0.04	4.1e-06	0.96	0.00015	2	0.16
693	0.0034	0	0.93	0.066	2	0.16
694	0.11	0.0078	0.78	0.11	2	0.16
695	0.0065	0	0.99	0.001	2	0.16
696	0.26	0.0073	0.73	0.0027	2	0.16
697	0.29	0.0077	0.7	0.0017	2	0.16
698	0.03	4.5e-06	0.97	0.00055	2	0.16
699	0.005	1	0	0	1	0.071
700	0.45	0.54	0.0041	0	1	0.071
701	0.3	0.058	0.62	0.017	2	0.16
702	0.044	0.00035	0.9	0.059	2	0.16
703	0.00017	1	0	0	1	0.071
704	0.49	0.51	0.00017	0	1	0.071
705	0.72	0.099	0.18	1.8e-05	0	0.11
706	0.038	5.6e-05	0.95	0.0085	2	0.16
707	0.77	0.086	0.14	4.7e-06	0	0.11
708	0.32	0.00048	0.68	1.7e-05	2	0.16
709	0.00036	1	0	0	1	0.071
710	0.16	0.84	0.0009	0	1	0.071
711	0.61	0.38	0.0062	0	0	0.11
712	0.7	0.26	0.039	0	0	0.11
713	0.066	0.00058	0.91	0.027	2	0.16
714	0.064	0.00031	0.92	0.013	2	0.16
715	0.94	0.0042	0.055	0	0	0.11
716	0.32	0.68	0.0034	0	1	0.071
717	0.35	0.65	0.00028	0	1	0.071
718	0.11	0.89	0.00053	0	1	0.071
719	0.14	0.0031	0.85	0.015	2	0.16
720	0.0012	0	0.96	0.038	2	0.16
721	0.71	0.17	0.11	9.4e-06	0	0.11
722	0.37	0.1	0.52	0.01	2	0.16
723	0.00044	0	0.36	0.64	3	0.24
724	0.0025	0	1	0.0015	2	0.16
725	0.043	0.96	1e-05	0	1	0.071
726	0.88	0.12	0.00076	0	0	0.11
727	0.33	0.028	0.64	0.0047	2	0.16
728	0.64	0.017	0.34	2e-05	0	0.11
729	0.026	0.97	1.1e-06	0	1	0.071
730	0.64	0.33	0.026	0	0	0.11
731	0.14	0.0024	0.85	0.0095	2	0.16
732	0.66	0.0092	0.33	6.3e-06	0	0.11
733	0.5	0.49	0.015	0	0	0.11
734	0.48	0.11	0.41	0.0016	0	0.11
735	0.43	0.024	0.54	0.00075	2	0.16
736	0.48	0.1	0.42	0.0018	0	0.11
737	0.24	0.016	0.74	0.0053	2	0.16
738	0	0	0.95	0.051	2	0.16
739	0.61	0.22	0.17	4.4e-05	0	0.11
740	0.33	0.018	0.65	0.0026	2	0.16
741	0.00018	0	0.88	0.12	2	0.16
742	0.00027	0	0.76	0.24	2	0.16
743	0	0	0.52	0.48	2	0.16
744	0	0	0.91	0.089	2	0.16
745	0.002	0	0.83	0.17	2	0.16
746	0.061	0.00038	0.92	0.021	2	0.16
747	0	0	0.11	0.89	3	0.24
748	0	0	0.93	0.068	2	0.16
749	0	0	0.84	0.16	2	0.16
750	0.042	0.001	0.89	0.071	2	0.16
751	0	0	0.92	0.083	2	0.16
752	0	0	0.27	0.73	3	0.24
753	0.32	0.047	0.63	0.0026	2	0.16
754	0.31	0.16	0.52	0.0089	2	0.16
755	0.31	0.67	0.013	0	1	0.071
756	0.51	0.48	0.01	0	0	0.11
757	0.57	0.22	0.21	0.00024	0	0.11
758	0.0031	0	0.92	0.075	2	0.16
759	0.68	0.29	0.031	0	0	0.11
760	0	0	0.27	0.73	3	0.24
761	0.2	0.019	0.75	0.033	2	0.16
762	0.82	0.097	0.086	0	0	0.11
763	0.0021	4.9e-06	0.36	0.64	3	0.24
764	0.072	0.00089	0.89	0.035	2	0.16
765	0.52	0.45	0.035	2.3e-06	0	0.11
766	0.0024	1	0	0	1	0.071
767	0.38	0.61	0.015	0	1	0.071
768	0.39	0.054	0.55	0.0099	2	0.16
769	0.8	0.15	0.052	0	0	0.11
770	0	0	0.98	0.016	2	0.16
771	0.39	0.59	0.021	1.9e-06	1	0.071
772	0.068	0.00081	0.89	0.038	2	0.16
773	0.22	0.78	0.0032	0	1	0.071
774	0.0071	0.99	0	0	1	0.071
775	0.14	0.86	0.00063	0	1	0.071
776	0.22	0.0031	0.78	0.0017	2	0.16
777	0.74	0.17	0.083	2.6e-06	0	0.11
778	0.044	0.00035	0.9	0.059	2	0.16
779	0.67	0.33	0.0034	0	0	0.11
780	0.37	0.62	0.006	0	1	0.071
781	0.12	0.0013	0.87	0.0088	2	0.16
782	0.0023	0	0.83	0.16	2	0.16
783	0.13	4.4e-05	0.87	4.2e-05	2	0.16
784	0	0	0.8	0.2	2	0.16
785	0.0035	0	0.87	0.12	2	0.16
786	0.0019	0	0.99	0.0064	2	0.16
787	0.88	0.098	0.023	0	0	0.11
788	0.16	0.84	0.00069	0	1	0.071
789	0	0	0.8	0.2	2	0.16
790	0.39	0.17	0.43	0.009	2	0.16
791	0.17	0.0097	0.79	0.025	2	0.16
792	0.0065	0	0.99	0.0063	2	0.16
793	0.0012	0	0.95	0.044	2	0.16
794	0.23	0.0051	0.76	0.0017	2	0.16
795	0.1	0.83	0.00059	0.072	1	0.071
796	0.027	0.0011	0.72	0.25	2	0.16
797	0.39	0.00061	0.61	0.00022	2	0.16
798	0.22	0.019	0.75	0.0087	2	0.16
799	0.2	0.72	0.013	0.066	1	0.071
800	0.39	0.045	0.56	0.0077	2	0.16
801	0.38	0.00089	0.61	0.0003	2	0.16
802	0.18	0.017	0.79	0.016	2	0.16
803	0.86	0.011	0.12	0.003	0	0.11
804	7.4e-05	0.0017	1	0.00012	2	0.16
805	0.00037	0.94	0	0.059	1	0.071
806	0.52	0.42	0.0027	0.059	0	0.11
807	0.1	0.82	0.00013	0.077	1	0.071
808	0.92	0.019	0.06	0.0049	0	0.11
809	0.0044	0	1	7.6e-06	2	0.16
810	0.0035	0.93	0	0.069	1	0.071
811	2.4e-06	0	0.78	0.22	2	0.16
812	0.004	0	0.92	0.077	2	0.16
813	0.021	0.91	0	0.072	1	0.071
814	0.0061	5.4e-05	0.56	0.43	2	0.16
815	0.0016	0	0.99	0.0045	2	0.16
816	0.24	0.68	0.0093	0.067	1	0.071
817	0.99	0.0054	0.0065	0.002	0	0.11
818	0.00082	0	1	0.00021	2	0.16
819	0.044	0.00018	0.95	0.0069	2	0.16
820	0.33	0.00067	0.67	0.00023	2	0.16
821	0.41	0.31	0.24	0.035	0	0.11
822	0.71	0.037	0.25	0.0073	0	0.11
823	0.41	0.069	0.51	0.011	2	0.16
824	0.024	0.00054	0.78	0.2	2	0.16
825	0.37	0.00095	0.63	0.00032	2	0.16
826	0.26	0.00047	0.74	0.00017	2	0.16
827	0.041	0.00025	0.94	0.014	2	0.16
828	0.49	0.027	0.48	0.005	0	0.11
829	0.15	0.0011	0.85	0.00084	2	0.16
830	0.012	0	0.99	0.00079	2	0.16
831	0.81	0.11	0.061	0.02	0	0.11
832	0.091	0.00047	0.91	0.0015	2	0.16
833	0.32	0.61	0.002	0.071	1	0.071
834	0.00025	0	0.96	0.039	2	0.16
835	0.44	0.22	0.3	0.028	0	0.11
836	0.9	0.077	0.011	0.016	0	0.11
837	0.025	0.00072	0.76	0.21	2	0.16
838	0.16	0.00093	0.84	0.00058	2	0.16
839	0.00097	0	0.78	0.22	2	0.16
840	0.16	0.039	0.74	0.064	2	0.16
841	0.89	0.0066	0.1	0.002	0	0.11
842	0.96	0.031	3e-05	0.01	0	0.11
843	0.34	0.49	0.11	0.051	1	0.071
844	0.45	0.26	0.26	0.031	0	0.11
845	0.017	6.1e-05	0.93	0.049	2	0.16
846	0.38	0.00037	0.62	0.00015	2	0.16
847	0.31	0.00068	0.69	0.00024	2	0.16
848	0.37	0.55	0.013	0.062	1	0.071
849	0.2	0.01	0.79	0.0057	2	0.16
850	0.0013	0.95	0	0.051	1	0.071
851	0.016	4.8e-05	0.94	0.043	2	0.16
852	0.69	0.039	0.27	0.0075	0	0.11
853	0.45	0.38	0.17	0.00018	0	0.11
854	0.6	0.39	0.0072	0	0	0.11
855	0	0	0.82	0.18	2	0.16
856	0.0015	0	0.99	0.013	2	0.16
857	0	0	0.92	0.083	2	0.16
858	0.043	8.8e-05	0.95	0.0028	2	0.16
859	0.04	0.96	0	0	1	0.071
860	0.42	0.57	0.014	0	1	0.071
861	0.0066	0.0001	0.84	0.15	2	0.16
862	0	0	0.97	0.026	2	0.16
863	0.67	0.068	0.26	1.3e-05	0	0.11
864	0.11	0.89	0.00075	0	1	0.071
865	0.5	0.37	0.13	4e-05	0	0.11
866	0.84	0.092	0.05	0.017	0	0.11
867	0.19	0.0055	0.8	0.002	2	0.16
868	0	0	0.97	0.028	2	0.16
869	0	0	0.96	0.039	2	0.16
870	0.52	0.069	0.41	0.00016	0	0.11
871	0	0	0.95	0.052	2	0.16
872	0.0082	3.7e-06	0.97	0.018	2	0.16
873	0	0	0.95	0.047	2	0.16
874	0	0	0.03	0.97	3	0.24
875	0.18	0.019	0.78	0.013	2	0.16
876	0.012	0	0.99	3.4e-06	2	0.16
877	0.13	0.0016	0.87	0.0018	2	0.16
878	0.14	0.86	0	0	1	0.071
879	0.24	0.76	0.0012	0	1	0.071
880	0.65	0.25	0.099	3.5e-06	0	0.11
881	0.065	0.00031	0.93	0.0033	2	0.16
882	0.3	0.026	0.67	0.0018	2	0.16
883	0	0	0.69	0.31	2	0.16
884	1.1e-05	0	0.87	0.13	2	0.16
885	0.14	0.77	4e-05	0.085	1	0.071
886	0.84	0.15	0.0079	0	0	0.11
887	0.37	0.62	0.011	0	1	0.071
888	0.23	0.0018	0.77	0.00069	2	0.16
889	0.00033	0	1	0.0013	2	0.16
890	0.65	0.28	0.07	4.7e-06	0	0.11
891	0.5	0.18	0.32	0.0013	0	0.11
892	0.47	0.061	0.47	0.0013	2	0.16
893	0.12	0.015	0.72	0.15	2	0.16
894	0.48	0.45	0.07	3.2e-05	0	0.11
895	0.31	0.0016	0.69	0.00012	2	0.16
896	0.32	0.056	0.61	0.012	2	0.16
897	0.6	0.17	0.23	0.0002	0	0.11
898	0.00046	0	0.9	0.099	2	0.16
899	0.038	0.96	0	0	1	0.071
900	0.15	0.0021	0.84	0.0017	2	0.16
901	0.052	0.87	6.1e-06	0.08	1	0.071
902	0.39	0.54	0.0077	0.063	1	0.071
903	0.24	0.68	0.0021	0.073	1	0.071
904	0.00061	0.95	0	0.053	1	0.071
905	0.41	0.06	0.53	0.0032	2	0.16
906	0.35	0.15	0.48	0.022	2	0.16
907	0.049	0.89	0.00049	0.065	1	0.071
908	0.51	0.27	0.22	0.0006	0	0.11
909	0.11	0.00049	0.89	0.0029	2	0.16
910	0.49	0.3	0.21	0.0007	0	0.11
911	0.42	0.1	0.47	0.0044	2	0.16
912	0.22	0.00024	0.78	4.1e-05	2	0.16
913	0.81	0.1	0.071	0.018	0	0.11
914	0.52	0.42	0.00025	0.065	0	0.11
915	0.67	0.28	0.015	0.041	0	0.11
916	0.64	0.048	0.31	0.0086	0	0.11
917	0.96	0.017	0.018	0.0047	0	0.11
918	0.45	0.045	0.5	0.0077	2	0.16
919	0.21	0.013	0.77	0.0064	2	0.16
920	0.064	0.86	3.2e-05	0.077	1	0.071
921	0.45	0.19	0.34	0.024	0	0.11
922	0.18	0.75	0.0031	0.071	1	0.071
