SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0
212	0.042	0.029	0.038	0.042	0.042	0	0.71	0.042	0.00076	0	0.019	0.038	0	0.0011	6	0.071
213	0.16	0.0095	0	0.16	0.16	0	0.0041	0.16	0.021	0	0.29	0	0	0.03	10	0.12
214	0.01	0.00046	1.1e-06	0.01	0.01	0.033	0.00057	0.01	0.34	0.033	0.063	1.1e-06	0	0.49	13	0.16
215	0.039	0.0013	0	0.039	0.039	7.3e-05	0.00055	0.039	0.26	7.3e-05	0.2	0	0	0.38	13	0.16
216	0.14	0.026	0.00072	0.14	0.14	3.3e-06	0.12	0.14	0.045	3.3e-06	0.19	0.00072	0	0.065	10	0.12
217	0.0025	0.0078	0.13	0.0025	0.0025	0	0.73	0.0025	0	0	0.00023	0.13	0	0	6	0.071
218	0.017	0.025	0.035	0.017	0.017	0	0.84	0.017	8.3e-06	0	0.0028	0.035	0	1.2e-05	6	0.071
219	0.0073	0.00013	0	0.0073	0.0073	0.0024	3.2e-05	0.0073	0.37	0.0024	0.07	0	0	0.53	13	0.16
220	0.0014	6.1e-06	0	0.0014	0.0014	0.0012	0	0.0014	0.39	0.0012	0.032	0	0	0.57	13	0.16
221	0.011	0.00036	0	0.011	0.011	0.0076	0.00024	0.011	0.35	0.0076	0.078	0	0	0.51	13	0.16
222	0.00011	0	0	0.00011	0.00011	0.12	0	0.00011	0.31	0.12	0.0047	0	0	0.45	13	0.16
223	0	0	0	0	0	0.47	0	0	0.023	0.47	1.4e-06	0	0	0.033	5	0.24
224	0.0074	0.00027	0	0.0074	0.0074	0.038	0.00024	0.0074	0.34	0.038	0.052	0	0	0.5	13	0.16
225	0.0089	0.00048	2.9e-06	0.0089	0.0089	0.077	0.00083	0.0089	0.31	0.077	0.051	2.9e-06	0	0.45	13	0.16
226	0.047	0.0051	0.00017	0.047	0.047	0.0066	0.019	0.047	0.26	0.0066	0.14	0.00017	0	0.38	13	0.16
227	0.071	0.00065	0	0.071	0.071	0	1.8e-05	0.071	0.11	0	0.45	0	0	0.16	10	0.12
228	0.13	0.01	8e-06	0.13	0.13	0	0.012	0.13	0.073	0	0.28	8e-06	0	0.11	10	0.12
229	0.048	0.038	0.017	0.048	0.048	0	0.72	0.048	0.00015	0	0.014	0.017	0	0.00021	6	0.071
230	0.11	0.021	0.0014	0.11	0.11	8.9e-05	0.12	0.11	0.09	8.9e-05	0.18	0.0014	0	0.13	10	0.12
231	0.1	0.016	0.00052	0.1	0.1	0.00013	0.068	0.1	0.12	0.00013	0.2	0.00052	0	0.17	10	0.12
232	0.088	0.019	0.0056	0.088	0.088	0.001	0.18	0.088	0.12	0.001	0.15	0.0056	0	0.17	6	0.071
233	0.14	0.054	0.0013	0.14	0.14	0	0.34	0.14	0.00076	0	0.061	0.0013	0	0.0011	6	0.071
234	0.047	0.0038	2.8e-05	0.047	0.047	0.0019	0.0082	0.047	0.26	0.0019	0.16	2.8e-05	0	0.38	13	0.16
235	0.13	0.0055	0	0.13	0.13	0	0.0017	0.13	0.049	0	0.34	0	0	0.071	10	0.12
236	0.0073	0.014	0.083	0.0073	0.0073	0	0.79	0.0073	4.1e-06	0	0.0011	0.083	0	5.9e-06	6	0.071
237	0.071	0.011	0.0009	0.071	0.071	0.0027	0.06	0.071	0.2	0.0027	0.16	0.0009	0	0.28	13	0.16
238	0.026	0.029	0.021	0.026	0.026	0.048	0.72	0.026	3.8e-05	0.048	0.0055	0.021	0	5.5e-05	6	0.071
239	0.0022	0.0097	0.056	0.0022	0.0022	0.039	0.79	0.0022	0	0.039	0.0001	0.056	0	0	6	0.071
240	0.067	0.036	0.014	0.067	0.067	0.04	0.55	0.067	0.0018	0.04	0.034	0.014	0	0.0026	6	0.071
241	0.0024	0.0067	0.14	0.0024	0.0024	0.029	0.65	0.0024	0	0.029	0.00026	0.14	0	0	6	0.071
242	0.00018	0.0025	0.15	0.00018	0.00018	0.024	0.64	0.00018	0	0.024	2.8e-06	0.15	0	0	6	0.071
243	0.0077	0.025	0.0085	0.0077	0.0077	0.055	0.82	0.0077	0	0.055	0.00031	0.0085	0	0	6	0.071
244	0.077	0.02	0.0089	0.077	0.077	0.017	0.23	0.077	0.11	0.017	0.11	0.0089	0	0.16	6	0.071
245	3.6e-05	0.0007	0.3	3.6e-05	3.6e-05	0.011	0.37	3.6e-05	0	0.011	0	0.3	0	0	6	0.071
246	0.038	0.035	0.013	0.038	0.038	0.048	0.68	0.038	6.8e-05	0.048	0.0089	0.013	0	9.8e-05	6	0.071
247	0.0098	0.015	0.064	0.0098	0.0098	0.04	0.74	0.0098	1.4e-05	0.04	0.0018	0.064	0	2e-05	6	0.071
248	0.018	0.028	0.017	0.018	0.018	0.05	0.76	0.018	4.5e-06	0.05	0.0024	0.017	0	6.5e-06	6	0.071
249	0.011	0.013	0.11	0.011	0.011	0.034	0.66	0.011	0.00011	0.034	0.0032	0.11	0	0.00016	6	0.071
250	0.055	0.045	0.0061	0.055	0.055	0.049	0.61	0.055	6.6e-05	0.049	0.013	0.0061	0	9.6e-05	6	0.071
251	0.002	0.0079	0.089	0.002	0.002	0.035	0.74	0.002	0	0.035	0.00013	0.089	0	0	6	0.071
252	0.029	0.022	0.058	0.029	0.029	0.038	0.65	0.029	0.0012	0.038	0.014	0.058	0	0.0017	6	0.071
253	0.0051	0.011	0.086	0.0051	0.0051	0.036	0.72	0.0051	0	0.036	0.00067	0.086	0	3.9e-06	6	0.071
254	0.034	0.0031	4.6e-05	0.034	0.034	0.0038	0.0087	0.034	0.3	0.0038	0.11	4.6e-05	0	0.43	13	0.16
255	0.093	0.018	0.0019	0.093	0.093	0.011	0.12	0.093	0.13	0.011	0.15	0.0019	0	0.18	13	0.16
256	0.1	0.034	0.0078	0.1	0.1	0.028	0.36	0.1	0.018	0.028	0.088	0.0078	0	0.026	6	0.071
257	0.028	0.0036	0.00035	0.028	0.028	0.022	0.02	0.028	0.3	0.022	0.083	0.00035	0	0.44	13	0.16
258	0.053	0.031	0.024	0.053	0.053	0.04	0.59	0.053	0.0022	0.04	0.028	0.024	0	0.0031	6	0.071
259	0.16	0.03	0.00018	0.16	0.16	0.01	0.087	0.16	0.017	0.01	0.17	0.00018	0	0.025	10	0.12
260	0.034	0.025	0.042	0.034	0.034	0.04	0.66	0.034	0.00089	0.04	0.015	0.042	0	0.0013	6	0.071
261	0.09	0.022	0.0055	0.09	0.09	0.016	0.21	0.09	0.098	0.016	0.13	0.0055	0	0.14	6	0.071
262	0.041	0.028	0.033	0.041	0.041	0.041	0.64	0.041	0.0013	0.041	0.02	0.033	0	0.0018	6	0.071
263	0.022	0.02	0.056	0.022	0.022	0.04	0.69	0.022	0.00027	0.04	0.0074	0.056	0	0.00039	6	0.071
264	0.079	0.042	0.0072	0.079	0.079	0.04	0.51	0.079	0.001	0.04	0.034	0.0072	0	0.0015	6	0.071
265	0.00086	0.0053	0.11	0.00086	0.00086	0.031	0.71	0.00086	0	0.031	3.2e-05	0.11	0	0	6	0.071
266	0.11	0.039	0.0044	0.11	0.11	0.029	0.35	0.11	0.0087	0.029	0.082	0.0044	0	0.013	6	0.071
267	0.00062	0.0081	0.022	0.00062	0.00062	0.044	0.86	0.00062	0	0.044	5.5e-06	0.022	0	0	6	0.071
268	0.014	0.017	0.071	0.014	0.014	0.038	0.7	0.014	8.8e-05	0.038	0.0038	0.071	0	0.00013	6	0.071
269	0.053	0.031	0.024	0.053	0.053	0.04	0.6	0.053	0.0021	0.04	0.027	0.024	0	0.003	6	0.071
270	0.058	0.0055	4.9e-05	0.058	0.058	0.0019	0.014	0.058	0.24	0.0019	0.16	4.9e-05	0	0.35	13	0.16
271	0.0057	0.00014	0	0.0057	0.0057	0.022	7.5e-05	0.0057	0.36	0.022	0.049	0	0	0.52	13	0.16
272	0.097	0.021	0.0043	0.097	0.097	0.00041	0.18	0.097	0.1	0.00041	0.16	0.0043	0	0.15	6	0.071
273	0.045	0.0063	0.00072	0.045	0.045	0.018	0.038	0.045	0.25	0.018	0.12	0.00072	0	0.36	13	0.16
274	0.14	0.0099	1.9e-06	0.14	0.14	0	0.0073	0.14	0.045	0	0.29	1.9e-06	0	0.065	10	0.12
275	0.19	0.015	0	0.19	0.19	0	0.0082	0.19	0.0053	0	0.22	0	0	0.0077	10	0.12
276	0.093	0.015	0.0012	0.093	0.093	0.00051	0.09	0.093	0.14	0.00051	0.18	0.0012	0	0.2	13	0.16
277	0.068	0.0035	1.5e-06	0.068	0.068	3.8e-05	0.0029	0.068	0.2	3.8e-05	0.24	1.5e-06	0	0.29	13	0.16
278	0.021	0.00022	0	0.021	0.021	5.8e-06	1.4e-05	0.021	0.3	5.8e-06	0.19	0	0	0.43	13	0.16
279	0.082	0.0084	8.9e-05	0.082	0.082	0.00027	0.023	0.082	0.18	0.00027	0.21	8.9e-05	0	0.26	13	0.16
280	0.023	0.00051	0	0.023	0.023	0.00013	0.00013	0.023	0.31	0.00013	0.16	0	0	0.44	13	0.16
281	0.028	0.0029	0.00014	0.028	0.028	0.034	0.012	0.028	0.29	0.034	0.097	0.00014	0	0.42	13	0.16
282	0.1	0.027	0.0087	0.1	0.1	7.9e-05	0.29	0.1	0.053	7.9e-05	0.13	0.0087	0	0.076	6	0.071
283	0.013	0.015	0.1	0.013	0.013	0	0.73	0.013	8.6e-05	0	0.0038	0.1	0	0.00012	6	0.071
284	0.03	0.0028	8.3e-05	0.03	0.03	0.021	0.0098	0.03	0.29	0.021	0.11	8.3e-05	0	0.42	13	0.16
285	0.00034	0	0	0.00034	0.00034	0.00044	0	0.00034	0.4	0.00044	0.017	0	0	0.58	13	0.16
286	0.045	0.051	0.0054	0.045	0.045	0	0.75	0.045	5.8e-06	0	0.0064	0.0054	0	8.4e-06	6	0.071
287	8.3e-05	0	0	8.3e-05	8.3e-05	0.0028	0	8.3e-05	0.4	0.0028	0.0069	0	0	0.58	13	0.16
288	0.062	0.0017	0	0.062	0.062	2.6e-06	0.0004	0.062	0.19	2.6e-06	0.29	0	0	0.27	10	0.12
289	3.5e-05	0	0	3.5e-05	3.5e-05	0.35	0	3.5e-05	0.12	0.35	0.0014	0	0	0.18	5	0.24
290	0.0059	4.4e-05	0	0.0059	0.0059	0.00012	2.3e-06	0.0059	0.36	0.00012	0.085	0	0	0.53	13	0.16
291	0.015	0.00049	0	0.015	0.015	0.004	0.00032	0.015	0.34	0.004	0.093	0	0	0.5	13	0.16
292	0.021	0.00033	0	0.021	0.021	4.2e-05	4.9e-05	0.021	0.31	4.2e-05	0.16	0	0	0.44	13	0.16
293	0.0015	0	0	0.0015	0.0015	0	0	0.0015	0.37	0	0.082	0	0	0.54	13	0.16
294	0.012	0.00053	1.1e-06	0.012	0.012	0.022	0.00063	0.012	0.34	0.022	0.071	1.1e-06	0	0.49	13	0.16
295	0.097	0.024	0.0077	0.097	0.097	0.00025	0.25	0.097	0.075	0.00025	0.14	0.0077	0	0.11	6	0.071
296	0.018	0.028	0.024	0.018	0.018	0	0.85	0.018	4.3e-06	0	0.0026	0.024	0	6.2e-06	6	0.071
297	0.025	0.0023	7.7e-05	0.025	0.025	0.035	0.0083	0.025	0.3	0.035	0.092	7.7e-05	0	0.43	13	0.16
298	0.09	0.062	0.0024	0.09	0.09	0	0.55	0.09	5.2e-05	0	0.021	0.0024	0	7.6e-05	6	0.071
299	0.082	0.032	0.021	0.082	0.082	4.1e-06	0.49	0.082	0.014	4.1e-06	0.073	0.021	0	0.02	6	0.071
300	0.00026	1.7e-06	0	0.00026	0.00026	0.16	0	0.00026	0.27	0.16	0.0068	0	0	0.4	13	0.16
301	0.14	0.035	0.0022	0.14	0.14	0	0.23	0.14	0.019	0	0.14	0.0022	0	0.027	6	0.071
302	0.082	0.012	0.00055	0.082	0.082	0.00087	0.055	0.082	0.17	0.00087	0.18	0.00055	0	0.25	13	0.16
303	0.0019	5.5e-05	0	0.0019	0.0019	0.18	4.3e-05	0.0019	0.25	0.18	0.018	0	0	0.36	13	0.16
304	0.11	0.019	0.0012	0.11	0.11	0.00013	0.11	0.11	0.1	0.00013	0.19	0.0012	0	0.15	10	0.12
305	0.075	0.034	0.022	0.075	0.075	0	0.55	0.075	0.006	0	0.054	0.022	0	0.0087	6	0.071
306	0.0028	6e-05	0	0.0028	0.0028	0.066	2.8e-05	0.0028	0.34	0.066	0.029	0	0	0.49	13	0.16
307	0.021	0.00015	0	0.021	0.021	0	4.8e-06	0.021	0.28	0	0.23	0	0	0.41	13	0.16
308	0.1	0.028	0.0089	0.1	0.1	7.3e-05	0.3	0.1	0.051	7.3e-05	0.13	0.0089	0	0.074	6	0.071
309	0.12	0.014	0.00011	0.12	0.12	1.3e-05	0.038	0.12	0.094	1.3e-05	0.24	0.00011	0	0.14	10	0.12
310	0	0	0	0	0	0.5	0	0	0.00041	0.5	0	0	0	0.00059	5	0.24
311	0.13	0.0022	0	0.13	0.13	0	9.8e-05	0.13	0.021	0	0.42	0	0	0.03	10	0.12
312	0.066	0.012	0.0027	0.066	0.066	0.0064	0.098	0.066	0.19	0.0064	0.14	0.0027	0	0.27	13	0.16
313	0.095	0.012	0.00027	0.095	0.095	0.0002	0.044	0.095	0.15	0.0002	0.21	0.00027	0	0.21	13	0.16
314	0.091	0.0088	5.1e-05	0.091	0.091	8.8e-05	0.019	0.091	0.16	8.8e-05	0.23	5.1e-05	0	0.23	10	0.12
315	0.13	0.029	0.0018	0.13	0.13	4.6e-06	0.18	0.13	0.038	4.6e-06	0.16	0.0018	0	0.056	6	0.071
316	0.0095	0.00052	3.3e-06	0.0095	0.0095	0.072	0.00092	0.0095	0.31	0.072	0.053	3.3e-06	0	0.45	13	0.16
317	0.0075	0.0087	0.19	0.0075	0.0075	0	0.58	0.0075	0.00018	0	0.0029	0.19	0	0.00026	6	0.071
318	0.17	0.024	7e-05	0.17	0.17	0	0.053	0.17	0.018	0	0.2	7e-05	0	0.026	10	0.12
319	0.0019	7.3e-06	0	0.0019	0.0019	0.0002	0	0.0019	0.39	0.0002	0.046	0	0	0.56	13	0.16
320	0.17	0.015	3.5e-06	0.17	0.17	0	0.013	0.17	0.018	0	0.25	3.5e-06	0	0.027	10	0.12
321	0.12	0.0089	7.1e-06	0.12	0.12	2.1e-06	0.01	0.12	0.093	2.1e-06	0.28	7.1e-06	0	0.14	10	0.12
322	0.12	0.037	0.0054	0.12	0.12	0	0.34	0.12	0.014	0	0.11	0.0054	0	0.02	6	0.071
323	0.028	0.035	0.017	0.028	0.028	0	0.81	0.028	1.1e-05	0	0.0047	0.017	0	1.6e-05	6	0.071
324	0.1	0.018	0.0017	0.1	0.1	0.00028	0.12	0.1	0.11	0.00028	0.18	0.0017	0	0.16	10	0.12
325	0.048	0.0024	1.5e-06	0.048	0.048	0.00021	0.0021	0.048	0.25	0.00021	0.19	1.5e-06	0	0.36	13	0.16
326	0.068	0.014	0.0058	0.068	0.068	0.0068	0.15	0.068	0.17	0.0068	0.13	0.0058	0	0.24	13	0.16
327	0.00049	0	0	0.00049	0.00049	0.00011	0	0.00049	0.4	0.00011	0.024	0	0	0.58	13	0.16
328	0.078	0.0051	5.5e-06	0.078	0.078	4.4e-05	0.0059	0.078	0.18	4.4e-05	0.24	5.5e-06	0	0.26	13	0.16
329	0.14	0.022	0.00034	0.14	0.14	3.2e-06	0.08	0.14	0.053	3.2e-06	0.21	0.00034	0	0.076	10	0.12
330	0.011	0.00015	0	0.011	0.011	5.8e-05	1.9e-05	0.011	0.35	5.8e-05	0.097	0	0	0.51	13	0.16
331	0.00083	3.7e-06	0	0.00083	0.00083	0.0011	0	0.00083	0.4	0.0011	0.02	0	0	0.58	13	0.16
332	0.14	0.012	6.5e-06	0.14	0.14	0.002	0.013	0.14	0.061	0.002	0.26	6.5e-06	0	0.088	10	0.12
333	0.028	0.0018	6.6e-06	0.028	0.028	0.0019	0.003	0.028	0.32	0.0019	0.11	6.6e-06	0	0.46	13	0.16
334	0.0067	0.01	0.12	0.0067	0.0067	0.032	0.66	0.0067	2.9e-05	0.032	0.0015	0.12	0	4.2e-05	6	0.071
335	0.00072	0.0074	0.037	0.00072	0.00072	0.041	0.83	0.00072	0	0.041	9.9e-06	0.037	0	0	6	0.071
336	0.0058	4.4e-05	0	0.0058	0.0058	2.7e-05	2.2e-06	0.0058	0.37	2.7e-05	0.077	0	0	0.53	13	0.16
337	0.084	0.02	0.0059	0.084	0.084	0.016	0.2	0.084	0.11	0.016	0.13	0.0059	0	0.16	6	0.071
338	0.00049	0	0	0.00049	0.00049	0.00084	0	0.00049	0.4	0.00084	0.016	0	0	0.58	13	0.16
339	0.066	0.0061	3.8e-05	0.066	0.066	0.0018	0.014	0.066	0.22	0.0018	0.18	3.8e-05	0	0.32	13	0.16
340	0.00014	0	0	0.00014	0.00014	0.015	0	0.00014	0.39	0.015	0.006	0	0	0.57	13	0.16
341	0.055	0.0027	0	0.055	0.055	0.00036	0.002	0.055	0.23	0.00036	0.2	0	0	0.34	13	0.16
342	0.046	0.0027	3.4e-06	0.046	0.046	0.0006	0.0032	0.046	0.27	0.0006	0.16	3.4e-06	0	0.38	13	0.16
343	0	0	0	0	0	0.39	0	0	0.086	0.39	8.1e-05	0	0	0.12	5	0.24
344	0.0004	0	0	0.0004	0.0004	0.0032	0	0.0004	0.4	0.0032	0.012	0	0	0.58	13	0.16
345	0.037	0.004	0.00018	0.037	0.037	0.017	0.017	0.037	0.28	0.017	0.12	0.00018	0	0.4	13	0.16
346	0.028	0.044	0.0071	0.028	0.028	0	0.83	0.028	1.2e-06	0	0.0029	0.0071	0	1.8e-06	6	0.071
347	0.16	0.012	1.2e-06	0.16	0.16	0	0.0075	0.16	0.021	0	0.27	1.2e-06	0	0.03	10	0.12
348	0.0063	0.00018	0	0.0063	0.0063	0.023	0.0001	0.0063	0.36	0.023	0.052	0	0	0.52	13	0.16
349	0.017	0.00041	0	0.017	0.017	0.00055	0.00014	0.017	0.33	0.00055	0.12	0	0	0.48	13	0.16
350	0.044	0.0051	0.00026	0.044	0.044	0.011	0.023	0.044	0.26	0.011	0.13	0.00026	0	0.38	13	0.16
351	0.027	0.00074	0	0.027	0.027	0.00018	0.00027	0.027	0.3	0.00018	0.16	0	0	0.43	13	0.16
352	0.0066	0.00022	0	0.0066	0.0066	0.037	0.00018	0.0066	0.35	0.037	0.05	0	0	0.5	13	0.16
353	0.035	0.0033	8.4e-05	0.035	0.035	0.013	0.011	0.035	0.29	0.013	0.12	8.4e-05	0	0.41	13	0.16
354	0.08	0.016	0.0036	0.08	0.08	0.0022	0.13	0.08	0.15	0.0022	0.15	0.0036	0	0.22	13	0.16
355	0.036	0.0014	0	0.036	0.036	0.00027	0.00094	0.036	0.28	0.00027	0.17	0	0	0.4	13	0.16
356	0.098	0.022	0.0047	0.098	0.098	0.00034	0.19	0.098	0.094	0.00034	0.15	0.0047	0	0.14	6	0.071
357	0.029	0.044	0.0071	0.029	0.029	0	0.82	0.029	1.3e-06	0	0.0029	0.0071	0	1.9e-06	6	0.071
358	0.095	0.036	0.012	0.095	0.095	0	0.46	0.095	0.0094	0	0.076	0.012	0	0.014	6	0.071
359	3e-06	0	0	3e-06	3e-06	0.28	0	3e-06	0.18	0.28	0.00049	0	0	0.26	5	0.24
360	0.16	0.023	0.00012	0.16	0.16	0	0.059	0.16	0.031	0	0.22	0.00012	0	0.044	10	0.12
361	8.3e-05	0	0	8.3e-05	8.3e-05	0.28	0	8.3e-05	0.18	0.28	0.0028	0	0	0.25	5	0.24
362	0.02	0.018	0.077	0.02	0.02	0.037	0.66	0.02	0.00059	0.037	0.0085	0.077	0	0.00086	6	0.071
363	0.018	0.019	0.062	0.018	0.018	0.039	0.7	0.018	0.00017	0.039	0.0057	0.062	0	0.00025	6	0.071
364	0.0004	0.0032	0.17	0.0004	0.0004	0.024	0.62	0.0004	0	0.024	1.3e-05	0.17	0	0	6	0.071
365	0.084	0.017	0.0044	0.084	0.084	0.0016	0.15	0.084	0.14	0.0016	0.15	0.0044	0	0.2	13	0.16
366	0.037	0.0014	0	0.037	0.037	0.00017	0.00072	0.037	0.28	0.00017	0.17	0	0	0.4	13	0.16
367	0.15	0.0073	0	0.15	0.15	0.00055	0.0025	0.15	0.039	0.00055	0.31	0	0	0.057	10	0.12
368	0.06	0.01	0.0016	0.06	0.06	0.0086	0.075	0.06	0.22	0.0086	0.13	0.0016	0	0.31	13	0.16
369	0.0002	0	0	0.0002	0.0002	0.023	0	0.0002	0.39	0.023	0.007	0	0	0.56	13	0.16
370	0.052	0.033	0.02	0.052	0.052	0.042	0.61	0.052	0.00099	0.042	0.023	0.02	0	0.0014	6	0.071
371	0.079	0.0048	2.4e-06	0.079	0.079	0.0007	0.0044	0.079	0.18	0.0007	0.23	2.4e-06	0	0.26	13	0.16
372	0.014	6.4e-05	0	0.014	0.014	0	0	0.014	0.31	0	0.18	0	0	0.45	13	0.16
373	0.15	0.05	0.001	0.15	0.15	0	0.28	0.15	0.0016	0	0.08	0.001	0	0.0023	6	0.071
374	0.00077	5.9e-06	0	0.00077	0.00077	0.043	0	0.00077	0.37	0.043	0.016	0	0	0.53	13	0.16
375	0.12	0.026	0.0024	0.12	0.12	3.1e-05	0.17	0.12	0.061	3.1e-05	0.17	0.0024	0	0.088	6	0.071
376	5e-06	0	0	5e-06	5e-06	0.28	0	5e-06	0.18	0.28	0.00063	0	0	0.26	5	0.24
377	0.042	0.0037	5.2e-05	0.042	0.042	0.0047	0.01	0.042	0.27	0.0047	0.14	5.2e-05	0	0.39	13	0.16
378	0.034	0.0045	0.00053	0.034	0.034	0.039	0.026	0.034	0.27	0.039	0.1	0.00053	0	0.39	13	0.16
379	0.059	0.057	0.0023	0.059	0.059	0.052	0.59	0.059	9.6e-06	0.052	0.0085	0.0023	0	1.4e-05	6	0.071
380	0.00046	0.0031	0.2	0.00046	0.00046	0	0.6	0.00046	0	0	1.9e-05	0.2	0	0	6	0.071
381	0	0	0	0	0	0.42	0	0	0.064	0.42	2.8e-05	0	0	0.092	5	0.24
382	0.085	0.0022	0	0.085	0.085	0	0.00039	0.085	0.12	0	0.35	0	0	0.18	10	0.12
383	0.086	0.042	0.011	0.086	0.086	0	0.54	0.086	0.0019	0	0.047	0.011	0	0.0028	6	0.071
384	0.14	0.014	2.3e-05	0.14	0.14	0	0.023	0.14	0.055	0	0.26	2.3e-05	0	0.079	10	0.12
385	0.022	0.0011	2.7e-06	0.022	0.022	0.0066	0.0015	0.022	0.32	0.0066	0.11	2.7e-06	0	0.47	13	0.16
386	0.044	0.0005	0	0.044	0.044	0	2.9e-05	0.044	0.21	0	0.32	0	0	0.3	10	0.12
387	0.088	0.014	0.00095	0.088	0.088	0.00074	0.075	0.088	0.15	0.00074	0.18	0.00095	0	0.22	13	0.16
388	0.047	0.032	0.03	0.047	0.047	0	0.7	0.047	0.0007	0	0.021	0.03	0	0.001	6	0.071
389	0.11	0.042	0.006	0.11	0.11	0	0.42	0.11	0.0043	0	0.073	0.006	0	0.0062	6	0.071
390	0.077	0.01	0.00045	0.077	0.077	0.0012	0.046	0.077	0.19	0.0012	0.18	0.00045	0	0.27	13	0.16
391	0.0054	0.00011	0	0.0054	0.0054	0.011	3.8e-05	0.0054	0.37	0.011	0.052	0	0	0.53	13	0.16
392	0.016	0.02	0.065	0.016	0.016	0	0.78	0.016	4.8e-05	0	0.0041	0.065	0	6.9e-05	6	0.071
393	0.18	0.0035	0	0.18	0.18	0	7.2e-05	0.18	0.00065	0	0.26	0	0	0.00095	10	0.12
394	0.054	0.035	0.024	0.054	0.054	0	0.67	0.054	0.00082	0	0.024	0.024	0	0.0012	6	0.071
395	0.0071	0.00016	0	0.0071	0.0071	0.0072	6.1e-05	0.0071	0.37	0.0072	0.062	0	0	0.53	13	0.16
396	8.7e-05	0	0	8.7e-05	8.7e-05	0.12	0	8.7e-05	0.31	0.12	0.0039	0	0	0.45	13	0.16
397	0	0	0	0	0	0.013	0	0	0.4	0.013	0	0	0	0.58	13	0.16
398	9.2e-06	0	0	9.2e-06	9.2e-06	0.095	0	9.2e-06	0.33	0.095	0.00011	0	0	0.48	13	0.16
399	0.027	0.024	0.057	0.027	0.027	0	0.75	0.027	0.00028	0	0.0099	0.057	0	0.00041	6	0.071
400	0.099	0.019	0.0024	0.099	0.099	0.012	0.14	0.099	0.1	0.012	0.17	0.0024	0	0.15	10	0.12
401	0.0093	0.00025	0	0.0093	0.0093	0.0069	0.00013	0.0093	0.36	0.0069	0.071	0	0	0.52	13	0.16
402	0.053	0.0035	8.5e-06	0.053	0.053	0.00047	0.0052	0.053	0.24	0.00047	0.19	8.5e-06	0	0.35	13	0.16
403	0.015	8.1e-05	0	0.015	0.015	1e-06	1.7e-06	0.015	0.3	1e-06	0.2	0	0	0.44	13	0.16
404	0.15	0.051	0.00092	0.15	0.15	0	0.27	0.15	0.0014	0	0.079	0.00092	0	0.002	6	0.071
405	0.16	0.028	0.00037	0.16	0.16	0	0.1	0.16	0.024	0	0.19	0.00037	0	0.035	10	0.12
406	0.086	0.029	0.019	0.086	0.086	4.3e-05	0.42	0.086	0.032	4.3e-05	0.095	0.019	0	0.046	6	0.071
407	0.048	0.0039	2.9e-05	0.048	0.048	0.0018	0.0085	0.048	0.26	0.0018	0.16	2.9e-05	0	0.37	13	0.16
408	0.0012	0.0047	0.18	0.0012	0.0012	0	0.62	0.0012	0	0	9.6e-05	0.18	0	0	6	0.071
409	0.17	0.025	4.2e-05	0.17	0.17	0	0.045	0.17	0.013	0	0.2	4.2e-05	0	0.019	10	0.12
410	0.039	0.0035	5.8e-05	0.039	0.039	0.007	0.01	0.039	0.28	0.007	0.13	5.8e-05	0	0.41	13	0.16
411	0.0053	9.8e-05	0	0.0053	0.0053	0.0074	2.9e-05	0.0053	0.37	0.0074	0.054	0	0	0.54	13	0.16
412	0.069	0.003	0	0.069	0.069	1.4e-05	0.0017	0.069	0.19	1.4e-05	0.26	0	0	0.27	13	0.16
413	0.058	0.002	0	0.058	0.058	1.3e-05	0.00079	0.058	0.21	1.3e-05	0.25	0	0	0.3	13	0.16
414	0.032	0.0019	4.8e-06	0.032	0.032	0.0024	0.0027	0.032	0.3	0.0024	0.14	4.8e-06	0	0.43	13	0.16
415	0	0	0	0	0	0.48	0	0	0.012	0.48	3.1e-05	0	0	0.018	5	0.24
416	0.095	0.02	0.0039	0.095	0.095	0.0005	0.17	0.095	0.11	0.0005	0.16	0.0039	0	0.16	6	0.071
417	0.03	0.002	9.8e-06	0.03	0.03	0.0054	0.0035	0.03	0.3	0.0054	0.12	9.8e-06	0	0.44	13	0.16
418	0.15	0.05	0.001	0.15	0.15	0	0.27	0.15	0.0016	0	0.082	0.001	0	0.0024	6	0.071
419	0.15	0.047	0.0012	0.15	0.15	0	0.27	0.15	0.0025	0	0.09	0.0012	0	0.0037	6	0.071
420	0.062	0.011	0.0031	0.062	0.062	0.0096	0.098	0.062	0.2	0.0096	0.13	0.0031	0	0.29	13	0.16
421	0.033	0.00054	0	0.033	0.033	6e-06	6.7e-05	0.033	0.26	6e-06	0.23	0	0	0.38	13	0.16
422	0.11	0.034	0.0082	0.11	0.11	2.5e-06	0.36	0.11	0.019	2.5e-06	0.11	0.0082	0	0.027	6	0.071
423	0	0	0	0	0	0.49	0	0	0.0071	0.49	1.2e-05	0	0	0.01	5	0.24
424	0.027	0.0027	0.00012	0.027	0.027	0.037	0.011	0.027	0.29	0.037	0.094	0.00012	0	0.42	13	0.16
425	0.00046	0.0027	0.21	0.00046	0.00046	0.02	0.53	0.00046	0	0.02	2.3e-05	0.21	0	0	6	0.071
