SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
177	0.068	0.28	0.0015	0.00014	0.0015	0.00014	0.23	9.2e-05	0.078	0	0.0015	0.00063	0	0.14	0.069	0	0.068	0.068	1	0.11
178	0.011	0.0069	0	0.055	0	0.055	0.8	0.038	0.012	0	0	0.00052	0	2.4e-05	0.00019	0	0.011	0.011	6	0.16
179	0.035	0.035	0	0.0023	0	0.0023	0.81	0.0016	0.04	0	0	0.00098	0	0.0002	0.0013	0	0.035	0.035	6	0.16
180	0.006	0.0036	0	0.12	0	0.12	0.65	0.082	0.0068	0	0	0.00033	0	2e-05	0.00011	0	0.006	0.006	6	0.16
181	0.027	0.035	2.1e-06	0.025	2.1e-06	0.025	0.78	0.017	0.031	0	2.1e-06	0.00076	0	0.0011	0.0024	0	0.027	0.027	6	0.16
182	0.014	0.014	0	0.089	0	0.089	0.69	0.061	0.016	0	0	0.0005	0	0.00031	0.00077	0	0.014	0.014	6	0.16
183	0.087	0.29	9.4e-05	2.8e-05	9.4e-05	2.8e-05	0.27	1.9e-05	0.1	0	9.4e-05	0.00083	0	0.037	0.044	0	0.087	0.087	1	0.11
184	0.064	0.15	8.2e-05	0.0014	8.2e-05	0.0014	0.54	0.00097	0.073	0	8.2e-05	0.00096	0	0.019	0.02	0	0.064	0.064	6	0.16
185	0.00021	3e-06	0	0.036	0	0.036	0.9	0.025	0.00024	0	0	0.00012	0	0	0	0	0.00021	0.00021	6	0.16
186	0.039	0.29	0.0055	0	0.0055	0	0.035	0	0.044	0	0.0055	0.00019	0	0.38	0.12	0	0.039	0.039	13	0.071
187	0.056	0.05	0	6.8e-05	0	6.8e-05	0.72	4.7e-05	0.064	0	0	0.0013	0	6.1e-05	0.0011	0	0.056	0.056	6	0.16
188	0.074	0.13	1.6e-06	0.00015	1.6e-06	0.00015	0.55	0.00011	0.085	0	1.6e-06	0.0012	0	0.0027	0.0091	0	0.074	0.074	6	0.16
189	0.095	0.4	3.7e-05	0	3.7e-05	0	0.11	0	0.11	0	3.7e-05	0.0006	0	0.035	0.06	0	0.095	0.095	1	0.11
190	0.076	0.37	0.00048	2.8e-06	0.00048	2.8e-06	0.11	1.9e-06	0.087	0	0.00048	0.0005	0	0.11	0.086	0	0.076	0.076	1	0.11
191	0.098	0.14	0	3.6e-06	0	3.6e-06	0.44	2.5e-06	0.11	0	0	0.0014	0	0.00042	0.0051	0	0.098	0.098	6	0.16
192	0.043	0.11	0.00079	0.022	0.00079	0.022	0.58	0.015	0.049	0	0.00079	0.00076	0	0.044	0.021	0	0.043	0.043	6	0.16
193	0.0049	0.0013	0	0.041	0	0.041	0.87	0.028	0.0056	0	0	0.00041	0	0	1e-05	0	0.0049	0.0049	6	0.16
194	0.092	0.51	2.5e-06	0	2.5e-06	0	0.022	0	0.11	0	2.5e-06	0.00031	0	0.016	0.064	0	0.092	0.092	1	0.11
195	0.067	0.24	0.001	0.00053	0.001	0.00053	0.33	0.00036	0.077	0	0.001	0.00075	0	0.094	0.052	0	0.067	0.067	6	0.16
196	0.065	0.23	0.0013	0.00068	0.0013	0.00068	0.33	0.00047	0.075	0	0.0013	0.00073	0	0.1	0.053	0	0.065	0.065	6	0.16
197	0.064	0.21	0.00092	0.0012	0.00092	0.0012	0.39	0.0008	0.074	0	0.00092	0.00079	0	0.08	0.044	0	0.064	0.064	6	0.16
198	0.098	0.17	0	6.1e-06	0	6.1e-06	0.41	4.2e-06	0.11	0	0	0.0013	0	0.0012	0.0088	0	0.098	0.098	6	0.16
199	0.002	0.00029	0	0.073	0	0.073	0.8	0.05	0.0023	0	0	0.00026	0	0	0	0	0.002	0.002	6	0.16
200	0.079	0.45	0.00011	0	0.00011	0	0.048	0	0.09	0	0.00011	0.00036	0	0.076	0.094	0	0.079	0.079	1	0.11
201	0.073	0.49	4.2e-05	0.006	4.2e-05	0.006	0.034	0.0041	0.084	0	4.2e-05	0.00025	0	0.058	0.098	0	0.073	0.073	1	0.11
202	0.0063	0.1	0.02	0.032	0.02	0.032	0.0017	0.022	0.0072	0	0.02	1.4e-05	0	0.63	0.095	0	0.0063	0.0063	13	0.071
203	0.048	0.17	0.0017	0.0078	0.0017	0.0078	0.47	0.0053	0.055	0	0.0017	0.0006	0	0.095	0.04	0	0.048	0.048	6	0.16
204	4.7e-05	0.0058	0.048	0.029	0.048	0.029	0	0.02	5.4e-05	0	0.048	0	0	0.74	0.03	0	4.7e-05	4.7e-05	13	0.071
205	0.036	0.093	0.00052	0.014	0.00052	0.014	0.67	0.0099	0.041	0	0.00052	0.00061	0	0.033	0.017	0	0.036	0.036	6	0.16
206	0.0031	0.00058	0	0.0095	0	0.0095	0.96	0.0065	0.0035	0	0	0.0003	0	0	2.4e-06	0	0.0031	0.0031	6	0.16
207	3.3e-05	0.0038	0.079	0.024	0.079	0.024	0	0.016	3.8e-05	0	0.079	0	0	0.67	0.021	0	3.3e-05	3.3e-05	13	0.071
208	8.2e-05	0.0059	0.086	0.023	0.086	0.023	0	0.016	9.4e-05	0	0.086	0	0	0.65	0.023	0	8.2e-05	8.2e-05	13	0.071
209	0.00037	0.017	0.052	0.029	0.052	0.029	1.1e-05	0.02	0.00042	0	0.052	0	0	0.71	0.042	0	0.00037	0.00037	13	0.071
210	0.057	0.17	0.00029	0.0037	0.00029	0.0037	0.51	0.0025	0.065	0	0.00029	0.00071	0	0.042	0.031	0	0.057	0.057	6	0.16
211	0.0008	0.085	0.0011	0.044	0.0011	0.044	0	0.03	0.00092	0	0.0011	0	0	0.62	0.18	0	0.0008	0.0008	13	0.071
212	0.0073	0.11	0.026	0	0.026	0	0.0018	0	0.0083	0	0.026	1.8e-05	0	0.68	0.097	0	0.0073	0.0073	13	0.071
213	0.12	0.43	0	0	0	0	0.05	0	0.13	0	0	0.00053	0	0.0041	0.032	0	0.12	0.12	1	0.11
214	0.024	0.027	0	0.026	0	0.026	0.8	0.018	0.028	0	0	0.00074	0	0.00055	0.0016	0	0.024	0.024	6	0.16
215	0.073	0.099	0	5.3e-05	0	5.3e-05	0.59	3.6e-05	0.084	0	0	0.0013	0	0.00051	0.0041	0	0.073	0.073	6	0.16
216	0.075	0.37	0.0005	2.6e-06	0.0005	2.6e-06	0.11	1.8e-06	0.086	0	0.0005	0.00049	0	0.12	0.087	0	0.075	0.075	1	0.11
217	8.7e-05	0.0066	0.085	0	0.085	0	0	0	0.0001	0	0.085	0	0	0.71	0.026	0	8.7e-05	8.7e-05	13	0.071
218	0.0011	0.044	0.024	0	0.024	0	1.9e-05	0	0.0012	0	0.024	0	0	0.8	0.081	0	0.0011	0.0011	13	0.071
219	0.027	0.019	0	0.0019	0	0.0019	0.86	0.0013	0.031	0	0	0.00093	0	3.1e-05	0.00043	0	0.027	0.027	6	0.16
220	0.013	0.0037	0	0.00094	0	0.00094	0.94	0.00064	0.015	0	0	0.00076	0	0	2.1e-05	0	0.013	0.013	6	0.16
221	0.03	0.03	0	0.0058	0	0.0058	0.83	0.0039	0.034	0	0	0.00089	0	0.00023	0.0012	0	0.03	0.03	6	0.16
222	0.0019	0.00029	0	0.093	0	0.093	0.74	0.064	0.0021	0	0	0.00024	0	0	1.1e-06	0	0.0019	0.0019	6	0.16
223	0	0	0	0.35	0	0.35	0.052	0.24	0	0	0	1.6e-06	0	0	0	0	0	0	3	0.24
224	0.02	0.02	0	0.029	0	0.029	0.82	0.02	0.023	0	0	0.0007	0	0.00024	0.0009	0	0.02	0.02	6	0.16
225	0.02	0.023	2e-06	0.059	2e-06	0.059	0.73	0.041	0.023	0	2e-06	0.00062	0	0.0008	0.0016	0	0.02	0.02	6	0.16
226	0.053	0.12	0.00011	0.005	0.00011	0.005	0.61	0.0034	0.061	0	0.00011	0.00091	0	0.018	0.017	0	0.053	0.053	6	0.16
227	0.15	0.16	0	0	0	0	0.22	0	0.17	0	0	0.0015	0	1.5e-05	0.0019	0	0.15	0.15	6	0.16
228	0.11	0.34	5.4e-06	0	5.4e-06	0	0.17	0	0.12	0	5.4e-06	0.00082	0	0.012	0.035	0	0.11	0.11	1	0.11
229	0.0055	0.12	0.011	0	0.011	0	0.00034	0	0.0063	0	0.011	7.6e-06	0	0.69	0.13	0	0.0055	0.0055	13	0.071
230	0.072	0.3	0.00098	6.8e-05	0.00098	6.8e-05	0.21	4.7e-05	0.082	0	0.00098	0.00064	0	0.12	0.069	0	0.072	0.072	1	0.11
231	0.078	0.28	0.00036	0.0001	0.00036	0.0001	0.28	6.8e-05	0.089	0	0.00036	0.00078	0	0.066	0.052	0	0.078	0.078	6	0.16
232	0.057	0.23	0.0038	0.00079	0.0038	0.00079	0.27	0.00054	0.065	0	0.0038	0.00061	0	0.18	0.065	0	0.057	0.057	6	0.16
233	0.024	0.37	0.00094	0	0.00094	0	0.0019	0	0.028	0	0.00094	4e-05	0	0.34	0.19	0	0.024	0.024	1	0.11
234	0.06	0.12	1.8e-05	0.0014	1.8e-05	0.0014	0.6	0.00099	0.069	0	1.8e-05	0.001	0	0.0078	0.012	0	0.06	0.06	6	0.16
235	0.13	0.34	0	0	0	0	0.11	0	0.15	0	0	0.00083	0	0.0016	0.018	0	0.13	0.13	1	0.11
236	0.00043	0.019	0.056	0	0.056	0	9.5e-06	0	0.00049	0	0.056	0	0	0.76	0.046	0	0.00043	0.00043	13	0.071
237	0.062	0.19	0.00061	0.0021	0.00061	0.0021	0.46	0.0014	0.071	0	0.00061	0.00084	0	0.058	0.035	0	0.062	0.062	6	0.16
238	0.0021	0.068	0.014	0.036	0.014	0.036	8.8e-05	0.024	0.0024	0	0.014	0	0	0.69	0.096	0	0.0021	0.0021	13	0.071
239	4e-05	0.0059	0.038	0.03	0.038	0.03	0	0.021	4.6e-05	0	0.038	0	0	0.77	0.033	0	4e-05	4e-05	13	0.071
240	0.013	0.18	0.0092	0.031	0.0092	0.031	0.0043	0.021	0.015	0	0.0092	3.2e-05	0	0.53	0.12	0	0.013	0.013	13	0.071
241	9.9e-05	0.0062	0.094	0.022	0.094	0.022	0	0.015	0.00011	0	0.094	0	0	0.63	0.022	0	9.9e-05	9.9e-05	13	0.071
242	0	0.00048	0.11	0.018	0.11	0.018	0	0.013	0	0	0.11	0	0	0.63	0.0083	0	0	0	13	0.071
243	0.00011	0.02	0.0056	0.041	0.0056	0.041	0	0.028	0.00013	0	0.0056	0	0	0.77	0.082	0	0.00011	0.00011	13	0.071
244	0.045	0.2	0.0061	0.013	0.0061	0.013	0.27	0.0091	0.051	0	0.0061	0.00043	0	0.22	0.067	0	0.045	0.045	6	0.16
245	0	9.5e-05	0.21	0.0085	0.21	0.0085	0	0.0058	0	0	0.21	0	0	0.36	0.0023	0	0	0	13	0.071
246	0.0034	0.098	0.0088	0.036	0.0088	0.036	0.00016	0.025	0.0039	0	0.0088	3.4e-06	0	0.65	0.12	0	0.0034	0.0034	13	0.071
247	0.00068	0.026	0.043	0.03	0.043	0.03	3.2e-05	0.021	0.00078	0	0.043	0	0	0.71	0.051	0	0.00068	0.00068	13	0.071
248	0.00089	0.047	0.012	0.038	0.012	0.038	1e-05	0.026	0.001	0	0.012	0	0	0.72	0.091	0	0.00089	0.00089	13	0.071
249	0.0012	0.028	0.072	0.026	0.072	0.026	0.00027	0.018	0.0014	0	0.072	2.3e-06	0	0.64	0.043	0	0.0012	0.0012	13	0.071
250	0.0047	0.14	0.0041	0.036	0.0041	0.036	0.00015	0.025	0.0054	0	0.0041	4.1e-06	0	0.58	0.15	0	0.0047	0.0047	13	0.071
251	5e-05	0.0054	0.061	0.026	0.061	0.026	0	0.018	5.7e-05	0	0.061	0	0	0.71	0.026	0	5e-05	5e-05	13	0.071
252	0.0053	0.076	0.039	0.029	0.039	0.029	0.0028	0.02	0.0061	0	0.039	1.6e-05	0	0.63	0.072	0	0.0053	0.0053	13	0.071
253	0.00026	0.013	0.058	0.028	0.058	0.028	6.4e-06	0.019	0.0003	0	0.058	0	0	0.7	0.037	0	0.00026	0.00026	13	0.071
254	0.043	0.09	3.1e-05	0.0029	3.1e-05	0.0029	0.71	0.002	0.049	0	3.1e-05	0.00074	0	0.0084	0.01	0	0.043	0.043	6	0.16
255	0.059	0.25	0.0013	0.0083	0.0013	0.0083	0.3	0.0057	0.068	0	0.0013	0.00055	0	0.12	0.061	0	0.059	0.059	6	0.16
256	0.034	0.27	0.0054	0.022	0.0054	0.022	0.044	0.015	0.04	0	0.0054	0.00016	0	0.36	0.11	0	0.034	0.034	13	0.071
257	0.032	0.075	0.00024	0.017	0.00024	0.017	0.71	0.012	0.037	0	0.00024	0.0006	0	0.019	0.012	0	0.032	0.032	6	0.16
258	0.011	0.14	0.016	0.03	0.016	0.03	0.0051	0.021	0.012	0	0.016	3.1e-05	0	0.58	0.1	0	0.011	0.011	13	0.071
259	0.068	0.46	0.00013	0.0083	0.00013	0.0083	0.043	0.0057	0.078	0	0.00013	0.00026	0	0.09	0.11	0	0.068	0.068	1	0.11
260	0.0057	0.088	0.028	0.031	0.028	0.031	0.0021	0.021	0.0065	0	0.028	1.4e-05	0	0.64	0.083	0	0.0057	0.0057	13	0.071
261	0.05	0.24	0.0038	0.013	0.0038	0.013	0.23	0.0087	0.057	0	0.0038	0.00044	0	0.2	0.073	0	0.05	0.05	1	0.11
262	0.0075	0.11	0.022	0.031	0.022	0.031	0.003	0.021	0.0086	0	0.022	2e-05	0	0.62	0.092	0	0.0075	0.0075	13	0.071
263	0.0028	0.057	0.038	0.03	0.038	0.03	0.00063	0.021	0.0033	0	0.038	5.6e-06	0	0.67	0.068	0	0.0028	0.0028	13	0.071
264	0.013	0.21	0.0049	0.031	0.0049	0.031	0.0024	0.021	0.015	0	0.0049	2.6e-05	0	0.5	0.14	0	0.013	0.013	13	0.071
265	1.2e-05	0.0023	0.074	0.024	0.074	0.024	0	0.016	1.4e-05	0	0.074	0	0	0.69	0.018	0	1.2e-05	1.2e-05	13	0.071
266	0.032	0.3	0.0031	0.023	0.0031	0.023	0.021	0.015	0.037	0	0.0031	0.00012	0	0.34	0.13	0	0.032	0.032	13	0.071
267	2.1e-06	0.0017	0.015	0.034	0.015	0.034	0	0.023	2.4e-06	0	0.015	0	0	0.83	0.027	0	2.1e-06	2.1e-06	13	0.071
268	0.0015	0.037	0.048	0.029	0.048	0.029	0.00021	0.02	0.0017	0	0.048	2.3e-06	0	0.68	0.055	0	0.0015	0.0015	13	0.071
269	0.011	0.14	0.017	0.031	0.017	0.031	0.0049	0.021	0.012	0	0.017	3e-05	0	0.58	0.1	0	0.011	0.011	13	0.071
270	0.061	0.15	3.3e-05	0.0014	3.3e-05	0.0014	0.56	0.00099	0.07	0	3.3e-05	0.00081	0	0.013	0.018	0	0.061	0.061	6	0.16
271	0.019	0.015	0	0.017	0	0.017	0.86	0.012	0.022	0	0	0.00072	0	7.3e-05	0.00049	0	0.019	0.019	6	0.16
272	0.061	0.26	0.0029	0.00032	0.0029	0.00032	0.24	0.00022	0.069	0	0.0029	0.00059	0	0.18	0.07	0	0.061	0.061	1	0.11
273	0.047	0.12	0.00049	0.014	0.00049	0.014	0.59	0.0095	0.054	0	0.00049	0.00081	0	0.036	0.021	0	0.047	0.047	6	0.16
274	0.11	0.38	1.3e-06	0	1.3e-06	0	0.11	0	0.13	0	1.3e-06	0.00071	0	0.0071	0.033	0	0.11	0.11	1	0.11
275	0.093	0.54	0	0	0	0	0.014	0	0.11	0	0	0.00026	0	0.0087	0.056	0	0.093	0.093	1	0.11
276	0.069	0.24	0.00081	0.00039	0.00081	0.00039	0.33	0.00027	0.08	0	0.00081	0.00076	0	0.087	0.051	0	0.069	0.069	6	0.16
277	0.089	0.17	0	2.8e-05	0	2.8e-05	0.45	1.9e-05	0.1	0	0	0.0012	0	0.0027	0.011	0	0.089	0.089	6	0.16
278	0.071	0.052	0	4.2e-06	0	4.2e-06	0.65	2.9e-06	0.081	0	0	0.0015	0	1.3e-05	0.00068	0	0.071	0.071	6	0.16
279	0.078	0.21	5.9e-05	0.0002	5.9e-05	0.0002	0.41	0.00014	0.09	0	5.9e-05	0.00097	0	0.022	0.028	0	0.078	0.078	6	0.16
280	0.058	0.058	0	9.4e-05	0	9.4e-05	0.7	6.4e-05	0.066	0	0	0.0013	0	0.00012	0.0016	0	0.058	0.058	6	0.16
281	0.037	0.074	9.2e-05	0.026	9.2e-05	0.026	0.68	0.018	0.043	0	9.2e-05	0.00079	0	0.011	0.0097	0	0.037	0.037	6	0.16
282	0.051	0.27	0.006	6.1e-05	0.006	6.1e-05	0.13	4.2e-05	0.058	0	0.006	0.00039	0	0.29	0.092	0	0.051	0.051	13	0.071
283	0.0015	0.034	0.069	0	0.069	0	0.0002	0	0.0017	0	0.069	2.7e-06	0	0.7	0.05	0	0.0015	0.0015	13	0.071
284	0.041	0.079	5.6e-05	0.016	5.6e-05	0.016	0.69	0.011	0.047	0	5.6e-05	0.00084	0	0.0095	0.0094	0	0.041	0.041	6	0.16
285	0.0068	0.00091	0	0.00034	0	0.00034	0.97	0.00024	0.0079	0	0	0.00064	0	0	1.5e-06	0	0.0068	0.0068	6	0.16
286	0.0024	0.12	0.0035	0	0.0035	0	1.3e-05	0	0.0027	0	0.0035	1.1e-06	0	0.7	0.16	0	0.0024	0.0024	13	0.071
287	0.0028	0.00023	0	0.0022	0	0.0022	0.98	0.0015	0.0032	0	0	0.00041	0	0	0	0	0.0028	0.0028	6	0.16
288	0.1	0.15	0	1.8e-06	0	1.8e-06	0.41	1.2e-06	0.12	0	0	0.0014	0	0.00036	0.0051	0	0.1	0.1	6	0.16
289	0.00053	9.1e-05	0	0.26	0	0.26	0.29	0.18	0.00061	0	0	7.6e-05	0	0	0	0	0.00053	0.00053	6	0.16
290	0.032	0.015	0	8.8e-05	0	8.8e-05	0.85	6e-05	0.037	0	0	0.0012	0	2.2e-06	0.00015	0	0.032	0.032	6	0.16
291	0.036	0.038	0	0.003	0	0.003	0.8	0.0021	0.041	0	0	0.00096	0	0.00031	0.0016	0	0.036	0.036	6	0.16
292	0.061	0.053	0	3.1e-05	0	3.1e-05	0.69	2.1e-05	0.07	0	0	0.0014	0	4.6e-05	0.0011	0	0.061	0.061	6	0.16
293	0.031	0.0038	0	0	0	0	0.87	0	0.036	0	0	0.0017	0	0	2.6e-06	0	0.031	0.031	6	0.16
294	0.027	0.032	0	0.017	0	0.017	0.81	0.012	0.031	0	0	0.0008	0	0.00061	0.0018	0	0.027	0.027	6	0.16
295	0.054	0.26	0.0052	0.00019	0.0052	0.00019	0.18	0.00013	0.062	0	0.0052	0.00048	0	0.24	0.081	0	0.054	0.054	1	0.11
296	0.00098	0.048	0.016	0	0.016	0	1e-05	0	0.0011	0	0.016	0	0	0.81	0.092	0	0.00098	0.00098	13	0.071
297	0.036	0.066	5.2e-05	0.027	5.2e-05	0.027	0.7	0.018	0.041	0	5.2e-05	0.00078	0	0.008	0.0078	0	0.036	0.036	6	0.16
298	0.0079	0.23	0.0016	0	0.0016	0	0.00012	0	0.009	0	0.0016	6.1e-06	0	0.53	0.2	0	0.0079	0.0079	13	0.071
299	0.028	0.22	0.014	3.2e-06	0.014	3.2e-06	0.033	2.2e-06	0.033	0	0.014	0.00015	0	0.48	0.11	0	0.028	0.028	13	0.071
300	0.0026	0.00068	0	0.13	0	0.13	0.65	0.085	0.003	0	0	0.00025	0	0	5.6e-06	0	0.0026	0.0026	6	0.16
301	0.055	0.37	0.0015	0	0.0015	0	0.045	0	0.063	0	0.0015	0.00027	0	0.23	0.12	0	0.055	0.055	1	0.11
302	0.069	0.21	0.00037	0.00066	0.00037	0.00066	0.4	0.00045	0.08	0	0.00037	0.00086	0	0.052	0.038	0	0.069	0.069	6	0.16
303	0.0071	0.0051	0	0.14	0	0.14	0.59	0.096	0.0081	0	0	0.00034	0	4.2e-05	0.00018	0	0.0071	0.0071	6	0.16
304	0.073	0.29	0.0008	0.0001	0.0008	0.0001	0.24	6.9e-05	0.084	0	0.0008	0.00069	0	0.1	0.063	0	0.073	0.073	1	0.11
305	0.021	0.2	0.015	0	0.015	0	0.014	0	0.024	0	0.015	8.7e-05	0	0.54	0.11	0	0.021	0.021	13	0.071
306	0.011	0.0074	0	0.051	0	0.051	0.81	0.035	0.013	0	0	0.00054	0	2.7e-05	0.0002	0	0.011	0.011	6	0.16
307	0.081	0.052	0	0	0	0	0.61	0	0.093	0	0	0.0017	0	4.3e-06	0.00047	0	0.081	0.081	6	0.16
308	0.05	0.27	0.0061	5.7e-05	0.0061	5.7e-05	0.12	3.9e-05	0.057	0	0.0061	0.00039	0	0.29	0.093	0	0.05	0.05	13	0.071
309	0.091	0.32	7.4e-05	1e-05	7.4e-05	1e-05	0.22	7e-06	0.1	0	7.4e-05	0.00079	0	0.036	0.048	0	0.091	0.091	1	0.11
310	0	0	0	0.37	0	0.37	0.00094	0.25	0	0	0	0	0	0	0	0	0	0	3	0.24
311	0.15	0.32	0	0	0	0	0.046	0	0.17	0	0	0.00071	0	8.8e-05	0.0068	0	0.15	0.15	1	0.11
312	0.054	0.17	0.0018	0.0049	0.0018	0.0049	0.45	0.0033	0.062	0	0.0018	0.00075	0	0.094	0.04	0	0.054	0.054	6	0.16
313	0.079	0.25	0.00018	0.00015	0.00018	0.00015	0.34	0.0001	0.09	0	0.00018	0.00087	0	0.043	0.04	0	0.079	0.079	6	0.16
314	0.086	0.24	3.4e-05	6.6e-05	3.4e-05	6.6e-05	0.36	4.5e-05	0.098	0	3.4e-05	0.00097	0	0.019	0.029	0	0.086	0.086	6	0.16
315	0.065	0.35	0.0013	3.6e-06	0.0013	3.6e-06	0.093	2.5e-06	0.075	0	0.0013	0.00041	0	0.18	0.099	0	0.065	0.065	1	0.11
316	0.021	0.025	2.2e-06	0.055	2.2e-06	0.055	0.74	0.038	0.024	0	2.2e-06	0.00063	0	0.00089	0.0017	0	0.021	0.021	6	0.16
317	0.0011	0.02	0.13	0	0.13	0	0.00043	0	0.0013	0	0.13	3.2e-06	0	0.56	0.029	0	0.0011	0.0011	13	0.071
318	0.083	0.47	5.1e-05	0	5.1e-05	0	0.045	0	0.096	0	5.1e-05	0.00037	0	0.054	0.086	0	0.083	0.083	1	0.11
319	0.018	0.0052	0	0.00015	0	0.00015	0.92	0.0001	0.021	0	0	0.00094	0	0	2.5e-05	0	0.018	0.018	6	0.16
320	0.1	0.46	2.5e-06	0	2.5e-06	0	0.046	0	0.12	0	2.5e-06	0.00045	0	0.013	0.052	0	0.1	0.1	1	0.11
321	0.11	0.31	4.7e-06	1.6e-06	4.7e-06	1.6e-06	0.22	1.1e-06	0.12	0	4.7e-06	0.00091	0	0.0097	0.029	0	0.11	0.11	1	0.11
322	0.042	0.32	0.0038	0	0.0038	0	0.033	0	0.048	0	0.0038	0.0002	0	0.34	0.13	0	0.042	0.042	13	0.071
323	0.0018	0.073	0.011	0	0.011	0	2.5e-05	0	0.002	0	0.011	1.2e-06	0	0.77	0.11	0	0.0018	0.0018	13	0.071
324	0.069	0.27	0.0012	0.00021	0.0012	0.00021	0.27	0.00014	0.079	0	0.0012	0.00069	0	0.11	0.062	0	0.069	0.069	6	0.16
325	0.072	0.12	0	0.00015	0	0.00015	0.57	0.00011	0.083	0	0	0.0012	0	0.002	0.0076	0	0.072	0.072	6	0.16
326	0.051	0.18	0.004	0.0052	0.004	0.0052	0.39	0.0036	0.058	0	0.004	0.00067	0	0.14	0.048	0	0.051	0.051	6	0.16
327	0.0095	0.0013	0	8.5e-05	0	8.5e-05	0.96	5.8e-05	0.011	0	0	0.00078	0	0	2.1e-06	0	0.0095	0.0095	6	0.16
328	0.09	0.2	3.6e-06	3.3e-05	3.6e-06	3.3e-05	0.41	2.2e-05	0.1	0	3.6e-06	0.0011	0	0.0055	0.016	0	0.09	0.09	6	0.16
329	0.083	0.38	0.00024	2.5e-06	0.00024	2.5e-06	0.13	1.7e-06	0.095	0	0.00024	0.00057	0	0.079	0.075	0	0.083	0.083	1	0.11
330	0.037	0.028	0	4.4e-05	0	4.4e-05	0.82	3e-05	0.042	0	0	0.00094	0	1.8e-05	0.00049	0	0.037	0.037	6	0.16
331	0.0079	0.0022	0	0.00086	0	0.00086	0.96	0.00059	0.0091	0	0	0.00049	0	0	1.3e-05	0	0.0079	0.0079	6	0.16
332	0.1	0.38	4.5e-06	0.0016	4.5e-06	0.0016	0.15	0.0011	0.12	0	4.5e-06	0.00062	0	0.013	0.041	0	0.1	0.1	1	0.11
333	0.042	0.073	4.5e-06	0.0015	4.5e-06	0.0015	0.74	0.00099	0.048	0	4.5e-06	0.00078	0	0.0029	0.0061	0	0.042	0.042	6	0.16
334	0.00059	0.018	0.081	0.024	0.081	0.024	6.8e-05	0.017	0.00068	0	0.081	0	0	0.64	0.035	0	0.00059	0.00059	13	0.071
335	3.8e-06	0.0019	0.025	0.031	0.025	0.031	0	0.021	4.4e-06	0	0.025	0	0	0.81	0.025	0	3.8e-06	3.8e-06	13	0.071
336	0.029	0.015	0	2e-05	0	2e-05	0.86	1.4e-05	0.034	0	0	0.00093	0	2.1e-06	0.00015	0	0.029	0.029	6	0.16
337	0.049	0.22	0.004	0.012	0.004	0.012	0.26	0.0083	0.056	0	0.004	0.00046	0	0.2	0.068	0	0.049	0.049	6	0.16
338	0.0062	0.0013	0	0.00066	0	0.00066	0.97	0.00045	0.0071	0	0	0.00046	0	0	5e-06	0	0.0062	0.0062	6	0.16
339	0.067	0.17	2.5e-05	0.0013	2.5e-05	0.0013	0.51	0.00091	0.077	0	2.5e-05	0.00083	0	0.013	0.02	0	0.067	0.067	6	0.16
340	0.0024	0.00037	0	0.012	0	0.012	0.96	0.0081	0.0027	0	0	0.00027	0	0	0	0	0.0024	0.0024	6	0.16
341	0.075	0.14	0	0.00027	0	0.00027	0.54	0.00018	0.086	0	0	0.00098	0	0.0019	0.0089	0	0.075	0.075	6	0.16
342	0.061	0.12	2.3e-06	0.00045	2.3e-06	0.00045	0.61	0.00031	0.07	0	2.3e-06	0.0009	0	0.003	0.009	0	0.061	0.061	6	0.16
343	3.1e-05	0	0	0.3	0	0.3	0.2	0.2	3.5e-05	0	0	1.5e-05	0	0	0	0	3.1e-05	3.1e-05	3	0.24
344	0.0049	0.0011	0	0.0025	0	0.0025	0.97	0.0017	0.0057	0	0	0.00039	0	0	5e-06	0	0.0049	0.0049	6	0.16
345	0.045	0.097	0.00012	0.013	0.00012	0.013	0.65	0.0087	0.052	0	0.00012	0.00085	0	0.016	0.013	0	0.045	0.045	6	0.16
346	0.0011	0.072	0.0047	0	0.0047	0	2.8e-06	0	0.0012	0	0.0047	0	0	0.77	0.14	0	0.0011	0.0011	13	0.071
347	0.11	0.45	0	0	0	0	0.05	0	0.13	0	0	0.0005	0	0.0075	0.041	0	0.11	0.11	1	0.11
348	0.02	0.017	0	0.017	0	0.017	0.85	0.012	0.023	0	0	0.00073	0	0.0001	0.00059	0	0.02	0.02	6	0.16
349	0.045	0.044	0	0.00041	0	0.00041	0.77	0.00028	0.052	0	0	0.0011	0	0.00013	0.0013	0	0.045	0.045	6	0.16
350	0.05	0.12	0.00018	0.0086	0.00018	0.0086	0.62	0.0059	0.057	0	0.00018	0.00087	0	0.022	0.017	0	0.05	0.05	6	0.16
351	0.06	0.068	0	0.00013	0	0.00013	0.68	8.9e-05	0.069	0	0	0.0012	0	0.00025	0.0024	0	0.06	0.06	6	0.16
352	0.019	0.018	0	0.028	0	0.028	0.82	0.019	0.022	0	0	0.00069	0	0.00017	0.00074	0	0.019	0.019	6	0.16
353	0.045	0.091	5.6e-05	0.01	5.6e-05	0.01	0.67	0.0068	0.052	0	5.6e-05	0.00088	0	0.011	0.011	0	0.045	0.045	6	0.16
