SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0
185	0	0	0	0	0.91	0	0	0	0.034	0	0.034	0	0	0.00045	0.00039	0	0.022	4	0.16
186	0.092	0.092	0.016	0	0.035	0.38	0	0.092	0	0	0	0.089	0.092	0.086	0.00061	0.03	0	5	0.071
187	0.017	0.017	0	0	0.78	6.6e-05	0	0.017	7e-05	0	7e-05	0.016	0.017	0.13	0.0044	0.0003	4.5e-05	4	0.16
188	0.044	0.044	5e-06	0	0.6	0.0029	0	0.044	0.00016	0	0.00016	0.043	0.044	0.17	0.004	0.0024	0.0001	4	0.16
189	0.13	0.13	0.00011	0	0.11	0.036	0	0.13	0	0	0	0.12	0.13	0.21	0.0019	0.015	0	13	0.12
190	0.12	0.12	0.0014	0	0.11	0.11	0	0.12	2.7e-06	0	2.7e-06	0.11	0.12	0.17	0.0016	0.021	1.7e-06	13	0.12
191	0.05	0.05	0	0	0.5	0.00047	0	0.05	3.8e-06	0	3.8e-06	0.048	0.05	0.24	0.0049	0.0014	2.5e-06	4	0.16
192	0.036	0.036	0.0024	0	0.61	0.045	0	0.036	0.022	0	0.022	0.035	0.036	0.098	0.0025	0.0054	0.014	4	0.16
193	0.00041	0.00041	0	0	0.88	0	0	0.00041	0.04	0	0.04	0.0004	0.00041	0.011	0.0013	2.5e-06	0.025	4	0.16
194	0.15	0.15	6.7e-06	0	0.021	0.015	0	0.15	0	0	0	0.15	0.15	0.19	0.00093	0.015	0	13	0.12
195	0.077	0.077	0.003	0	0.35	0.097	0	0.077	0.00053	0	0.00053	0.074	0.077	0.15	0.0025	0.013	0.00034	4	0.16
196	0.075	0.075	0.0038	0	0.35	0.11	0	0.075	0.00067	0	0.00067	0.073	0.075	0.15	0.0024	0.013	0.00043	4	0.16
197	0.068	0.068	0.0027	0	0.41	0.083	0	0.068	0.0012	0	0.0012	0.066	0.068	0.15	0.0026	0.011	0.00074	4	0.16
198	0.06	0.06	0	0	0.46	0.0014	0	0.06	6.5e-06	0	6.5e-06	0.058	0.06	0.24	0.0044	0.0024	4.2e-06	4	0.16
199	9e-05	9e-05	0	0	0.81	0	0	9e-05	0.07	0	0.07	8.7e-05	9e-05	0.0044	0.00085	0	0.045	4	0.16
200	0.14	0.14	0.00031	0	0.047	0.074	0	0.14	0	0	0	0.13	0.14	0.17	0.0011	0.022	0	13	0.12
201	0.15	0.15	0.00011	0	0.033	0.055	0	0.15	0.0055	0	0.0055	0.14	0.15	0.15	0.00077	0.023	0.0035	13	0.12
202	0.034	0.034	0.059	0	0.0018	0.65	0	0.034	0.032	0	0.032	0.033	0.034	0.014	4.6e-05	0.024	0.02	5	0.071
203	0.053	0.053	0.0051	0	0.49	0.098	0	0.053	0.0076	0	0.0076	0.052	0.053	0.11	0.002	0.01	0.0049	4	0.16
204	0.0019	0.0019	0.14	0	0	0.77	0	0.0019	0.028	0	0.028	0.0018	0.0019	0.00011	0	0.0076	0.018	5	0.071
205	0.03	0.03	0.0015	0	0.69	0.034	0	0.03	0.014	0	0.014	0.029	0.03	0.08	0.002	0.0043	0.009	4	0.16
206	0.00018	0.00018	0	0	0.97	0	0	0.00018	0.009	0	0.009	0.00017	0.00018	0.0067	0.00096	0	0.0058	4	0.16
207	0.0012	0.0012	0.23	0	0	0.69	0	0.0012	0.023	0	0.023	0.0012	0.0012	7.5e-05	0	0.0052	0.015	5	0.071
208	0.0019	0.0019	0.25	0	0	0.67	0	0.0019	0.023	0	0.023	0.0018	0.0019	0.00019	0	0.0059	0.015	5	0.071
209	0.0055	0.0055	0.16	0	1.2e-05	0.73	0	0.0055	0.028	0	0.028	0.0053	0.0055	0.00083	0	0.011	0.018	5	0.071
210	0.056	0.056	0.00086	0	0.53	0.043	0	0.056	0.0036	0	0.0036	0.054	0.056	0.13	0.0023	0.0078	0.0023	4	0.16
211	0.029	0.029	0.0034	0	0	0.68	0	0.029	0.046	0	0.046	0.028	0.029	0.002	0	0.048	0.03	5	0.071
212	0.035	0.035	0.077	0	0.0019	0.7	0	0.035	0	0	0	0.034	0.035	0.017	6.1e-05	0.025	0	5	0.071
213	0.14	0.14	0	0	0.051	0.0041	0	0.14	0	0	0	0.13	0.14	0.26	0.0017	0.008	0	13	0.12
214	0.0088	0.0088	2.2e-06	0	0.83	0.00057	0	0.0088	0.025	0	0.025	0.0085	0.0088	0.055	0.0024	0.00039	0.016	4	0.16
215	0.034	0.034	0	0	0.65	0.00056	0	0.034	5.5e-05	0	5.5e-05	0.033	0.034	0.18	0.0045	0.0011	3.5e-05	4	0.16
216	0.12	0.12	0.0014	0	0.11	0.12	0	0.12	2.5e-06	0	2.5e-06	0.11	0.12	0.17	0.0016	0.021	1.6e-06	13	0.12
217	0.0021	0.0021	0.25	0	0	0.73	0	0.0021	0	0	0	0.002	0.0021	0.0002	0	0.0066	0	5	0.071
218	0.014	0.014	0.071	0	2.1e-05	0.84	0	0.014	0	0	0	0.014	0.014	0.0024	2.7e-06	0.021	0	5	0.071
219	0.0062	0.0062	0	0	0.9	3.1e-05	0	0.0062	0.0018	0	0.0018	0.006	0.0062	0.062	0.0031	0.00011	0.0012	4	0.16
220	0.0012	0.0012	0	0	0.96	0	0	0.0012	0.0009	0	0.0009	0.0011	0.0012	0.028	0.0025	5.1e-06	0.00058	4	0.16
221	0.0096	0.0096	0	0	0.87	0.00024	0	0.0096	0.0057	0	0.0057	0.0092	0.0096	0.068	0.0029	0.00031	0.0037	4	0.16
222	9e-05	9e-05	0	0	0.76	0	0	9e-05	0.09	0	0.09	8.7e-05	9e-05	0.0041	0.00078	0	0.058	4	0.16
223	0	0	0	0	0.056	0	0	0	0.36	0	0.36	0	0	1.3e-06	5.6e-06	0	0.23	8	0.24
224	0.0062	0.0062	0	0	0.85	0.00024	0	0.0062	0.028	0	0.028	0.006	0.0062	0.046	0.0023	0.00022	0.018	4	0.16
225	0.0075	0.0075	5.8e-06	0	0.76	0.00082	0	0.0075	0.058	0	0.058	0.0073	0.0075	0.044	0.002	0.0004	0.037	4	0.16
226	0.04	0.04	0.00034	0	0.64	0.019	0	0.04	0.005	0	0.005	0.038	0.04	0.12	0.003	0.0043	0.0032	4	0.16
227	0.062	0.062	0	0	0.28	1.9e-05	0	0.062	0	0	0	0.06	0.062	0.41	0.006	0.00057	0	13	0.12
228	0.11	0.11	1.6e-05	0	0.18	0.012	0	0.11	0	0	0	0.11	0.11	0.25	0.0027	0.0088	0	13	0.12
229	0.041	0.041	0.034	0	0.00036	0.72	0	0.041	0	0	0	0.039	0.041	0.013	2.5e-05	0.032	0	5	0.071
230	0.095	0.095	0.0029	0	0.22	0.12	0	0.095	6.7e-05	0	6.7e-05	0.092	0.095	0.16	0.0021	0.017	4.3e-05	4	0.16
231	0.089	0.089	0.0011	0	0.3	0.068	0	0.089	9.9e-05	0	9.9e-05	0.086	0.089	0.18	0.0026	0.013	6.3e-05	4	0.16
232	0.074	0.074	0.011	0	0.29	0.18	0	0.074	0.00078	0	0.00078	0.072	0.074	0.13	0.002	0.016	0.0005	4	0.16
233	0.11	0.11	0.0027	0	0.0018	0.33	0	0.11	0	0	0	0.11	0.11	0.053	0.00013	0.045	0	5	0.071
234	0.04	0.04	5.6e-05	0	0.64	0.0082	0	0.04	0.0014	0	0.0014	0.039	0.04	0.14	0.0034	0.0032	0.00093	4	0.16
235	0.11	0.11	0	0	0.12	0.0017	0	0.11	0	0	0	0.11	0.11	0.3	0.0029	0.0047	0	13	0.12
236	0.0062	0.0062	0.17	0	1e-05	0.79	0	0.0062	0	0	0	0.006	0.0062	0.00097	1.1e-06	0.012	0	5	0.071
237	0.06	0.06	0.0018	0	0.48	0.06	0	0.06	0.002	0	0.002	0.058	0.06	0.14	0.0028	0.0089	0.0013	4	0.16
238	0.022	0.022	0.042	0	9.3e-05	0.72	0	0.022	0.036	0	0.036	0.022	0.022	0.0049	6.6e-06	0.025	0.023	5	0.071
239	0.0019	0.0019	0.11	0	0	0.79	0	0.0019	0.03	0	0.03	0.0018	0.0019	9.1e-05	0	0.0082	0.019	5	0.071
240	0.057	0.057	0.027	0	0.0045	0.55	0	0.057	0.03	0	0.03	0.055	0.057	0.029	0.00011	0.031	0.019	5	0.071
241	0.002	0.002	0.28	0	0	0.65	0	0.002	0.022	0	0.022	0.0019	0.002	0.00023	0	0.0057	0.014	5	0.071
242	0.00015	0.00015	0.31	0	0	0.64	0	0.00015	0.018	0	0.018	0.00015	0.00015	2.4e-06	0	0.0021	0.012	5	0.071
243	0.0066	0.0066	0.017	0	0	0.82	0	0.0066	0.042	0	0.042	0.0063	0.0066	0.00027	0	0.021	0.027	5	0.071
244	0.065	0.065	0.018	0	0.28	0.23	0	0.065	0.013	0	0.013	0.063	0.065	0.1	0.0014	0.017	0.0084	4	0.16
245	3.1e-05	3.1e-05	0.61	0	0	0.37	0	3.1e-05	0.0084	0	0.0084	3e-05	3.1e-05	0	0	0.00059	0.0054	2	0.053
246	0.032	0.032	0.027	0	0.00017	0.68	0	0.032	0.036	0	0.036	0.031	0.032	0.0078	1.1e-05	0.03	0.023	5	0.071
247	0.0083	0.0083	0.13	0	3.4e-05	0.74	0	0.0083	0.03	0	0.03	0.008	0.0083	0.0016	2.1e-06	0.013	0.019	5	0.071
248	0.015	0.015	0.035	0	1.1e-05	0.76	0	0.015	0.038	0	0.038	0.015	0.015	0.0021	0	0.023	0.024	5	0.071
249	0.009	0.009	0.21	0	0.00028	0.66	0	0.009	0.025	0	0.025	0.0087	0.009	0.0028	7.6e-06	0.011	0.016	5	0.071
250	0.046	0.046	0.012	0	0.00016	0.61	0	0.046	0.037	0	0.037	0.045	0.046	0.011	1.4e-05	0.038	0.023	5	0.071
251	0.0017	0.0017	0.18	0	0	0.74	0	0.0017	0.026	0	0.026	0.0017	0.0017	0.00011	0	0.0067	0.017	5	0.071
252	0.025	0.025	0.12	0	0.0029	0.65	0	0.025	0.029	0	0.029	0.024	0.025	0.012	5.1e-05	0.018	0.018	5	0.071
253	0.0044	0.0044	0.17	0	6.7e-06	0.72	0	0.0044	0.027	0	0.027	0.0042	0.0044	0.00059	0	0.0094	0.018	5	0.071
254	0.029	0.029	9.2e-05	0	0.74	0.0087	0	0.029	0.0029	0	0.0029	0.028	0.029	0.097	0.0024	0.0026	0.0019	4	0.16
255	0.079	0.079	0.0038	0	0.31	0.12	0	0.079	0.0081	0	0.0081	0.076	0.079	0.13	0.0018	0.015	0.0052	4	0.16
256	0.084	0.084	0.016	0	0.045	0.36	0	0.084	0.021	0	0.021	0.081	0.084	0.077	0.00053	0.028	0.014	5	0.071
257	0.024	0.024	0.0007	0	0.74	0.02	0	0.024	0.017	0	0.017	0.023	0.024	0.072	0.002	0.003	0.011	4	0.16
258	0.045	0.045	0.048	0	0.0054	0.59	0	0.045	0.03	0	0.03	0.044	0.045	0.025	0.0001	0.026	0.019	5	0.071
259	0.14	0.14	0.00035	0	0.042	0.086	0	0.14	0.0076	0	0.0076	0.13	0.14	0.14	0.00081	0.025	0.0049	13	0.12
260	0.028	0.028	0.085	0	0.0022	0.66	0	0.028	0.03	0	0.03	0.028	0.028	0.013	4.7e-05	0.021	0.02	5	0.071
261	0.076	0.076	0.011	0	0.24	0.21	0	0.076	0.012	0	0.012	0.073	0.076	0.11	0.0014	0.018	0.0079	4	0.16
262	0.035	0.035	0.066	0	0.0031	0.64	0	0.035	0.031	0	0.031	0.034	0.035	0.017	6.5e-05	0.023	0.02	5	0.071
263	0.018	0.018	0.11	0	0.00067	0.69	0	0.018	0.03	0	0.03	0.018	0.018	0.0065	1.8e-05	0.017	0.019	5	0.071
264	0.067	0.067	0.014	0	0.0025	0.51	0	0.067	0.03	0	0.03	0.064	0.067	0.03	8.5e-05	0.035	0.019	5	0.071
265	0.00073	0.00073	0.22	0	0	0.71	0	0.00073	0.023	0	0.023	0.0007	0.00073	2.8e-05	0	0.0045	0.015	5	0.071
266	0.094	0.094	0.0088	0	0.021	0.34	0	0.094	0.022	0	0.022	0.091	0.094	0.072	0.00037	0.032	0.014	5	0.071
267	0.00053	0.00053	0.045	0	0	0.86	0	0.00053	0.033	0	0.033	0.00051	0.00053	4.8e-06	0	0.0068	0.021	5	0.071
268	0.012	0.012	0.14	0	0.00022	0.7	0	0.012	0.029	0	0.029	0.012	0.012	0.0034	7.6e-06	0.014	0.019	5	0.071
269	0.044	0.044	0.049	0	0.0051	0.6	0	0.044	0.03	0	0.03	0.043	0.044	0.024	0.0001	0.026	0.019	5	0.071
270	0.049	0.049	9.8e-05	0	0.59	0.014	0	0.049	0.0014	0	0.0014	0.048	0.049	0.14	0.0027	0.0047	0.00092	4	0.16
271	0.0048	0.0048	0	0	0.89	7.5e-05	0	0.0048	0.017	0	0.017	0.0046	0.0048	0.043	0.0024	0.00012	0.011	4	0.16
272	0.082	0.082	0.0086	0	0.25	0.18	0	0.082	0.00031	0	0.00031	0.079	0.082	0.14	0.0019	0.018	0.0002	4	0.16
273	0.038	0.038	0.0014	0	0.62	0.037	0	0.038	0.014	0	0.014	0.037	0.038	0.11	0.0027	0.0053	0.0088	4	0.16
274	0.12	0.12	3.9e-06	0	0.11	0.0073	0	0.12	0	0	0	0.12	0.12	0.26	0.0023	0.0084	0	13	0.12
275	0.16	0.16	1.4e-06	0	0.013	0.0081	0	0.16	0	0	0	0.15	0.16	0.19	0.00076	0.013	0	13	0.12
276	0.079	0.079	0.0024	0	0.34	0.089	0	0.079	0.00039	0	0.00039	0.076	0.079	0.16	0.0025	0.013	0.00025	4	0.16
277	0.058	0.058	3.1e-06	0	0.49	0.0029	0	0.058	2.9e-05	0	2.9e-05	0.056	0.058	0.21	0.0041	0.003	1.8e-05	4	0.16
278	0.018	0.018	0	0	0.73	1.4e-05	0	0.018	4.4e-06	0	4.4e-06	0.017	0.018	0.17	0.0055	0.00018	2.8e-06	4	0.16
279	0.069	0.069	0.00018	0	0.44	0.023	0	0.069	0.0002	0	0.0002	0.067	0.069	0.18	0.0033	0.0071	0.00013	4	0.16
280	0.02	0.02	0	0	0.76	0.00013	0	0.02	9.7e-05	0	9.7e-05	0.019	0.02	0.14	0.0044	0.00043	6.2e-05	4	0.16
281	0.024	0.024	0.00027	0	0.71	0.012	0	0.024	0.025	0	0.025	0.023	0.024	0.085	0.0026	0.0024	0.016	4	0.16
282	0.085	0.085	0.017	0	0.13	0.29	0	0.085	5.9e-05	0	5.9e-05	0.082	0.085	0.11	0.0013	0.023	3.8e-05	5	0.071
283	0.011	0.011	0.21	0	0.00021	0.72	0	0.011	0	0	0	0.01	0.011	0.0034	9e-06	0.013	0	5	0.071
284	0.026	0.026	0.00017	0	0.72	0.0098	0	0.026	0.016	0	0.016	0.025	0.026	0.093	0.0028	0.0024	0.01	4	0.16
285	0.00028	0.00028	0	0	0.98	0	0	0.00028	0.00033	0	0.00033	0.00027	0.00028	0.015	0.002	0	0.00021	4	0.16
286	0.039	0.039	0.011	0	1.4e-05	0.75	0	0.039	0	0	0	0.037	0.039	0.0056	3.8e-06	0.043	0	5	0.071
287	7e-05	7e-05	0	0	0.99	0	0	7e-05	0.0021	0	0.0021	6.7e-05	7e-05	0.006	0.0013	0	0.0014	4	0.16
288	0.053	0.053	0	0	0.47	0.00041	0	0.053	2e-06	0	2e-06	0.051	0.053	0.26	0.005	0.0014	1.3e-06	4	0.16
289	2.9e-05	2.9e-05	0	0	0.31	0	0	2.9e-05	0.26	0	0.26	2.8e-05	2.9e-05	0.0012	0.00025	0	0.17	4	0.16
290	0.005	0.005	0	0	0.9	2.3e-06	0	0.005	8.8e-05	0	8.8e-05	0.0049	0.005	0.074	0.0038	3.7e-05	5.6e-05	4	0.16
291	0.012	0.012	0	0	0.85	0.00032	0	0.012	0.003	0	0.003	0.012	0.012	0.082	0.0032	0.00041	0.0019	4	0.16
292	0.018	0.018	0	0	0.76	4.9e-05	0	0.018	3.2e-05	0	3.2e-05	0.017	0.018	0.15	0.0047	0.00028	2e-05	4	0.16
293	0.0013	0.0013	0	0	0.92	0	0	0.0013	0	0	0	0.0012	0.0013	0.072	0.0056	0	0	4	0.16
294	0.01	0.01	2.1e-06	0	0.84	0.00062	0	0.01	0.017	0	0.017	0.0098	0.01	0.062	0.0026	0.00045	0.011	4	0.16
295	0.082	0.082	0.015	0	0.18	0.25	0	0.082	0.00019	0	0.00019	0.079	0.082	0.12	0.0016	0.02	0.00012	5	0.071
296	0.016	0.016	0.049	0	1.1e-05	0.85	0	0.016	0	0	0	0.015	0.016	0.0023	1.9e-06	0.024	0	5	0.071
297	0.021	0.021	0.00016	0	0.73	0.0083	0	0.021	0.026	0	0.026	0.021	0.021	0.081	0.0026	0.002	0.017	4	0.16
298	0.076	0.076	0.0049	0	0.00013	0.55	0	0.076	0	0	0	0.073	0.076	0.018	2e-05	0.052	0	5	0.071
299	0.069	0.069	0.042	0	0.035	0.49	0	0.069	3.1e-06	0	3.1e-06	0.067	0.069	0.064	0.0005	0.027	2e-06	5	0.071
300	0.00022	0.00022	0	0	0.67	0	0	0.00022	0.12	0	0.12	0.00021	0.00022	0.0059	0.00082	1.4e-06	0.078	4	0.16
301	0.11	0.11	0.0044	0	0.045	0.23	0	0.11	0	0	0	0.11	0.11	0.12	0.00085	0.029	0	5	0.071
302	0.07	0.07	0.0011	0	0.43	0.055	0	0.07	0.00065	0	0.00065	0.067	0.07	0.16	0.0028	0.0097	0.00042	4	0.16
303	0.0016	0.0016	0	0	0.61	4.3e-05	0	0.0016	0.14	0	0.14	0.0016	0.0016	0.016	0.0011	4.6e-05	0.089	4	0.16
304	0.092	0.092	0.0024	0	0.25	0.1	0	0.092	9.9e-05	0	9.9e-05	0.089	0.092	0.16	0.0023	0.016	6.3e-05	4	0.16
305	0.063	0.063	0.044	0	0.015	0.55	0	0.063	0	0	0	0.061	0.063	0.047	0.00028	0.028	0	5	0.071
306	0.0023	0.0023	0	0	0.83	2.7e-05	0	0.0023	0.05	0	0.05	0.0023	0.0023	0.026	0.0017	5e-05	0.032	4	0.16
307	0.018	0.018	0	0	0.7	4.9e-06	0	0.018	0	0	0	0.018	0.018	0.2	0.0062	0.00013	0	4	0.16
308	0.085	0.085	0.018	0	0.13	0.3	0	0.085	5.5e-05	0	5.5e-05	0.082	0.085	0.11	0.0013	0.023	3.5e-05	5	0.071
309	0.1	0.1	0.00022	0	0.23	0.038	0	0.1	1e-05	0	1e-05	0.099	0.1	0.21	0.0026	0.012	6.5e-06	4	0.16
310	0	0	0	0	0.001	0	0	0	0.38	0	0.38	0	0	0	0	0	0.24	8	0.24
311	0.11	0.11	0	0	0.053	0.0001	0	0.11	0	0	0	0.11	0.11	0.38	0.0026	0.0019	0	13	0.12
312	0.056	0.056	0.0054	0	0.47	0.098	0	0.056	0.0048	0	0.0048	0.055	0.056	0.12	0.0025	0.01	0.0031	4	0.16
313	0.081	0.081	0.00053	0	0.36	0.044	0	0.081	0.00015	0	0.00015	0.078	0.081	0.18	0.0029	0.01	9.6e-05	4	0.16
314	0.078	0.078	0.0001	0	0.39	0.019	0	0.078	6.7e-05	0	6.7e-05	0.075	0.078	0.2	0.0033	0.0074	4.3e-05	4	0.16
315	0.11	0.11	0.0037	0	0.094	0.18	0	0.11	3.5e-06	0	3.5e-06	0.11	0.11	0.14	0.0013	0.024	2.2e-06	5	0.071
316	0.008	0.008	6.6e-06	0	0.77	0.00091	0	0.008	0.054	0	0.054	0.0078	0.008	0.046	0.0021	0.00044	0.035	4	0.16
317	0.0064	0.0064	0.38	0	0.00044	0.58	0	0.0064	0	0	0	0.0061	0.0064	0.0026	1.1e-05	0.0073	0	5	0.071
318	0.14	0.14	0.00014	0	0.044	0.053	0	0.14	0	0	0	0.14	0.14	0.18	0.0011	0.02	0	13	0.12
319	0.0016	0.0016	0	0	0.95	0	0	0.0016	0.00015	0	0.00015	0.0016	0.0016	0.04	0.0031	6.1e-06	9.6e-05	4	0.16
320	0.14	0.14	6.9e-06	0	0.045	0.013	0	0.14	0	0	0	0.14	0.14	0.22	0.0014	0.012	0	13	0.12
321	0.1	0.1	1.4e-05	0	0.23	0.01	0	0.1	1.6e-06	0	1.6e-06	0.098	0.1	0.25	0.0031	0.0076	1e-06	13	0.12
322	0.099	0.099	0.011	0	0.034	0.34	0	0.099	0	0	0	0.096	0.099	0.093	0.00063	0.031	0	5	0.071
323	0.024	0.024	0.034	0	2.7e-05	0.81	0	0.024	0	0	0	0.023	0.024	0.0041	4.1e-06	0.029	0	5	0.071
324	0.086	0.086	0.0034	0	0.28	0.12	0	0.086	0.00021	0	0.00021	0.083	0.086	0.16	0.0023	0.016	0.00013	4	0.16
325	0.041	0.041	3e-06	0	0.62	0.0021	0	0.041	0.00016	0	0.00016	0.039	0.041	0.17	0.004	0.002	0.0001	4	0.16
326	0.058	0.058	0.012	0	0.41	0.15	0	0.058	0.0051	0	0.0051	0.056	0.058	0.12	0.0022	0.012	0.0033	4	0.16
327	0.00041	0.00041	0	0	0.97	0	0	0.00041	8.1e-05	0	8.1e-05	0.0004	0.00041	0.021	0.0025	0	5.2e-05	4	0.16
328	0.067	0.067	1.1e-05	0	0.44	0.0059	0	0.067	3.4e-05	0	3.4e-05	0.064	0.067	0.21	0.0038	0.0043	2.2e-05	4	0.16
329	0.12	0.12	0.00068	0	0.13	0.08	0	0.12	2.4e-06	0	2.4e-06	0.11	0.12	0.18	0.0018	0.019	1.6e-06	13	0.12
330	0.0091	0.0091	0	0	0.87	1.9e-05	0	0.0091	4.4e-05	0	4.4e-05	0.0088	0.0091	0.085	0.0031	0.00013	2.8e-05	4	0.16
331	0.0007	0.0007	0	0	0.98	0	0	0.0007	0.00082	0	0.00082	0.00067	0.0007	0.017	0.0016	3.1e-06	0.00053	4	0.16
332	0.12	0.12	1.3e-05	0	0.15	0.013	0	0.12	0.0015	0	0.0015	0.12	0.12	0.23	0.002	0.01	0.00097	13	0.12
333	0.024	0.024	1.3e-05	0	0.78	0.003	0	0.024	0.0014	0	0.0014	0.023	0.024	0.095	0.0026	0.0015	0.00092	4	0.16
334	0.0057	0.0057	0.24	0	7.2e-05	0.66	0	0.0057	0.024	0	0.024	0.0055	0.0057	0.0013	2.7e-06	0.0088	0.015	5	0.071
335	0.00061	0.00061	0.074	0	0	0.83	0	0.00061	0.031	0	0.031	0.00059	0.00061	8.7e-06	0	0.0062	0.02	5	0.071
336	0.0049	0.0049	0	0	0.91	2.2e-06	0	0.0049	2e-05	0	2e-05	0.0048	0.0049	0.067	0.0031	3.7e-05	1.3e-05	4	0.16
337	0.071	0.071	0.012	0	0.27	0.2	0	0.071	0.012	0	0.012	0.069	0.071	0.11	0.0015	0.017	0.0076	4	0.16
338	0.00041	0.00041	0	0	0.98	0	0	0.00041	0.00063	0	0.00063	0.0004	0.00041	0.014	0.0015	0	0.0004	4	0.16
339	0.056	0.056	7.6e-05	0	0.54	0.014	0	0.056	0.0013	0	0.0013	0.054	0.056	0.15	0.0028	0.0052	0.00085	4	0.16
340	0.00012	0.00012	0	0	0.96	0	0	0.00012	0.011	0	0.011	0.00011	0.00012	0.0052	0.00085	0	0.0072	4	0.16
341	0.047	0.047	0	0	0.58	0.002	0	0.047	0.00027	0	0.00027	0.046	0.047	0.18	0.0034	0.0023	0.00017	4	0.16
342	0.039	0.039	6.9e-06	0	0.66	0.0032	0	0.039	0.00045	0	0.00045	0.038	0.039	0.14	0.003	0.0023	0.00029	4	0.16
343	0	0	0	0	0.21	0	0	0	0.3	0	0.3	0	0	7.1e-05	5e-05	0	0.19	8	0.24
344	0.00034	0.00034	0	0	0.98	0	0	0.00034	0.0024	0	0.0024	0.00033	0.00034	0.011	0.0012	0	0.0015	4	0.16
345	0.031	0.031	0.00036	0	0.68	0.016	0	0.031	0.013	0	0.013	0.03	0.031	0.1	0.0028	0.0034	0.0081	4	0.16
346	0.024	0.024	0.014	0	3.1e-06	0.83	0	0.024	0	0	0	0.023	0.024	0.0025	1.2e-06	0.037	0	5	0.071
347	0.14	0.14	2.4e-06	0	0.05	0.0074	0	0.14	0	0	0	0.13	0.14	0.24	0.0016	0.01	0	13	0.12
348	0.0054	0.0054	0	0	0.88	0.0001	0	0.0054	0.017	0	0.017	0.0052	0.0054	0.045	0.0024	0.00015	0.011	4	0.16
349	0.014	0.014	0	0	0.82	0.00014	0	0.014	0.00042	0	0.00042	0.014	0.014	0.11	0.0038	0.00034	0.00027	4	0.16
350	0.037	0.037	0.00053	0	0.65	0.023	0	0.037	0.0086	0	0.0086	0.036	0.037	0.11	0.0029	0.0043	0.0055	4	0.16
351	0.023	0.023	0	0	0.74	0.00027	0	0.023	0.00013	0	0.00013	0.022	0.023	0.14	0.0043	0.00062	8.5e-05	4	0.16
352	0.0056	0.0056	0	0	0.85	0.00017	0	0.0056	0.028	0	0.028	0.0054	0.0056	0.044	0.0022	0.00018	0.018	4	0.16
353	0.029	0.029	0.00017	0	0.71	0.011	0	0.029	0.0099	0	0.0099	0.028	0.029	0.1	0.0029	0.0028	0.0064	4	0.16
354	0.068	0.068	0.0073	0	0.37	0.13	0	0.068	0.0017	0	0.0017	0.066	0.068	0.13	0.0023	0.013	0.0011	4	0.16
355	0.031	0.031	0	0	0.69	0.00094	0	0.031	0.0002	0	0.0002	0.03	0.031	0.15	0.0041	0.0012	0.00013	4	0.16
356	0.083	0.083	0.0095	0	0.23	0.19	0	0.083	0.00025	0	0.00025	0.08	0.083	0.13	0.0019	0.018	0.00016	4	0.16
357	0.025	0.025	0.014	0	3.2e-06	0.82	0	0.025	0	0	0	0.024	0.025	0.0026	1.2e-06	0.037	0	5	0.071
358	0.08	0.08	0.025	0	0.023	0.46	0	0.08	0	0	0	0.077	0.08	0.067	0.00043	0.03	0	5	0.071
359	2.5e-06	2.5e-06	0	0	0.45	0	0	2.5e-06	0.21	0	0.21	2.5e-06	2.5e-06	0.00043	0.00022	0	0.13	4	0.16
360	0.13	0.13	0.00024	0	0.075	0.058	0	0.13	0	0	0	0.13	0.13	0.19	0.0015	0.019	0	13	0.12
361	7e-05	7e-05	0	0	0.43	0	0	7e-05	0.21	0	0.21	6.8e-05	7e-05	0.0024	0.00042	0	0.14	4	0.16
362	0.017	0.017	0.16	0	0.0015	0.66	0	0.017	0.028	0	0.028	0.017	0.017	0.0075	2.8e-05	0.015	0.018	5	0.071
363	0.015	0.015	0.12	0	0.00042	0.7	0	0.015	0.03	0	0.03	0.015	0.015	0.005	1.3e-05	0.016	0.019	5	0.071
364	0.00034	0.00034	0.33	0	0	0.62	0	0.00034	0.018	0	0.018	0.00033	0.00034	1.1e-05	0	0.0027	0.012	5	0.071
365	0.071	0.071	0.0088	0	0.33	0.15	0	0.071	0.0012	0	0.0012	0.069	0.071	0.13	0.0022	0.015	0.00078	4	0.16
366	0.032	0.032	0	0	0.69	0.00072	0	0.032	0.00013	0	0.00013	0.031	0.032	0.15	0.0034	0.0012	8.3e-05	4	0.16
367	0.13	0.13	0	0	0.097	0.0025	0	0.13	0.00042	0	0.00042	0.12	0.13	0.27	0.002	0.0062	0.00027	13	0.12
368	0.051	0.051	0.0032	0	0.53	0.074	0	0.051	0.0065	0	0.0065	0.049	0.051	0.11	0.0021	0.0088	0.0042	4	0.16
369	0.00017	0.00017	0	0	0.95	0	0	0.00017	0.017	0	0.017	0.00016	0.00017	0.0061	0.00087	0	0.011	4	0.16
370	0.044	0.044	0.039	0	0.0024	0.61	0	0.044	0.032	0	0.032	0.042	0.044	0.02	6.4e-05	0.028	0.02	5	0.071
371	0.068	0.068	4.9e-06	0	0.45	0.0044	0	0.068	0.00053	0	0.00053	0.066	0.068	0.2	0.0032	0.0041	0.00034	4	0.16
