SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0
199	8.8e-05	8.8e-05	8.8e-05	0.093	0	8.8e-05	0.47	0	0	0	0.0048	0	0.093	0.34	8.8e-05	6	0.16
200	0.13	0.13	0.13	0	0.00015	0.13	0.028	0	0.074	0.023	0.18	0.00015	0	0.02	0.13	10	0.12
201	0.14	0.14	0.14	0.0073	5.7e-05	0.14	0.019	0	0.056	0.023	0.17	5.7e-05	0.0073	0.014	0.14	10	0.12
202	0.033	0.033	0.033	0.042	0.029	0.033	0.001	0	0.65	0.025	0.016	0.029	0.042	0.00073	0.033	8	0.071
203	0.052	0.052	0.052	0.01	0.0025	0.052	0.29	0	0.098	0.01	0.12	0.0025	0.01	0.2	0.052	6	0.16
204	0.0018	0.0018	0.0018	0.037	0.07	0.0018	0	0	0.77	0.0078	0.00012	0.07	0.037	0	0.0018	8	0.071
205	0.029	0.029	0.029	0.019	0.00076	0.029	0.41	0	0.034	0.0044	0.087	0.00076	0.019	0.29	0.029	6	0.16
206	0.00017	0.00017	0.00017	0.012	0	0.00017	0.57	0	0	0	0.0073	0	0.012	0.4	0.00017	6	0.16
207	0.0012	0.0012	0.0012	0.031	0.12	0.0012	0	0	0.69	0.0053	8.1e-05	0.12	0.031	0	0.0012	8	0.071
208	0.0018	0.0018	0.0018	0.03	0.13	0.0018	0	0	0.67	0.006	0.0002	0.13	0.03	0	0.0018	8	0.071
209	0.0053	0.0053	0.0053	0.037	0.078	0.0053	6.9e-06	0	0.73	0.011	0.0009	0.078	0.037	4.9e-06	0.0053	8	0.071
210	0.054	0.054	0.054	0.0048	0.00043	0.054	0.31	0	0.043	0.008	0.14	0.00043	0.0048	0.22	0.054	6	0.16
211	0.028	0.028	0.028	0.061	0.0017	0.028	0	0	0.68	0.049	0.0021	0.0017	0.061	0	0.028	8	0.071
212	0.034	0.034	0.034	0	0.038	0.034	0.0011	0	0.71	0.025	0.018	0.038	0	0.00078	0.034	8	0.071
213	0.13	0.13	0.13	0	0	0.13	0.029	0	0.0041	0.0082	0.28	0	0	0.021	0.13	10	0.12
214	0.0085	0.0085	0.0085	0.033	1.1e-06	0.0085	0.49	0	0.00057	0.0004	0.059	1.1e-06	0.033	0.34	0.0085	6	0.16
215	0.033	0.033	0.033	7.3e-05	0	0.033	0.38	0	0.00056	0.0011	0.19	0	7.3e-05	0.27	0.033	6	0.16
216	0.11	0.11	0.11	3.3e-06	0.00072	0.11	0.064	0	0.12	0.022	0.18	0.00072	3.3e-06	0.046	0.11	10	0.12
217	0.002	0.002	0.002	0	0.13	0.002	0	0	0.73	0.0068	0.00021	0.13	0	0	0.002	8	0.071
218	0.014	0.014	0.014	0	0.035	0.014	1.2e-05	0	0.84	0.021	0.0026	0.035	0	8.5e-06	0.014	8	0.071
219	0.006	0.006	0.006	0.0024	0	0.006	0.53	0	3.2e-05	0.00011	0.067	0	0.0024	0.37	0.006	6	0.16
220	0.0011	0.0011	0.0011	0.0012	0	0.0011	0.56	0	0	5.3e-06	0.031	0	0.0012	0.4	0.0011	6	0.16
221	0.0093	0.0093	0.0093	0.0075	0	0.0093	0.51	0	0.00024	0.00031	0.074	0	0.0075	0.36	0.0093	6	0.16
222	8.8e-05	8.8e-05	8.8e-05	0.12	0	8.8e-05	0.44	0	0	0	0.0045	0	0.12	0.31	8.8e-05	6	0.16
223	0	0	0	0.47	0	0	0.033	0	0	0	1.4e-06	0	0.47	0.023	0	3	0.24
224	0.0061	0.0061	0.0061	0.038	0	0.0061	0.49	0	0.00024	0.00023	0.05	0	0.038	0.35	0.0061	6	0.16
225	0.0073	0.0073	0.0073	0.077	2.9e-06	0.0073	0.44	0	0.00083	0.00041	0.048	2.9e-06	0.077	0.32	0.0073	6	0.16
226	0.038	0.038	0.038	0.0066	0.00017	0.038	0.37	0	0.019	0.0044	0.13	0.00017	0.0066	0.26	0.038	6	0.16
227	0.059	0.059	0.059	0	0	0.059	0.16	0	1.9e-05	0.00057	0.43	0	0	0.11	0.059	10	0.12
228	0.11	0.11	0.11	0	8e-06	0.11	0.11	0	0.012	0.0091	0.26	8e-06	0	0.075	0.11	10	0.12
229	0.039	0.039	0.039	0	0.017	0.039	0.00021	0	0.72	0.033	0.014	0.017	0	0.00015	0.039	8	0.071
230	0.092	0.092	0.092	8.9e-05	0.0014	0.092	0.13	0	0.12	0.018	0.17	0.0014	8.9e-05	0.092	0.092	10	0.12
231	0.086	0.086	0.086	0.00013	0.00052	0.086	0.17	0	0.068	0.014	0.19	0.00052	0.00013	0.12	0.086	10	0.12
232	0.072	0.072	0.072	0.001	0.0056	0.072	0.17	0	0.18	0.017	0.14	0.0056	0.001	0.12	0.072	8	0.071
233	0.11	0.11	0.11	0	0.0013	0.11	0.0011	0	0.34	0.047	0.058	0.0013	0	0.00077	0.11	8	0.071
234	0.039	0.039	0.039	0.0019	2.8e-05	0.039	0.38	0	0.0082	0.0033	0.15	2.8e-05	0.0019	0.27	0.039	6	0.16
235	0.11	0.11	0.11	0	0	0.11	0.07	0	0.0017	0.0048	0.33	0	0	0.05	0.11	10	0.12
236	0.006	0.006	0.006	0	0.083	0.006	5.8e-06	0	0.79	0.012	0.0011	0.083	0	4.1e-06	0.006	8	0.071
237	0.058	0.058	0.058	0.0027	0.0009	0.058	0.28	0	0.061	0.0092	0.15	0.0009	0.0027	0.2	0.058	6	0.16
238	0.022	0.022	0.022	0.048	0.021	0.022	5.4e-05	0	0.72	0.025	0.0053	0.021	0.048	3.8e-05	0.022	8	0.071
239	0.0018	0.0018	0.0018	0.039	0.056	0.0018	0	0	0.79	0.0084	9.8e-05	0.056	0.039	0	0.0018	8	0.071
240	0.055	0.055	0.055	0.04	0.014	0.055	0.0026	0	0.55	0.032	0.032	0.014	0.04	0.0018	0.055	8	0.071
241	0.0019	0.0019	0.0019	0.029	0.14	0.0019	0	0	0.65	0.0058	0.00024	0.14	0.029	0	0.0019	8	0.071
242	0.00015	0.00015	0.00015	0.024	0.15	0.00015	0	0	0.64	0.0021	2.6e-06	0.15	0.024	0	0.00015	8	0.071
243	0.0063	0.0063	0.0063	0.055	0.0085	0.0063	0	0	0.82	0.022	0.00029	0.0085	0.055	0	0.0063	8	0.071
244	0.063	0.063	0.063	0.017	0.0089	0.063	0.16	0	0.23	0.017	0.11	0.0089	0.017	0.11	0.063	8	0.071
245	3e-05	3e-05	3e-05	0.011	0.3	3e-05	0	0	0.37	0.00061	0	0.3	0.011	0	3e-05	8	0.071
246	0.031	0.031	0.031	0.048	0.013	0.031	9.7e-05	0	0.68	0.031	0.0085	0.013	0.048	6.9e-05	0.031	8	0.071
247	0.008	0.008	0.008	0.04	0.064	0.008	2e-05	0	0.74	0.013	0.0017	0.064	0.04	1.4e-05	0.008	8	0.071
248	0.015	0.015	0.015	0.05	0.017	0.015	6.5e-06	0	0.76	0.024	0.0022	0.017	0.05	4.6e-06	0.015	8	0.071
249	0.0087	0.0087	0.0087	0.034	0.11	0.0087	0.00016	0	0.66	0.011	0.003	0.11	0.034	0.00012	0.0087	8	0.071
250	0.045	0.045	0.045	0.048	0.0061	0.045	9.6e-05	0	0.62	0.039	0.012	0.0061	0.048	6.8e-05	0.045	8	0.071
251	0.0017	0.0017	0.0017	0.034	0.089	0.0017	0	0	0.74	0.0069	0.00012	0.089	0.034	0	0.0017	8	0.071
252	0.024	0.024	0.024	0.038	0.058	0.024	0.0017	0	0.65	0.019	0.013	0.058	0.038	0.0012	0.024	8	0.071
253	0.0042	0.0042	0.0042	0.036	0.086	0.0042	3.9e-06	0	0.72	0.0097	0.00064	0.086	0.036	0	0.0042	8	0.071
254	0.028	0.028	0.028	0.0038	4.6e-05	0.028	0.43	0	0.0087	0.0027	0.1	4.6e-05	0.0038	0.31	0.028	6	0.16
255	0.076	0.076	0.076	0.011	0.0019	0.076	0.18	0	0.12	0.016	0.14	0.0019	0.011	0.13	0.076	6	0.16
256	0.082	0.082	0.082	0.028	0.0078	0.082	0.026	0	0.36	0.029	0.083	0.0078	0.028	0.019	0.082	8	0.071
257	0.023	0.023	0.023	0.022	0.00035	0.023	0.43	0	0.02	0.0031	0.078	0.00035	0.022	0.31	0.023	6	0.16
258	0.044	0.044	0.044	0.04	0.024	0.044	0.0031	0	0.59	0.027	0.027	0.024	0.04	0.0022	0.044	8	0.071
259	0.13	0.13	0.13	0.01	0.00018	0.13	0.025	0	0.087	0.026	0.16	0.00018	0.01	0.018	0.13	10	0.12
260	0.028	0.028	0.028	0.04	0.042	0.028	0.0013	0	0.66	0.022	0.014	0.042	0.04	0.0009	0.028	8	0.071
261	0.073	0.073	0.073	0.016	0.0055	0.073	0.14	0	0.21	0.019	0.12	0.0055	0.016	0.099	0.073	8	0.071
262	0.034	0.034	0.034	0.04	0.033	0.034	0.0018	0	0.64	0.024	0.018	0.033	0.04	0.0013	0.034	8	0.071
263	0.018	0.018	0.018	0.04	0.056	0.018	0.00039	0	0.69	0.018	0.007	0.056	0.04	0.00028	0.018	8	0.071
264	0.065	0.065	0.065	0.04	0.0072	0.065	0.0015	0	0.51	0.037	0.033	0.0072	0.04	0.0011	0.065	8	0.071
265	0.0007	0.0007	0.0007	0.031	0.11	0.0007	0	0	0.71	0.0046	3e-05	0.11	0.031	0	0.0007	8	0.071
266	0.091	0.091	0.091	0.029	0.0044	0.091	0.012	0	0.35	0.033	0.078	0.0044	0.029	0.0088	0.091	8	0.071
267	0.00051	0.00051	0.00051	0.044	0.022	0.00051	0	0	0.86	0.007	5.2e-06	0.022	0.044	0	0.00051	8	0.071
268	0.012	0.012	0.012	0.038	0.071	0.012	0.00013	0	0.7	0.014	0.0036	0.071	0.038	9e-05	0.012	8	0.071
269	0.043	0.043	0.043	0.04	0.024	0.043	0.003	0	0.6	0.027	0.026	0.024	0.04	0.0021	0.043	8	0.071
270	0.048	0.048	0.048	0.0019	4.9e-05	0.048	0.35	0	0.014	0.0048	0.15	4.9e-05	0.0019	0.24	0.048	6	0.16
271	0.0047	0.0047	0.0047	0.022	0	0.0047	0.52	0	7.5e-05	0.00012	0.047	0	0.022	0.37	0.0047	6	0.16
272	0.079	0.079	0.079	0.00041	0.0043	0.079	0.14	0	0.18	0.018	0.15	0.0043	0.00041	0.1	0.079	8	0.071
273	0.037	0.037	0.037	0.018	0.00072	0.037	0.36	0	0.038	0.0054	0.12	0.00072	0.018	0.26	0.037	6	0.16
274	0.12	0.12	0.12	0	2e-06	0.12	0.065	0	0.0073	0.0086	0.28	2e-06	0	0.046	0.12	10	0.12
275	0.15	0.15	0.15	0	0	0.15	0.0076	0	0.0082	0.013	0.21	0	0	0.0054	0.15	10	0.12
276	0.076	0.076	0.076	0.00051	0.0012	0.076	0.2	0	0.09	0.013	0.17	0.0012	0.00051	0.14	0.076	6	0.16
277	0.056	0.056	0.056	3.8e-05	1.5e-06	0.056	0.29	0	0.0029	0.003	0.23	1.5e-06	3.8e-05	0.2	0.056	6	0.16
278	0.017	0.017	0.017	5.8e-06	0	0.017	0.43	0	1.4e-05	0.00019	0.19	0	5.8e-06	0.3	0.017	6	0.16
279	0.067	0.067	0.067	0.00027	8.9e-05	0.067	0.26	0	0.023	0.0073	0.2	8.9e-05	0.00027	0.18	0.067	6	0.16
280	0.019	0.019	0.019	0.00013	0	0.019	0.44	0	0.00013	0.00044	0.15	0	0.00013	0.31	0.019	6	0.16
281	0.023	0.023	0.023	0.034	0.00014	0.023	0.42	0	0.012	0.0025	0.092	0.00014	0.034	0.29	0.023	6	0.16
282	0.083	0.083	0.083	7.8e-05	0.0087	0.083	0.076	0	0.29	0.024	0.12	0.0087	7.8e-05	0.054	0.083	8	0.071
283	0.01	0.01	0.01	0	0.1	0.01	0.00012	0	0.73	0.013	0.0036	0.1	0	8.8e-05	0.01	8	0.071
284	0.025	0.025	0.025	0.021	8.3e-05	0.025	0.42	0	0.0098	0.0025	0.1	8.3e-05	0.021	0.3	0.025	6	0.16
285	0.00027	0.00027	0.00027	0.00044	0	0.00027	0.57	0	0	0	0.016	0	0.00044	0.41	0.00027	6	0.16
286	0.037	0.037	0.037	0	0.0054	0.037	8.4e-06	0	0.75	0.045	0.006	0.0054	0	5.9e-06	0.037	8	0.071
287	6.8e-05	6.8e-05	6.8e-05	0.0028	0	6.8e-05	0.58	0	0	0	0.0065	0	0.0028	0.41	6.8e-05	6	0.16
288	0.051	0.051	0.051	2.6e-06	0	0.051	0.27	0	0.00041	0.0014	0.28	0	2.6e-06	0.19	0.051	10	0.12
289	2.9e-05	2.9e-05	2.9e-05	0.35	0	2.9e-05	0.18	0	0	0	0.0013	0	0.35	0.13	2.9e-05	3	0.24
290	0.0049	0.0049	0.0049	0.00012	0	0.0049	0.52	0	2.3e-06	3.8e-05	0.08	0	0.00012	0.37	0.0049	6	0.16
291	0.012	0.012	0.012	0.004	0	0.012	0.49	0	0.00032	0.00042	0.088	0	0.004	0.35	0.012	6	0.16
292	0.017	0.017	0.017	4.2e-05	0	0.017	0.44	0	4.9e-05	0.00029	0.16	0	4.2e-05	0.31	0.017	6	0.16
293	0.0012	0.0012	0.0012	0	0	0.0012	0.54	0	0	0	0.078	0	0	0.38	0.0012	6	0.16
294	0.0098	0.0098	0.0098	0.022	1.1e-06	0.0098	0.49	0	0.00063	0.00046	0.067	1.1e-06	0.022	0.35	0.0098	6	0.16
295	0.079	0.079	0.079	0.00025	0.0077	0.079	0.11	0	0.25	0.021	0.13	0.0077	0.00025	0.076	0.079	8	0.071
296	0.015	0.015	0.015	0	0.024	0.015	6.2e-06	0	0.85	0.024	0.0024	0.024	0	4.4e-06	0.015	8	0.071
297	0.021	0.021	0.021	0.035	7.7e-05	0.021	0.43	0	0.0083	0.002	0.088	7.7e-05	0.035	0.3	0.021	6	0.16
298	0.074	0.074	0.074	0	0.0024	0.074	7.5e-05	0	0.55	0.054	0.02	0.0024	0	5.3e-05	0.074	8	0.071
299	0.067	0.067	0.067	4.1e-06	0.021	0.067	0.02	0	0.49	0.028	0.069	0.021	4.1e-06	0.014	0.067	8	0.071
300	0.00021	0.00021	0.00021	0.16	0	0.00021	0.39	0	0	1.4e-06	0.0064	0	0.16	0.28	0.00021	6	0.16
301	0.11	0.11	0.11	0	0.0022	0.11	0.027	0	0.23	0.03	0.13	0.0022	0	0.019	0.11	8	0.071
302	0.067	0.067	0.067	0.00086	0.00055	0.067	0.25	0	0.055	0.01	0.17	0.00055	0.00086	0.18	0.067	6	0.16
303	0.0016	0.0016	0.0016	0.18	0	0.0016	0.36	0	4.3e-05	4.8e-05	0.017	0	0.18	0.25	0.0016	6	0.16
304	0.089	0.089	0.089	0.00013	0.0012	0.089	0.15	0	0.11	0.016	0.18	0.0012	0.00013	0.1	0.089	10	0.12
305	0.061	0.061	0.061	0	0.022	0.061	0.0086	0	0.55	0.029	0.051	0.022	0	0.0061	0.061	8	0.071
306	0.0023	0.0023	0.0023	0.066	0	0.0023	0.49	0	2.8e-05	5.2e-05	0.028	0	0.066	0.34	0.0023	6	0.16
307	0.018	0.018	0.018	0	0	0.018	0.41	0	4.9e-06	0.00013	0.22	0	0	0.29	0.018	6	0.16
308	0.083	0.083	0.083	7.3e-05	0.0089	0.083	0.074	0	0.3	0.024	0.12	0.0089	7.3e-05	0.052	0.083	8	0.071
309	0.099	0.099	0.099	1.3e-05	0.00011	0.099	0.13	0	0.038	0.012	0.22	0.00011	1.3e-05	0.095	0.099	10	0.12
310	0	0	0	0.5	0	0	0.00059	0	0	0	0	0	0.5	0.00042	0	3	0.24
311	0.11	0.11	0.11	0	0	0.11	0.03	0	9.9e-05	0.0019	0.4	0	0	0.021	0.11	10	0.12
312	0.055	0.055	0.055	0.0064	0.0027	0.055	0.27	0	0.098	0.01	0.13	0.0027	0.0064	0.19	0.055	6	0.16
313	0.078	0.078	0.078	0.0002	0.00027	0.078	0.21	0	0.044	0.011	0.2	0.00027	0.0002	0.15	0.078	6	0.16
314	0.075	0.075	0.075	8.8e-05	5.1e-05	0.075	0.22	0	0.019	0.0076	0.21	5.1e-05	8.8e-05	0.16	0.075	6	0.16
315	0.11	0.11	0.11	4.6e-06	0.0018	0.11	0.055	0	0.18	0.025	0.16	0.0018	4.6e-06	0.039	0.11	8	0.071
316	0.0078	0.0078	0.0078	0.072	3.3e-06	0.0078	0.45	0	0.00092	0.00045	0.05	3.3e-06	0.072	0.32	0.0078	6	0.16
317	0.0062	0.0062	0.0062	0	0.19	0.0062	0.00026	0	0.58	0.0075	0.0028	0.19	0	0.00018	0.0062	8	0.071
318	0.14	0.14	0.14	0	7e-05	0.14	0.026	0	0.053	0.021	0.19	7e-05	0	0.018	0.14	10	0.12
319	0.0016	0.0016	0.0016	0.0002	0	0.0016	0.55	0	0	6.3e-06	0.044	0	0.0002	0.39	0.0016	6	0.16
320	0.14	0.14	0.14	0	3.5e-06	0.14	0.026	0	0.013	0.013	0.24	3.5e-06	0	0.019	0.14	10	0.12
321	0.097	0.097	0.097	2.1e-06	7.1e-06	0.097	0.13	0	0.01	0.0078	0.26	7.1e-06	2.1e-06	0.095	0.097	10	0.12
322	0.097	0.097	0.097	0	0.0054	0.097	0.02	0	0.34	0.032	0.1	0.0054	0	0.014	0.097	8	0.071
323	0.023	0.023	0.023	0	0.017	0.023	1.5e-05	0	0.82	0.03	0.0045	0.017	0	1.1e-05	0.023	8	0.071
324	0.083	0.083	0.083	0.00027	0.0017	0.083	0.16	0	0.12	0.016	0.17	0.0017	0.00027	0.12	0.083	10	0.12
325	0.039	0.039	0.039	0.00021	1.5e-06	0.039	0.36	0	0.0021	0.0021	0.18	1.5e-06	0.00021	0.26	0.039	6	0.16
326	0.056	0.056	0.056	0.0068	0.0058	0.056	0.24	0	0.15	0.012	0.13	0.0058	0.0068	0.17	0.056	6	0.16
327	0.0004	0.0004	0.0004	0.00011	0	0.0004	0.57	0	0	0	0.023	0	0.00011	0.4	0.0004	6	0.16
328	0.064	0.064	0.064	4.4e-05	5.5e-06	0.064	0.26	0	0.0059	0.0044	0.23	5.5e-06	4.4e-05	0.18	0.064	6	0.16
329	0.11	0.11	0.11	3.2e-06	0.00034	0.11	0.075	0	0.08	0.019	0.2	0.00034	3.2e-06	0.053	0.11	10	0.12
330	0.0088	0.0088	0.0088	5.8e-05	0	0.0088	0.51	0	1.9e-05	0.00013	0.092	0	5.8e-05	0.36	0.0088	6	0.16
331	0.00068	0.00068	0.00068	0.0011	0	0.00068	0.57	0	0	3.2e-06	0.019	0	0.0011	0.4	0.00068	6	0.16
332	0.12	0.12	0.12	0.002	6.5e-06	0.12	0.087	0	0.013	0.01	0.25	6.5e-06	0.002	0.062	0.12	10	0.12
333	0.023	0.023	0.023	0.0019	6.6e-06	0.023	0.45	0	0.003	0.0016	0.1	6.6e-06	0.0019	0.32	0.023	6	0.16
334	0.0055	0.0055	0.0055	0.032	0.12	0.0055	4.2e-05	0	0.66	0.0091	0.0015	0.12	0.032	3e-05	0.0055	8	0.071
335	0.00059	0.00059	0.00059	0.041	0.037	0.00059	0	0	0.84	0.0064	9.3e-06	0.037	0.041	0	0.00059	8	0.071
336	0.0048	0.0048	0.0048	2.7e-05	0	0.0048	0.53	0	2.2e-06	3.8e-05	0.073	0	2.7e-05	0.37	0.0048	6	0.16
337	0.069	0.069	0.069	0.016	0.0059	0.069	0.16	0	0.2	0.018	0.12	0.0059	0.016	0.11	0.069	8	0.071
338	0.0004	0.0004	0.0004	0.00083	0	0.0004	0.57	0	0	0	0.015	0	0.00083	0.41	0.0004	6	0.16
339	0.054	0.054	0.054	0.0018	3.8e-05	0.054	0.32	0	0.014	0.0053	0.17	3.8e-05	0.0018	0.22	0.054	6	0.16
340	0.00011	0.00011	0.00011	0.015	0	0.00011	0.56	0	0	0	0.0057	0	0.015	0.4	0.00011	6	0.16
341	0.046	0.046	0.046	0.00036	0	0.046	0.34	0	0.002	0.0024	0.19	0	0.00036	0.24	0.046	6	0.16
342	0.038	0.038	0.038	0.0006	3.4e-06	0.038	0.38	0	0.0032	0.0024	0.15	3.4e-06	0.0006	0.27	0.038	6	0.16
343	0	0	0	0.39	0	0	0.12	0	0	0	7.7e-05	0	0.39	0.088	0	3	0.24
344	0.00033	0.00033	0.00033	0.0032	0	0.00033	0.57	0	0	0	0.012	0	0.0032	0.41	0.00033	6	0.16
345	0.03	0.03	0.03	0.017	0.00018	0.03	0.4	0	0.017	0.0035	0.11	0.00018	0.017	0.28	0.03	6	0.16
346	0.023	0.023	0.023	0	0.0072	0.023	1.8e-06	0	0.83	0.038	0.0027	0.0072	0	1.3e-06	0.023	8	0.071
347	0.13	0.13	0.13	0	1.2e-06	0.13	0.029	0	0.0074	0.01	0.26	1.2e-06	0	0.021	0.13	10	0.12
348	0.0052	0.0052	0.0052	0.023	0	0.0052	0.51	0	0.0001	0.00015	0.049	0	0.023	0.36	0.0052	6	0.16
349	0.014	0.014	0.014	0.00055	0	0.014	0.48	0	0.00014	0.00035	0.11	0	0.00055	0.34	0.014	6	0.16
350	0.036	0.036	0.036	0.011	0.00026	0.036	0.38	0	0.023	0.0044	0.12	0.00026	0.011	0.27	0.036	6	0.16
351	0.022	0.022	0.022	0.00018	0	0.022	0.43	0	0.00027	0.00064	0.15	0	0.00018	0.3	0.022	6	0.16
352	0.0054	0.0054	0.0054	0.037	0	0.0054	0.5	0	0.00018	0.00019	0.047	0	0.037	0.35	0.0054	6	0.16
353	0.029	0.029	0.029	0.013	8.4e-05	0.029	0.41	0	0.011	0.0029	0.11	8.4e-05	0.013	0.29	0.029	6	0.16
354	0.066	0.066	0.066	0.0022	0.0036	0.066	0.22	0	0.13	0.014	0.14	0.0036	0.0022	0.15	0.066	6	0.16
355	0.03	0.03	0.03	0.00027	0	0.03	0.4	0	0.00094	0.0012	0.16	0	0.00027	0.28	0.03	6	0.16
356	0.08	0.08	0.08	0.00034	0.0047	0.08	0.13	0	0.19	0.019	0.15	0.0047	0.00034	0.095	0.08	8	0.071
357	0.024	0.024	0.024	0	0.0071	0.024	1.9e-06	0	0.83	0.038	0.0028	0.0071	0	1.3e-06	0.024	8	0.071
358	0.078	0.078	0.078	0	0.012	0.078	0.013	0	0.46	0.031	0.072	0.012	0	0.0095	0.078	8	0.071
359	2.5e-06	2.5e-06	2.5e-06	0.28	0	2.5e-06	0.26	0	0	0	0.00047	0	0.28	0.19	2.5e-06	3	0.24
360	0.13	0.13	0.13	0	0.00012	0.13	0.044	0	0.059	0.02	0.2	0.00012	0	0.031	0.13	10	0.12
361	6.8e-05	6.8e-05	6.8e-05	0.28	0	6.8e-05	0.25	0	0	0	0.0026	0	0.28	0.18	6.8e-05	3	0.24
362	0.017	0.017	0.017	0.036	0.077	0.017	0.00085	0	0.66	0.015	0.0081	0.077	0.036	0.0006	0.017	8	0.071
363	0.015	0.015	0.015	0.039	0.062	0.015	0.00025	0	0.7	0.016	0.0054	0.062	0.039	0.00017	0.015	8	0.071
364	0.00033	0.00033	0.00033	0.024	0.17	0.00033	0	0	0.62	0.0027	1.2e-05	0.17	0.024	0	0.00033	8	0.071
365	0.069	0.069	0.069	0.0016	0.0044	0.069	0.2	0	0.15	0.015	0.14	0.0044	0.0016	0.14	0.069	6	0.16
366	0.031	0.031	0.031	0.00017	0	0.031	0.4	0	0.00072	0.0012	0.16	0	0.00017	0.28	0.031	6	0.16
367	0.12	0.12	0.12	0.00055	0	0.12	0.056	0	0.0025	0.0063	0.29	0	0.00055	0.04	0.12	10	0.12
368	0.049	0.049	0.049	0.0086	0.0016	0.049	0.31	0	0.075	0.009	0.12	0.0016	0.0086	0.22	0.049	6	0.16
369	0.00017	0.00017	0.00017	0.023	0	0.00017	0.55	0	0	0	0.0066	0	0.023	0.39	0.00017	6	0.16
370	0.042	0.042	0.042	0.042	0.02	0.042	0.0014	0	0.61	0.029	0.021	0.02	0.042	0.001	0.042	8	0.071
371	0.065	0.065	0.065	0.0007	2.4e-06	0.065	0.26	0	0.0044	0.0042	0.22	2.4e-06	0.0007	0.18	0.065	6	0.16
372	0.011	0.011	0.011	0	0	0.011	0.45	0	0	5.6e-05	0.17	0	0	0.32	0.011	6	0.16
373	0.12	0.12	0.12	0	0.001	0.12	0.0023	0	0.27	0.043	0.076	0.001	0	0.0016	0.12	8	0.071
374	0.00063	0.00063	0.00063	0.043	0	0.00063	0.52	0	0	5.1e-06	0.015	0	0.043	0.37	0.00063	6	0.16
375	0.098	0.098	0.098	3e-05	0.0024	0.098	0.087	0	0.17	0.022	0.16	0.0024	3e-05	0.062	0.098	8	0.071
376	4.1e-06	4.1e-06	4.1e-06	0.28	0	4.1e-06	0.26	0	0	0	0.0006	0	0.28	0.18	4.1e-06	3	0.24
377	0.035	0.035	0.035	0.0047	5.2e-05	0.035	0.39	0	0.01	0.0032	0.13	5.2e-05	0.0047	0.28	0.035	6	0.16
378	0.028	0.028	0.028	0.039	0.00053	0.028	0.38	0	0.026	0.0039	0.096	0.00053	0.039	0.27	0.028	6	0.16
379	0.048	0.048	0.048	0.052	0.0023	0.048	1.4e-05	0	0.59	0.049	0.0081	0.0023	0.052	9.8e-06	0.048	8	0.071
380	0.00038	0.00038	0.00038	0	0.2	0.00038	0	0	0.6	0.0027	1.8e-05	0.2	0	0	0.00038	8	0.071
381	0	0	0	0.42	0	0	0.092	0	0	0	2.7e-05	0	0.42	0.065	0	3	0.24
382	0.071	0.071	0.071	0	0	0.071	0.18	0	0.00039	0.0019	0.34	0	0	0.13	0.071	10	0.12
383	0.07	0.07	0.07	0	0.011	0.07	0.0028	0	0.54	0.036	0.044	0.011	0	0.002	0.07	8	0.071
384	0.12	0.12	0.12	0	2.3e-05	0.12	0.079	0	0.023	0.012	0.25	2.3e-05	0	0.056	0.12	10	0.12
385	0.018	0.018	0.018	0.0066	2.7e-06	0.018	0.47	0	0.0015	0.00099	0.1	2.7e-06	0.0066	0.33	0.018	6	0.16
386	0.036	0.036	0.036	0	0	0.036	0.3	0	3e-05	0.00044	0.3	0	0	0.21	0.036	6	0.16
387	0.072	0.072	0.072	0.00073	0.00095	0.072	0.22	0	0.075	0.012	0.17	0.00095	0.00073	0.16	0.072	6	0.16
388	0.039	0.039	0.039	0	0.03	0.039	0.001	0	0.7	0.028	0.02	0.03	0	0.00071	0.039	8	0.071
389	0.09	0.09	0.09	0	0.006	0.09	0.0061	0	0.42	0.037	0.069	0.006	0	0.0043	0.09	8	0.071
390	0.063	0.063	0.063	0.0011	0.00045	0.063	0.27	0	0.047	0.0089	0.17	0.00045	0.0011	0.19	0.063	6	0.16
391	0.0044	0.0044	0.0044	0.011	0	0.0044	0.53	0	3.8e-05	9.4e-05	0.049	0	0.011	0.38	0.0044	6	0.16
392	0.013	0.013	0.013	0	0.065	0.013	6.9e-05	0	0.78	0.017	0.0039	0.065	0	4.9e-05	0.013	8	0.071
393	0.15	0.15	0.15	0	0	0.15	0.00094	0	7.1e-05	0.0031	0.25	0	0	0.00066	0.15	10	0.12
394	0.044	0.044	0.044	0	0.024	0.044	0.0012	0	0.67	0.03	0.023	0.024	0	0.00084	0.044	8	0.071
395	0.0058	0.0058	0.0058	0.0072	0	0.0058	0.53	0	6.1e-05	0.00014	0.059	0	0.0072	0.37	0.0058	6	0.16
396	7.1e-05	7.1e-05	7.1e-05	0.12	0	7.1e-05	0.45	0	0	0	0.0037	0	0.12	0.32	7.1e-05	6	0.16
397	0	0	0	0.013	0	0	0.57	0	0	0	0	0	0.013	0.4	0	6	0.16
398	7.5e-06	7.5e-06	7.5e-06	0.095	0	7.5e-06	0.47	0	0	0	0.00011	0	0.095	0.34	7.5e-06	6	0.16
399	0.022	0.022	0.022	0	0.057	0.022	0.00041	0	0.75	0.02	0.0094	0.057	0	0.00029	0.022	8	0.071
