SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0
181	0.0082	0.0089	0.0082	0.82	0.0089	0.016	0.016	0.0012	5.9e-06	0.061	0.0082	0.008	0.0082	0.0082	0.0082	0.016	3	0.16
182	0.0033	0.032	0.0033	0.72	0.032	0.056	0.056	0.00032	1.5e-06	0.031	0.0033	0.0032	0.0033	0.0033	0.0033	0.056	3	0.16
183	0.069	1e-05	0.069	0.28	1e-05	1.8e-05	1.8e-05	0.04	0.00026	0.2	0.069	0.068	0.069	0.069	0.069	1.8e-05	3	0.16
184	0.037	0.00051	0.037	0.57	0.00051	0.0009	0.0009	0.021	0.00023	0.15	0.037	0.036	0.037	0.037	0.037	0.0009	3	0.16
185	0	0.012	0	0.91	0.012	0.022	0.022	0	0	0.00045	0	0	0	0	0	0.022	3	0.16
186	0.068	0	0.068	0.035	0	0	0	0.39	0.015	0.085	0.068	0.066	0.068	0.068	0.068	0	7	0.071
187	0.012	2.6e-05	0.012	0.78	2.6e-05	4.5e-05	4.5e-05	6.8e-05	0	0.13	0.012	0.012	0.012	0.012	0.012	4.5e-05	3	0.16
188	0.033	5.7e-05	0.033	0.6	5.7e-05	0.0001	0.0001	0.003	4.7e-06	0.17	0.033	0.032	0.033	0.033	0.033	0.0001	3	0.16
189	0.092	0	0.092	0.11	0	0	0	0.037	0.0001	0.21	0.092	0.09	0.092	0.092	0.092	0	9	0.12
190	0.086	0	0.086	0.11	0	1.7e-06	1.7e-06	0.12	0.0013	0.17	0.086	0.084	0.086	0.086	0.086	1.7e-06	9	0.12
191	0.037	1.4e-06	0.037	0.5	1.4e-06	2.4e-06	2.4e-06	0.00048	0	0.24	0.037	0.036	0.037	0.037	0.037	2.4e-06	3	0.16
192	0.027	0.008	0.027	0.61	0.008	0.014	0.014	0.047	0.0022	0.097	0.027	0.026	0.027	0.027	0.027	0.014	3	0.16
193	0.00031	0.014	0.00031	0.88	0.014	0.025	0.025	0	0	0.011	0.00031	0.0003	0.00031	0.00031	0.00031	0.025	3	0.16
194	0.11	0	0.11	0.021	0	0	0	0.015	6.2e-06	0.19	0.11	0.11	0.11	0.11	0.11	0	9	0.12
195	0.057	0.00019	0.057	0.35	0.00019	0.00034	0.00034	0.1	0.0028	0.15	0.057	0.055	0.057	0.057	0.057	0.00034	3	0.16
196	0.055	0.00024	0.055	0.35	0.00024	0.00043	0.00043	0.11	0.0036	0.15	0.055	0.054	0.055	0.055	0.055	0.00043	3	0.16
197	0.05	0.00042	0.05	0.41	0.00042	0.00073	0.00073	0.086	0.0025	0.14	0.05	0.049	0.05	0.05	0.05	0.00073	3	0.16
198	0.044	2.4e-06	0.044	0.45	2.4e-06	4.1e-06	4.1e-06	0.0014	0	0.24	0.044	0.043	0.044	0.044	0.044	4.1e-06	3	0.16
199	6.7e-05	0.025	6.7e-05	0.81	0.025	0.045	0.045	0	0	0.0043	6.7e-05	6.5e-05	6.7e-05	6.7e-05	6.7e-05	0.045	3	0.16
200	0.1	0	0.1	0.047	0	0	0	0.076	0.00028	0.17	0.1	0.099	0.1	0.1	0.1	0	9	0.12
201	0.11	0.002	0.11	0.033	0.002	0.0035	0.0035	0.057	0.00011	0.15	0.11	0.1	0.11	0.11	0.11	0.0035	9	0.12
202	0.025	0.012	0.025	0.0018	0.012	0.02	0.02	0.67	0.055	0.014	0.025	0.024	0.025	0.025	0.025	0.02	7	0.071
203	0.039	0.0028	0.039	0.49	0.0028	0.0049	0.0049	0.1	0.0048	0.11	0.039	0.038	0.039	0.039	0.039	0.0049	3	0.16
204	0.0014	0.01	0.0014	0	0.01	0.018	0.018	0.79	0.13	0.0001	0.0014	0.0013	0.0014	0.0014	0.0014	0.018	7	0.071
205	0.022	0.0051	0.022	0.69	0.0051	0.009	0.009	0.035	0.0014	0.079	0.022	0.021	0.022	0.022	0.022	0.009	3	0.16
206	0.00013	0.0033	0.00013	0.97	0.0033	0.0057	0.0057	0	0	0.0067	0.00013	0.00013	0.00013	0.00013	0.00013	0.0057	3	0.16
207	0.00089	0.0084	0.00089	0	0.0084	0.015	0.015	0.72	0.22	7.3e-05	0.00089	0.00086	0.00089	0.00089	0.00089	0.015	7	0.071
208	0.0014	0.0083	0.0014	0	0.0083	0.015	0.015	0.69	0.24	0.00018	0.0014	0.0014	0.0014	0.0014	0.0014	0.015	7	0.071
209	0.004	0.01	0.004	1.2e-05	0.01	0.018	0.018	0.75	0.14	0.00082	0.004	0.0039	0.004	0.004	0.004	0.018	7	0.071
210	0.041	0.0013	0.041	0.53	0.0013	0.0023	0.0023	0.044	0.0008	0.13	0.041	0.04	0.041	0.041	0.041	0.0023	3	0.16
211	0.022	0.017	0.022	0	0.017	0.03	0.03	0.72	0.0032	0.002	0.022	0.021	0.022	0.022	0.022	0.03	7	0.071
212	0.026	0	0.026	0.0019	0	0	0	0.73	0.072	0.016	0.026	0.025	0.026	0.026	0.026	0	7	0.071
213	0.1	0	0.1	0.05	0	0	0	0.0042	0	0.25	0.1	0.097	0.1	0.1	0.1	0	9	0.12
214	0.0065	0.0092	0.0065	0.83	0.0092	0.016	0.016	0.00059	2e-06	0.054	0.0065	0.0063	0.0065	0.0065	0.0065	0.016	3	0.16
215	0.025	2e-05	0.025	0.65	2e-05	3.5e-05	3.5e-05	0.00058	0	0.17	0.025	0.024	0.025	0.025	0.025	3.5e-05	3	0.16
216	0.087	0	0.087	0.11	0	1.6e-06	1.6e-06	0.12	0.0013	0.16	0.087	0.084	0.087	0.087	0.087	1.6e-06	9	0.12
217	0.0015	0	0.0015	0	0	0	0	0.75	0.23	0.0002	0.0015	0.0015	0.0015	0.0015	0.0015	0	7	0.071
218	0.01	0	0.01	2e-05	0	0	0	0.86	0.066	0.0024	0.01	0.01	0.01	0.01	0.01	0	7	0.071
219	0.0046	0.00067	0.0046	0.9	0.00067	0.0012	0.0012	3.3e-05	0	0.061	0.0046	0.0044	0.0046	0.0046	0.0046	0.0012	3	0.16
220	0.00085	0.00033	0.00085	0.96	0.00033	0.00058	0.00058	0	0	0.028	0.00085	0.00083	0.00085	0.00085	0.00085	0.00058	3	0.16
221	0.0071	0.0021	0.0071	0.87	0.0021	0.0036	0.0036	0.00025	0	0.067	0.0071	0.0069	0.0071	0.0071	0.0071	0.0036	3	0.16
222	6.7e-05	0.033	6.7e-05	0.76	0.033	0.057	0.057	0	0	0.0041	6.7e-05	6.5e-05	6.7e-05	6.7e-05	6.7e-05	0.057	3	0.16
223	0	0.13	0	0.056	0.13	0.23	0.23	0	0	1.3e-06	0	0	0	0	0	0.23	5	0.24
224	0.0046	0.01	0.0046	0.85	0.01	0.018	0.018	0.00025	0	0.045	0.0046	0.0045	0.0046	0.0046	0.0046	0.018	3	0.16
225	0.0056	0.021	0.0056	0.76	0.021	0.037	0.037	0.00085	5.5e-06	0.044	0.0056	0.0054	0.0056	0.0056	0.0056	0.037	3	0.16
226	0.029	0.0018	0.029	0.64	0.0018	0.0032	0.0032	0.02	0.00031	0.12	0.029	0.029	0.029	0.029	0.029	0.0032	3	0.16
227	0.046	0	0.046	0.28	0	0	0	2e-05	0	0.4	0.046	0.045	0.046	0.046	0.046	0	9	0.12
228	0.081	0	0.081	0.18	0	0	0	0.012	1.5e-05	0.24	0.081	0.079	0.081	0.081	0.081	0	9	0.12
229	0.03	0	0.03	0.00036	0	0	0	0.75	0.032	0.013	0.03	0.029	0.03	0.03	0.03	0	7	0.071
230	0.07	2.4e-05	0.07	0.22	2.4e-05	4.3e-05	4.3e-05	0.13	0.0027	0.16	0.07	0.068	0.07	0.07	0.07	4.3e-05	3	0.16
231	0.066	3.6e-05	0.066	0.3	3.6e-05	6.3e-05	6.3e-05	0.07	0.00098	0.17	0.066	0.064	0.066	0.066	0.066	6.3e-05	3	0.16
232	0.055	0.00028	0.055	0.29	0.00028	0.0005	0.0005	0.19	0.01	0.13	0.055	0.053	0.055	0.055	0.055	0.0005	3	0.16
233	0.085	0	0.085	0.0019	0	0	0	0.35	0.0025	0.053	0.085	0.083	0.085	0.085	0.085	0	7	0.071
234	0.029	0.00053	0.029	0.64	0.00053	0.00092	0.00092	0.0085	5.2e-05	0.14	0.029	0.029	0.029	0.029	0.029	0.00092	3	0.16
235	0.083	0	0.083	0.12	0	0	0	0.0018	0	0.3	0.083	0.081	0.083	0.083	0.083	0	9	0.12
236	0.0046	0	0.0046	9.9e-06	0	0	0	0.81	0.15	0.00096	0.0046	0.0044	0.0046	0.0046	0.0046	0	7	0.071
237	0.044	0.00074	0.044	0.48	0.00074	0.0013	0.0013	0.063	0.0017	0.14	0.044	0.043	0.044	0.044	0.044	0.0013	3	0.16
238	0.016	0.013	0.016	9.3e-05	0.013	0.023	0.023	0.75	0.039	0.0048	0.016	0.016	0.016	0.016	0.016	0.023	7	0.071
239	0.0014	0.011	0.0014	0	0.011	0.019	0.019	0.81	0.1	8.9e-05	0.0014	0.0013	0.0014	0.0014	0.0014	0.019	7	0.071
240	0.042	0.011	0.042	0.0045	0.011	0.019	0.019	0.57	0.025	0.029	0.042	0.041	0.042	0.042	0.042	0.019	7	0.071
241	0.0015	0.0079	0.0015	0	0.0079	0.014	0.014	0.67	0.26	0.00022	0.0015	0.0014	0.0015	0.0015	0.0015	0.014	7	0.071
242	0.00011	0.0065	0.00011	0	0.0065	0.011	0.011	0.66	0.29	2.4e-06	0.00011	0.00011	0.00011	0.00011	0.00011	0.011	7	0.071
243	0.0048	0.015	0.0048	0	0.015	0.026	0.026	0.84	0.016	0.00026	0.0048	0.0047	0.0048	0.0048	0.0048	0.026	7	0.071
244	0.048	0.0047	0.048	0.28	0.0047	0.0083	0.0083	0.24	0.017	0.099	0.048	0.047	0.048	0.048	0.048	0.0083	3	0.16
245	2.3e-05	0.0031	2.3e-05	0	0.0031	0.0055	0.0055	0.39	0.58	0	2.3e-05	2.3e-05	2.3e-05	2.3e-05	2.3e-05	0.0055	8	0.053
246	0.024	0.013	0.024	0.00017	0.013	0.023	0.023	0.71	0.025	0.0077	0.024	0.023	0.024	0.024	0.024	0.023	7	0.071
247	0.0061	0.011	0.0061	3.3e-05	0.011	0.019	0.019	0.76	0.12	0.0015	0.0061	0.0059	0.0061	0.0061	0.0061	0.019	7	0.071
248	0.011	0.014	0.011	1.1e-05	0.014	0.024	0.024	0.79	0.032	0.002	0.011	0.011	0.011	0.011	0.011	0.024	7	0.071
249	0.0066	0.0092	0.0066	0.00028	0.0092	0.016	0.016	0.68	0.2	0.0028	0.0066	0.0065	0.0066	0.0066	0.0066	0.016	7	0.071
250	0.034	0.013	0.034	0.00016	0.013	0.023	0.023	0.64	0.012	0.011	0.034	0.034	0.034	0.034	0.034	0.023	7	0.071
251	0.0013	0.0094	0.0013	0	0.0094	0.016	0.016	0.76	0.17	0.00011	0.0013	0.0012	0.0013	0.0013	0.0013	0.016	7	0.071
252	0.018	0.01	0.018	0.0029	0.01	0.018	0.018	0.67	0.11	0.012	0.018	0.018	0.018	0.018	0.018	0.018	7	0.071
253	0.0032	0.0099	0.0032	6.7e-06	0.0099	0.017	0.017	0.75	0.16	0.00058	0.0032	0.0031	0.0032	0.0032	0.0032	0.017	7	0.071
254	0.021	0.0011	0.021	0.74	0.0011	0.0018	0.0018	0.009	8.6e-05	0.095	0.021	0.021	0.021	0.021	0.021	0.0018	3	0.16
255	0.058	0.0029	0.058	0.31	0.0029	0.0052	0.0052	0.13	0.0036	0.13	0.058	0.057	0.058	0.058	0.058	0.0052	3	0.16
256	0.062	0.0077	0.062	0.045	0.0077	0.014	0.014	0.38	0.015	0.076	0.062	0.061	0.062	0.062	0.062	0.014	7	0.071
257	0.018	0.0061	0.018	0.74	0.0061	0.011	0.011	0.02	0.00065	0.071	0.018	0.017	0.018	0.018	0.018	0.011	3	0.16
258	0.033	0.011	0.033	0.0054	0.011	0.019	0.019	0.61	0.045	0.024	0.033	0.032	0.033	0.033	0.033	0.019	7	0.071
259	0.1	0.0028	0.1	0.042	0.0028	0.0048	0.0048	0.09	0.00033	0.14	0.1	0.099	0.1	0.1	0.1	0.0048	9	0.12
260	0.021	0.011	0.021	0.0022	0.011	0.019	0.019	0.68	0.079	0.013	0.021	0.02	0.021	0.021	0.021	0.019	7	0.071
261	0.056	0.0045	0.056	0.24	0.0045	0.0079	0.0079	0.22	0.01	0.11	0.056	0.055	0.056	0.056	0.056	0.0079	3	0.16
262	0.026	0.011	0.026	0.0031	0.011	0.019	0.019	0.66	0.062	0.017	0.026	0.025	0.026	0.026	0.026	0.019	7	0.071
263	0.013	0.011	0.013	0.00066	0.011	0.019	0.019	0.71	0.11	0.0064	0.013	0.013	0.013	0.013	0.013	0.019	7	0.071
264	0.049	0.011	0.049	0.0026	0.011	0.019	0.019	0.53	0.013	0.03	0.049	0.048	0.049	0.049	0.049	0.019	7	0.071
265	0.00053	0.0084	0.00053	0	0.0084	0.015	0.015	0.73	0.2	2.7e-05	0.00053	0.00052	0.00053	0.00053	0.00053	0.015	7	0.071
266	0.069	0.0079	0.069	0.021	0.0079	0.014	0.014	0.36	0.0083	0.071	0.069	0.068	0.069	0.069	0.069	0.014	7	0.071
267	0.00038	0.012	0.00038	0	0.012	0.021	0.021	0.87	0.041	4.7e-06	0.00038	0.00037	0.00038	0.00038	0.00038	0.021	7	0.071
268	0.0088	0.01	0.0088	0.00022	0.01	0.018	0.018	0.73	0.13	0.0033	0.0088	0.0086	0.0088	0.0088	0.0088	0.018	7	0.071
269	0.033	0.011	0.033	0.0051	0.011	0.019	0.019	0.62	0.046	0.024	0.033	0.032	0.033	0.033	0.033	0.019	7	0.071
270	0.036	0.00052	0.036	0.59	0.00052	0.00091	0.00091	0.014	9.2e-05	0.14	0.036	0.035	0.036	0.036	0.036	0.00091	3	0.16
271	0.0035	0.006	0.0035	0.89	0.006	0.011	0.011	7.8e-05	0	0.043	0.0035	0.0035	0.0035	0.0035	0.0035	0.011	3	0.16
272	0.06	0.00011	0.06	0.25	0.00011	0.0002	0.0002	0.19	0.0081	0.14	0.06	0.059	0.06	0.06	0.06	0.0002	3	0.16
273	0.028	0.005	0.028	0.62	0.005	0.0087	0.0087	0.039	0.0013	0.11	0.028	0.028	0.028	0.028	0.028	0.0087	3	0.16
274	0.09	0	0.09	0.11	0	0	0	0.0076	3.6e-06	0.25	0.09	0.088	0.09	0.09	0.09	0	9	0.12
275	0.11	0	0.11	0.013	0	0	0	0.0083	1.3e-06	0.19	0.11	0.11	0.11	0.11	0.11	0	9	0.12
276	0.058	0.00014	0.058	0.34	0.00014	0.00025	0.00025	0.093	0.0022	0.16	0.058	0.057	0.058	0.058	0.058	0.00025	3	0.16
277	0.043	1e-05	0.043	0.49	1e-05	1.8e-05	1.8e-05	0.003	2.9e-06	0.21	0.043	0.042	0.043	0.043	0.043	1.8e-05	3	0.16
278	0.013	1.6e-06	0.013	0.74	1.6e-06	2.8e-06	2.8e-06	1.5e-05	0	0.17	0.013	0.013	0.013	0.013	0.013	2.8e-06	3	0.16
279	0.051	7.4e-05	0.051	0.44	7.4e-05	0.00013	0.00013	0.024	0.00017	0.18	0.051	0.05	0.051	0.051	0.051	0.00013	3	0.16
280	0.014	3.5e-05	0.014	0.76	3.5e-05	6.2e-05	6.2e-05	0.00014	0	0.14	0.014	0.014	0.014	0.014	0.014	6.2e-05	3	0.16
281	0.018	0.0093	0.018	0.71	0.0093	0.016	0.016	0.012	0.00026	0.084	0.018	0.017	0.018	0.018	0.018	0.016	3	0.16
282	0.063	2.2e-05	0.063	0.13	2.2e-05	3.8e-05	3.8e-05	0.3	0.016	0.11	0.063	0.061	0.063	0.063	0.063	3.8e-05	7	0.071
283	0.008	0	0.008	0.00021	0	0	0	0.75	0.19	0.0033	0.008	0.0078	0.008	0.008	0.008	0	7	0.071
284	0.019	0.0058	0.019	0.72	0.0058	0.01	0.01	0.01	0.00016	0.092	0.019	0.018	0.019	0.019	0.019	0.01	3	0.16
285	0.00021	0.00012	0.00021	0.98	0.00012	0.00021	0.00021	0	0	0.015	0.00021	0.0002	0.00021	0.00021	0.00021	0.00021	3	0.16
286	0.029	0	0.029	1.4e-05	0	0	0	0.78	0.01	0.0056	0.029	0.028	0.029	0.029	0.029	0	7	0.071
287	5.1e-05	0.00077	5.1e-05	0.99	0.00077	0.0013	0.0013	0	0	0.006	5.1e-05	5e-05	5.1e-05	5.1e-05	5.1e-05	0.0013	3	0.16
288	0.039	0	0.039	0.47	0	1.2e-06	1.2e-06	0.00042	0	0.25	0.039	0.038	0.039	0.039	0.039	1.2e-06	3	0.16
289	2.2e-05	0.095	2.2e-05	0.31	0.095	0.17	0.17	0	0	0.0012	2.2e-05	2.1e-05	2.2e-05	2.2e-05	2.2e-05	0.17	3	0.16
290	0.0037	3.2e-05	0.0037	0.9	3.2e-05	5.6e-05	5.6e-05	2.4e-06	0	0.073	0.0037	0.0036	0.0037	0.0037	0.0037	5.6e-05	3	0.16
291	0.0091	0.0011	0.0091	0.85	0.0011	0.0019	0.0019	0.00033	0	0.081	0.0091	0.0089	0.0091	0.0091	0.0091	0.0019	3	0.16
292	0.013	1.2e-05	0.013	0.76	1.2e-05	2e-05	2e-05	5.1e-05	0	0.14	0.013	0.013	0.013	0.013	0.013	2e-05	3	0.16
293	0.00093	0	0.00093	0.92	0	0	0	0	0	0.071	0.00093	0.00091	0.00093	0.00093	0.00093	0	3	0.16
294	0.0075	0.0061	0.0075	0.84	0.0061	0.011	0.011	0.00065	2e-06	0.061	0.0075	0.0073	0.0075	0.0075	0.0075	0.011	3	0.16
295	0.06	6.7e-05	0.06	0.18	6.7e-05	0.00012	0.00012	0.26	0.014	0.12	0.06	0.059	0.06	0.06	0.06	0.00012	7	0.071
296	0.011	0	0.011	1.1e-05	0	0	0	0.87	0.045	0.0022	0.011	0.011	0.011	0.011	0.011	0	7	0.071
297	0.016	0.0096	0.016	0.73	0.0096	0.017	0.017	0.0086	0.00015	0.08	0.016	0.015	0.016	0.016	0.016	0.017	3	0.16
298	0.057	0	0.057	0.00013	0	0	0	0.58	0.0046	0.018	0.057	0.056	0.057	0.057	0.057	0	7	0.071
299	0.051	1.1e-06	0.051	0.035	1.1e-06	2e-06	2e-06	0.51	0.039	0.063	0.051	0.05	0.051	0.051	0.051	2e-06	7	0.071
300	0.00016	0.044	0.00016	0.67	0.044	0.077	0.077	0	0	0.0059	0.00016	0.00016	0.00016	0.00016	0.00016	0.077	3	0.16
301	0.085	0	0.085	0.046	0	0	0	0.24	0.0041	0.12	0.085	0.083	0.085	0.085	0.085	0	7	0.071
302	0.051	0.00024	0.051	0.43	0.00024	0.00042	0.00042	0.056	0.001	0.16	0.051	0.05	0.051	0.051	0.051	0.00042	3	0.16
303	0.0012	0.05	0.0012	0.61	0.05	0.088	0.088	4.5e-05	0	0.016	0.0012	0.0012	0.0012	0.0012	0.0012	0.088	3	0.16
304	0.068	3.6e-05	0.068	0.25	3.6e-05	6.3e-05	6.3e-05	0.11	0.0022	0.16	0.068	0.066	0.068	0.068	0.068	6.3e-05	3	0.16
305	0.047	0	0.047	0.015	0	0	0	0.57	0.041	0.047	0.047	0.045	0.047	0.047	0.047	0	7	0.071
306	0.0017	0.018	0.0017	0.83	0.018	0.032	0.032	2.9e-05	0	0.025	0.0017	0.0017	0.0017	0.0017	0.0017	0.032	3	0.16
307	0.014	0	0.014	0.7	0	0	0	5.1e-06	0	0.2	0.014	0.013	0.014	0.014	0.014	0	3	0.16
308	0.063	2e-05	0.063	0.13	2e-05	3.5e-05	3.5e-05	0.31	0.017	0.11	0.063	0.061	0.063	0.063	0.063	3.5e-05	7	0.071
309	0.076	3.7e-06	0.076	0.23	3.7e-06	6.4e-06	6.4e-06	0.039	0.0002	0.2	0.076	0.074	0.076	0.076	0.076	6.4e-06	3	0.16
310	0	0.14	0	0.001	0.14	0.24	0.24	0	0	0	0	0	0	0	0	0.24	5	0.24
311	0.083	0	0.083	0.052	0	0	0	0.0001	0	0.37	0.083	0.081	0.083	0.083	0.083	0	9	0.12
312	0.042	0.0018	0.042	0.47	0.0018	0.0031	0.0031	0.1	0.0051	0.12	0.042	0.041	0.042	0.042	0.042	0.0031	3	0.16
313	0.06	5.4e-05	0.06	0.36	5.4e-05	9.5e-05	9.5e-05	0.046	0.0005	0.18	0.06	0.058	0.06	0.06	0.06	9.5e-05	3	0.16
314	0.057	2.4e-05	0.057	0.39	2.4e-05	4.3e-05	4.3e-05	0.02	9.6e-05	0.2	0.057	0.056	0.057	0.057	0.057	4.3e-05	3	0.16
315	0.082	1.3e-06	0.082	0.094	1.3e-06	2.2e-06	2.2e-06	0.19	0.0034	0.14	0.082	0.08	0.082	0.082	0.082	2.2e-06	7	0.071
316	0.0059	0.02	0.0059	0.77	0.02	0.034	0.034	0.00095	6.2e-06	0.046	0.0059	0.0058	0.0059	0.0059	0.0059	0.034	3	0.16
317	0.0047	0	0.0047	0.00045	0	0	0	0.6	0.36	0.0025	0.0047	0.0046	0.0047	0.0047	0.0047	0	7	0.071
318	0.1	0	0.1	0.044	0	0	0	0.054	0.00013	0.18	0.1	0.1	0.1	0.1	0.1	0	9	0.12
319	0.0012	5.4e-05	0.0012	0.95	5.4e-05	9.5e-05	9.5e-05	0	0	0.04	0.0012	0.0012	0.0012	0.0012	0.0012	9.5e-05	3	0.16
320	0.1	0	0.1	0.045	0	0	0	0.013	6.4e-06	0.22	0.1	0.1	0.1	0.1	0.1	0	9	0.12
321	0.074	0	0.074	0.23	0	1e-06	1e-06	0.011	1.3e-05	0.24	0.074	0.072	0.074	0.074	0.074	1e-06	9	0.12
322	0.074	0	0.074	0.034	0	0	0	0.35	0.01	0.092	0.074	0.072	0.074	0.074	0.074	0	7	0.071
323	0.018	0	0.018	2.6e-05	0	0	0	0.84	0.032	0.0041	0.018	0.017	0.018	0.018	0.018	0	7	0.071
324	0.063	7.5e-05	0.063	0.28	7.5e-05	0.00013	0.00013	0.12	0.0032	0.15	0.063	0.062	0.063	0.063	0.063	0.00013	3	0.16
325	0.03	5.8e-05	0.03	0.62	5.8e-05	0.0001	0.0001	0.0022	2.8e-06	0.17	0.03	0.029	0.03	0.03	0.03	0.0001	3	0.16
326	0.043	0.0019	0.043	0.41	0.0019	0.0033	0.0033	0.15	0.011	0.11	0.043	0.042	0.043	0.043	0.043	0.0033	3	0.16
327	0.0003	3e-05	0.0003	0.98	3e-05	5.2e-05	5.2e-05	0	0	0.021	0.0003	0.0003	0.0003	0.0003	0.0003	5.2e-05	3	0.16
328	0.049	1.2e-05	0.049	0.44	1.2e-05	2.1e-05	2.1e-05	0.0061	1e-05	0.21	0.049	0.048	0.049	0.049	0.049	2.1e-05	3	0.16
329	0.087	0	0.087	0.13	0	1.5e-06	1.5e-06	0.082	0.00064	0.18	0.087	0.085	0.087	0.087	0.087	1.5e-06	9	0.12
330	0.0067	1.6e-05	0.0067	0.87	1.6e-05	2.8e-05	2.8e-05	2e-05	0	0.084	0.0067	0.0065	0.0067	0.0067	0.0067	2.8e-05	3	0.16
331	0.00051	0.0003	0.00051	0.98	0.0003	0.00052	0.00052	0	0	0.017	0.00051	0.0005	0.00051	0.00051	0.00051	0.00052	3	0.16
332	0.088	0.00054	0.088	0.15	0.00054	0.00095	0.00095	0.013	1.2e-05	0.22	0.088	0.085	0.088	0.088	0.088	0.00095	9	0.12
333	0.017	0.00052	0.017	0.78	0.00052	0.00092	0.00092	0.0031	1.2e-05	0.094	0.017	0.017	0.017	0.017	0.017	0.00092	3	0.16
334	0.0042	0.0088	0.0042	7.2e-05	0.0088	0.015	0.015	0.68	0.23	0.0013	0.0042	0.0041	0.0042	0.0042	0.0042	0.015	7	0.071
335	0.00044	0.011	0.00044	0	0.011	0.019	0.019	0.85	0.068	8.4e-06	0.00044	0.00043	0.00044	0.00044	0.00044	0.019	7	0.071
336	0.0036	7.4e-06	0.0036	0.91	7.4e-06	1.3e-05	1.3e-05	2.2e-06	0	0.067	0.0036	0.0036	0.0036	0.0036	0.0036	1.3e-05	3	0.16
337	0.053	0.0043	0.053	0.27	0.0043	0.0075	0.0075	0.21	0.011	0.11	0.053	0.051	0.053	0.053	0.053	0.0075	3	0.16
338	0.0003	0.00023	0.0003	0.98	0.00023	0.0004	0.0004	0	0	0.014	0.0003	0.0003	0.0003	0.0003	0.0003	0.0004	3	0.16
339	0.041	0.00048	0.041	0.54	0.00048	0.00085	0.00085	0.014	7.1e-05	0.15	0.041	0.04	0.041	0.041	0.041	0.00085	3	0.16
340	8.5e-05	0.0041	8.5e-05	0.96	0.0041	0.0071	0.0071	0	0	0.0052	8.5e-05	8.3e-05	8.5e-05	8.5e-05	8.5e-05	0.0071	3	0.16
341	0.035	9.9e-05	0.035	0.58	9.9e-05	0.00017	0.00017	0.0021	0	0.17	0.035	0.034	0.035	0.035	0.035	0.00017	3	0.16
342	0.029	0.00016	0.029	0.66	0.00016	0.00029	0.00029	0.0033	6.4e-06	0.14	0.029	0.028	0.029	0.029	0.029	0.00029	3	0.16
343	0	0.11	0	0.21	0.11	0.19	0.19	0	0	7e-05	0	0	0	0	0	0.19	3	0.16
344	0.00025	0.00086	0.00025	0.98	0.00086	0.0015	0.0015	0	0	0.011	0.00025	0.00025	0.00025	0.00025	0.00025	0.0015	3	0.16
345	0.023	0.0046	0.023	0.69	0.0046	0.0081	0.0081	0.017	0.00034	0.1	0.023	0.023	0.023	0.023	0.023	0.0081	3	0.16
346	0.018	0	0.018	3.1e-06	0	0	0	0.86	0.013	0.0025	0.018	0.017	0.018	0.018	0.018	0	7	0.071
347	0.1	0	0.1	0.05	0	0	0	0.0076	2.2e-06	0.23	0.1	0.099	0.1	0.1	0.1	0	9	0.12
348	0.004	0.0062	0.004	0.88	0.0062	0.011	0.011	0.00011	0	0.045	0.004	0.0039	0.004	0.004	0.004	0.011	3	0.16
349	0.011	0.00015	0.011	0.82	0.00015	0.00027	0.00027	0.00014	0	0.1	0.011	0.01	0.011	0.011	0.011	0.00027	3	0.16
350	0.028	0.0031	0.028	0.65	0.0031	0.0055	0.0055	0.024	0.0005	0.11	0.028	0.027	0.028	0.028	0.028	0.0055	3	0.16
351	0.017	4.9e-05	0.017	0.74	4.9e-05	8.5e-05	8.5e-05	0.00028	0	0.14	0.017	0.016	0.017	0.017	0.017	8.5e-05	3	0.16
352	0.0041	0.01	0.0041	0.85	0.01	0.018	0.018	0.00018	0	0.043	0.0041	0.004	0.0041	0.0041	0.0041	0.018	3	0.16
353	0.022	0.0036	0.022	0.71	0.0036	0.0063	0.0063	0.011	0.00016	0.1	0.022	0.021	0.022	0.022	0.022	0.0063	3	0.16
354	0.05	0.0006	0.05	0.37	0.0006	0.0011	0.0011	0.14	0.0068	0.13	0.05	0.049	0.05	0.05	0.05	0.0011	3	0.16
355	0.023	7.4e-05	0.023	0.69	7.4e-05	0.00013	0.00013	0.00098	0	0.15	0.023	0.022	0.023	0.023	0.023	0.00013	3	0.16
356	0.061	9.2e-05	0.061	0.23	9.2e-05	0.00016	0.00016	0.2	0.0089	0.13	0.061	0.06	0.061	0.061	0.061	0.00016	3	0.16
357	0.018	0	0.018	3.2e-06	0	0	0	0.86	0.013	0.0025	0.018	0.018	0.018	0.018	0.018	0	7	0.071
358	0.059	0	0.059	0.023	0	0	0	0.48	0.023	0.066	0.059	0.058	0.059	0.059	0.059	0	7	0.071
359	1.9e-06	0.076	1.9e-06	0.45	0.076	0.13	0.13	0	0	0.00043	1.9e-06	1.8e-06	1.9e-06	1.9e-06	1.9e-06	0.13	3	0.16
360	0.097	0	0.097	0.075	0	0	0	0.06	0.00022	0.18	0.097	0.095	0.097	0.097	0.097	0	9	0.12
