SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0
482	0.0035	0.0061	0.032	0.96	0	3	0.16
483	0.2	0.064	0.066	0.047	0.63	4	0.071
484	4.8e-05	0.53	0.0015	0.46	0	1	0.24
485	0.013	0.3	0.036	0.65	0.00025	3	0.16
486	0.26	0	0.044	0.0021	0.69	4	0.071
487	0.23	0	0.43	0.34	0.0002	2	0.12
488	0.01	0.038	0.046	0.91	1.3e-05	3	0.16
489	0.28	4.9e-05	0.11	0.058	0.56	4	0.071
490	0.041	0.15	0.075	0.73	0.0022	3	0.16
491	0.15	0.00032	0.24	0.6	0.0017	3	0.16
492	0.1	0.00065	0.2	0.69	0.00073	3	0.16
493	0.21	0.011	0.19	0.53	0.062	3	0.16
494	0.037	8.2e-05	0.15	0.81	8.1e-06	3	0.16
495	0.23	0	0.039	0.0022	0.73	4	0.071
496	0.0034	0	5.3e-05	0	1	4	0.071
497	0.17	0.012	0.18	0.61	0.026	3	0.16
498	0.79	0	0.15	0.0013	0.065	0	0.11
499	0.032	0.039	0.081	0.85	0.00032	3	0.16
500	0.59	0	0.36	0.036	0.0053	0	0.11
501	0.059	0.0039	0.14	0.8	0.0004	3	0.16
502	0.5	0	0.39	0.11	0.006	0	0.11
503	0.34	0.00052	0.19	0.2	0.26	0	0.11
504	0.18	0.00019	0.27	0.55	0.0025	3	0.16
505	0.13	0.0013	0.21	0.65	0.0027	3	0.16
506	0.26	1.8e-05	0.34	0.4	0.0028	3	0.16
507	0.093	0.1	0.11	0.67	0.019	3	0.16
508	0.13	0.0094	0.17	0.67	0.0094	3	0.16
509	0.31	0.0018	0.2	0.29	0.2	0	0.11
510	0.01	0.026	0.048	0.92	9.7e-06	3	0.16
511	0.097	0	0.015	0.0013	0.89	4	0.071
512	0.29	2.3e-06	0.39	0.33	0.0013	2	0.12
513	0.43	4.6e-05	0.22	0.14	0.2	0	0.11
514	0.11	8.2e-06	0.29	0.6	5.8e-05	3	0.16
515	0.35	0	0.097	0.016	0.53	4	0.071
516	0.18	0.00076	0.24	0.57	0.0056	3	0.16
517	0.04	2.1e-06	0.22	0.74	1e-06	3	0.16
518	0.025	0.0063	0.087	0.88	4.4e-05	3	0.16
519	0.46	0	0.11	0.0081	0.42	0	0.11
520	0.82	0	0.13	0.00053	0.052	0	0.11
521	0.14	4.2e-05	0.28	0.58	0.00037	3	0.16
522	5.2e-05	0	0	0	1	4	0.071
523	0.12	0	0.01	9.2e-05	0.87	4	0.071
524	0.36	0.00021	0.19	0.16	0.3	0	0.11
525	0.056	0	0.0026	5.8e-06	0.94	4	0.071
526	0.0037	0.059	0.026	0.91	1.2e-06	3	0.16
527	0.089	0.0021	0.17	0.74	0.00096	3	0.16
528	0.3	0.0026	0.2	0.33	0.18	3	0.16
529	0.47	0	0.099	0.0052	0.43	0	0.11
530	2.7e-06	0.91	0.00012	0.088	0	1	0.24
531	0.21	0.016	0.18	0.51	0.085	3	0.16
532	0.023	0.024	0.074	0.88	9.4e-05	3	0.16
533	0.4	0.00014	0.23	0.2	0.17	0	0.11
534	0.69	0	0.29	0.012	0.012	0	0.11
535	0.032	0	0.0025	4.3e-05	0.97	4	0.071
536	0.028	0	0.0013	4.4e-06	0.97	4	0.071
537	0.21	7.5e-06	0.35	0.44	0.00067	3	0.16
538	0.23	0.00086	0.25	0.5	0.016	3	0.16
539	0.24	0.014	0.17	0.4	0.18	3	0.16
540	0.011	0	0.00014	0	0.99	4	0.071
541	0.31	0.0028	0.29	0.39	0.013	3	0.16
542	0.049	0.0011	0.11	0.83	0.00024	3	0.16
543	0.29	0.0086	0.22	0.43	0.05	3	0.16
544	0.38	0.078	0.04	0.0004	0.5	4	0.071
545	0.099	0.012	0.12	0.75	0.0092	3	0.16
546	0.38	0.0037	0.31	0.29	0.017	0	0.11
547	0.21	0.073	0.047	0.009	0.66	4	0.071
548	0.37	0	0.52	0.1	0.00013	2	0.12
549	0.079	0	0.0082	0.0002	0.91	4	0.071
550	0.13	0.054	0.14	0.64	0.034	3	0.16
551	0.042	0	0.0041	0.00011	0.95	4	0.071
552	0.34	0.00035	0.26	0.34	0.06	3	0.16
553	0.032	0	0.002	1.5e-05	0.97	4	0.071
554	0.0019	0.058	0.015	0.93	0	3	0.16
555	0.25	0.0076	0.19	0.42	0.13	3	0.16
556	0.21	0.0068	0.2	0.55	0.039	3	0.16
557	0.33	0	0.097	0.02	0.55	4	0.071
558	2.1e-05	0.099	0.0016	0.9	0	3	0.16
559	0.4	0.00056	0.41	0.19	0.0015	2	0.12
560	0.091	1.3e-05	0.26	0.65	2.3e-05	3	0.16
561	0.092	0	0.28	0.63	1.4e-05	3	0.16
562	0.0084	0.00014	0.058	0.93	0	3	0.16
563	0.51	0	0.39	0.095	0.0029	0	0.11
564	0.01	0	0.00022	0	0.99	4	0.071
565	0.069	0.00017	0.16	0.77	0.0002	3	0.16
566	0.12	1.2e-05	0.24	0.64	0.0002	3	0.16
567	0	0.011	0.00018	0.99	0	3	0.16
568	0.21	0.00061	0.093	0.14	0.56	4	0.071
569	0.034	0	0.0049	0.00057	0.96	4	0.071
570	0.0036	0.42	0.016	0.56	1.3e-05	3	0.16
571	0.21	0	0.045	0.006	0.74	4	0.071
572	0.092	0	0.0093	0.00019	0.9	4	0.071
573	0.48	3.8e-06	0.32	0.15	0.044	0	0.11
574	0.0002	0.5	0.0032	0.49	0	1	0.24
575	0.0066	0.067	0.00017	0	0.93	4	0.071
576	0.34	0.069	0.067	0.0059	0.52	4	0.071
577	0.37	9.1e-05	0.23	0.28	0.12	0	0.11
578	0	0.69	0	0.31	0	1	0.24
579	0.11	0.035	0.11	0.72	0.03	3	0.16
580	9.9e-05	0.16	0.0026	0.83	0	3	0.16
581	2.8e-05	0.14	0.00022	0.86	0	3	0.16
582	0.048	9.3e-05	0.14	0.81	4.5e-05	3	0.16
583	0.33	1.1e-05	0.12	0.074	0.47	4	0.071
584	0.28	0.0045	0.25	0.44	0.023	3	0.16
585	0.027	0.054	0.057	0.86	0.00065	3	0.16
586	0.29	0.00025	0.23	0.43	0.045	3	0.16
587	0.00014	0.00085	0.0059	0.99	0	3	0.16
588	0.4	2.4e-06	0.14	0.042	0.41	4	0.071
589	0.57	0	0.098	0.0019	0.33	0	0.11
590	0.13	0	0.019	0.00084	0.85	4	0.071
591	0	0.19	6.9e-05	0.81	0	3	0.16
592	0.01	0.22	0.035	0.74	7.3e-05	3	0.16
593	0.16	0.035	0.16	0.6	0.049	3	0.16
594	0.18	0.00026	0.26	0.56	0.0027	3	0.16
595	0.24	3e-06	0.071	0.021	0.66	4	0.071
596	0.046	0.0017	0.13	0.82	0.00011	3	0.16
597	0.57	0	0.2	0.028	0.2	0	0.11
598	0.0011	0.00036	0.023	0.98	0	3	0.16
599	0.23	0	0.55	0.22	1.8e-05	2	0.12
600	0.15	5.7e-05	0.28	0.58	0.00054	3	0.16
601	0.0011	0	8.1e-06	0	1	4	0.071
602	0.15	0.0037	0.2	0.64	0.0079	3	0.16
603	0.13	0.043	0.14	0.67	0.023	3	0.16
604	9.3e-05	0.49	0.0022	0.51	0	3	0.16
605	0.55	0	0.42	0.025	0.0007	0	0.11
606	0.52	0	0.11	0.0057	0.36	0	0.11
607	0.32	0.00011	0.3	0.36	0.019	3	0.16
608	0.021	0	0.0014	2.2e-05	0.98	4	0.071
609	0.57	0	0.33	0.072	0.026	0	0.11
610	0.37	0.00026	0.21	0.19	0.23	0	0.11
611	0.02	0.00038	0.1	0.88	3.6e-06	3	0.16
612	0.22	0	0.055	0.011	0.72	4	0.071
613	0.13	0.0077	0.18	0.67	0.0081	3	0.16
614	0.0091	0	0.00019	0	0.99	4	0.071
615	0.32	0.00019	0.28	0.36	0.03	3	0.16
616	0.12	1.9e-05	0.28	0.59	0.00015	3	0.16
617	0.098	0	0.015	0.0011	0.89	4	0.071
618	0.071	2.2e-05	0.23	0.7	2.6e-05	3	0.16
619	0.3	0.00011	0.12	0.082	0.5	4	0.071
620	0.31	0.00047	0.26	0.39	0.04	3	0.16
621	0.27	0.0025	0.22	0.43	0.072	3	0.16
622	0.23	0.006	0.2	0.51	0.056	3	0.16
623	0.088	0.11	0.11	0.67	0.017	3	0.16
624	0.55	0	0.28	0.086	0.079	0	0.11
625	0.064	0	0.0039	2e-05	0.93	4	0.071
626	0.0071	0.035	0.039	0.92	4.7e-06	3	0.16
627	0.44	0	0.44	0.11	0.0015	0	0.11
628	0.16	0.0042	0.2	0.63	0.0095	3	0.16
629	0.11	0.0016	0.19	0.69	0.0017	3	0.16
630	0.27	0.0025	0.22	0.43	0.072	3	0.16
631	0.0012	0.04	0.015	0.94	0	3	0.16
632	0.14	0.029	0.16	0.65	0.024	3	0.16
633	0.0049	0.16	0.026	0.81	6.5e-06	3	0.16
634	0.00056	0.37	0.0065	0.62	0	3	0.16
635	0.3	1.6e-06	0.092	0.023	0.58	4	0.071
636	0.43	1.5e-05	0.31	0.21	0.039	0	0.11
637	0.00032	0.17	0.0062	0.82	0	3	0.16
638	0.34	9.4e-05	0.15	0.1	0.41	4	0.071
639	0.21	0.009	0.19	0.53	0.056	3	0.16
640	0.089	0.0096	0.15	0.75	0.0026	3	0.16
641	2.9e-05	0.88	0.00048	0.12	0	1	0.24
642	0.57	0	0.36	0.063	0.012	0	0.11
643	0.4	1.4e-05	0.33	0.25	0.02	0	0.11
644	0.25	0.0071	0.19	0.41	0.13	3	0.16
645	0.0061	1.3e-05	0.077	0.92	0	3	0.16
646	0.012	0	0.00059	4.3e-06	0.99	4	0.071
647	0.00049	2.2e-05	0.02	0.98	0	3	0.16
648	0.26	1e-05	0.084	0.032	0.63	4	0.071
649	0.4	0.00011	0.21	0.17	0.22	0	0.11
650	0.088	0.081	0.01	0.0003	0.82	4	0.071
651	0.00075	0.12	0.0025	0.88	1e-05	3	0.16
652	0.0039	0.12	0.011	0.86	7.4e-05	3	0.16
653	0	0.39	7.6e-06	0.61	0	3	0.16
654	0	0.059	0	0.94	0	3	0.16
655	0.0041	0.15	0.021	0.83	8e-06	3	0.16
656	0.59	0.00085	0.38	0.026	0.0021	0	0.11
657	0.16	0.0028	0.21	0.62	0.0079	3	0.16
658	0.00037	0.12	0.0014	0.88	3.6e-06	3	0.16
659	0.00039	0.3	0.0049	0.69	0	3	0.16
660	0	0	0	1	0	3	0.16
661	0.021	0.027	0.064	0.89	0.00012	3	0.16
662	0	0.052	0	0.95	0	3	0.16
663	2.1e-05	0.11	0.00022	0.89	0	3	0.16
664	0.077	0.00062	0.15	0.78	0.00063	3	0.16
665	0.48	2.7e-06	0.28	0.18	0.058	0	0.11
666	0.00035	0.0062	0.0078	0.99	0	3	0.16
667	0.03	0	0.00074	0	0.97	4	0.071
668	0	0.048	0	0.95	0	3	0.16
669	0.0026	0.17	0.007	0.82	5.7e-05	3	0.16
670	0.068	6e-05	0.17	0.76	9.6e-05	3	0.16
671	0.4	9.6e-05	0.21	0.16	0.23	0	0.11
672	0.14	0	0.026	0.0025	0.83	4	0.071
673	0.00038	0.074	0.0077	0.92	0	3	0.16
674	0.0075	0.097	0.035	0.86	1.3e-05	3	0.16
675	0.3	0.00089	0.25	0.39	0.06	3	0.16
676	0.011	0.019	0.052	0.92	9.6e-06	3	0.16
677	5.7e-06	0	0	0	1	4	0.071
678	0.079	0	0.0039	9.2e-06	0.92	4	0.071
679	0.38	3.4e-05	0.31	0.28	0.027	0	0.11
680	0.32	0.00013	0.14	0.1	0.43	4	0.071
681	0.029	0.078	0.071	0.82	0.00043	3	0.16
682	0.67	0	0.3	0.018	0.013	0	0.11
683	0.56	0	0.14	0.0078	0.29	0	0.11
684	0.26	0.00045	0.27	0.45	0.019	3	0.16
685	0.29	0	0.045	0.0015	0.67	4	0.071
686	0.45	6.7e-06	0.19	0.073	0.29	0	0.11
687	0.0089	0.004	0.054	0.93	1.9e-06	3	0.16
688	0.013	0.0021	0.071	0.91	3.8e-06	3	0.16
689	0.12	0.015	0.16	0.7	0.0085	3	0.16
690	0.6	0	0.27	0.05	0.084	0	0.11
691	0.17	0	0.034	0.004	0.79	4	0.071
692	0.025	0.00016	0.12	0.85	4.2e-06	3	0.16
693	0.0023	0.076	0.02	0.9	0	3	0.16
694	0.069	0.12	0.098	0.71	0.0082	3	0.16
695	0.0044	0.0012	0.043	0.95	0	3	0.16
696	0.16	0.0027	0.21	0.63	0.0073	3	0.16
697	0.17	0.0017	0.22	0.6	0.0076	3	0.16
698	0.019	0.0006	0.096	0.88	4.7e-06	3	0.16
699	0.003	0	3.1e-05	0	1	4	0.071
700	0.32	0	0.062	0.004	0.62	4	0.071
701	0.19	0.018	0.18	0.55	0.06	3	0.16
702	0.029	0.065	0.073	0.83	0.00037	3	0.16
703	0.0001	0	0	0	1	4	0.071
704	0.35	0	0.033	0.00017	0.61	4	0.071
705	0.46	2e-05	0.27	0.16	0.1	0	0.11
706	0.025	0.0093	0.084	0.88	6e-05	3	0.16
707	0.5	5.2e-06	0.28	0.13	0.092	0	0.11
708	0.17	1.5e-05	0.32	0.51	0.00042	3	0.16
709	0.00022	0	0	0	1	4	0.071
710	0.1	0	0.015	0.00081	0.88	4	0.071
711	0.44	0	0.097	0.0063	0.46	4	0.071
712	0.49	0	0.17	0.038	0.3	0	0.11
713	0.043	0.029	0.096	0.83	0.00062	3	0.16
714	0.041	0.014	0.1	0.84	0.00033	3	0.16
715	0.57	0	0.38	0.046	0.0041	0	0.11
716	0.21	0	0.04	0.0032	0.75	4	0.071
717	0.24	0	0.025	0.00028	0.73	4	0.071
718	0.067	0	0.0087	0.00047	0.92	4	0.071
719	0.086	0.016	0.14	0.76	0.0032	3	0.16
720	0.00086	0.045	0.013	0.94	0	3	0.16
721	0.47	1e-05	0.23	0.11	0.19	0	0.11
722	0.23	0.011	0.19	0.46	0.11	3	0.16
723	0.00028	0.68	0.0029	0.32	0	1	0.24
724	0.0017	0.0018	0.025	0.97	0	3	0.16
725	0.027	0	0.0015	9.1e-06	0.97	4	0.071
726	0.72	0	0.11	0.00089	0.17	0	0.11
727	0.2	0.0048	0.21	0.56	0.028	3	0.16
728	0.37	2e-05	0.33	0.28	0.017	0	0.11
729	0.016	0	0.00054	0	0.98	4	0.071
730	0.45	0	0.14	0.025	0.39	0	0.11
731	0.087	0.01	0.15	0.75	0.0025	3	0.16
732	0.37	6e-06	0.36	0.26	0.0085	0	0.11
733	0.34	0	0.092	0.014	0.55	4	0.071
734	0.3	0.0017	0.22	0.36	0.11	3	0.16
735	0.26	0.00075	0.25	0.46	0.023	3	0.16
736	0.3	0.0019	0.22	0.37	0.11	3	0.16
737	0.15	0.0056	0.18	0.65	0.016	3	0.16
738	0	0.06	0	0.94	0	3	0.16
739	0.4	4.9e-05	0.21	0.15	0.24	0	0.11
740	0.2	0.0027	0.22	0.56	0.018	3	0.16
741	0.00012	0.14	0.0036	0.85	0	3	0.16
742	0.00018	0.28	0.0014	0.72	0	3	0.16
743	0	0.52	0	0.48	0	1	0.24
744	0	0.1	0	0.9	0	3	0.16
745	0.0013	0.19	0.013	0.8	0	3	0.16
746	0.039	0.023	0.095	0.84	0.0004	3	0.16
747	0	0.91	0	0.092	0	1	0.24
748	0	0.08	0	0.92	0	3	0.16
749	0	0.18	0	0.82	0	3	0.16
750	0.028	0.08	0.054	0.84	0.0011	3	0.16
751	0	0.097	2.2e-06	0.9	0	3	0.16
752	0	0.76	6e-05	0.24	0	1	0.24
753	0.21	0.0028	0.18	0.57	0.05	3	0.16
754	0.2	0.0097	0.14	0.48	0.17	3	0.16
755	0.21	0	0.053	0.012	0.73	4	0.071
756	0.35	0	0.087	0.01	0.55	4	0.071
757	0.37	0.00026	0.21	0.19	0.23	0	0.11
758	0.0021	0.086	0.018	0.89	0	3	0.16
759	0.48	0	0.16	0.03	0.33	0	0.11
760	0	0.77	1.4e-05	0.23	0	1	0.24
761	0.13	0.035	0.15	0.67	0.02	3	0.16
762	0.54	0	0.27	0.082	0.11	0	0.11
763	0.0013	0.67	0.0066	0.32	5.1e-06	1	0.24
764	0.046	0.038	0.097	0.82	0.00095	3	0.16
765	0.35	2.7e-06	0.12	0.034	0.5	4	0.071
766	0.0015	0	1.8e-05	0	1	4	0.071
767	0.25	0	0.068	0.014	0.67	4	0.071
768	0.24	0.01	0.21	0.48	0.055	3	0.16
769	0.55	0	0.23	0.051	0.17	0	0.11
770	0	0.018	0	0.98	0	3	0.16
771	0.26	2.1e-06	0.075	0.02	0.65	4	0.071
772	0.044	0.042	0.094	0.82	0.00087	3	0.16
773	0.14	0	0.027	0.003	0.83	4	0.071
774	0.0043	0	9.3e-05	0	1	4	0.071
775	0.092	0	0.012	0.00057	0.9	4	0.071
776	0.13	0.0017	0.2	0.66	0.003	3	0.16
777	0.5	3e-06	0.23	0.08	0.19	0	0.11
778	0.029	0.065	0.073	0.83	0.00037	3	0.16
779	0.5	0	0.097	0.0036	0.4	0	0.11
780	0.25	0	0.054	0.0057	0.69	4	0.071
781	0.073	0.0094	0.14	0.78	0.0013	3	0.16
782	0.0016	0.19	0.014	0.8	0	3	0.16
783	0.072	4.1e-05	0.22	0.71	4.2e-05	3	0.16
784	0	0.23	0	0.77	0	3	0.16
785	0.0024	0.14	0.018	0.84	0	3	0.16
786	0.0013	0.0074	0.019	0.97	0	3	0.16
787	0.64	0	0.22	0.023	0.12	0	0.11
788	0.1	0	0.014	0.00062	0.88	4	0.071
789	0	0.22	0	0.78	0	3	0.16
790	0.25	0.0096	0.18	0.39	0.18	3	0.16
791	0.11	0.026	0.15	0.71	0.01	3	0.16
792	0.0045	0.0072	0.034	0.95	0	3	0.16
793	0.00085	0.052	0.012	0.94	0	3	0.16
794	0.14	0.0018	0.19	0.66	0.0052	3	0.16
795	0.062	0.076	0.0076	0.00052	0.85	4	0.071
796	0.018	0.28	0.034	0.67	0.0012	3	0.16
797	0.21	0.0002	0.33	0.46	0.00054	3	0.16
798	0.14	0.0093	0.15	0.68	0.02	3	0.16
799	0.13	0.071	0.031	0.012	0.76	4	0.071
800	0.24	0.0082	0.2	0.5	0.046	3	0.16
801	0.21	0.00028	0.31	0.48	0.0008	3	0.16
802	0.11	0.017	0.13	0.72	0.018	3	0.16
803	0.53	0.0031	0.35	0.11	0.011	0	0.11
804	5.2e-05	0.00014	6.7e-06	1	0.002	3	0.16
805	0.00022	0.06	0	0	0.94	4	0.071
806	0.37	0.07	0.061	0.0027	0.5	4	0.071
807	0.063	0.082	0.0054	0.00012	0.85	4	0.071
808	0.61	0.0055	0.31	0.057	0.021	0	0.11
809	0.003	8.6e-06	0.045	0.95	0	3	0.16
810	0.0022	0.071	1.2e-05	0	0.93	4	0.071
811	0	0.25	0.00027	0.75	0	3	0.16
812	0.0027	0.088	0.017	0.89	0	3	0.16
813	0.013	0.074	0.00039	0	0.91	4	0.071
814	0.004	0.47	0.013	0.52	5.8e-05	3	0.16
815	0.0011	0.0052	0.014	0.98	0	3	0.16
816	0.16	0.073	0.035	0.0085	0.73	4	0.071
817	0.72	0.0025	0.26	0.0068	0.0066	0	0.11
818	0.00057	0.00025	0.014	0.99	0	3	0.16
819	0.029	0.0077	0.074	0.89	0.0002	3	0.16
820	0.18	0.00022	0.3	0.52	0.00061	3	0.16
821	0.27	0.039	0.14	0.22	0.33	4	0.071
822	0.44	0.0076	0.29	0.22	0.038	0	0.11
823	0.26	0.012	0.2	0.46	0.073	3	0.16
824	0.016	0.22	0.034	0.73	0.00059	3	0.16
825	0.2	0.00029	0.3	0.49	0.00086	3	0.16
826	0.15	0.00016	0.26	0.6	0.00043	3	0.16
827	0.027	0.016	0.066	0.89	0.00027	3	0.16
828	0.3	0.0051	0.25	0.42	0.027	3	0.16
829	0.093	0.00088	0.16	0.75	0.0011	3	0.16
830	0.0079	0.0009	0.047	0.94	0	3	0.16
831	0.56	0.023	0.23	0.06	0.13	0	0.11
832	0.058	0.0016	0.12	0.82	0.0005	3	0.16
833	0.21	0.08	0.032	0.0019	0.67	4	0.071
834	0.00018	0.046	0.0044	0.95	0	3	0.16
835	0.29	0.03	0.16	0.28	0.24	0	0.11
836	0.68	0.021	0.19	0.011	0.097	0	0.11
837	0.017	0.23	0.035	0.71	0.00078	3	0.16
838	0.098	0.0006	0.17	0.73	0.00094	3	0.16
839	0.00065	0.25	0.0064	0.75	0	3	0.16
840	0.1	0.071	0.1	0.69	0.042	3	0.16
841	0.54	0.002	0.36	0.086	0.0066	0	0.11
842	0.87	0.016	0.068	3.9e-05	0.047	0	0.11
843	0.22	0.055	0.09	0.1	0.53	4	0.071
844	0.3	0.034	0.16	0.24	0.28	0	0.11
845	0.012	0.055	0.038	0.89	6.8e-05	3	0.16
846	0.2	0.00013	0.34	0.46	0.00032	3	0.16
847	0.17	0.00022	0.28	0.54	0.00063	3	0.16
848	0.25	0.07	0.06	0.012	0.61	4	0.071
849	0.12	0.0061	0.15	0.71	0.01	3	0.16
850	0.00079	0.052	7.3e-06	0	0.95	4	0.071
851	0.011	0.049	0.037	0.9	5.4e-05	3	0.16
852	0.43	0.0079	0.29	0.23	0.04	0	0.11
853	0.29	0.0002	0.13	0.16	0.42	4	0.071
854	0.43	0	0.09	0.0073	0.47	4	0.071
855	0	0.21	0	0.79	0	3	0.16
856	0.001	0.016	0.012	0.97	0	3	0.16
857	0	0.097	4.5e-06	0.9	0	3	0.16
858	0.028	0.0031	0.079	0.89	9.5e-05	3	0.16
859	0.025	0	0.00087	0	0.97	4	0.071
860	0.29	0	0.068	0.014	0.63	4	0.071
861	0.0045	0.17	0.012	0.81	0.00011	3	0.16
862	0	0.031	0	0.97	0	3	0.16
863	0.43	1.4e-05	0.26	0.24	0.072	0	0.11
864	0.071	0	0.0089	0.00067	0.92	4	0.071
865	0.33	4.4e-05	0.14	0.12	0.41	4	0.071
866	0.59	0.02	0.23	0.049	0.11	0	0.11
867	0.12	0.0021	0.16	0.72	0.0057	3	0.16
868	0	0.033	0	0.97	0	3	0.16
869	0	0.046	0	0.95	0	3	0.16
870	0.33	0.00017	0.23	0.36	0.072	3	0.16
871	0	0.061	0	0.94	0	3	0.16
872	0.0057	0.02	0.029	0.94	4.2e-06	3	0.16
873	0	0.056	0	0.94	0	3	0.16
874	0	0.97	0	0.025	0	1	0.24
875	0.12	0.014	0.13	0.72	0.02	3	0.16
876	0.0077	3.7e-06	0.079	0.91	0	3	0.16
877	0.082	0.002	0.14	0.78	0.0016	3	0.16
878	0.087	0	0.0017	0	0.91	4	0.071
879	0.16	0	0.021	0.0011	0.82	4	0.071
880	0.44	4e-06	0.18	0.095	0.28	0	0.11
881	0.042	0.0036	0.095	0.86	0.00033	3	0.16
882	0.19	0.002	0.18	0.6	0.027	3	0.16
883	0	0.35	0	0.65	0	3	0.16
884	7.5e-06	0.15	0.0007	0.85	0	3	0.16
885	0.092	0.091	0.0058	3.7e-05	0.81	4	0.071
886	0.63	0	0.16	0.0085	0.19	0	0.11
887	0.25	0	0.062	0.011	0.68	4	0.071
888	0.13	0.00069	0.22	0.64	0.0018	3	0.16
889	0.00023	0.0016	0.009	0.99	0	3	0.16
890	0.44	5.4e-06	0.18	0.067	0.31	0	0.11
891	0.32	0.0014	0.2	0.29	0.19	0	0.11
892	0.29	0.0014	0.24	0.41	0.062	3	0.16
893	0.077	0.16	0.097	0.65	0.016	3	0.16
894	0.32	3.5e-05	0.13	0.065	0.49	4	0.071
895	0.17	0.00011	0.27	0.55	0.0015	3	0.16
896	0.2	0.013	0.19	0.54	0.058	3	0.16
897	0.38	0.00021	0.23	0.21	0.18	0	0.11
898	0.00032	0.11	0.0062	0.88	0	3	0.16
899	0.024	0	0.00055	0	0.98	4	0.071
900	0.096	0.0018	0.15	0.75	0.0021	3	0.16
901	0.032	0.083	0.0014	5.4e-06	0.88	4	0.071
902	0.26	0.072	0.055	0.0074	0.6	4	0.071
903	0.16	0.08	0.025	0.0019	0.73	4	0.071
904	0.00037	0.054	0	0	0.95	4	0.071
905	0.25	0.0033	0.22	0.46	0.061	3	0.16
906	0.23	0.024	0.15	0.44	0.16	3	0.16
907	0.03	0.067	0.0037	0.00043	0.9	4	0.071
908	0.33	0.00065	0.18	0.2	0.29	0	0.11
909	0.067	0.0031	0.15	0.78	0.0005	3	0.16
910	0.32	0.00076	0.17	0.19	0.32	4	0.071
911	0.26	0.0047	0.2	0.42	0.11	3	0.16
912	0.12	3.8e-05	0.27	0.61	0.00022	3	0.16
913	0.56	0.021	0.24	0.07	0.12	0	0.11
914	0.38	0.08	0.036	0.00026	0.5	4	0.071
915	0.48	0.05	0.12	0.015	0.33	0	0.11
916	0.4	0.0091	0.27	0.27	0.05	0	0.11
917	0.69	0.0057	0.27	0.018	0.02	0	0.11
918	0.28	0.0081	0.22	0.44	0.047	3	0.16
919	0.13	0.0068	0.15	0.7	0.014	3	0.16
920	0.04	0.08	0.0025	2.8e-05	0.88	4	0.071
921	0.29	0.026	0.17	0.31	0.2	3	0.16
922	0.11	0.076	0.02	0.0028	0.79	4	0.071
