SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0
147	3e-06	0.044	1.4e-06	0.024	0.044	0.024	0.044	0.044	1.4e-06	1.4e-06	1.4e-06	0.044	0.044	0.023	0.044	0.07	0.42	0.044	0.044	0.044	16	0.071
148	0	0.015	0	0.00089	0.014	0.00089	0.015	0.015	0	0	0	0.015	0.015	0.11	0.015	0.011	0.73	0.015	0.015	0.015	16	0.071
149	0.0076	0.0011	0.0035	0.47	0.0011	0.47	0.0011	0.0011	0.0035	0.0035	0.0035	0.0011	0.0011	0	0.0011	0.026	4.3e-06	0.0011	0.0011	0.0011	3	0.16
150	0.0042	0.0075	0.0019	0.42	0.0074	0.42	0.0075	0.0075	0.0019	0.0019	0.0019	0.0075	0.0075	1.2e-06	0.0075	0.07	0.00061	0.0075	0.0075	0.0075	3	0.16
151	0	0.0017	0	0	0.0016	0	0.0017	0.0017	0	0	0	0.0017	0.0017	0.11	0.0017	0.00016	0.88	0.0017	0.0017	0.0017	16	0.071
152	1.9e-06	0.001	0	0.47	0.001	0.47	0.001	0.001	0	0	0	0.001	0.001	0	0.001	0.055	0	0.001	0.001	0.001	3	0.16
153	0	0.065	0	0.062	0.064	0.062	0.065	0.065	0	0	0	0.065	0.065	3.3e-06	0.065	0.22	0.0068	0.065	0.065	0.065	15	0.12
154	0.0029	0.033	0.0014	0.21	0.033	0.21	0.033	0.033	0.0014	0.0014	0.0014	0.033	0.033	0.0069	0.033	0.11	0.12	0.033	0.033	0.033	3	0.16
155	0.011	0.012	0.0053	0.38	0.012	0.38	0.012	0.012	0.0053	0.0053	0.0053	0.012	0.012	4.5e-05	0.012	0.076	0.0048	0.012	0.012	0.012	3	0.16
156	8.3e-05	0.027	3.9e-05	0.28	0.027	0.28	0.027	0.027	3.9e-05	3.9e-05	3.9e-05	0.027	0.027	4.9e-06	0.027	0.16	0.0033	0.027	0.027	0.027	3	0.16
157	0.0027	0.032	0.0013	0.24	0.032	0.24	0.032	0.032	0.0013	0.0013	0.0013	0.032	0.032	0.0031	0.032	0.11	0.082	0.032	0.032	0.032	3	0.16
158	0.00018	0.0019	8.4e-05	0.47	0.0019	0.47	0.0019	0.0019	8.4e-05	8.4e-05	8.4e-05	0.0019	0.0019	0	0.0019	0.049	1.5e-06	0.0019	0.0019	0.0019	3	0.16
159	0.0096	0.017	0.0045	0.35	0.017	0.35	0.017	0.017	0.0045	0.0045	0.0045	0.017	0.017	0.0013	0.017	0.073	0.035	0.017	0.017	0.017	3	0.16
160	0.0086	0.054	0.004	0.086	0.054	0.086	0.054	0.054	0.004	0.004	0.004	0.054	0.054	0.0024	0.054	0.12	0.14	0.054	0.054	0.054	16	0.071
161	0.34	0	0.16	0.013	0	0.013	0	0	0.16	0.16	0.16	0	0	0	0	2.5e-06	0	0	0	0	0	0.24
162	0.034	0.011	0.016	1.1e-05	0.011	1.1e-05	0.011	0.011	0.016	0.016	0.016	0.011	0.011	0.031	0.011	0.0029	0.76	0.011	0.011	0.011	16	0.071
163	0.023	0.006	0.011	0.00031	0.0059	0.00031	0.006	0.006	0.011	0.011	0.011	0.006	0.006	0.2	0.006	0.0035	0.67	0.006	0.006	0.006	16	0.071
164	0.043	0.0065	0.02	0	0.0064	0	0.0065	0.0065	0.02	0.02	0.02	0.0065	0.0065	0.0057	0.0065	0.00038	0.81	0.0065	0.0065	0.0065	16	0.071
165	0	0.024	0	0.2	0.023	0.2	0.024	0.024	0	0	0	0.024	0.024	0	0.024	0.37	0	0.024	0.024	0.024	15	0.12
166	2.2e-05	2.3e-06	1e-05	0.5	2.2e-06	0.5	2.3e-06	2.3e-06	1e-05	1e-05	1e-05	2.3e-06	2.3e-06	0.00072	2.3e-06	0	0.00077	2.3e-06	2.3e-06	2.3e-06	3	0.16
167	0.00066	0.0021	0.00031	0.47	0.0021	0.47	0.0021	0.0021	0.00031	0.00031	0.00031	0.0021	0.0021	0	0.0021	0.036	1.2e-05	0.0021	0.0021	0.0021	3	0.16
168	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.16
169	0.0029	0.04	0.0013	0.21	0.039	0.21	0.04	0.04	0.0013	0.0013	0.0013	0.04	0.04	0.00039	0.04	0.13	0.039	0.04	0.04	0.04	3	0.16
170	0.014	0.041	0.0067	0.082	0.041	0.082	0.041	0.041	0.0067	0.0067	0.0067	0.041	0.041	0.016	0.041	0.085	0.28	0.041	0.041	0.041	16	0.071
171	0	0.042	0	0.17	0.041	0.17	0.042	0.042	0	0	0	0.042	0.042	0	0.042	0.24	0.0013	0.042	0.042	0.042	15	0.12
172	2.8e-05	0.025	1.3e-05	0.29	0.025	0.29	0.025	0.025	1.3e-05	1.3e-05	1.3e-05	0.025	0.025	0	0.025	0.17	0.0012	0.025	0.025	0.025	3	0.16
173	8.6e-05	4.4e-06	4e-05	0.5	4.4e-06	0.5	4.4e-06	4.4e-06	4e-05	4e-05	4e-05	4.4e-06	4.4e-06	0	4.4e-06	0.0022	0	4.4e-06	4.4e-06	4.4e-06	3	0.16
174	0.029	0.0031	0.014	0.42	0.003	0.42	0.0031	0.0031	0.014	0.014	0.014	0.0031	0.0031	0	0.0031	0.036	0.00021	0.0031	0.0031	0.0031	3	0.16
175	0.012	0.00039	0.0057	0.47	0.00039	0.47	0.00039	0.00039	0.0057	0.0057	0.0057	0.00039	0.00039	0	0.00039	0.014	0	0.00039	0.00039	0.00039	3	0.16
176	0.00016	0.023	7.5e-05	0.31	0.023	0.31	0.023	0.023	7.5e-05	7.5e-05	7.5e-05	0.023	0.023	4.4e-06	0.023	0.15	0.0027	0.023	0.023	0.023	3	0.16
177	0.00012	0.048	5.6e-05	0.12	0.048	0.12	0.048	0.048	5.6e-05	5.6e-05	5.6e-05	0.048	0.048	0.0042	0.048	0.13	0.14	0.048	0.048	0.048	16	0.071
178	0.049	0.0012	0.023	0.41	0.0012	0.41	0.0012	0.0012	0.023	0.023	0.023	0.0012	0.0012	0	0.0012	0.021	2.5e-05	0.0012	0.0012	0.0012	3	0.16
179	0.0021	0.0061	0.00098	0.43	0.006	0.43	0.0061	0.0061	0.00098	0.00098	0.00098	0.0061	0.0061	0	0.0061	0.068	0.00021	0.0061	0.0061	0.0061	3	0.16
180	0.11	0.00062	0.05	0.34	0.00061	0.34	0.00062	0.00062	0.05	0.05	0.05	0.00062	0.00062	0	0.00062	0.011	2.1e-05	0.00062	0.00062	0.00062	3	0.16
181	0.022	0.006	0.01	0.41	0.0059	0.41	0.006	0.006	0.01	0.01	0.01	0.006	0.006	6.1e-06	0.006	0.052	0.0011	0.006	0.006	0.006	3	0.16
182	0.08	0.0024	0.037	0.36	0.0024	0.36	0.0024	0.0024	0.037	0.037	0.037	0.0024	0.0024	1.6e-06	0.0024	0.026	0.00032	0.0024	0.0024	0.0024	3	0.16
183	2.5e-05	0.051	1.2e-05	0.14	0.05	0.14	0.051	0.051	1.2e-05	1.2e-05	1.2e-05	0.051	0.051	0.00027	0.051	0.17	0.039	0.051	0.051	0.051	15	0.12
184	0.0013	0.027	0.0006	0.29	0.027	0.29	0.027	0.027	0.0006	0.0006	0.0006	0.027	0.027	0.00024	0.027	0.13	0.021	0.027	0.027	0.027	3	0.16
185	0.031	0	0.015	0.46	0	0.46	0	0	0.015	0.015	0.015	0	0	0	0	0.00038	0	0	0	0	3	0.16
186	0	0.049	0	0.018	0.049	0.018	0.049	0.049	0	0	0	0.049	0.049	0.015	0.049	0.073	0.39	0.049	0.049	0.049	16	0.071
187	6.5e-05	0.009	3e-05	0.4	0.0089	0.4	0.009	0.009	3e-05	3e-05	3e-05	0.009	0.009	0	0.009	0.11	6.8e-05	0.009	0.009	0.009	3	0.16
188	0.00015	0.024	6.8e-05	0.3	0.024	0.3	0.024	0.024	6.8e-05	6.8e-05	6.8e-05	0.024	0.024	4.8e-06	0.024	0.15	0.003	0.024	0.024	0.024	3	0.16
189	0	0.067	0	0.057	0.066	0.057	0.067	0.067	0	0	0	0.067	0.067	0.0001	0.067	0.18	0.036	0.067	0.067	0.067	15	0.12
190	2.4e-06	0.063	1.1e-06	0.057	0.062	0.057	0.063	0.063	1.1e-06	1.1e-06	1.1e-06	0.063	0.063	0.0013	0.063	0.14	0.12	0.063	0.063	0.063	15	0.12
191	3.6e-06	0.027	1.7e-06	0.26	0.027	0.26	0.027	0.027	1.7e-06	1.7e-06	1.7e-06	0.027	0.027	0	0.027	0.21	0.00049	0.027	0.027	0.027	3	0.16
192	0.02	0.019	0.0093	0.31	0.019	0.31	0.019	0.019	0.0093	0.0093	0.0093	0.019	0.019	0.0023	0.019	0.083	0.047	0.019	0.019	0.019	3	0.16
193	0.036	0.00022	0.017	0.44	0.00022	0.44	0.00022	0.00022	0.017	0.017	0.017	0.00022	0.00022	0	0.00022	0.0092	0	0.00022	0.00022	0.00022	3	0.16
194	0	0.08	0	0.011	0.079	0.011	0.08	0.08	0	0	0	0.08	0.08	6.3e-06	0.08	0.16	0.015	0.08	0.08	0.08	15	0.12
195	0.00048	0.041	0.00022	0.18	0.041	0.18	0.041	0.041	0.00022	0.00022	0.00022	0.041	0.041	0.0029	0.041	0.13	0.099	0.041	0.041	0.041	3	0.16
196	0.00062	0.041	0.00029	0.18	0.04	0.18	0.041	0.041	0.00029	0.00029	0.00029	0.041	0.041	0.0037	0.041	0.13	0.11	0.041	0.041	0.041	3	0.16
197	0.0011	0.037	0.00049	0.21	0.036	0.21	0.037	0.037	0.00049	0.00049	0.00049	0.037	0.037	0.0026	0.037	0.12	0.085	0.037	0.037	0.037	3	0.16
198	6e-06	0.033	2.8e-06	0.23	0.032	0.23	0.033	0.033	2.8e-06	2.8e-06	2.8e-06	0.033	0.033	0	0.033	0.21	0.0014	0.033	0.033	0.033	3	0.16
199	0.064	4.8e-05	0.03	0.41	4.8e-05	0.41	4.8e-05	4.8e-05	0.03	0.03	0.03	4.8e-05	4.8e-05	0	4.8e-05	0.0037	0	4.8e-05	4.8e-05	4.8e-05	3	0.16
200	0	0.074	0	0.024	0.073	0.024	0.074	0.074	0	0	0	0.074	0.074	0.00029	0.074	0.14	0.075	0.074	0.074	0.074	15	0.12
201	0.0049	0.077	0.0023	0.016	0.076	0.016	0.077	0.077	0.0023	0.0023	0.0023	0.077	0.077	0.00011	0.077	0.13	0.056	0.077	0.077	0.077	15	0.12
202	0.029	0.018	0.014	0.00089	0.018	0.00089	0.018	0.018	0.014	0.014	0.014	0.018	0.018	0.056	0.018	0.012	0.67	0.018	0.018	0.018	16	0.071
203	0.007	0.029	0.0033	0.25	0.028	0.25	0.029	0.029	0.0033	0.0033	0.0033	0.029	0.029	0.0049	0.029	0.092	0.1	0.029	0.029	0.029	3	0.16
204	0.026	0.001	0.012	0	0.00099	0	0.001	0.001	0.012	0.012	0.012	0.001	0.001	0.13	0.001	9e-05	0.78	0.001	0.001	0.001	16	0.071
205	0.013	0.016	0.006	0.35	0.016	0.35	0.016	0.016	0.006	0.006	0.006	0.016	0.016	0.0015	0.016	0.068	0.035	0.016	0.016	0.016	3	0.16
206	0.0082	9.6e-05	0.0038	0.49	9.5e-05	0.49	9.6e-05	9.6e-05	0.0038	0.0038	0.0038	9.6e-05	9.6e-05	0	9.6e-05	0.0057	0	9.6e-05	9.6e-05	9.6e-05	3	0.16
207	0.021	0.00065	0.0098	0	0.00064	0	0.00065	0.00065	0.0098	0.0098	0.0098	0.00065	0.00065	0.22	0.00065	6.3e-05	0.71	0.00065	0.00065	0.00065	16	0.071
208	0.021	0.001	0.0097	0	0.001	0	0.001	0.001	0.0097	0.0097	0.0097	0.001	0.001	0.24	0.001	0.00016	0.69	0.001	0.001	0.001	16	0.071
209	0.026	0.003	0.012	6e-06	0.0029	6e-06	0.003	0.003	0.012	0.012	0.012	0.003	0.003	0.15	0.003	0.00071	0.75	0.003	0.003	0.003	16	0.071
210	0.0033	0.03	0.0015	0.27	0.03	0.27	0.03	0.03	0.0015	0.0015	0.0015	0.03	0.03	0.00082	0.03	0.11	0.044	0.03	0.03	0.03	3	0.16
211	0.043	0.016	0.02	0	0.016	0	0.016	0.016	0.02	0.02	0.02	0.016	0.016	0.0033	0.016	0.0017	0.71	0.016	0.016	0.016	16	0.071
212	0	0.019	0	0.00095	0.019	0.00095	0.019	0.019	0	0	0	0.019	0.019	0.074	0.019	0.014	0.72	0.019	0.019	0.019	16	0.071
213	0	0.073	0	0.025	0.072	0.025	0.073	0.073	0	0	0	0.073	0.073	0	0.073	0.22	0.0042	0.073	0.073	0.073	15	0.12
214	0.023	0.0047	0.011	0.42	0.0047	0.42	0.0047	0.0047	0.011	0.011	0.011	0.0047	0.0047	2.1e-06	0.0047	0.046	0.00058	0.0047	0.0047	0.0047	3	0.16
215	5.1e-05	0.018	2.4e-05	0.33	0.018	0.33	0.018	0.018	2.4e-05	2.4e-05	2.4e-05	0.018	0.018	0	0.018	0.15	0.00058	0.018	0.018	0.018	3	0.16
216	2.3e-06	0.063	1.1e-06	0.055	0.062	0.055	0.063	0.063	1.1e-06	1.1e-06	1.1e-06	0.063	0.063	0.0014	0.063	0.14	0.12	0.063	0.063	0.063	15	0.12
217	0	0.0011	0	0	0.0011	0	0.0011	0.0011	0	0	0	0.0011	0.0011	0.24	0.0011	0.00017	0.75	0.0011	0.0011	0.0011	16	0.071
218	0	0.0077	0	1e-05	0.0076	1e-05	0.0077	0.0077	0	0	0	0.0077	0.0077	0.067	0.0077	0.0021	0.85	0.0077	0.0077	0.0077	16	0.071
219	0.0017	0.0033	0.00078	0.45	0.0033	0.45	0.0033	0.0033	0.00078	0.00078	0.00078	0.0033	0.0033	0	0.0033	0.052	3.2e-05	0.0033	0.0033	0.0033	3	0.16
220	0.00082	0.00062	0.00038	0.48	0.00061	0.48	0.00062	0.00062	0.00038	0.00038	0.00038	0.00062	0.00062	0	0.00062	0.024	0	0.00062	0.00062	0.00062	3	0.16
221	0.0052	0.0052	0.0024	0.44	0.0051	0.44	0.0052	0.0052	0.0024	0.0024	0.0024	0.0052	0.0052	0	0.0052	0.058	0.00024	0.0052	0.0052	0.0052	3	0.16
222	0.082	4.8e-05	0.038	0.38	4.8e-05	0.38	4.8e-05	4.8e-05	0.038	0.038	0.038	4.8e-05	4.8e-05	0	4.8e-05	0.0035	0	4.8e-05	4.8e-05	4.8e-05	3	0.16
223	0.33	0	0.15	0.029	0	0.029	0	0	0.15	0.15	0.15	0	0	0	0	1.1e-06	0	0	0	0	0	0.24
224	0.026	0.0034	0.012	0.43	0.0033	0.43	0.0034	0.0034	0.012	0.012	0.012	0.0034	0.0034	0	0.0034	0.039	0.00025	0.0034	0.0034	0.0034	3	0.16
225	0.053	0.004	0.025	0.38	0.004	0.38	0.004	0.004	0.025	0.025	0.025	0.004	0.004	5.6e-06	0.004	0.038	0.00084	0.004	0.004	0.004	3	0.16
226	0.0046	0.021	0.0021	0.32	0.021	0.32	0.021	0.021	0.0021	0.0021	0.0021	0.021	0.021	0.00032	0.021	0.1	0.02	0.021	0.021	0.021	3	0.16
227	0	0.035	0	0.15	0.034	0.15	0.035	0.035	0	0	0	0.035	0.035	0	0.035	0.36	2e-05	0.035	0.035	0.035	15	0.12
228	0	0.06	0	0.092	0.059	0.092	0.06	0.06	0	0	0	0.06	0.06	1.5e-05	0.06	0.21	0.012	0.06	0.06	0.06	15	0.12
229	0	0.022	0	0.00018	0.022	0.00018	0.022	0.022	0	0	0	0.022	0.022	0.032	0.022	0.011	0.74	0.022	0.022	0.022	16	0.071
230	6.1e-05	0.051	2.9e-05	0.11	0.051	0.11	0.051	0.051	2.9e-05	2.9e-05	2.9e-05	0.051	0.051	0.0028	0.051	0.14	0.12	0.051	0.051	0.051	15	0.12
231	9.1e-05	0.048	4.2e-05	0.15	0.047	0.15	0.048	0.048	4.2e-05	4.2e-05	4.2e-05	0.048	0.048	0.001	0.048	0.15	0.07	0.048	0.048	0.048	15	0.12
232	0.00071	0.04	0.00033	0.14	0.039	0.14	0.04	0.04	0.00033	0.00033	0.00033	0.04	0.04	0.011	0.04	0.11	0.19	0.04	0.04	0.04	16	0.071
233	0	0.061	0	0.00093	0.06	0.00093	0.061	0.061	0	0	0	0.061	0.061	0.0026	0.061	0.045	0.34	0.061	0.061	0.061	16	0.071
234	0.0013	0.022	0.00062	0.33	0.021	0.33	0.022	0.022	0.00062	0.00062	0.00062	0.022	0.022	5.4e-05	0.022	0.12	0.0084	0.022	0.022	0.022	3	0.16
235	0	0.062	0	0.062	0.061	0.062	0.062	0.062	0	0	0	0.062	0.062	0	0.062	0.26	0.0018	0.062	0.062	0.062	15	0.12
236	0	0.0033	0	5e-06	0.0033	5e-06	0.0033	0.0033	0	0	0	0.0033	0.0033	0.16	0.0033	0.00082	0.81	0.0033	0.0033	0.0033	16	0.071
237	0.0019	0.032	0.00087	0.24	0.032	0.24	0.032	0.032	0.00087	0.00087	0.00087	0.032	0.032	0.0017	0.032	0.12	0.062	0.032	0.032	0.032	3	0.16
238	0.033	0.012	0.015	4.7e-05	0.012	4.7e-05	0.012	0.012	0.015	0.015	0.015	0.012	0.012	0.04	0.012	0.0041	0.74	0.012	0.012	0.012	16	0.071
239	0.027	0.001	0.013	0	0.001	0	0.001	0.001	0.013	0.013	0.013	0.001	0.001	0.11	0.001	7.7e-05	0.8	0.001	0.001	0.001	16	0.071
240	0.027	0.03	0.013	0.0022	0.03	0.0022	0.03	0.03	0.013	0.013	0.013	0.03	0.03	0.026	0.03	0.025	0.56	0.03	0.03	0.03	16	0.071
241	0.02	0.0011	0.0093	0	0.0011	0	0.0011	0.0011	0.0093	0.0093	0.0093	0.0011	0.0011	0.27	0.0011	0.00019	0.66	0.0011	0.0011	0.0011	16	0.071
242	0.016	8.3e-05	0.0077	0	8.2e-05	0	8.3e-05	8.3e-05	0.0077	0.0077	0.0077	8.3e-05	8.3e-05	0.3	8.3e-05	2.1e-06	0.66	8.3e-05	8.3e-05	8.3e-05	16	0.071
243	0.038	0.0035	0.018	0	0.0035	0	0.0035	0.0035	0.018	0.018	0.018	0.0035	0.0035	0.016	0.0035	0.00023	0.84	0.0035	0.0035	0.0035	16	0.071
244	0.012	0.035	0.0056	0.14	0.035	0.14	0.035	0.035	0.0056	0.0056	0.0056	0.035	0.035	0.017	0.035	0.085	0.23	0.035	0.035	0.035	16	0.071
245	0.0078	1.7e-05	0.0036	0	1.7e-05	0	1.7e-05	1.7e-05	0.0036	0.0036	0.0036	1.7e-05	1.7e-05	0.59	1.7e-05	0	0.38	1.7e-05	1.7e-05	1.7e-05	13	0.053
246	0.033	0.017	0.016	8.4e-05	0.017	8.4e-05	0.017	0.017	0.016	0.016	0.016	0.017	0.017	0.025	0.017	0.0067	0.7	0.017	0.017	0.017	16	0.071
247	0.027	0.0045	0.013	1.7e-05	0.0044	1.7e-05	0.0045	0.0045	0.013	0.013	0.013	0.0045	0.0045	0.12	0.0045	0.0013	0.75	0.0045	0.0045	0.0045	16	0.071
248	0.035	0.0083	0.016	5.6e-06	0.0082	5.6e-06	0.0083	0.0083	0.016	0.016	0.016	0.0083	0.0083	0.033	0.0083	0.0018	0.78	0.0083	0.0083	0.0083	16	0.071
249	0.023	0.0049	0.011	0.00014	0.0048	0.00014	0.0049	0.0049	0.011	0.011	0.011	0.0049	0.0049	0.2	0.0049	0.0024	0.68	0.0049	0.0049	0.0049	16	0.071
250	0.034	0.025	0.016	8.3e-05	0.025	8.3e-05	0.025	0.025	0.016	0.016	0.016	0.025	0.025	0.012	0.025	0.0094	0.63	0.025	0.025	0.025	16	0.071
251	0.024	0.00093	0.011	0	0.00092	0	0.00093	0.00093	0.011	0.011	0.011	0.00093	0.00093	0.17	0.00093	9.5e-05	0.75	0.00093	0.00093	0.00093	16	0.071
252	0.026	0.013	0.012	0.0015	0.013	0.0015	0.013	0.013	0.012	0.012	0.012	0.013	0.013	0.11	0.013	0.01	0.67	0.013	0.013	0.013	16	0.071
253	0.025	0.0023	0.012	3.4e-06	0.0023	3.4e-06	0.0023	0.0023	0.012	0.012	0.012	0.0023	0.0023	0.16	0.0023	0.0005	0.74	0.0023	0.0023	0.0023	16	0.071
254	0.0026	0.016	0.0012	0.37	0.015	0.37	0.016	0.016	0.0012	0.0012	0.0012	0.016	0.016	8.8e-05	0.016	0.082	0.0089	0.016	0.016	0.016	3	0.16
255	0.0074	0.042	0.0035	0.16	0.042	0.16	0.042	0.042	0.0035	0.0035	0.0035	0.042	0.042	0.0036	0.042	0.11	0.13	0.042	0.042	0.042	3	0.16
256	0.019	0.045	0.009	0.022	0.045	0.022	0.045	0.045	0.009	0.009	0.009	0.045	0.045	0.015	0.045	0.065	0.37	0.045	0.045	0.045	16	0.071
257	0.015	0.013	0.0072	0.37	0.013	0.37	0.013	0.013	0.0072	0.0072	0.0072	0.013	0.013	0.00066	0.013	0.061	0.02	0.013	0.013	0.013	3	0.16
258	0.027	0.024	0.013	0.0027	0.024	0.0027	0.024	0.024	0.013	0.013	0.013	0.024	0.024	0.046	0.024	0.021	0.61	0.024	0.024	0.024	16	0.071
259	0.0069	0.073	0.0032	0.021	0.072	0.021	0.073	0.073	0.0032	0.0032	0.0032	0.073	0.073	0.00033	0.073	0.12	0.088	0.073	0.073	0.073	15	0.12
260	0.028	0.015	0.013	0.0011	0.015	0.0011	0.015	0.015	0.013	0.013	0.013	0.015	0.015	0.081	0.015	0.011	0.67	0.015	0.015	0.015	16	0.071
261	0.011	0.041	0.0053	0.12	0.04	0.12	0.041	0.041	0.0053	0.0053	0.0053	0.041	0.041	0.011	0.041	0.095	0.21	0.041	0.041	0.041	16	0.071
262	0.028	0.019	0.013	0.0016	0.019	0.0016	0.019	0.019	0.013	0.013	0.013	0.019	0.019	0.063	0.019	0.014	0.65	0.019	0.019	0.019	16	0.071
263	0.028	0.0099	0.013	0.00034	0.0098	0.00034	0.0099	0.0099	0.013	0.013	0.013	0.0099	0.0099	0.11	0.0099	0.0055	0.71	0.0099	0.0099	0.0099	16	0.071
264	0.028	0.036	0.013	0.0013	0.035	0.0013	0.036	0.036	0.013	0.013	0.013	0.036	0.036	0.014	0.036	0.026	0.52	0.036	0.036	0.036	16	0.071
265	0.021	0.00039	0.0098	0	0.00039	0	0.00039	0.00039	0.0098	0.0098	0.0098	0.00039	0.00039	0.21	0.00039	2.4e-05	0.73	0.00039	0.00039	0.00039	16	0.071
266	0.02	0.05	0.0092	0.011	0.05	0.011	0.05	0.05	0.0092	0.0092	0.0092	0.05	0.05	0.0084	0.05	0.061	0.35	0.05	0.05	0.05	16	0.071
267	0.03	0.00028	0.014	0	0.00028	0	0.00028	0.00028	0.014	0.014	0.014	0.00028	0.00028	0.042	0.00028	4e-06	0.87	0.00028	0.00028	0.00028	16	0.071
268	0.026	0.0064	0.012	0.00011	0.0063	0.00011	0.0064	0.0064	0.012	0.012	0.012	0.0064	0.0064	0.14	0.0064	0.0029	0.72	0.0064	0.0064	0.0064	16	0.071
269	0.027	0.024	0.013	0.0026	0.024	0.0026	0.024	0.024	0.013	0.013	0.013	0.024	0.024	0.047	0.024	0.02	0.61	0.024	0.024	0.024	16	0.071
270	0.0013	0.027	0.00061	0.3	0.026	0.3	0.027	0.027	0.00061	0.00061	0.00061	0.027	0.027	9.4e-05	0.027	0.12	0.014	0.027	0.027	0.027	3	0.16
271	0.015	0.0026	0.0071	0.45	0.0025	0.45	0.0026	0.0026	0.0071	0.0071	0.0071	0.0026	0.0026	0	0.0026	0.036	7.7e-05	0.0026	0.0026	0.0026	3	0.16
272	0.00028	0.044	0.00013	0.13	0.044	0.13	0.044	0.044	0.00013	0.00013	0.00013	0.044	0.044	0.0083	0.044	0.12	0.18	0.044	0.044	0.044	16	0.071
273	0.013	0.021	0.0058	0.31	0.02	0.31	0.021	0.021	0.0058	0.0058	0.0058	0.021	0.021	0.0014	0.021	0.091	0.038	0.021	0.021	0.021	3	0.16
274	0	0.066	0	0.056	0.065	0.056	0.066	0.066	0	0	0	0.066	0.066	3.8e-06	0.066	0.22	0.0075	0.066	0.066	0.066	15	0.12
275	0	0.082	0	0.0064	0.081	0.0064	0.082	0.082	0	0	0	0.082	0.082	1.3e-06	0.082	0.16	0.0081	0.082	0.082	0.082	15	0.12
276	0.00035	0.043	0.00017	0.17	0.042	0.17	0.043	0.043	0.00017	0.00017	0.00017	0.043	0.043	0.0023	0.043	0.13	0.092	0.043	0.043	0.043	3	0.16
277	2.6e-05	0.031	1.2e-05	0.25	0.031	0.25	0.031	0.031	1.2e-05	1.2e-05	1.2e-05	0.031	0.031	3e-06	0.031	0.18	0.003	0.031	0.031	0.031	3	0.16
278	4.1e-06	0.0098	1.9e-06	0.38	0.0097	0.38	0.0098	0.0098	1.9e-06	1.9e-06	1.9e-06	0.0098	0.0098	0	0.0098	0.15	1.5e-05	0.0098	0.0098	0.0098	3	0.16
279	0.00019	0.038	8.7e-05	0.22	0.037	0.22	0.038	0.038	8.7e-05	8.7e-05	8.7e-05	0.038	0.038	0.00017	0.038	0.15	0.023	0.038	0.038	0.038	3	0.16
280	8.9e-05	0.011	4.2e-05	0.39	0.01	0.39	0.011	0.011	4.2e-05	4.2e-05	4.2e-05	0.011	0.011	0	0.011	0.12	0.00014	0.011	0.011	0.011	3	0.16
281	0.023	0.013	0.011	0.36	0.013	0.36	0.013	0.013	0.011	0.011	0.011	0.013	0.013	0.00026	0.013	0.072	0.012	0.013	0.013	0.013	3	0.16
282	5.4e-05	0.046	2.5e-05	0.065	0.045	0.065	0.046	0.046	2.5e-05	2.5e-05	2.5e-05	0.046	0.046	0.017	0.046	0.096	0.3	0.046	0.046	0.046	16	0.071
283	0	0.0058	0	0.00011	0.0058	0.00011	0.0058	0.0058	0	0	0	0.0058	0.0058	0.2	0.0058	0.0029	0.74	0.0058	0.0058	0.0058	16	0.071
284	0.015	0.014	0.0068	0.37	0.014	0.37	0.014	0.014	0.0068	0.0068	0.0068	0.014	0.014	0.00016	0.014	0.079	0.01	0.014	0.014	0.014	3	0.16
285	0.0003	0.00015	0.00014	0.49	0.00015	0.49	0.00015	0.00015	0.00014	0.00014	0.00014	0.00015	0.00015	0	0.00015	0.013	0	0.00015	0.00015	0.00015	3	0.16
286	0	0.021	0	7.3e-06	0.021	7.3e-06	0.021	0.021	0	0	0	0.021	0.021	0.01	0.021	0.0048	0.78	0.021	0.021	0.021	16	0.071
287	0.0019	3.7e-05	0.00089	0.49	3.7e-05	0.49	3.7e-05	3.7e-05	0.00089	0.00089	0.00089	3.7e-05	3.7e-05	0	3.7e-05	0.0051	0	3.7e-05	3.7e-05	3.7e-05	3	0.16
288	1.8e-06	0.029	0	0.24	0.029	0.24	0.029	0.029	0	0	0	0.029	0.029	0	0.029	0.22	0.00043	0.029	0.029	0.029	3	0.16
289	0.24	1.6e-05	0.11	0.15	1.6e-05	0.15	1.6e-05	1.6e-05	0.11	0.11	0.11	1.6e-05	1.6e-05	0	1.6e-05	0.001	0	1.6e-05	1.6e-05	1.6e-05	0	0.24
290	8e-05	0.0027	3.7e-05	0.45	0.0027	0.45	0.0027	0.0027	3.7e-05	3.7e-05	3.7e-05	0.0027	0.0027	0	0.0027	0.063	2.4e-06	0.0027	0.0027	0.0027	3	0.16
291	0.0027	0.0067	0.0013	0.43	0.0066	0.43	0.0067	0.0067	0.0013	0.0013	0.0013	0.0067	0.0067	0	0.0067	0.069	0.00033	0.0067	0.0067	0.0067	3	0.16
292	2.9e-05	0.0097	1.4e-05	0.39	0.0096	0.39	0.0097	0.0097	1.4e-05	1.4e-05	1.4e-05	0.0097	0.0097	0	0.0097	0.12	5.1e-05	0.0097	0.0097	0.0097	3	0.16
