SNV	cluster0	cluster1	cluster	dcf0
900	0.051	0.95	1	0.16
901	1	1.1e-05	0	0.089
902	0.99	0.0076	0	0.089
903	1	0.0024	0	0.089
904	1	0	0	0.089
905	0.37	0.63	1	0.16
906	0.45	0.55	1	0.16
907	1	0.0015	0	0.089
908	0.76	0.24	0	0.089
909	0.022	0.98	1	0.16
910	0.77	0.23	0	0.089
911	0.45	0.55	1	0.16
912	0.033	0.97	1	0.16
913	0.92	0.083	0	0.089
914	1	0.00015	0	0.089
915	0.99	0.013	0	0.089
916	0.59	0.41	0	0.089
917	0.97	0.032	0	0.089
918	0.38	0.62	1	0.16
919	0.12	0.88	1	0.16
920	1	6e-05	0	0.089
921	0.61	0.39	0	0.089
922	1	0.0044	0	0.089
