SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0
333	0.09	0.0018	1.3e-05	0.0021	0.003	0.004	0.15	0.75	7	0.16
334	0.022	0.03	0.24	0.035	0.65	0.023	0.0021	6.9e-05	4	0.071
335	0.0023	0.038	0.074	0.045	0.82	0.016	1.3e-05	0	4	0.071
336	0.019	2.5e-05	0	2.9e-05	2.1e-06	9.5e-05	0.1	0.88	7	0.16
337	0.27	0.015	0.012	0.017	0.2	0.044	0.17	0.27	0	0.11
338	0.0016	0.0008	0	0.00094	0	3.2e-06	0.022	0.97	7	0.16
339	0.21	0.0016	7.5e-05	0.0019	0.013	0.013	0.24	0.52	7	0.16
340	0.00045	0.014	0	0.017	0	0	0.0084	0.96	7	0.16
341	0.17	0.00033	0	0.00039	0.002	0.0059	0.27	0.55	7	0.16
342	0.15	0.00055	6.7e-06	0.00065	0.0031	0.0059	0.22	0.63	7	0.16
343	0	0.37	0	0.43	0	0	0.00011	0.2	3	0.24
344	0.0013	0.003	0	0.0035	0	3.2e-06	0.017	0.97	7	0.16
345	0.12	0.016	0.00036	0.018	0.016	0.0087	0.16	0.66	7	0.16
346	0.09	0	0.014	0	0.8	0.093	0.0038	2.9e-06	4	0.071
347	0.54	0	2.5e-06	0	0.0075	0.026	0.38	0.05	0	0.11
348	0.021	0.021	0	0.025	0.0001	0.00039	0.071	0.86	7	0.16
349	0.054	0.00051	0	0.0006	0.00013	0.00087	0.16	0.78	7	0.16
350	0.14	0.011	0.00053	0.012	0.022	0.011	0.18	0.63	7	0.16
351	0.085	0.00016	0	0.00019	0.00026	0.0016	0.21	0.7	7	0.16
352	0.021	0.035	0	0.041	0.00017	0.00048	0.068	0.83	7	0.16
353	0.11	0.012	0.00017	0.014	0.011	0.0071	0.16	0.68	7	0.16
354	0.26	0.0021	0.0073	0.0024	0.13	0.034	0.21	0.36	7	0.16
355	0.11	0.00025	0	0.00029	0.00091	0.0031	0.23	0.65	7	0.16
356	0.32	0.00032	0.0095	0.00037	0.19	0.048	0.21	0.22	0	0.11
357	0.091	0	0.014	0	0.8	0.094	0.0039	3e-06	4	0.071
358	0.31	0	0.025	0	0.46	0.08	0.11	0.023	4	0.071
359	9.6e-06	0.26	0	0.3	0	0	0.00067	0.44	7	0.16
360	0.52	0	0.00025	0	0.059	0.051	0.3	0.075	0	0.11
361	0.00027	0.27	0	0.31	0	0	0.0037	0.42	7	0.16
362	0.065	0.034	0.15	0.04	0.65	0.039	0.012	0.0014	4	0.071
363	0.058	0.037	0.12	0.043	0.69	0.041	0.0077	0.00041	4	0.071
364	0.0013	0.022	0.33	0.026	0.61	0.0069	1.8e-05	0	4	0.071
365	0.27	0.0015	0.0087	0.0018	0.15	0.038	0.2	0.32	7	0.16
366	0.12	0.00016	0	0.00018	0.0007	0.003	0.23	0.65	7	0.16
367	0.47	0.00052	0	0.00061	0.0025	0.016	0.42	0.093	0	0.11
368	0.19	0.0081	0.0032	0.0095	0.074	0.023	0.17	0.52	7	0.16
369	0.00066	0.022	0	0.026	0	0	0.0097	0.94	7	0.16
370	0.17	0.039	0.039	0.046	0.6	0.072	0.031	0.0024	4	0.071
371	0.25	0.00064	4.8e-06	0.00075	0.0043	0.01	0.31	0.42	7	0.16
372	0.042	0	0	0	0	0.00014	0.24	0.72	7	0.16
373	0.49	0	0.0022	0	0.28	0.11	0.11	0.0039	0	0.11
374	0.0025	0.041	0	0.048	0	1.3e-05	0.023	0.89	7	0.16
375	0.39	2.9e-05	0.0048	3.4e-05	0.17	0.056	0.23	0.15	0	0.11
376	1.6e-05	0.26	0	0.31	0	0	0.00086	0.43	7	0.16
377	0.13	0.0044	0.0001	0.0051	0.01	0.008	0.19	0.65	7	0.16
378	0.11	0.036	0.0011	0.043	0.026	0.0097	0.14	0.64	7	0.16
379	0.19	0.048	0.0045	0.057	0.57	0.12	0.011	2.3e-05	4	0.071
380	0.0015	0	0.4	0	0.6	0.0068	2.5e-05	0	4	0.071
381	0	0.39	0	0.46	0	0	3.8e-05	0.15	3	0.24
382	0.26	0	0	0	0.00036	0.0044	0.46	0.28	6	0.12
383	0.28	0	0.022	0	0.54	0.091	0.064	0.0046	4	0.071
384	0.46	0	4.7e-05	0	0.022	0.031	0.35	0.13	0	0.11
385	0.07	0.0062	5.4e-06	0.0072	0.0015	0.0025	0.14	0.77	7	0.16
386	0.13	0	0	0	2.7e-05	0.001	0.4	0.47	7	0.16
387	0.28	0.00069	0.0019	0.00081	0.074	0.03	0.24	0.37	7	0.16
388	0.15	0	0.059	0	0.69	0.07	0.028	0.0017	4	0.071
389	0.36	0	0.012	0	0.42	0.094	0.1	0.01	4	0.071
390	0.24	0.0011	0.0009	0.0013	0.046	0.022	0.24	0.44	7	0.16
391	0.017	0.01	0	0.012	3.8e-05	0.00024	0.071	0.89	7	0.16
392	0.052	0	0.13	0	0.77	0.043	0.0056	0.00011	4	0.071
393	0.62	0	0	0	7.4e-05	0.0081	0.37	0.0016	0	0.11
394	0.17	0	0.049	0	0.67	0.076	0.033	0.002	4	0.071
395	0.023	0.0067	0	0.0079	6e-05	0.00035	0.085	0.88	7	0.16
396	0.00028	0.11	0	0.13	0	0	0.0054	0.75	7	0.16
397	0	0.012	0	0.014	0	0	0	0.97	7	0.16
398	3e-05	0.091	0	0.11	0	0	0.00016	0.8	7	0.16
399	0.086	0	0.11	0	0.74	0.051	0.013	0.00067	4	0.071
400	0.32	0.011	0.0048	0.013	0.14	0.042	0.23	0.25	0	0.11
401	0.03	0.0065	0	0.0076	0.00013	0.00055	0.098	0.86	7	0.16
402	0.17	0.00043	1.7e-05	0.0005	0.0051	0.0076	0.25	0.57	7	0.16
403	0.047	0	0	1.1e-06	1.6e-06	0.00017	0.26	0.69	7	0.16
404	0.49	0	0.0019	0	0.28	0.11	0.11	0.0033	0	0.11
405	0.51	0	0.00076	0	0.11	0.064	0.26	0.058	0	0.11
406	0.28	4e-05	0.038	4.7e-05	0.41	0.063	0.13	0.076	4	0.071
407	0.15	0.0017	5.7e-05	0.002	0.0083	0.0083	0.22	0.61	7	0.16
408	0.0039	0	0.37	0	0.62	0.01	0.00013	0	4	0.071
409	0.58	0	8.7e-05	0	0.047	0.056	0.28	0.032	0	0.11
410	0.12	0.0065	0.00012	0.0076	0.0099	0.0075	0.18	0.67	7	0.16
411	0.017	0.007	0	0.0082	2.8e-05	0.00021	0.074	0.89	7	0.16
412	0.21	1.3e-05	0	1.5e-05	0.0016	0.0063	0.34	0.44	7	0.16
413	0.18	1.1e-05	0	1.3e-05	0.00076	0.0042	0.33	0.48	7	0.16
414	0.1	0.0023	9.4e-06	0.0026	0.0026	0.0041	0.18	0.7	7	0.16
415	1e-06	0.45	0	0.52	0	0	4.2e-05	0.029	3	0.24
416	0.31	0.00047	0.0078	0.00055	0.17	0.044	0.22	0.26	0	0.11
417	0.096	0.005	2e-05	0.0059	0.0035	0.0043	0.17	0.72	7	0.16
418	0.49	0	0.0021	0	0.28	0.11	0.11	0.004	0	0.11
419	0.49	0	0.0025	0	0.27	0.11	0.13	0.0062	0	0.11
420	0.2	0.009	0.0061	0.011	0.097	0.025	0.18	0.47	7	0.16
421	0.1	5.4e-06	0	6.3e-06	6.4e-05	0.0011	0.3	0.59	7	0.16
422	0.35	2.3e-06	0.017	2.8e-06	0.36	0.076	0.15	0.046	4	0.071
423	0	0.45	0	0.53	0	0	1.6e-05	0.017	3	0.24
424	0.086	0.035	0.00024	0.041	0.011	0.0059	0.13	0.69	7	0.16
425	0.0015	0.019	0.43	0.022	0.53	0.006	3.1e-05	0	4	0.071
426	0.42	0.012	0.0019	0.014	0.13	0.056	0.23	0.14	0	0.11
427	0.0053	0.041	0.063	0.048	0.82	0.023	5.5e-05	0	4	0.071
428	0.00021	0.021	0.32	0.024	0.63	0.0036	0	0	4	0.071
429	0.053	0.037	0.12	0.044	0.7	0.04	0.0064	0.00026	4	0.071
430	1.1e-05	0.0083	0.63	0.0098	0.35	0.00059	0	0	2	0.053
431	0.17	0.032	0.08	0.038	0.54	0.056	0.056	0.026	4	0.071
432	0.0041	0.023	0.34	0.028	0.6	0.01	0.00014	0	4	0.071
433	0.036	0.035	0.16	0.041	0.69	0.032	0.0037	0.00012	4	0.071
434	0.16	0.034	0.075	0.04	0.58	0.058	0.045	0.013	4	0.071
435	0.024	0.038	0.12	0.044	0.74	0.032	0.0014	8.4e-06	4	0.071
436	0.33	0.021	0.013	0.025	0.28	0.063	0.16	0.11	0	0.11
437	0.22	0.0022	0.00014	0.0025	0.018	0.015	0.23	0.52	7	0.16
438	0.56	0.011	0.00034	0.013	0.097	0.074	0.22	0.027	0	0.11
439	0.32	0.015	0.008	0.017	0.19	0.05	0.19	0.21	0	0.11
440	0.2	2e-06	0	2.3e-06	3.3e-06	0.00075	0.59	0.21	6	0.12
441	0.37	0.022	0.0083	0.026	0.28	0.073	0.16	0.061	0	0.11
442	0.027	0.04	0.087	0.047	0.76	0.036	0.0014	5.4e-06	4	0.071
443	0.0065	0.037	0.11	0.043	0.78	0.021	0.00012	0	4	0.071
444	0.34	0.018	0.0094	0.021	0.23	0.058	0.18	0.15	0	0.11
445	0.051	0.033	0.17	0.039	0.66	0.035	0.0081	0.00077	4	0.071
446	0.038	0.034	0.18	0.039	0.68	0.032	0.0046	0.00022	4	0.071
447	0.015	0.03	0.23	0.035	0.67	0.021	0.001	1.4e-05	4	0.071
448	0.002	0.02	0.4	0.024	0.55	0.0071	4.7e-05	0	4	0.071
449	0.0023	0.016	0.51	0.019	0.45	0.0059	9.4e-05	0	2	0.053
450	0.11	0.036	0.097	0.043	0.64	0.051	0.023	0.0034	4	0.071
451	1.8e-05	0.01	0.58	0.012	0.39	0.00082	0	0	2	0.053
452	0.27	0.0051	0.0009	0.006	0.053	0.026	0.23	0.41	7	0.16
453	0.16	0.037	0.056	0.044	0.6	0.065	0.036	0.0054	4	0.071
454	0.0044	0.021	0.4	0.025	0.54	0.0095	0.00021	0	4	0.071
455	0.61	0.0068	7.8e-05	0.008	0.052	0.064	0.24	0.022	0	0.11
456	0.12	0.037	0.082	0.043	0.63	0.056	0.026	0.0038	4	0.071
457	0.019	0.035	0.15	0.041	0.73	0.027	0.0011	7.6e-06	4	0.071
458	0.039	0.033	0.19	0.039	0.67	0.031	0.005	0.0003	4	0.071
459	0.26	0.04	0.0084	0.047	0.51	0.11	0.035	0.0007	4	0.071
460	0.0015	0.025	0.29	0.029	0.65	0.008	1.9e-05	0	4	0.071
461	0.037	0.042	0.068	0.05	0.76	0.043	0.0021	9.9e-06	4	0.071
462	0.12	0.017	0.0016	0.02	0.035	0.012	0.13	0.67	7	0.16
463	0.34	0.0021	5.1e-05	0.0025	0.017	0.021	0.31	0.31	0	0.11
464	0.17	0.038	0.045	0.045	0.59	0.069	0.036	0.004	4	0.071
465	0.011	0.17	1.1e-06	0.19	0.0002	0.00032	0.034	0.59	7	0.16
466	5.6e-05	0.089	0	0.1	0	0	0.0026	0.8	7	0.16
467	0.14	0.0042	0.00011	0.0049	0.01	0.0083	0.19	0.64	7	0.16
468	0.00043	0.0014	0	0.0016	0	0	0.013	0.98	7	0.16
469	0.0051	0.0039	0	0.0046	0	2.3e-05	0.043	0.94	7	0.16
470	0.21	0	0.039	0	0.62	0.08	0.047	0.0037	4	0.071
471	0.0042	0.025	0	0.029	1.6e-06	2.7e-05	0.032	0.91	7	0.16
472	0.31	0.00013	0.00042	0.00016	0.04	0.026	0.29	0.34	7	0.16
473	0.48	0	6.3e-06	0	0.0095	0.025	0.39	0.096	0	0.11
474	0.00044	0.06	0	0.071	0	0	0.0067	0.86	7	0.16
475	0.083	0.0065	6.7e-05	0.0077	0.006	0.0048	0.13	0.77	7	0.16
476	0.00045	0.0065	0	0.0076	0	0	0.009	0.98	7	0.16
477	0.18	0.01	0.0051	0.012	0.089	0.023	0.16	0.52	7	0.16
478	0.049	0.027	5.7e-05	0.032	0.0038	0.0028	0.084	0.8	7	0.16
479	0.23	0.00067	6.6e-06	0.00078	0.0046	0.0098	0.29	0.47	7	0.16
480	0.049	0.046	0.035	0.055	0.76	0.057	0.0023	5.4e-06	4	0.071
481	1.1e-05	0.36	0	0.42	0	0	0.00047	0.22	3	0.24
482	0.0032	0.0028	0	0.0033	0	9.7e-06	0.035	0.96	7	0.16
483	0.19	0.03	0.073	0.035	0.5	0.055	0.072	0.048	4	0.071
484	4.5e-05	0.25	0	0.29	0	0	0.0016	0.46	7	0.16
485	0.012	0.14	0	0.17	0.0002	0.00034	0.039	0.64	7	0.16
486	0.26	0	0.021	0	0.57	0.095	0.05	0.0022	4	0.071
487	0.21	0	0	0	0.00015	0.0028	0.45	0.33	6	0.12
488	0.0093	0.018	0	0.021	1e-05	9.4e-05	0.049	0.9	7	0.16
489	0.27	2.3e-05	0.044	2.7e-05	0.45	0.065	0.12	0.059	4	0.071
490	0.038	0.07	1.9e-05	0.082	0.0017	0.0017	0.08	0.73	7	0.16
491	0.14	0.00015	1.4e-06	0.00017	0.0013	0.0041	0.26	0.6	7	0.16
492	0.095	0.0003	0	0.00035	0.00057	0.0023	0.21	0.69	7	0.16
493	0.19	0.0053	0.0016	0.0062	0.049	0.019	0.2	0.53	7	0.16
494	0.034	3.8e-05	0	4.5e-05	6.3e-06	0.00021	0.16	0.8	7	0.16
495	0.23	0	0.029	0	0.61	0.088	0.045	0.0023	4	0.071
496	0.0029	0	0.26	0	0.72	0.011	5.2e-05	0	4	0.071
497	0.16	0.0056	0.00036	0.0065	0.02	0.012	0.19	0.61	7	0.16
498	0.71	0	1.9e-05	0	0.049	0.09	0.15	0.0012	0	0.11
499	0.029	0.018	0	0.021	0.00025	0.0007	0.087	0.84	7	0.16
500	0.55	0	0	0	0.0042	0.023	0.39	0.035	0	0.11
501	0.055	0.0018	0	0.0021	0.00032	0.0012	0.15	0.79	7	0.16
502	0.46	0	1.6e-06	0	0.0047	0.018	0.42	0.1	0	0.11
503	0.32	0.00024	0.011	0.00028	0.21	0.05	0.21	0.2	0	0.11
504	0.17	8.9e-05	2.2e-06	0.0001	0.0019	0.0055	0.28	0.54	7	0.16
505	0.12	0.00062	4.4e-06	0.00072	0.0021	0.0044	0.22	0.65	7	0.16
506	0.24	8.3e-06	1.4e-06	9.7e-06	0.0022	0.0076	0.36	0.39	7	0.16
507	0.086	0.048	0.00046	0.056	0.015	0.0066	0.12	0.67	7	0.16
508	0.12	0.0044	6.3e-05	0.0051	0.0073	0.0067	0.18	0.67	7	0.16
509	0.29	0.00082	0.0084	0.00096	0.16	0.041	0.21	0.29	0	0.11
510	0.0093	0.012	0	0.014	7.6e-06	8.5e-05	0.051	0.91	7	0.16
511	0.092	0	0.12	0	0.71	0.05	0.017	0.0013	4	0.071
512	0.26	1.1e-06	0	1.2e-06	0.001	0.0064	0.41	0.32	6	0.12
513	0.4	2.1e-05	0.0039	2.5e-05	0.16	0.056	0.24	0.14	0	0.11
514	0.099	3.8e-06	0	4.4e-06	4.5e-05	0.00097	0.31	0.59	7	0.16
515	0.34	0	0.017	0	0.43	0.087	0.11	0.017	4	0.071
516	0.17	0.00035	1.2e-05	0.00041	0.0044	0.0072	0.25	0.57	7	0.16
517	0.037	0	0	1.1e-06	0	0.00011	0.23	0.73	7	0.16
518	0.023	0.0029	0	0.0034	3.5e-05	0.00029	0.093	0.88	7	0.16
519	0.43	0	0.005	0	0.33	0.1	0.12	0.0081	0	0.11
520	0.73	0	8.1e-06	0	0.04	0.094	0.13	0.00051	0	0.11
521	0.13	1.9e-05	0	2.3e-05	0.00029	0.0022	0.29	0.58	7	0.16
522	1.8e-05	0	0.71	0	0.29	0.0006	0	0	2	0.053
523	0.13	0	0.031	0	0.75	0.083	0.012	0.0001	4	0.071
524	0.34	9.7e-05	0.011	0.00011	0.23	0.056	0.2	0.16	0	0.11
525	0.059	0	0.041	0	0.83	0.064	0.0031	6.5e-06	4	0.071
526	0.0034	0.027	0	0.032	0	2e-05	0.028	0.91	7	0.16
527	0.082	0.00099	0	0.0012	0.00075	0.0022	0.18	0.73	7	0.16
528	0.28	0.0012	0.0068	0.0014	0.14	0.037	0.21	0.33	7	0.16
529	0.44	0	0.0043	0	0.34	0.11	0.11	0.0052	0	0.11
530	2.5e-06	0.42	0	0.49	0	0	0.00012	0.086	3	0.24
531	0.19	0.0073	0.003	0.0086	0.067	0.021	0.19	0.51	7	0.16
532	0.022	0.011	0	0.013	7.4e-05	0.00036	0.079	0.88	7	0.16
533	0.37	6.4e-05	0.0033	7.5e-05	0.13	0.048	0.25	0.2	0	0.11
534	0.64	0	1.7e-06	0	0.0095	0.038	0.3	0.012	0	0.11
535	0.029	0	0.2	0	0.74	0.03	0.0026	4.2e-05	4	0.071
536	0.028	0	0.11	0	0.83	0.038	0.0015	4.8e-06	4	0.071
537	0.19	3.4e-06	0	4e-06	0.00052	0.0039	0.37	0.43	7	0.16
538	0.22	0.00039	7.7e-05	0.00046	0.013	0.013	0.26	0.49	7	0.16
539	0.22	0.0064	0.012	0.0075	0.15	0.031	0.18	0.4	7	0.16
540	0.012	0	0.041	0	0.91	0.038	0.00017	0	4	0.071
541	0.28	0.0013	2.2e-05	0.0015	0.0098	0.015	0.3	0.39	7	0.16
542	0.046	0.00052	0	0.00061	0.00019	0.00091	0.12	0.83	7	0.16
543	0.27	0.004	0.00048	0.0046	0.039	0.023	0.24	0.42	7	0.16
544	0.35	0.036	0.0025	0.043	0.39	0.13	0.043	0.00039	4	0.071
545	0.092	0.0056	8.4e-05	0.0065	0.0072	0.0056	0.13	0.75	7	0.16
546	0.35	0.0017	2.5e-05	0.002	0.013	0.02	0.33	0.28	0	0.11
547	0.21	0.036	0.039	0.042	0.54	0.071	0.053	0.0094	4	0.071
548	0.34	0	0	0	9.8e-05	0.0038	0.55	0.1	6	0.12
549	0.079	0	0.089	0	0.77	0.055	0.0095	0.00021	4	0.071
550	0.12	0.025	0.00097	0.029	0.027	0.011	0.15	0.63	7	0.16
551	0.039	0	0.18	0	0.74	0.034	0.0043	0.00011	4	0.071
552	0.31	0.00016	0.00057	0.00019	0.046	0.028	0.28	0.33	7	0.16
553	0.032	0	0.13	0	0.8	0.036	0.0022	1.6e-05	4	0.071
554	0.0018	0.027	0	0.032	0	9e-06	0.016	0.92	7	0.16
555	0.23	0.0035	0.0051	0.0041	0.1	0.029	0.2	0.42	7	0.16
556	0.19	0.0031	0.00061	0.0037	0.031	0.016	0.21	0.54	7	0.16
557	0.32	0	0.022	0	0.45	0.082	0.11	0.021	4	0.071
558	1.9e-05	0.046	0	0.054	0	0	0.0017	0.9	7	0.16
559	0.36	0.00026	0	0.0003	0.0012	0.0094	0.43	0.19	6	0.12
560	0.083	5.8e-06	0	6.8e-06	1.8e-05	0.00063	0.28	0.64	7	0.16
561	0.084	0	0	0	1.1e-05	0.00054	0.3	0.62	7	0.16
562	0.0078	6.7e-05	0	7.8e-05	0	2.6e-05	0.062	0.93	7	0.16
563	0.47	0	0	0	0.0023	0.015	0.42	0.094	0	0.11
564	0.01	0	0.13	0	0.84	0.025	0.00025	0	4	0.071
565	0.064	7.9e-05	0	9.2e-05	0.00015	0.0011	0.17	0.77	7	0.16
566	0.11	5.4e-06	0	6.3e-06	0.00016	0.0017	0.26	0.63	7	0.16
567	0	0.0054	0	0.0063	0	0	0.00019	0.99	7	0.16
568	0.2	0.00029	0.076	0.00033	0.44	0.05	0.1	0.14	4	0.071
569	0.024	0	0.38	0	0.57	0.019	0.004	0.00043	4	0.071
570	0.0033	0.2	0	0.23	1e-05	4.6e-05	0.017	0.55	7	0.16
571	0.2	0	0.052	0	0.61	0.073	0.051	0.0063	4	0.071
572	0.093	0	0.069	0	0.77	0.062	0.011	0.00021	4	0.071
573	0.44	1.7e-06	0.00013	2e-06	0.034	0.035	0.34	0.15	0	0.11
574	0.00019	0.23	0	0.27	0	0	0.0034	0.49	7	0.16
575	0.006	0.03	0.21	0.035	0.7	0.015	0.00017	0	4	0.071
576	0.32	0.033	0.0097	0.039	0.42	0.095	0.074	0.0061	4	0.071
577	0.34	4.2e-05	0.0017	4.9e-05	0.094	0.04	0.24	0.28	0	0.11
578	0	0.32	0	0.37	0	0	0	0.31	3	0.24
579	0.099	0.016	0.00086	0.019	0.023	0.0089	0.12	0.72	7	0.16
580	9.2e-05	0.076	0	0.09	0	0	0.0028	0.83	7	0.16
581	2.6e-05	0.067	0	0.078	0	0	0.00023	0.85	7	0.16
582	0.045	4.3e-05	0	5.1e-05	3.6e-05	0.0005	0.15	0.8	7	0.16
583	0.32	5.5e-06	0.022	6.4e-06	0.38	0.07	0.13	0.076	4	0.071
584	0.26	0.0021	9.9e-05	0.0025	0.018	0.017	0.26	0.44	7	0.16
585	0.025	0.025	2.4e-06	0.029	0.00051	0.00081	0.061	0.86	7	0.16
586	0.27	0.00012	0.00038	0.00014	0.035	0.023	0.24	0.43	7	0.16
587	0.00013	0.0004	0	0.00047	0	0	0.0063	0.99	7	0.16
588	0.38	1.1e-06	0.012	1.3e-06	0.33	0.078	0.16	0.042	0	0.11
589	0.52	0	0.0011	0	0.25	0.12	0.1	0.0019	0	0.11
590	0.13	0	0.061	0	0.71	0.069	0.022	0.0009	4	0.071
591	0	0.088	0	0.1	0	0	7.4e-05	0.81	7	0.16
592	0.0095	0.1	0	0.12	5.7e-05	0.00018	0.037	0.73	7	0.16
593	0.15	0.016	0.0015	0.019	0.039	0.014	0.17	0.59	7	0.16
594	0.16	0.00012	2.7e-06	0.00014	0.0021	0.0055	0.27	0.55	7	0.16
595	0.24	1.5e-06	0.052	1.7e-06	0.54	0.07	0.079	0.021	4	0.071
596	0.042	0.00081	0	0.00095	8.6e-05	0.00062	0.14	0.82	7	0.16
597	0.53	0	0.0012	0	0.16	0.08	0.21	0.028	0	0.11
598	0.001	0.00017	0	0.0002	0	0	0.025	0.97	7	0.16
599	0.21	0	0	0	1.4e-05	0.0012	0.57	0.22	6	0.12
600	0.13	2.6e-05	0	3.1e-05	0.00042	0.0027	0.29	0.57	7	0.16
601	0.00091	0	0.31	0	0.69	0.0068	7.5e-06	0	4	0.071
602	0.14	0.0017	3.5e-05	0.002	0.0061	0.007	0.21	0.63	7	0.16
603	0.12	0.02	0.00046	0.023	0.018	0.0088	0.15	0.66	7	0.16
604	8.6e-05	0.22	0	0.26	0	0	0.0024	0.51	7	0.16
605	0.51	0	0	0	0.00055	0.011	0.45	0.025	0	0.11
606	0.48	0	0.0026	0	0.28	0.11	0.12	0.0056	0	0.11
607	0.29	4.9e-05	5.9e-05	5.7e-05	0.015	0.018	0.32	0.36	7	0.16
608	0.017	0	0.27	0	0.69	0.021	0.0014	2e-05	4	0.071
609	0.52	0	2.5e-05	0	0.02	0.036	0.35	0.071	0	0.11
610	0.35	0.00012	0.0072	0.00015	0.18	0.051	0.22	0.19	0	0.11
611	0.018	0.00018	0	0.00021	2.9e-06	0.0001	0.11	0.87	7	0.16
612	0.21	0	0.057	0	0.59	0.07	0.061	0.011	4	0.071
613	0.12	0.0036	4.6e-05	0.0042	0.0063	0.0064	0.19	0.67	7	0.16
614	0.0091	0	0.13	0	0.83	0.024	0.00022	0	4	0.071
615	0.3	8.9e-05	0.00015	0.0001	0.023	0.021	0.3	0.36	7	0.16
616	0.11	8.6e-06	0	1e-05	0.00011	0.0015	0.3	0.59	7	0.16
617	0.095	0	0.11	0	0.72	0.052	0.017	0.0011	4	0.071
618	0.065	1e-05	0	1.2e-05	2e-05	0.00053	0.24	0.69	7	0.16
619	0.28	5e-05	0.036	5.9e-05	0.4	0.063	0.14	0.084	4	0.071
620	0.28	0.00021	0.00031	0.00025	0.031	0.022	0.28	0.38	7	0.16
621	0.25	0.0012	0.0013	0.0014	0.056	0.025	0.24	0.43	7	0.16
622	0.21	0.0028	0.0011	0.0032	0.044	0.019	0.22	0.5	7	0.16
623	0.082	0.052	0.00041	0.061	0.013	0.0061	0.12	0.67	7	0.16
624	0.5	0	0.00028	0	0.061	0.05	0.3	0.084	0	0.11
625	0.066	0	0.052	0	0.82	0.061	0.0047	2.2e-05	4	0.071
626	0.0066	0.016	0	0.019	3.7e-06	5.1e-05	0.042	0.92	7	0.16
627	0.41	0	0	0	0.0012	0.01	0.47	0.11	6	0.12
628	0.14	0.002	5e-05	0.0023	0.0074	0.0076	0.21	0.63	7	0.16
629	0.1	0.00075	2.2e-06	0.00088	0.0013	0.0032	0.2	0.69	7	0.16
630	0.25	0.0012	0.0013	0.0014	0.056	0.025	0.24	0.43	7	0.16
631	0.0011	0.019	0	0.022	0	2.7e-06	0.017	0.94	7	0.16
632	0.13	0.014	0.00041	0.016	0.018	0.0096	0.17	0.65	7	0.16
633	0.0045	0.073	0	0.086	5.1e-06	4.3e-05	0.027	0.81	7	0.16
634	0.00052	0.17	0	0.2	0	1.8e-06	0.0069	0.62	7	0.16
635	0.29	0	0.029	0	0.47	0.077	0.1	0.024	4	0.071
636	0.4	7e-06	0.00013	8.2e-06	0.03	0.03	0.33	0.21	0	0.11
637	0.0003	0.078	0	0.092	0	0	0.0066	0.82	7	0.16
638	0.32	4.5e-05	0.021	5.2e-05	0.33	0.063	0.16	0.1	4	0.071
639	0.2	0.0042	0.0012	0.0049	0.044	0.018	0.21	0.52	7	0.16
640	0.082	0.0044	7.8e-06	0.0052	0.002	0.0031	0.16	0.74	7	0.16
641	2.7e-05	0.41	0	0.48	0	0	0.00051	0.12	3	0.24
642	0.52	0	4.7e-06	0	0.0096	0.028	0.38	0.062	0	0.11
643	0.36	6.3e-06	3.9e-05	7.4e-06	0.015	0.022	0.35	0.25	0	0.11
644	0.24	0.0033	0.0054	0.0039	0.11	0.029	0.2	0.41	7	0.16
645	0.0056	6.1e-06	0	7.1e-06	0	6e-06	0.082	0.91	7	0.16
646	0.0095	0	0.31	0	0.66	0.016	0.00054	3.7e-06	4	0.071
647	0.00046	1e-05	0	1.2e-05	0	0	0.022	0.98	7	0.16
648	0.25	5e-06	0.05	5.9e-06	0.51	0.068	0.093	0.033	4	0.071
649	0.37	5.1e-05	0.0053	6e-05	0.17	0.054	0.23	0.17	0	0.11
650	0.087	0.04	0.072	0.047	0.69	0.054	0.012	0.00032	4	0.071
651	0.00069	0.057	0	0.067	8.1e-06	1.6e-05	0.0026	0.87	7	0.16
652	0.0037	0.056	0	0.066	5.8e-05	9.9e-05	0.012	0.86	7	0.16
653	0	0.18	0	0.21	0	0	8.2e-06	0.61	7	0.16
654	0	0.028	0	0.032	0	0	0	0.94	7	0.16
655	0.0038	0.069	0	0.081	6.3e-06	4.2e-05	0.022	0.82	7	0.16
656	0.54	0.0004	0	0.00046	0.0016	0.017	0.41	0.026	0	0.11
657	0.15	0.0013	3.1e-05	0.0015	0.0062	0.0074	0.22	0.61	7	0.16
658	0.00034	0.057	0	0.067	2.8e-06	6.8e-06	0.0015	0.87	7	0.16
659	0.00037	0.14	0	0.16	0	0	0.0052	0.69	7	0.16
660	0	0	0	0	0	0	0	1	7	0.16
661	0.019	0.012	0	0.015	9.3e-05	0.00035	0.069	0.88	7	0.16
662	0	0.024	0	0.028	0	0	0	0.95	7	0.16
663	2e-05	0.049	0	0.058	0	0	0.00024	0.89	7	0.16
664	0.071	0.00029	0	0.00034	0.00049	0.0018	0.16	0.77	7	0.16
665	0.44	0	0.00021	0	0.045	0.039	0.3	0.18	0	0.11
666	0.00032	0.0029	0	0.0034	0	0	0.0084	0.99	7	0.16
667	0.032	0	0.035	0	0.88	0.055	0.00091	0	4	0.071
668	0	0.022	0	0.026	0	0	0	0.95	7	0.16
669	0.0024	0.078	0	0.092	4.5e-05	6.9e-05	0.0075	0.82	7	0.16
670	0.063	2.8e-05	0	3.2e-05	7.5e-05	0.00084	0.18	0.75	7	0.16
