SNV	cluster0	cluster1	cluster2	cluster	dcf0
689	0.16	0.83	0.0081	1	0.16
690	0.86	0.061	0.081	0	0.11
691	0.24	0.0047	0.76	2	0.071
692	0.034	0.97	3.8e-06	1	0.16
693	0.003	1	0	1	0.16
694	0.1	0.89	0.0083	1	0.16
695	0.0055	0.99	0	1	0.16
696	0.23	0.77	0.0071	1	0.16
697	0.25	0.74	0.0075	1	0.16
698	0.026	0.97	4.2e-06	1	0.16
699	0.0045	0	1	2	0.071
700	0.43	0.0046	0.57	2	0.071
701	0.27	0.67	0.058	1	0.16
702	0.04	0.96	0.00035	1	0.16
703	0.00016	0	1	2	0.071
704	0.46	0.00019	0.54	2	0.071
705	0.69	0.2	0.11	0	0.11
706	0.033	0.97	5.3e-05	1	0.16
707	0.75	0.16	0.092	0	0.11
708	0.28	0.72	0.00047	1	0.16
709	0.00033	0	1	2	0.071
710	0.15	0.00098	0.85	2	0.071
711	0.58	0.007	0.41	0	0.11
712	0.68	0.044	0.28	0	0.11
713	0.058	0.94	0.00056	1	0.16
714	0.055	0.94	0.0003	1	0.16
715	0.93	0.064	0.0046	0	0.11
716	0.29	0.0038	0.7	2	0.071
717	0.33	0.00032	0.67	2	0.071
718	0.097	0.00057	0.9	2	0.071
719	0.12	0.88	0.003	1	0.16
720	0.0011	1	0	1	0.16
721	0.68	0.13	0.18	0	0.11
722	0.34	0.56	0.1	1	0.16
723	0.001	1	0	1	0.16
724	0.0021	1	0	1	0.16
725	0.039	1.1e-05	0.96	2	0.071
726	0.87	0.0009	0.13	0	0.11
727	0.29	0.68	0.027	1	0.16
728	0.6	0.38	0.018	0	0.11
729	0.023	1.2e-06	0.98	2	0.071
730	0.61	0.029	0.36	0	0.11
731	0.12	0.88	0.0023	1	0.16
732	0.62	0.37	0.0095	0	0.11
733	0.47	0.017	0.51	2	0.071
734	0.45	0.44	0.11	0	0.11
735	0.39	0.59	0.024	1	0.16
736	0.44	0.46	0.1	1	0.16
737	0.21	0.77	0.015	1	0.16
738	0	1	0	1	0.16
739	0.58	0.19	0.23	0	0.11
740	0.29	0.69	0.018	1	0.16
741	0.00017	1	0	1	0.16
742	0.0003	1	0	1	0.16
743	0	1	0	1	0.16
744	0	1	0	1	0.16
745	0.002	1	0	1	0.16
746	0.053	0.95	0.00036	1	0.16
747	0	1	0	1	0.16
748	0	1	0	1	0.16
749	0	1	0	1	0.16
750	0.038	0.96	0.001	1	0.16
751	0	1	0	1	0.16
752	2e-06	1	0	1	0.16
753	0.29	0.67	0.047	1	0.16
754	0.28	0.56	0.16	1	0.16
755	0.29	0.014	0.69	2	0.071
756	0.48	0.011	0.51	2	0.071
757	0.54	0.23	0.23	0	0.11
758	0.0028	1	0	1	0.16
759	0.66	0.035	0.31	0	0.11
760	0	1	0	1	0.16
761	0.18	0.8	0.019	1	0.16
762	0.8	0.1	0.1	0	0.11
763	0.005	0.99	1.3e-05	1	0.16
764	0.063	0.94	0.00087	1	0.16
765	0.49	0.04	0.47	0	0.11
766	0.0022	0	1	2	0.071
767	0.35	0.017	0.63	2	0.071
768	0.35	0.59	0.054	1	0.16
769	0.78	0.06	0.16	0	0.11
770	0	1	0	1	0.16
771	0.36	0.024	0.61	2	0.071
772	0.06	0.94	0.0008	1	0.16
773	0.2	0.0035	0.8	2	0.071
774	0.0064	0	0.99	2	0.071
775	0.13	0.00069	0.87	2	0.071
776	0.19	0.81	0.003	1	0.16
777	0.72	0.096	0.18	0	0.11
778	0.04	0.96	0.00035	1	0.16
779	0.65	0.0039	0.35	0	0.11
780	0.35	0.0067	0.64	2	0.071
781	0.1	0.9	0.0012	1	0.16
782	0.0023	1	0	1	0.16
783	0.11	0.89	4.2e-05	1	0.16
784	0	1	0	1	0.16
785	0.0034	1	0	1	0.16
786	0.0016	1	0	1	0.16
787	0.87	0.026	0.11	0	0.11
788	0.15	0.00075	0.85	2	0.071
789	0	1	0	1	0.16
790	0.36	0.47	0.17	1	0.16
791	0.15	0.84	0.0096	1	0.16
792	0.0055	0.99	0	1	0.16
793	0.0011	1	0	1	0.16
794	0.21	0.79	0.005	1	0.16
795	0.098	0.00069	0.9	2	0.071
796	0.031	0.97	0.0014	1	0.16
797	0.35	0.65	0.0006	1	0.16
798	0.19	0.79	0.018	1	0.16
799	0.2	0.015	0.79	2	0.071
800	0.35	0.6	0.045	1	0.16
801	0.34	0.65	0.00089	1	0.16
802	0.16	0.83	0.017	1	0.16
803	0.84	0.14	0.012	0	0.11
804	6.2e-05	1	0.0016	1	0.16
805	0.00035	0	1	2	0.071
806	0.52	0.0032	0.47	0	0.11
807	0.099	0.00016	0.9	2	0.071
808	0.91	0.071	0.021	0	0.11
809	0.0037	1	0	1	0.16
810	0.0034	0	1	2	0.071
811	2.6e-06	1	0	1	0.16
812	0.0036	1	0	1	0.16
813	0.02	0	0.98	2	0.071
814	0.009	0.99	8.9e-05	1	0.16
815	0.0013	1	0	1	0.16
816	0.24	0.011	0.75	2	0.071
817	0.99	0.0078	0.006	0	0.11
818	0.00069	1	0	1	0.16
819	0.037	0.96	0.00017	1	0.16
820	0.3	0.7	0.00066	1	0.16
821	0.4	0.28	0.33	0	0.11
822	0.68	0.28	0.039	0	0.11
823	0.38	0.55	0.07	1	0.16
824	0.025	0.97	0.00064	1	0.16
825	0.33	0.67	0.00094	1	0.16
826	0.22	0.77	0.00045	1	0.16
827	0.035	0.96	0.00024	1	0.16
828	0.45	0.53	0.027	1	0.16
829	0.13	0.87	0.0011	1	0.16
830	0.0099	0.99	0	1	0.16
831	0.8	0.072	0.13	0	0.11
832	0.078	0.92	0.00045	1	0.16
833	0.32	0.0024	0.68	2	0.071
834	0.00022	1	0	1	0.16
835	0.42	0.34	0.24	0	0.11
836	0.9	0.013	0.086	0	0.11
837	0.027	0.97	0.00085	1	0.16
838	0.14	0.86	0.00089	1	0.16
839	0.001	1	0	1	0.16
840	0.14	0.82	0.04	1	0.16
841	0.88	0.12	0.0072	0	0.11
842	0.97	3.6e-05	0.035	0	0.11
843	0.33	0.13	0.54	2	0.071
844	0.43	0.29	0.27	0	0.11
845	0.015	0.98	6e-05	1	0.16
846	0.34	0.66	0.00037	1	0.16
847	0.28	0.72	0.00067	1	0.16
848	0.37	0.016	0.61	2	0.071
849	0.17	0.82	0.0096	1	0.16
850	0.0012	0	1	2	0.071
851	0.014	0.99	4.7e-05	1	0.16
852	0.66	0.3	0.041	0	0.11
853	0.42	0.19	0.4	0	0.11
854	0.58	0.0081	0.42	0	0.11
855	0	1	0	1	0.16
856	0.0013	1	0	1	0.16
857	0	1	0	1	0.16
858	0.036	0.96	8.2e-05	1	0.16
859	0.036	0	0.96	2	0.071
860	0.39	0.016	0.59	2	0.071
861	0.0065	0.99	0.00011	1	0.16
862	0	1	0	1	0.16
863	0.63	0.3	0.072	0	0.11
864	0.1	0.00081	0.9	2	0.071
865	0.47	0.14	0.39	0	0.11
866	0.84	0.059	0.1	0	0.11
867	0.17	0.83	0.0053	1	0.16
868	0	1	0	1	0.16
869	0	1	0	1	0.16
870	0.48	0.45	0.071	0	0.11
871	0	1	0	1	0.16
872	0.0071	0.99	3.6e-06	1	0.16
873	0	1	0	1	0.16
874	0	1	0	1	0.16
875	0.16	0.82	0.018	1	0.16
876	0.01	0.99	0	1	0.16
877	0.11	0.89	0.0015	1	0.16
878	0.12	0	0.88	2	0.071
879	0.22	0.0013	0.78	2	0.071
880	0.62	0.11	0.26	0	0.11
881	0.055	0.94	0.00029	1	0.16
882	0.27	0.71	0.026	1	0.16
883	0	1	0	1	0.16
884	1.1e-05	1	0	1	0.16
885	0.14	4.8e-05	0.86	2	0.071
886	0.82	0.0093	0.17	0	0.11
887	0.35	0.013	0.64	2	0.071
888	0.2	0.8	0.0018	1	0.16
889	0.00028	1	0	1	0.16
890	0.63	0.08	0.29	0	0.11
891	0.46	0.35	0.18	0	0.11
892	0.43	0.51	0.061	1	0.16
893	0.12	0.86	0.017	1	0.16
894	0.45	0.078	0.47	2	0.071
895	0.27	0.72	0.0016	1	0.16
896	0.29	0.65	0.056	1	0.16
897	0.56	0.26	0.17	0	0.11
898	0.00043	1	0	1	0.16
899	0.035	0	0.97	2	0.071
900	0.13	0.87	0.002	1	0.16
901	0.051	7.2e-06	0.95	2	0.071
902	0.39	0.0092	0.6	2	0.071
903	0.24	0.0025	0.75	2	0.071
904	0.00058	0	1	2	0.071
905	0.37	0.57	0.06	1	0.16
906	0.32	0.52	0.15	1	0.16
907	0.047	0.00057	0.95	2	0.071
908	0.48	0.24	0.28	0	0.11
909	0.092	0.91	0.00046	1	0.16
910	0.46	0.23	0.31	0	0.11
911	0.38	0.51	0.1	1	0.16
912	0.19	0.81	0.00023	1	0.16
913	0.8	0.084	0.11	0	0.11
914	0.53	0.0003	0.47	0	0.11
915	0.67	0.018	0.31	0	0.11
916	0.6	0.35	0.05	0	0.11
917	0.96	0.021	0.019	0	0.11
918	0.41	0.55	0.046	1	0.16
919	0.18	0.8	0.013	1	0.16
920	0.063	3.8e-05	0.94	2	0.071
921	0.43	0.38	0.19	0	0.11
922	0.18	0.0036	0.82	2	0.071
