SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
395	0.99	0.012	0	0	0	0.39	0.38	0.33	0.4	0.32
396	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
397	0.4	0.6	0	0	1	0.39	0.35	0.2	0.4	0.17
398	0.73	0.27	0	0	0	0.39	0.38	0.33	0.4	0.32
399	0.07	0.93	0	0	1	0.39	0.35	0.2	0.4	0.17
400	0.022	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
401	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
402	0.5	0.5	0	0	0	0.39	0.38	0.33	0.4	0.32
403	0.0017	1	0	0	1	0.39	0.35	0.2	0.4	0.17
404	0.00076	1	0	0	1	0.39	0.35	0.2	0.4	0.17
405	0.016	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
406	0.0079	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
407	0.94	0.063	0	0	0	0.39	0.38	0.33	0.4	0.32
408	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
409	0.18	0.82	0	0	1	0.39	0.35	0.2	0.4	0.17
410	0.39	0.61	0	0	1	0.39	0.35	0.2	0.4	0.17
411	0.011	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
412	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
413	0.14	0.86	0	0	1	0.39	0.35	0.2	0.4	0.17
414	0.0056	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
415	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
416	1	0	0	0	0	0.39	0.38	0.33	0.4	0.32
417	0.0014	1	0	0	1	0.39	0.35	0.2	0.4	0.17
418	0.0028	1	0	0	1	0.39	0.35	0.2	0.4	0.17
419	0.31	0.69	0	0	1	0.39	0.35	0.2	0.4	0.17
420	0.15	0.85	0	0	1	0.39	0.35	0.2	0.4	0.17
421	0.0054	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
422	0.7	0.3	0	0	0	0.39	0.38	0.33	0.4	0.32
423	0	2.7e-05	0	1	3	0.13	0.12	0.067	0.089	0.019
424	0.14	0.86	0	0	1	0.39	0.35	0.2	0.4	0.17
425	0.54	0.46	0	0	0	0.39	0.38	0.33	0.4	0.32
426	0.00049	1	0	0	1	0.39	0.35	0.2	0.4	0.17
427	6.7e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
428	0.043	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
429	0.0056	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
430	0.013	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
431	0.04	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
432	0.013	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
433	0	1	0	0	1	0.39	0.35	0.2	0.4	0.17
434	0.034	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
435	0.001	1	0	0	1	0.39	0.35	0.2	0.4	0.17
436	0.011	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
437	0.0023	1	0	0	1	0.39	0.35	0.2	0.4	0.17
438	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
439	0.01	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
440	0.0006	1	0	0	1	0.39	0.35	0.2	0.4	0.17
441	0.014	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
442	0.01	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
443	0.99	0.0077	0	0	0	0.39	0.38	0.33	0.4	0.32
444	1.7e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
445	0.061	0.94	0	0	1	0.39	0.35	0.2	0.4	0.17
446	0.11	0.89	0	0	1	0.39	0.35	0.2	0.4	0.17
447	8.1e-05	1	0	0	1	0.39	0.35	0.2	0.4	0.17
448	0.012	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
449	0.0052	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
450	0.1	0.9	0	0	1	0.39	0.35	0.2	0.4	0.17
451	1.7e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
452	0.00025	1	0	0	1	0.39	0.35	0.2	0.4	0.17
453	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
454	0.0014	1	0	0.0011	1	0.39	0.35	0.2	0.4	0.17
455	0.00055	1	0	0	1	0.39	0.35	0.2	0.4	0.17
456	0.0035	1	0	0	1	0.39	0.35	0.2	0.4	0.17
457	0.0029	1	0	0	1	0.39	0.35	0.2	0.4	0.17
458	0.0047	1	0	0	1	0.39	0.35	0.2	0.4	0.17
459	0.027	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
460	0.00016	1	0	0	1	0.39	0.35	0.2	0.4	0.17
461	0.0096	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
462	0.00035	1	0	0	1	0.39	0.35	0.2	0.4	0.17
463	0.00018	1	0	0	1	0.39	0.35	0.2	0.4	0.17
464	0.019	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
465	0.0054	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
466	0.00014	1	0	0	1	0.39	0.35	0.2	0.4	0.17
467	0.036	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
468	7.3e-06	1	0	0	1	0.39	0.35	0.2	0.4	0.17
469	0.0018	1	0	0	1	0.39	0.35	0.2	0.4	0.17
470	0.027	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
471	0.012	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
472	0.026	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
473	0.18	0.82	0	0	1	0.39	0.35	0.2	0.4	0.17
474	0.033	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
475	0.91	0.09	0	0	0	0.39	0.38	0.33	0.4	0.32
476	0.026	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
477	0.58	0.42	0	0	0	0.39	0.38	0.33	0.4	0.32
478	0.15	0.85	0	0	1	0.39	0.35	0.2	0.4	0.17
479	0.22	0.78	0	0	1	0.39	0.35	0.2	0.4	0.17
480	0.00085	1	0	0	1	0.39	0.35	0.2	0.4	0.17
481	0.17	0.83	0	0	1	0.39	0.35	0.2	0.4	0.17
482	0.017	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
483	0.008	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
484	0.00055	1	0	0	1	0.39	0.35	0.2	0.4	0.17
485	0.0038	1	0	0	1	0.39	0.35	0.2	0.4	0.17
486	0.0034	1	0	0	1	0.39	0.35	0.2	0.4	0.17
487	0.0017	1	0	0	1	0.39	0.35	0.2	0.4	0.17
488	0.23	0.77	0	0	1	0.39	0.35	0.2	0.4	0.17
489	0.002	1	0	0	1	0.39	0.35	0.2	0.4	0.17
490	0.04	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
491	0.0039	1	0	0	1	0.39	0.35	0.2	0.4	0.17
492	0.022	0.98	0	0	1	0.39	0.35	0.2	0.4	0.17
493	0.0053	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
494	0.001	1	0	0	1	0.39	0.35	0.2	0.4	0.17
495	0.00087	1	0	0	1	0.39	0.35	0.2	0.4	0.17
496	0.0098	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
497	0.027	0.97	0	0	1	0.39	0.35	0.2	0.4	0.17
498	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
499	0.036	0.96	0	0	1	0.39	0.35	0.2	0.4	0.17
500	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
501	0	0	0	1	3	0.13	0.12	0.067	0.089	0.019
502	0	0.12	0	0.88	3	0.13	0.12	0.067	0.089	0.019
503	0.0068	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
504	0.0069	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
505	0.00069	1	0	0	1	0.39	0.35	0.2	0.4	0.17
506	0.0012	1	0	0	1	0.39	0.35	0.2	0.4	0.17
507	0.0011	1	0	0	1	0.39	0.35	0.2	0.4	0.17
508	0.011	0.99	0	0	1	0.39	0.35	0.2	0.4	0.17
509	0.0038	1	0	0	1	0.39	0.35	0.2	0.4	0.17
