SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
333	0.79	0	0	0.21	0	0	0	0.39	0.35	0.2	0.4	0.17
334	0.84	0.15	0	0.0041	0	0	0	0.39	0.35	0.2	0.4	0.17
335	0.53	0	0	0.47	0	0	0	0.39	0.35	0.2	0.4	0.17
336	0.024	1.3e-05	0	0.98	0	0	3	0.39	0.35	0.27	0.4	0.32
337	0.0035	0.0005	0	1	0	0	3	0.39	0.35	0.27	0.4	0.32
338	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
339	0.42	0.0001	0	0.58	0	0	3	0.39	0.35	0.27	0.4	0.32
340	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
341	0.59	0.41	0	0.0039	0	0	0	0.39	0.35	0.2	0.4	0.17
342	0.99	0.0039	0	0.0088	0	0	0	0.39	0.35	0.2	0.4	0.17
343	0.85	0.15	0	0.00039	0	0	0	0.39	0.35	0.2	0.4	0.17
344	0.32	0.66	0	0.02	0	0	1	0.49	0.48	0.2	0.6	0.17
345	0.79	0.033	0	0.18	0	0	0	0.39	0.35	0.2	0.4	0.17
346	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
347	0.054	0.00042	0	0.95	0	0	3	0.39	0.35	0.27	0.4	0.32
348	0.93	0.0052	0	0.063	0	0	0	0.39	0.35	0.2	0.4	0.17
349	0.01	0	0	2e-06	0.99	0	4	0.39	0.35	0.089	0.44	0
350	0.83	0.12	0	0.053	0	0	0	0.39	0.35	0.2	0.4	0.17
351	0.99	0.00035	0	0.0049	0	0	0	0.39	0.35	0.2	0.4	0.17
352	0.88	0.019	0	0.11	0	0	0	0.39	0.35	0.2	0.4	0.17
353	0.48	0.51	0	0.011	0	0	1	0.49	0.48	0.2	0.6	0.17
354	1	0.0013	0	0.0021	0	0	0	0.39	0.35	0.2	0.4	0.17
355	0.9	0.098	0	0.0032	0	0	0	0.39	0.35	0.2	0.4	0.17
356	0.59	0.18	0	0.22	0	0	0	0.39	0.35	0.2	0.4	0.17
357	0.97	0.0024	0	0.026	0	0	0	0.39	0.35	0.2	0.4	0.17
358	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
359	0.11	0.0093	0	0.88	0	0	3	0.39	0.35	0.27	0.4	0.32
360	1	0	0	0	0	0	0	0.39	0.35	0.2	0.4	0.17
361	1	3.5e-05	0	1.2e-05	0	0	0	0.39	0.35	0.2	0.4	0.17
362	0.9	0.0013	0	0.0014	0.1	0	0	0.39	0.35	0.2	0.4	0.17
363	0.00038	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
364	0.016	0	0	0	0.98	0	4	0.39	0.35	0.089	0.44	0
365	0.99	0.00075	0	0.0066	0	0	0	0.39	0.35	0.2	0.4	0.17
366	0.0035	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
367	0.45	0.04	0	0.51	0	0	3	0.39	0.35	0.27	0.4	0.32
368	0.0047	1e-05	0	0	1	0	4	0.39	0.35	0.089	0.44	0
369	1	0.0011	0	0.00076	0	0	0	0.39	0.35	0.2	0.4	0.17
370	0.07	1.1e-05	0	9e-06	0.93	0	4	0.39	0.35	0.089	0.44	0
371	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
372	1.2e-06	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
373	0.63	0.029	0	0.34	0	0	0	0.39	0.35	0.2	0.4	0.17
374	0	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
375	2.7e-05	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
376	0.16	6.8e-06	0	0.84	0	0	3	0.39	0.35	0.27	0.4	0.32
377	0.15	4.5e-05	0	0.85	0	0	3	0.39	0.35	0.27	0.4	0.32
378	7e-05	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
379	0.99	0.0002	0	0.0061	0	0	0	0.39	0.35	0.2	0.4	0.17
380	1	0.0019	0	0.00031	1.2e-05	0	0	0.39	0.35	0.2	0.4	0.17
381	0.011	0.00071	0	0.99	0	0	3	0.39	0.35	0.27	0.4	0.32
382	1	0	0.0025	0.0024	0	0	0	0.39	0.35	0.2	0.4	0.17
383	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
384	0.38	4.6e-05	0	0.62	0	0	3	0.39	0.35	0.27	0.4	0.32
385	0.02	0.0034	0	0.98	0	0	3	0.39	0.35	0.27	0.4	0.32
386	0	0.99	0	0	0.0075	0	1	0.49	0.48	0.2	0.6	0.17
387	0.13	0.0012	0	0.87	0	0	3	0.39	0.35	0.27	0.4	0.32
388	0.0076	0.00015	0	0.99	0	0	3	0.39	0.35	0.27	0.4	0.32
389	0.15	0.0014	0	0.84	0	0	3	0.39	0.35	0.27	0.4	0.32
390	0.64	0.018	0	0.35	0	0	0	0.39	0.35	0.2	0.4	0.17
391	0.00033	2.4e-06	0	1	0	0	3	0.39	0.35	0.27	0.4	0.32
392	0.99	0	0	0.0084	0	0	0	0.39	0.35	0.2	0.4	0.17
393	0.8	0.0059	0	0.19	0	0	0	0.39	0.35	0.2	0.4	0.17
394	0	1	0	0	0	0	1	0.49	0.48	0.2	0.6	0.17
395	0.077	0	0	0.92	0	0	3	0.39	0.35	0.27	0.4	0.32
396	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
397	0.57	0.0035	0	0.42	0	0	0	0.39	0.35	0.2	0.4	0.17
398	0.15	0.02	0	0.83	0	0	3	0.39	0.35	0.27	0.4	0.32
399	0.75	0.00054	0	0.25	0	0	0	0.39	0.35	0.2	0.4	0.17
400	0.91	0.022	0	0.065	0	0	0	0.39	0.35	0.2	0.4	0.17
401	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
402	0.46	0.0056	0	0.54	0	0	3	0.39	0.35	0.27	0.4	0.32
403	0.98	0.016	0	0.0052	0	0	0	0.39	0.35	0.2	0.4	0.17
404	1	4.7e-05	0	0.002	0	0	0	0.39	0.35	0.2	0.4	0.17
405	0.95	0.012	0	0.037	0	0	0	0.39	0.35	0.2	0.4	0.17
406	0.96	0.0018	0	0.037	0	0	0	0.39	0.35	0.2	0.4	0.17
407	0.079	0.00049	0	0.92	0	0	3	0.39	0.35	0.27	0.4	0.32
408	1	3.2e-06	0	0	0	0	0	0.39	0.35	0.2	0.4	0.17
409	0.81	0.00084	0	0.19	0	0	0	0.39	0.35	0.2	0.4	0.17
410	0.47	0.069	0	0.46	0	0	0	0.39	0.35	0.2	0.4	0.17
411	0.93	0.05	0	0.02	0	0	0	0.39	0.35	0.2	0.4	0.17
412	0	0	0	0	1	0	4	0.39	0.35	0.089	0.44	0
413	0.67	0.0027	0	0.32	0	0	0	0.39	0.35	0.2	0.4	0.17
414	0.99	0.00057	0	0.011	0	0	0	0.39	0.35	0.2	0.4	0.17
415	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
416	0	0.88	0	0	0	0.12	1	0.49	0.48	0.2	0.6	0.17
417	1	5.1e-05	0	0.0048	0	0	0	0.39	0.35	0.2	0.4	0.17
418	0.99	0.0044	0	0.01	0	0	0	0.39	0.35	0.2	0.4	0.17
419	0.7	0.00045	0	0.3	0	0	0	0.39	0.35	0.2	0.4	0.17
420	0.67	0.00023	0	0.33	0	0	0	0.39	0.35	0.2	0.4	0.17
421	0.95	0.018	0	0.035	0	0	0	0.39	0.35	0.2	0.4	0.17
422	0.076	5.1e-06	0	0.92	0	0	3	0.39	0.35	0.27	0.4	0.32
423	2.1e-05	0	0	0	0.0064	0.99	5	0.13	0.078	0.067	0	0.019
424	0.79	0.0016	0	0.21	0	0	0	0.39	0.35	0.2	0.4	0.17
425	0.17	0.0056	0	0.82	0	0	3	0.39	0.35	0.27	0.4	0.32
426	0.99	0	0	0.0059	0	0	0	0.39	0.35	0.2	0.4	0.17
427	0.97	0.029	0	0.00068	0	0	0	0.39	0.35	0.2	0.4	0.17
428	0.91	0.0042	0	0.081	0	0	0	0.39	0.35	0.2	0.4	0.17
429	0.94	0.041	0	0.022	0	0	0	0.39	0.35	0.2	0.4	0.17
430	0.94	0.0048	0	0.054	0	0	0	0.39	0.35	0.2	0.4	0.17
431	0.89	0.011	0	0.1	0	0	0	0.39	0.35	0.2	0.4	0.17
432	0.95	0.0046	0	0.047	0	0	0	0.39	0.35	0.2	0.4	0.17
433	1	0	0	0.00029	0	0	0	0.39	0.35	0.2	0.4	0.17
434	0.85	0.11	0	0.043	0	0	0	0.39	0.35	0.2	0.4	0.17
435	0.99	0.0096	0	0.0014	0	0	0	0.39	0.35	0.2	0.4	0.17
436	0.86	0.11	0	0.035	0	0	0	0.39	0.35	0.2	0.4	0.17
437	0.99	0.0021	0	0.01	0	0	0	0.39	0.35	0.2	0.4	0.17
438	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
439	0.94	0.0085	0	0.056	0	0	0	0.39	0.35	0.2	0.4	0.17
440	0.99	4.9e-05	0	0.014	0	0	0	0.39	0.35	0.2	0.4	0.17
441	0.58	0.38	0	0.033	0	0	0	0.39	0.35	0.2	0.4	0.17
442	0.96	0.0066	0	0.029	0	0	0	0.39	0.35	0.2	0.4	0.17
443	0.029	0	0	0.97	0	0	3	0.39	0.35	0.27	0.4	0.32
444	0.036	1.7e-06	0	2.6e-06	0.96	0	4	0.39	0.35	0.089	0.44	0
445	0.93	0	0	0.073	0	0	0	0.39	0.35	0.2	0.4	0.17
446	0.88	0.0011	0	0.12	0	0	0	0.39	0.35	0.2	0.4	0.17
447	0.99	0.0047	0	0.0007	0	0	0	0.39	0.35	0.2	0.4	0.17
448	0.96	0.022	0	0.017	0	0	0	0.39	0.35	0.2	0.4	0.17
449	0.99	5e-05	0	0.015	0	0	0	0.39	0.35	0.2	0.4	0.17
450	0.88	0.0009	0	0.12	0	0	0	0.39	0.35	0.2	0.4	0.17
451	1	3.4e-06	0	6.8e-05	0	0	0	0.39	0.35	0.2	0.4	0.17
452	1	0	0	0.0034	0	0	0	0.39	0.35	0.2	0.4	0.17
453	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
454	0.99	0.00073	0	0.0052	0	0	0	0.39	0.35	0.2	0.4	0.17
455	0.99	0.012	0	0.0014	0	0	0	0.39	0.35	0.2	0.4	0.17
456	0.88	0.12	0	0.0014	0	0	0	0.39	0.35	0.2	0.4	0.17
457	0.99	0.0033	0	0.003	0	0	0	0.39	0.35	0.2	0.4	0.17
458	0.94	0.054	0	0.0042	0	0	0	0.39	0.35	0.2	0.4	0.17
459	0.96	4.4e-06	0	0.042	0	0	0	0.39	0.35	0.2	0.4	0.17
460	1	3.6e-06	0	0.00084	0	0	0	0.39	0.35	0.2	0.4	0.17
461	0.99	0.003	0	0.012	0	0	0	0.39	0.35	0.2	0.4	0.17
462	0.99	0.011	0	0.00039	0	0	0	0.39	0.35	0.2	0.4	0.17
463	1	2.9e-06	0	0.00023	0	0	0	0.39	0.35	0.2	0.4	0.17
464	0.96	0.02	0	0.018	0	0	0	0.39	0.35	0.2	0.4	0.17
465	0.89	0.097	0	0.013	0	0	0	0.39	0.35	0.2	0.4	0.17
466	1	0	0	0.00022	0	0	0	0.39	0.35	0.2	0.4	0.17
467	0.91	0.00084	0	0.089	0	0	0	0.39	0.35	0.2	0.4	0.17
468	1	0	0	1.2e-05	0	0	0	0.39	0.35	0.2	0.4	0.17
469	0.99	0.011	0	0.0016	0	0	0	0.39	0.35	0.2	0.4	0.17
470	0.96	0.02	0	0.019	0	0	0	0.39	0.35	0.2	0.4	0.17
471	0.97	0.00021	0	0.033	0	0	0	0.39	0.35	0.2	0.4	0.17
472	0.96	0.00045	0	0.037	0	0	0	0.39	0.35	0.2	0.4	0.17
473	0.77	0.0022	0	0.23	0	0	0	0.39	0.35	0.2	0.4	0.17
474	0.95	0.011	0	0.039	0	0	0	0.39	0.35	0.2	0.4	0.17
475	0.36	0	0	0.64	0	0	3	0.39	0.35	0.27	0.4	0.32
476	0.97	0.0011	0	0.031	0	0	0	0.39	0.35	0.2	0.4	0.17
477	0.44	0	0	0.56	0	0	3	0.39	0.35	0.27	0.4	0.32
478	0.8	0.00046	0	0.2	0	0	0	0.39	0.35	0.2	0.4	0.17
479	0.81	7e-05	0	0.19	0	0	0	0.39	0.35	0.2	0.4	0.17
480	1	0.00082	0	0.00037	0	0	0	0.39	0.35	0.2	0.4	0.17
481	0.8	6.7e-05	0	0.2	0	0	0	0.39	0.35	0.2	0.4	0.17
482	0.97	0.00056	0	0.027	0	0	0	0.39	0.35	0.2	0.4	0.17
483	0.99	9.6e-05	0	0.012	0	0	0	0.39	0.35	0.2	0.4	0.17
484	1	2.9e-05	0	0.0009	0	0	0	0.39	0.35	0.2	0.4	0.17
485	1	3.1e-06	0	0.002	0	0	0	0.39	0.35	0.2	0.4	0.17
486	1	1.1e-06	0	0.00035	0	0	0	0.39	0.35	0.2	0.4	0.17
487	0.98	0.015	0	0.0041	0	0	0	0.39	0.35	0.2	0.4	0.17
488	0.76	7.2e-05	0	0.24	0	0	0	0.39	0.35	0.2	0.4	0.17
489	1	0	0	0.0032	0	0	0	0.39	0.35	0.2	0.4	0.17
490	0.94	0.037	0	0.023	0	0	0	0.39	0.35	0.2	0.4	0.17
491	0.98	0.0011	0	0.02	0	0	0	0.39	0.35	0.2	0.4	0.17
492	0.89	0.046	0	0.059	0	0	0	0.39	0.35	0.2	0.4	0.17
493	1	0	0	0.0021	0	0	0	0.39	0.35	0.2	0.4	0.17
494	0.99	6.6e-06	0	0.005	0	0	0	0.39	0.35	0.2	0.4	0.17
495	0.99	0.0037	0	0.0014	0	0	0	0.39	0.35	0.2	0.4	0.17
496	0.98	0.001	0	0.022	0	0	0	0.39	0.35	0.2	0.4	0.17
497	0.96	3e-05	0	0.038	0	0	0	0.39	0.35	0.2	0.4	0.17
498	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
499	0.94	0.00087	0	0.057	0	0	0	0.39	0.35	0.2	0.4	0.17
500	0	0	0	0	0	1	5	0.13	0.078	0.067	0	0.019
501	0.25	0	0	1.9e-05	0.75	0	4	0.39	0.35	0.089	0.44	0
502	0.55	0	0	0	0.45	0	0	0.39	0.35	0.2	0.4	0.17
503	0.99	2.5e-05	0	0.0066	0	0	0	0.39	0.35	0.2	0.4	0.17
504	0.99	6.1e-05	0	0.011	0	0	0	0.39	0.35	0.2	0.4	0.17
505	1	8.8e-06	0	0.0017	0	0	0	0.39	0.35	0.2	0.4	0.17
506	0.99	1.9e-05	0	0.0054	0	0	0	0.39	0.35	0.2	0.4	0.17
507	1	2.2e-05	0	0.0011	0	0	0	0.39	0.35	0.2	0.4	0.17
508	0.98	0.0007	0	0.019	0	0	0	0.39	0.35	0.2	0.4	0.17
509	0.99	1.9e-06	0	0.0098	0	0	0	0.39	0.35	0.2	0.4	0.17
