SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5	dcf6
380	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
381	0	1e-05	1	2	0.036	0.054	0	0	0	0.043	0.04
382	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
383	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
384	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
385	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
386	0.77	0	0.23	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
387	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
388	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
389	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
390	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
391	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
392	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
393	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
394	0.6	0.4	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
395	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
396	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
397	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
398	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
399	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
400	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
401	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
402	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
403	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
404	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
405	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
406	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
407	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
408	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
409	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
410	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
411	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
412	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
413	0	5.4e-05	1	2	0.036	0.054	0	0	0	0.043	0.04
414	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
415	0.001	0	1	2	0.036	0.054	0	0	0	0.043	0.04
416	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
417	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
418	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
419	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
420	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
421	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
422	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
423	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
424	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
425	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
426	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
427	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
428	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
429	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
430	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
431	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
432	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
433	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
434	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
435	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
436	0.8	0.2	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
437	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
438	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
439	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
440	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
441	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
442	0.81	0.19	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
443	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
444	0	2.1e-05	1	2	0.036	0.054	0	0	0	0.043	0.04
445	0	0.00092	1	2	0.036	0.054	0	0	0	0.043	0.04
446	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
447	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
448	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
449	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
450	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
451	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
452	0.46	0.54	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
453	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
454	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
455	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
456	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
457	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
458	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
459	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
460	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
461	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
462	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
463	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
464	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
465	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
466	0	0.039	0.96	2	0.036	0.054	0	0	0	0.043	0.04
467	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
468	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
469	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
470	0	1	8.9e-05	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
471	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
472	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
473	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
474	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
475	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
476	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
477	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
478	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
479	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
480	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
481	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
482	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
483	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
484	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
485	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
486	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
487	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
488	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
489	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
490	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
491	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
492	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
493	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
494	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
495	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
496	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
497	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
498	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
499	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
500	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
501	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
502	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
503	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
504	0.27	0.73	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
505	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
506	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
507	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
508	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
509	1	0.0041	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
510	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
511	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
512	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
513	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
514	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
515	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
516	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
517	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
518	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
519	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
520	0	0.00014	1	2	0.036	0.054	0	0	0	0.043	0.04
521	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
522	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
523	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
524	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
525	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
526	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
527	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
528	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
529	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
530	0.75	0.24	0.014	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
531	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
532	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
533	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
534	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
535	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
536	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
537	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
538	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
539	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
540	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
541	0	0.99	0.0062	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
542	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
543	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
544	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
545	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
546	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
547	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
548	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
549	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
550	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
551	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
552	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
553	0.74	0.26	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
554	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
555	0	0.00021	1	2	0.036	0.054	0	0	0	0.043	0.04
556	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
557	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
558	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
559	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
560	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
561	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
562	1	0	0	0	0.32	0.51	0.73	0.67	0.28	0.13	0.36
563	0	1	0	1	0.076	0.11	0.12	0.037	0.08	0.097	0.071
564	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
565	0	0	1	2	0.036	0.054	0	0	0	0.043	0.04
