SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
334	0.99	0	0	0.0045	0	1.3e-05	0	0	0.00098	0	0	0.61
335	1	0	0	7.7e-05	0	3.3e-06	0	0	0	0	0	0.61
336	0.9	0.017	0.012	0	0.066	0	0	0	1.1e-06	0	0	0.61
337	0.96	0.032	0	0	0.0069	0	0	0	0	0	0	0.61
338	0.97	0.0091	0.0019	0	0.02	0	0	0	0	0	0	0.61
339	0.89	0	0	0.00024	0	2.5e-06	0.093	0.014	0	0.00053	0	0.61
340	1	0	0	0.00035	0	4.2e-06	0	0	0	0	0	0.61
341	0.99	0.0065	8.9e-05	0	0.0062	0	0	0	0	0	0	0.61
342	1	0	0	0.0021	0	1.2e-05	0	0	0	0	0	0.61
343	0	0	0	0	0	0	1	6.5e-06	0	0	6	0
344	0.52	0.074	0.0028	1.6e-05	0.4	0	0	0	0	0	0	0.61
345	0.94	0.015	0.0036	0	0.042	0	0	0	0	0	0	0.61
346	0.98	0.01	9.3e-05	0	0.011	0	0	0	0	0	0	0.61
347	0.88	0.019	0.018	0	0.085	0	0	0	2e-06	0	0	0.61
348	0.89	0.018	0.016	0	0.077	0	0	0	2e-06	0	0	0.61
349	1	0.0013	0	0	4.8e-05	0	0	0	0	0	0	0.61
350	0.85	0.036	0.0025	0	0.12	0	0	0	0	0	0	0.61
351	0.99	0.0079	0	0	0.002	0	0	0	0	0	0	0.61
352	0.16	0.049	0.057	0	0.73	0	0	0	0	0	4	0.47
353	1	0.0014	0	0	0.00011	0	0	0	0	0	0	0.61
354	1	0.00088	0	0	6.6e-06	0	0	0	0	0	0	0.61
355	1	0.00043	0	0	1.6e-06	0	0	0	0	0	0	0.61
356	1	0.0029	0	0	0.0004	0	0	0	0	0	0	0.61
357	0.98	0.0054	0.001	7.1e-06	0.0091	0	0	0	0	0	0	0.61
358	0.97	0.012	0.00017	0	0.015	0	0	0	0	0	0	0.61
359	0.49	0.071	0.0084	0	0.43	0	0	0	0	0	0	0.61
360	0.91	0.036	0.00013	0	0.053	0	0	0	0	0	0	0.61
361	0.71	0.049	0.0078	0	0.24	0	0	0	0	0	0	0.61
362	0	0	0	0.075	0	0	0	0.0029	1.4e-06	0.92	9	0.13
363	0.99	0.0041	3.3e-05	0	0.0028	0	0	0	0	0	0	0.61
364	0.97	0	0	0.015	0	2.2e-05	0	0	0.018	0	0	0.61
365	0.99	0.0036	3.7e-06	0	0.0014	0	0	0	0	0	0	0.61
366	0.12	0.023	0.33	0	0.52	0	0	0	1.2e-05	0	4	0.47
367	0.98	0.011	1.6e-05	0	0.0072	0	0	0	0	0	0	0.61
368	0.99	0.0047	3.8e-05	0	0.0034	0	0	0	0	0	0	0.61
369	0.93	0.026	0.00028	0	0.044	0	0	0	0	0	0	0.61
370	0.0026	0.00075	0.72	0	0.06	0	0	0	0.22	0.0015	2	0.39
371	0.35	0.028	0.24	0	0.39	0	0	0	5.1e-05	0	4	0.47
372	0.33	0.017	0.39	0	0.26	0	0	0	0.0048	0	2	0.39
373	0.87	8.3e-05	0	0.089	0	4.8e-05	0	0	0.037	0	0	0.61
374	0.96	0.018	7.8e-05	0	0.02	0	0	0	0	0	0	0.61
375	0.99	0.0053	0	0	0.00094	0	0	0	0	0	0	0.61
376	0.2	0.025	0.3	0	0.47	0	0	0	2.6e-05	0	4	0.47
377	0.028	0.079	0.00068	0	0.89	0	0	0	0	0	4	0.47
378	0.42	0.022	0.27	0	0.28	0	0	0	0.00072	0	0	0.61
379	0.9	0.028	0.0013	0	0.069	0	0	0	0	0	0	0.61
380	0.17	0.013	0.55	0	0.26	0	0	0	0.0081	0	2	0.39
381	0.98	0.013	0	0	0.0036	0	0	0	0	0	0	0.61
382	1	0	0	0.0007	0	5.7e-06	0	0	0	0	0	0.61
383	0.51	0.061	0.015	0	0.42	0	0	0	0	0	0	0.61
384	0.99	0.0069	0	0	0.00099	0	0	0	0	0	0	0.61
385	1	0	0	0.0018	0	1.1e-05	0	0	0	0	0	0.61
386	0.99	0.0034	2.2e-05	0	0.002	0	0	0	0	0	0	0.61
387	0.99	0.0033	4.9e-05	0	0.0024	0	0	0	0	0	0	0.61
388	1	0.0017	0	0	0.00032	0	0	0	0	0	0	0.61
389	0.9	0	0	0	0	0	0.095	0.00056	0	0	0	0.61
390	1	0	0	0.003	0	1.4e-05	0	0	0	0	0	0.61
391	0.9	0.0087	0.033	0.0027	0.054	6.3e-06	0	0	0.00055	0	0	0.61
392	0.67	0	0	0.036	0	2.9e-05	0	0	0.29	0	0	0.61
393	0.98	0.0081	0.00013	0.00076	0.012	4.3e-06	0	0	0	0	0	0.61
394	0.99	0.00077	0	0.0088	6.5e-05	1.6e-05	0	0	5e-05	0	0	0.61
395	0.98	0.0053	0.0013	0.0039	0.013	8.4e-06	0	0	0.00048	0	0	0.61
396	0.95	0.0003	0	0.037	1.3e-05	3e-05	0	0	0.0096	0	0	0.61
397	0.99	0.0055	3.8e-05	0.0013	0.0056	5.6e-06	0	0	0	0	0	0.61
398	0.84	0.015	0.038	0.00068	0.11	3.3e-06	0	0	2.4e-06	0	0	0.61
399	0.17	0.037	0.14	0	0.65	0	0	0	0	0	4	0.47
400	0.98	0.012	3.4e-05	0	0.0099	0	0	0	0	0	0	0.61
401	0.92	0.047	3.8e-06	0	0.03	0	0	0	0	0	0	0.61
402	0.96	0.01	0.0041	0	0.027	0	0	0	0	0	0	0.61
403	0.94	0.011	0.012	0	0.04	0	0	0	1.6e-05	0	0	0.61
404	0.74	0.03	0.04	0	0.19	0	0	0	0	0	0	0.61
405	0.97	0.012	0.0001	0	0.013	0	0	0	0	0	0	0.61
406	0	0	0	0.012	0	0.00018	0	0.99	0	0.00026	7	0.043
407	0	0	0	6.6e-05	0	0.00018	0	1	0	0	7	0.043
408	0	0	0	0.014	0	0.00018	0	0.97	0	0.018	7	0.043
409	0.91	0	0	0	0	0	0.095	0.00025	0	0	0	0.61
410	0.91	0	0	0	0	0	0.095	2.6e-06	0	0	0	0.61
411	0.9	0	0	6.6e-05	0	1.3e-06	0.094	0.0074	0	7.7e-05	0	0.61
412	0	0	0	9.9e-05	0	0.00018	0	1	0	0	7	0.043
413	0.015	0.014	0.27	0	0.7	0	0	0	0	0	4	0.47
414	0.076	0.023	0.29	0	0.61	0	0	0	1.4e-06	0	4	0.47
415	0.89	0	0	0.0005	0	3.6e-06	0.093	0.02	2.5e-06	0.0017	0	0.61
416	0.97	0.011	0.00072	0	0.018	0	0	0	0	0	0	0.61
417	0.97	0.015	3.7e-05	0	0.014	0	0	0	0	0	0	0.61
418	0	0	0	2.2e-05	0	0.00018	0	1	0	0	7	0.043
419	0.84	0.031	0.0068	0	0.12	0	0	0	0	0	0	0.61
420	0.71	0.066	0.0015	0	0.22	0	0	0	0	0	0	0.61
421	0	0	0	0.00097	0	0.00018	0	1	0	4.7e-05	7	0.043
422	1	0.0011	0	0	8.6e-05	0	0	0	0	0	0	0.61
423	0.0058	0.004	0.69	0	0.3	0	0	0	0.00011	0	2	0.39
424	0.95	0.013	0.0028	0	0.033	0	0	0	0	0	0	0.61
425	0.88	0.022	0.0093	0	0.087	0	0	0	0	0	0	0.61
426	0.98	0	0	0.018	0	2.6e-05	0	0	0.0052	0	0	0.61
427	0.98	0.0027	8.9e-05	0.0084	0.003	1.3e-05	0	0	0.0033	0	0	0.61
428	0.45	0.024	0.16	5.5e-05	0.36	0	0	0	0	0	0	0.61
429	0.2	0.008	0.6	9.3e-05	0.19	0	0	0	0	4.2e-05	2	0.39
430	0.91	0.0051	0.0004	0.023	0.0084	2.6e-05	0	0	0.057	0	0	0.61
431	0.96	0.014	0.00015	0.002	0.021	9.5e-06	0	0	0	0	0	0.61
432	0.53	0.016	0.23	0.0023	0.2	6.2e-06	0	1e-05	0.00051	0.011	0	0.61
433	0.96	0.01	0.00068	0.0067	0.021	1.6e-05	0	0	0.00029	0	0	0.61
434	0.98	0.0019	0	0.015	0.00024	2.9e-05	0	0	6.9e-05	0	0	0.61
435	0.6	0.072	0.0018	2.2e-05	0.33	0	0	0	0	0	0	0.61
436	0.91	0.00025	0	0.09	2.7e-06	7.3e-05	0	0	0.0031	0	0	0.61
437	0.83	0.0035	0.00013	0.029	0.0042	2.9e-05	0	0	0.13	0	0	0.61
438	0.76	0.024	0.041	0.0016	0.18	6.6e-06	0	0	1e-05	0	0	0.61
439	0	0	3.1e-05	0	0	0	0	0	1	3.4e-05	8	0.87
440	0	0	0	0	0	0	0	0	1	6.7e-05	8	0.87
441	0.5	0.0012	8.3e-06	0.034	0.00072	2.4e-05	0	0	0.47	0	0	0.61
442	0.71	0.031	0.03	0.00064	0.23	4.3e-06	0	0	0	0	0	0.61
443	0	0	0	0	0	0	0	1	0	0.0021	7	0.043
444	0	0	0	0	0	0	0	0.86	0	0.14	7	0.043
445	0.98	0.0029	0.00021	0.0091	0.004	1.3e-05	0	0	0.0072	0	0	0.61
446	0.94	0.00025	0	0.045	9.2e-06	3.3e-05	0	0	0.019	0	0	0.61
447	0.00045	0.0012	0.74	0	0.26	0	0	0	0	0	2	0.39
448	0.005	0.00051	0.1	4.6e-06	0.02	0	0	0.018	0	0.86	9	0.13
449	0.96	0.018	0.0001	0.00095	0.025	7e-06	0	0	0	0	0	0.61
450	0.0086	0.0041	0.66	0	0.33	0	0	0	8.5e-05	0	2	0.39
451	0.087	0.059	0.0076	0	0.85	0	0	0	0	0	4	0.47
452	0.46	1.5e-05	0	0.38	0	0.00012	0	0	0.16	0	0	0.61
453	0.83	0.086	6e-06	6.6e-06	0.084	0	0	0	0	0	0	0.61
454	0	0	0	0	0	0	0.98	0.021	0	1.4e-05	6	0
455	0.91	0.0023	4.8e-06	0.037	0.0011	3.6e-05	0	0	0.051	0	0	0.61
456	0.98	0.0069	7e-05	0.0081	0.0075	1.8e-05	0	0	0.00021	0	0	0.61
457	0.83	0.0021	8.3e-06	0.039	0.0012	3.5e-05	0	0	0.13	0	0	0.61
458	0.96	0.00081	0	0.04	4.1e-05	4.6e-05	0	0	0.0011	0	0	0.61
459	0.91	0.022	0.0014	0.0011	0.063	6.9e-06	0	0	0	0	0	0.61
460	0.57	0.02	0.17	0.0015	0.24	5.4e-06	0	0	5.7e-05	9.1e-06	0	0.61
461	0.95	0.0036	2.3e-05	0.024	0.0026	3e-05	0	0	0.015	0	0	0.61
462	0	0	0	0	0	0	0	0.00077	0	1	9	0.13
463	0.92	0.026	0.00036	0.00051	0.056	5e-06	0	0	0	0	0	0.61
464	0.82	0.017	0.042	0.0045	0.12	1.1e-05	0	0	0.00075	0	0	0.61
465	0.22	0.012	0.47	0.00044	0.24	1.7e-06	0	3.6e-05	1.6e-05	0.06	2	0.39
466	0.97	0.007	0.00015	0.01	0.0092	2e-05	0	0	0.0008	0	0	0.61
467	0.54	0.00011	0	0.16	1.3e-06	6.9e-05	0	0	0.3	0	0	0.61
468	0	0	0	0	0	0	0.98	0.023	0	2.1e-05	6	0
469	0.95	0.016	0.0006	0.0022	0.034	9.7e-06	0	0	2.4e-06	0	0	0.61
470	0.99	0.00029	0	0.015	0	3.9e-05	0	0	0	0	0	0.61
471	0.9	0.0065	0.0016	0.019	0.016	2.4e-05	0	0	0.057	0	0	0.61
472	0	0	0	0	0	0	0	1	0	8e-05	7	0.043
473	0.97	0.0059	8.5e-05	0.012	0.0065	2.2e-05	0	0	0.0014	0	0	0.61
474	0.95	0.0087	0.0015	0.012	0.021	2e-05	0	0	0.0055	0	0	0.61
475	0.19	0.052	0.028	3.4e-06	0.73	0	0	0	0	0	4	0.47
476	0.98	0.011	2.1e-05	0.0021	0.009	1e-05	0	0	0	0	0	0.61
477	0.49	0.026	0.16	0.00057	0.32	3.2e-06	0	0	1.3e-06	0	0	0.61
478	0.64	0.028	0.071	0.00081	0.26	4.4e-06	0	0	1.4e-06	0	0	0.61
479	0.92	0	0	0.021	0	2.5e-05	0	0	0.055	0	0	0.61
480	0.96	0.0045	0.004	0.0075	0.014	1.1e-05	0	0	0.013	0	0	0.61
481	0.97	0.00026	0	0.025	5.8e-06	2.7e-05	0	0	0.00055	0	0	0.61
482	0.98	0.0023	4.5e-05	0.01	0.002	1.4e-05	0	0	0.0051	0	0	0.61
483	0	0	0	0.037	0	1.8e-06	0	0.01	0.002	0.95	9	0.13
484	0.93	0.023	0.00026	4.8e-05	0.045	1.3e-06	0	0	0	0	0	0.61
485	0.94	0.0026	0.00038	0.012	0.0041	1.4e-05	0	0	0.042	0	0	0.61
486	1	0	0	0.0043	0	1.2e-05	0	0	0.00064	0	0	0.61
487	0.0003	0.00093	0.73	0	0.27	0	0	0	0	0	2	0.39
488	0.93	0.015	0.0021	0.00039	0.05	2.9e-06	0	0	0	0	0	0.61
489	0.72	0.012	0.14	0.0011	0.12	3.6e-06	0	0	5.8e-05	0	0	0.61
490	0.98	0.0091	0.0001	0.00053	0.013	3.7e-06	0	0	0	0	0	0.61
491	0.96	0.015	0.00025	0	0.022	0	0	0	0	0	0	0.61
492	0.98	0.0068	0.0025	1.5e-06	0.015	0	0	0	1.4e-06	0	0	0.61
493	0.79	0.023	0.046	0	0.14	0	0	0	1.1e-05	0	0	0.61
494	0.98	0.01	8.5e-06	0	0.0059	0	0	0	0	0	0	0.61
495	0.99	0.0046	9.8e-05	0	0.0042	0	0	0	0	0	0	0.61
496	1	0	0	1.4e-05	0	0	0	0	0	0	0	0.61
497	0.95	0.021	3.7e-05	0.00047	0.024	5.2e-06	0	0	0	0	0	0.61
498	0.5	0.06	0.017	0	0.42	0	0	0	0	0	0	0.61
499	0	0	0	0	0	0	0.93	0.066	0	0.00058	6	0
500	0.99	0.0017	2.8e-06	0.0088	0.00071	1.4e-05	0	0	0.0008	0	0	0.61
501	0.81	0.011	0.084	0.0015	0.094	4.5e-06	0	0	0.00012	0	0	0.61
502	0.66	0	0	0.028	0	2.4e-05	0	0	0.31	0	0	0.61
503	0.98	0.0011	0	0.014	0.00027	1.7e-05	0	0	0.0022	0	0	0.61
504	0.89	0.011	0.029	0.0015	0.069	4.8e-06	0	0	4.4e-05	0	0	0.61
505	0.89	0.001	0.00016	0.011	0.0015	1.3e-05	0	0	0.1	0	0	0.61
506	0	0	0	0	0	0	0.99	0.0066	0	0	6	0
507	0.98	0.0016	4.4e-06	0.011	0.00074	1.5e-05	0	0	0.003	0	0	0.61
508	0.98	0	0	0.024	0	3.3e-05	0	0	0.00069	0	0	0.61
509	0.89	0.0087	0.038	0.0028	0.056	6.3e-06	0	0	0.00071	0	0	0.61
510	0.00067	0.0032	0.33	0	0.67	0	0	0	0	0	4	0.47
511	0.99	0	0	0.012	0	2.6e-05	0	0	6.1e-06	0	0	0.61
512	0.85	0.0083	0.071	0.0031	0.064	6.4e-06	0	0	0.0019	5.8e-05	0	0.61
513	0	0	0	0	0	0	0	0.54	0	0.46	7	0.043
514	0.99	0.004	3.4e-06	0.0013	0.0021	5.9e-06	0	0	0	0	0	0.61
515	0.98	0.007	0.00048	0.0015	0.014	5.7e-06	0	0	5.7e-06	0	0	0.61
516	0.01	0.0014	0.89	0	0.1	0	0	0	0	1.6e-05	2	0.39
517	0.89	0.0021	0.00047	0.013	0.0036	1.4e-05	0	0	0.087	0	0	0.61
518	0.99	0.004	0	0.0062	0.0011	1.8e-05	0	0	4.6e-06	0	0	0.61
519	0.96	0.032	0	4e-06	0.011	0	0	0	0	0	0	0.61
520	0.98	0.0037	0.00036	0.0061	0.0061	1.1e-05	0	0	0.0017	0	0	0.61
521	0.99	0.006	0	0.00032	0.0023	3.3e-06	0	0	0	0	0	0.61
522	0.99	0.0035	2.3e-06	0.0016	0.0016	6.5e-06	0	0	0	0	0	0.61
523	0	1.6e-05	0.97	0	0.027	0	0	0	0	0	2	0.39
524	0.0017	0.00041	0.95	0	0.052	0	0	0	0	0.00041	2	0.39
525	0.99	0.0043	0	0.00033	0.00084	3.5e-06	0	0	0	0	0	0.61
526	0.89	0	0	0.033	0	3.2e-05	0	0	0.08	0	0	0.61
527	1	0.0017	0	0.0012	0.00015	6.6e-06	0	0	0	0	0	0.61
528	0.99	0	0	0.0071	0	1.9e-05	0	0	5.9e-06	0	0	0.61
529	0.97	0.0027	0.00024	0.011	0.0038	1.4e-05	0	0	0.016	0	0	0.61
530	0	0	0	0	0	0	0.96	0.038	0	0.0001	6	0
531	0.76	0.00016	0	0.065	5.5e-06	3.5e-05	0	0	0.18	0	0	0.61
532	0.97	0.0078	0.0015	0.0017	0.021	5.7e-06	0	0	1.4e-05	0	0	0.61
533	0.99	0.0013	0	0.0065	0.00023	1.3e-05	0	0	4.9e-05	0	0	0.61
534	0.99	0.0056	2.9e-06	0.00056	0.003	4.1e-06	0	0	0	0	0	0.61
535	0.99	0.0045	1.1e-05	0.0014	0.0032	6e-06	0	0	0	0	0	0.61
536	0.58	0.067	0.0016	2.8e-06	0.35	0	0	0	0	0	0	0.61
537	1	0	0	0.003	0	1.1e-05	0	0	5.3e-06	0	0	0.61
538	0.051	0.033	0.028	0	0.89	0	0	0	0	0	4	0.47
539	4.8e-06	0.00018	0.76	0	0.24	0	0	0	0	0	2	0.39
540	0.99	0	0	2e-05	0	1e-06	0	0	0.012	0	0	0.61
541	0.93	0.018	0.00089	0.0002	0.05	2.2e-06	0	0	0	0	0	0.61
542	0.49	0.027	0.11	4.7e-05	0.37	0	0	0	0	0	0	0.61
543	0.95	0.00075	0	0.024	0.00016	2.2e-05	0	0	0.025	0	0	0.61
544	0	0	0	0	0	0	0.79	0.19	0	0.02	6	0
545	0.99	0.0028	5.2e-05	0.0067	0.0027	1.2e-05	0	0	0.001	0	0	0.61
546	0.99	0.0064	0	0.00025	0.0023	3e-06	0	0	0	0	0	0.61
547	0.00034	0.0011	0.69	0	0.3	0	0	0	0	0	2	0.39
548	0.8	0.012	0.077	0.0011	0.11	3.9e-06	0	0	3.1e-05	0	0	0.61
549	0.99	0.0037	4.8e-05	0.0033	0.0038	8.4e-06	0	0	4.8e-05	0	0	0.61
550	0	0	0.85	0	0	0	0	0	0.15	0	2	0.39
551	0.98	0.01	2.7e-05	0.00029	0.011	2.9e-06	0	0	0	0	0	0.61
552	0.97	1.8e-05	0	0.0088	1.7e-05	1.6e-05	0	0	0.024	0	0	0.61
553	0.0059	0.0017	0.83	0	0.16	0	0	0	0	0	2	0.39
554	0.89	0.019	0.0062	0.00027	0.088	2.4e-06	0	0	0	0	0	0.61
555	0.87	0.031	0.00066	4e-05	0.095	1e-06	0	0	0	0	0	0.61
556	0.99	0.0058	1.5e-05	0.00088	0.0047	4.8e-06	0	0	0	0	0	0.61
557	0.93	0.031	1.7e-05	1.6e-05	0.037	0	0	0	0	0	0	0.61
558	0.99	0.00054	0	0.01	2.5e-05	1.7e-05	0	0	3.2e-05	0	0	0.61
559	1	0.0015	0	0.002	0.00014	8.3e-06	0	0	0	0	0	0.61
560	0.21	0.045	0.054	8.1e-06	0.69	0	0	0	0	0	4	0.47
561	0.95	0.0094	0.0032	0.0013	0.032	5e-06	0	0	7.8e-06	0	0	0.61
562	0.92	0.014	0.005	0.00053	0.06	3.2e-06	0	0	0	0	0	0.61
563	0.95	0.013	0.0012	0.004	0.033	1.2e-05	0	0	4.3e-05	0	0	0.61
564	0.73	0.039	0.0096	0.00029	0.22	3.2e-06	0	0	0	0	0	0.61
565	0.93	0.027	7.5e-05	0.00031	0.038	4.3e-06	0	0	0	0	0	0.61
566	0.66	0.04	0.018	0.00024	0.28	2.7e-06	0	0	0	0	0	0.61
567	0.95	0.0054	0.00022	0.019	0.0076	2.6e-05	0	0	0.016	0	0	0.61
568	0.82	0.019	0.035	0.0033	0.12	9.7e-06	0	0	0.00019	0	0	0.61
569	0.82	0.036	0.0027	0.00034	0.14	3.8e-06	0	0	0	0	0	0.61
570	0	0	0	0.0019	0	0	0	0	8.2e-06	1	9	0.13
571	0.97	0.0085	0.00017	0.0066	0.012	1.6e-05	0	0	0.00013	0	0	0.61
572	0.062	0.016	0.37	4.6e-06	0.55	0	0	0	0	0	4	0.47
573	1	0.0021	0	0.00083	0.00027	5.8e-06	0	0	0	0	0	0.61
574	0	0	0	0	0	0	0.99	0.0058	0	0	6	0
575	0.8	0.034	0.0059	0.00044	0.16	4.1e-06	0	0	0	0	0	0.61
576	0.49	0.067	0.0059	2.1e-05	0.44	0	0	0	0	0	0	0.61
577	0.8	0.022	0.032	0.0021	0.15	7.8e-06	0	0	2.8e-05	0	0	0.61
578	0.97	0.012	0.00015	0.0027	0.018	1.1e-05	0	0	2.4e-06	0	0	0.61
579	0.00077	0.0015	0.72	0	0.28	0	0	0	0	0	2	0.39
580	0.92	0.014	0.0056	0.0057	0.051	1.4e-05	0	0	0.00048	0	0	0.61
581	0.96	0.011	0.00079	0.0062	0.023	1.5e-05	0	0	0.00023	0	0	0.61
582	0.78	0.03	0.013	0.00072	0.17	4.9e-06	0	0	0	0	0	0.61
583	0.91	0.013	0.01	0.0075	0.057	1.5e-05	0	0	0.0023	0	0	0.61
584	0	0	0	0	0	0	1	0.00017	0	0	6	0
585	0.74	0.056	0.0013	6.8e-05	0.21	1.8e-06	0	0	0	0	0	0.61
586	0.78	0.052	0.00088	8.2e-05	0.17	2e-06	0	0	0	0	0	0.61
587	0.95	0.015	0.00038	0.0023	0.028	9.9e-06	0	0	2e-06	0	0	0.61
588	0.81	0.015	0.059	0.0067	0.11	1.3e-05	0	0	0.0054	0.00013	0	0.61
589	0.98	0.0052	2.1e-05	0.011	0.004	2.1e-05	0	0	0.00037	0	0	0.61
590	0.92	0.031	7.2e-05	0.00022	0.044	3.6e-06	0	0	0	0	0	0.61
591	0.48	0.03	0.12	0.00034	0.37	2.5e-06	0	0	0	0	0	0.61
592	0.0012	0.00086	0.87	0	0.12	0	0	0	0	1.3e-06	2	0.39
593	0.9	0	0	4.7e-05	0	1.2e-06	0.094	0.0064	0	4.4e-05	0	0.61
594	0.99	0.0054	0	0.001	0.00065	9.1e-06	0	0	0	0	0	0.61
595	0.99	0.0022	1.8e-05	0.0066	0.0015	1.2e-05	0	0	0.00016	0	0	0.61
596	0	0	0	0.016	0	0.00018	0	0.98	0	0.0029	7	0.043
597	0.96	0.017	3.4e-05	0.00073	0.018	6.4e-06	0	0	0	0	0	0.61
598	0.99	0.005	0	0.0019	0.00086	1.2e-05	0	0	0	0	0	0.61
599	0.97	0.006	0.00016	0.014	0.0078	2.3e-05	0	0	0.0039	0	0	0.61
600	0	0	0	0	0	0	1	2.1e-05	0	0	6	0
601	0.83	0.0097	0.078	0.002	0.078	5.2e-06	0	0	0.0017	9.9e-06	0	0.61
602	0	0	0	0.12	0	5.8e-06	0	0.032	2.7e-06	0.85	9	0.13
603	0	0	0	0.24	0	0.00012	0	0.64	0	0.12	7	0.043
604	0.85	0.065	2.4e-05	2.1e-05	0.085	1.2e-06	0	0	0	0	0	0.61
605	0.64	0.028	0.07	0.00075	0.27	4.3e-06	0	0	1.1e-06	0	0	0.61
606	0.97	0.01	0.00012	0.0039	0.013	1.3e-05	0	0	1.1e-05	0	0	0.61
607	0.95	0.014	0.00053	0.0029	0.028	1.1e-05	0	0	6.5e-06	0	0	0.61
608	0.89	0.041	0.0001	0.00011	0.069	2.6e-06	0	0	0	0	0	0.61
609	0.78	0.04	0.004	0.00025	0.18	3.2e-06	0	0	0	0	0	0.61
610	0.73	0.079	0.00018	1.6e-05	0.19	0	0	0	0	0	0	0.61
611	0.98	0.017	0	0.00017	0.0051	3.8e-06	0	0	0	0	0	0.61
612	0.99	0.0067	2.5e-06	0.0032	0.0031	1.3e-05	0	0	0	0	0	0.61
613	0.98	0.0062	1.1e-05	0.006	0.0041	1.7e-05	0	0	2.1e-05	0	0	0.61
614	0.99	0.0039	0	0.0045	0.00075	1.6e-05	0	0	0	0	0	0.61
615	0.34	0.032	0.15	0.00011	0.48	1.2e-06	0	0	0	0	4	0.47
616	0.01	0.027	0.011	0	0.95	0	0	0	0	0	4	0.47
617	0.85	0.021	0.016	0.0023	0.11	8.6e-06	0	0	2.2e-05	0	0	0.61
618	0.95	0.0053	0.00019	0.019	0.0071	2.6e-05	0	0	0.015	0	0	0.61
619	0.0031	0.01	0.11	0	0.88	0	0	0	0	0	4	0.47
620	0.43	0.068	0.0068	1.4e-05	0.5	0	0	0	0	0	4	0.47
621	0.16	0.018	0.4	6.3e-05	0.43	0	0	0	0	0	4	0.47
622	0.14	0.076	0.0035	0	0.78	0	0	0	0	0	4	0.47
623	0.94	0.026	4.7e-05	0.00028	0.033	4.1e-06	0	0	0	0	0	0.61
624	1	0.00065	0	0.0023	1.3e-05	1e-05	0	0	0	0	0	0.61
625	0.97	0.0032	0.00054	0.009	0.0058	1.2e-05	0	0	0.011	0	0	0.61
626	0.59	0.027	0.075	7.5e-05	0.3	0	0	0	0	0	0	0.61
627	0.35	0.057	0.02	1.7e-05	0.57	0	0	0	0	0	4	0.47
628	0.64	0.17	4.3e-06	0	0.19	0	0	0	0	0	0	0.61
629	0.99	0.0042	0.00012	0.0033	0.0055	8.3e-06	0	0	7.4e-05	0	0	0.61
630	0.35	0.048	0.04	3.1e-05	0.56	0	0	0	0	0	4	0.47
631	0.88	0.019	0.0091	0.0026	0.088	9.3e-06	0	0	2.4e-05	0	0	0.61
632	0.97	0.013	3.1e-05	0.0014	0.013	8.7e-06	0	0	0	0	0	0.61
633	0.85	0.017	0.022	0.00047	0.11	2.8e-06	0	0	0	0	0	0.61
634	0.86	0.018	0.017	0.0034	0.097	1e-05	0	0	0.00011	0	0	0.61
635	0.98	0.0092	9.7e-06	0.0023	0.0063	1.1e-05	0	0	0	0	0	0.61
636	0.78	0.017	0.063	0.0042	0.13	1e-05	0	0	0.00086	3.2e-06	0	0.61
637	0.97	0.0084	0.00028	0.0078	0.013	1.7e-05	0	0	0.00035	0	0	0.61
638	0.98	0.0097	8.1e-06	0.0019	0.0064	1e-05	0	0	0	0	0	0.61
639	0.99	0.0025	0	0.0057	0.00024	1.9e-05	0	0	0	0	0	0.61
640	0.99	0.0022	7.5e-06	0.0062	0.0013	1.2e-05	0	0	0.00028	0	0	0.61
641	0.97	0.0098	0.00034	0.00063	0.019	3.8e-06	0	0	0	0	0	0.61
642	0.73	0.024	0.053	0.0015	0.19	6.3e-06	0	0	1.1e-05	0	0	0.61
643	0.97	0.00056	0	0.026	9.3e-06	4.3e-05	0	0	2.1e-05	0	0	0.61
644	0.93	0.013	0.0048	0.0057	0.048	1.4e-05	0	0	0.00046	0	0	0.61
645	0.89	0.037	0.00017	0.00017	0.069	3.1e-06	0	0	0	0	0	0.61
646	0.97	0.012	6e-05	0.002	0.014	9.9e-06	0	0	0	0	0	0.61
647	0.92	0.00036	0	0.073	6.5e-06	6.4e-05	0	0	0.0029	0	0	0.61
648	0.015	0.0072	0.54	0	0.44	0	0	0	0	0	2	0.39
649	0.74	0.042	0.0059	0.00022	0.21	2.9e-06	0	0	0	0	0	0.61
650	0.89	0.016	0.013	0.0047	0.077	1.2e-05	0	0	0.00039	0	0	0.61
651	0.97	0.0057	6.3e-05	0.012	0.0057	2.2e-05	0	0	0.0012	0	0	0.61
652	0.87	0.018	0.015	0.0032	0.094	1e-05	0	0	8.2e-05	0	0	0.61
653	0.99	0.0012	0	0.01	4.6e-05	2.7e-05	0	0	1.1e-06	0	0	0.61
654	0.98	0.0077	1.6e-05	0.0041	0.0058	1.4e-05	0	0	5e-06	0	0	0.61
655	0.98	0.0063	6.1e-05	0.0098	0.0064	2e-05	0	0	0.00043	0	0	0.61
656	0.96	0.006	0.00025	0.016	0.0089	2.4e-05	0	0	0.0079	0	0	0.61
657	0.87	0.0046	0.00033	0.025	0.0071	2.7e-05	0	0	0.089	0	0	0.61
