SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0
602	0	0	0	0	0.021	0.021	0	2.3e-06	0	0	0	0.92	0	0.0067	0.036	3.1e-06	11	0.13
603	0	0	0	0	0.047	0.047	0	0	0	0	0	0.14	0	5.6e-05	0.77	6.6e-05	14	0.043
604	0.43	0.026	0	0.43	3.4e-06	3.4e-06	0.026	0	1.6e-05	0	0.054	0	0.041	0	0	0	0	0.61
605	0.32	0.011	0	0.32	0.00012	0.00012	0.011	0	0.048	0.004	0.17	0	0.13	4.1e-05	0	2.1e-06	0	0.61
606	0.49	0.004	0	0.49	0.00064	0.00064	0.0041	8.2e-06	8.2e-05	0	0.0086	0	0.0065	0.00039	0	6.3e-06	0	0.61
607	0.48	0.0054	0	0.48	0.00047	0.00047	0.0055	5e-06	0.00036	5.2e-06	0.018	0	0.014	0.00025	0	5.3e-06	0	0.61
608	0.45	0.016	0	0.45	1.9e-05	1.9e-05	0.016	0	7.1e-05	0	0.044	0	0.033	0	0	1.3e-06	0	0.61
609	0.38	0.015	0	0.38	4.1e-05	4.1e-05	0.016	0	0.0027	2.7e-05	0.11	0	0.085	1.2e-06	0	1.5e-06	0	0.61
610	0.36	0.031	0	0.36	2.6e-06	2.6e-06	0.031	0	0.00012	0	0.12	0	0.09	0	0	0	0	0.61
611	0.49	0.0066	0	0.49	2.9e-05	2.9e-05	0.0067	0	0	0	0.0033	0	0.0025	0	0	1.9e-06	0	0.61
612	0.5	0.0026	0	0.5	0.00053	0.00053	0.0027	0	1.7e-06	0	0.002	0	0.0015	0.00013	0	6.4e-06	0	0.61
613	0.49	0.0024	0	0.49	0.001	0.001	0.0025	1.6e-05	7.4e-06	0	0.0026	0	0.002	0.00075	0	8.1e-06	0	0.61
614	0.5	0.0015	0	0.5	0.00074	0.00074	0.0015	0	0	0	0.00048	0	0.00036	0.00016	0	7.9e-06	0	0.61
615	0.17	0.012	0	0.17	1.8e-05	1.8e-05	0.012	0	0.1	0.0072	0.31	0	0.23	1.1e-06	0	0	10	0.47
616	0.0046	0.0097	0	0.0046	0	0	0.0099	0	0.0068	8.8e-06	0.55	0	0.41	0	0	0	10	0.47
617	0.42	0.008	0	0.42	0.00038	0.00038	0.0082	1.7e-05	0.011	0.00069	0.072	0	0.054	0.00032	0	4.1e-06	0	0.61
618	0.47	0.0021	0	0.47	0.0031	0.0031	0.0021	0.012	0.00013	3.6e-06	0.0045	0	0.0034	0.022	0	1.2e-05	0	0.61
619	0.0015	0.0037	0	0.0015	0	0	0.0038	0	0.068	0.00058	0.53	0	0.4	0	0	0	10	0.47
620	0.21	0.025	0	0.21	2.3e-06	2.3e-06	0.026	0	0.0045	2e-05	0.3	0	0.23	0	0	0	10	0.47
621	0.083	0.0071	0	0.083	1.1e-05	1.1e-05	0.0072	0	0.28	0.048	0.28	0	0.21	1.2e-06	0	0	8	0.39
622	0.063	0.028	0	0.063	0	0	0.028	0	0.0022	2.4e-06	0.47	0	0.35	0	0	0	10	0.47
623	0.47	0.01	0	0.47	4.7e-05	4.7e-05	0.011	0	3.3e-05	0	0.021	0	0.016	0	0	2e-06	0	0.61
624	0.5	0.00025	0	0.5	0.00039	0.00039	0.00026	0	0	0	8.1e-06	0	6.1e-06	2.7e-05	0	4.8e-06	0	0.61
625	0.48	0.0013	0	0.48	0.0015	0.0015	0.0013	0.0085	0.00037	1.5e-05	0.0037	0	0.0028	0.012	0	5.9e-06	0	0.61
626	0.29	0.01	0	0.29	1.2e-05	1.2e-05	0.011	0	0.051	0.0016	0.19	0	0.14	0	0	0	0	0.61
627	0.17	0.021	0	0.17	2.7e-06	2.7e-06	0.021	0	0.013	0.00013	0.35	0	0.26	0	0	0	10	0.47
628	0.33	0.066	0	0.33	0	0	0.068	0	3e-06	0	0.12	0	0.092	0	0	0	0	0.61
629	0.49	0.0017	0	0.49	0.00055	0.00055	0.0017	5.7e-05	8.5e-05	0	0.0035	0	0.0026	0.00079	0	4e-06	0	0.61
630	0.17	0.018	0	0.17	4.9e-06	4.9e-06	0.018	0	0.026	0.00048	0.34	0	0.26	0	0	0	10	0.47
631	0.44	0.0075	0	0.44	0.00043	0.00043	0.0076	1.8e-05	0.0062	0.00031	0.056	0	0.042	0.00036	0	4.5e-06	0	0.61
632	0.49	0.0051	0	0.49	0.00024	0.00024	0.0052	0	2.2e-05	0	0.0082	0	0.0062	2.7e-05	0	4.2e-06	0	0.61
633	0.43	0.0064	0	0.43	7.7e-05	7.7e-05	0.0066	0	0.015	0.00061	0.069	0	0.052	2e-05	0	1.4e-06	0	0.61
634	0.43	0.0071	0	0.43	0.00056	0.00056	0.0072	8.7e-05	0.012	0.00092	0.062	0	0.047	0.0008	0	4.9e-06	0	0.61
635	0.49	0.0036	0	0.49	0.00038	0.00038	0.0037	0	6.7e-06	0	0.0041	0	0.003	6.8e-05	0	5.3e-06	0	0.61
636	0.39	0.0067	0	0.39	0.0007	0.0007	0.0069	0.00066	0.044	0.0078	0.085	3.1e-06	0.064	0.002	0	5e-06	0	0.61
637	0.49	0.0033	0	0.49	0.0013	0.0013	0.0034	0.00027	0.00019	3.6e-06	0.0085	0	0.0064	0.0025	0	8.4e-06	0	0.61
638	0.49	0.0038	0	0.49	0.00032	0.00032	0.0039	0	5.6e-06	0	0.0041	0	0.0031	4.3e-05	0	4.9e-06	0	0.61
639	0.5	0.00098	0	0.5	0.00095	0.00095	0.001	0	0	0	0.00016	0	0.00012	0.0002	0	9.4e-06	0	0.61
640	0.5	0.00087	0	0.5	0.001	0.001	0.00089	0.00021	5.2e-06	0	0.00081	0	0.00061	0.0023	0	5.6e-06	0	0.61
641	0.49	0.0038	0	0.49	0.0001	0.0001	0.0039	0	0.00024	0	0.012	0	0.0093	1.7e-05	0	1.9e-06	0	0.61
642	0.36	0.0093	0	0.36	0.00025	0.00025	0.0095	8.6e-06	0.037	0.0035	0.12	0	0.093	0.00017	0	3e-06	0	0.61
643	0.49	0.00022	0	0.49	0.0044	0.0044	0.00023	1.6e-05	0	0	6e-06	0	4.5e-06	0.0032	0	2.1e-05	0	0.61
644	0.46	0.0052	0	0.46	0.00095	0.00095	0.0053	0.00035	0.0033	0.00019	0.031	0	0.023	0.0021	0	6.7e-06	0	0.61
645	0.45	0.014	0	0.45	2.8e-05	2.8e-05	0.015	0	0.00012	0	0.044	0	0.033	0	0	1.5e-06	0	0.61
646	0.49	0.0048	0	0.49	0.00034	0.00034	0.0049	0	4.1e-05	0	0.009	0	0.0068	7.1e-05	0	4.8e-06	0	0.61
647	0.46	0.00014	0	0.46	0.012	0.012	0.00014	0.0022	0	0	4.1e-06	0	3.1e-06	0.047	0	3.1e-05	0	0.61
648	0.0083	0.003	0	0.0083	0	0	0.0031	0	0.4	0.048	0.3	0	0.23	0	0	0	8	0.39
649	0.36	0.016	0	0.36	3.6e-05	3.6e-05	0.016	0	0.004	4.8e-05	0.13	0	0.1	1e-06	0	1.4e-06	0	0.61
650	0.44	0.0061	0	0.44	0.00079	0.00079	0.0063	0.0003	0.0091	0.00077	0.049	0	0.037	0.0017	0	5.9e-06	0	0.61
651	0.49	0.0022	0	0.49	0.0021	0.0021	0.0023	0.00096	4.3e-05	0	0.0037	0	0.0028	0.0062	0	1.1e-05	0	0.61
652	0.43	0.0071	0	0.43	0.00053	0.00053	0.0073	6.3e-05	0.01	0.00071	0.06	0	0.045	0.00068	0	4.9e-06	0	0.61
653	0.5	0.00049	0	0.5	0.0017	0.0017	0.0005	0	0	0	3e-05	0	2.2e-05	0.00046	0	1.3e-05	0	0.61
654	0.49	0.003	0	0.49	0.00068	0.00068	0.0031	3.8e-06	1.1e-05	0	0.0037	0	0.0028	0.00032	0	6.8e-06	0	0.61
655	0.49	0.0025	0	0.49	0.0016	0.0016	0.0025	0.00033	4.2e-05	0	0.0041	0	0.0031	0.0034	0	9.7e-06	0	0.61
656	0.48	0.0024	0	0.48	0.0026	0.0026	0.0024	0.0061	0.00017	4.9e-06	0.0056	0	0.0042	0.015	0	1.1e-05	0	0.61
657	0.43	0.0018	0	0.43	0.004	0.004	0.0018	0.067	0.00023	1e-05	0.0045	0	0.0034	0.053	0	1.3e-05	0	0.61
658	0.46	0.011	0	0.46	7.5e-05	7.5e-05	0.011	0	0.00021	0	0.035	0	0.026	2.6e-06	0	2.3e-06	0	0.61
659	0.47	0.0061	0	0.47	0.00037	0.00037	0.0062	1.8e-06	0.00041	5.4e-06	0.021	0	0.016	0.00014	0	4.7e-06	0	0.61
660	0.43	0.0082	0	0.43	0.00033	0.00033	0.0084	6.6e-06	0.0069	0.00032	0.065	0	0.049	0.0002	0	3.9e-06	0	0.61
661	0.5	0.0013	0	0.5	0.00028	0.00028	0.0013	0	0	0	0.00015	0	0.00011	7.3e-06	0	5.7e-06	0	0.61
662	0.49	0.0011	0	0.49	0.0024	0.0024	0.0012	0.00016	0	0	0.00052	0	0.00039	0.0038	0	1.3e-05	0	0.61
663	0.48	0.00059	0	0.48	0.0056	0.0056	0.00061	0.0033	0	0	0.00016	0	0.00012	0.025	0	1.9e-05	0	0.61
664	0	0	0	0	0	0	0	0	0	1.5e-05	0	1	0	0	0.00034	0	11	0.13
665	0.5	0	0	0.5	0.0016	0.0016	0	0.00016	0	0	0	0	0	0.0028	0	9.8e-06	0	0.61
666	0.47	0.004	0	0.47	0.00021	0.00021	0.0041	6.6e-06	0.0041	0.00015	0.027	0	0.02	0.00015	0	2.3e-06	0	0.61
667	0.41	0.0059	0	0.41	0.0001	0.0001	0.006	1.8e-06	0.036	0.0027	0.079	0	0.059	5.2e-05	0	1.5e-06	0	0.61
668	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0.0094	0	2	0
669	0.5	0	0	0.5	8.1e-05	8.1e-05	0	0	0	0	0	0	0	3e-06	0	2.4e-06	0	0.61
670	0.5	0.00082	0	0.5	0.00061	0.00061	0.00084	7.9e-06	0	0	0.00043	0	0.00033	0.00044	0	4.7e-06	0	0.61
671	0.47	0.0054	0	0.47	5.8e-05	5.8e-05	0.0055	0	0.00052	3.4e-06	0.023	0	0.017	4.7e-06	0	1.4e-06	0	0.61
672	0.47	0.0083	0	0.47	1.2e-05	1.2e-05	0.0084	0	6.9e-05	0	0.023	0	0.017	0	0	0	0	0.61
673	0.0056	0	0	0.0056	0.00058	0.00058	0	0.86	0	0	0	0	0	0.12	0	0	7	0.87
674	0.17	0.0068	0	0.17	1e-05	1e-05	0.0069	0	0.24	0.025	0.22	0	0.16	0	0	0	8	0.39
675	0.2	0.004	0	0.2	6.3e-05	6.3e-05	0.0041	7e-06	0.3	0.086	0.11	0.00024	0.085	6.3e-05	0	0	8	0.39
676	0.31	4.7e-06	0	0.31	0.028	0.028	4.8e-06	0.021	0	0	0	0	0	0.3	0	3.1e-05	0	0.61
677	0.48	0.0029	0	0.48	0.00035	0.00035	0.003	3.5e-05	0.0018	5.8e-05	0.015	0	0.011	0.00043	0	3e-06	0	0.61
678	0.5	0	0	0.5	0.00044	0.00044	0	0	0	0	0	0	0	0.00012	0	5.6e-06	0	0.61
679	0.47	0.0052	0	0.47	0	0	0.0053	0	0.0025	7.5e-05	0.024	0	0.018	0	0	0	0	0.61
680	0.49	0.004	0	0.49	0	0	0.0041	0	7.8e-06	0	0.0041	0	0.0031	0	0	0	0	0.61
681	0.37	0.018	0	0.37	0	0	0.018	0	0.0039	2.3e-05	0.13	0	0.097	0	0	0	0	0.61
682	0.45	0.0085	0	0.45	0	0	0.0087	0	0.0021	2.7e-05	0.042	0	0.032	0	0	0	0	0.61
683	0.32	0.018	0	0.32	0	0	0.018	0	0.011	0.00011	0.17	0	0.13	0	0	0	0	0.61
684	0.48	0.00027	0	0.48	0.0036	0.0036	0.00027	0.0063	0	0	6.8e-05	0	5.1e-05	0.025	0	1.1e-05	0	0.61
685	0.49	0.0027	0	0.49	0.00023	0.00023	0.0028	2e-06	0.0002	0	0.0079	0	0.0059	0.00011	0	2.6e-06	0	0.61
686	0	0	0	0	0.00059	0.00059	0	0.022	0	9.3e-06	0	0.69	0	0.28	2e-06	0	11	0.13
687	0	0	0.91	0	0	0	0	0	0	0	0	0.0014	0	0	0.089	0	2	0
688	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0.012	0	11	0.13
689	0.28	0.0063	0	0.28	4.6e-05	4.6e-05	0.0064	0	0.16	0.02	0.14	0	0.11	1.6e-05	0	0	0	0.61
690	0.44	0.0058	0	0.44	9.5e-05	9.5e-05	0.006	0	0.011	0.00038	0.055	0	0.041	2.9e-05	0	1.5e-06	0	0.61
691	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.13
692	0.48	0.0063	0	0.48	2.5e-05	2.5e-05	0.0064	0	0.0001	0	0.018	0	0.014	0	0	0	0	0.61
693	0.49	0	0	0.49	0.0007	0.0007	0	0.014	0	0	0	0	0	0.0029	0	5.6e-06	0	0.61
694	0.46	0.0036	0	0.46	0.00036	0.00036	0.0037	0.00014	0.015	0.0014	0.033	0	0.025	0.00073	0	2.8e-06	0	0.61
695	0.41	0.0074	0	0.41	5.2e-05	5.2e-05	0.0075	0	0.017	0.0006	0.085	0	0.064	8.2e-06	0	1.1e-06	0	0.61
696	0.15	0.0048	0	0.15	1.8e-05	1.8e-05	0.0049	0	0.34	0.064	0.16	0	0.12	4.7e-06	0	0	8	0.39
697	0	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0.066	0	11	0.13
698	0.012	0	0	0.012	0.0015	0.0015	0	0.8	0	0	0	0	0	0.17	0	1.1e-06	7	0.87
699	0.5	0	0	0.5	0.00075	0.00075	0	7.5e-05	0	0	0	0	0	0.001	0	6.3e-06	0	0.61
700	0.5	0.0013	0	0.5	0.00058	0.00058	0.0013	3.4e-05	1.2e-05	0	0.0016	0	0.0012	0.00068	0	4.3e-06	0	0.61
701	0.00075	0	0	0.00075	6.2e-05	6.2e-05	0	0.97	0	0	0	0	0	0.031	0	0	7	0.87
702	0.5	0	0	0.5	0	0	0	7.6e-05	0	0	0	0	0	0	0	0	0	0.61
703	0.4	0	0	0.4	5.7e-06	5.7e-06	0	0.2	0	0	0	0	0	0.0002	0	0	0	0.61
704	0.45	0.0073	0	0.45	3.4e-05	3.4e-05	0.0075	0	0.0014	1.1e-05	0.043	0	0.032	1.6e-06	0	1e-06	0	0.61
705	0.37	1.2e-05	0	0.37	0.02	0.02	1.2e-05	0.02	0	0	0	0	0	0.21	0	2.7e-05	0	0.61
706	0.5	0	0	0.5	0.0002	0.0002	0	0.0011	0	0	0	0	0	6.6e-05	0	3.3e-06	0	0.61
707	0.013	0.00047	0	0.013	2e-06	2e-06	0.00048	0	0.26	0.16	0.029	0.5	0.022	1.2e-06	0.00067	0	11	0.13
708	0.49	0.005	0	0.49	2.9e-05	2.9e-05	0.0051	0	2.6e-05	0	0.0099	0	0.0074	0	0	1.1e-06	0	0.61
709	0.5	0.00055	0	0.5	0.00041	0.00041	0.00057	0	0	0	9.3e-05	0	7e-05	8.2e-05	0	4.3e-06	0	0.61
710	0.42	0.0041	0	0.42	0.00029	0.00029	0.0042	0.00012	0.043	0.0061	0.052	0	0.039	0.00059	0	2.4e-06	0	0.61
711	0.49	0.0015	0	0.49	0.001	0.001	0.0015	0.0015	0.00033	9.7e-06	0.0044	0	0.0033	0.0044	0	5.1e-06	0	0.61
712	0.5	0	0	0.5	0.00053	0.00053	0	1.5e-06	0	0	0	0	0	0.00019	0	5.9e-06	0	0.61
713	0.49	0.00043	0	0.49	0.0024	0.0024	0.00043	0.0023	0	0	0.00019	0	0.00014	0.012	0	8.5e-06	0	0.61
714	0.48	0.01	0	0.48	1.6e-06	1.6e-06	0.01	0	0	0	0.0075	0	0.0057	0	0	0	0	0.61
715	0.5	0.0025	0	0.5	7.2e-05	7.2e-05	0.0026	0	2.5e-06	0	0.0024	0	0.0018	3.2e-06	0	1.8e-06	0	0.61
716	0.2	0.024	0	0.2	0	0	0.024	0	0.0035	5e-06	0.31	0	0.23	0	0	0	10	0.47
717	0.49	0.0045	0	0.49	3.3e-05	3.3e-05	0.0046	0	1.7e-05	0	0.0077	0	0.0058	0	0	1.2e-06	0	0.61
718	0.35	0.0066	0	0.35	6.7e-05	6.7e-05	0.0067	0	0.075	0.0067	0.11	0	0.086	2.4e-05	0	1.1e-06	0	0.61
719	0.3	0.019	0	0.3	1.5e-06	1.5e-06	0.02	0	0.0033	7.6e-06	0.21	0	0.16	0	0	0	0	0.61
720	0.47	0.005	0	0.47	8.3e-05	8.3e-05	0.0051	0	0.00084	8e-06	0.024	0	0.018	1.3e-05	0	1.6e-06	0	0.61
721	0.00092	0.00039	0	0.00092	0	0	0.0004	0	0.7	0.14	0.092	0	0.069	0	0	0	8	0.39
722	0.31	0.0057	0	0.31	7.7e-05	7.7e-05	0.0059	2.4e-06	0.14	0.02	0.12	0	0.089	4.6e-05	0	1.1e-06	0	0.61
723	0.49	0.0028	0	0.49	0.00025	0.00025	0.0029	3.8e-06	0.00037	4.8e-06	0.0096	0	0.0072	0.00014	0	2.7e-06	0	0.61
724	0.5	0.001	0	0.5	0.00086	0.00086	0.001	0.00012	7.8e-06	0	0.0011	0	0.0008	0.0016	0	5.1e-06	0	0.61
725	0.46	0.0043	0	0.46	0.00019	0.00019	0.0044	5.2e-06	0.0057	0.00023	0.032	0	0.024	0.00013	0	2.2e-06	0	0.61
726	0.49	0.0017	0	0.49	0.00082	0.00082	0.0018	0.0007	0.00048	1.5e-05	0.0057	0	0.0043	0.0027	0	4.6e-06	0	0.61
727	0.5	0	0	0.5	3.1e-05	3.1e-05	0	2.1e-05	0	0	0	0	0	0	0	1.5e-06	0	0.61
728	0.5	0	0	0.5	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0.61
729	0.0001	0	0	0.0001	0	0	0	1	0	0	0	0	0	1.9e-05	0	0	7	0.87
730	0.45	0	0	0.45	0.0046	0.0046	0	0.043	0	0	0	0	0	0.052	0	1.4e-05	0	0.61
731	0.49	0.0028	0	0.49	0.0002	0.0002	0.0028	1.2e-06	0.00013	0	0.0073	0	0.0055	7.8e-05	0	2.5e-06	0	0.61
732	2.1e-05	0	0	2.1e-05	2.9e-05	2.9e-05	0	0.97	0	0	0	0	0	0.029	0	0	7	0.87
733	0.47	0.015	0	0.47	0	0	0.016	0	0	0	0.013	0	0.0099	0	0	0	0	0.61
734	0.47	0.0026	0	0.47	0.0028	0.0028	0.0027	0.016	0.00059	3e-05	0.0088	0	0.0066	0.022	0	1.1e-05	0	0.61
735	0.45	0.0056	0	0.45	0.00096	0.00096	0.0057	0.00064	0.0081	0.00072	0.043	0	0.032	0.0026	0	6.5e-06	0	0.61
736	0.49	0.0044	0	0.49	7.3e-05	7.3e-05	0.0045	0	0	0	0.002	0	0.0015	0	0	2.8e-06	0	0.61
737	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0.0083	0	2	0
738	0.5	0.0011	0	0.5	0.0009	0.0009	0.0011	0.00021	1.6e-05	0	0.0014	0	0.001	0.002	0	5.2e-06	0	0.61
739	0.038	0.0052	0	0.038	2.2e-06	2.2e-06	0.0054	0	0.35	0.056	0.29	0	0.22	0	0	0	8	0.39
740	0.5	0.00084	0	0.5	0.0013	0.0013	0.00086	1.4e-06	0	0	0.00013	0	9.6e-05	0.00041	0	1.1e-05	0	0.61
741	0.5	0.0018	0	0.5	0	0	0.0018	0	4e-06	0	0.0013	0	0.00099	0	0	0	0	0.61
742	0.4	0.0067	0	0.4	0	0	0.0069	0	0.049	0.0059	0.073	0	0.055	0	0	0	0	0.61
743	0.5	0.001	0	0.5	0.00038	0.00038	0.0011	0	0	0	9.2e-05	0	6.9e-05	1.4e-05	0	6.7e-06	0	0.61
744	0.49	0.00016	0	0.49	0.0077	0.0077	0.00016	0.00013	0	0	3.3e-06	0	2.5e-06	0.011	0	2.7e-05	0	0.61
745	0.49	0.0044	0	0.49	0	0	0.0045	0	2.7e-05	0	0.0064	0	0.0048	0	0	0	0	0.61
746	0.39	0.0069	0	0.39	0.00066	0.00066	0.007	0.0005	0.043	0.0074	0.088	1.6e-06	0.066	0.0018	0	4.8e-06	0	0.61
747	0.41	0.012	0	0.41	9.1e-05	9.1e-05	0.012	0	0.0027	4.1e-05	0.082	0	0.061	7.6e-06	0	2.2e-06	0	0.61
748	0.49	0.0039	0	0.49	0.0002	0.0002	0.004	0	1.6e-06	0	0.0031	0	0.0023	1.1e-05	0	4.2e-06	0	0.61
749	0.26	0.0097	0	0.26	0.00012	0.00012	0.0099	2.2e-06	0.1	0.014	0.19	0	0.14	6e-05	0	1.8e-06	0	0.61
750	0.46	0.0078	0	0.46	0.00024	0.00024	0.008	0	0.00096	1.5e-05	0.036	0	0.027	6e-05	0	3.8e-06	0	0.61
751	0.48	0.0055	0	0.48	0.0005	0.0005	0.0056	7.3e-06	0.0005	8.4e-06	0.02	0	0.015	0.0003	0	5.3e-06	0	0.61
752	0.42	0.018	0	0.42	1.6e-05	1.6e-05	0.018	0	0.00019	0	0.068	0	0.051	0	0	1.1e-06	0	0.61
753	0.49	0.004	0	0.49	7e-05	7e-05	0.0041	0	0	0	0.0014	0	0.0011	0	0	2.8e-06	0	0.61
754	0.0052	0.0037	0	0.0052	0	0	0.0038	0	0.24	0.012	0.41	0	0.31	0	0	0	10	0.47
755	0.16	0.00024	0	0.16	0.0047	0.0047	0.00025	0.5	1.8e-06	0	0.00019	0	0.00014	0.16	0	8.7e-06	7	0.87
756	0.031	0.0046	0	0.031	1.5e-06	1.5e-06	0.0047	0	0.37	0.064	0.28	0	0.21	0	0	0	8	0.39
757	0.5	0.0007	0	0.5	0	0	0.00071	0	0	0	0.00022	0	0.00017	0	0	0	0	0.61
758	0.4	0.011	0	0.4	0.00013	0.00013	0.011	0	0.0069	0.0002	0.096	0	0.072	2.3e-05	0	2.5e-06	0	0.61
759	0.47	0.00083	0	0.47	0.0054	0.0054	0.00085	0.011	0	0	0.00045	0	0.00034	0.037	0	1.7e-05	0	0.61
760	0.5	0.001	0	0.5	0.00089	0.00089	0.001	0	0	0	0.00016	0	0.00012	0.00017	0	9.1e-06	0	0.61
761	0.31	1.2e-05	0	0.31	0.04	0.04	1.3e-05	0.01	0	0	0	0	0	0.29	0	5.3e-05	0	0.61
762	0.5	0.0013	0	0.5	0	0	0.0013	0	0	0	0.00045	0	0.00034	0	0	0	0	0.61
763	0.00016	0.0014	0	0.00016	0	0	0.0014	0	0.13	0.0013	0.49	0	0.37	0	0	0	10	0.47
764	0	0	0	0	0	0	0	0	0.71	0.28	0.0086	0	0.0064	0	0	0	8	0.39
765	0	0	0	0	0	0	0	0	0.4	0.6	0.0015	0	0.0011	0	0	0	9	0.35
766	0.2	0.02	0	0.2	0	0	0.02	0	0.024	0.00024	0.31	0	0.23	0	0	0	10	0.47
767	0.49	0.002	0	0.49	0.0014	0.0014	0.0021	7.4e-05	6.6e-06	0	0.0021	0	0.0016	0.0018	0	9.6e-06	0	0.61
768	0.056	3e-06	0	0.056	0.014	0.014	3e-06	0.3	0	0	0	0	0	0.56	0	1.2e-05	13	0.78
769	0.16	0.026	0	0.16	0	0	0.026	0	0.0051	2e-05	0.36	0	0.27	0	0	0	10	0.47
770	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0.97	0	14	0.043
771	0.35	3.6e-06	0	0.35	0.065	0.065	3.6e-06	0.00065	0	0	0	0	0	0.17	0	8.6e-05	0	0.61
772	0.5	0.0014	0	0.5	0.00088	0.00088	0.0015	1.1e-06	0	0	0.00047	0	0.00035	0.00026	0	8.5e-06	0	0.61
773	0.5	0.0023	0	0.5	0.00052	0.00052	0.0023	0	0	0	0.0013	0	0.00097	9.6e-05	0	6.5e-06	0	0.61
774	0.49	0.00092	0	0.49	0.0027	0.0027	0.00094	0.00018	0	0	0.00031	0	0.00024	0.0046	0	1.4e-05	0	0.61
775	0.47	0	0	0.47	0.0042	0.0042	0	0.012	0	0	0	0	0	0.03	0	1.5e-05	0	0.61
776	0.5	0.00012	0	0.5	0.0038	0.0038	0.00012	0	0	0	0	0	0	0.00089	0	2.2e-05	0	0.61
777	0.48	8.5e-06	0	0.48	0.021	0.021	8.6e-06	1.3e-06	0	0	0	0	0	0.0062	0	6.2e-05	0	0.61
778	0.27	1.4e-05	0	0.27	0.035	0.035	1.5e-05	0.027	0	0	0	0	0	0.36	0	4.4e-05	13	0.78
779	0.4	0.012	0	0.4	9.6e-05	9.6e-05	0.012	0	0.0056	0.00013	0.1	0	0.077	1.1e-05	0	2.2e-06	0	0.61
780	0.5	0.00061	0	0.5	0	0	0.00062	0	0	0	9.9e-05	0	7.5e-05	0	0	0	0	0.61
781	0.49	0.002	0	0.49	0.0019	0.0019	0.002	0.00035	1.3e-05	0	0.0023	0	0.0017	0.004	0	1.1e-05	0	0.61
782	0.0016	0.0039	0	0.0016	0	0	0.004	0	0.063	0.0005	0.53	0	0.4	0	0	0	10	0.47
783	0.44	0.0064	0	0.44	0.00069	0.00069	0.0065	0.00018	0.009	0.0007	0.051	0	0.039	0.0012	0	5.5e-06	0	0.61
784	0.48	0.0026	0	0.48	0.0022	0.0022	0.0027	0.0029	0.0002	5.4e-06	0.0066	0	0.005	0.0097	0	1.1e-05	0	0.61
785	0.49	0.0048	0	0.49	0.00034	0.00034	0.0049	0	4.1e-05	0	0.009	0	0.0068	7.1e-05	0	4.8e-06	0	0.61
786	0.5	0.002	0	0.5	0.00032	0.00032	0.0021	0	0	0	0.00062	0	0.00047	2e-05	0	5.5e-06	0	0.61
787	0.46	0.0056	0	0.46	0.00087	0.00087	0.0057	0.00032	0.0051	0.00035	0.038	0	0.028	0.0019	0	6.3e-06	0	0.61
788	0.49	0.0064	0	0.49	0.00011	0.00011	0.0065	0	1.1e-05	0	0.009	0	0.0068	3.6e-06	0	3e-06	0	0.61
789	0.48	0.0023	0	0.48	0.0025	0.0025	0.0023	0.0039	0.00011	2.5e-06	0.0048	0	0.0036	0.012	0	1.1e-05	0	0.61
790	0.5	0.0011	0	0.5	0.0019	0.0019	0.0012	4.2e-05	0	0	0.00042	0	0.00032	0.0019	0	1.2e-05	0	0.61
791	0.5	0.0011	0	0.5	0.0021	0.0021	0.0011	7.6e-05	0	0	0.00043	0	0.00032	0.0027	0	1.2e-05	0	0.61
792	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	2	0
793	0.45	0.0019	0	0.45	0.0038	0.0038	0.0019	0.039	0.0002	7.8e-06	0.0047	0	0.0035	0.04	0	1.3e-05	0	0.61
794	0.5	0.0016	0	0.5	0.0014	0.0014	0.0017	3e-05	1.2e-06	0	0.001	0	0.00078	0.0013	0	9.9e-06	0	0.61
795	0.45	0.014	0	0.45	2.5e-05	2.5e-05	0.014	0	5.4e-05	0	0.035	0	0.026	0	0	1.5e-06	0	0.61
796	0.43	0.012	0	0.43	6.4e-05	6.4e-05	0.013	0	0.00079	5.4e-06	0.061	0	0.046	2.4e-06	0	2e-06	0	0.61
797	0.5	0.0012	0	0.5	0.0016	0.0016	0.0012	1.8e-05	0	0	0.00043	0	0.00033	0.0012	0	1.1e-05	0	0.61
798	0.047	0.0039	0	0.047	8.6e-06	8.6e-06	0.004	0	0.42	0.13	0.2	5.4e-05	0.15	1.9e-06	0	0	8	0.39
799	0.14	0.0088	0	0.14	2.9e-05	2.9e-05	0.009	0	0.2	0.03	0.27	0	0.2	5.3e-06	0	0	10	0.47
800	0.49	0.0023	0	0.49	0	0	0.0024	0	0.00018	3.3e-06	0.0048	0	0.0036	0	0	0	0	0.61
801	0.49	0.0047	0	0.49	0.0003	0.0003	0.0048	0	2.6e-05	0	0.0078	0	0.0059	5e-05	0	4.6e-06	0	0.61
