SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0
284	0.0021	0.49	1e-05	0	0.0023	5.7e-05	0.0058	0	0	0.011	0.49	0.00042	1	0.61
285	0	0.49	7.7e-06	0	0	0	0.0018	0	0	0.00095	0.49	0.011	1	0.61
286	0.0083	0.49	2.2e-06	0	0.0082	1.3e-05	0.00017	0	0	0	0.49	0	1	0.61
287	0.01	0.38	3e-06	0	0.11	0.12	0.00076	0	2.9e-06	0.00028	0.38	4.7e-06	1	0.61
288	0	0.49	2.1e-05	0	0	0	0.011	0	0	0.0053	0.49	6.9e-06	1	0.61
289	0	0	0	0.97	0	0	0	0.027	3.2e-05	0	0	0	3	0
290	0.0032	0.49	8.7e-06	0	0.0069	0.00062	0.0046	0	0	0.011	0.49	0.00088	1	0.61
291	0.0049	0.48	7e-06	0	0.02	0.0054	0.0032	0	0	0.0066	0.48	0.00063	1	0.61
292	0.0093	0.18	0	0	0.2	0.44	0.00014	0	5e-05	1.1e-05	0.18	0	5	0.39
293	0	0.5	6.7e-06	0	0	0	0.0011	0	0	3.3e-05	0.5	0.0011	1	0.61
294	0.0049	0.03	0	0	0.22	0.71	3.7e-06	0	0	0	0.03	0	5	0.39
295	0	0	0	0	0	0	0	0	0	0	0	1	11	0.96
296	0	0.46	3.5e-06	0	0	0	0.00034	0	0	0.0022	0.46	0.074	1	0.61
297	0.005	0.48	6.6e-06	0	0.018	0.0032	0.0027	0	0	0.0032	0.48	0.00013	1	0.61
298	0	0.5	1.3e-05	0	0	0	0.0046	0	0	0.0013	0.5	3.6e-05	1	0.61
299	0	0.48	1.3e-05	0	0	0	0.0062	0	0	0.021	0.48	0.0096	1	0.61
300	0.0013	0.49	1.1e-05	0	0.00057	0	0.0058	0	0	0.0041	0.49	1.8e-05	1	0.61
301	0.0012	0.5	5.7e-06	0	0.0001	0	0.00095	0	0	1.5e-06	0.5	0	1	0.61
302	0.0058	0.49	4.7e-06	0	0.014	0.00054	0.0011	0	0	0.0001	0.49	0	1	0.61
303	0.0068	0.49	0	0	0.017	0.0019	0	0	0	0	0.49	3.5e-05	1	0.61
304	0.0036	0.5	0	0	8.4e-05	0	0	0	0	0	0.5	0	1	0.61
305	0	0	0	0	0	0	0	0	0	1	0	0	9	0.83
306	0	0	0	0	0	0.031	2.7e-05	0	0.058	0.85	0	0.064	9	0.83
307	0	0	0	0	0	0.029	0	0	0	0.52	0	0.45	9	0.83
308	0	0	0	0	0	0	0	0	0	1	0	0	9	0.83
309	0	0	0	0	0	0	0	0	0	1	0	0	9	0.83
310	0	0	0	0	0	1	0	0	0	0	0	0.00025	5	0.39
311	0	0	0	0	0	0	0	0	0	1	0	0	9	0.83
312	0	0	0	0	0	0	0	0	0.011	0.99	0	0	9	0.83
313	0	0	0	0	0	0	0	0	0.016	0.98	0	0	9	0.83
314	0	0	0	0	0	0	0	0	0.0041	1	0	0	9	0.83
315	0.023	0.42	0	0	0.12	0.011	0	0	0	0	0.42	9.9e-05	1	0.61
316	0.0039	0.00056	0	0	0.68	0.31	0	0	0	0	0.00056	0	4	0.47
317	0.027	0.45	0	0	0.074	0.001	0	0	0	0	0.45	1.9e-06	1	0.61
318	0.0046	0.5	0	0	0.0011	0	0	0	0	0	0.5	0	1	0.61
319	0.0048	0.49	0	0	0.0064	0.00023	0	0	0	0	0.49	1.8e-06	1	0.61
320	0.002	0.5	0	0	0.00018	0	0	0	0	0	0.5	0	1	0.61
321	0.003	0.5	0	0	0.0002	0	0	0	0	0	0.5	0	1	0.61
322	0.036	0.41	2.4e-06	0	0.15	0.0018	0.00013	0	0	0	0.41	0	1	0.61
323	0.01	0.48	0	0	0.029	0.0027	0	0	0	0	0.48	3.6e-05	1	0.61
324	0.00037	0.5	0	0	3.8e-06	0	0	0	0	0	0.5	0	1	0.61
325	0.042	0.46	0	0	0.042	1.5e-05	0	0	0	0	0.46	0	1	0.61
326	0.0022	0.5	0	0	0.00033	0	0	0	0	0	0.5	0	1	0.61
327	0.0092	0.48	0	0	0.023	0.0018	0	0	0	0	0.48	2e-05	1	0.61
328	0.0054	0.5	0	0	0.0024	2.6e-06	0	0	0	0	0.5	0	1	0.61
329	0.0044	0.49	0	0	0.0071	0.00052	1.2e-06	0	0	0	0.49	7.8e-06	1	0.61
330	0.013	0.49	0	0	0.0017	0	0	0	0	0	0.49	0	1	0.61
331	0.012	0.49	0	0	0.017	0.00015	0	0	0	0	0.49	0	1	0.61
332	0.0007	0.5	0	0	3.2e-05	0	0	0	0	0	0.5	0	1	0.61
333	0.02	0.46	0	0	0.065	0.0025	0	0	0	0	0.46	1.2e-05	1	0.61
334	0	0.5	9.1e-06	0	0	0	0.0025	0	0	0.00079	0.5	0.0038	1	0.61
335	0	0.5	2.4e-06	0	0	0	4.3e-05	0	0	0	0.5	0	1	0.61
336	0.015	0.45	0	0	0.069	0.011	0	0	0	0	0.45	0.0002	1	0.61
337	0.029	0.48	0	0	0.0072	0	0	0	0	0	0.48	0	1	0.61
338	0.0083	0.48	0	0	0.021	0.0018	0	0	0	0	0.48	2.4e-05	1	0.61
339	0	0.45	1.8e-06	0.093	0	0	0.00013	0.014	0.00053	1.6e-06	0.45	0	1	0.61
340	0	0.5	3.1e-06	0	0	0	0.00019	0	0	0	0.5	0	1	0.61
341	0.006	0.49	0	0	0.0064	8.4e-05	0	0	0	0	0.49	0	1	0.61
342	0	0.5	9e-06	0	0	0	0.0012	0	0	0	0.5	0	1	0.61
343	0	0	0	1	0	0	0	6.6e-06	0	0	0	0	3	0
344	0.067	0.26	0	0	0.41	0.0026	8.6e-06	0	0	0	0.26	0	4	0.47
345	0.013	0.47	0	0	0.043	0.0034	0	0	0	0	0.47	3.5e-05	1	0.61
346	0.0093	0.49	0	0	0.011	8.7e-05	0	0	0	0	0.49	0	1	0.61
347	0.017	0.44	0	0	0.088	0.017	0	0	0	0	0.44	0.00032	1	0.61
348	0.016	0.44	0	0	0.079	0.015	0	0	0	0	0.44	0.00029	1	0.61
349	0.0012	0.5	0	0	5e-05	0	0	0	0	0	0.5	0	1	0.61
350	0.033	0.42	0	0	0.12	0.0024	0	0	0	0	0.42	5.2e-06	1	0.61
351	0.0072	0.5	0	0	0.0021	0	0	0	0	0	0.5	0	1	0.61
352	0.044	0.08	0	0	0.74	0.052	0	0	0	0	0.08	0.00016	4	0.47
353	0.0012	0.5	0	0	0.00012	0	0	0	0	0	0.5	0	1	0.61
354	0.0008	0.5	0	0	6.8e-06	0	0	0	0	0	0.5	0	1	0.61
355	0.00039	0.5	0	0	1.7e-06	0	0	0	0	0	0.5	0	1	0.61
356	0.0027	0.5	0	0	0.00041	0	0	0	0	0	0.5	0	1	0.61
357	0.0049	0.49	0	0	0.0094	0.00095	3.9e-06	0	0	0	0.49	1.8e-05	1	0.61
358	0.011	0.49	0	0	0.016	0.00016	0	0	0	0	0.49	0	1	0.61
359	0.064	0.24	0	0	0.45	0.0078	0	0	0	0	0.24	9.7e-06	4	0.47
360	0.033	0.46	0	0	0.055	0.00013	0	0	0	0	0.46	0	1	0.61
361	0.044	0.35	0	0	0.24	0.0073	0	0	0	0	0.35	1.9e-05	1	0.61
362	0	0	0	0	0	0	0.043	0.0031	0.95	0.00018	0	0	8	0.13
363	0.0037	0.5	0	0	0.0028	3.1e-05	0	0	0	0	0.5	0	1	0.61
364	0	0.48	1.6e-05	0	0	0	0.0082	0	0	0.023	0.48	0.0017	1	0.61
365	0.0033	0.5	0	0	0.0014	3.5e-06	0	0	0	0	0.5	0	1	0.61
366	0.021	0.062	0	0	0.54	0.31	0	0	0	0	0.062	0.0062	4	0.47
367	0.0098	0.49	0	0	0.0075	1.5e-05	0	0	0	0	0.49	0	1	0.61
368	0.0043	0.5	0	0	0.0035	3.5e-05	0	0	0	0	0.5	0	1	0.61
369	0.024	0.47	0	0	0.045	0.00027	0	0	0	0	0.47	0	1	0.61
370	0.00073	0.0014	0	0	0.066	0.72	0	0	0.0016	0.063	0.0014	0.14	5	0.39
371	0.025	0.17	0	0	0.4	0.22	0	0	0	0	0.17	0.0061	4	0.47
372	0.016	0.16	0	0	0.26	0.37	0	0	0	0.00042	0.16	0.025	5	0.39
373	7.2e-05	0.42	3.4e-05	0	0	0	0.047	0	0	0.11	0.42	0.0002	1	0.61
374	0.016	0.48	0	0	0.02	7.4e-05	0	0	0	0	0.48	0	1	0.61
375	0.0048	0.5	0	0	0.00097	0	0	0	0	0	0.5	0	1	0.61
376	0.023	0.098	0	0	0.49	0.28	0	0	0	0	0.098	0.0068	4	0.47
377	0.07	0.014	0	0	0.9	0.00063	0	0	0	0	0.014	0	4	0.47
378	0.02	0.21	0	0	0.29	0.25	0	0	0	2.7e-05	0.21	0.012	4	0.47
379	0.025	0.45	0	0	0.071	0.0012	0	0	0	0	0.45	2.8e-06	1	0.61
380	0.012	0.082	0	0	0.27	0.51	0	0	0	0.00068	0.082	0.04	5	0.39
381	0.012	0.49	0	0	0.0037	0	0	0	0	0	0.49	0	1	0.61
382	0	0.5	4.2e-06	0	0	0	0.00039	0	0	0	0.5	0	1	0.61
383	0.055	0.25	0	0	0.43	0.014	0	0	0	0	0.25	3e-05	4	0.47
384	0.0062	0.5	0	0	0.001	0	0	0	0	0	0.5	0	1	0.61
385	0	0.5	8e-06	0	0	0	0.001	0	0	0	0.5	0	1	0.61
386	0.0031	0.5	0	0	0.002	2e-05	0	0	0	0	0.5	0	1	0.61
387	0.003	0.5	0	0	0.0025	4.6e-05	0	0	0	0	0.5	0	1	0.61
388	0.0015	0.5	0	0	0.00034	0	0	0	0	0	0.5	0	1	0.61
389	0	0.45	0	0.095	0	0	0	0.00057	0	0	0.45	0	1	0.61
390	0	0.5	1e-05	0	0	0	0.0017	0	0	0	0.5	0	1	0.61
391	0.0079	0.45	4.6e-06	0	0.056	0.031	0.0015	0	0	0.001	0.45	3.2e-05	1	0.61
392	0	0.34	2.1e-05	0	0	0	0.02	0	0	0.26	0.34	0.052	1	0.61
393	0.0074	0.49	3.1e-06	0	0.013	0.00012	0.00042	0	0	2.7e-06	0.49	0	1	0.61
394	0.0007	0.5	1.2e-05	0	6.7e-05	0	0.0049	0	0	0.00045	0.5	0	1	0.61
395	0.0049	0.49	6.1e-06	0	0.014	0.0013	0.0022	0	0	0.0012	0.49	1.3e-05	1	0.61
396	0.00027	0.48	2.2e-05	0	1.3e-05	0	0.02	0	0	0.029	0.48	8e-05	1	0.61
397	0.005	0.49	4.1e-06	0	0.0058	3.6e-05	0.00072	0	0	1.1e-05	0.49	0	1	0.61
398	0.013	0.42	2.4e-06	0	0.11	0.035	0.00038	0	0	1.5e-05	0.42	0	1	0.61
399	0.033	0.084	0	0	0.67	0.13	0	0	0	0	0.084	0.001	4	0.47
400	0.011	0.49	0	0	0.01	3.2e-05	0	0	0	0	0.49	0	1	0.61
401	0.043	0.46	0	0	0.031	3.6e-06	0	0	0	0	0.46	0	1	0.61
402	0.0092	0.48	0	0	0.028	0.0039	0	0	0	0	0.48	7.2e-05	1	0.61
403	0.01	0.47	0	0	0.041	0.011	0	0	0	0	0.47	0.00035	1	0.61
404	0.027	0.37	0	0	0.2	0.037	0	0	0	0	0.37	0.00054	1	0.61
405	0.011	0.49	0	0	0.014	9.7e-05	0	0	0	0	0.49	0	1	0.61
406	0	0	0.00013	0	0	0	0.0064	0.99	0.00025	0	0	0	7	0.043
407	0	0	0.00013	0	0	0	3.6e-05	1	0	0	0	0	7	0.043
408	0	0	0.00013	0	0	0	0.0075	0.97	0.018	1.3e-05	0	0	7	0.043
409	0	0.45	0	0.095	0	0	0	0.00025	0	0	0.45	0	1	0.61
410	0	0.45	0	0.095	0	0	0	2.6e-06	0	0	0.45	0	1	0.61
411	0	0.45	0	0.094	0	0	3.7e-05	0.0075	7.6e-05	0	0.45	0	1	0.61
412	0	0	0.00013	0	0	0	5.4e-05	1	0	0	0	0	7	0.043
413	0.013	0.0072	0	0	0.72	0.26	0	0	0	0	0.0072	0.0019	4	0.47
414	0.02	0.038	0	0	0.63	0.27	0	0	0	0	0.038	0.0036	4	0.47
415	0	0.44	2.7e-06	0.093	0	0	0.00028	0.02	0.0016	1.1e-05	0.44	0	1	0.61
416	0.0096	0.49	0	0	0.019	0.00068	0	0	0	0	0.49	4e-06	1	0.61
417	0.014	0.49	0	0	0.014	3.5e-05	0	0	0	0	0.49	0	1	0.61
418	0	0	0.00013	0	0	0	1.2e-05	1	0	0	0	0	7	0.043
419	0.028	0.42	0	0	0.13	0.0063	0	0	0	0	0.42	3.1e-05	1	0.61
420	0.06	0.35	0	0	0.23	0.0014	0	0	0	0	0.35	0	1	0.61
421	0	0	0.00013	0	0	0	0.00053	1	4.6e-05	0	0	0	7	0.043
422	0.00096	0.5	0	0	8.9e-05	0	0	0	0	0	0.5	0	1	0.61
423	0.0037	0.0029	0	0	0.31	0.65	0	0	0	0	0.0029	0.024	5	0.39
424	0.012	0.48	0	0	0.035	0.0026	0	0	0	0	0.48	2.7e-05	1	0.61
425	0.02	0.44	0	0	0.09	0.0087	0	0	0	0	0.44	8.7e-05	1	0.61
426	0	0.49	1.9e-05	0	0	0	0.01	0	0	0.012	0.49	7.5e-05	1	0.61
427	0.0024	0.49	9.1e-06	0	0.0031	8.4e-05	0.0046	0	0	0.0062	0.49	0.00014	1	0.61
428	0.022	0.23	0	0	0.37	0.15	3e-05	0	0	0	0.23	0	4	0.47
429	0.0075	0.11	0	0	0.2	0.58	5.3e-05	0	4.3e-05	2e-06	0.11	0	5	0.39
430	0.0046	0.45	1.9e-05	0	0.0086	0.00037	0.013	0	0	0.06	0.45	0.0097	1	0.61
431	0.013	0.48	7e-06	0	0.021	0.00014	0.0011	0	0	1e-05	0.48	0	1	0.61
432	0.015	0.27	4.6e-06	0	0.21	0.22	0.0013	1e-05	0.011	0.00089	0.27	4e-05	1	0.61
433	0.0092	0.48	1.2e-05	0	0.021	0.00064	0.0037	0	0	0.001	0.48	3e-06	1	0.61
434	0.0017	0.49	2.1e-05	0	0.00025	0	0.0085	0	0	0.00067	0.49	0	1	0.61
435	0.065	0.3	0	0	0.34	0.0017	1.2e-05	0	0	0	0.3	0	4	0.47
436	0.00023	0.46	5.5e-05	0	2.8e-06	0	0.051	0	0	0.022	0.46	2.4e-06	1	0.61
437	0.0032	0.41	2.1e-05	0	0.0043	0.00012	0.016	0	0	0.12	0.41	0.029	1	0.61
438	0.022	0.38	4.8e-06	0	0.18	0.038	0.00087	0	0	5.5e-05	0.38	0	1	0.61
439	0	0	0	0	0	6.3e-05	0	0	7.3e-05	1	0	0.0043	9	0.83
440	0	0	0	0	0	0	0	0	1.8e-05	1	0	0	9	0.83
441	0.0011	0.25	1.7e-05	0	0.00073	7.6e-06	0.018	0	0	0.33	0.25	0.16	9	0.83
442	0.028	0.35	3.1e-06	0	0.24	0.028	0.00035	0	0	2.8e-06	0.35	0	1	0.61
443	0	0	0	0	0	0	0	1	0.002	0	0	0	7	0.043
444	0	0	0	0	0	0	0	0.87	0.13	0	0	0	7	0.043
445	0.0026	0.49	9.3e-06	0	0.0041	0.0002	0.005	0	0	0.011	0.49	0.00055	1	0.61
446	0.00022	0.46	2.4e-05	0	9.4e-06	0	0.025	0	0	0.05	0.46	0.0002	1	0.61
447	0.0011	0.00023	0	0	0.28	0.72	0	0	0	0	0.00023	0	5	0.39
448	0.00047	0.0026	0	0	0.021	0.096	2.6e-06	0.018	0.86	0	0.0026	0	8	0.13
449	0.016	0.48	5.1e-06	0	0.026	9.5e-05	0.00053	0	0	0	0.48	0	1	0.61
450	0.0038	0.0044	0	0	0.34	0.63	0	0	0	0	0.0044	0.021	5	0.39
451	0.052	0.043	0	0	0.86	0.0069	0	0	0	0	0.043	0	4	0.47
452	9.5e-06	0.16	6e-05	0	0	0	0.15	0	0	0.52	0.16	0.00015	9	0.83
453	0.079	0.42	0	0	0.087	5.7e-06	3.7e-06	0	0	0	0.42	0	1	0.61
454	0	0	0	0.98	0	0	0	0.021	1.4e-05	0	0	0	3	0
455	0.0021	0.45	2.6e-05	0	0.0011	4.5e-06	0.02	0	0	0.074	0.45	0.0031	1	0.61
456	0.0063	0.49	1.3e-05	0	0.0077	6.6e-05	0.0045	0	0	0.00092	0.49	1.1e-06	1	0.61
457	0.0019	0.41	2.5e-05	0	0.0012	7.7e-06	0.022	0	0	0.14	0.41	0.016	1	0.61
458	0.00074	0.48	3.4e-05	0	4.3e-05	0	0.022	0	0	0.007	0.48	1.6e-06	1	0.61
459	0.02	0.46	5.1e-06	0	0.065	0.0013	0.00063	0	0	3.9e-06	0.46	0	1	0.61
460	0.019	0.29	3.9e-06	0	0.25	0.16	0.00085	0	9e-06	0.00017	0.29	1.2e-06	1	0.61
461	0.0033	0.48	2.2e-05	0	0.0027	2.1e-05	0.013	0	0	0.027	0.48	0.00064	1	0.61
462	0	0	0	0	0	0	0	0.00079	1	0	0	0	8	0.13
463	0.024	0.46	3.7e-06	0	0.058	0.00034	0.00028	0	0	0	0.46	0	1	0.61
464	0.015	0.41	8.1e-06	0	0.12	0.04	0.0025	0	0	0.0015	0.41	3.6e-05	1	0.61
465	0.011	0.11	1.3e-06	0	0.25	0.45	0.00025	3.7e-05	0.061	4.6e-05	0.11	0	5	0.39
466	0.0064	0.49	1.4e-05	0	0.0095	0.00015	0.0056	0	0	0.0025	0.49	1.1e-05	1	0.61
467	7.8e-05	0.22	4e-05	0	1.1e-06	0	0.07	0	0	0.49	0.22	0.0034	9	0.83
468	0	0	0	0.98	0	0	0	0.024	2.1e-05	0	0	0	3	0
469	0.014	0.47	7.1e-06	0	0.035	0.00056	0.0012	0	0	2.5e-05	0.47	0	1	0.61
470	0.00027	0.5	2.9e-05	0	0	0	0.0081	0	0	6.7e-06	0.5	0	1	0.61
471	0.0059	0.45	1.7e-05	0	0.016	0.0015	0.011	0	0	0.055	0.45	0.013	1	0.61
472	0	0	0	0	0	0	0	1	7.9e-05	0	0	0	7	0.043
473	0.0054	0.49	1.6e-05	0	0.0068	8e-05	0.0068	0	0	0.004	0.49	2.2e-05	1	0.61
474	0.0079	0.48	1.4e-05	0	0.022	0.0015	0.0065	0	0	0.0092	0.48	0.00034	1	0.61
475	0.046	0.091	0	0	0.75	0.026	1.8e-06	0	0	0	0.091	0	4	0.47
476	0.0096	0.49	7.6e-06	0	0.0093	1.9e-05	0.0012	0	0	6.5e-06	0.49	0	1	0.61
477	0.023	0.25	2.3e-06	0	0.34	0.15	0.00031	0	0	8.7e-06	0.25	0	4	0.47
478	0.025	0.32	3.2e-06	0	0.27	0.066	0.00045	0	0	1.1e-05	0.32	0	1	0.61
479	0	0.46	1.8e-05	0	0	0	0.011	0	0	0.056	0.46	0.0099	1	0.61
480	0.0041	0.48	7.9e-06	0	0.015	0.0038	0.0041	0	0	0.014	0.48	0.0025	1	0.61
481	0.00024	0.49	2e-05	0	6.1e-06	0	0.014	0	0	0.0038	0.49	0	1	0.61
482	0.0021	0.49	1e-05	0	0.0021	4.2e-05	0.0055	0	0	0.0091	0.49	0.00024	1	0.61
483	0	0	1.4e-06	0	0	0	0.021	0.01	0.95	0.014	0	3.3e-06	8	0.13
484	0.021	0.47	0	0	0.046	0.00024	2.7e-05	0	0	0	0.47	0	1	0.61
485	0.0023	0.47	1e-05	0	0.0043	0.00036	0.0069	0	0	0.04	0.47	0.0092	1	0.61
486	0	0.5	9e-06	0	0	0	0.0024	0	0	0.00061	0.5	0.003	1	0.61
487	0.00087	0.00015	0	0	0.29	0.71	0	0	0	0	0.00015	0	5	0.39
488	0.013	0.47	2.1e-06	0	0.052	0.002	0.00022	0	0	0	0.47	0	1	0.61
489	0.011	0.36	2.7e-06	0	0.13	0.14	0.00061	0	0	0.00016	0.36	1.7e-06	1	0.61
490	0.0083	0.49	2.7e-06	0	0.014	9.8e-05	0.0003	0	0	0	0.49	0	1	0.61
491	0.014	0.48	0	0	0.023	0.00023	0	0	0	0	0.48	0	1	0.61
492	0.0062	0.49	0	0	0.015	0.0023	0	0	0	0	0.49	5.5e-05	1	0.61
493	0.021	0.39	0	0	0.15	0.043	0	0	0	0	0.39	0.001	1	0.61
494	0.0094	0.49	0	0	0.0061	8e-06	0	0	0	0	0.49	0	1	0.61
495	0.0042	0.5	0	0	0.0044	9.2e-05	0	0	0	0	0.5	0	1	0.61
496	0	0.5	0	0	0	0	7.6e-06	0	0	0	0.5	0	1	0.61
497	0.019	0.48	3.8e-06	0	0.025	3.5e-05	0.00026	0	0	0	0.48	0	1	0.61
498	0.054	0.25	0	0	0.44	0.016	0	0	0	0	0.25	3.9e-05	4	0.47
499	0	0	0	0.93	0	0	0	0.067	0.00057	0	0	0	3	0
500	0.0015	0.5	1e-05	0	0.00074	2.7e-06	0.0049	0	0	0.0026	0.5	8.5e-06	1	0.61
501	0.01	0.41	3.3e-06	0	0.097	0.079	0.00085	0	0	0.0003	0.41	4.3e-06	1	0.61
502	0	0.32	1.7e-05	0	0	0	0.015	0	0	0.22	0.32	0.12	1	0.61
503	0.00098	0.49	1.3e-05	0	0.00027	0	0.0076	0	0	0.0064	0.49	2.7e-05	1	0.61
504	0.0099	0.45	3.5e-06	0	0.071	0.027	0.00082	0	0	0.00015	0.45	0	1	0.61
505	0.0009	0.44	9.4e-06	0	0.0015	0.00015	0.0058	0	0	0.067	0.44	0.049	1	0.61
506	0	0	0	0.99	0	0	0	0.0067	0	0	0	0	3	0
507	0.0014	0.49	1.1e-05	0	0.00077	4.1e-06	0.0063	0	0	0.0071	0.49	7e-05	1	0.61
508	0	0.49	2.5e-05	0	0	0	0.013	0	0	0.004	0.49	1.1e-06	1	0.61
509	0.0079	0.45	4.6e-06	0	0.058	0.036	0.0015	0	0	0.0012	0.45	4.9e-05	1	0.61
510	0.0029	0.00034	0	0	0.69	0.3	0	0	0	0	0.00034	0	4	0.47
511	0	0.5	1.9e-05	0	0	0	0.0065	0	0	0.00013	0.5	0	1	0.61
512	0.0076	0.43	4.7e-06	0	0.066	0.067	0.0017	0	5.8e-05	0.0026	0.43	0.00026	1	0.61
513	0	0	0	0	0	0	0	0.54	0.46	0	0	0	7	0.043
514	0.0036	0.5	4.3e-06	0	0.0022	3.2e-06	0.00073	0	0	5.2e-06	0.5	0	1	0.61
515	0.0064	0.49	4.2e-06	0	0.015	0.00045	0.00086	0	0	4e-05	0.49	0	1	0.61
516	0.0014	0.0053	0	0	0.11	0.88	0	0	1.7e-05	0	0.0053	0	5	0.39
517	0.0019	0.44	9e-06	0	0.0037	0.00043	0.0069	0	0	0.066	0.44	0.033	1	0.61
518	0.0036	0.5	1.3e-05	0	0.0011	0	0.0034	0	0	7e-05	0.5	0	1	0.61
519	0.029	0.48	0	0	0.011	0	2.2e-06	0	0	0	0.48	0	1	0.61
520	0.0034	0.49	7.7e-06	0	0.0064	0.00034	0.0034	0	0	0.0034	0.49	7e-05	1	0.61
521	0.0055	0.5	2.4e-06	0	0.0023	0	0.00018	0	0	0	0.5	0	1	0.61
522	0.0032	0.5	4.7e-06	0	0.0017	2.1e-06	0.00087	0	0	8.3e-06	0.5	0	1	0.61
523	1.5e-05	0	0	0	0.03	0.97	0	0	0	0	0	0	5	0.39
524	0.0004	0.0009	0	0	0.057	0.94	0	0	0.00043	0	0.0009	0	5	0.39
525	0.0039	0.5	2.6e-06	0	0.00087	0	0.00018	0	0	0	0.5	0	1	0.61
526	0	0.44	2.3e-05	0	0	0	0.018	0	0	0.096	0.44	0.0077	1	0.61
527	0.0016	0.5	4.8e-06	0	0.00015	0	0.00067	0	0	0	0.5	0	1	0.61
528	0	0.5	1.4e-05	0	0	0	0.0039	0	0	9.5e-05	0.5	0	1	0.61
529	0.0024	0.48	9.9e-06	0	0.0039	0.00022	0.006	0	0	0.02	0.48	0.0019	1	0.61
530	0	0	0	0.96	0	0	0	0.039	0.0001	0	0	0	3	0
531	0.00013	0.35	2.4e-05	0	5.3e-06	0	0.033	0	0	0.25	0.35	0.0062	1	0.61
532	0.0071	0.48	4.2e-06	0	0.022	0.0014	0.00093	0	0	7.5e-05	0.48	0	1	0.61
533	0.0012	0.5	9.5e-06	0	0.00024	0	0.0036	0	0	0.00037	0.5	0	1	0.61
534	0.0051	0.5	3e-06	0	0.0031	2.7e-06	0.00031	0	0	0	0.5	0	1	0.61
535	0.0041	0.5	4.4e-06	0	0.0033	1e-05	0.00079	0	0	9.8e-06	0.5	0	1	0.61
536	0.061	0.29	0	0	0.36	0.0015	1.5e-06	0	0	0	0.29	0	4	0.47
537	0	0.5	8.3e-06	0	0	0	0.0017	0	0	5.2e-05	0.5	7.6e-05	1	0.61
538	0.029	0.025	0	0	0.89	0.026	0	0	0	0	0.025	0	4	0.47
539	0.00017	2.5e-06	0	0	0.26	0.74	0	0	0	0	2.5e-06	0	5	0.39
540	0	0.31	0	0	0	0	6.9e-06	0	0	0.00016	0.31	0.37	11	0.96
541	0.016	0.47	1.6e-06	0	0.052	0.00084	0.00011	0	0	0	0.47	0	1	0.61
542	0.025	0.24	0	0	0.38	0.11	2.6e-05	0	0	0	0.24	0	4	0.47
543	0.00068	0.47	1.6e-05	0	0.00016	0	0.013	0	0	0.042	0.47	0.001	1	0.61
544	0	0	0	0.79	0	0	0	0.19	0.02	0	0	0	3	0
545	0.0025	0.49	8.4e-06	0	0.0028	4.9e-05	0.0037	0	0	0.0026	0.49	2.1e-05	1	0.61
546	0.0058	0.5	2.2e-06	0	0.0023	0	0.00014	0	0	0	0.5	0	1	0.61
547	0.001	0.00018	0	0	0.33	0.67	0	0	0	0	0.00018	0	5	0.39
548	0.011	0.4	2.9e-06	0	0.11	0.073	0.00062	0	0	0.0001	0.4	0	1	0.61
549	0.0034	0.5	6.2e-06	0	0.0039	4.5e-05	0.0018	0	0	0.00024	0.5	0	1	0.61
550	0	0	0	0	0	0.21	0	0	0	2.1e-05	0	0.79	11	0.96
551	0.0092	0.49	2.1e-06	0	0.011	2.5e-05	0.00016	0	0	0	0.49	0	1	0.61
552	1.6e-05	0.48	1.1e-05	0	1.8e-05	0	0.0049	0	0	0.018	0.48	0.016	1	0.61
553	0.0017	0.0031	0	0	0.17	0.82	0	0	0	0	0.0031	0	5	0.39
554	0.017	0.44	1.7e-06	0	0.091	0.0058	0.00015	0	0	0	0.44	0	1	0.61
555	0.029	0.44	0	0	0.098	0.00062	2.2e-05	0	0	0	0.44	0	1	0.61
556	0.0052	0.49	3.5e-06	0	0.0048	1.4e-05	0.00049	0	0	2.2e-06	0.49	0	1	0.61
557	0.029	0.47	0	0	0.038	1.6e-05	8.9e-06	0	0	0	0.47	0	1	0.61
558	0.00049	0.5	1.3e-05	0	2.6e-05	0	0.0056	0	0	0.00036	0.5	0	1	0.61
559	0.0014	0.5	6.1e-06	0	0.00015	0	0.0011	0	0	3.7e-06	0.5	0	1	0.61
560	0.04	0.1	0	0	0.71	0.05	4.4e-06	0	0	0	0.1	0	4	0.47
561	0.0085	0.48	3.7e-06	0	0.033	0.003	0.00073	0	0	4.5e-05	0.48	0	1	0.61
562	0.013	0.46	2.4e-06	0	0.062	0.0047	0.00029	0	0	2.7e-06	0.46	0	1	0.61
563	0.012	0.48	9e-06	0	0.034	0.0011	0.0022	0	0	0.00022	0.48	0	1	0.61
564	0.035	0.36	2.3e-06	0	0.23	0.009	0.00016	0	0	0	0.36	0	1	0.61
565	0.024	0.47	3.1e-06	0	0.039	7.1e-05	0.00017	0	0	0	0.47	0	1	0.61
566	0.036	0.33	2e-06	0	0.29	0.017	0.00013	0	0	0	0.33	0	1	0.61
567	0.0049	0.48	1.9e-05	0	0.0078	0.00021	0.011	0	0	0.024	0.48	0.0012	1	0.61
568	0.017	0.41	7.1e-06	0	0.13	0.033	0.0018	0	0	0.00053	0.41	4.1e-06	1	0.61
