SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0
525	0.33	0.0011	0.0011	0.00011	0	0.33	0	0	1.8e-06	0.0012	0	0.00042	0	0.00052	0	0.33	0	0	0.61
526	0.29	0	0	0.01	0	0.29	0	0.06	1.6e-05	0	0	0	0	0	0	0.29	0.068	0	0.61
527	0.33	0.00046	0.00046	0.00039	0	0.33	0	0	3.4e-06	0.00047	0	7.3e-05	0	9.2e-05	0	0.33	1.3e-05	0	0.61
528	0.33	0	0	0.0023	0	0.33	0	4.5e-06	9.9e-06	0	0	0	0	0	0	0.33	0.00062	0	0.61
529	0.32	0.00071	0.00071	0.0035	0	0.32	5e-06	0.012	6.9e-06	0.00072	0	0.0019	0	0.0023	0.00016	0.32	0.016	0	0.61
530	0	0	0	0	0.96	0	0	0	0	0	0.0001	0	0.039	0	0	0	0	4	0
531	0.22	3.7e-05	3.7e-05	0.019	0	0.22	0	0.12	1.6e-05	3.7e-05	0	2.4e-06	0	3e-06	0	0.22	0.19	0	0.61
532	0.32	0.0021	0.0021	0.00055	0	0.32	2.3e-05	1.1e-05	2.9e-06	0.0021	0	0.01	0	0.013	0.001	0.32	0.00023	0	0.61
533	0.33	0.00034	0.00034	0.0021	0	0.33	0	3.8e-05	6.7e-06	0.00034	0	0.00012	0	0.00015	0	0.33	0.0013	0	0.61
534	0.33	0.0015	0.0015	0.00018	0	0.33	0	0	2.1e-06	0.0015	0	0.0015	0	0.0019	2e-06	0.33	5.8e-06	0	0.61
535	0.33	0.0012	0.0012	0.00047	0	0.33	0	0	3.1e-06	0.0012	0	0.0016	0	0.002	7.4e-06	0.33	6.9e-05	0	0.61
536	0.19	0.017	0.017	0	0	0.19	0	0	0	0.018	0	0.17	0	0.21	0.0011	0.19	0	13	0.47
537	0.33	0	0	0.00098	0	0.33	0	4.1e-06	5.8e-06	0	0	0	0	0	0	0.33	0.00025	0	0.61
538	0.016	0.0081	0.0081	0	0	0.016	3.6e-05	0	0	0.0082	0	0.4	0	0.51	0.018	0.016	0	13	0.47
539	2e-06	6e-05	6e-05	0	0	2e-06	0.013	0	0	6.1e-05	0	0.15	0	0.19	0.65	2e-06	0	14	0.39
540	0.33	0	0	6.5e-06	0	0.33	0	0.0089	0	0	0	0	0	0	0	0.33	1.7e-06	0	0.61
541	0.31	0.0047	0.0047	6.5e-05	0	0.31	3.1e-06	0	1.1e-06	0.0047	0	0.025	0	0.031	0.00061	0.31	1.3e-06	0	0.61
542	0.16	0.0072	0.0072	1.5e-05	0	0.16	0.0028	0	0	0.0073	0	0.18	0	0.23	0.079	0.16	0	13	0.47
543	0.31	0.0002	0.0002	0.0078	0	0.31	0	0.019	1.1e-05	0.0002	0	7.7e-05	0	9.7e-05	0	0.31	0.04	0	0.61
544	0	0	0	0	0.79	0	0	0	0	0	0.02	0	0.19	0	0	0	0	4	0
545	0.33	0.00074	0.00074	0.0022	0	0.33	0	0.00077	5.9e-06	0.00075	0	0.0013	0	0.0017	3.6e-05	0.33	0.0039	0	0.61
546	0.33	0.0017	0.0017	8.3e-05	0	0.33	0	0	1.5e-06	0.0017	0	0.0011	0	0.0014	0	0.33	0	0	0.61
547	0.00014	0.00035	0.00035	0	0	0.00014	0.022	0	0	0.00035	0	0.18	0	0.23	0.57	0.00014	0	14	0.39
548	0.27	0.0033	0.0033	0.00037	0	0.27	0.0067	2.4e-05	2e-06	0.0034	0	0.053	0	0.067	0.054	0.27	0.00022	0	0.61
549	0.33	0.001	0.001	0.0011	0	0.33	0	3.7e-05	4.3e-06	0.001	0	0.0019	0	0.0023	3.3e-05	0.33	0.00068	0	0.61
550	0	0	0	0	0	0	0.81	0.032	0	0	0	0	0	0	0.16	0	0	6	0.35
551	0.33	0.0027	0.0027	9.4e-05	0	0.33	0	0	1.5e-06	0.0027	0	0.0052	0	0.0066	1.9e-05	0.33	1.6e-06	0	0.61
552	0.32	4.8e-06	4.8e-06	0.0029	0	0.32	0	0.019	8e-06	4.9e-06	0	8.5e-06	0	1.1e-05	0	0.32	0.011	0	0.61
553	0.0023	0.00053	0.00053	0	0	0.0023	0.13	0	0	0.00054	0	0.09	0	0.11	0.66	0.0023	0	14	0.39
554	0.29	0.0049	0.0049	8.8e-05	0	0.29	6.5e-05	0	1.2e-06	0.005	0	0.043	0	0.055	0.0042	0.29	4.1e-06	0	0.61
555	0.29	0.0084	0.0084	1.3e-05	0	0.29	0	0	0	0.0085	0	0.047	0	0.059	0.00045	0.29	0	0	0.61
556	0.33	0.0015	0.0015	0.00029	0	0.33	0	0	2.5e-06	0.0016	0	0.0023	0	0.0029	1e-05	0.33	2.2e-05	0	0.61
557	0.31	0.0084	0.0084	5.2e-06	0	0.31	0	0	0	0.0085	0	0.018	0	0.023	1.1e-05	0.31	0	0	0.61
558	0.33	0.00015	0.00015	0.0033	0	0.33	0	2.5e-05	9e-06	0.00015	0	1.2e-05	0	1.5e-05	0	0.33	0.0017	0	0.61
559	0.33	0.0004	0.0004	0.00067	0	0.33	0	0	4.2e-06	0.0004	0	7.2e-05	0	9e-05	0	0.33	5.1e-05	0	0.61
560	0.065	0.011	0.011	2.5e-06	0	0.065	0.00058	0	0	0.011	0	0.32	0	0.41	0.035	0.065	0	13	0.47
561	0.32	0.0025	0.0025	0.00043	0	0.32	6.1e-05	6e-06	2.6e-06	0.0025	0	0.016	0	0.02	0.0022	0.32	0.00015	0	0.61
562	0.31	0.0038	0.0038	0.00017	0	0.31	6.8e-05	0	1.7e-06	0.0038	0	0.029	0	0.037	0.0034	0.31	1.8e-05	0	0.61
563	0.32	0.0035	0.0035	0.0013	0	0.32	2e-05	3.3e-05	6.3e-06	0.0036	0	0.016	0	0.021	0.00081	0.32	0.00066	0	0.61
564	0.24	0.01	0.01	9.3e-05	0	0.24	0.00011	0	1.6e-06	0.01	0	0.11	0	0.14	0.0065	0.24	2.2e-06	0	0.61
565	0.31	0.0072	0.0072	0.0001	0	0.31	0	0	2.2e-06	0.0073	0	0.019	0	0.024	5.2e-05	0.31	0	0	0.61
566	0.21	0.01	0.01	7.7e-05	0	0.21	0.00029	0	1.4e-06	0.011	0	0.14	0	0.17	0.013	0.21	1.9e-06	0	0.61
567	0.32	0.0014	0.0014	0.0062	0	0.32	4.4e-06	0.013	1.3e-05	0.0015	0	0.0037	0	0.0047	0.00015	0.32	0.023	0	0.61
568	0.27	0.005	0.005	0.0011	0	0.27	0.0027	0.00014	5e-06	0.0051	0	0.061	0	0.077	0.024	0.27	0.00095	0	0.61
569	0.27	0.0094	0.0094	0.00011	0	0.27	1.8e-05	0	1.9e-06	0.0096	0	0.068	0	0.086	0.0019	0.27	2.2e-06	0	0.61
570	0	0	0	0.00061	0	0	0	6.2e-06	0	0	0.96	0	0	0	0	0	0.037	10	0.13
571	0.33	0.0023	0.0023	0.0022	0	0.33	1.7e-06	0.0001	8.4e-06	0.0023	0	0.0059	0	0.0075	0.00012	0.33	0.0016	0	0.61
572	0.021	0.0043	0.0043	1.6e-06	0	0.021	0.025	0	0	0.0043	0	0.28	0	0.35	0.27	0.021	0	13	0.47
573	0.33	0.00056	0.00056	0.00027	0	0.33	0	0	3e-06	0.00057	0	0.00013	0	0.00017	0	0.33	3e-06	0	0.61
574	0	0	0	0	0.99	0	0	0	0	0	0	0	0.0059	0	0	0	0	4	0
575	0.26	0.009	0.009	0.00014	0	0.26	6.5e-05	0	2.1e-06	0.0092	0	0.079	0	0.1	0.004	0.26	4.9e-06	0	0.61
576	0.16	0.017	0.017	6.5e-06	0	0.16	1.8e-05	0	0	0.017	0	0.21	0	0.27	0.0039	0.16	0	13	0.47
577	0.26	0.0058	0.0058	0.00069	0	0.26	0.0019	2.2e-05	4e-06	0.0059	0	0.072	0	0.091	0.022	0.26	0.00033	0	0.61
578	0.32	0.0033	0.0033	0.00087	0	0.32	0	1.8e-06	5.6e-06	0.0033	0	0.0089	0	0.011	0.00011	0.32	0.00016	0	0.61
579	0.0003	0.00047	0.00047	0	0	0.0003	0.074	0	0	0.00048	0	0.16	0	0.2	0.57	0.0003	0	14	0.39
580	0.31	0.0036	0.0036	0.0019	0	0.31	0.00024	0.00037	7e-06	0.0037	0	0.025	0	0.032	0.0038	0.31	0.0021	0	0.61
581	0.32	0.0028	0.0028	0.002	0	0.32	1.4e-05	0.00018	7.8e-06	0.0029	0	0.011	0	0.014	0.00054	0.32	0.0018	0	0.61
582	0.26	0.0079	0.0079	0.00023	0	0.26	0.00028	0	2.5e-06	0.0081	0	0.084	0	0.11	0.009	0.26	2e-05	0	0.61
583	0.3	0.0034	0.0034	0.0024	0	0.3	0.0007	0.0018	7.7e-06	0.0035	0	0.028	0	0.035	0.0072	0.3	0.0047	0	0.61
584	0	0	0	0	1	0	0	0	0	0	0	0	0.00017	0	0	0	0	4	0
585	0.24	0.015	0.015	2.2e-05	0	0.24	2.7e-06	0	0	0.015	0	0.1	0	0.13	0.00089	0.24	0	0	0.61
586	0.26	0.014	0.014	2.7e-05	0	0.26	1.7e-06	0	1e-06	0.014	0	0.083	0	0.1	0.0006	0.26	0	0	0.61
587	0.32	0.0039	0.0039	0.00074	0	0.32	2.8e-06	1.5e-06	5.1e-06	0.004	0	0.014	0	0.017	0.00026	0.32	0.00013	0	0.61
588	0.27	0.0039	0.0039	0.0022	0	0.27	0.0088	0.0041	6.6e-06	0.004	0.00012	0.053	0	0.066	0.041	0.27	0.0059	0	0.61
589	0.33	0.0014	0.0014	0.0035	0	0.33	0	0.00029	1.1e-05	0.0014	0	0.002	0	0.0025	1.5e-05	0.33	0.0035	0	0.61
590	0.31	0.0082	0.0082	7.1e-05	0	0.31	0	0	1.8e-06	0.0083	0	0.022	0	0.028	4.9e-05	0.31	0	0	0.61
591	0.16	0.0078	0.0078	0.00011	0	0.16	0.0077	0	1.3e-06	0.008	0	0.18	0	0.23	0.085	0.16	1e-05	13	0.47
592	0.00039	0.00023	0.00023	0	0	0.00039	0.26	0	0	0.00023	1.2e-06	0.06	0	0.076	0.6	0.00039	0	14	0.39
593	0.3	0	0	1.5e-05	0.094	0.3	0	0	0	0	4.3e-05	0	0.0065	0	0	0.3	0	0	0.61
594	0.33	0.0014	0.0014	0.00034	0	0.33	0	0	4.7e-06	0.0015	0	0.00032	0	0.0004	0	0.33	3.2e-06	0	0.61
595	0.33	0.0006	0.0006	0.0022	0	0.33	0	0.00012	6.2e-06	0.00061	0	0.00076	0	0.00096	1.2e-05	0.33	0.0022	0	0.61
596	0	0	0	0.0053	0	0	0	0	9.1e-05	0	0.0028	0	0.99	0	0	0	0	12	0.043
597	0.32	0.0047	0.0047	0.00024	0	0.32	0	0	3.3e-06	0.0047	0	0.0091	0	0.012	2.3e-05	0.32	5.3e-06	0	0.61
598	0.33	0.0013	0.0013	0.00064	0	0.33	0	0	5.9e-06	0.0014	0	0.00042	0	0.00053	0	0.33	1.9e-05	0	0.61
599	0.32	0.0016	0.0016	0.0047	0	0.32	2.4e-06	0.003	1.2e-05	0.0016	0	0.0038	0	0.0048	0.00011	0.32	0.011	0	0.61
600	0	0	0	0	1	0	0	0	0	0	0	0	2.2e-05	0	0	0	0	4	0
601	0.28	0.0026	0.0026	0.00064	0	0.28	0.01	0.0013	2.7e-06	0.0027	9.7e-06	0.039	0	0.049	0.054	0.28	0.00074	0	0.61
602	0	0	0	0.042	0	0	0	2.3e-06	3.3e-06	0	0.92	0	0.036	0	0	0	0.0067	10	0.13
603	0	0	0	0.092	0	0	0	0	7.1e-05	0	0.14	0	0.77	0	0	0	5.6e-05	12	0.043
604	0.28	0.018	0.018	6.7e-06	0	0.28	0	0	0	0.018	0	0.042	0	0.053	1.6e-05	0.28	0	0	0.61
605	0.21	0.0075	0.0075	0.00024	0	0.21	0.004	0	2.2e-06	0.0076	0	0.13	0	0.16	0.048	0.21	4.1e-05	0	0.61
606	0.32	0.0027	0.0027	0.0013	0	0.32	0	8.2e-06	6.7e-06	0.0028	0	0.0067	0	0.0084	8.2e-05	0.32	0.00039	0	0.61
607	0.32	0.0037	0.0037	0.00093	0	0.32	5.2e-06	5e-06	5.6e-06	0.0038	0	0.014	0	0.018	0.00037	0.32	0.00025	0	0.61
608	0.3	0.011	0.011	3.7e-05	0	0.3	0	0	1.3e-06	0.011	0	0.034	0	0.043	7.1e-05	0.3	0	0	0.61
609	0.26	0.011	0.011	8e-05	0	0.26	2.7e-05	0	1.6e-06	0.011	0	0.087	0	0.11	0.0027	0.26	1.2e-06	0	0.61
610	0.24	0.021	0.021	5.1e-06	0	0.24	0	0	0	0.021	0	0.092	0	0.12	0.00012	0.24	0	0	0.61
611	0.33	0.0045	0.0045	5.7e-05	0	0.33	0	0	2e-06	0.0046	0	0.0025	0	0.0032	0	0.33	0	0	0.61
612	0.33	0.0018	0.0018	0.001	0	0.33	0	0	6.8e-06	0.0018	0	0.0015	0	0.0019	1.7e-06	0.33	0.00013	0	0.61
613	0.33	0.0017	0.0017	0.002	0	0.33	0	1.6e-05	8.6e-06	0.0017	0	0.002	0	0.0025	7.5e-06	0.33	0.00075	0	0.61
614	0.33	0.001	0.001	0.0015	0	0.33	0	0	8.4e-06	0.001	0	0.00037	0	0.00047	0	0.33	0.00017	0	0.61
615	0.11	0.0083	0.0083	3.5e-05	0	0.11	0.0072	0	0	0.0085	0	0.24	0	0.3	0.1	0.11	1.1e-06	13	0.47
616	0.0031	0.0066	0.0066	0	0	0.0031	8.8e-06	0	0	0.0067	0	0.43	0	0.54	0.0068	0.0031	0	13	0.47
617	0.28	0.0055	0.0055	0.00075	0	0.28	0.00069	1.7e-05	4.4e-06	0.0056	0	0.056	0	0.07	0.011	0.28	0.00032	0	0.61
618	0.32	0.0014	0.0014	0.0062	0	0.32	3.6e-06	0.012	1.3e-05	0.0014	0	0.0035	0	0.0044	0.00013	0.32	0.022	0	0.61
619	0.00098	0.0026	0.0026	0	0	0.00098	0.00058	0	0	0.0026	0	0.41	0	0.51	0.068	0.00098	0	13	0.47
620	0.14	0.017	0.017	4.4e-06	0	0.14	2e-05	0	0	0.018	0	0.24	0	0.3	0.0045	0.14	0	13	0.47
621	0.055	0.0048	0.0048	2.1e-05	0	0.055	0.048	0	0	0.0049	0	0.22	0	0.27	0.28	0.055	1.2e-06	14	0.39
622	0.042	0.019	0.019	0	0	0.042	2.4e-06	0	0	0.019	0	0.36	0	0.45	0.0022	0.042	0	13	0.47
623	0.31	0.0071	0.0071	9.3e-05	0	0.31	0	0	2.1e-06	0.0072	0	0.016	0	0.021	3.3e-05	0.31	0	0	0.61
624	0.33	0.00017	0.00017	0.00076	0	0.33	0	0	5.1e-06	0.00018	0	6.3e-06	0	7.9e-06	0	0.33	2.8e-05	0	0.61
625	0.32	0.00086	0.00086	0.0029	0	0.32	1.5e-05	0.0085	6.3e-06	0.00088	0	0.0029	0	0.0036	0.00037	0.32	0.012	0	0.61
626	0.2	0.0071	0.0071	2.4e-05	0	0.2	0.0016	0	0	0.0072	0	0.15	0	0.19	0.051	0.2	0	0	0.61
627	0.11	0.014	0.014	5.4e-06	0	0.11	0.00013	0	0	0.015	0	0.27	0	0.34	0.013	0.11	0	13	0.47
628	0.22	0.045	0.045	0	0	0.22	0	0	0	0.046	0	0.094	0	0.12	3e-06	0.22	0	0	0.61
629	0.33	0.0011	0.0011	0.0011	0	0.33	0	5.7e-05	4.2e-06	0.0011	0	0.0027	0	0.0034	8.5e-05	0.33	0.00079	0	0.61
630	0.11	0.012	0.012	9.7e-06	0	0.11	0.00048	0	0	0.012	0	0.26	0	0.33	0.026	0.11	0	13	0.47
631	0.29	0.0051	0.0051	0.00084	0	0.29	0.00031	1.8e-05	4.8e-06	0.0052	0	0.043	0	0.055	0.0062	0.29	0.00036	0	0.61
632	0.32	0.0035	0.0035	0.00047	0	0.32	0	0	4.5e-06	0.0035	0	0.0063	0	0.008	2.2e-05	0.32	2.7e-05	0	0.61
633	0.28	0.0044	0.0044	0.00015	0	0.28	0.00061	0	1.5e-06	0.0045	0	0.053	0	0.067	0.015	0.28	2e-05	0	0.61
634	0.29	0.0048	0.0048	0.0011	0	0.29	0.00092	8.7e-05	5.2e-06	0.0049	0	0.048	0	0.061	0.012	0.29	0.0008	0	0.61
635	0.33	0.0025	0.0025	0.00074	0	0.33	0	0	5.6e-06	0.0025	0	0.0031	0	0.004	6.7e-06	0.33	6.8e-05	0	0.61
636	0.26	0.0046	0.0046	0.0014	0	0.26	0.0078	0.00066	5.3e-06	0.0047	3.1e-06	0.066	0	0.083	0.044	0.26	0.0021	0	0.61
637	0.32	0.0023	0.0023	0.0025	0	0.32	3.6e-06	0.00027	8.9e-06	0.0023	0	0.0066	0	0.0083	0.00019	0.32	0.0025	0	0.61
638	0.33	0.0026	0.0026	0.00062	0	0.33	0	0	5.2e-06	0.0026	0	0.0032	0	0.004	5.6e-06	0.33	4.3e-05	0	0.61
639	0.33	0.00067	0.00067	0.0019	0	0.33	0	0	9.9e-06	0.00068	0	0.00012	0	0.00015	0	0.33	0.0002	0	0.61
640	0.33	0.0006	0.0006	0.002	0	0.33	0	0.00021	6e-06	0.00061	0	0.00063	0	0.00079	5.2e-06	0.33	0.0023	0	0.61
641	0.32	0.0026	0.0026	0.00021	0	0.32	0	0	2e-06	0.0027	0	0.0096	0	0.012	0.00024	0.32	1.7e-05	0	0.61
642	0.24	0.0064	0.0064	0.00049	0	0.24	0.0035	8.6e-06	3.2e-06	0.0065	0	0.096	0	0.12	0.037	0.24	0.00017	0	0.61
643	0.33	0.00015	0.00015	0.0087	0	0.33	0	1.6e-05	2.2e-05	0.00015	0	4.6e-06	0	5.9e-06	0	0.33	0.0032	0	0.61
644	0.31	0.0036	0.0036	0.0019	0	0.31	0.00019	0.00035	7.1e-06	0.0036	0	0.024	0	0.03	0.0033	0.31	0.0021	0	0.61
645	0.3	0.0098	0.0098	5.6e-05	0	0.3	0	0	1.6e-06	0.0099	0	0.034	0	0.043	0.00012	0.3	0	0	0.61
646	0.32	0.0033	0.0033	0.00066	0	0.32	0	0	5.1e-06	0.0033	0	0.007	0	0.0088	4.1e-05	0.32	7.1e-05	0	0.61
647	0.31	9.7e-05	9.7e-05	0.024	0	0.31	0	0.0022	3.3e-05	9.8e-05	0	3.2e-06	0	4.1e-06	0	0.31	0.047	0	0.61
648	0.0055	0.0021	0.0021	0	0	0.0055	0.048	0	0	0.0021	0	0.23	0	0.3	0.4	0.0055	0	14	0.39
649	0.24	0.011	0.011	7.1e-05	0	0.24	4.8e-05	0	1.5e-06	0.011	0	0.1	0	0.13	0.004	0.24	1e-06	0	0.61
650	0.3	0.0042	0.0042	0.0015	0	0.3	0.00077	0.0003	6.2e-06	0.0043	0	0.038	0	0.048	0.0092	0.3	0.0017	0	0.61
651	0.33	0.0015	0.0015	0.0041	0	0.33	0	0.00096	1.1e-05	0.0015	0	0.0028	0	0.0036	4.3e-05	0.33	0.0062	0	0.61
652	0.29	0.0049	0.0049	0.001	0	0.29	0.00071	6.3e-05	5.2e-06	0.0049	0	0.046	0	0.059	0.01	0.29	0.00068	0	0.61
653	0.33	0.00033	0.00033	0.0033	0	0.33	0	0	1.4e-05	0.00034	0	2.3e-05	0	2.9e-05	0	0.33	0.00046	0	0.61
654	0.33	0.0021	0.0021	0.0013	0	0.33	0	3.8e-06	7.2e-06	0.0021	0	0.0029	0	0.0036	1.1e-05	0.33	0.00032	0	0.61
655	0.33	0.0017	0.0017	0.0032	0	0.33	0	0.00033	1e-05	0.0017	0	0.0032	0	0.004	4.2e-05	0.33	0.0034	0	0.61
656	0.32	0.0016	0.0016	0.0052	0	0.32	4.9e-06	0.0061	1.2e-05	0.0016	0	0.0044	0	0.0055	0.00018	0.32	0.015	0	0.61
657	0.29	0.0012	0.0012	0.0079	0	0.29	1e-05	0.067	1.4e-05	0.0012	0	0.0035	0	0.0044	0.00023	0.29	0.053	0	0.61
658	0.31	0.0072	0.0072	0.00015	0	0.31	0	0	2.5e-06	0.0073	0	0.027	0	0.034	0.00021	0.31	2.6e-06	0	0.61
659	0.32	0.0042	0.0042	0.00072	0	0.32	5.4e-06	1.8e-06	5e-06	0.0042	0	0.017	0	0.021	0.00041	0.32	0.00014	0	0.61
660	0.29	0.0056	0.0056	0.00065	0	0.29	0.00032	6.6e-06	4.2e-06	0.0057	0	0.051	0	0.064	0.0069	0.29	0.0002	0	0.61
661	0.33	0.0009	0.0009	0.00055	0	0.33	0	0	6e-06	0.00092	0	0.00011	0	0.00014	0	0.33	7.4e-06	0	0.61
662	0.33	0.00078	0.00078	0.0046	0	0.33	0	0.00016	1.3e-05	0.00079	0	0.00041	0	0.00051	0	0.33	0.0038	0	0.61
663	0.32	0.00041	0.00041	0.011	0	0.32	0	0.0033	2e-05	0.00041	0	0.00012	0	0.00015	0	0.32	0.025	0	0.61
664	0	0	0	0	0	0	1.5e-05	0	0	0	1	0	0.00034	0	0	0	0	10	0.13
665	0.33	0	0	0.0032	0	0.33	0	0.00016	1e-05	0	0	0	0	0	0	0.33	0.0028	0	0.61
666	0.31	0.0027	0.0027	0.00041	0	0.31	0.00015	6.6e-06	2.5e-06	0.0028	0	0.021	0	0.026	0.0041	0.31	0.00015	0	0.61
667	0.27	0.0041	0.0041	0.00021	0	0.27	0.0027	1.8e-06	1.6e-06	0.0041	0	0.061	0	0.077	0.036	0.27	5.2e-05	0	0.61
668	0	0	0	0	0.99	0	0	0	0	0	0	0	0.0094	0	0	0	0	4	0
669	0.33	0	0	0.00016	0	0.33	0	0	2.6e-06	0	0	0	0	0	0	0.33	3e-06	0	0.61
670	0.33	0.00056	0.00056	0.0012	0	0.33	0	7.9e-06	5e-06	0.00057	0	0.00034	0	0.00042	0	0.33	0.00044	0	0.61
671	0.32	0.0037	0.0037	0.00011	0	0.32	3.4e-06	0	1.5e-06	0.0037	0	0.018	0	0.022	0.00052	0.32	4.7e-06	0	0.61
672	0.31	0.0057	0.0057	2.3e-05	0	0.31	0	0	0	0.0057	0	0.018	0	0.022	6.9e-05	0.31	0	0	0.61
673	0.0037	0	0	0.0011	0	0.0037	0	0.86	0	0	0	0	0	0	0	0.0037	0.12	7	0.87
674	0.11	0.0046	0.0046	2e-05	0	0.11	0.025	0	0	0.0047	0	0.17	0	0.21	0.24	0.11	0	14	0.39
675	0.14	0.0027	0.0027	0.00012	0	0.14	0.086	7e-06	0	0.0028	0.00024	0.087	0	0.11	0.3	0.14	6.3e-05	14	0.39
676	0.21	3.2e-06	3.2e-06	0.055	0	0.21	0	0.021	3.3e-05	3.3e-06	0	0	0	0	0	0.21	0.3	16	0.78
677	0.32	0.002	0.002	0.00068	0	0.32	5.8e-05	3.5e-05	3.2e-06	0.002	0	0.012	0	0.015	0.0018	0.32	0.00043	0	0.61
678	0.33	0	0	0.00087	0	0.33	0	0	5.9e-06	0	0	0	0	0	0	0.33	0.00012	0	0.61
679	0.31	0.0036	0.0036	0	0	0.31	7.5e-05	0	0	0.0036	0	0.019	0	0.024	0.0025	0.31	0	0	0.61
680	0.33	0.0027	0.0027	0	0	0.33	0	0	0	0.0028	0	0.0032	0	0.0041	7.8e-06	0.33	0	0	0.61
681	0.25	0.012	0.012	0	0	0.25	2.3e-05	0	0	0.012	0	0.099	0	0.13	0.0039	0.25	0	0	0.61
682	0.3	0.0058	0.0058	0	0	0.3	2.7e-05	0	0	0.0059	0	0.033	0	0.041	0.0021	0.3	0	0	0.61
683	0.22	0.012	0.012	0	0	0.22	0.00011	0	0	0.012	0	0.14	0	0.17	0.011	0.22	0	0	0.61
684	0.32	0.00018	0.00018	0.0071	0	0.32	0	0.0063	1.1e-05	0.00019	0	5.3e-05	0	6.7e-05	0	0.32	0.025	0	0.61
685	0.33	0.0019	0.0019	0.00044	0	0.33	0	2e-06	2.8e-06	0.0019	0	0.0061	0	0.0077	0.0002	0.33	0.00011	0	0.61
686	0	0	0	0.0012	0	0	9.3e-06	0.022	0	0	0.69	0	2e-06	0	0	0	0.28	10	0.13
687	0	0	0	0	0.91	0	0	0	0	0	0.0014	0	0.089	0	0	0	0	4	0
688	0	0	0	0	0	0	0	0	0	0	0.99	0	0.012	0	0	0	0	10	0.13
689	0.19	0.0043	0.0043	9.1e-05	0	0.19	0.02	0	0	0.0044	0	0.11	0	0.14	0.16	0.19	1.6e-05	0	0.61
690	0.29	0.004	0.004	0.00019	0	0.29	0.00038	0	1.6e-06	0.0041	0	0.042	0	0.053	0.011	0.29	2.9e-05	0	0.61
691	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.13
692	0.32	0.0043	0.0043	4.9e-05	0	0.32	0	0	1.1e-06	0.0044	0	0.014	0	0.018	0.0001	0.32	0	0	0.61
693	0.33	0	0	0.0014	0	0.33	0	0.014	5.9e-06	0	0	0	0	0	0	0.33	0.0029	0	0.61
694	0.31	0.0025	0.0025	0.00071	0	0.31	0.0014	0.00014	3e-06	0.0025	0	0.026	0	0.032	0.015	0.31	0.00073	0	0.61
695	0.27	0.0051	0.0051	0.0001	0	0.27	0.00059	0	1.2e-06	0.0051	0	0.066	0	0.083	0.017	0.27	8.2e-06	0	0.61
696	0.1	0.0033	0.0033	3.4e-05	0	0.1	0.064	0	0	0.0033	0	0.13	0	0.16	0.34	0.1	4.7e-06	14	0.39
697	0	0	0	0	0	0	0	0	0	0	0.93	0	0.066	0	0	0	0	10	0.13
698	0.0079	0	0	0.0029	0	0.0079	0	0.8	1.1e-06	0	0	0	0	0	0	0.0079	0.17	7	0.87
699	0.33	0	0	0.0015	0	0.33	0	7.5e-05	6.7e-06	0	0	0	0	0	0	0.33	0.001	0	0.61
700	0.33	0.00088	0.00088	0.0011	0	0.33	0	3.4e-05	4.5e-06	0.00089	0	0.0012	0	0.0016	1.2e-05	0.33	0.00068	0	0.61
701	0.0005	0	0	0.00012	0	0.0005	0	0.97	0	0	0	0	0	0	0	0.0005	0.031	7	0.87
702	0.33	0	0	1.2e-06	0	0.33	0	7.6e-05	0	0	0	0	0	0	0	0.33	0	0	0.61
703	0.27	0	0	1.1e-05	0	0.27	0	0.2	0	0	0	0	0	0	0	0.27	0.0002	0	0.61
704	0.3	0.005	0.005	6.7e-05	0	0.3	1e-05	0	1.1e-06	0.0051	0	0.033	0	0.042	0.0014	0.3	1.6e-06	0	0.61
705	0.24	8e-06	8e-06	0.039	0	0.24	0	0.02	2.9e-05	8.1e-06	0	0	0	0	0	0.24	0.21	0	0.61
706	0.33	0	0	0.0004	0	0.33	0	0.0011	3.5e-06	0	0	0	0	0	0	0.33	6.6e-05	0	0.61
707	0.0084	0.00032	0.00032	4e-06	0	0.0084	0.16	0	0	0.00033	0.5	0.022	0.00067	0.028	0.26	0.0084	1.2e-06	10	0.13
708	0.32	0.0035	0.0035	5.7e-05	0	0.32	0	0	1.2e-06	0.0035	0	0.0076	0	0.0097	2.6e-05	0.32	0	0	0.61
709	0.33	0.00038	0.00038	0.0008	0	0.33	0	0	4.6e-06	0.00039	0	7.2e-05	0	9.1e-05	0	0.33	8.2e-05	0	0.61
710	0.28	0.0028	0.0028	0.00057	0	0.28	0.0061	0.00012	2.6e-06	0.0029	0	0.04	0	0.051	0.043	0.28	0.00059	0	0.61
711	0.33	0.001	0.001	0.002	0	0.33	9.7e-06	0.0015	5.4e-06	0.001	0	0.0034	0	0.0043	0.00033	0.33	0.0044	0	0.61
712	0.33	0	0	0.001	0	0.33	0	1.5e-06	6.3e-06	0	0	0	0	0	0	0.33	0.00019	0	0.61
713	0.33	0.00029	0.00029	0.0046	0	0.33	0	0.0023	9e-06	0.0003	0	0.00014	0	0.00018	0	0.33	0.012	0	0.61
