SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0
532	0.48	0.0017	0.00023	0	0	0.013	0.01	1.1e-05	3e-06	0.00028	0.0017	0.0017	0	0	0.00028	0.0017	0.48	2.3e-05	0.001	0	0.61
533	0.5	0.00028	0.0013	0	0	0.00014	0.00012	3.8e-05	6.8e-06	0.0011	0.00028	0.00028	0	0	0.0011	0.00028	0.5	0	0	0	0.61
534	0.5	0.0012	5.8e-06	0	0	0.0019	0.0015	0	2.1e-06	9.5e-05	0.0012	0.0013	0	0	9.5e-05	0.0012	0.5	0	2e-06	0	0.61
535	0.5	0.00097	6.9e-05	0	0	0.002	0.0016	0	3.2e-06	0.00024	0.00097	0.001	0	0	0.00024	0.00097	0.5	0	7.4e-06	0	0.61
536	0.28	0.014	0	0	0	0.21	0.17	0	0	0	0.014	0.015	0	0	0	0.014	0.28	0	0.0011	0	0.61
537	0.5	0	0.00025	0	0	0	0	4.1e-06	5.9e-06	0.0005	0	0	0	0	0.0005	0	0.5	0	0	0	0.61
538	0.024	0.0066	0	0	0	0.5	0.4	0	0	0	0.0066	0.0068	0	0	0	0.0066	0.024	3.6e-05	0.018	5	0.47
539	3e-06	4.9e-05	0	0	0	0.18	0.15	0	0	0	4.9e-05	5.1e-05	0	0	0	4.9e-05	3e-06	0.013	0.66	18	0.39
540	0.5	0	1.7e-06	0	0	0	0	0.0089	0	3.3e-06	0	0	0	0	3.3e-06	0	0.5	0	0	0	0.61
541	0.46	0.0038	1.3e-06	0	0	0.031	0.025	0	1.2e-06	3.4e-05	0.0038	0.0039	0	0	3.4e-05	0.0038	0.46	3.1e-06	0.00062	0	0.61
542	0.24	0.0058	0	0	0	0.23	0.18	0	0	7.9e-06	0.0058	0.006	0	0	7.9e-06	0.0058	0.24	0.0028	0.079	0	0.61
543	0.47	0.00016	0.04	0	0	9.6e-05	7.7e-05	0.019	1.1e-05	0.004	0.00016	0.00017	0	0	0.004	0.00016	0.47	0	0	0	0.61
544	0	0	0	0.02	0.19	0	0	0	0	0	0	0	0.39	0.39	0	0	0	0	0	12	0
545	0.49	0.0006	0.0038	0	0	0.0016	0.0013	0.00077	6e-06	0.0011	0.0006	0.00062	0	0	0.0011	0.0006	0.49	0	3.6e-05	0	0.61
546	0.5	0.0014	0	0	0	0.0014	0.0011	0	1.6e-06	4.3e-05	0.0014	0.0014	0	0	4.3e-05	0.0014	0.5	0	0	0	0.61
547	0.0002	0.00028	0	0	0	0.22	0.18	0	0	0	0.00028	0.00029	0	0	0	0.00028	0.0002	0.022	0.57	18	0.39
548	0.4	0.0027	0.00022	0	0	0.066	0.053	2.4e-05	2.1e-06	0.00019	0.0027	0.0028	0	0	0.00019	0.0027	0.4	0.0067	0.054	0	0.61
549	0.5	0.00081	0.00068	0	0	0.0023	0.0019	3.7e-05	4.4e-06	0.00056	0.00081	0.00084	0	0	0.00056	0.00081	0.5	0	3.3e-05	0	0.61
550	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0.81	0.16	17	0.35
551	0.49	0.0022	1.6e-06	0	0	0.0065	0.0052	0	1.5e-06	4.8e-05	0.0022	0.0023	0	0	4.8e-05	0.0022	0.49	0	1.9e-05	0	0.61
552	0.48	3.9e-06	0.011	0	0	1.1e-05	8.5e-06	0.019	8.2e-06	0.0015	3.9e-06	4.1e-06	0	0	0.0015	3.9e-06	0.48	0	0	0	0.61
553	0.0034	0.00043	0	0	0	0.11	0.09	0	0	0	0.00043	0.00044	0	0	0	0.00043	0.0034	0.13	0.66	18	0.39
554	0.44	0.004	4.1e-06	0	0	0.054	0.043	0	1.2e-06	4.5e-05	0.004	0.0041	0	0	4.5e-05	0.004	0.44	6.5e-05	0.0042	0	0.61
555	0.43	0.0068	0	0	0	0.058	0.047	0	0	6.6e-06	0.0068	0.007	0	0	6.6e-06	0.0068	0.43	0	0.00045	0	0.61
556	0.49	0.0012	2.2e-05	0	0	0.0029	0.0023	0	2.5e-06	0.00015	0.0012	0.0013	0	0	0.00015	0.0012	0.49	0	1e-05	0	0.61
557	0.47	0.0068	0	0	0	0.023	0.018	0	0	2.7e-06	0.0068	0.007	0	0	2.7e-06	0.0068	0.47	0	1.1e-05	0	0.61
558	0.5	0.00012	0.0017	0	0	1.5e-05	1.2e-05	2.5e-05	9.2e-06	0.0017	0.00012	0.00012	0	0	0.0017	0.00012	0.5	0	0	0	0.61
559	0.5	0.00032	5.1e-05	0	0	8.9e-05	7.2e-05	0	4.3e-06	0.00034	0.00032	0.00033	0	0	0.00034	0.00032	0.5	0	0	0	0.61
560	0.098	0.0092	0	0	0	0.41	0.33	0	0	1.3e-06	0.0092	0.0095	0	0	1.3e-06	0.0092	0.098	0.00058	0.035	5	0.47
561	0.48	0.002	0.00015	0	0	0.02	0.016	6e-06	2.6e-06	0.00022	0.002	0.0021	0	0	0.00022	0.002	0.48	6.1e-05	0.0022	0	0.61
562	0.46	0.0031	1.8e-05	0	0	0.037	0.03	0	1.7e-06	8.8e-05	0.0031	0.0032	0	0	8.8e-05	0.0031	0.46	6.8e-05	0.0034	0	0.61
563	0.47	0.0029	0.00065	0	0	0.02	0.016	3.3e-05	6.5e-06	0.00067	0.0029	0.003	0	0	0.00067	0.0029	0.47	2e-05	0.00082	0	0.61
564	0.36	0.0083	2.2e-06	0	0	0.13	0.11	0	1.6e-06	4.8e-05	0.0083	0.0086	0	0	4.8e-05	0.0083	0.36	0.00011	0.0065	0	0.61
565	0.47	0.0058	0	0	0	0.023	0.019	0	2.2e-06	5.3e-05	0.0058	0.006	0	0	5.3e-05	0.0058	0.47	0	5.2e-05	0	0.61
566	0.32	0.0085	1.9e-06	0	0	0.17	0.14	0	1.4e-06	4e-05	0.0085	0.0088	0	0	4e-05	0.0085	0.32	0.00029	0.013	0	0.61
567	0.47	0.0012	0.023	0	0	0.0046	0.0037	0.013	1.3e-05	0.0032	0.0012	0.0012	0	0	0.0032	0.0012	0.47	4.4e-06	0.00015	0	0.61
568	0.41	0.0041	0.00095	0	0	0.076	0.061	0.00014	5.1e-06	0.00056	0.0041	0.0042	0	0	0.00056	0.0041	0.41	0.0027	0.024	0	0.61
569	0.41	0.0077	2.2e-06	0	0	0.085	0.068	0	2e-06	5.6e-05	0.0077	0.0079	0	0	5.6e-05	0.0077	0.41	1.8e-05	0.0019	0	0.61
570	0	0	0.037	0.96	0	0	0	6.2e-06	0	0.00031	0	0	0	0	0.00031	0	0	0	0	3	0.13
571	0.49	0.0019	0.0016	0	0	0.0074	0.0059	0.0001	8.6e-06	0.0011	0.0019	0.0019	0	0	0.0011	0.0019	0.49	1.6e-06	0.00012	0	0.61
572	0.032	0.0035	0	0	0	0.35	0.28	0	0	0	0.0035	0.0036	0	0	0	0.0035	0.032	0.025	0.27	5	0.47
573	0.5	0.00046	3e-06	0	0	0.00017	0.00013	0	3e-06	0.00014	0.00046	0.00047	0	0	0.00014	0.00046	0.5	0	0	0	0.61
574	0	0	0	0	0.0059	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	12	0
575	0.39	0.0073	4.8e-06	0	0	0.099	0.079	0	2.1e-06	7.2e-05	0.0073	0.0076	0	0	7.2e-05	0.0073	0.39	6.5e-05	0.004	0	0.61
576	0.23	0.014	0	0	0	0.26	0.21	0	0	3.3e-06	0.014	0.014	0	0	3.3e-06	0.014	0.23	1.8e-05	0.0039	5	0.47
577	0.4	0.0047	0.00032	0	0	0.09	0.072	2.2e-05	4.1e-06	0.00036	0.0047	0.0049	0	0	0.00036	0.0047	0.4	0.0019	0.022	0	0.61
578	0.48	0.0027	0.00016	0	0	0.011	0.0089	1.8e-06	5.7e-06	0.00045	0.0027	0.0028	0	0	0.00045	0.0027	0.48	0	0.00011	0	0.61
579	0.00044	0.00038	0	0	0	0.2	0.16	0	0	0	0.00038	0.00039	0	0	0	0.00038	0.00044	0.074	0.57	18	0.39
580	0.46	0.0029	0.0021	0	0	0.031	0.025	0.00037	7.2e-06	0.00096	0.0029	0.003	0	0	0.00096	0.0029	0.46	0.00024	0.0039	0	0.61
581	0.48	0.0023	0.0018	0	0	0.014	0.011	0.00018	8e-06	0.001	0.0023	0.0024	0	0	0.001	0.0023	0.48	1.4e-05	0.00055	0	0.61
582	0.39	0.0064	2e-05	0	0	0.11	0.084	0	2.6e-06	0.00012	0.0064	0.0067	0	0	0.00012	0.0064	0.39	0.00028	0.009	0	0.61
583	0.45	0.0028	0.0047	0	0	0.035	0.028	0.0018	7.9e-06	0.0013	0.0028	0.0029	0	0	0.0013	0.0028	0.45	0.00069	0.0072	0	0.61
584	0	0	0	0	0.00017	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	12	0
585	0.36	0.012	0	0	0	0.12	0.1	0	0	1.1e-05	0.012	0.012	0	0	1.1e-05	0.012	0.36	2.7e-06	0.00089	0	0.61
586	0.38	0.011	0	0	0	0.1	0.083	0	1e-06	1.4e-05	0.011	0.012	0	0	1.4e-05	0.011	0.38	1.6e-06	0.0006	0	0.61
587	0.48	0.0032	0.00013	0	0	0.017	0.014	1.5e-06	5.2e-06	0.00038	0.0032	0.0033	0	0	0.00038	0.0032	0.48	2.8e-06	0.00026	0	0.61
588	0.4	0.0032	0.0059	0.00012	0	0.066	0.053	0.0041	6.8e-06	0.0011	0.0032	0.0033	0	0	0.0011	0.0032	0.4	0.0088	0.041	0	0.61
589	0.49	0.0011	0.0035	0	0	0.0025	0.002	0.00029	1.1e-05	0.0018	0.0011	0.0012	0	0	0.0018	0.0011	0.49	0	1.5e-05	0	0.61
590	0.46	0.0067	0	0	0	0.027	0.022	0	1.9e-06	3.6e-05	0.0067	0.0069	0	0	3.6e-05	0.0067	0.46	0	4.9e-05	0	0.61
591	0.24	0.0064	1e-05	0	0	0.23	0.18	0	1.3e-06	5.7e-05	0.0064	0.0066	0	0	5.7e-05	0.0064	0.24	0.0077	0.086	0	0.61
592	0.00058	0.00018	0	1.2e-06	0	0.075	0.06	0	0	0	0.00018	0.00019	0	0	0	0.00018	0.00058	0.26	0.6	18	0.39
593	0.45	0	0	4.3e-05	0.0065	0	0	0	0	8e-06	0	0	0.047	0.047	8e-06	0	0.45	0	0	0	0.61
594	0.5	0.0012	3.2e-06	0	0	0.0004	0.00032	0	4.8e-06	0.00018	0.0012	0.0012	0	0	0.00018	0.0012	0.5	0	0	0	0.61
595	0.5	0.00049	0.0022	0	0	0.00095	0.00076	0.00012	6.3e-06	0.0011	0.00049	0.0005	0	0	0.0011	0.00049	0.5	0	1.2e-05	0	0.61
596	0	0	0	0.0028	0.99	0	0	0	9.3e-05	0.0027	0	0	0	0	0.0027	0	0	0	0	4	0.043
597	0.48	0.0038	5.2e-06	0	0	0.011	0.0091	0	3.3e-06	0.00012	0.0038	0.0039	0	0	0.00012	0.0038	0.48	0	2.3e-05	0	0.61
598	0.5	0.0011	1.9e-05	0	0	0.00053	0.00042	0	6.1e-06	0.00033	0.0011	0.0011	0	0	0.00033	0.0011	0.5	0	0	0	0.61
599	0.48	0.0013	0.011	0	0	0.0048	0.0038	0.003	1.2e-05	0.0024	0.0013	0.0013	0	0	0.0024	0.0013	0.48	2.3e-06	0.00011	0	0.61
600	0	0	0	0	2.2e-05	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	12	0
601	0.42	0.0021	0.00074	9.7e-06	0	0.049	0.039	0.0013	2.7e-06	0.00033	0.0021	0.0022	0	0	0.00033	0.0021	0.42	0.01	0.054	0	0.61
602	0	0	0.0067	0.91	0.036	0	0	2.3e-06	3.3e-06	0.022	0	0	0	0	0.022	0	0	0	0	3	0.13
603	0	0	5.6e-05	0.14	0.77	0	0	0	7.2e-05	0.047	0	0	0	0	0.047	0	0	0	0	4	0.043
604	0.42	0.014	0	0	0	0.052	0.042	0	0	3.4e-06	0.014	0.015	0	0	3.4e-06	0.014	0.42	0	1.6e-05	0	0.61
605	0.32	0.0061	4.1e-05	0	0	0.16	0.13	0	2.2e-06	0.00013	0.0061	0.0063	0	0	0.00013	0.0061	0.32	0.004	0.048	0	0.61
606	0.49	0.0022	0.00039	0	0	0.0083	0.0067	8.2e-06	6.8e-06	0.00065	0.0022	0.0023	0	0	0.00065	0.0022	0.49	0	8.3e-05	0	0.61
607	0.48	0.003	0.00025	0	0	0.017	0.014	5e-06	5.7e-06	0.00048	0.003	0.0031	0	0	0.00048	0.003	0.48	5.2e-06	0.00037	0	0.61
608	0.44	0.0088	0	0	0	0.042	0.034	0	1.4e-06	1.9e-05	0.0088	0.0091	0	0	1.9e-05	0.0088	0.44	0	7.1e-05	0	0.61
609	0.38	0.0085	1.2e-06	0	0	0.11	0.087	0	1.6e-06	4.1e-05	0.0085	0.0088	0	0	4.1e-05	0.0085	0.38	2.7e-05	0.0027	0	0.61
610	0.36	0.017	0	0	0	0.11	0.092	0	0	2.6e-06	0.017	0.018	0	0	2.6e-06	0.017	0.36	0	0.00012	0	0.61
611	0.49	0.0037	0	0	0	0.0032	0.0025	0	2e-06	2.9e-05	0.0037	0.0038	0	0	2.9e-05	0.0037	0.49	0	0	0	0.61
612	0.49	0.0015	0.00013	0	0	0.0019	0.0015	0	6.9e-06	0.00054	0.0015	0.0015	0	0	0.00054	0.0015	0.49	0	1.8e-06	0	0.61
613	0.49	0.0013	0.00075	0	0	0.0025	0.002	1.6e-05	8.8e-06	0.001	0.0013	0.0014	0	0	0.001	0.0013	0.49	0	7.5e-06	0	0.61
614	0.5	0.00084	0.00017	0	0	0.00046	0.00037	0	8.6e-06	0.00075	0.00084	0.00087	0	0	0.00075	0.00084	0.5	0	0	0	0.61
615	0.17	0.0068	1.1e-06	0	0	0.29	0.24	0	0	1.8e-05	0.0068	0.007	0	0	1.8e-05	0.0068	0.17	0.0072	0.1	5	0.47
616	0.0046	0.0054	0	0	0	0.53	0.43	0	0	0	0.0054	0.0056	0	0	0	0.0054	0.0046	8.8e-06	0.0069	5	0.47
617	0.42	0.0045	0.00032	0	0	0.069	0.056	1.7e-05	4.5e-06	0.00039	0.0045	0.0046	0	0	0.00039	0.0045	0.42	0.00069	0.011	0	0.61
618	0.47	0.0011	0.022	0	0	0.0043	0.0035	0.012	1.3e-05	0.0032	0.0011	0.0012	0	0	0.0032	0.0011	0.47	3.6e-06	0.00013	0	0.61
619	0.0015	0.0021	0	0	0	0.51	0.41	0	0	0	0.0021	0.0022	0	0	0	0.0021	0.0015	0.00058	0.069	5	0.47
620	0.21	0.014	0	0	0	0.29	0.24	0	0	2.3e-06	0.014	0.015	0	0	2.3e-06	0.014	0.21	2e-05	0.0045	5	0.47
621	0.083	0.0039	1.2e-06	0	0	0.27	0.22	0	0	1.1e-05	0.0039	0.0041	0	0	1.1e-05	0.0039	0.083	0.048	0.28	18	0.39
622	0.063	0.015	0	0	0	0.45	0.36	0	0	0	0.015	0.016	0	0	0	0.015	0.063	2.3e-06	0.0022	5	0.47
623	0.47	0.0057	0	0	0	0.02	0.016	0	2.2e-06	4.8e-05	0.0057	0.0059	0	0	4.8e-05	0.0057	0.47	0	3.3e-05	0	0.61
624	0.5	0.00014	2.7e-05	0	0	7.8e-06	6.3e-06	0	5.2e-06	0.00039	0.00014	0.00015	0	0	0.00039	0.00014	0.5	0	0	0	0.61
625	0.48	0.0007	0.012	0	0	0.0036	0.0029	0.0085	6.4e-06	0.0015	0.0007	0.00072	0	0	0.0015	0.0007	0.48	1.5e-05	0.00037	0	0.61
626	0.29	0.0058	0	0	0	0.19	0.15	0	0	1.3e-05	0.0058	0.006	0	0	1.3e-05	0.0058	0.29	0.0016	0.051	0	0.61
627	0.17	0.012	0	0	0	0.33	0.27	0	0	2.8e-06	0.012	0.012	0	0	2.8e-06	0.012	0.17	0.00013	0.013	5	0.47
628	0.32	0.036	0	0	0	0.12	0.093	0	0	0	0.036	0.038	0	0	0	0.036	0.32	0	3e-06	0	0.61
629	0.49	0.00092	0.00079	0	0	0.0034	0.0027	5.7e-05	4.3e-06	0.00056	0.00092	0.00095	0	0	0.00056	0.00092	0.49	0	8.5e-05	0	0.61
630	0.17	0.01	0	0	0	0.33	0.26	0	0	5e-06	0.01	0.01	0	0	5e-06	0.01	0.17	0.00048	0.026	5	0.47
631	0.44	0.0041	0.00036	0	0	0.054	0.043	1.8e-05	4.9e-06	0.00043	0.0041	0.0043	0	0	0.00043	0.0041	0.44	0.00031	0.0063	0	0.61
632	0.49	0.0028	2.7e-05	0	0	0.0079	0.0064	0	4.5e-06	0.00024	0.0028	0.0029	0	0	0.00024	0.0028	0.49	0	2.2e-05	0	0.61
633	0.42	0.0036	2e-05	0	0	0.066	0.053	0	1.5e-06	7.8e-05	0.0036	0.0037	0	0	7.8e-05	0.0036	0.42	0.0006	0.015	0	0.61
634	0.43	0.0039	0.0008	0	0	0.06	0.048	8.7e-05	5.3e-06	0.00057	0.0039	0.0041	0	0	0.00057	0.0039	0.43	0.00092	0.012	0	0.61
635	0.49	0.002	6.8e-05	0	0	0.0039	0.0031	0	5.8e-06	0.00038	0.002	0.0021	0	0	0.00038	0.002	0.49	0	6.7e-06	0	0.61
636	0.39	0.0037	0.002	3.1e-06	0	0.082	0.066	0.00066	5.4e-06	0.00071	0.0037	0.0039	0	0	0.00071	0.0037	0.39	0.0078	0.044	0	0.61
637	0.49	0.0018	0.0025	0	0	0.0082	0.0066	0.00027	9.1e-06	0.0013	0.0018	0.0019	0	0	0.0013	0.0018	0.49	3.6e-06	0.00019	0	0.61
638	0.49	0.0021	4.3e-05	0	0	0.004	0.0032	0	5.3e-06	0.00032	0.0021	0.0022	0	0	0.00032	0.0021	0.49	0	5.6e-06	0	0.61
639	0.5	0.00054	0.0002	0	0	0.00015	0.00012	0	1e-05	0.00096	0.00054	0.00056	0	0	0.00096	0.00054	0.5	0	0	0	0.61
640	0.5	0.00048	0.0023	0	0	0.00079	0.00063	0.00021	6.1e-06	0.001	0.00048	0.0005	0	0	0.001	0.00048	0.5	0	5.2e-06	0	0.61
641	0.48	0.0021	1.7e-05	0	0	0.012	0.0096	0	2e-06	0.00011	0.0021	0.0022	0	0	0.00011	0.0021	0.48	0	0.00024	0	0.61
642	0.36	0.0052	0.00017	0	0	0.12	0.096	8.6e-06	3.3e-06	0.00025	0.0052	0.0054	0	0	0.00025	0.0052	0.36	0.0035	0.037	0	0.61
643	0.49	0.00012	0.0032	0	0	5.8e-06	4.7e-06	1.6e-05	2.3e-05	0.0045	0.00012	0.00013	0	0	0.0045	0.00012	0.49	0	0	0	0.61
644	0.46	0.0029	0.0021	0	0	0.029	0.024	0.00035	7.3e-06	0.00096	0.0029	0.003	0	0	0.00096	0.0029	0.46	0.00019	0.0033	0	0.61
645	0.45	0.0079	0	0	0	0.042	0.034	0	1.6e-06	2.9e-05	0.0079	0.0082	0	0	2.9e-05	0.0079	0.45	0	0.00012	0	0.61
646	0.49	0.0027	7.1e-05	0	0	0.0087	0.007	0	5.2e-06	0.00034	0.0027	0.0028	0	0	0.00034	0.0027	0.49	0	4.2e-05	0	0.61
647	0.46	7.9e-05	0.047	0	0	4e-06	3.2e-06	0.0022	3.4e-05	0.012	7.9e-05	8.1e-05	0	0	0.012	7.9e-05	0.46	0	0	0	0.61
648	0.0083	0.0017	0	0	0	0.29	0.24	0	0	0	0.0017	0.0017	0	0	0	0.0017	0.0083	0.048	0.4	18	0.39
649	0.36	0.0089	1e-06	0	0	0.13	0.1	0	1.5e-06	3.6e-05	0.0089	0.0092	0	0	3.6e-05	0.0089	0.36	4.8e-05	0.004	0	0.61
650	0.44	0.0034	0.0017	0	0	0.047	0.038	0.0003	6.3e-06	0.0008	0.0034	0.0035	0	0	0.0008	0.0034	0.44	0.00077	0.0092	0	0.61
651	0.49	0.0012	0.0062	0	0	0.0035	0.0028	0.00096	1.2e-05	0.0021	0.0012	0.0013	0	0	0.0021	0.0012	0.49	0	4.4e-05	0	0.61
652	0.43	0.004	0.00068	0	0	0.058	0.047	6.3e-05	5.3e-06	0.00054	0.004	0.0041	0	0	0.00054	0.004	0.43	0.00071	0.01	0	0.61
653	0.5	0.00027	0.00046	0	0	2.9e-05	2.3e-05	0	1.4e-05	0.0017	0.00027	0.00028	0	0	0.0017	0.00027	0.5	0	0	0	0.61
654	0.49	0.0017	0.00032	0	0	0.0036	0.0029	3.8e-06	7.4e-06	0.00069	0.0017	0.0017	0	0	0.00069	0.0017	0.49	0	1.1e-05	0	0.61
655	0.49	0.0014	0.0034	0	0	0.004	0.0032	0.00033	1e-05	0.0016	0.0014	0.0014	0	0	0.0016	0.0014	0.49	0	4.3e-05	0	0.61
656	0.48	0.0013	0.015	0	0	0.0054	0.0044	0.0061	1.2e-05	0.0027	0.0013	0.0014	0	0	0.0027	0.0013	0.48	4.9e-06	0.00018	0	0.61
657	0.43	0.00098	0.053	0	0	0.0043	0.0035	0.067	1.4e-05	0.0041	0.00098	0.001	0	0	0.0041	0.00098	0.43	1e-05	0.00023	0	0.61
658	0.46	0.0058	2.6e-06	0	0	0.034	0.027	0	2.5e-06	7.6e-05	0.0058	0.006	0	0	7.6e-05	0.0058	0.46	0	0.00021	0	0.61
659	0.47	0.0034	0.00014	0	0	0.021	0.017	1.8e-06	5.1e-06	0.00037	0.0034	0.0035	0	0	0.00037	0.0034	0.47	5.3e-06	0.00041	0	0.61
660	0.43	0.0046	0.0002	0	0	0.063	0.051	6.6e-06	4.3e-06	0.00033	0.0046	0.0047	0	0	0.00033	0.0046	0.43	0.00032	0.007	0	0.61
661	0.5	0.00073	7.3e-06	0	0	0.00014	0.00011	0	6.2e-06	0.00028	0.00073	0.00076	0	0	0.00028	0.00073	0.5	0	0	0	0.61
662	0.49	0.00063	0.0038	0	0	0.00051	0.00041	0.00016	1.4e-05	0.0024	0.00063	0.00065	0	0	0.0024	0.00063	0.49	0	0	0	0.61
663	0.48	0.00033	0.025	0	0	0.00015	0.00012	0.0033	2.1e-05	0.0057	0.00033	0.00034	0	0	0.0057	0.00033	0.48	0	0	0	0.61
664	0	0	0	1	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	1.5e-05	0	3	0.13
665	0.5	0	0.0028	0	0	0	0	0.00016	1.1e-05	0.0016	0	0	0	0	0.0016	0	0.5	0	0	0	0.61
666	0.47	0.0022	0.00015	0	0	0.026	0.021	6.6e-06	2.5e-06	0.00021	0.0022	0.0023	0	0	0.00021	0.0022	0.47	0.00015	0.0041	0	0.61
667	0.41	0.0033	5.2e-05	0	0	0.076	0.061	1.8e-06	1.6e-06	0.00011	0.0033	0.0034	0	0	0.00011	0.0033	0.41	0.0027	0.037	0	0.61
668	0	0	0	0	0.0094	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	12	0
669	0.5	0	3e-06	0	0	0	0	0	2.6e-06	8.2e-05	0	0	0	0	8.2e-05	0	0.5	0	0	0	0.61
670	0.5	0.00046	0.00044	0	0	0.00042	0.00034	7.9e-06	5.1e-06	0.00061	0.00046	0.00047	0	0	0.00061	0.00046	0.5	0	0	0	0.61
671	0.47	0.003	4.7e-06	0	0	0.022	0.018	0	1.5e-06	5.8e-05	0.003	0.0031	0	0	5.8e-05	0.003	0.47	3.4e-06	0.00053	0	0.61
672	0.47	0.0046	0	0	0	0.022	0.018	0	0	1.2e-05	0.0046	0.0047	0	0	1.2e-05	0.0046	0.47	0	7e-05	0	0.61
673	0.0056	0	0.12	0	0	0	0	0.86	0	0.00058	0	0	0	0	0.00058	0	0.0056	0	0	7	0.87
674	0.17	0.0038	0	0	0	0.21	0.17	0	0	1e-05	0.0038	0.0039	0	0	1e-05	0.0038	0.17	0.025	0.24	18	0.39
675	0.2	0.0022	6.3e-05	0.00024	0	0.11	0.087	7e-06	0	6.4e-05	0.0022	0.0023	0	0	6.4e-05	0.0022	0.2	0.086	0.3	18	0.39
676	0.31	2.6e-06	0.3	0	0	0	0	0.021	3.4e-05	0.028	2.6e-06	2.7e-06	0	0	0.028	2.6e-06	0.31	0	0	0	0.61
677	0.48	0.0016	0.00043	0	0	0.014	0.012	3.5e-05	3.2e-06	0.00035	0.0016	0.0017	0	0	0.00035	0.0016	0.48	5.8e-05	0.0018	0	0.61
678	0.5	0	0.00012	0	0	0	0	0	6e-06	0.00045	0	0	0	0	0.00045	0	0.5	0	0	0	0.61
679	0.47	0.0029	0	0	0	0.023	0.019	0	0	0	0.0029	0.003	0	0	0	0.0029	0.47	7.5e-05	0.0025	0	0.61
680	0.49	0.0022	0	0	0	0.004	0.0032	0	0	0	0.0022	0.0023	0	0	0	0.0022	0.49	0	7.9e-06	0	0.61
681	0.37	0.0098	0	0	0	0.12	0.099	0	0	0	0.0098	0.01	0	0	0	0.0098	0.37	2.3e-05	0.0039	0	0.61
682	0.45	0.0047	0	0	0	0.041	0.033	0	0	0	0.0047	0.0049	0	0	0	0.0047	0.45	2.7e-05	0.0021	0	0.61
683	0.32	0.0098	0	0	0	0.17	0.14	0	0	0	0.0098	0.01	0	0	0	0.0098	0.32	0.00011	0.011	0	0.61
684	0.48	0.00015	0.025	0	0	6.6e-05	5.3e-05	0.0063	1.1e-05	0.0036	0.00015	0.00015	0	0	0.0036	0.00015	0.48	0	0	0	0.61
685	0.49	0.0015	0.00011	0	0	0.0076	0.0061	2e-06	2.8e-06	0.00023	0.0015	0.0016	0	0	0.00023	0.0015	0.49	0	0.0002	0	0.61
686	0	0	0.28	0.69	2e-06	0	0	0.022	0	0.0006	0	0	0	0	0.0006	0	0	9.3e-06	0	3	0.13
687	0	0	0	0.0014	0.089	0	0	0	0	0	0	0	0.46	0.46	0	0	0	0	0	12	0
688	0	0	0	0.99	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
689	0.28	0.0035	1.6e-05	0	0	0.14	0.11	0	0	4.7e-05	0.0035	0.0036	0	0	4.7e-05	0.0035	0.28	0.02	0.16	0	0.61
690	0.44	0.0032	2.9e-05	0	0	0.053	0.042	0	1.7e-06	9.7e-05	0.0032	0.0034	0	0	9.7e-05	0.0032	0.44	0.00038	0.011	0	0.61
691	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
692	0.48	0.0035	0	0	0	0.018	0.014	0	1.1e-06	2.5e-05	0.0035	0.0036	0	0	2.5e-05	0.0035	0.48	0	0.0001	0	0.61
693	0.49	0	0.0029	0	0	0	0	0.014	6.1e-06	0.00071	0	0	0	0	0.00071	0	0.49	0	0	0	0.61
694	0.46	0.002	0.00073	0	0	0.032	0.026	0.00014	3.1e-06	0.00036	0.002	0.0021	0	0	0.00036	0.002	0.46	0.0014	0.015	0	0.61
695	0.41	0.0041	8.2e-06	0	0	0.082	0.066	0	1.2e-06	5.3e-05	0.0041	0.0042	0	0	5.3e-05	0.0041	0.41	0.00059	0.018	0	0.61
696	0.15	0.0027	4.7e-06	0	0	0.16	0.13	0	0	1.8e-05	0.0027	0.0027	0	0	1.8e-05	0.0027	0.15	0.064	0.34	18	0.39
697	0	0	0	0.93	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.13
698	0.012	0	0.17	0	0	0	0	0.8	1.2e-06	0.0015	0	0	0	0	0.0015	0	0.012	0	0	7	0.87
699	0.5	0	0.001	0	0	0	0	7.5e-05	6.8e-06	0.00076	0	0	0	0	0.00076	0	0.5	0	0	0	0.61
700	0.5	0.00071	0.00068	0	0	0.0015	0.0012	3.4e-05	4.6e-06	0.00059	0.00071	0.00074	0	0	0.00059	0.00071	0.5	0	1.2e-05	0	0.61
701	0.00075	0	0.031	0	0	0	0	0.97	0	6.2e-05	0	0	0	0	6.2e-05	0	0.00075	0	0	7	0.87
