SNV	cluster0	cluster	dcf0
1360	1	0	0.39
1361	1	0	0.39
1362	1	0	0.39
1363	1	0	0.39
1364	1	0	0.39
1365	1	0	0.39
1366	1	0	0.39
1367	1	0	0.39
1368	1	0	0.39
1369	1	0	0.39
1370	1	0	0.39
1371	1	0	0.39
1372	1	0	0.39
1373	1	0	0.39
1374	1	0	0.39
1375	1	0	0.39
1376	1	0	0.39
1377	1	0	0.39
1378	1	0	0.39
1379	1	0	0.39
1380	1	0	0.39
1381	1	0	0.39
1382	1	0	0.39
1383	1	0	0.39
1384	1	0	0.39
1385	1	0	0.39
1386	1	0	0.39
1387	1	0	0.39
1388	1	0	0.39
1389	1	0	0.39
1390	1	0	0.39
1391	1	0	0.39
1392	1	0	0.39
1393	1	0	0.39
1394	1	0	0.39
1395	1	0	0.39
1396	1	0	0.39
1397	1	0	0.39
1398	1	0	0.39
1399	1	0	0.39
1400	1	0	0.39
1401	1	0	0.39
1402	1	0	0.39
1403	1	0	0.39
1404	1	0	0.39
1405	1	0	0.39
1406	1	0	0.39
1407	1	0	0.39
1408	1	0	0.39
1409	1	0	0.39
1410	1	0	0.39
1411	1	0	0.39
1412	1	0	0.39
1413	1	0	0.39
1414	1	0	0.39
1415	1	0	0.39
1416	1	0	0.39
1417	1	0	0.39
1418	1	0	0.39
1419	1	0	0.39
1420	1	0	0.39
1421	1	0	0.39
1422	1	0	0.39
1423	1	0	0.39
1424	1	0	0.39
1425	1	0	0.39
1426	1	0	0.39
1427	1	0	0.39
1428	1	0	0.39
1429	1	0	0.39
1430	1	0	0.39
1431	1	0	0.39
1432	1	0	0.39
1433	1	0	0.39
1434	1	0	0.39
1435	1	0	0.39
1436	1	0	0.39
1437	1	0	0.39
1438	1	0	0.39
1439	1	0	0.39
1440	1	0	0.39
1441	1	0	0.39
1442	1	0	0.39
1443	1	0	0.39
1444	1	0	0.39
1445	1	0	0.39
1446	1	0	0.39
1447	1	0	0.39
1448	1	0	0.39
1449	1	0	0.39
1450	1	0	0.39
1451	1	0	0.39
1452	1	0	0.39
1453	1	0	0.39
1454	1	0	0.39
1455	1	0	0.39
1456	1	0	0.39
1457	1	0	0.39
1458	1	0	0.39
1459	1	0	0.39
1460	1	0	0.39
1461	1	0	0.39
1462	1	0	0.39
1463	1	0	0.39
1464	1	0	0.39
1465	1	0	0.39
1466	1	0	0.39
1467	1	0	0.39
1468	1	0	0.39
1469	1	0	0.39
1470	1	0	0.39
1471	1	0	0.39
1472	1	0	0.39
1473	1	0	0.39
1474	1	0	0.39
1475	1	0	0.39
1476	1	0	0.39
1477	1	0	0.39
1478	1	0	0.39
1479	1	0	0.39
1480	1	0	0.39
1481	1	0	0.39
1482	1	0	0.39
1483	1	0	0.39
1484	1	0	0.39
1485	1	0	0.39
1486	1	0	0.39
1487	1	0	0.39
1488	1	0	0.39
1489	1	0	0.39
1490	1	0	0.39
1491	1	0	0.39
1492	1	0	0.39
1493	1	0	0.39
1494	1	0	0.39
1495	1	0	0.39
1496	1	0	0.39
1497	1	0	0.39
1498	1	0	0.39
1499	1	0	0.39
1500	1	0	0.39
1501	1	0	0.39
1502	1	0	0.39
1503	1	0	0.39
1504	1	0	0.39
1505	1	0	0.39
1506	1	0	0.39
1507	1	0	0.39
1508	1	0	0.39
1509	1	0	0.39
1510	1	0	0.39
1511	1	0	0.39
1512	1	0	0.39
1513	1	0	0.39
1514	1	0	0.39
1515	1	0	0.39
1516	1	0	0.39
1517	1	0	0.39
1518	1	0	0.39
1519	1	0	0.39
1520	1	0	0.39
1521	1	0	0.39
1522	1	0	0.39
1523	1	0	0.39
1524	1	0	0.39
1525	1	0	0.39
1526	1	0	0.39
1527	1	0	0.39
1528	1	0	0.39
1529	1	0	0.39
1530	1	0	0.39
1531	1	0	0.39
1532	1	0	0.39
1533	1	0	0.39
1534	1	0	0.39
1535	1	0	0.39
1536	1	0	0.39
1537	1	0	0.39
1538	1	0	0.39
1539	1	0	0.39
1540	1	0	0.39
1541	1	0	0.39
1542	1	0	0.39
1543	1	0	0.39
1544	1	0	0.39
1545	1	0	0.39
1546	1	0	0.39
1547	1	0	0.39
1548	1	0	0.39
1549	1	0	0.39
1550	1	0	0.39
1551	1	0	0.39
1552	1	0	0.39
1553	1	0	0.39
1554	1	0	0.39
1555	1	0	0.39
1556	1	0	0.39
1557	1	0	0.39
1558	1	0	0.39
1559	1	0	0.39
1560	1	0	0.39
1561	1	0	0.39
1562	1	0	0.39
1563	1	0	0.39
1564	1	0	0.39
1565	1	0	0.39
1566	1	0	0.39
1567	1	0	0.39
1568	1	0	0.39
1569	1	0	0.39
1570	1	0	0.39
1571	1	0	0.39
1572	1	0	0.39
1573	1	0	0.39
1574	1	0	0.39
1575	1	0	0.39
1576	1	0	0.39
1577	1	0	0.39
1578	1	0	0.39
1579	1	0	0.39
1580	1	0	0.39
1581	1	0	0.39
1582	1	0	0.39
1583	1	0	0.39
1584	1	0	0.39
1585	1	0	0.39
1586	1	0	0.39
1587	1	0	0.39
1588	1	0	0.39
1589	1	0	0.39
1590	1	0	0.39
1591	1	0	0.39
1592	1	0	0.39
1593	1	0	0.39
1594	1	0	0.39
1595	1	0	0.39
1596	1	0	0.39
1597	1	0	0.39
1598	1	0	0.39
1599	1	0	0.39
1600	1	0	0.39
1601	1	0	0.39
1602	1	0	0.39
1603	1	0	0.39
1604	1	0	0.39
1605	1	0	0.39
1606	1	0	0.39
1607	1	0	0.39
1608	1	0	0.39
1609	1	0	0.39
1610	1	0	0.39
1611	1	0	0.39
1612	1	0	0.39
1613	1	0	0.39
1614	1	0	0.39
1615	1	0	0.39
1616	1	0	0.39
1617	1	0	0.39
1618	1	0	0.39
1619	1	0	0.39
1620	1	0	0.39
1621	1	0	0.39
1622	1	0	0.39
1623	1	0	0.39
1624	1	0	0.39
1625	1	0	0.39
1626	1	0	0.39
1627	1	0	0.39
1628	1	0	0.39
1629	1	0	0.39
1630	1	0	0.39
1631	1	0	0.39
1632	1	0	0.39
1633	1	0	0.39
1634	1	0	0.39
1635	1	0	0.39
1636	1	0	0.39
1637	1	0	0.39
1638	1	0	0.39
1639	1	0	0.39
1640	1	0	0.39
1641	1	0	0.39
1642	1	0	0.39
1643	1	0	0.39
1644	1	0	0.39
1645	1	0	0.39
1646	1	0	0.39
1647	1	0	0.39
1648	1	0	0.39
1649	1	0	0.39
1650	1	0	0.39
1651	1	0	0.39
1652	1	0	0.39
1653	1	0	0.39
1654	1	0	0.39
1655	1	0	0.39
1656	1	0	0.39
1657	1	0	0.39
1658	1	0	0.39
1659	1	0	0.39
1660	1	0	0.39
1661	1	0	0.39
1662	1	0	0.39
1663	1	0	0.39
1664	1	0	0.39
1665	1	0	0.39
1666	1	0	0.39
1667	1	0	0.39
1668	1	0	0.39
1669	1	0	0.39
1670	1	0	0.39
1671	1	0	0.39
1672	1	0	0.39
1673	1	0	0.39
1674	1	0	0.39
1675	1	0	0.39
1676	1	0	0.39
1677	1	0	0.39
1678	1	0	0.39
1679	1	0	0.39
1680	1	0	0.39
1681	1	0	0.39
1682	1	0	0.39
1683	1	0	0.39
1684	1	0	0.39
1685	1	0	0.39
1686	1	0	0.39
1687	1	0	0.39
1688	1	0	0.39
1689	1	0	0.39
1690	1	0	0.39
1691	1	0	0.39
1692	1	0	0.39
1693	1	0	0.39
1694	1	0	0.39
1695	1	0	0.39
1696	1	0	0.39
1697	1	0	0.39
1698	1	0	0.39
1699	1	0	0.39
1700	1	0	0.39
1701	1	0	0.39
1702	1	0	0.39
1703	1	0	0.39
1704	1	0	0.39
1705	1	0	0.39
1706	1	0	0.39
1707	1	0	0.39
1708	1	0	0.39
1709	1	0	0.39
1710	1	0	0.39
1711	1	0	0.39
1712	1	0	0.39
1713	1	0	0.39
1714	1	0	0.39
1715	1	0	0.39
1716	1	0	0.39
1717	1	0	0.39
1718	1	0	0.39
1719	1	0	0.39
1720	1	0	0.39
1721	1	0	0.39
1722	1	0	0.39
1723	1	0	0.39
1724	1	0	0.39
1725	1	0	0.39
1726	1	0	0.39
1727	1	0	0.39
1728	1	0	0.39
1729	1	0	0.39
1730	1	0	0.39
1731	1	0	0.39
1732	1	0	0.39
1733	1	0	0.39
1734	1	0	0.39
1735	1	0	0.39
1736	1	0	0.39
1737	1	0	0.39
1738	1	0	0.39
1739	1	0	0.39
1740	1	0	0.39
1741	1	0	0.39
1742	1	0	0.39
1743	1	0	0.39
1744	1	0	0.39
1745	1	0	0.39
1746	1	0	0.39
1747	1	0	0.39
1748	1	0	0.39
1749	1	0	0.39
1750	1	0	0.39
1751	1	0	0.39
1752	1	0	0.39
1753	1	0	0.39
1754	1	0	0.39
1755	1	0	0.39
1756	1	0	0.39
1757	1	0	0.39
1758	1	0	0.39
1759	1	0	0.39
1760	1	0	0.39
1761	1	0	0.39
1762	1	0	0.39
1763	1	0	0.39
1764	1	0	0.39
1765	1	0	0.39
1766	1	0	0.39
1767	1	0	0.39
1768	1	0	0.39
1769	1	0	0.39
1770	1	0	0.39
1771	1	0	0.39
1772	1	0	0.39
1773	1	0	0.39
1774	1	0	0.39
1775	1	0	0.39
1776	1	0	0.39
1777	1	0	0.39
1778	1	0	0.39
1779	1	0	0.39
1780	1	0	0.39
1781	1	0	0.39
1782	1	0	0.39
1783	1	0	0.39
1784	1	0	0.39
1785	1	0	0.39
1786	1	0	0.39
1787	1	0	0.39
1788	1	0	0.39
1789	1	0	0.39
1790	1	0	0.39
1791	1	0	0.39
1792	1	0	0.39
1793	1	0	0.39
1794	1	0	0.39
1795	1	0	0.39
1796	1	0	0.39
1797	1	0	0.39
1798	1	0	0.39
1799	1	0	0.39
1800	1	0	0.39
1801	1	0	0.39
1802	1	0	0.39
1803	1	0	0.39
1804	1	0	0.39
1805	1	0	0.39
1806	1	0	0.39
1807	1	0	0.39
1808	1	0	0.39
1809	1	0	0.39
1810	1	0	0.39
1811	1	0	0.39
1812	1	0	0.39
1813	1	0	0.39
1814	1	0	0.39
1815	1	0	0.39
1816	1	0	0.39
1817	1	0	0.39
1818	1	0	0.39
1819	1	0	0.39
1820	1	0	0.39
1821	1	0	0.39
1822	1	0	0.39
1823	1	0	0.39
1824	1	0	0.39
1825	1	0	0.39
1826	1	0	0.39
1827	1	0	0.39
1828	1	0	0.39
1829	1	0	0.39
1830	1	0	0.39
1831	1	0	0.39
1832	1	0	0.39
1833	1	0	0.39
1834	1	0	0.39
1835	1	0	0.39
1836	1	0	0.39
1837	1	0	0.39
1838	1	0	0.39
1839	1	0	0.39
1840	1	0	0.39
1841	1	0	0.39
1842	1	0	0.39
1843	1	0	0.39
1844	1	0	0.39
1845	1	0	0.39
1846	1	0	0.39
1847	1	0	0.39
1848	1	0	0.39
1849	1	0	0.39
1850	1	0	0.39
1851	1	0	0.39
1852	1	0	0.39
1853	1	0	0.39
1854	1	0	0.39
1855	1	0	0.39
1856	1	0	0.39
1857	1	0	0.39
1858	1	0	0.39
1859	1	0	0.39
1860	1	0	0.39
1861	1	0	0.39
1862	1	0	0.39
1863	1	0	0.39
1864	1	0	0.39
1865	1	0	0.39
1866	1	0	0.39
1867	1	0	0.39
1868	1	0	0.39
1869	1	0	0.39
1870	1	0	0.39
1871	1	0	0.39
1872	1	0	0.39
1873	1	0	0.39
1874	1	0	0.39
1875	1	0	0.39
1876	1	0	0.39
1877	1	0	0.39
1878	1	0	0.39
1879	1	0	0.39
1880	1	0	0.39
1881	1	0	0.39
1882	1	0	0.39
1883	1	0	0.39
1884	1	0	0.39
1885	1	0	0.39
1886	1	0	0.39
1887	1	0	0.39
1888	1	0	0.39
1889	1	0	0.39
1890	1	0	0.39
1891	1	0	0.39
1892	1	0	0.39
1893	1	0	0.39
1894	1	0	0.39
1895	1	0	0.39
1896	1	0	0.39
1897	1	0	0.39
1898	1	0	0.39
1899	1	0	0.39
1900	1	0	0.39
1901	1	0	0.39
1902	1	0	0.39
1903	1	0	0.39
1904	1	0	0.39
1905	1	0	0.39
1906	1	0	0.39
1907	1	0	0.39
1908	1	0	0.39
1909	1	0	0.39
1910	1	0	0.39
1911	1	0	0.39
1912	1	0	0.39
1913	1	0	0.39
1914	1	0	0.39
1915	1	0	0.39
1916	1	0	0.39
1917	1	0	0.39
1918	1	0	0.39
1919	1	0	0.39
1920	1	0	0.39
1921	1	0	0.39
1922	1	0	0.39
1923	1	0	0.39
1924	1	0	0.39
1925	1	0	0.39
1926	1	0	0.39
1927	1	0	0.39
1928	1	0	0.39
1929	1	0	0.39
1930	1	0	0.39
1931	1	0	0.39
1932	1	0	0.39
1933	1	0	0.39
1934	1	0	0.39
1935	1	0	0.39
1936	1	0	0.39
1937	1	0	0.39
1938	1	0	0.39
1939	1	0	0.39
1940	1	0	0.39
1941	1	0	0.39
1942	1	0	0.39
1943	1	0	0.39
1944	1	0	0.39
1945	1	0	0.39
1946	1	0	0.39
1947	1	0	0.39
1948	1	0	0.39
1949	1	0	0.39
1950	1	0	0.39
1951	1	0	0.39
1952	1	0	0.39
1953	1	0	0.39
1954	1	0	0.39
1955	1	0	0.39
1956	1	0	0.39
1957	1	0	0.39
1958	1	0	0.39
1959	1	0	0.39
1960	1	0	0.39
1961	1	0	0.39
1962	1	0	0.39
1963	1	0	0.39
1964	1	0	0.39
1965	1	0	0.39
1966	1	0	0.39
1967	1	0	0.39
1968	1	0	0.39
1969	1	0	0.39
1970	1	0	0.39
1971	1	0	0.39
1972	1	0	0.39
1973	1	0	0.39
1974	1	0	0.39
1975	1	0	0.39
1976	1	0	0.39
1977	1	0	0.39
1978	1	0	0.39
1979	1	0	0.39
1980	1	0	0.39
1981	1	0	0.39
1982	1	0	0.39
1983	1	0	0.39
1984	1	0	0.39
1985	1	0	0.39
1986	1	0	0.39
1987	1	0	0.39
1988	1	0	0.39
1989	1	0	0.39
1990	1	0	0.39
1991	1	0	0.39
1992	1	0	0.39
1993	1	0	0.39
1994	1	0	0.39
1995	1	0	0.39
1996	1	0	0.39
1997	1	0	0.39
1998	1	0	0.39
1999	1	0	0.39
2000	1	0	0.39
2001	1	0	0.39
2002	1	0	0.39
2003	1	0	0.39
2004	1	0	0.39
2005	1	0	0.39
2006	1	0	0.39
2007	1	0	0.39
2008	1	0	0.39
2009	1	0	0.39
2010	1	0	0.39
2011	1	0	0.39
2012	1	0	0.39
2013	1	0	0.39
2014	1	0	0.39
2015	1	0	0.39
2016	1	0	0.39
2017	1	0	0.39
2018	1	0	0.39
2019	1	0	0.39
2020	1	0	0.39
2021	1	0	0.39
2022	1	0	0.39
2023	1	0	0.39
2024	1	0	0.39
2025	1	0	0.39
2026	1	0	0.39
2027	1	0	0.39
2028	1	0	0.39
2029	1	0	0.39
2030	1	0	0.39
2031	1	0	0.39
2032	1	0	0.39
2033	1	0	0.39
2034	1	0	0.39
2035	1	0	0.39
2036	1	0	0.39
2037	1	0	0.39
2038	1	0	0.39
2039	1	0	0.39
2040	1	0	0.39
2041	1	0	0.39
2042	1	0	0.39
2043	1	0	0.39
2044	1	0	0.39
2045	1	0	0.39
2046	1	0	0.39
2047	1	0	0.39
2048	1	0	0.39
2049	1	0	0.39
2050	1	0	0.39
2051	1	0	0.39
2052	1	0	0.39
2053	1	0	0.39
2054	1	0	0.39
2055	1	0	0.39
2056	1	0	0.39
2057	1	0	0.39
2058	1	0	0.39
2059	1	0	0.39
2060	1	0	0.39
2061	1	0	0.39
2062	1	0	0.39
2063	1	0	0.39
2064	1	0	0.39
2065	1	0	0.39
2066	1	0	0.39
2067	1	0	0.39
2068	1	0	0.39
2069	1	0	0.39
2070	1	0	0.39
2071	1	0	0.39
2072	1	0	0.39
2073	1	0	0.39
2074	1	0	0.39
2075	1	0	0.39
2076	1	0	0.39
2077	1	0	0.39
2078	1	0	0.39
2079	1	0	0.39
2080	1	0	0.39
2081	1	0	0.39
2082	1	0	0.39
2083	1	0	0.39
2084	1	0	0.39
2085	1	0	0.39
2086	1	0	0.39
2087	1	0	0.39
2088	1	0	0.39
2089	1	0	0.39
2090	1	0	0.39
2091	1	0	0.39
2092	1	0	0.39
2093	1	0	0.39
2094	1	0	0.39
2095	1	0	0.39
2096	1	0	0.39
2097	1	0	0.39
2098	1	0	0.39
2099	1	0	0.39
2100	1	0	0.39
2101	1	0	0.39
2102	1	0	0.39
2103	1	0	0.39
2104	1	0	0.39
2105	1	0	0.39
2106	1	0	0.39
2107	1	0	0.39
2108	1	0	0.39
2109	1	0	0.39
2110	1	0	0.39
2111	1	0	0.39
2112	1	0	0.39
2113	1	0	0.39
2114	1	0	0.39
2115	1	0	0.39
2116	1	0	0.39
2117	1	0	0.39
2118	1	0	0.39
2119	1	0	0.39
2120	1	0	0.39
2121	1	0	0.39
2122	1	0	0.39
2123	1	0	0.39
2124	1	0	0.39
2125	1	0	0.39
2126	1	0	0.39
2127	1	0	0.39
2128	1	0	0.39
2129	1	0	0.39
2130	1	0	0.39
2131	1	0	0.39
2132	1	0	0.39
2133	1	0	0.39
2134	1	0	0.39
2135	1	0	0.39
2136	1	0	0.39
2137	1	0	0.39
2138	1	0	0.39
2139	1	0	0.39
2140	1	0	0.39
2141	1	0	0.39
2142	1	0	0.39
2143	1	0	0.39
2144	1	0	0.39
2145	1	0	0.39
2146	1	0	0.39
2147	1	0	0.39
2148	1	0	0.39
2149	1	0	0.39
2150	1	0	0.39
2151	1	0	0.39
2152	1	0	0.39
2153	1	0	0.39
2154	1	0	0.39
2155	1	0	0.39
2156	1	0	0.39
2157	1	0	0.39
2158	1	0	0.39
2159	1	0	0.39
2160	1	0	0.39
2161	1	0	0.39
2162	1	0	0.39
2163	1	0	0.39
2164	1	0	0.39
2165	1	0	0.39
2166	1	0	0.39
2167	1	0	0.39
2168	1	0	0.39
2169	1	0	0.39
2170	1	0	0.39
2171	1	0	0.39
2172	1	0	0.39
2173	1	0	0.39
2174	1	0	0.39
2175	1	0	0.39
2176	1	0	0.39
2177	1	0	0.39
2178	1	0	0.39
2179	1	0	0.39
2180	1	0	0.39
2181	1	0	0.39
2182	1	0	0.39
2183	1	0	0.39
2184	1	0	0.39
2185	1	0	0.39
2186	1	0	0.39
2187	1	0	0.39
2188	1	0	0.39
2189	1	0	0.39
2190	1	0	0.39
2191	1	0	0.39
2192	1	0	0.39
2193	1	0	0.39
2194	1	0	0.39
2195	1	0	0.39
2196	1	0	0.39
2197	1	0	0.39
2198	1	0	0.39
2199	1	0	0.39
2200	1	0	0.39
2201	1	0	0.39
2202	1	0	0.39
2203	1	0	0.39
2204	1	0	0.39
2205	1	0	0.39
2206	1	0	0.39
2207	1	0	0.39
2208	1	0	0.39
2209	1	0	0.39
2210	1	0	0.39
2211	1	0	0.39
2212	1	0	0.39
2213	1	0	0.39
2214	1	0	0.39
2215	1	0	0.39
2216	1	0	0.39
2217	1	0	0.39
2218	1	0	0.39
2219	1	0	0.39
2220	1	0	0.39
2221	1	0	0.39
2222	1	0	0.39
2223	1	0	0.39
2224	1	0	0.39
2225	1	0	0.39
2226	1	0	0.39
2227	1	0	0.39
2228	1	0	0.39
2229	1	0	0.39
2230	1	0	0.39
2231	1	0	0.39
2232	1	0	0.39
2233	1	0	0.39
2234	1	0	0.39
2235	1	0	0.39
2236	1	0	0.39
2237	1	0	0.39
2238	1	0	0.39
2239	1	0	0.39
2240	1	0	0.39
2241	1	0	0.39
2242	1	0	0.39
2243	1	0	0.39
2244	1	0	0.39
2245	1	0	0.39
2246	1	0	0.39
2247	1	0	0.39
2248	1	0	0.39
2249	1	0	0.39
2250	1	0	0.39
2251	1	0	0.39
2252	1	0	0.39
2253	1	0	0.39
2254	1	0	0.39
2255	1	0	0.39
2256	1	0	0.39
2257	1	0	0.39
2258	1	0	0.39
2259	1	0	0.39
2260	1	0	0.39
2261	1	0	0.39
2262	1	0	0.39
2263	1	0	0.39
2264	1	0	0.39
2265	1	0	0.39
2266	1	0	0.39
2267	1	0	0.39
2268	1	0	0.39
2269	1	0	0.39
2270	1	0	0.39
2271	1	0	0.39
2272	1	0	0.39
2273	1	0	0.39
2274	1	0	0.39
2275	1	0	0.39
2276	1	0	0.39
2277	1	0	0.39
2278	1	0	0.39
2279	1	0	0.39
2280	1	0	0.39
2281	1	0	0.39
2282	1	0	0.39
2283	1	0	0.39
2284	1	0	0.39
2285	1	0	0.39
2286	1	0	0.39
2287	1	0	0.39
2288	1	0	0.39
2289	1	0	0.39
2290	1	0	0.39
2291	1	0	0.39
2292	1	0	0.39
2293	1	0	0.39
2294	1	0	0.39
2295	1	0	0.39
2296	1	0	0.39
2297	1	0	0.39
2298	1	0	0.39
2299	1	0	0.39
2300	1	0	0.39
2301	1	0	0.39
2302	1	0	0.39
2303	1	0	0.39
2304	1	0	0.39
2305	1	0	0.39
2306	1	0	0.39
2307	1	0	0.39
2308	1	0	0.39
2309	1	0	0.39
2310	1	0	0.39
2311	1	0	0.39
2312	1	0	0.39
2313	1	0	0.39
2314	1	0	0.39
2315	1	0	0.39
2316	1	0	0.39
2317	1	0	0.39
2318	1	0	0.39
2319	1	0	0.39
2320	1	0	0.39
2321	1	0	0.39
2322	1	0	0.39
2323	1	0	0.39
2324	1	0	0.39
2325	1	0	0.39
2326	1	0	0.39
2327	1	0	0.39
2328	1	0	0.39
2329	1	0	0.39
2330	1	0	0.39
2331	1	0	0.39
2332	1	0	0.39
2333	1	0	0.39
2334	1	0	0.39
2335	1	0	0.39
2336	1	0	0.39
2337	1	0	0.39
2338	1	0	0.39
2339	1	0	0.39
2340	1	0	0.39
2341	1	0	0.39
2342	1	0	0.39
