SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0
243	1	0.0017	0	3.8e-05	0.00015	0	0	0.0018	0	0	0	1.6e-06	0	0.0002	0	0.61
244	0.94	0.005	0	0.00023	0.022	3.4e-05	0	0.0052	4.9e-05	0	0	2.6e-06	0.0024	0.029	0	0.61
245	0.98	0.0017	0	0.0021	0.0042	0.0055	0.0025	0.0018	2.7e-05	0	0	7.2e-06	0.00066	0.0057	0	0.61
246	0.9	0.0043	0	0.00051	0.029	0.00034	3.7e-05	0.0045	0.0013	0	0	3.4e-06	0.016	0.04	0	0.61
247	4.8e-06	5.6e-05	0	0	0.088	0	0	5.8e-05	0.028	0	0	0	0.76	0.12	12	0.39
248	0.91	0.00049	0	0.0065	0.00029	0.043	0.039	0.00051	0	0	0	1.3e-05	4.9e-06	0.0004	0	0.61
249	0.98	0.001	0	0.0028	0.0012	0.0067	0.0021	0.0011	0	0	0	8.7e-06	4.1e-05	0.0016	0	0.61
250	0.99	0	0	0.0036	0	0.0016	2.1e-05	0	0	0	0	1.6e-05	0	0	0	0.61
251	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0.043
252	0.94	0.0047	0	0.00026	0.02	4.6e-05	0	0.0049	5e-05	0	0	2.7e-06	0.0023	0.027	0	0.61
253	0.095	0	0	0.02	0	0.5	0.38	0	0	0	0	1.2e-05	0	0	5	0.78
254	0.83	0.0047	0	0.00045	0.044	0.00034	4.9e-05	0.0049	0.0061	0	0	3e-06	0.048	0.061	0	0.61
255	6.6e-05	1.4e-05	0	0	0.0046	0	0	1.5e-05	0.49	0.1	0	0	0.4	0.0063	8	0.35
256	0	0	0	0	1.9e-05	0	0	0	0.82	0	0	0	0.18	2.6e-05	8	0.35
257	0	0	0	0	0	0	0	0	0	0.00031	1	0	0	0	10	0.043
258	0.98	0.0038	0	0.00067	0.0028	4.9e-05	0	0.004	0	0	0	7.2e-06	4.9e-06	0.0038	0	0.61
259	0.67	0.0066	0	0.0013	0.076	0.0026	0.0014	0.0069	0.027	0.003	2.4e-06	6.3e-06	0.096	0.1	0	0.61
260	0.18	0.0089	0	1.8e-05	0.23	0	0	0.0093	0.027	0	0	0	0.22	0.32	13	0.47
261	4.1e-06	0	0.65	0	1.1e-05	0	0	0	0.00012	0.08	0.27	0	0.00012	1.5e-05	2	0
262	0	0	0	0	0	0	0	0	0	3.8e-05	1	0	0	0	10	0.043
263	0.96	0.0052	0	0.00012	0.014	4.9e-06	0	0.0055	0	0	0	2e-06	0.00032	0.018	0	0.61
264	0	0	0.96	0	0	0	0	0	0	0.00014	0.043	0	0	0	2	0
265	0	0	0	0	0	0	0	0	0	0.016	0.98	0	0	0	10	0.043
266	0.99	0.0023	0	0.0027	0.0018	0.0016	6.4e-05	0.0024	0	0	0	1.3e-05	9e-06	0.0024	0	0.61
267	0.4	0.016	0	3e-05	0.22	0	0	0.016	0.0018	0	0	0	0.047	0.3	0	0.61
268	0.9	0.0052	0	0.0026	0.027	0.0056	0.0024	0.0055	0.0009	0	0	1.1e-05	0.0084	0.038	0	0.61
269	0	0	0.94	0	0	0	0	0	0	0.00038	0.06	0	0	0	2	0
270	0.93	0.0049	0	0.0024	0.02	0.0039	0.001	0.0052	0.00023	0	0	1.1e-05	0.0034	0.028	0	0.61
271	0	0	1	0	0	0	0	0	0	0	9.4e-05	0	0	0	2	0
272	0.91	0.012	0	0.0001	0.028	1e-06	0	0.013	0	0	0	2.8e-06	0.00017	0.039	0	0.61
273	0.97	0.0041	0	0.00018	0.0089	1.2e-05	0	0.0043	0	0	0	2.5e-06	0.00019	0.012	0	0.61
274	0.99	0.00024	0	0.0033	1.5e-05	0.0019	3.2e-05	0.00025	0	0	0	1.2e-05	0	2e-05	0	0.61
275	0.93	0.0054	0	0.0019	0.023	0.0021	0.00035	0.0057	0.00019	0	0	9.5e-06	0.0033	0.031	0	0.61
276	0.031	0.0023	0	2.4e-06	0.12	0	0	0.0024	0.17	1.8e-05	0	0	0.5	0.17	12	0.39
277	0.74	0.01	0	3.9e-05	0.093	0	0	0.011	0.00035	0	0	0	0.017	0.13	0	0.61
278	0.77	0.0066	0	0.00017	0.068	3.4e-05	0	0.007	0.0035	0	0	1.9e-06	0.046	0.093	0	0.61
279	0.95	0.0024	0	0.0017	0.011	0.005	0.0031	0.0025	0.00054	0	0	6.2e-06	0.0056	0.015	0	0.61
280	0.76	0.0079	0	9.5e-05	0.08	8.7e-06	0	0.0083	0.0018	0	0	1.4e-06	0.036	0.11	0	0.61
281	0.96	0.0025	0	0.0014	0.011	0.0031	0.0013	0.0026	0.00034	0	0	5.8e-06	0.0044	0.015	0	0.61
282	0.77	0.013	0	1.8e-05	0.085	0	0	0.013	3.2e-05	0	0	0	0.0046	0.12	0	0.61
283	0.85	0.0084	0	6.9e-05	0.053	2.4e-06	0	0.0089	9.6e-05	0	0	1.4e-06	0.006	0.072	0	0.61
284	0.98	0.00094	0	0.0034	0.0011	0.011	0.0054	0.00098	0	0	0	9.5e-06	4.2e-05	0.0014	0	0.61
285	1	0	0	0.0011	0	0.00074	0.0026	0	0	0	0	7.3e-06	0	0	0	0.61
286	0.98	0.0037	0	9.9e-05	0.0037	1.7e-06	0	0.0039	0	0	0	2e-06	9.8e-06	0.0051	0	0.61
287	0.76	0.0045	0	0.00045	0.052	0.00044	9.3e-05	0.0048	0.017	2.9e-06	0	2.8e-06	0.09	0.071	0	0.61
288	0.98	0	0	0.0063	0	0.01	0.0011	0	0	0	0	2e-05	0	0	0	0.61
289	0	0	0.97	0	0	0	0	0	0	3.2e-05	0.027	0	0	0	2	0
290	0.97	0.0014	0	0.0027	0.0031	0.0098	0.0064	0.0015	1.9e-05	0	0	8.1e-06	0.00046	0.0043	0	0.61
291	0.96	0.0022	0	0.0019	0.009	0.0059	0.0039	0.0023	0.00035	0	0	6.5e-06	0.004	0.012	0	0.61
292	0.36	0.0042	0	8.4e-05	0.091	3e-05	2.2e-06	0.0044	0.088	5e-05	0	0	0.33	0.12	0	0.61
293	1	0	0	0.00068	0	0.00015	3.2e-05	0	0	0	0	6.3e-06	0	0	0	0.61
294	0.063	0.0023	0	2.3e-06	0.11	0	0	0.0024	0.13	0	0	0	0.55	0.15	12	0.39
295	0.00057	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0.87
296	0.99	0	0	0.00022	0	0.00018	0.013	0	0	0	0	3.5e-06	0	0	0	0.61
297	0.97	0.0022	0	0.0016	0.008	0.0035	0.0015	0.0023	0.00015	0	0	6.2e-06	0.0024	0.011	0	0.61
298	0.99	0	0	0.0027	0	0.0028	0.00027	0	0	0	0	1.2e-05	0	0	0	0.61
299	0.96	0	0	0.0037	0	0.014	0.017	0	0	0	0	1.2e-05	0	0	0	0.61
300	0.99	0.0006	0	0.0035	0.00026	0.0066	0.0011	0.00063	0	0	0	1e-05	0	0.00035	0	0.61
301	1	0.00056	0	0.00056	4.6e-05	2.7e-05	0	0.00059	0	0	0	5.4e-06	0	6.3e-05	0	0.61
302	0.98	0.0026	0	0.00066	0.0062	0.00031	1.5e-05	0.0027	6.5e-06	0	0	4.4e-06	0.0004	0.0085	0	0.61
303	0.97	0.0031	0	0	0.0076	0	0	0.0032	7.1e-05	0	0	0	0.0014	0.01	0	0.61
304	1	0.0016	0	0	3.8e-05	0	0	0.0017	0	0	0	0	0	5.2e-05	0	0.61
305	0	0	0	0	0	0.22	0.78	0	0	1.2e-06	0	0	0	0	6	0.87
306	0	0	0	1.3e-05	0	0.13	0.76	0	0.052	0.046	0	0	0.018	0	6	0.87
307	0	0	0	0	0	0.00017	0.93	0	0.068	0	0	0	0.0032	0	6	0.87
308	0	0	0	0	0	0.0005	1	0	0	0	0	0	0	0	6	0.87
309	0	0	0	0	0	0.0016	1	0	0	0	0	0	0	0	6	0.87
310	0	0	0	0	0	0	0	0	0.00035	0	0	0	1	0	12	0.39
311	0	0	0	0	0	0.13	0.87	0	0	0	0	0	0	0	6	0.87
312	0	0	0	0	0	0.92	0.056	0	0	0.021	0	0	0	0	5	0.78
313	0	0	0	0	0	0.93	0.044	0	0	0.027	0	0	0	0	5	0.78
314	0	0	0	0	0	0.66	0.33	0	0	0.013	0	0	0	0	5	0.78
315	0.85	0.01	0	0	0.053	0	0	0.011	0.0002	0	0	0	0.008	0.072	0	0.61
316	0.0011	0.0018	0	0	0.32	0	0	0.0019	0.0062	0	0	0	0.24	0.43	13	0.47
317	0.89	0.012	0	0	0.034	0	0	0.013	3.8e-06	0	0	0	0.00076	0.046	0	0.61
318	0.99	0.0021	0	0	0.00052	0	0	0.0022	0	0	0	0	0	0.00071	0	0.61
319	0.99	0.0022	0	0	0.0029	0	0	0.0023	3.7e-06	0	0	0	0.00017	0.004	0	0.61
320	1	0.00089	0	0	8.4e-05	0	0	0.00093	0	0	0	0	0	0.00011	0	0.61
321	1	0.0014	0	0	9e-05	0	0	0.0014	0	0	0	0	0	0.00012	0	0.61
322	0.81	0.016	0	7.7e-05	0.067	0	0	0.017	8.9e-06	0	0	2.2e-06	0.0013	0.091	0	0.61
323	0.96	0.0046	0	0	0.013	0	0	0.0048	7.2e-05	0	0	0	0.002	0.018	0	0.61
324	1	0.00017	0	0	1.8e-06	0	0	0.00017	0	0	0	0	0	2.4e-06	0	0.61
325	0.92	0.019	0	0	0.019	0	0	0.02	0	0	0	0	1.1e-05	0.026	0	0.61
326	1	0.00098	0	0	0.00015	0	0	0.001	0	0	0	0	0	0.00021	0	0.61
327	0.97	0.0041	0	0	0.011	0	0	0.0043	4.1e-05	0	0	0	0.0013	0.014	0	0.61
328	0.99	0.0024	0	0	0.0011	0	0	0.0026	0	0	0	0	0	0.0015	0	0.61
329	0.99	0.002	0	0	0.0032	0	0	0.0021	1.6e-05	0	0	0	0.00038	0.0044	0	0.61
330	0.99	0.006	0	0	0.00079	0	0	0.0063	0	0	0	0	0	0.0011	0	0.61
331	0.97	0.0054	0	0	0.0078	0	0	0.0056	0	0	0	0	0.00011	0.011	0	0.61
332	1	0.00031	0	0	1.5e-05	0	0	0.00033	0	0	0	0	0	2e-05	0	0.61
333	0.91	0.0089	0	0	0.03	0	0	0.0094	2.4e-05	0	0	0	0.0019	0.041	0	0.61
334	1	0	0	0.0015	0	0.0013	0.00075	0	0	0	0	8.6e-06	0	0	0	0.61
335	1	0	0	2.5e-05	0	0	0	0	0	0	0	2.3e-06	0	0	0	0.61
336	0.9	0.0068	0	0	0.031	0	0	0.0071	0.0004	0	0	0	0.0083	0.043	0	0.61
337	0.97	0.013	0	0	0.0033	0	0	0.014	0	0	0	0	0	0.0045	0	0.61
338	0.97	0.0037	0	0	0.0094	0	0	0.0039	4.9e-05	0	0	0	0.0013	0.013	0	0.61
339	0.89	0	0.093	7.8e-05	0	7.3e-06	0	0	0	0.00052	0.014	1.7e-06	0	0	0	0.61
340	1	0	0	0.00011	0	1.5e-06	0	0	0	0	0	2.9e-06	0	0	0	0.61
341	0.99	0.0027	0	0	0.0029	0	0	0.0028	0	0	0	0	6.2e-05	0.004	0	0.61
342	1	0	0	0.0007	0	1.2e-05	0	0	0	0	0	8.5e-06	0	0	0	0.61
343	0	0	1	0	0	0	0	0	0	0	6.6e-06	0	0	0	2	0
344	0.5	0.029	0	5e-06	0.18	0	0	0.031	4.9e-06	0	0	0	0.0019	0.25	0	0.61
345	0.94	0.006	0	0	0.02	0	0	0.0063	7e-05	0	0	0	0.0025	0.027	0	0.61
346	0.98	0.0041	0	0	0.005	0	0	0.0043	0	0	0	0	6.4e-05	0.0068	0	0.61
347	0.88	0.0076	0	0	0.04	0	1.6e-06	0.0079	0.00066	0	0	0	0.013	0.055	0	0.61
348	0.89	0.0071	0	0	0.036	0	1.5e-06	0.0075	0.00058	0	0	0	0.011	0.049	0	0.61
349	1	0.00052	0	0	2.3e-05	0	0	0.00055	0	0	0	0	0	3.1e-05	0	0.61
350	0.84	0.015	0	0	0.054	0	0	0.015	1e-05	0	0	0	0.0017	0.074	0	0.61
351	0.99	0.0032	0	0	0.00096	0	0	0.0034	0	0	0	0	0	0.0013	0	0.61
352	0.15	0.019	0	0	0.33	0	0	0.02	0.0003	0	0	0	0.037	0.44	13	0.47
353	1	0.00055	0	0	5.3e-05	0	0	0.00058	0	0	0	0	0	7.3e-05	0	0.61
354	1	0.00036	0	0	3.1e-06	0	0	0.00038	0	0	0	0	0	4.2e-06	0	0.61
355	1	0.00018	0	0	0	0	0	0.00018	0	0	0	0	0	1.1e-06	0	0.61
356	1	0.0012	0	0	0.00019	0	0	0.0013	0	0	0	0	0	0.00026	0	0.61
357	0.98	0.0022	0	2.3e-06	0.0043	0	0	0.0023	3.6e-05	0	0	0	0.0007	0.0058	0	0.61
358	0.97	0.005	0	0	0.0072	0	0	0.0052	0	0	0	0	0.00011	0.0098	0	0.61
359	0.47	0.028	0	0	0.2	0	0	0.029	1.9e-05	0	0	0	0.0056	0.27	0	0.61
360	0.91	0.015	0	0	0.025	0	0	0.015	0	0	0	0	9.3e-05	0.034	0	0.61
361	0.7	0.02	0	0	0.11	0	0	0.021	3.8e-05	0	0	0	0.0053	0.15	0	0.61
362	0	0	0	0.026	0	0.0068	1.1e-06	0	0	0.96	0.0032	0	0	0	9	0.13
363	0.99	0.0017	0	0	0.0013	0	0	0.0017	0	0	0	0	2.3e-05	0.0018	0	0.61
364	0.96	0	0	0.0049	0	0.019	0.013	0	0	0	0	1.5e-05	0	0	0	0.61
365	1	0.0015	0	0	0.00065	0	0	0.0015	0	0	0	0	2.6e-06	0.00089	0	0.61
366	0.13	0.0097	0	0	0.26	0	9.2e-06	0.01	0.013	0	0	0	0.23	0.35	13	0.47
367	0.98	0.0044	0	0	0.0034	0	0	0.0046	0	0	0	0	1.1e-05	0.0046	0	0.61
368	0.99	0.0019	0	0	0.0016	0	0	0.002	0	0	0	0	2.6e-05	0.0022	0	0.61
369	0.93	0.011	0	0	0.021	0	0	0.011	0	0	0	0	0.0002	0.028	0	0.61
370	0.0025	0.0003	0	0	0.028	0.0047	0.17	0.00032	0.27	0.0015	0	0	0.49	0.038	12	0.39
371	0.36	0.012	0	0	0.19	0	4e-05	0.012	0.013	0	0	0	0.17	0.25	0	0.61
372	0.34	0.0073	0	0	0.13	1.1e-05	0.0038	0.0077	0.054	0	0	0	0.29	0.17	0	0.61
373	0.8	3.1e-05	0	0.027	0	0.15	0.026	3.2e-05	0	0	0	3e-05	0	0	0	0.61
374	0.96	0.0072	0	0	0.0093	0	0	0.0076	0	0	0	0	5.4e-05	0.013	0	0.61
375	0.99	0.0021	0	0	0.00044	0	0	0.0023	0	0	0	0	0	0.00061	0	0.61
376	0.2	0.011	0	0	0.23	0	2.1e-05	0.011	0.014	0	0	0	0.22	0.31	13	0.47
377	0.026	0.029	0	0	0.39	0	0	0.031	0	0	0	0	0.00043	0.53	13	0.47
378	0.44	0.0093	0	0	0.14	0	0.00057	0.0097	0.025	0	0	0	0.19	0.19	0	0.61
379	0.9	0.011	0	0	0.032	0	0	0.012	5.6e-06	0	0	0	0.00091	0.044	0	0.61
380	0.18	0.0055	0	0	0.13	1.6e-05	0.0067	0.0058	0.086	0	0	0	0.41	0.18	12	0.39
381	0.98	0.0054	0	0	0.0017	0	0	0.0057	0	0	0	0	0	0.0023	0	0.61
382	1	0	0	0.00023	0	8.9e-06	0	0	0	0	0	3.9e-06	0	0	0	0.61
383	0.49	0.024	0	0	0.19	0	0	0.025	6e-05	0	0	0	0.0099	0.26	0	0.61
384	0.99	0.0028	0	0	0.00047	0	0	0.0029	0	0	0	0	0	0.00064	0	0.61
385	1	0	0	0.00061	0	1.5e-05	0	0	0	0	0	7.5e-06	0	0	0	0.61
386	0.99	0.0014	0	0	0.00093	0	0	0.0014	0	0	0	0	1.5e-05	0.0013	0	0.61
387	0.99	0.0013	0	0	0.0011	0	0	0.0014	0	0	0	0	3.4e-05	0.0015	0	0.61
388	1	0.00069	0	0	0.00015	0	0	0.00072	0	0	0	0	0	0.00021	0	0.61
389	0.9	0	0.095	0	0	0	0	0	0	0	0.00057	0	0	0	0	0.61
390	1	0	0	0.00098	0	3.3e-05	0	0	0	0	0	9.7e-06	0	0	0	0.61
391	0.9	0.0036	0	0.00088	0.026	0.0013	0.00042	0.0037	0.0029	0	0	4.3e-06	0.023	0.035	0	0.61
392	0.64	0	0	0.011	0	0.13	0.22	0	0	0	0	1.9e-05	0	0	0	0.61
393	0.98	0.0033	0	0.00025	0.0057	2.3e-05	0	0.0035	0	0	0	2.9e-06	9.2e-05	0.0078	0	0.61
394	0.99	0.00031	0	0.0029	3.1e-05	0.0018	3.9e-05	0.00033	0	0	0	1.1e-05	0	4.2e-05	0	0.61
395	0.98	0.0022	0	0.0013	0.0062	0.0018	0.00037	0.0023	3.3e-05	0	0	5.8e-06	0.00093	0.0085	0	0.61
396	0.94	0.00012	0	0.012	6e-06	0.042	0.0073	0.00013	0	0	0	2e-05	0	8.3e-06	0	0.61
397	0.99	0.0022	0	0.00043	0.0026	6.8e-05	0	0.0023	0	0	0	3.9e-06	2.7e-05	0.0036	0	0.61
398	0.84	0.006	0	0.00023	0.051	5.6e-05	1.9e-06	0.0063	0.0017	0	0	2.3e-06	0.026	0.069	0	0.61
399	0.16	0.015	0	0	0.3	0	0	0.015	0.002	0	0	0	0.095	0.41	13	0.47
400	0.98	0.0049	0	0	0.0047	0	0	0.0051	0	0	0	0	2.4e-05	0.0064	0	0.61
401	0.93	0.019	0	0	0.014	0	0	0.02	0	0	0	0	2.7e-06	0.019	0	0.61
402	0.96	0.0041	0	0	0.013	0	0	0.0043	0.00015	0	0	0	0.0029	0.018	0	0.61
403	0.94	0.0045	0	0	0.019	0	1.2e-05	0.0047	0.00071	0	0	0	0.0083	0.026	0	0.61
404	0.73	0.012	0	0	0.09	0	0	0.013	0.0011	0	0	0	0.027	0.12	0	0.61
405	0.98	0.0049	0	0	0.0062	0	0	0.0051	0	0	0	0	7.1e-05	0.0085	0	0.61
406	0	0	0	0.0038	0	0	0	0	0	0.00025	1	0.00012	0	0	10	0.043
407	0	0	0	2.1e-05	0	0	0	0	0	0	1	0.00012	0	0	10	0.043
408	0	0	0	0.0044	0	0.00013	0	0	0	0.018	0.98	0.00012	0	0	10	0.043
409	0.9	0	0.095	0	0	0	0	0	0	0	0.00025	0	0	0	0	0.61
410	0.91	0	0.095	0	0	0	0	0	0	0	2.6e-06	0	0	0	0	0.61
411	0.9	0	0.094	2.2e-05	0	0	0	0	0	7.4e-05	0.0075	0	0	0	0	0.61
412	0	0	0	3.2e-05	0	0	0	0	0	0	1	0.00012	0	0	10	0.043
413	0.015	0.0057	0	0	0.33	0	0	0.006	0.0039	0	0	0	0.19	0.45	13	0.47
414	0.077	0.0093	0	0	0.29	0	1.1e-06	0.0098	0.0074	0	0	0	0.2	0.4	13	0.47
415	0.89	0	0.093	0.00016	0	3.4e-05	1.9e-06	0	0	0.0016	0.02	2.5e-06	0	0	0	0.61
416	0.97	0.0043	0	0	0.0087	0	0	0.0045	8.2e-06	0	0	0	0.0005	0.012	0	0.61
417	0.97	0.0062	0	0	0.0064	0	0	0.0065	0	0	0	0	2.6e-05	0.0087	0	0.61
418	0	0	0	7e-06	0	0	0	0	0	0	1	0.00012	0	0	10	0.043
419	0.83	0.013	0	0	0.058	0	0	0.013	6.3e-05	0	0	0	0.0046	0.08	0	0.61
420	0.7	0.027	0	0	0.1	0	0	0.028	0	0	0	0	0.001	0.14	0	0.61
421	0	0	0	0.00031	0	0	0	0	0	4.5e-05	1	0.00012	0	0	10	0.043
422	1	0.00043	0	0	4e-05	0	0	0.00045	0	0	0	0	0	5.5e-05	0	0.61
423	0.0067	0.0019	0	0	0.16	0	9.7e-05	0.002	0.054	0	0	0	0.55	0.22	12	0.39
424	0.95	0.0053	0	0	0.016	0	0	0.0055	5.4e-05	0	0	0	0.0019	0.022	0	0.61
425	0.88	0.0089	0	0	0.041	0	0	0.0093	0.00018	0	0	0	0.0064	0.056	0	0.61
426	0.97	0	0	0.006	0	0.016	0.004	0	0	0	0	1.8e-05	0	0	0	0.61
427	0.98	0.0011	0	0.0028	0.0014	0.0072	0.0025	0.0011	0	0	0	8.6e-06	6.2e-05	0.0019	0	0.61
428	0.45	0.0099	0	1.8e-05	0.17	0	0	0.01	0.0056	0	0	0	0.11	0.24	0	0.61
429	0.21	0.0034	0	3.2e-05	0.095	6.9e-06	0	0.0036	0.12	4.3e-05	0	0	0.43	0.13	12	0.39
430	0.89	0.0021	0	0.0073	0.0039	0.041	0.044	0.0022	1.2e-05	0	0	1.8e-05	0.00027	0.0053	0	0.61
431	0.96	0.0057	0	0.00064	0.0097	7.7e-05	0	0.006	0	0	0	6.6e-06	0.0001	0.013	0	0.61
432	0.54	0.0067	0	0.00076	0.096	0.0011	0.00039	0.007	0.051	0.011	1e-05	4.2e-06	0.16	0.13	0	0.61
433	0.96	0.0041	0	0.0022	0.0097	0.0021	0.00022	0.0043	1.2e-05	0	0	1.1e-05	0.00047	0.013	0	0.61
434	0.99	0.00078	0	0.0051	0.00011	0.0028	5.4e-05	0.00082	0	0	0	2e-05	0	0.00015	0	0.61
435	0.58	0.029	0	7.1e-06	0.15	0	0	0.03	2.7e-06	0	0	0	0.0012	0.21	0	0.61
436	0.91	0.0001	0	0.03	1.3e-06	0.059	0.0024	0.00011	0	0	0	5e-05	0	1.7e-06	0	0.61
437	0.81	0.0014	0	0.0093	0.0019	0.071	0.099	0.0015	3e-06	0	0	1.9e-05	8.7e-05	0.0027	0	0.61
438	0.75	0.0097	0	0.00051	0.083	0.00018	8e-06	0.01	0.0024	0	0	4.5e-06	0.028	0.11	0	0.61
439	0	0	0	0	0	0.013	0.98	0	0.0026	4.2e-05	0	0	2.8e-05	0	6	0.87
440	0	0	0	0	0	0.14	0.86	0	0	7.3e-05	0	0	0	0	6	0.87
441	0.49	0.00047	0	0.011	0.00033	0.15	0.35	0.00049	0	0	0	1.6e-05	5.6e-06	0.00045	0	0.61
442	0.7	0.012	0	0.00021	0.11	2e-05	0	0.013	0.00095	0	0	2.9e-06	0.02	0.15	0	0.61
443	0	0	0	0	0	0	0	0	0	0.002	1	0	0	0	10	0.043
444	0	0	0	0	0	0	0	0	0	0.13	0.87	0	0	0	10	0.043
445	0.97	0.0012	0	0.003	0.0019	0.01	0.0055	0.0012	3.8e-06	0	0	8.7e-06	0.00015	0.0026	0	0.61
446	0.91	9.8e-05	0	0.014	4.2e-06	0.064	0.014	0.0001	0	0	0	2.2e-05	0	5.7e-06	0	0.61
447	0.00052	0.00056	0	0	0.14	0	0	0.00059	0.073	0	0	0	0.59	0.2	12	0.39
448	0.0051	0.00021	0	1.5e-06	0.0097	0	0	0.00022	0.048	0.84	0.018	0	0.07	0.013	9	0.13
449	0.96	0.0073	0	0.00031	0.012	1.2e-05	0	0.0076	0	0	0	4.8e-06	7e-05	0.016	0	0.61
450	0.0099	0.0019	0	0	0.18	0	7.5e-05	0.002	0.047	0	0	0	0.52	0.24	12	0.39
451	0.08	0.022	0	0	0.37	0	0	0.023	8.5e-06	0	0	0	0.0048	0.5	13	0.47
452	0.25	3.3e-06	0	0.068	0	0.62	0.068	3.4e-06	0	0	0	4.3e-05	0	0	5	0.78
453	0.83	0.035	0	2.2e-06	0.04	0	0	0.037	0	0	0	0	4.2e-06	0.054	0	0.61
454	0	0	0.98	0	0	0	0	0	0	1.4e-05	0.021	0	0	0	2	0
455	0.88	0.00091	0	0.012	0.00049	0.063	0.038	0.00096	0	0	0	2.4e-05	3.3e-06	0.00067	0	0.61
456	0.98	0.0028	0	0.0027	0.0035	0.0022	0.00016	0.003	0	0	0	1.3e-05	4.9e-05	0.0048	0	0.61
457	0.79	0.00083	0	0.012	0.00053	0.094	0.097	0.00087	0	0	0	2.3e-05	5.5e-06	0.00072	0	0.61
458	0.97	0.00033	0	0.013	2e-05	0.019	0.00087	0.00035	0	0	0	3.2e-05	0	2.7e-05	0	0.61
459	0.91	0.009	0	0.00037	0.03	3.3e-05	0	0.0094	1.2e-05	0	0	4.7e-06	0.00093	0.041	0	0.61
460	0.57	0.0083	0	0.00051	0.11	0.00034	4.4e-05	0.0087	0.025	8.9e-06	0	3.7e-06	0.12	0.15	0	0.61
461	0.95	0.0015	0	0.0079	0.0012	0.028	0.011	0.0015	0	0	0	2e-05	1.5e-05	0.0017	0	0.61
462	0	0	0	0	0	0	0	0	0	1	0.00081	0	0	0	9	0.13
463	0.92	0.011	0	0.00017	0.026	3.6e-06	0	0.011	1.1e-06	0	0	3.4e-06	0.00025	0.036	0	0.61
464	0.82	0.0069	0	0.0015	0.054	0.0021	0.00058	0.0072	0.0042	0	0	7.6e-06	0.029	0.074	0	0.61
465	0.22	0.0046	0	0.00014	0.11	8.6e-05	1.2e-05	0.0049	0.13	0.058	3.6e-05	1.2e-06	0.32	0.15	12	0.39
466	0.98	0.0029	0	0.0033	0.0043	0.0043	0.00061	0.003	1.8e-06	0	0	1.4e-05	0.00011	0.0059	0	0.61
467	0.39	3.1e-05	0	0.037	0	0.41	0.17	3.3e-05	0	0	0	3.4e-05	0	0	5	0.78
468	0	0	0.98	0	0	0	0	0	0	2e-05	0.024	0	0	0	2	0
469	0.95	0.0063	0	0.00073	0.016	0.00014	1.8e-06	0.0067	5.3e-06	0	0	6.6e-06	0.00041	0.022	0	0.61
470	0.99	0.00012	0	0.0048	0	0.00023	0	0.00013	0	0	0	2.7e-05	0	0	0	0.61
471	0.89	0.0026	0	0.0063	0.0074	0.035	0.043	0.0028	7.8e-05	0	0	1.6e-05	0.0011	0.01	0	0.61
472	0	0	0	0	0	0	0	0	0	7.7e-05	1	0	0	0	10	0.043
473	0.98	0.0024	0	0.0041	0.0031	0.0064	0.0011	0.0025	0	0	0	1.5e-05	5.9e-05	0.0042	0	0.61
474	0.95	0.0035	0	0.0039	0.01	0.0098	0.0042	0.0037	5.6e-05	0	0	1.4e-05	0.0011	0.014	0	0.61
475	0.17	0.02	0	1e-06	0.32	0	0	0.021	0.00015	0	0	0	0.018	0.44	13	0.47
476	0.98	0.0043	0	0.00069	0.0042	6.4e-05	0	0.0045	0	0	0	7.1e-06	1.4e-05	0.0058	0	0.61
477	0.49	0.01	0	0.00019	0.15	3.6e-05	0	0.011	0.014	0	0	2.2e-06	0.11	0.21	0	0.61
478	0.64	0.011	0	0.00026	0.12	4.9e-05	1.1e-06	0.012	0.0042	0	0	3e-06	0.048	0.17	0	0.61
479	0.91	0	0	0.0067	0	0.038	0.042	0	0	0	0	1.7e-05	0	0	0	0.61
480	0.95	0.0018	0	0.0025	0.0067	0.01	0.01	0.0019	0.00025	0	0	7.4e-06	0.0028	0.0092	0	0.61
481	0.98	0.00011	0	0.0083	2.8e-06	0.011	0.00042	0.00011	0	0	0	1.9e-05	0	3.8e-06	0	0.61
482	0.98	0.00092	0	0.0033	0.00096	0.0098	0.0039	0.00097	0	0	0	9.4e-06	3.1e-05	0.0013	0	0.61
483	0	0	0	0.012	0	0.042	0.0015	0	6.6e-06	0.93	0.01	1.3e-06	0	0	9	0.13
484	0.93	0.0092	0	1.6e-05	0.021	0	0	0.0096	0	0	0	0	0.00018	0.029	0	0.61
485	0.93	0.001	0	0.0041	0.0019	0.025	0.032	0.0011	1.1e-05	0	0	9.6e-06	0.00026	0.0026	0	0.61
486	1	0	0	0.0014	0	0.0011	0.0005	0	0	0	0	8.5e-06	0	0	0	0.61
487	0.00036	0.00046	0	0	0.15	0	0	0.00048	0.027	0	0	0	0.61	0.21	12	0.39
488	0.93	0.006	0	0.00013	0.023	7.6e-06	0	0.0063	1.6e-05	0	0	2e-06	0.0014	0.032	0	0.61
