SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0
476	0.091	0.91	9.6e-06	0	0	0	2.7e-05	1	0.61
477	0.25	0.52	1.4e-05	0	0	0	0.24	1	0.61
478	0.26	0.64	1.7e-05	0	0	0	0.1	1	0.61
479	0	0.91	0.088	0	0	0	0	1	0.61
480	0.041	0.93	0.022	0	0	0	0.0056	1	0.61
481	0.0025	0.99	0.0061	0	0	0	0	1	0.61
482	0.021	0.96	0.014	0	0	0	6.3e-05	1	0.61
483	0	0	0.022	0	0.011	0.97	0	5	0.13
484	0.18	0.82	0	0	0	0	0.00032	1	0.61
485	0.023	0.91	0.062	0	0	0	0.00053	1	0.61
486	0	1	0.00098	0	0	0	0	1	0.61
487	0.0083	0.00028	0	0	0	0	0.99	6	0.39
488	0.13	0.87	1.1e-06	0	0	0	0.0028	1	0.61
489	0.11	0.7	0.00024	0	0	0	0.2	1	0.61
490	0.08	0.92	1.2e-06	0	0	0	0.00014	1	0.61
491	0.13	0.87	0	0	0	0	0.00032	1	0.61
492	0.061	0.94	0	0	0	0	0.0034	1	0.61
493	0.2	0.74	0	0	0	0	0.062	1	0.61
494	0.089	0.91	0	0	0	0	1.1e-05	1	0.61
495	0.042	0.96	0	0	0	0	0.00014	1	0.61
496	0	1	0	0	0	0	0	1	0.61
497	0.17	0.83	0	0	0	0	4.6e-05	1	0.61
498	0.52	0.46	0	0	0	0	0.022	0	0.54
499	0	0	0	0.93	0.068	0.00057	0	3	0
500	0.016	0.98	0.0041	0	0	0	4e-06	1	0.61
501	0.099	0.78	0.00046	0	0	0	0.12	1	0.61
502	0	0.65	0.35	0	0	0	0	1	0.61
503	0.01	0.98	0.01	0	0	0	0	1	0.61
504	0.099	0.86	0.00023	0	0	0	0.04	1	0.61
505	0.0093	0.88	0.11	0	0	0	0.00023	1	0.61
506	0	0	0	0.99	0.0068	0	0	3	0
507	0.015	0.97	0.011	0	0	0	6.2e-06	1	0.61
508	0	0.99	0.0064	0	0	0	0	1	0.61
509	0.078	0.87	0.0019	0	0	0	0.053	1	0.61
510	0.06	0.0014	0	0	0	0	0.94	6	0.39
511	0	1	0.00021	0	0	0	0	1	0.61
512	0.075	0.82	0.004	0	0	5.8e-05	0.097	1	0.61
513	0	0	0	0	0.55	0.45	0	4	0.043
514	0.036	0.96	8e-06	0	0	0	4.8e-06	1	0.61
515	0.063	0.94	6.1e-05	0	0	0	0.00066	1	0.61
516	0.01	0.0077	0	0	0	1.3e-05	0.98	6	0.39
517	0.019	0.88	0.1	0	0	0	0.00065	1	0.61
518	0.036	0.96	0.00011	0	0	0	0	1	0.61
519	0.24	0.76	0	0	0	0	0	1	0.61
520	0.034	0.96	0.0053	0	0	0	0.00051	1	0.61
521	0.053	0.95	0	0	0	0	0	1	0.61
522	0.032	0.97	1.3e-05	0	0	0	3.2e-06	1	0.61
523	0.00011	0	0	0	0	0	1	6	0.39
524	0.0029	0.0013	0	0	0	0.00031	1	6	0.39
525	0.039	0.96	0	0	0	0	0	1	0.61
526	0	0.85	0.15	0	0	0	0	1	0.61
527	0.016	0.98	0	0	0	0	0	1	0.61
528	0	1	0.00015	0	0	0	0	1	0.61
529	0.024	0.94	0.031	0	0	0	0.00033	1	0.61
530	0	0	0	0.96	0.039	0.0001	0	3	0
531	0.0012	0.63	0.36	0	0	0	0	1	0.61
532	0.069	0.93	0.00011	0	0	0	0.002	1	0.61
533	0.012	0.99	0.00058	0	0	0	0	1	0.61
534	0.05	0.95	0	0	0	0	4e-06	1	0.61
535	0.04	0.96	1.5e-05	0	0	0	1.5e-05	1	0.61
536	0.52	0.48	0	0	0	0	0.0019	0	0.54
537	0	1	8.3e-05	0	0	0	0	1	0.61
538	0.77	0.13	0	0	0	0	0.1	0	0.54
539	0.0016	4.5e-06	0	0	0	0	1	6	0.39
540	0	1	0.00041	0	0	0	0	1	0.61
541	0.15	0.85	0	0	0	0	0.0012	1	0.61
542	0.28	0.54	0	0	0	0	0.18	1	0.61
543	0.0068	0.93	0.066	0	0	0	0	1	0.61
544	0	0	0	0.79	0.19	0.02	2.3e-06	3	0
545	0.025	0.97	0.004	0	0	0	7.3e-05	1	0.61
546	0.057	0.94	0	0	0	0	0	1	0.61
547	0.01	0.00034	0	0	0	0	0.99	6	0.39
548	0.11	0.78	0.00016	0	0	0	0.11	1	0.61
549	0.034	0.97	0.00038	0	0	0	6.7e-05	1	0.61
550	0	0	0.0001	0	0	0	1	6	0.39
551	0.087	0.91	0	0	0	0	3.6e-05	1	0.61
552	0.00017	0.97	0.028	0	0	0	0	1	0.61
553	0.013	0.0049	0	0	0	0	0.98	6	0.39
554	0.16	0.83	0	0	0	0	0.0082	1	0.61
555	0.25	0.75	0	0	0	0	0.0008	1	0.61
556	0.052	0.95	3.3e-06	0	0	0	2.1e-05	1	0.61
557	0.24	0.76	0	0	0	0	1.9e-05	1	0.61
558	0.0051	0.99	0.00057	0	0	0	0	1	0.61
559	0.014	0.99	5.9e-06	0	0	0	0	1	0.61
560	0.6	0.3	0	0	0	0	0.11	0	0.54
561	0.084	0.91	6.9e-05	0	0	0	0.0044	1	0.61
562	0.13	0.87	4.1e-06	0	0	0	0.0067	1	0.61
563	0.12	0.88	0.00033	0	0	0	0.0016	1	0.61
564	0.33	0.66	0	0	0	0	0.012	1	0.61
565	0.21	0.79	0	0	0	0	9.1e-05	1	0.61
566	0.35	0.62	0	0	0	0	0.025	1	0.61
567	0.049	0.91	0.037	0	0	0	0.0003	1	0.61
568	0.17	0.78	0.00081	0	0	0	0.048	1	0.61
569	0.29	0.71	0	0	0	0	0.0033	1	0.61
570	0	0	0.0025	0	0	1	0	5	0.13
571	0.075	0.92	0.00092	0	0	0	0.00023	1	0.61
572	0.2	0.084	0	0	0	0	0.72	6	0.39
573	0.019	0.98	0	0	0	0	0	1	0.61
574	0	0	0	0.99	0.0059	0	0	3	0
575	0.28	0.71	0	0	0	0	0.0074	1	0.61
576	0.56	0.43	0	0	0	0	0.0075	0	0.54
577	0.19	0.76	0.00019	0	0	0	0.044	1	0.61
578	0.11	0.89	4.1e-05	0	0	0	0.0002	1	0.61
579	0.014	0.00074	0	0	0	0	0.99	6	0.39
580	0.12	0.87	0.0019	0	0	0	0.0075	1	0.61
581	0.093	0.9	0.0013	0	0	0	0.0011	1	0.61
582	0.26	0.72	3.8e-06	0	0	0	0.017	1	0.61
583	0.11	0.86	0.0061	0	0	0	0.014	1	0.61
584	0	0	0	1	0.00017	0	0	3	0
585	0.41	0.58	0	0	0	0	0.0015	1	0.61
586	0.39	0.61	0	0	0	0	0.00099	1	0.61
587	0.13	0.87	3.3e-05	0	0	0	0.0005	1	0.61
588	0.13	0.78	0.01	0	0	0.00012	0.081	1	0.61
589	0.048	0.95	0.0024	0	0	0	2.9e-05	1	0.61
590	0.24	0.76	0	0	0	0	8.4e-05	1	0.61
591	0.3	0.51	2.7e-06	0	0	0	0.19	1	0.61
592	0.0064	0.00093	0	0	0	1e-06	0.99	6	0.39
593	0	0.9	0	0.098	0.0067	4.5e-05	0	1	0.61
594	0.048	0.95	0	0	0	0	0	1	0.61
595	0.021	0.98	0.0014	0	0	0	2.5e-05	1	0.61
596	0	0	0	0	1	0.0028	0	4	0.043
597	0.14	0.86	0	0	0	0	4.3e-05	1	0.61
598	0.045	0.95	1.2e-06	0	0	0	0	1	0.61
599	0.054	0.93	0.013	0	0	0	0.00022	1	0.61
600	0	0	0	1	2.2e-05	0	0	3	0
601	0.088	0.8	0.0011	0	0	9.9e-06	0.11	1	0.61
602	0	0	0.00039	0	0.037	0.96	0	5	0.13
603	0	0	0	0	0.84	0.16	0	4	0.043
604	0.42	0.58	0	0	0	0	2.3e-05	1	0.61
605	0.26	0.64	1.4e-05	0	0	0	0.099	1	0.61
606	0.089	0.91	0.00013	0	0	0	0.00016	1	0.61
607	0.12	0.88	8.1e-05	0	0	0	0.0007	1	0.61
608	0.3	0.7	0	0	0	0	0.00011	1	0.61
609	0.32	0.67	0	0	0	0	0.0049	1	0.61
610	0.5	0.5	0	0	0	0	0.00017	0	0.54
611	0.14	0.86	0	0	0	0	0	1	0.61
612	0.059	0.94	2.1e-05	0	0	0	3.4e-06	1	0.61
613	0.055	0.94	0.00027	0	0	0	1.5e-05	1	0.61
614	0.035	0.96	2.4e-05	0	0	0	0	1	0.61
615	0.35	0.4	0	0	0	0	0.25	1	0.61
616	0.91	0.036	0	0	0	0	0.055	0	0.54
617	0.18	0.8	0.00016	0	0	0	0.021	1	0.61
618	0.048	0.92	0.036	0	0	0	0.00026	1	0.61
619	0.38	0.013	0	0	0	0	0.6	6	0.39
620	0.59	0.4	0	0	0	0	0.0091	0	0.54
621	0.18	0.18	0	0	0	0	0.63	6	0.39
622	0.84	0.16	0	0	0	0	0.0058	0	0.54
623	0.21	0.79	0	0	0	0	5.7e-05	1	0.61
624	0.006	0.99	1.6e-06	0	0	0	0	1	0.61
625	0.03	0.95	0.022	0	0	0	0.00075	1	0.61
626	0.26	0.62	0	0	0	0	0.11	1	0.61
627	0.58	0.39	0	0	0	0	0.032	0	0.54
628	0.71	0.29	0	0	0	0	2.8e-06	0	0.54
629	0.039	0.96	0.0005	0	0	0	0.00017	1	0.61
630	0.52	0.41	0	0	0	0	0.066	0	0.54
631	0.17	0.82	0.00018	0	0	0	0.012	1	0.61
632	0.11	0.89	3.1e-06	0	0	0	4.1e-05	1	0.61
633	0.15	0.82	5.3e-06	0	0	0	0.031	1	0.61
634	0.16	0.82	0.00057	0	0	0	0.023	1	0.61
635	0.081	0.92	1e-05	0	0	0	1.3e-05	1	0.61
636	0.16	0.75	0.0025	0	0	3.2e-06	0.087	1	0.61
637	0.075	0.92	0.0019	0	0	0	0.00038	1	0.61
638	0.085	0.92	5.2e-06	0	0	0	1.1e-05	1	0.61
639	0.023	0.98	2.6e-05	0	0	0	0	1	0.61
640	0.021	0.98	0.0017	0	0	0	1.1e-05	1	0.61
641	0.086	0.91	2.9e-06	0	0	0	0.00046	1	0.61
642	0.22	0.71	8.8e-05	0	0	0	0.074	1	0.61
643	0.0053	0.99	0.00071	0	0	0	0	1	0.61
644	0.12	0.87	0.0019	0	0	0	0.0064	1	0.61
645	0.28	0.72	0	0	0	0	0.0002	1	0.61
646	0.11	0.89	1.2e-05	0	0	0	7.9e-05	1	0.61
647	0.0035	0.97	0.03	0	0	0	0	1	0.61
648	0.079	0.018	0	0	0	0	0.9	6	0.39
649	0.34	0.65	0	0	0	0	0.0075	1	0.61
650	0.14	0.84	0.0015	0	0	0	0.018	1	0.61
651	0.051	0.94	0.0057	0	0	0	8.7e-05	1	0.61
652	0.16	0.82	0.00045	0	0	0	0.02	1	0.61
653	0.012	0.99	6.2e-05	0	0	0	0	1	0.61
654	0.068	0.93	8.7e-05	0	0	0	2.2e-05	1	0.61
655	0.057	0.94	0.0025	0	0	0	8.4e-05	1	0.61
656	0.054	0.92	0.021	0	0	0	0.00035	1	0.61
657	0.041	0.83	0.13	0	0	0	0.00045	1	0.61
658	0.22	0.78	0	0	0	0	0.00038	1	0.61
659	0.13	0.87	3.7e-05	0	0	0	0.00078	1	0.61
660	0.18	0.8	8.1e-05	0	0	0	0.013	1	0.61
661	0.031	0.97	0	0	0	0	0	1	0.61
662	0.027	0.97	0.002	0	0	0	0	1	0.61
663	0.014	0.96	0.023	0	0	0	0	1	0.61
664	0	0	0	0	0.00034	1	3.2e-06	5	0.13
665	0	1	0.0017	0	0	0	0	1	0.61
666	0.092	0.9	7.1e-05	0	0	0	0.0082	1	0.61
667	0.14	0.79	2.2e-05	0	0	0	0.073	1	0.61
668	0	0	0	0.99	0.0095	0	0	3	0
669	0	1	0	0	0	0	0	1	0.61
670	0.019	0.98	0.00015	0	0	0	0	1	0.61
671	0.12	0.88	0	0	0	0	0.001	1	0.61
672	0.17	0.83	0	0	0	0	0.00013	1	0.61
673	1.4e-06	0.013	0.99	0	0	0	0	2	0.83
674	0.16	0.34	0	0	0	0	0.5	6	0.39
675	0.085	0.36	4.1e-05	0	0	0.00022	0.55	6	0.39
676	0.00013	0.72	0.28	0	0	0	0	1	0.61
677	0.068	0.93	0.00028	0	0	0	0.0035	1	0.61
678	0	1	2.5e-05	0	0	0	0	1	0.61
679	0.12	0.88	0	0	0	0	0.0048	1	0.61
680	0.089	0.91	0	0	0	0	1.5e-05	1	0.61
681	0.36	0.63	0	0	0	0	0.0069	1	0.61
682	0.18	0.81	0	0	0	0	0.0039	1	0.61
683	0.39	0.59	0	0	0	0	0.021	1	0.61
684	0.0064	0.96	0.031	0	0	0	0	1	0.61
685	0.062	0.94	3.4e-05	0	0	0	0.0004	1	0.61
686	0	0	0.29	0	2e-06	0.71	0	5	0.13
687	0	0	0	0.91	0.089	0.0014	0	3	0
688	0	0	0	0	0.012	0.99	0	5	0.13
689	0.15	0.54	5.9e-06	0	0	0	0.32	1	0.61
690	0.13	0.85	8.7e-06	0	0	0	0.021	1	0.61
691	0	0	0	0	0	1	0	5	0.13
692	0.14	0.86	0	0	0	0	0.00019	1	0.61
693	0	0.99	0.012	0	0	0	0	1	0.61
694	0.083	0.89	0.00069	0	0	0	0.03	1	0.61
695	0.17	0.79	1.7e-06	0	0	0	0.035	1	0.61
696	0.1	0.27	1.4e-06	0	0	0	0.63	6	0.39
697	0	0	0	0	0.065	0.94	0	5	0.13
698	1.8e-05	0.025	0.97	0	0	0	0	2	0.83
699	0	1	0.00067	0	0	0	0	1	0.61
700	0.03	0.97	0.00036	0	0	0	2.5e-05	1	0.61
701	0	0.0037	1	0	0	0	0	2	0.83
702	0	1	0	0	0	0	0	1	0.61
703	0	0.98	0.02	0	0	0	0	1	0.61
704	0.16	0.84	0	0	0	0	0.0026	1	0.61
705	0.0003	0.8	0.2	0	0	0	0	1	0.61
706	0	1	0.00025	0	0	0	0	1	0.61
707	0.01	0.023	0	0	0.00063	0.47	0.49	6	0.39
708	0.11	0.89	0	0	0	0	4.9e-05	1	0.61
709	0.013	0.99	1.1e-05	0	0	0	0	1	0.61
710	0.095	0.82	0.00057	0	0	0	0.086	1	0.61
711	0.035	0.96	0.0057	0	0	0	0.00066	1	0.61
712	0	1	4.6e-05	0	0	0	0	1	0.61
713	0.01	0.98	0.013	0	0	0	0	1	0.61
714	0.2	0.8	0	0	0	0	0	1	0.61
715	0.058	0.94	0	0	0	0	4.9e-06	1	0.61
716	0.58	0.41	0	0	0	0	0.0074	0	0.54
717	0.099	0.9	0	0	0	0	3.2e-05	1	0.61
718	0.16	0.69	8.8e-06	0	0	0	0.15	1	0.61
719	0.43	0.56	0	0	0	0	0.0064	1	0.61
720	0.11	0.89	2.4e-06	0	0	0	0.0016	1	0.61
721	0.0064	0.0013	0	0	0	0	0.99	6	0.39
722	0.13	0.6	2.3e-05	0	0	0	0.27	1	0.61
723	0.065	0.93	5.5e-05	0	0	0	0.00073	1	0.61
724	0.023	0.98	0.0011	0	0	0	1.6e-05	1	0.61
725	0.098	0.89	5.8e-05	0	0	0	0.011	1	0.61
726	0.04	0.96	0.0031	0	0	0	0.00097	1	0.61
727	0	1	0	0	0	0	0	1	0.61
728	0	1	0	0	0	0	0	1	0.61
729	0	0.016	0.98	0	0	0	0	2	0.83
730	0	0.89	0.11	0	0	0	0	1	0.61
731	0.063	0.94	2.3e-05	0	0	0	0.00026	1	0.61
732	0	0.0001	1	0	0	0	0	2	0.83
733	0.28	0.72	0	0	0	0	0	1	0.61
734	0.06	0.9	0.041	0	0	0	0.0012	1	0.61
735	0.13	0.85	0.0028	0	0	0	0.016	1	0.61
736	0.097	0.9	0	0	0	0	0	1	0.61
737	0	0	0	0.99	0.0084	0	0	3	0
738	0.025	0.97	0.0015	0	0	0	3.2e-05	1	0.61
739	0.14	0.083	0	0	0	0	0.78	6	0.39
740	0.02	0.98	6.9e-05	0	0	0	0	1	0.61
741	0.041	0.96	0	0	0	0	8.1e-06	1	0.61
742	0.15	0.75	0	0	0	0	0.094	1	0.61
743	0.024	0.98	0	0	0	0	0	1	0.61
744	0.0038	0.99	0.0037	0	0	0	0	1	0.61
745	0.098	0.9	0	0	0	0	5.1e-05	1	0.61
746	0.16	0.75	0.002	0	0	1.6e-06	0.087	1	0.61
747	0.26	0.74	0	0	0	0	0.005	1	0.61
748	0.086	0.91	0	0	0	0	3e-06	1	0.61
749	0.24	0.54	2.7e-05	0	0	0	0.22	1	0.61
750	0.17	0.83	1.3e-05	0	0	0	0.0018	1	0.61
751	0.12	0.88	0.00011	0	0	0	0.00095	1	0.61
752	0.34	0.66	0	0	0	0	0.00032	1	0.61
753	0.088	0.91	0	0	0	0	0	1	0.61
754	0.15	0.017	0	0	0	0	0.84	6	0.39
755	0.0059	0.33	0.66	0	0	0	3.7e-06	2	0.83
756	0.12	0.065	0	0	0	0	0.82	6	0.39
757	0.016	0.98	0	0	0	0	0	1	0.61
758	0.25	0.74	4.4e-06	0	0	0	0.013	1	0.61
759	0.02	0.93	0.05	0	0	0	2e-06	1	0.61
760	0.024	0.98	2.1e-05	0	0	0	0	1	0.61
761	0.00037	0.78	0.22	0	0	0	0	1	0.61
762	0.03	0.97	0	0	0	0	0	1	0.61
763	0.11	0.001	0	0	0	0	0.89	6	0.39
764	1.2e-05	0	0	0	0	0	1	6	0.39
765	3.8e-06	0	0	0	0	0	1	6	0.39
766	0.52	0.42	0	0	0	0	0.055	0	0.54
767	0.047	0.95	0.0009	0	0	0	1.3e-05	1	0.61
768	5.6e-05	0.089	0.91	0	0	0	0	2	0.83
769	0.66	0.33	0	0	0	0	0.011	0	0.54
770	0	0	0	0	0.97	0.029	0	4	0.043
771	0.00012	0.95	0.053	0	0	0	0	1	0.61
772	0.033	0.97	4.6e-05	0	0	0	0	1	0.61
773	0.052	0.95	1.3e-05	0	0	0	1.2e-06	1	0.61
774	0.022	0.98	0.0024	0	0	0	0	1	0.61
775	0	0.95	0.045	0	0	0	0	1	0.61
776	0.0029	1	8.1e-05	0	0	0	0	1	0.61
777	0.00021	1	0.00038	0	0	0	0	1	0.61
778	0.00041	0.64	0.36	0	0	0	0	1	0.61
779	0.27	0.72	1.5e-06	0	0	0	0.011	1	0.61
780	0.014	0.99	0	0	0	0	0	1	0.61
781	0.045	0.95	0.0029	0	0	0	2.5e-05	1	0.61
782	0.41	0.014	0	0	0	0	0.57	6	0.39
783	0.15	0.84	0.001	0	0	0	0.018	1	0.61
784	0.06	0.93	0.012	0	0	0	0.0004	1	0.61
785	0.11	0.89	1.2e-05	0	0	0	7.9e-05	1	0.61
786	0.047	0.95	1.3e-06	0	0	0	0	1	0.61
787	0.13	0.86	0.0017	0	0	0	0.01	1	0.61
788	0.14	0.86	0	0	0	0	2e-05	1	0.61
789	0.052	0.93	0.016	0	0	0	0.00022	1	0.61
790	0.027	0.97	0.00076	0	0	0	0	1	0.61
791	0.026	0.97	0.0012	0	0	0	0	1	0.61
792	0	0	0	1	0.0018	0	0	3	0
793	0.044	0.87	0.086	0	0	0	0.0004	1	0.61
794	0.038	0.96	0.0005	0	0	0	2.5e-06	1	0.61
795	0.27	0.73	0	0	0	0	9e-05	1	0.61
796	0.26	0.74	0	0	0	0	0.0014	1	0.61
797	0.028	0.97	0.0004	0	0	0	0	1	0.61
798	0.09	0.09	0	0	0	5.4e-05	0.82	6	0.39
799	0.23	0.31	1.5e-06	0	0	0	0.46	6	0.39
800	0.054	0.95	0	0	0	0	0.00036	1	0.61
801	0.1	0.9	7.2e-06	0	0	0	4.9e-05	1	0.61
802	0.36	0.59	0	0	0	0	0.051	1	0.61
803	0.0011	3.2e-05	0	0	0	0	1	6	0.39
804	0.4	0.59	0	0	0	0	0.0008	1	0.61
805	0.073	0.88	0.0027	0	0	4.1e-05	0.042	1	0.61
806	0.13	0.85	0	0	0	0	0.028	1	0.61
807	0.092	0.91	0.00037	0	0	0	0.00041	1	0.61
808	0.037	0.88	0.084	0	0	0	0.00014	1	0.61
809	0.12	0.83	0.011	0	0	0	0.035	1	0.61
810	0.029	0.97	0.00069	0	0	0	0	1	0.61
811	0.0089	0.99	0.0016	0	0	0	0	1	0.61
812	0.0052	0.99	1.1e-05	0	0	0	0	1	0.61
813	0.11	0.85	0.019	0	0	0	0.023	1	0.61
814	0.17	0.81	0.00031	0	0	0	0.022	1	0.61
815	0.14	0.86	0.00021	0	0	0	0.0037	1	0.61
816	0.27	0.72	0	0	0	0	0.009	1	0.61
817	0.08	0.034	0	0	0	0	0.89	6	0.39
818	0.34	0.64	0	0	0	0	0.014	1	0.61
819	0.22	0.77	5.8e-06	0	0	0	0.0065	1	0.61
820	0.03	0.8	0.17	0	0	0	0.00011	1	0.61
821	0.062	0.93	0.006	0	0	0	0.00029	1	0.61
822	0.21	0.22	0	0	0	0	0.57	6	0.39
823	0.2	0.8	0	0	0	0	0.0011	1	0.61
824	0.42	0.38	0	0	0	0	0.2	0	0.54
825	0.76	0.15	0	0	0	0	0.092	0	0.54
826	0.0034	1	0	0	0	0	0	1	0.61
827	0.057	0.94	1.2e-06	0	0	0	0.0021	1	0.61
828	0.11	0.89	0	0	0	0	0.0003	1	0.61
829	0.38	0.2	0	0	0	0	0.42	6	0.39
830	0.019	0.98	0	0	0	0	2.7e-06	1	0.61
831	0.036	0.96	0	0	0	0	0	1	0.61
832	0.14	0.84	0	0	0	0	0.023	1	0.61
833	0.13	0.83	0	0	0	0	0.041	1	0.61
834	0	1	0.00019	0	0	0	0	1	0.61
835	0.072	0.92	0	0	0	0	0.0032	1	0.61
836	0.049	0.95	0	0	0	0	0.00036	1	0.61
837	0.12	0.19	0	0	0	0	0.69	6	0.39
838	0.032	0.97	0	0	0	0	3.6e-06	1	0.61
839	0	1	0	0	0	0	0	1	0.61
840	0.17	0.82	0	0	0	0	0.011	1	0.61
841	0.22	0.78	0	0	0	0	0.0025	1	0.61
842	0.24	0.74	0	0	0	0	0.017	1	0.61
843	0.37	0.35	0	0	0	0	0.28	0	0.54
844	0	1	0.0031	0	0	0	0	1	0.61
845	0.14	0.79	0	0	0	0	0.071	1	0.61
846	0.1	0.9	0	0	0	0	0.0022	1	0.61
847	0.091	0.91	0	0	0	0	3.1e-06	1	0.61
848	0.12	0.65	2.5e-06	0	2.1e-06	0.0028	0.23	1	0.61
849	0.62	0.34	0	0	0	0	0.042	0	0.54
850	0	0.98	0.022	0	0	0	0	1	0.61
851	0.13	0.85	0	0	0	0	0.017	1	0.61
852	0.23	0.5	0	0	0	0	0.26	1	0.61
853	0.22	0.59	0	0	0	0	0.19	1	0.61
854	0.4	0.6	0	0	0	0	0.00016	1	0.61
855	0.36	0.63	0	0	0	0	0.0081	1	0.61
856	0.1	0.89	0	0	0	0	0.0075	1	0.61
857	0.00058	1	0.00023	0	0	0	0	1	0.61
858	0.14	0.28	0	0	0	2.6e-06	0.58	6	0.39
859	0.082	0.86	0.0015	0	0	0	0.057	1	0.61
860	0.021	0.98	2e-06	0	0	0	0	1	0.61
861	0.054	0.94	0.0011	0	0	0	0.0025	1	0.61
862	0.071	0.91	0.001	0	0	0	0.014	1	0.61
863	0	0	0	0	0	0.00033	1	6	0.39
864	0.037	0.82	0.14	0	0	0	0.00033	1	0.61
865	0.032	0.97	0.0013	0	0	0	1.6e-06	1	0.61
866	0.3	0.47	1.8e-06	0	0	0	0.23	1	0.61
867	0	1	4.3e-06	0	0	0	0	1	0.61
868	0.13	0.8	0	0	0	0	0.07	1	0.61
869	0.1	0.87	0.014	0	0	0	0.013	1	0.61
870	0.18	0.52	0	0	0	0	0.3	1	0.61
871	0.11	0.89	0.00029	0	0	0	0.00086	1	0.61
872	0.064	0.93	0.0024	0	0	0	0.00018	1	0.61
873	0.14	0.017	0	0	0	0	0.85	6	0.39
874	0.047	0.92	0.028	0	0	0	0.00019	1	0.61
875	0.13	0.83	0.0059	0	0	0	0.034	1	0.61
876	0.2	0.37	1.9e-05	0	0	1.8e-06	0.43	6	0.39
877	0.017	0.98	6.7e-05	0	0	0	0	1	0.61
878	0.22	0.2	0	0	0	0	0.58	6	0.39
879	0.12	0.83	0	0	0	0	0.048	1	0.61
880	0.25	0.7	0	0	0	0	0.052	1	0.61
881	0.39	0.6	0	0	0	0	0.0066	1	0.61
882	0.17	0.22	1.8e-06	0	0	0	0.61	6	0.39
883	0.27	0.67	1.1e-05	0	0	0	0.066	1	0.61
884	0.045	0.95	9.4e-05	0	0	0	2e-06	1	0.61
885	0.11	0.89	3.5e-05	0	0	0	0.00024	1	0.61
886	0.19	0.81	5.8e-06	0	0	0	0.0023	1	0.61
887	0.043	0.92	0.039	0	0	0	0.00014	1	0.61
888	0.071	0.93	0	0	0	0	0	1	0.61
889	0.02	0.98	0.00038	0	0	0	0	1	0.61
890	0.1	0.89	0.0049	0	0	0	0.005	1	0.61
891	0	1	0	0	0	0	0	1	0.61
892	0.045	0.96	0.00031	0	0	0	4.4e-06	1	0.61
893	0.17	0.83	0	0	0	0	0.00023	1	0.61
894	0.064	0.94	0.00027	0	0	0	3.6e-05	1	0.61
895	0.17	0.6	0.00094	0	0	0.00019	0.23	1	0.61
896	0	0	0	0.99	0.012	2.5e-06	0	3	0
897	0.06	0.032	0	0	0	0	0.91	6	0.39
898	0	0	0	0	1	0	0	4	0.043
899	0.043	0.96	0	0	0	0	0	1	0.61
900	0	0	0	0.99	0.0078	0	0	3	0
901	0.075	0.89	0.028	0	0	0	0.0033	1	0.61
902	0.15	0.81	0.0022	0	0	0	0.043	1	0.61
903	0.19	0.81	1.9e-05	0	0	0	0.0052	1	0.61
904	0	0	0	0.99	0.012	2.6e-06	0	3	0
905	0.063	0.93	0.0079	0	0	0	0.0004	1	0.61
906	0	0	0	1	0.0002	0	0	3	0
907	0	0	0	0.88	0.12	0.0035	0	3	0
908	0	0	0	0.99	0.006	0	0	3	0
909	0.23	0.76	0	0	0	0	0.00092	1	0.61
910	0	0	0	0.95	0.045	0.00015	0	3	0
911	0.2	0.78	7.1e-05	0	0	0	0.021	1	0.61
912	0	0	0	0	1	0	0	4	0.043
913	0.95	0.00023	0	0	0	0	0.047	0	0.54
914	0	0	0	0.99	0.013	3e-06	0	3	0
915	0.15	0.64	0.00051	0	0	4.3e-06	0.21	1	0.61
916	0.13	0.83	0.0048	0	0	0	0.034	1	0.61
917	0.58	0.39	0	0	0	0	0.032	0	0.54
918	0.37	0.12	0	0	0	0	0.51	6	0.39
919	0.04	0.027	0	0	0	0.00045	0.93	6	0.39
920	0.052	0.95	0.0004	0	0	0	1.3e-05	1	0.61
921	0.26	0.74	0	0	0	0	0.00034	1	0.61
922	0	0	0	0.86	0.13	0.0052	0	3	0
923	0	0	0	1	0.0011	0	0	3	0
924	0	0	0	1	0.0003	0	0	3	0
925	0.11	0.89	3.6e-06	0	0	0	3.5e-05	1	0.61
926	0	0	0	1	6.5e-05	0	0	3	0
927	0.035	0.91	0.059	0	0	0	6.6e-05	1	0.61
928	0	0.8	0.2	0	0	0	0	1	0.61
929	0	0	0	0.95	0.046	0.00017	0	3	0
930	0.16	0.033	0	0	0	0	0.8	6	0.39
931	0.072	0.92	0.00039	0	0	0	0.007	1	0.61
932	0.09	0.88	0.00032	0	0	0	0.026	1	0.61
933	0	0.99	0.012	0	0	0	0	1	0.61
934	0.03	0.95	0.022	0	0	0	0.00075	1	0.61
935	0.0014	0.99	0.0074	0	0	0	0	1	0.61
936	0.13	0.82	2.7e-05	0	0	0	0.054	1	0.61
937	0.2	0.75	0	0	0	0	0.049	1	0.61
938	0	0	0	0	1	0.00036	0	4	0.043
939	0	1	0.0036	0	0	0	0	1	0.61
940	0.096	0.9	4.4e-05	0	0	0	0.0075	1	0.61
941	0.27	0.69	0	0	0	0	0.036	1	0.61
942	0.092	0.8	0.0008	0	0	0	0.1	1	0.61
943	0.008	0.79	0.2	0	0	0	6.3e-06	1	0.61
