SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0
539	0.89	0.053	0.06	0	0.00016	0	0.15
540	0.8	0.2	0.00033	0	0	0	0.15
541	0.83	0.17	8.8e-05	0	0	0	0.15
542	0.75	8.2e-06	0.25	0	0	0	0.15
543	0.59	0.4	0.0052	0.00079	3.3e-05	0	0.15
544	0.94	0.056	0.0047	0	0	0	0.15
545	0.74	0.045	0.18	0	0.025	0	0.15
546	0.82	0.036	0.14	0	0.004	0	0.15
547	0.057	0.94	0	0	0	1	0.23
548	0.64	0.00025	0.36	0	0.00095	0	0.15
549	0.92	0.076	0.0016	0	0	0	0.15
550	0.62	0.38	0.0034	0	0	0	0.15
551	0.9	0.022	0.081	0	0.00015	0	0.15
552	0.037	0	0.96	0	2.5e-05	2	0.1
553	0.22	0	0.78	0	0.00026	2	0.1
554	0.83	0.12	0.057	0	0.00051	0	0.15
555	0.98	0.017	0.0012	0	0	0	0.15
556	0.83	0.16	0.015	0	3.4e-06	0	0.15
557	0.42	0.58	0	0	0	1	0.23
558	0.17	0.83	2.4e-06	0	0	1	0.23
559	0.72	0.27	0.011	0	6e-06	0	0.15
560	0.8	0.024	0.17	0	0.0063	0	0.15
561	0.24	1.7e-05	0.72	0	0.031	2	0.1
562	0.58	0.42	0.0029	0.00082	1e-05	0	0.15
563	0.98	0.018	0.0057	0	0	0	0.15
564	0.42	0.58	0.00016	0	0	1	0.23
565	0.84	0.15	0.0091	0	0	0	0.15
566	0.93	0.0018	0.07	0	3.2e-06	0	0.15
567	0.86	0.0064	0.14	0	0.00034	0	0.15
568	0.18	0	0.81	0	0.002	2	0.1
569	0.54	0.46	0	0	0	0	0.15
570	0.1	0	0.84	0	0.055	2	0.1
571	0.68	0.32	0.0008	0	0	0	0.15
572	0.91	0.049	0.037	0	1.8e-05	0	0.15
573	0.62	0.37	0.0043	0	2.1e-06	0	0.15
574	0.42	0.58	1.2e-05	0	0	1	0.23
575	0.0016	1	0	0	0	1	0.23
576	0.7	0.29	0.0046	2e-05	0	0	0.15
577	0.7	0.3	0.00012	0.00017	0	0	0.15
578	0.88	0.12	0	1.1e-06	0	0	0.15
579	0.69	0.31	0.0037	0.00024	3.6e-06	0	0.15
580	0.44	0.56	0	0	0	1	0.23
581	0.14	0.2	0.66	0	0.0001	2	0.1
582	0.9	0.095	0.0029	0	0	0	0.15
583	0.49	0.51	0	0	0	1	0.23
584	0.47	0.53	4.2e-05	0	0	1	0.23
585	0.72	0.28	4.8e-06	3.6e-06	0	0	0.15
586	0.71	0.29	1.1e-05	5e-06	0	0	0.15
587	0.83	0.17	0	0	0	0	0.15
588	0.91	0.0019	0.086	0	0	0	0.15
589	0.56	0.44	0	0	0	0	0.15
590	0.95	0.036	0.017	0	0	0	0.15
591	0.67	0.33	0.0021	0	0	0	0.15
592	0.9	0.084	0.014	0	0	0	0.15
593	0.9	0.098	0.0011	0	0	0	0.15
594	0.97	0.023	0.011	0	0	0	0.15
595	0.55	0.17	0.27	0	0.0036	0	0.15
596	0.1	0.9	0	0	0	1	0.23
597	0.043	0.58	0.36	0	0.022	1	0.23
598	0.21	0.79	0.00036	0	0	1	0.23
599	0.029	0	0.65	0	0.32	2	0.1
600	0.81	0.087	0.099	0	0.00056	0	0.15
601	0.9	0.061	0.039	0	5.5e-06	0	0.15
602	0.22	0.77	0.0018	2.3e-06	0	1	0.23
603	0.65	0.02	0.31	0	0.021	0	0.15
604	0.88	0.11	0.0055	0	0	0	0.15
605	0.94	0.057	0.00012	0	0	0	0.15
606	0.92	0.045	0.032	0	1.5e-06	0	0.15
607	0.06	2.4e-06	0.74	0	0.2	2	0.1
608	0.92	0.027	0.05	0	4.9e-06	0	0.15
609	0.21	1.6e-06	0.79	0	0.00079	2	0.1
610	0.89	1e-05	0.11	0	0	0	0.15
611	0.34	0.66	6.5e-05	0	0	1	0.23
612	0.07	2.5e-06	0.78	0	0.15	2	0.1
613	0.71	0.0058	0.28	0	0.002	0	0.15
614	0.9	0.095	0.00016	0	0	0	0.15
615	0.34	0.66	6.5e-05	0	0	1	0.23
616	0.58	0.41	0.0079	0	0	0	0.15
617	0.74	0.027	0.23	0	0.0059	0	0.15
618	0.75	0.24	0.0051	0	0	0	0.15
619	9.4e-06	1	0	0	0	1	0.23
620	0.018	0.98	4.6e-06	0	0	1	0.23
621	0.48	0.52	0	0	0	1	0.23
622	0.9	0.035	0.066	0	5.2e-05	0	0.15
623	0.97	0.0044	0.023	0	0	0	0.15
624	0.089	0.91	0	0	0	1	0.23
625	0.26	2.4e-05	0.72	0	0.015	2	0.1
626	0.56	0.44	0	1.6e-06	0	0	0.15
627	0.046	0.95	0	0	0	1	0.23
628	0.88	0.12	0	0	0	0	0.15
629	0.17	0.83	0	0	0	1	0.23
630	0.62	0.38	0.00078	0	0	0	0.15
631	0.077	1.3e-06	0.81	0	0.11	2	0.1
632	0.044	0.96	0	0	0	1	0.23
633	0.72	0.0082	0.27	0	0.0062	0	0.15
634	0.39	1.4e-06	0.61	0	3.4e-05	2	0.1
635	0.93	0.02	0.048	0	6.2e-06	0	0.15
636	0.63	0.37	0	0	0	0	0.15
637	0.83	0.034	0.13	0	0.0025	0	0.15
638	0.26	2.6e-05	0.7	0	0.037	2	0.1
639	0.17	1.7e-05	0.7	0	0.14	2	0.1
640	0.0038	0	0.17	0	0.83	4	0.05
641	0.6	0.4	0.00013	0	0	0	0.15
642	0.79	0.21	0	0	0	0	0.15
643	0.81	0.14	0.055	0	0.00067	0	0.15
644	0.56	0.44	0.00011	0.0005	0	0	0.15
645	0.66	0.34	0	0	0	0	0.15
646	0.54	0.46	0	7.4e-06	0	0	0.15
647	0.53	6.2e-05	0.47	0	0.0011	0	0.15
648	0.091	0.91	0	0	0	1	0.23
649	0.59	0.41	0.0015	0	0	0	0.15
650	0.78	0.22	0	0	0	0	0.15
651	0.6	0.4	0	0	0	0	0.15
652	0.82	0.18	0	0	0	0	0.15
653	0.57	0.43	4.3e-06	0	0	0	0.15
654	0.55	0.45	0	0	0	0	0.15
655	0.94	0.063	0.00063	0	0	0	0.15
656	0.87	0.13	0	0	0	0	0.15
657	0.74	0.26	0	0	0	0	0.15
658	0.95	0	0.051	0	0	0	0.15
659	0.42	0.58	0	3.5e-06	0	1	0.23
660	0.38	0.00064	0.55	0	0.064	2	0.1
661	0.36	0.64	0	0	0	1	0.23
662	0.84	0.16	0	0	0	0	0.15
663	0.1	0.9	0	0	0	1	0.23
664	0.86	0.044	0.094	0	0.00036	0	0.15
665	0.8	0.037	0.16	0	0.0038	0	0.15
666	0.8	0.2	0	0	0	0	0.15
667	0.98	0.015	0.0046	0	0	0	0.15
668	0.74	0.25	0.0064	0	0	0	0.15
669	0.95	0.052	0	0	0	0	0.15
670	0.94	0.058	0	0	0	0	0.15
671	0.93	0.067	0	0	0	0	0.15
672	0.78	0.059	0.15	0	0.0064	0	0.15
673	0.56	0.44	0	0	0	0	0.15
674	0.42	0.57	0	0.0015	0	1	0.23
675	0.74	0.26	0.0038	0	0	0	0.15
676	0.73	0.27	5.1e-06	0	0	0	0.15
677	0.78	0.2	0.013	0	0	0	0.15
678	0.88	0.11	0.0064	0	0	0	0.15
679	0.95	0.047	0.0033	0	0	0	0.15
680	0.75	0.24	0.0077	0	0	0	0.15
681	0.94	0.055	0.0081	0	0	0	0.15
682	0.62	0.38	0.0011	0	0	0	0.15
683	0.49	0.51	0	0	0	1	0.23
684	0.51	0.49	0.00012	0	0	0	0.15
685	0.36	0.64	0	0	0	1	0.23
686	0.68	0.002	0.32	0	0.0011	0	0.15
687	0.84	0.012	0.15	0	0.0002	0	0.15
688	0.42	0.0017	0.53	0	0.052	2	0.1
689	0.66	0.33	0.017	0	6.6e-06	0	0.15
690	0.00025	0	0.93	0	0.07	2	0.1
691	0.094	0.91	8.8e-06	0	0	1	0.23
692	0.058	1.2e-06	0.8	0	0.14	2	0.1
693	0.87	0.00012	0.13	0	0	0	0.15
694	0.0067	0	0.94	0	0.057	2	0.1
695	0.73	0.0085	0.26	0	0.0023	0	0.15
696	0.83	0.00027	0.17	0	3.1e-06	0	0.15
697	0.3	0.7	9.3e-05	0	0	1	0.23
698	0.022	0	0.45	0	0.52	4	0.05
699	0.00026	0	0.092	0	0.91	4	0.05
700	0.8	0.059	0.13	0	0.0066	0	0.15
701	0.62	0.38	0.0004	0	0	0	0.15
702	0.35	0	0.65	0	5.8e-06	2	0.1
703	0.99	0.0091	0	0	0	0	0.15
704	0.28	0.72	0	0	0	1	0.23
705	0.68	0.31	0.0014	0	0	0	0.15
706	0	1	0	0	0	1	0.23
707	0.62	0.38	0.00078	0	0	0	0.15
708	0.3	0.69	0.0023	0	0	1	0.23
709	0.6	0.39	0	0.0043	0	0	0.15
710	0.99	0.0063	0	0.0019	0	0	0.15
711	0.36	0.31	0.31	0	0.022	0	0.15
712	0.98	0.021	0	0.0021	0	0	0.15
713	0.28	0.71	0	0.00032	0	1	0.23
714	0.92	0.08	0	0.0025	0	0	0.15
715	0.99	0.0097	0	0.0019	0	0	0.15
716	0.18	0.82	7.5e-05	0	0	1	0.23
717	0.2	0.8	9.4e-05	0	0	1	0.23
718	0.95	0.046	0	0.0024	0	0	0.15
719	0.86	0.035	0.1	0	9.8e-05	0	0.15
720	0.36	0.33	0.23	0	0.073	0	0.15
721	0.97	0.00075	0.032	0	0	0	0.15
722	0.88	0.07	0.051	0	4.2e-05	0	0.15
723	0.47	0.53	5e-06	0	0	1	0.23
724	0.93	0.063	0.0019	0	0	0	0.15
725	0.59	0.16	0.25	0	0.0046	0	0.15
726	0.3	0.7	2e-05	0	0	1	0.23
727	0.99	0.0043	0.0079	0	0	0	0.15
728	0.98	0.014	0.0029	0	0	0	0.15
729	0.5	0.5	0.0006	0	0	1	0.23
730	0.8	0.14	0.062	0	0.0012	0	0.15
731	0.86	0.12	0.026	0	1.7e-05	0	0.15
732	0.84	0.15	0.0068	0	0	0	0.15
733	0.32	0.68	0	0	0	1	0.23
734	0.49	0.51	0	0	0	1	0.23
735	0.84	0.16	0.0056	0	0	0	0.15
736	0.59	0.41	5.4e-05	0	0	0	0.15
737	0.42	0.58	8.8e-05	0	0	1	0.23
738	0.98	0.0078	0.015	0	0	0	0.15
739	0.49	0.51	0.00031	0	0	1	0.23
740	0.78	0.011	0.2	0	0.0048	0	0.15
741	0.95	0.031	0.022	0	0	0	0.15
742	0.14	0.86	0	0	0	1	0.23
743	0.86	0.14	0.00085	0	0	0	0.15
744	0.46	0.54	9.4e-05	0	0	1	0.23
745	0.94	0.054	0.0048	0	0	0	0.15
746	0.93	0.032	0.043	0	1.8e-05	0	0.15
747	0.94	0.059	1.4e-05	0	0	0	0.15
748	0.58	0.41	0.0023	0	0	0	0.15
749	0.68	0.32	0.0024	0	0	0	0.15
750	0.94	0.043	0.018	0	0	0	0.15
751	0.37	0.63	0	0	0	1	0.23
752	0.39	0.61	0.00015	0	0	1	0.23
753	0.67	0.33	0	0	0	0	0.15
754	0.3	1.2e-05	0.7	0	0.0015	2	0.1
755	0.71	0.29	0.00046	0	0	0	0.15
756	0.14	0.86	1e-05	0	0	1	0.23
757	0.78	0.18	0.045	0	6.6e-05	0	0.15
758	0.92	0.081	2.2e-05	0	0	0	0.15
759	0.83	0.17	0.00063	0	0	0	0.15
760	0.16	3.1e-05	0.76	0	0.082	2	0.1
761	0.3	6.4e-06	0.7	0	0.0006	2	0.1
762	0.69	0.3	0.017	0	4.5e-06	0	0.15
763	0.85	0.15	0.0036	0	0	0	0.15
764	0.9	0.0042	0.099	0	7.8e-06	0	0.15
765	0.71	0.24	0.048	0	0.00021	0	0.15
766	0.07	3e-05	0.48	0	0.45	2	0.1
767	0.65	0.002	0.34	0	0.0018	0	0.15
768	0.084	1.8e-06	0.86	0	0.06	2	0.1
769	0.044	0	0.93	0	0.022	2	0.1
770	0.12	0.88	1.5e-05	0	0	1	0.23
771	0.31	0.00086	0.57	0	0.11	2	0.1
772	0.013	0.99	0	0	0	1	0.23
773	0.93	0.032	0.04	0	2.2e-06	0	0.15
774	0.65	0.35	0.00085	5.3e-05	0	0	0.15
775	0.69	0.29	0.02	0	8.5e-06	0	0.15
776	0.56	0.00014	0.44	0	0.00032	0	0.15
777	0.32	0.00023	0.65	0	0.031	2	0.1
778	0.0015	0	0.15	0	0.84	4	0.05
779	0.78	0.0057	0.21	0	0.00043	0	0.15
780	0.89	0.076	0.039	0	7.4e-06	0	0.15
781	0.67	0.018	0.3	0	0.015	0	0.15
782	0.0097	0.99	0	0	0	1	0.23
783	0.79	0.045	0.17	0	0.0021	0	0.15
784	0.14	0.00014	0.55	0	0.31	2	0.1
785	0.004	0	0.97	0	0.023	2	0.1
786	0.95	0.013	0.041	0	0	0	0.15
787	0.86	0.025	0.11	0	0.00016	0	0.15
788	0.077	0.92	0.0001	0	0	1	0.23
789	0.78	0.0041	0.22	0	0.00035	0	0.15
790	0.8	0.053	0.15	0	0.0017	0	0.15
791	0.85	0.14	0.01	0	0	0	0.15
792	0.0083	0	0.22	0	0.77	4	0.05
793	0.12	0.88	0	0	0	1	0.23
794	0.87	0.13	0	0	0	0	0.15
795	0.5	0.5	0	0	0	0	0.15
796	0.61	0.39	8.4e-05	0	0	0	0.15
797	0.79	0.21	0	0	0	0	0.15
798	0.64	0.36	0.00046	0	0	0	0.15
799	0.97	0.032	0	0	0	0	0.15
800	0.53	0.47	0	0	0	0	0.15
801	0.59	0.41	0.00051	0	0	0	0.15
802	0.91	0.092	2.3e-05	0	0	0	0.15
803	0.91	0.028	0.066	0	3.8e-05	0	0.15
804	0.36	0.64	0	4.6e-05	0	1	0.23
805	0.41	0.59	0	0	0	1	0.23
806	0.85	0.15	0	0	0	0	0.15
807	0.58	0.42	0.00082	0	0	0	0.15
808	0.96	0.041	0	0	0	0	0.15
809	0.67	0.32	0.0065	0	0	0	0.15
810	0.61	0.38	0.009	0	0	0	0.15
811	0.99	0.005	0.00015	0	0	0	0.15
812	0.015	0	0.91	0	0.079	2	0.1
813	0.1	0.9	1e-05	0	0	1	0.23
814	0.76	0.00063	0.24	0	5.4e-05	0	0.15
815	0.019	0	0.96	0	0.016	2	0.1
816	0.98	0.016	0.0017	0	0	0	0.15
817	0.33	0.00034	0.63	0	0.038	2	0.1
818	0.59	0.38	0.024	0	4.5e-05	0	0.15
819	0.29	7.5e-06	0.71	0	0.00083	2	0.1
820	0.42	0.00018	0.58	0	0.0042	2	0.1
821	0.71	0.27	0.017	0	3.1e-06	0	0.15
822	0.37	0.62	0.0017	0	0	1	0.23
823	0.04	0	0.96	0	0.0013	2	0.1
824	0.01	0.99	0	0	0	1	0.23
825	0.19	0.81	0	0	0	1	0.23
826	0.92	0.073	0.0055	0	0	0	0.15
827	0.03	0.97	0	0	0	1	0.23
828	0.75	0.096	0.15	0	0.0044	0	0.15
829	0.12	2.4e-06	0.86	0	0.017	2	0.1
830	0.97	0.018	0.016	0	0	0	0.15
831	0.84	0.001	0.16	0	1.2e-05	0	0.15
832	0.0035	1	0	0	0	1	0.23
833	0.0076	0	0.39	0	0.6	4	0.05
834	0.47	0.52	0.011	0	1e-05	1	0.23
835	0.96	0.04	0.0035	0	0	0	0.15
836	0.94	0.049	0.0084	0	0	0	0.15
837	0.58	0.42	1.7e-05	0	0	0	0.15
838	0.0086	0.99	0	0	0	1	0.23
839	0.05	0.95	0	0	0	1	0.23
840	0.02	0.98	0	0	0	1	0.23
841	0.078	0.92	9.9e-06	0	0	1	0.23
842	0.011	0	0.68	0	0.31	2	0.1
843	0.68	0.3	0.014	0	5.4e-05	0	0.15
844	0.88	0.0021	0.12	0	4.3e-05	0	0.15
845	0.0029	0	0.15	0	0.85	4	0.05
846	0.52	0.48	0.00041	0	0	0	0.15
847	0.93	0.01	0.057	0	1.3e-05	0	0.15
848	0.87	0.081	0.045	0	9.1e-05	0	0.15
849	0.7	0.29	0.0077	0	0	0	0.15
850	0.74	0.26	0.0033	0	0	0	0.15
851	0.25	0	0.75	0	0.0013	2	0.1
852	0.083	0.92	0	0	0	1	0.23
853	0.0056	0	0.72	0	0.28	2	0.1
854	0.75	0.25	0.0067	0	0	0	0.15
855	1	8.3e-05	0.0033	0	0	0	0.15
856	0.2	0.8	0	0	0	1	0.23
857	0.039	0.96	0	0	0	1	0.23
858	0.81	0.047	0.14	0	0.0051	0	0.15
859	0.37	0.63	0.00011	0	0	1	0.23
860	0.28	0.72	7e-06	0	0	1	0.23
861	0.83	0.0099	0.16	0	0.0011	0	0.15
862	0.11	4.6e-06	0.73	0	0.16	2	0.1
863	0.93	0.00032	0.065	0	0	0	0.15
864	0.53	0.47	3.1e-05	0	0	0	0.15
865	0.62	0.38	0.0022	0	0	0	0.15
866	0.85	0.059	0.093	0	0.0013	0	0.15
867	0.74	0.24	0.019	0	3.9e-05	0	0.15
868	0.0018	0.69	0.13	0	0.17	1	0.23
869	0.85	0.15	0.0012	0	0	0	0.15
870	0.99	0.00084	0.013	0	0	0	0.15
871	0.74	0.096	0.17	0	0.0019	0	0.15
872	1	0.00013	0.0031	0	0	0	0.15
873	0.88	0.099	0.024	0	1.6e-06	0	0.15
874	0.61	0.39	0.00011	0	0	0	0.15
875	0.9	0.088	0.015	0	0	0	0.15
876	0.037	0.96	3e-05	1.7e-05	0	1	0.23
877	1	0.0013	0.00058	0	0	0	0.15
878	0	0	0	1	0	3	0.62
879	0.42	0.58	9.3e-05	0	0	1	0.23
880	0.62	0.096	0.23	0	0.054	0	0.15
881	0.27	0.73	2.6e-05	0	0	1	0.23
882	0.44	0.56	0.0036	0	0	1	0.23
883	0.78	0.21	0.0081	0	0	0	0.15
884	0.34	0.66	0.001	0	0	1	0.23
885	0.74	0.26	0.0017	0	0	0	0.15
886	0.36	0.64	0.0021	0	0	1	0.23
887	0.51	0.00012	0.48	0	0.00056	0	0.15
888	0.72	0.0014	0.28	0	0.00033	0	0.15
889	0.37	0.62	0.0017	0	0	1	0.23
890	0.38	0.61	0.015	0.0018	9.8e-05	1	0.23
891	0.8	0.0055	0.19	0	0.00026	0	0.15
892	0.69	0.28	0.037	0	9.3e-05	0	0.15
893	0.97	0.034	4.9e-05	0	0	0	0.15
894	0.32	0.68	7.6e-05	0	0	1	0.23
895	0.46	0.53	0.017	1.4e-05	5.5e-05	1	0.23
896	0.66	3.8e-05	0.34	0	1.1e-05	0	0.15
897	0.098	2.3e-06	0.75	0	0.15	2	0.1
898	0.63	0.0026	0.35	0	0.018	0	0.15
899	0.79	0.046	0.15	0	0.0088	0	0.15
900	0.3	0.00029	0.54	0	0.16	2	0.1
901	0.084	0	0.92	0	0.00089	2	0.1
902	0.25	0.00014	0.69	0	0.06	2	0.1
903	0.95	0.01	0.038	0	2.3e-06	0	0.15
904	0.53	0.47	4.6e-06	0	0	0	0.15
905	0.34	0.66	0	0	0	1	0.23
906	0.037	0	0.88	0	0.078	2	0.1
907	0.6	0.39	0.0055	0	0	0	0.15
908	0.98	0.0037	0.014	0	0	0	0.15
909	0.68	0.082	0.21	0	0.024	0	0.15
910	0.66	0.3	0.033	0	7.6e-05	0	0.15
911	0.31	0.69	0.002	0	0	1	0.23
912	0.84	0.1	0.053	0	4.8e-05	0	0.15
913	0.69	0.31	0.0016	0	0	0	0.15
914	0.85	0.15	7.8e-05	0	0	0	0.15
915	0.98	0.017	0.00033	0	0	0	0.15
916	0.87	0.096	0.032	0	5.3e-06	0	0.15
917	0.057	2.1e-06	0.73	0	0.21	2	0.1
918	0.42	0.0041	0.47	0	0.1	2	0.1
919	0.45	0.00011	0.55	0	0.0015	2	0.1
920	0.98	0.0033	0.02	0	0	0	0.15
921	0.96	0.034	0.0045	0	0	0	0.15
922	0.54	0.0045	0.43	0	0.027	0	0.15
923	0.22	0.00046	0.57	0	0.2	2	0.1
924	0.77	0.18	0.043	0	6.3e-05	0	0.15
925	0.47	0.00072	0.52	0	0.01	2	0.1
926	0.087	1.2e-06	0.88	0	0.034	2	0.1
927	6.1e-06	1	0	0	0	1	0.23
928	0.11	0.89	0.00057	0.0017	0	1	0.23
929	0.0077	0	0.78	0	0.21	2	0.1
930	0.0032	1	0	0	0	1	0.23
931	0.6	0.0021	0.4	0	0.0047	0	0.15
932	0.82	2.8e-05	0.18	0	0	0	0.15
933	0.035	0	0.75	0	0.22	2	0.1
934	0.44	0.56	8.1e-05	0	0	1	0.23
935	0.97	0.032	0.00022	0	0	0	0.15
936	0.98	0.0013	0.019	0	0	0	0.15
937	0.98	0.013	0.011	0	0	0	0.15
938	0.53	0.46	0.0086	0	1.5e-06	0	0.15
939	0.0042	0	0.7	0	0.3	2	0.1
940	0.95	0.0016	0.052	0	0	0	0.15
941	0.87	0.0062	0.13	0	0.00021	0	0.15
942	0.0002	1	0	0	0	1	0.23
943	0.83	0.0025	0.16	0	4.1e-05	0	0.15
944	0.19	0	0.81	0	6.5e-06	2	0.1
945	0.00093	0	0.85	0	0.15	2	0.1
946	0.9	0.1	0.0011	0	0	0	0.15
947	0.087	0	0.88	0	0.028	2	0.1
948	0.87	0.039	0.088	0	9.4e-05	0	0.15
949	0.15	0	0.84	0	0.006	2	0.1
950	0.99	0.0055	0	0	0	0	0.15
951	0.0058	0.99	0	0	0	1	0.23
952	0.95	0.046	0	0	0	0	0.15
953	0.83	0.15	0.013	0	0	0	0.15
954	0.05	0	0.95	0	0.0012	2	0.1
955	0.74	0.0021	0.25	0	0.0018	0	0.15
956	0.2	0.8	2e-06	0	0	1	0.23
957	0.16	0.84	0	0	0	1	0.23
958	0.73	0	0.27	0	0	0	0.15
959	0.00013	0	0.13	0	0.87	4	0.05
960	0.76	0.23	0.0073	0	0	0	0.15
961	0.81	0.014	0.17	0	0.00049	0	0.15
962	0.91	5.5e-05	0.093	0	0	0	0.15
963	0.94	0.027	0.036	0	6.8e-06	0	0.15
964	0.75	0.19	0.062	0	0.00032	0	0.15
965	0.31	0.69	0.0032	0	0	1	0.23
966	0.66	0.24	0.091	2.4e-06	0.0034	0	0.15
967	0.011	0.99	0	0	0	1	0.23
968	0.045	0	0.95	0	0.00026	2	0.1
969	0.44	0.0015	0.52	0	0.036	2	0.1
970	0.69	0.029	0.27	0	0.016	0	0.15
971	0.5	0.00021	0.5	0	0.0015	2	0.1
972	0.098	0.9	1.9e-06	0	0	1	0.23
973	0.68	0.3	0.019	0	8e-06	0	0.15
974	0.38	0.62	0.00012	0	0	1	0.23
975	0.43	0.57	5.7e-05	0	0	1	0.23
976	0.0055	0	0.8	0	0.19	2	0.1
977	0.52	0.00027	0.47	0	0.0013	0	0.15
978	0.62	0.037	0.3	0	0.051	0	0.15
979	0.68	0.3	0.014	0	2.4e-06	0	0.15
980	0.062	0.94	1.6e-05	0	0	1	0.23
981	5.6e-05	1	0	0	0	1	0.23
982	0.57	0.026	0.33	0	0.069	0	0.15
983	0.99	0.015	0.00013	0	0	0	0.15
984	0.64	0.025	0.31	0	0.029	0	0.15
985	0.21	0.79	3.5e-05	0	0	1	0.23
986	0.87	0.086	0.04	0	1.1e-05	0	0.15
987	0.87	0.13	0.00046	0	0	0	0.15
988	0.083	0	0.91	0	0.0084	2	0.1
989	0.66	0.0046	0.33	0	0.004	0	0.15
990	0.21	8.9e-05	0.71	0	0.074	2	0.1
991	0.66	0.022	0.3	0	0.02	0	0.15
992	4.1e-05	1	0	0	0	1	0.23
993	0.14	2.2e-05	0.76	0	0.094	2	0.1
994	0.23	1e-05	0.76	0	0.01	2	0.1
995	0.17	0.83	3.4e-05	0	0	1	0.23
996	0.76	0.017	0.22	0	0.0053	0	0.15
997	0.97	0.029	0	0	0	0	0.15
998	0.93	0.00088	0.068	0	0	0	0.15
999	0.68	0.29	0.026	0	2.6e-05	0	0.15
1000	0.68	0.32	5.2e-06	0	0	0	0.15
1001	0.24	6.2e-06	0.76	0	0.0021	2	0.1
1002	0.8	0.2	0.00095	0	0	0	0.15
1003	0.25	0.75	0.00048	0	0	1	0.23
1004	0.81	0.00046	0.19	0	9e-06	0	0.15
1005	0.97	0.002	0.026	0	0	0	0.15
1006	0.25	0.75	0	0	0	1	0.23
1007	0.37	6.6e-05	0.63	0	0.0032	2	0.1
1008	0.33	2.4e-05	0.66	0	0.0016	2	0.1
1009	0.47	0.00013	0.53	0	0.0014	2	0.1
1010	0.00034	0	0.85	0	0.15	2	0.1
1011	0.0081	0	0.5	0	0.49	2	0.1
1012	0.27	0.73	1.9e-05	0	0	1	0.23
1013	0.28	0.71	0.0037	5.7e-06	1.3e-06	1	0.23
1014	0.23	6.7e-05	0.73	0	0.039	2	0.1
1015	0.047	0.95	1.6e-05	0	0	1	0.23
1016	0.95	0.047	0.0056	0	0	0	0.15
1017	0.19	0.00043	0.53	0	0.28	2	0.1
1018	0.82	0.15	0.025	0	4.7e-06	0	0.15
1019	0.97	0.00066	0.029	0	0	0	0.15
1020	0.78	0.18	0.038	0	3.6e-05	0	0.15
1021	0.58	0.42	1.7e-05	0	0	0	0.15
1022	0.67	0.33	0.00096	0	0	0	0.15
1023	0.58	0.00035	0.41	0	0.00066	0	0.15
1024	0.31	0.00048	0.62	0	0.07	2	0.1
1025	0.35	0.65	0.00011	0	0	1	0.23
1026	0.71	0.28	0.014	0	1.7e-06	0	0.15
1027	0.054	0	0.91	0	0.032	2	0.1
1028	0.43	0.0002	0.56	0	0.0039	2	0.1
1029	0.73	0.2	0.065	0	0.0005	0	0.15
1030	0.83	3.2e-06	0.17	0	0	0	0.15
1031	0.018	0	0.97	0	0.014	2	0.1
1032	0.72	0.28	2.6e-05	0	0	0	0.15
1033	0.2	0.8	0.0006	0	0	1	0.23
1034	0.43	0.57	0.00021	0	0	1	0.23
1035	0.86	0.14	0.0013	0	0	0	0.15
1036	0.023	0.98	0	0	0	1	0.23
1037	0.98	0.00012	0.017	0	0	0	0.15
1038	0.78	0.22	0	0	0	0	0.15
1039	0.71	0.29	0	0	0	0	0.15
1040	0.73	0.26	0.0094	0	3.7e-06	0	0.15
1041	0.57	0.43	3.9e-05	0	0	0	0.15
1042	0.51	5e-05	0.49	0	0.00045	0	0.15
1043	0.96	0.043	0.0002	0	0	0	0.15
1044	0.26	0	0.74	0	0.00085	2	0.1
1045	0.38	0.62	0	0	0	1	0.23
1046	0.00011	0	0.9	0	0.098	2	0.1
1047	0.98	0.021	0.00012	0	0	0	0.15
1048	0.73	0.23	0.039	0	7.2e-05	0	0.15
1049	0.72	0.066	0.2	0	0.011	0	0.15
1050	0.62	0.037	0.3	0	0.051	0	0.15
1051	0.2	7.3e-05	0.72	0	0.081	2	0.1
1052	0.004	0	0.48	0	0.51	4	0.05
1053	0.35	0.65	2.5e-05	0	0	1	0.23
1054	0.9	0	0.1	0	0	0	0.15
1055	0.77	0.081	0.15	0	0.0031	0	0.15
1056	0.59	0.39	0.017	0	1.4e-05	0	0.15
1057	0.39	6.4e-06	0.61	0	0.0001	2	0.1
1058	0.3	0.00012	0.68	0	0.02	2	0.1
1059	0.79	0.00022	0.21	0	6.4e-06	0	0.15
1060	0.45	0.0028	0.49	0	0.058	2	0.1
1061	0.71	0.29	0.0015	0	0	0	0.15
1062	0.34	0.00038	0.62	0	0.036	2	0.1
1063	0.16	0	0.84	0	0.00087	2	0.1
1064	0.78	0.21	0.0033	0	0	0	0.15
1065	0.96	0.034	0.0012	0	0	0	0.15
1066	0.68	0.32	0.0013	0	0	0	0.15
1067	0.48	0.52	0.00013	0	0	1	0.23
1068	0.011	0.99	0	0	0	1	0.23
1069	0.78	0.13	0.084	0	0.00057	0	0.15
1070	0.37	0.00049	0.6	0	0.031	2	0.1
1071	0.53	3.4e-05	0.47	0	8.5e-05	0	0.15
1072	0.87	0.0093	0.12	0	5.1e-05	0	0.15
1073	0.014	0	0.31	0	0.68	4	0.05
