SNV	cluster0	cluster1	cluster	dcf0
882	0.55	0.45	0	0.15
883	0.85	0.15	0	0.15
884	0.45	0.55	1	0.23
885	0.81	0.19	0	0.15
886	0.47	0.53	1	0.23
887	1	0.00015	0	0.15
888	1	0.0013	0	0.15
889	0.48	0.52	1	0.23
890	0.49	0.51	1	0.23
891	1	0.0044	0	0.15
892	0.79	0.21	0	0.15
893	0.98	0.022	0	0.15
894	0.42	0.58	1	0.23
895	0.57	0.43	0	0.15
896	1	3.7e-05	0	0.15
897	1	1.5e-05	0	0.15
898	1	0.0027	0	0.15
899	0.96	0.036	0	0.15
900	1	0.00064	0	0.15
901	1	0	0	0.15
902	1	0.00036	0	0.15
903	0.99	0.007	0	0.15
904	0.64	0.36	0	0.15
905	0.44	0.56	1	0.23
906	1	2.2e-06	0	0.15
907	0.7	0.3	0	0.15
908	1	0.0024	0	0.15
909	0.93	0.072	0	0.15
910	0.77	0.23	0	0.15
911	0.41	0.59	1	0.23
912	0.93	0.072	0	0.15
913	0.78	0.22	0	0.15
914	0.9	0.1	0	0.15
915	0.99	0.011	0	0.15
916	0.93	0.066	0	0.15
917	1	2.4e-05	0	0.15
918	0.99	0.0063	0	0.15
919	1	0.00016	0	0.15
920	1	0.0022	0	0.15
921	0.98	0.023	0	0.15
922	0.99	0.0053	0	0.15
923	1	0.0013	0	0.15
924	0.87	0.13	0	0.15
925	1	0.00098	0	0.15
926	1	8.6e-06	0	0.15
927	9.4e-06	1	1	0.23
928	0.16	0.84	1	0.23
929	1	0	0	0.15
930	0.0049	1	1	0.23
931	1	0.0022	0	0.15
932	1	2.2e-05	0	0.15
933	1	0	0	0.15
934	0.55	0.45	0	0.15
935	0.98	0.021	0	0.15
936	1	0.00084	0	0.15
937	0.99	0.0084	0	0.15
938	0.64	0.36	0	0.15
939	1	0	0	0.15
940	1	0.0011	0	0.15
941	1	0.0046	0	0.15
942	0.0003	1	1	0.23
943	1	0.0019	0	0.15
944	1	0	0	0.15
945	1	0	0	0.15
946	0.93	0.069	0	0.15
947	1	0	0	0.15
948	0.97	0.028	0	0.15
949	1	2.6e-06	0	0.15
950	1	0.0036	0	0.15
951	0.0089	0.99	1	0.23
952	0.97	0.03	0	0.15
953	0.89	0.11	0	0.15
954	1	0	0	0.15
955	1	0.0018	0	0.15
956	0.28	0.72	1	0.23
957	0.23	0.77	1	0.23
958	1	0	0	0.15
959	1	0	0	0.15
960	0.84	0.16	0	0.15
961	0.99	0.011	0	0.15
962	1	3.9e-05	0	0.15
963	0.98	0.018	0	0.15
964	0.86	0.14	0	0.15
965	0.41	0.59	1	0.23
966	0.81	0.19	0	0.15
967	0.017	0.98	1	0.23
968	1	0	0	0.15
969	1	0.0022	0	0.15
970	0.97	0.026	0	0.15
971	1	0.00028	0	0.15
972	0.14	0.86	1	0.23
973	0.78	0.22	0	0.15
974	0.48	0.52	1	0.23
975	0.54	0.46	0	0.15
976	1	0	0	0.15
977	1	0.00033	0	0.15
978	0.96	0.038	0	0.15
979	0.78	0.22	0	0.15
980	0.094	0.91	1	0.23
981	8.6e-05	1	1	0.23
982	0.97	0.028	0	0.15
983	0.99	0.0094	0	0.15
984	0.98	0.024	0	0.15
985	0.29	0.71	1	0.23
986	0.94	0.059	0	0.15
987	0.91	0.085	0	0.15
988	1	2.3e-06	0	0.15
989	1	0.0045	0	0.15
990	1	0.00027	0	0.15
991	0.98	0.021	0	0.15
992	6.3e-05	1	1	0.23
993	1	9.8e-05	0	0.15
994	1	2.8e-05	0	0.15
995	0.25	0.75	1	0.23
996	0.99	0.014	0	0.15
997	0.98	0.019	0	0.15
998	1	0.00061	0	0.15
999	0.78	0.22	0	0.15
1000	0.77	0.23	0	0.15
1001	1	1.7e-05	0	0.15
1002	0.86	0.14	0	0.15
1003	0.34	0.66	1	0.23
1004	1	0.00036	0	0.15
1005	1	0.0014	0	0.15
1006	0.34	0.66	1	0.23
1007	1	0.00012	0	0.15
1008	1	4.6e-05	0	0.15
1009	1	0.00018	0	0.15
1010	1	0	0	0.15
1011	1	1.5e-06	0	0.15
1012	0.36	0.64	1	0.23
1013	0.38	0.62	1	0.23
1014	1	0.00018	0	0.15
1015	0.071	0.93	1	0.23
1016	0.97	0.031	0	0.15
1017	1	0.0015	0	0.15
1018	0.89	0.11	0	0.15
1019	1	0.00044	0	0.15
1020	0.87	0.13	0	0.15
1021	0.68	0.32	0	0.15
1022	0.76	0.24	0	0.15
1023	1	0.00038	0	0.15
1024	1	0.00099	0	0.15
1025	0.46	0.54	1	0.23
1026	0.8	0.2	0	0.15
1027	1	2.3e-06	0	0.15
1028	1	0.00029	0	0.15
1029	0.85	0.15	0	0.15
1030	1	2.5e-06	0	0.15
1031	1	0	0	0.15
1032	0.8	0.2	0	0.15
1033	0.28	0.72	1	0.23
1034	0.54	0.46	0	0.15
1035	0.9	0.097	0	0.15
1036	0.035	0.96	1	0.23
1037	1	7.9e-05	0	0.15
1038	0.85	0.15	0	0.15
1039	0.79	0.21	0	0.15
1040	0.81	0.19	0	0.15
1041	0.68	0.32	0	0.15
1042	1	6.3e-05	0	0.15
1043	0.97	0.028	0	0.15
1044	1	3e-06	0	0.15
1045	0.49	0.51	1	0.23
1046	1	0	0	0.15
1047	0.99	0.013	0	0.15
1048	0.83	0.17	0	0.15
1049	0.94	0.055	0	0.15
1050	0.96	0.038	0	0.15
1051	1	0.00023	0	0.15
1052	1	0	0	0.15
1053	0.46	0.54	1	0.23
1054	1	0	0	0.15
1055	0.94	0.064	0	0.15
1056	0.7	0.3	0	0.15
1057	1	1.1e-05	0	0.15
1058	1	0.00025	0	0.15
1059	1	0.00018	0	0.15
1060	1	0.004	0	0.15
1061	0.79	0.21	0	0.15
1062	1	0.00071	0	0.15
1063	1	2.3e-06	0	0.15
1064	0.85	0.15	0	0.15
1065	0.98	0.022	0	0.15
1066	0.76	0.24	0	0.15
1067	0.59	0.41	0	0.15
1068	0.016	0.98	1	0.23
1069	0.9	0.096	0	0.15
1070	1	0.00085	0	0.15
1071	1	4.1e-05	0	0.15
1072	0.99	0.0069	0	0.15
1073	1	3.1e-05	0	0.15
1074	0.99	0.0066	0	0.15
1075	0.92	0.08	0	0.15
1076	0.96	0.041	0	0.15
1077	1	0	0	0.15
1078	0.077	0.92	1	0.23
1079	1	0.0045	0	0.15
1080	0.61	0.39	0	0.15
1081	1	0	0	0.15
1082	0.11	0.89	1	0.23
1083	1	5.6e-05	0	0.15
1084	1	0.00015	0	0.15
1085	1	0.0022	0	0.15
1086	0.79	0.21	0	0.15
1087	0.98	0.019	0	0.15
1088	0.16	0.84	1	0.23
1089	0.93	0.069	0	0.15
1090	0.93	0.073	0	0.15
1091	1	0	0	0.15
1092	0.24	0.76	1	0.23
1093	0.73	0.27	0	0.15
1094	0.96	0.036	0	0.15
1095	0.66	0.34	0	0.15
1096	0.91	0.09	0	0.15
1097	0.081	0.92	1	0.23
1098	0.92	0.085	0	0.15
1099	0.84	0.16	0	0.15
1100	1	2.1e-05	0	0.15
1101	1	0.0037	0	0.15
1102	0.03	0.97	1	0.23
1103	0.83	0.17	0	0.15
1104	0.085	0.91	1	0.23
1105	0.94	0.061	0	0.15
1106	0.76	0.24	0	0.15
1107	0.89	0.11	0	0.15
1108	1	0.0018	0	0.15
1109	0.85	0.15	0	0.15
1110	0.65	0.35	0	0.15
1111	0.91	0.094	0	0.15
1112	0.97	0.034	0	0.15
1113	1	0	0	0.15
1114	1	0.0019	0	0.15
1115	0.88	0.12	0	0.15
1116	0.99	0.0095	0	0.15
1117	1	0.0016	0	0.15
1118	1	0	0	0.15
1119	1	0	0	0.15
1120	0.99	0.012	0	0.15
1121	0.99	0.013	0	0.15
1122	0.95	0.045	0	0.15
1123	1	0.0031	0	0.15
1124	1	0.00045	0	0.15
1125	0.99	0.013	0	0.15
1126	1	0	0	0.15
1127	1	0.00044	0	0.15
1128	1	0	0	0.15
1129	1	4.4e-06	0	0.15
1130	1	0	0	0.15
1131	0.52	0.48	0	0.15
1132	0.31	0.69	1	0.23
1133	0.34	0.66	1	0.23
1134	1	8.9e-06	0	0.15
1135	0.96	0.044	0	0.15
1136	0.92	0.083	0	0.15
1137	0.88	0.12	0	0.15
1138	1	0	0	0.15
1139	0.61	0.39	0	0.15
1140	0.88	0.12	0	0.15
1141	0.96	0.038	0	0.15
1142	1	0	0	0.15
1143	0.7	0.3	0	0.15
1144	0.53	0.47	0	0.15
1145	0.8	0.2	0	0.15
1146	0.15	0.85	1	0.23
1147	0.72	0.28	0	0.15
1148	0.97	0.032	0	0.15
1149	0.83	0.17	0	0.15
1150	0.78	0.22	0	0.15
1151	0.97	0.034	0	0.15
1152	0.38	0.62	1	0.23
1153	1	0.0048	0	0.15
1154	0.96	0.037	0	0.15
1155	1	0.00058	0	0.15
1156	0.99	0.0058	0	0.15
1157	0.84	0.16	0	0.15
1158	0.87	0.13	0	0.15
1159	0.67	0.33	0	0.15
1160	0.76	0.24	0	0.15
1161	0.92	0.078	0	0.15
1162	0.45	0.55	1	0.23
1163	0.99	0.012	0	0.15
1164	0.96	0.036	0	0.15
1165	0.45	0.55	1	0.23
1166	0.8	0.2	0	0.15
1167	0.44	0.56	1	0.23
1168	0	1	1	0.23
1169	0.82	0.18	0	0.15
1170	0.97	0.029	0	0.15
1171	0.93	0.07	0	0.15
1172	0.94	0.059	0	0.15
1173	1	0.0017	0	0.15
1174	0.88	0.12	0	0.15
1175	0.77	0.23	0	0.15
1176	0.97	0.031	0	0.15
1177	0.99	0.0057	0	0.15
1178	0.95	0.052	0	0.15
1179	1	0.0015	0	0.15
1180	0.013	0.99	1	0.23
1181	0.73	0.27	0	0.15
1182	1	5.3e-06	0	0.15
1183	0.78	0.22	0	0.15
1184	0.98	0.015	0	0.15
1185	0.26	0.74	1	0.23
1186	0.56	0.44	0	0.15
1187	0.99	0.014	0	0.15
1188	0.63	0.37	0	0.15
1189	0.89	0.11	0	0.15
1190	0.98	0.019	0	0.15
1191	1	3.6e-06	0	0.15
1192	0.99	0.0091	0	0.15
1193	0.99	0.0082	0	0.15
1194	0.99	0.0055	0	0.15
1195	0.97	0.028	0	0.15
1196	0.91	0.091	0	0.15
1197	0.81	0.19	0	0.15
1198	0.98	0.016	0	0.15
1199	0.66	0.34	0	0.15
1200	0.57	0.43	0	0.15
1201	0.65	0.35	0	0.15
1202	0.16	0.84	1	0.23
1203	0.98	0.023	0	0.15
1204	0.98	0.02	0	0.15
1205	0.96	0.038	0	0.15
1206	1	0.0025	0	0.15
1207	0.99	0.013	0	0.15
1208	0.76	0.24	0	0.15
1209	0.99	0.013	0	0.15
1210	0.84	0.16	0	0.15
1211	0.5	0.5	1	0.23
1212	0.91	0.088	0	0.15
1213	1	0.00015	0	0.15
1214	0.93	0.069	0	0.15
1215	0.7	0.3	0	0.15
1216	1	4.1e-05	0	0.15
1217	0.59	0.41	0	0.15
1218	0.73	0.27	0	0.15
1219	1	0.0032	0	0.15
1220	0.53	0.47	0	0.15
1221	1	0.0004	0	0.15
1222	0.68	0.32	0	0.15
1223	0.19	0.81	1	0.23
1224	0.92	0.083	0	0.15
1225	0.036	0.96	1	0.23
1226	0.46	0.54	1	0.23
1227	0.71	0.29	0	0.15
1228	0.9	0.1	0	0.15
1229	0.74	0.26	0	0.15
1230	0.73	0.27	0	0.15
1231	0.61	0.39	0	0.15
1232	0.97	0.027	0	0.15
1233	0.98	0.023	0	0.15
1234	0.1	0.9	1	0.23
1235	0.44	0.56	1	0.23
1236	0.0095	0.99	1	0.23
1237	0.92	0.075	0	0.15
1238	0.67	0.33	0	0.15
1239	0.69	0.31	0	0.15
1240	0.99	0.0095	0	0.15
1241	0.88	0.12	0	0.15
1242	0.77	0.23	0	0.15
1243	0.81	0.19	0	0.15
1244	0.74	0.26	0	0.15
1245	0.27	0.73	1	0.23
1246	1	9.5e-06	0	0.15
1247	0.77	0.23	0	0.15
1248	1	7.8e-05	0	0.15
1249	0.99	0.0096	0	0.15
1250	1	0	0	0.15
1251	1	0.0032	0	0.15
1252	0.92	0.078	0	0.15
1253	0.99	0.014	0	0.15
1254	0.38	0.62	1	0.23
1255	0.2	0.8	1	0.23
1256	0.98	0.023	0	0.15
1257	1	0.00056	0	0.15
1258	0.34	0.66	1	0.23
1259	1	0	0	0.15
1260	1	3.9e-05	0	0.15
1261	0.95	0.052	0	0.15
1262	0.96	0.044	0	0.15
1263	1	0.00099	0	0.15
1264	0.93	0.066	0	0.15
1265	0.64	0.36	0	0.15
1266	0.94	0.065	0	0.15
1267	0.39	0.61	1	0.23
1268	0.91	0.086	0	0.15
1269	0.51	0.49	0	0.15
1270	0.85	0.15	0	0.15
1271	1	8.4e-06	0	0.15
1272	0.99	0.0051	0	0.15
1273	1	0.002	0	0.15
1274	1	0	0	0.15
1275	0.038	0.96	1	0.23
1276	0.41	0.59	1	0.23
1277	0.78	0.22	0	0.15
1278	0.64	0.36	0	0.15
1279	1	8.5e-05	0	0.15
1280	0.91	0.088	0	0.15
1281	0.0035	1	1	0.23
1282	0.11	0.89	1	0.23
1283	1	0.00091	0	0.15
1284	0.062	0.94	1	0.23
1285	0.72	0.28	0	0.15
1286	1	0.0049	0	0.15
1287	0.95	0.051	0	0.15
1288	0.00046	1	1	0.23
1289	0.1	0.9	1	0.23
1290	0.35	0.65	1	0.23
1291	0.16	0.84	1	0.23
1292	1	0.00021	0	0.15
1293	0.48	0.52	1	0.23
1294	0.99	0.011	0	0.15
1295	0.25	0.75	1	0.23
1296	0.14	0.86	1	0.23
1297	1	0.00014	0	0.15
1298	0.26	0.74	1	0.23
1299	0.82	0.18	0	0.15
1300	0.73	0.27	0	0.15
1301	0.019	0.98	1	0.23
1302	0.094	0.91	1	0.23
1303	0.99	0.012	0	0.15
1304	0.59	0.41	0	0.15
1305	0.82	0.18	0	0.15
1306	0.63	0.37	0	0.15
1307	1	4e-05	0	0.15
1308	1	0	0	0.15
1309	0.96	0.043	0	0.15
1310	1	5.4e-06	0	0.15
1311	0.98	0.019	0	0.15
1312	1	0	0	0.15
1313	0.96	0.039	0	0.15
1314	0.79	0.21	0	0.15
1315	1	1e-05	0	0.15
1316	0.039	0.96	1	0.23
1317	0.025	0.98	1	0.23
1318	1	1.5e-05	0	0.15
1319	0.44	0.56	1	0.23
1320	1	0.00025	0	0.15
1321	0.81	0.19	0	0.15
1322	0.88	0.12	0	0.15
1323	1	1e-05	0	0.15
1324	1	0	0	0.15
1325	0.13	0.87	1	0.23
1326	1	0.0041	0	0.15
1327	1	5.2e-06	0	0.15
1328	0.86	0.14	0	0.15
1329	0.35	0.65	1	0.23
1330	0.77	0.23	0	0.15
1331	0.97	0.028	0	0.15
1332	1	0.005	0	0.15
1333	0.99	0.011	0	0.15
1334	1	0	0	0.15
1335	1	0.00059	0	0.15
1336	1	2.2e-05	0	0.15
1337	0.95	0.046	0	0.15
1338	0.99	0.012	0	0.15
1339	0.92	0.077	0	0.15
1340	0.49	0.51	1	0.23
1341	1	1.1e-05	0	0.15
1342	1	0.003	0	0.15
1343	0.79	0.21	0	0.15
1344	0.95	0.045	0	0.15
1345	0.99	0.0092	0	0.15
1346	1	0	0	0.15
1347	1	1.7e-05	0	0.15
1348	1	0.0001	0	0.15
1349	0.91	0.089	0	0.15
1350	1	4e-06	0	0.15
1351	0.47	0.53	1	0.23
1352	0.59	0.41	0	0.15
1353	1	0.00011	0	0.15
1354	1	4.8e-05	0	0.15
1355	1	0.00013	0	0.15
1356	0.98	0.022	0	0.15
1357	1	0.0006	0	0.15
1358	1	0.0018	0	0.15
1359	1	0	0	0.15
1360	1	0.0042	0	0.15
1361	0.87	0.13	0	0.15
1362	1	4.6e-06	0	0.15
1363	1	5.4e-05	0	0.15
1364	1	0.00034	0	0.15
1365	1	0.001	0	0.15
1366	1	0.00023	0	0.15
1367	1	0.00031	0	0.15
1368	1	2.3e-05	0	0.15
1369	0.79	0.21	0	0.15
1370	0.6	0.4	0	0.15
1371	0.78	0.22	0	0.15
1372	0.99	0.0054	0	0.15
1373	0.8	0.2	0	0.15
1374	0.78	0.22	0	0.15
1375	0.86	0.14	0	0.15
1376	1	7.5e-05	0	0.15
1377	0.75	0.25	0	0.15
1378	1	0.00086	0	0.15
1379	0.89	0.11	0	0.15
1380	0.95	0.048	0	0.15
1381	1	1.2e-05	0	0.15
1382	0.24	0.76	1	0.23
1383	1	7.3e-06	0	0.15
1384	1	0	0	0.15
1385	1	0.00055	0	0.15
1386	0.83	0.17	0	0.15
1387	1	0.0028	0	0.15
1388	1	2.8e-06	0	0.15
1389	1	0.0029	0	0.15
1390	0.83	0.17	0	0.15
1391	1	3.9e-06	0	0.15
1392	0.97	0.032	0	0.15
1393	0.79	0.21	0	0.15
1394	0.98	0.015	0	0.15
1395	0.97	0.034	0	0.15
1396	0.93	0.073	0	0.15
1397	0.99	0.008	0	0.15
1398	0.73	0.27	0	0.15
1399	1	0.00014	0	0.15
1400	0.61	0.39	0	0.15
1401	1	0.0011	0	0.15
1402	1	0	0	0.15
1403	0.79	0.21	0	0.15
1404	0.44	0.56	1	0.23
1405	0.87	0.13	0	0.15
1406	1	0.0018	0	0.15
1407	1	1e-05	0	0.15
1408	0.99	0.011	0	0.15
1409	0.98	0.015	0	0.15
1410	1	1.9e-06	0	0.15
1411	0.88	0.12	0	0.15
1412	0.63	0.37	0	0.15
1413	0.64	0.36	0	0.15
1414	0.99	0.0056	0	0.15
1415	0.97	0.034	0	0.15
1416	0.72	0.28	0	0.15
1417	0.86	0.14	0	0.15
1418	0.15	0.85	1	0.23
1419	0.65	0.35	0	0.15
1420	0.86	0.14	0	0.15
1421	0.99	0.013	0	0.15
1422	0.99	0.01	0	0.15
1423	1	5.3e-05	0	0.15
1424	0.97	0.027	0	0.15
1425	0.72	0.28	0	0.15
1426	0.8	0.2	0	0.15
1427	1	0.0012	0	0.15
1428	0.77	0.23	0	0.15
1429	0.94	0.056	0	0.15
1430	1	0.0027	0	0.15
1431	0.91	0.089	0	0.15
1432	0.97	0.026	0	0.15
1433	1	6.3e-06	0	0.15
1434	0.85	0.15	0	0.15
1435	0.95	0.051	0	0.15
1436	1	0.00066	0	0.15
1437	0.98	0.025	0	0.15
1438	1	0	0	0.15
1439	0.58	0.42	0	0.15
1440	1	0.00013	0	0.15
1441	0.11	0.89	1	0.23
1442	1	0.0044	0	0.15
1443	0.81	0.19	0	0.15
1444	1	0.00029	0	0.15
1445	1	0.0028	0	0.15
1446	0.96	0.045	0	0.15
1447	0.74	0.26	0	0.15
1448	0.56	0.44	0	0.15
1449	0.71	0.29	0	0.15
1450	0.97	0.029	0	0.15
1451	0.56	0.44	0	0.15
1452	1	0.0028	0	0.15
1453	0.97	0.033	0	0.15
1454	0.12	0.88	1	0.23
1455	0.84	0.16	0	0.15
1456	0.99	0.012	0	0.15
1457	0.64	0.36	0	0.15
1458	0.43	0.57	1	0.23
1459	0.68	0.32	0	0.15
1460	0.44	0.56	1	0.23
1461	0.9	0.1	0	0.15
1462	0.96	0.038	0	0.15
1463	0.74	0.26	0	0.15
1464	0.9	0.1	0	0.15
1465	1	0.00032	0	0.15
1466	0.71	0.29	0	0.15
1467	0.98	0.025	0	0.15
1468	0.71	0.29	0	0.15
1469	0.057	0.94	1	0.23
1470	0.92	0.08	0	0.15
1471	0.84	0.16	0	0.15
1472	0.0071	0.99	1	0.23
1473	0.0021	1	1	0.23
1474	0.4	0.6	1	0.23
1475	0.82	0.18	0	0.15
1476	0.86	0.14	0	0.15
1477	0.38	0.62	1	0.23
1478	0.95	0.049	0	0.15
1479	0.97	0.034	0	0.15
1480	0.15	0.85	1	0.23
1481	1	0.004	0	0.15
1482	0.93	0.069	0	0.15
1483	1	0.00083	0	0.15
1484	0.67	0.33	0	0.15
1485	1	0.0028	0	0.15
1486	0.27	0.73	1	0.23
1487	0.94	0.057	0	0.15
1488	0.18	0.82	1	0.23
1489	0.92	0.075	0	0.15
1490	0.87	0.13	0	0.15
1491	0.99	0.012	0	0.15
1492	0.91	0.093	0	0.15
1493	0.018	0.98	1	0.23
1494	0.51	0.49	0	0.15
1495	1	0.0015	0	0.15
1496	1	0	0	0.15
1497	0.99	0.0051	0	0.15
1498	0.1	0.9	1	0.23
1499	0.85	0.15	0	0.15
1500	0.73	0.27	0	0.15
1501	0.59	0.41	0	0.15
1502	0.77	0.23	0	0.15
1503	0.35	0.65	1	0.23
1504	0.73	0.27	0	0.15
1505	0.83	0.17	0	0.15
1506	0.97	0.029	0	0.15
1507	0.74	0.26	0	0.15
1508	0.67	0.33	0	0.15
1509	0.73	0.27	0	0.15
1510	0.36	0.64	1	0.23
1511	0.95	0.045	0	0.15
1512	0.86	0.14	0	0.15
1513	1	0.00017	0	0.15
1514	0.97	0.035	0	0.15
1515	0.29	0.71	1	0.23
1516	0.91	0.092	0	0.15
1517	0.85	0.15	0	0.15
1518	1	0.0045	0	0.15
1519	0.16	0.84	1	0.23
1520	0.11	0.89	1	0.23
1521	0.99	0.0083	0	0.15
1522	0.95	0.052	0	0.15
1523	0.69	0.31	0	0.15
1524	0.13	0.87	1	0.23
1525	0.77	0.23	0	0.15
1526	0.98	0.02	0	0.15
1527	0.12	0.88	1	0.23
1528	1	0.0018	0	0.15
1529	0.36	0.64	1	0.23
1530	1	0.0019	0	0.15
1531	0.9	0.1	0	0.15
1532	0.2	0.8	1	0.23
1533	0.88	0.12	0	0.15
1534	0.92	0.081	0	0.15
1535	0.71	0.29	0	0.15
1536	0.77	0.23	0	0.15
1537	0.21	0.79	1	0.23
1538	0.67	0.33	0	0.15
1539	0.68	0.32	0	0.15
1540	1	0.00073	0	0.15
1541	0.97	0.029	0	0.15
1542	1	0.00023	0	0.15
1543	1	0.0015	0	0.15
1544	0.7	0.3	0	0.15
1545	0.98	0.018	0	0.15
1546	0.81	0.19	0	0.15
1547	0.99	0.0073	0	0.15
1548	0.65	0.35	0	0.15
1549	0.21	0.79	1	0.23
1550	0.93	0.072	0	0.15
1551	1	1.5e-05	0	0.15
1552	1	1.6e-06	0	0.15
1553	0.55	0.45	0	0.15
1554	0.24	0.76	1	0.23
1555	0.15	0.85	1	0.23
1556	0.78	0.22	0	0.15
1557	0.71	0.29	0	0.15
1558	0.51	0.49	0	0.15
1559	0.94	0.056	0	0.15
1560	0.15	0.85	1	0.23
1561	0.31	0.69	1	0.23
1562	1	0.00028	0	0.15
1563	0.99	0.0091	0	0.15
1564	1	1.5e-06	0	0.15
1565	0.41	0.59	1	0.23
1566	0.97	0.03	0	0.15
1567	0.92	0.079	0	0.15
1568	1	0	0	0.15
1569	0.067	0.93	1	0.23
1570	1	0.0004	0	0.15
1571	0.97	0.031	0	0.15
1572	1	0.002	0	0.15
1573	1	0	0	0.15
1574	0.96	0.043	0	0.15
1575	1	0	0	0.15
1576	1	1.5e-05	0	0.15
1577	0.23	0.77	1	0.23
1578	1	0.00027	0	0.15
1579	0.76	0.24	0	0.15
1580	1	0.00029	0	0.15
1581	1	0.00048	0	0.15
1582	1	0.00069	0	0.15
1583	0.21	0.79	1	0.23
1584	0.63	0.37	0	0.15
1585	1	0.0041	0	0.15
1586	0.99	0.0084	0	0.15
1587	1	8.3e-06	0	0.15
1588	0.78	0.22	0	0.15
1589	0.93	0.074	0	0.15
1590	0.99	0.0066	0	0.15
1591	0.53	0.47	0	0.15
1592	1	1.9e-05	0	0.15
1593	0.2	0.8	1	0.23
1594	0.99	0.0097	0	0.15
1595	0.24	0.76	1	0.23
1596	1	0	0	0.15
1597	0.8	0.2	0	0.15
1598	1	0.0009	0	0.15
1599	1	0.00078	0	0.15
1600	0.97	0.033	0	0.15
1601	1	0	0	0.15
1602	1	1.8e-06	0	0.15
1603	1	0	0	0.15
1604	1	0.0035	0	0.15
1605	0.98	0.018	0	0.15
1606	1	0	0	0.15
1607	0.6	0.4	0	0.15
1608	0.99	0.0084	0	0.15
1609	1	2.4e-05	0	0.15
1610	1	0.00032	0	0.15
1611	1	0.0021	0	0.15
1612	0.66	0.34	0	0.15
1613	1	1.3e-05	0	0.15
1614	0.64	0.36	0	0.15
1615	0.62	0.38	0	0.15
1616	0.98	0.02	0	0.15
1617	1	0.00057	0	0.15
1618	0.99	0.0059	0	0.15
1619	1	0.0003	0	0.15
1620	1	9.5e-05	0	0.15
1621	0.75	0.25	0	0.15
1622	0.65	0.35	0	0.15
1623	0.84	0.16	0	0.15
1624	0.63	0.37	0	0.15
1625	0.49	0.51	1	0.23
1626	0.82	0.18	0	0.15
1627	0.96	0.04	0	0.15
1628	0.095	0.9	1	0.23
1629	0.71	0.29	0	0.15
1630	0.95	0.048	0	0.15
1631	0.76	0.24	0	0.15
1632	0.82	0.18	0	0.15
1633	0.55	0.45	0	0.15
1634	0.087	0.91	1	0.23
1635	0.66	0.34	0	0.15
1636	1	0.0036	0	0.15
1637	0.45	0.55	1	0.23
1638	0.7	0.3	0	0.15
1639	0.88	0.12	0	0.15
1640	0.54	0.46	0	0.15
1641	0.8	0.2	0	0.15
1642	0.017	0.98	1	0.23
1643	0.74	0.26	0	0.15
1644	0.89	0.11	0	0.15
1645	0.93	0.074	0	0.15
1646	0.73	0.27	0	0.15
1647	0.97	0.03	0	0.15
1648	0.76	0.24	0	0.15
1649	0.34	0.66	1	0.23
1650	0.99	0.012	0	0.15
1651	0.97	0.028	0	0.15
1652	0.92	0.075	0	0.15
1653	0.84	0.16	0	0.15
1654	0.63	0.37	0	0.15
1655	0.71	0.29	0	0.15
1656	0.95	0.055	0	0.15
1657	0.92	0.08	0	0.15
1658	0.22	0.78	1	0.23
1659	0.45	0.55	1	0.23
1660	0.98	0.019	0	0.15
1661	0.85	0.15	0	0.15
1662	1	0.0034	0	0.15
1663	0.32	0.68	1	0.23
