SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0
202	0.00096	0.0089	0.31	0.00085	0	0.007	0	0.007	0.011	0.007	0.00096	0.31	0.31	0.011	0.0089	2	0.15
203	0.058	0.00066	0.28	0.051	0	0.00053	0	0.00053	0.00084	0.00053	0.058	0.28	0.28	0.00084	0.00066	2	0.15
204	0.19	0.00026	0.15	0.16	0	0.0002	0	0.0002	0.00032	0.0002	0.19	0.15	0.15	0.00032	0.00026	0	0.083
205	0.048	0.0038	0.28	0.042	0	0.003	0	0.003	0.0048	0.003	0.048	0.28	0.28	0.0048	0.0038	2	0.15
206	4.2e-05	0.0022	0.33	3.7e-05	0	0.0017	0	0.0017	0.0027	0.0017	4.2e-05	0.33	0.33	0.0027	0.0022	2	0.15
207	0.018	0.00045	0.31	0.016	0	0.00036	0	0.00036	0.00057	0.00036	0.018	0.31	0.31	0.00057	0.00045	2	0.15
208	0	0.14	0.0077	0	0	0.11	0.00044	0.11	0.18	0.11	0	0.0077	0.0077	0.18	0.14	8	0.23
209	0.0019	0.015	0.3	0.0017	0	0.012	0	0.012	0.019	0.012	0.0019	0.3	0.3	0.019	0.015	2	0.15
210	0.35	0	0.00037	0.3	0	0	0	0	0	0	0.35	0.00037	0.00037	0	0	0	0.083
211	0.032	0.014	0.27	0.028	0	0.011	2.4e-06	0.011	0.017	0.011	0.032	0.27	0.27	0.017	0.014	2	0.15
212	0.33	0	0.019	0.29	0	0	0	0	0	0	0.33	0.019	0.019	0	0	0	0.083
213	3.3e-05	0.0052	0.32	2.9e-05	0	0.0041	0	0.0041	0.0065	0.0041	3.3e-05	0.32	0.32	0.0065	0.0052	2	0.15
214	0.00029	0.00095	0.33	0.00025	0	0.00075	0	0.00075	0.0012	0.00075	0.00029	0.33	0.33	0.0012	0.00095	2	0.15
215	0	0.042	0.24	0	0	0.033	0.0011	0.033	0.052	0.033	0	0.24	0.24	0.052	0.042	2	0.15
216	0.013	0.034	0.24	0.011	0	0.027	4.9e-05	0.027	0.042	0.027	0.013	0.24	0.24	0.042	0.034	2	0.15
217	3.9e-05	0.12	0.046	3.4e-05	0.0001	0.098	0.0076	0.098	0.16	0.098	3.9e-05	0.046	0.046	0.16	0.12	8	0.23
218	0.13	0	0.21	0.11	0	0	0	0	0	0	0.13	0.21	0.21	0	0	2	0.15
219	0.23	3.1e-05	0.11	0.2	0	2.4e-05	0	2.4e-05	3.9e-05	2.4e-05	0.23	0.11	0.11	3.9e-05	3.1e-05	0	0.083
220	0.1	0.0023	0.23	0.092	0	0.0018	0	0.0018	0.0029	0.0018	0.1	0.23	0.23	0.0029	0.0023	2	0.15
221	0.02	0.0032	0.31	0.017	0	0.0025	0	0.0025	0.004	0.0025	0.02	0.31	0.31	0.004	0.0032	2	0.15
222	0.088	0.0055	0.24	0.077	0	0.0043	0	0.0043	0.0069	0.0043	0.088	0.24	0.24	0.0069	0.0055	2	0.15
223	0.0027	0.017	0.29	0.0024	0	0.014	0	0.014	0.022	0.014	0.0027	0.29	0.29	0.022	0.017	2	0.15
224	0.33	0	0.017	0.29	0	0	0	0	0	0	0.33	0.017	0.017	0	0	0	0.083
225	0.0083	0.011	0.3	0.0073	0	0.009	0	0.009	0.014	0.009	0.0083	0.3	0.3	0.014	0.011	2	0.15
226	0.00012	0.0026	0.33	0.00011	0	0.0021	0	0.0021	0.0033	0.0021	0.00012	0.33	0.33	0.0033	0.0026	2	0.15
227	0.0017	0.032	0.26	0.0015	0	0.025	1.3e-06	0.025	0.04	0.025	0.0017	0.26	0.26	0.04	0.032	2	0.15
228	9.3e-05	0.071	0.17	8.2e-05	0	0.056	4.2e-06	0.056	0.09	0.056	9.3e-05	0.17	0.17	0.09	0.071	2	0.15
229	0.00055	0.03	0.26	0.00048	0	0.023	0	0.023	0.037	0.023	0.00055	0.26	0.26	0.037	0.03	2	0.15
230	0.15	0.00077	0.19	0.13	0	0.00061	0	0.00061	0.00097	0.00061	0.15	0.19	0.19	0.00097	0.00077	2	0.15
231	0.053	0.00077	0.28	0.047	0	0.00061	0	0.00061	0.00097	0.00061	0.053	0.28	0.28	0.00097	0.00077	2	0.15
232	0.068	6.2e-06	0.27	0.059	0	4.9e-06	0	4.9e-06	7.8e-06	4.9e-06	0.068	0.27	0.27	7.8e-06	6.2e-06	2	0.15
233	0	0.14	0.011	0	0	0.11	0	0.11	0.18	0.11	0	0.011	0.011	0.18	0.14	8	0.23
234	0.016	0.012	0.29	0.014	0	0.0095	0	0.0095	0.015	0.0095	0.016	0.29	0.29	0.015	0.012	2	0.15
235	0.0057	0.043	0.23	0.005	0	0.034	5.9e-05	0.034	0.055	0.034	0.0057	0.23	0.23	0.055	0.043	2	0.15
236	0.2	6.7e-05	0.15	0.17	0	5.3e-05	0	5.3e-05	8.5e-05	5.3e-05	0.2	0.15	0.15	8.5e-05	6.7e-05	0	0.083
237	0.016	0.007	0.3	0.014	0	0.0055	0	0.0055	0.0088	0.0055	0.016	0.3	0.3	0.0088	0.007	2	0.15
238	0	0.082	0.15	0	0	0.065	0	0.065	0.1	0.065	0	0.15	0.15	0.1	0.082	2	0.15
239	0.33	0	0.018	0.29	0	0	0	0	0	0	0.33	0.018	0.018	0	0	0	0.083
240	0.0016	0.00053	0.33	0.0014	0	0.00042	0	0.00042	0.00066	0.00042	0.0016	0.33	0.33	0.00066	0.00053	2	0.15
241	0.0004	0.021	0.28	0.00035	0	0.017	0	0.017	0.026	0.017	0.0004	0.28	0.28	0.026	0.021	2	0.15
242	0.024	0.015	0.28	0.021	0	0.012	2.2e-06	0.012	0.019	0.012	0.024	0.28	0.28	0.019	0.015	2	0.15
243	0.00012	0.0015	0.33	0.0001	0	0.0012	0	0.0012	0.0019	0.0012	0.00012	0.33	0.33	0.0019	0.0015	2	0.15
244	0.033	0.0016	0.3	0.029	0	0.0012	0	0.0012	0.002	0.0012	0.033	0.3	0.3	0.002	0.0016	2	0.15
245	0	0.09	0.13	0	0	0.071	1.6e-05	0.071	0.11	0.071	0	0.13	0.13	0.11	0.09	2	0.15
246	0.063	0.0025	0.27	0.055	0	0.002	0	0.002	0.0031	0.002	0.063	0.27	0.27	0.0031	0.0025	2	0.15
247	0.001	0.026	0.27	0.00087	0	0.021	0	0.021	0.033	0.021	0.001	0.27	0.27	0.033	0.026	2	0.15
248	0	0.03	0.26	0	0	0.024	0	0.024	0.038	0.024	0	0.26	0.26	0.038	0.03	2	0.15
249	2.9e-06	0.00099	0.33	2.5e-06	0	0.00078	0	0.00078	0.0012	0.00078	2.9e-06	0.33	0.33	0.0012	0.00099	2	0.15
250	0.00047	0.0041	0.32	0.00041	0	0.0032	0	0.0032	0.0051	0.0032	0.00047	0.32	0.32	0.0051	0.0041	2	0.15
251	0	0.077	0.16	0	0	0.061	7.8e-05	0.061	0.097	0.061	0	0.16	0.16	0.097	0.077	2	0.15
252	0	0.045	0.23	0	0	0.036	0	0.036	0.057	0.036	0	0.23	0.23	0.057	0.045	2	0.15
253	0	0.054	0.21	0	0	0.043	0.00033	0.043	0.068	0.043	0	0.21	0.21	0.068	0.054	2	0.15
254	0.23	2.9e-05	0.11	0.21	0	2.3e-05	0	2.3e-05	3.7e-05	2.3e-05	0.23	0.11	0.11	3.7e-05	2.9e-05	0	0.083
255	0	0.072	0.17	0	0	0.057	2.8e-05	0.057	0.091	0.057	0	0.17	0.17	0.091	0.072	2	0.15
256	0.022	0.00015	0.31	0.019	0	0.00012	0	0.00012	0.00019	0.00012	0.022	0.31	0.31	0.00019	0.00015	2	0.15
257	0.0015	0.0025	0.33	0.0013	0	0.002	0	0.002	0.0031	0.002	0.0015	0.33	0.33	0.0031	0.0025	2	0.15
258	0.019	0.0025	0.31	0.017	0	0.0019	0	0.0019	0.0031	0.0019	0.019	0.31	0.31	0.0031	0.0025	2	0.15
259	1.2e-05	0.0024	0.33	1.1e-05	0	0.0019	0	0.0019	0.003	0.0019	1.2e-05	0.33	0.33	0.003	0.0024	2	0.15
260	0.35	0	2.7e-05	0.3	0	0	0	0	0	0	0.35	2.7e-05	2.7e-05	0	0	0	0.083
261	0.0011	0.01	0.31	0.00096	0	0.008	0	0.008	0.013	0.008	0.0011	0.31	0.31	0.013	0.01	2	0.15
262	0.18	0.059	0.023	0.16	0	0.046	0	0.046	0.074	0.046	0.18	0.023	0.023	0.074	0.059	0	0.083
263	0.11	0.0015	0.22	0.098	0	0.0012	0	0.0012	0.0019	0.0012	0.11	0.22	0.22	0.0019	0.0015	2	0.15
264	0.083	0.0012	0.25	0.073	0	0.00092	0	0.00092	0.0015	0.00092	0.083	0.25	0.25	0.0015	0.0012	2	0.15
265	0.061	0	0.27	0.054	0	0	0	0	0	0	0.061	0.27	0.27	0	0	2	0.15
266	0.00011	0.049	0.22	9.4e-05	0	0.039	3.4e-06	0.039	0.062	0.039	0.00011	0.22	0.22	0.062	0.049	2	0.15
267	0.074	0.00045	0.26	0.065	0	0.00036	0	0.00036	0.00057	0.00036	0.074	0.26	0.26	0.00057	0.00045	2	0.15
268	0.0031	0.0024	0.32	0.0027	0	0.0019	0	0.0019	0.003	0.0019	0.0031	0.32	0.32	0.003	0.0024	2	0.15
269	0.0024	0.019	0.29	0.0021	0	0.015	0	0.015	0.024	0.015	0.0024	0.29	0.29	0.024	0.019	2	0.15
270	3.6e-05	2.6e-05	0.33	3.2e-05	0	2.1e-05	0	2.1e-05	3.3e-05	2.1e-05	3.6e-05	0.33	0.33	3.3e-05	2.6e-05	2	0.15
271	0	0.065	0.18	0	0	0.051	0	0.051	0.082	0.051	0	0.18	0.18	0.082	0.065	2	0.15
272	0	0.0056	0.32	0	0	0.0044	0.0016	0.0044	0.0071	0.0044	0	0.32	0.32	0.0071	0.0056	2	0.15
273	0.037	0.0032	0.29	0.033	0	0.0025	0	0.0025	0.004	0.0025	0.037	0.29	0.29	0.004	0.0032	2	0.15
274	0	0.031	0.26	0	0	0.025	0.0017	0.025	0.04	0.025	0	0.26	0.26	0.04	0.031	2	0.15
275	1.3e-05	0.044	0.23	1.1e-05	0	0.035	0	0.035	0.056	0.035	1.3e-05	0.23	0.23	0.056	0.044	2	0.15
276	9.1e-06	0.075	0.16	8e-06	0	0.059	4e-05	0.059	0.095	0.059	9.1e-06	0.16	0.16	0.095	0.075	2	0.15
277	0	0.037	0.25	0	0	0.029	0	0.029	0.047	0.029	0	0.25	0.25	0.047	0.037	2	0.15
278	0.00065	0.03	0.26	0.00057	0	0.024	0	0.024	0.038	0.024	0.00065	0.26	0.26	0.038	0.03	2	0.15
279	0	0.11	0.08	0	0	0.087	0	0.087	0.14	0.087	0	0.08	0.08	0.14	0.11	8	0.23
280	0	0.11	0.082	0	0	0.087	0	0.087	0.14	0.087	0	0.082	0.082	0.14	0.11	8	0.23
281	0.052	0.00045	0.28	0.046	0	0.00036	0	0.00036	0.00057	0.00036	0.052	0.28	0.28	0.00057	0.00045	2	0.15
282	0	0.022	0.28	0	0	0.017	0	0.017	0.027	0.017	0	0.28	0.28	0.027	0.022	2	0.15
283	6e-05	0.0027	0.33	5.2e-05	0	0.0021	0	0.0021	0.0034	0.0021	6e-05	0.33	0.33	0.0034	0.0027	2	0.15
284	2.3e-05	0.01	0.31	2e-05	0	0.0079	0	0.0079	0.013	0.0079	2.3e-05	0.31	0.31	0.013	0.01	2	0.15
285	0	0.14	0.022	0	0	0.11	0	0.11	0.17	0.11	0	0.022	0.022	0.17	0.14	8	0.23
286	1.1e-05	0.021	0.28	9.4e-06	0	0.017	0	0.017	0.027	0.017	1.1e-05	0.28	0.28	0.027	0.021	2	0.15
287	0	0.026	0.27	0	0	0.02	8.3e-06	0.02	0.033	0.02	0	0.27	0.27	0.033	0.026	2	0.15
288	0	0.076	0.16	0	0.00042	0.06	0.0057	0.06	0.096	0.06	0	0.16	0.16	0.096	0.076	2	0.15
289	0	0.068	0.18	0	0	0.054	0	0.054	0.086	0.054	0	0.18	0.18	0.086	0.068	2	0.15
290	0.0001	0.012	0.31	9.2e-05	0	0.0096	0	0.0096	0.015	0.0096	0.0001	0.31	0.31	0.015	0.012	2	0.15
291	0.0034	0.00038	0.33	0.003	0	0.0003	0	0.0003	0.00048	0.0003	0.0034	0.33	0.33	0.00048	0.00038	2	0.15
292	0.00098	0.022	0.28	0.00086	0	0.017	0	0.017	0.028	0.017	0.00098	0.28	0.28	0.028	0.022	2	0.15
293	0.0029	0.023	0.28	0.0026	0	0.019	5e-06	0.019	0.029	0.019	0.0029	0.28	0.28	0.029	0.023	2	0.15
294	0.00035	0.052	0.21	0.0003	0	0.041	0.00016	0.041	0.066	0.041	0.00035	0.21	0.21	0.066	0.052	2	0.15
295	0.086	0.00034	0.25	0.076	0	0.00027	0	0.00027	0.00043	0.00027	0.086	0.25	0.25	0.00043	0.00034	2	0.15
296	0	0.035	0.25	0	0	0.028	0	0.028	0.044	0.028	0	0.25	0.25	0.044	0.035	2	0.15
297	0	0.085	0.14	0	0	0.067	1.2e-05	0.067	0.11	0.067	0	0.14	0.14	0.11	0.085	2	0.15
298	4.4e-06	0.02	0.29	3.8e-06	0	0.016	0	0.016	0.025	0.016	4.4e-06	0.29	0.29	0.025	0.02	2	0.15
299	0	0.06	0.19	0	0	0.048	0.0019	0.048	0.076	0.048	0	0.19	0.19	0.076	0.06	2	0.15
300	0.0004	0.041	0.24	0.00035	1.5e-06	0.032	0.00038	0.032	0.052	0.032	0.0004	0.24	0.24	0.052	0.041	2	0.15
301	0.0036	0.027	0.27	0.0032	0	0.021	4e-05	0.021	0.034	0.021	0.0036	0.27	0.27	0.034	0.027	2	0.15
302	4.9e-05	0.00032	0.33	4.3e-05	0	0.00026	0	0.00026	0.00041	0.00026	4.9e-05	0.33	0.33	0.00041	0.00032	2	0.15
303	1e-05	0.0048	0.32	9e-06	0	0.0038	0	0.0038	0.006	0.0038	1e-05	0.32	0.32	0.006	0.0048	2	0.15
304	0	0.039	0.24	0	0	0.031	0.00062	0.031	0.049	0.031	0	0.24	0.24	0.049	0.039	2	0.15
305	0.081	0	0.26	0.071	0	0	0	0	0	0	0.081	0.26	0.26	0	0	2	0.15
306	0.011	0.015	0.29	0.0098	0	0.012	6.3e-06	0.012	0.019	0.012	0.011	0.29	0.29	0.019	0.015	2	0.15
307	3.5e-06	0.001	0.33	3e-06	0	0.00081	0	0.00081	0.0013	0.00081	3.5e-06	0.33	0.33	0.0013	0.001	2	0.15
308	0.0069	0.015	0.29	0.0061	0	0.012	3.3e-06	0.012	0.019	0.012	0.0069	0.29	0.29	0.019	0.015	2	0.15
309	0.00021	0.012	0.31	0.00018	0	0.0096	0	0.0096	0.015	0.0096	0.00021	0.31	0.31	0.015	0.012	2	0.15
310	0.0082	0.0016	0.32	0.0072	0	0.0013	0	0.0013	0.0021	0.0013	0.0082	0.32	0.32	0.0021	0.0016	2	0.15
311	0.001	0.023	0.28	0.00091	0	0.018	1.6e-06	0.018	0.029	0.018	0.001	0.28	0.28	0.029	0.023	2	0.15
312	0.0079	0.019	0.28	0.0069	0	0.015	1.6e-05	0.015	0.024	0.015	0.0079	0.28	0.28	0.024	0.019	2	0.15
313	2.1e-05	0.045	0.23	1.8e-05	6.2e-06	0.036	0.00083	0.036	0.057	0.036	2.1e-05	0.23	0.23	0.057	0.045	2	0.15
314	1.7e-05	0.055	0.21	1.5e-05	0	0.044	1e-06	0.044	0.07	0.044	1.7e-05	0.21	0.21	0.07	0.055	2	0.15
315	0	0.034	0.26	0	0	0.027	4.7e-05	0.027	0.042	0.027	0	0.26	0.26	0.042	0.034	2	0.15
316	0.00018	5.1e-06	0.33	0.00016	0	4e-06	0	4e-06	6.4e-06	4e-06	0.00018	0.33	0.33	6.4e-06	5.1e-06	2	0.15
317	0.025	0.012	0.28	0.022	0	0.0099	1.1e-05	0.0099	0.016	0.0099	0.025	0.28	0.28	0.016	0.012	2	0.15
318	0.025	0.0028	0.3	0.022	0	0.0022	0	0.0022	0.0036	0.0022	0.025	0.3	0.3	0.0036	0.0028	2	0.15
319	0.0015	0.00073	0.33	0.0013	0	0.00058	0	0.00058	0.00092	0.00058	0.0015	0.33	0.33	0.00092	0.00073	2	0.15
320	0	0.026	0.27	0	0	0.02	0.00069	0.02	0.033	0.02	0	0.27	0.27	0.033	0.026	2	0.15
321	0	0.062	0.19	0	0.00019	0.049	0.0025	0.049	0.079	0.049	0	0.19	0.19	0.079	0.062	2	0.15
322	0	0.066	0.18	0	2.2e-05	0.052	0.0023	0.052	0.083	0.052	0	0.18	0.18	0.083	0.066	2	0.15
323	0	0.022	0.28	0	0	0.018	0.00034	0.018	0.028	0.018	0	0.28	0.28	0.028	0.022	2	0.15
324	0	0.0089	0.31	0	0	0.0071	2.6e-05	0.0071	0.011	0.0071	0	0.31	0.31	0.011	0.0089	2	0.15
325	0	0.051	0.22	0	0	0.04	0.0016	0.04	0.064	0.04	0	0.22	0.22	0.064	0.051	2	0.15
326	0	0.089	0.13	0	0	0.07	0.0028	0.07	0.11	0.07	0	0.13	0.13	0.11	0.089	2	0.15
327	0.002	2.8e-05	0.33	0.0018	0	2.2e-05	0	2.2e-05	3.5e-05	2.2e-05	0.002	0.33	0.33	3.5e-05	2.8e-05	2	0.15
328	0	0.085	0.14	0	0	0.067	1.1e-06	0.067	0.11	0.067	0	0.14	0.14	0.11	0.085	2	0.15
329	0.00013	1.8e-06	0.33	0.00011	0	1.4e-06	0	1.4e-06	2.2e-06	1.4e-06	0.00013	0.33	0.33	2.2e-06	1.8e-06	2	0.15
330	0	0.037	0.25	0	0	0.03	0.0011	0.03	0.047	0.03	0	0.25	0.25	0.047	0.037	2	0.15
331	0	0.11	0.072	0	0	0.09	0	0.09	0.14	0.09	0	0.072	0.072	0.14	0.11	8	0.23
332	3.8e-05	0.015	0.3	3.3e-05	0	0.012	0.00038	0.012	0.018	0.012	3.8e-05	0.3	0.3	0.018	0.015	2	0.15
333	0.00032	0.036	0.25	0.00028	0	0.028	4.3e-06	0.028	0.045	0.028	0.00032	0.25	0.25	0.045	0.036	2	0.15
334	6.3e-05	0.051	0.22	5.5e-05	0	0.04	3e-05	0.04	0.064	0.04	6.3e-05	0.22	0.22	0.064	0.051	2	0.15
335	0	0.032	0.26	0	0	0.025	0.00027	0.025	0.04	0.025	0	0.26	0.26	0.04	0.032	2	0.15
336	0.35	0	0.00012	0.3	0	0	0	0	0	0	0.35	0.00012	0.00012	0	0	0	0.083
337	0	0.044	0.23	0	0	0.035	0.0012	0.035	0.055	0.035	0	0.23	0.23	0.055	0.044	2	0.15
338	0	0.073	0.16	0	0	0.058	0.0024	0.058	0.092	0.058	0	0.16	0.16	0.092	0.073	2	0.15
339	0	0.018	0.29	0	0	0.014	3.2e-06	0.014	0.023	0.014	0	0.29	0.29	0.023	0.018	2	0.15
340	0	0.017	0.29	0	0	0.013	0	0.013	0.021	0.013	0	0.29	0.29	0.021	0.017	2	0.15
341	0	0.011	0.31	0	0	0.009	3.7e-05	0.009	0.014	0.009	0	0.31	0.31	0.014	0.011	2	0.15
342	0.0047	0.00079	0.33	0.0041	0	0.00062	0	0.00062	0.00099	0.00062	0.0047	0.33	0.33	0.00099	0.00079	2	0.15
343	0.00019	4.5e-06	0.33	0.00017	0	3.6e-06	0	3.6e-06	5.7e-06	3.6e-06	0.00019	0.33	0.33	5.7e-06	4.5e-06	2	0.15
344	0.019	0.004	0.31	0.017	0	0.0032	0	0.0032	0.005	0.0032	0.019	0.31	0.31	0.005	0.004	2	0.15
345	0.0011	0.026	0.27	0.00099	0	0.02	3.3e-06	0.02	0.032	0.02	0.0011	0.27	0.27	0.032	0.026	2	0.15
346	0	0.13	0.026	0	0	0.11	0.0046	0.11	0.17	0.11	0	0.026	0.026	0.17	0.13	8	0.23
347	6.4e-06	0.044	0.23	5.6e-06	2.9e-06	0.035	0.0008	0.035	0.055	0.035	6.4e-06	0.23	0.23	0.055	0.044	2	0.15
348	0.0012	0.007	0.32	0.001	0	0.0056	0	0.0056	0.0088	0.0056	0.0012	0.32	0.32	0.0088	0.007	2	0.15
349	5.2e-05	0.11	0.087	4.6e-05	0	0.085	0.00028	0.085	0.13	0.085	5.2e-05	0.087	0.087	0.13	0.11	8	0.23
350	0.06	0.00015	0.28	0.053	0	0.00011	0	0.00011	0.00018	0.00011	0.06	0.28	0.28	0.00018	0.00015	2	0.15
351	0.0074	0.025	0.27	0.0065	0	0.02	3.6e-06	0.02	0.032	0.02	0.0074	0.27	0.27	0.032	0.025	2	0.15
352	0	0.044	0.23	0	2.8e-06	0.035	0.00099	0.035	0.056	0.035	0	0.23	0.23	0.056	0.044	2	0.15
353	0.00082	0.035	0.25	0.00072	0	0.028	3.3e-05	0.028	0.045	0.028	0.00082	0.25	0.25	0.045	0.035	2	0.15
354	0.0049	0.02	0.28	0.0043	0	0.016	8.8e-06	0.016	0.025	0.016	0.0049	0.28	0.28	0.025	0.02	2	0.15
355	0.0084	0.00068	0.32	0.0073	0	0.00054	0	0.00054	0.00086	0.00054	0.0084	0.32	0.32	0.00086	0.00068	2	0.15
356	0	0.014	0.3	0	0	0.011	0.00036	0.011	0.018	0.011	0	0.3	0.3	0.018	0.014	2	0.15
357	7.2e-06	0.045	0.23	6.3e-06	0	0.036	0	0.036	0.057	0.036	7.2e-06	0.23	0.23	0.057	0.045	2	0.15
358	0	0.008	0.32	0	0	0.0063	1.9e-05	0.0063	0.01	0.0063	0	0.32	0.32	0.01	0.008	2	0.15
359	0.0012	0.0017	0.33	0.0011	0	0.0013	0	0.0013	0.0021	0.0013	0.0012	0.33	0.33	0.0021	0.0017	2	0.15
360	1.2e-05	0.038	0.24	1e-05	0	0.03	0	0.03	0.048	0.03	1.2e-05	0.24	0.24	0.048	0.038	2	0.15
361	6.8e-06	0.0076	0.32	6e-06	0	0.006	0	0.006	0.0096	0.006	6.8e-06	0.32	0.32	0.0096	0.0076	2	0.15
362	0.0021	0.047	0.22	0.0019	0.00051	0.037	0.0015	0.037	0.059	0.037	0.0021	0.22	0.22	0.059	0.047	2	0.15
363	0.008	0.0067	0.31	0.007	0	0.0053	0	0.0053	0.0084	0.0053	0.008	0.31	0.31	0.0084	0.0067	2	0.15
364	0.052	0.00058	0.28	0.045	0	0.00046	0	0.00046	0.00073	0.00046	0.052	0.28	0.28	0.00073	0.00058	2	0.15
365	0	0.052	0.21	0	0	0.041	0.0014	0.041	0.066	0.041	0	0.21	0.21	0.066	0.052	2	0.15
366	0.00021	0.0051	0.32	0.00019	0	0.004	0.00013	0.004	0.0064	0.004	0.00021	0.32	0.32	0.0064	0.0051	2	0.15
367	7.9e-06	0.047	0.22	6.9e-06	0	0.037	0.0014	0.037	0.059	0.037	7.9e-06	0.22	0.22	0.059	0.047	2	0.15
368	0.018	0.012	0.29	0.016	0	0.0091	0.00019	0.0091	0.015	0.0091	0.018	0.29	0.29	0.015	0.012	2	0.15
369	1.3e-05	0.062	0.19	1.1e-05	0	0.049	0.0021	0.049	0.078	0.049	1.3e-05	0.19	0.19	0.078	0.062	2	0.15
370	0.026	0.019	0.27	0.023	0	0.015	0.00033	0.015	0.024	0.015	0.026	0.27	0.27	0.024	0.019	2	0.15
371	0	0.035	0.25	0	7.4e-06	0.027	0.0013	0.027	0.044	0.027	0	0.25	0.25	0.044	0.035	2	0.15
372	0.16	0.061	0.04	0.14	0	0.048	0	0.048	0.076	0.048	0.16	0.04	0.04	0.076	0.061	0	0.083
373	0	0.026	0.27	0	8.7e-06	0.021	0.00096	0.021	0.033	0.021	0	0.27	0.27	0.033	0.026	2	0.15
374	0	0.11	0.08	0	0	0.087	0.0039	0.087	0.14	0.087	0	0.08	0.08	0.14	0.11	8	0.23
375	0.00047	0.029	0.27	0.00041	0	0.023	0.00088	0.023	0.036	0.023	0.00047	0.27	0.27	0.036	0.029	2	0.15
376	0.0004	0.023	0.28	0.00035	0	0.018	0.00069	0.018	0.029	0.018	0.0004	0.28	0.28	0.029	0.023	2	0.15
377	0	0.12	0.055	0	0	0.095	0.004	0.095	0.15	0.095	0	0.055	0.055	0.15	0.12	8	0.23
378	0	0.075	0.16	0	0	0.059	0.0025	0.059	0.094	0.059	0	0.16	0.16	0.094	0.075	2	0.15
379	0	0.11	0.089	0	0	0.084	0.0032	0.084	0.13	0.084	0	0.089	0.089	0.13	0.11	8	0.23
380	0.034	0.0087	0.28	0.029	0	0.0069	8.5e-06	0.0069	0.011	0.0069	0.034	0.28	0.28	0.011	0.0087	2	0.15
381	2.5e-05	0.0083	0.31	2.2e-05	0	0.0066	0.00021	0.0066	0.01	0.0066	2.5e-05	0.31	0.31	0.01	0.0083	2	0.15
382	0.032	0.013	0.27	0.028	0	0.011	0.00011	0.011	0.017	0.011	0.032	0.27	0.27	0.017	0.013	2	0.15
383	0.00091	0.029	0.27	0.0008	0	0.023	0.0009	0.023	0.036	0.023	0.00091	0.27	0.27	0.036	0.029	2	0.15
384	0.021	0.0072	0.3	0.019	0	0.0057	4.5e-05	0.0057	0.0091	0.0057	0.021	0.3	0.3	0.0091	0.0072	2	0.15
385	1.8e-05	0.049	0.22	1.6e-05	0	0.039	0.0015	0.039	0.061	0.039	1.8e-05	0.22	0.22	0.061	0.049	2	0.15
386	0	0.0049	0.32	0	0	0.0039	3.7e-05	0.0039	0.0062	0.0039	0	0.32	0.32	0.0062	0.0049	2	0.15
387	0.1	0.00096	0.23	0.089	0	0.00076	0	0.00076	0.0012	0.00076	0.1	0.23	0.23	0.0012	0.00096	2	0.15
388	0.0075	0.023	0.27	0.0066	0	0.018	2.1e-05	0.018	0.029	0.018	0.0075	0.27	0.27	0.029	0.023	2	0.15
389	0.029	0.018	0.26	0.025	0	0.014	6.4e-05	0.014	0.023	0.014	0.029	0.26	0.26	0.023	0.018	2	0.15
390	0.033	0.0028	0.3	0.029	0	0.0022	0	0.0022	0.0035	0.0022	0.033	0.3	0.3	0.0035	0.0028	2	0.15
391	5.9e-06	0.055	0.21	5.2e-06	0	0.044	0.00091	0.044	0.07	0.044	5.9e-06	0.21	0.21	0.07	0.055	2	0.15
392	0.35	0	0.00023	0.3	0	0	0	0	0	0	0.35	0.00023	0.00023	0	0	0	0.083
393	0.00028	0.012	0.31	0.00024	0	0.0095	0	0.0095	0.015	0.0095	0.00028	0.31	0.31	0.015	0.012	2	0.15
394	0	0.019	0.29	0	0	0.015	0.00046	0.015	0.024	0.015	0	0.29	0.29	0.024	0.019	2	0.15
395	0.14	0	0.2	0.12	0	0	0	0	0	0	0.14	0.2	0.2	0	0	2	0.15
396	0.31	0	0.034	0.27	0	0	0	0	0	0	0.31	0.034	0.034	0	0	0	0.083
397	0.0031	0.001	0.33	0.0027	0	0.00082	0	0.00082	0.0013	0.00082	0.0031	0.33	0.33	0.0013	0.001	2	0.15
398	0.015	0.00014	0.32	0.013	0	0.00011	0	0.00011	0.00018	0.00011	0.015	0.32	0.32	0.00018	0.00014	2	0.15
399	2.9e-05	0.00063	0.33	2.5e-05	0	0.0005	0	0.0005	0.0008	0.0005	2.9e-05	0.33	0.33	0.0008	0.00063	2	0.15
400	0.012	0.016	0.29	0.01	0	0.012	5.8e-06	0.012	0.02	0.012	0.012	0.29	0.29	0.02	0.016	2	0.15
401	0	0.14	0.0023	0	0	0.11	0	0.11	0.18	0.11	0	0.0023	0.0023	0.18	0.14	8	0.23
402	0	0.086	0.14	0	0	0.068	0	0.068	0.11	0.068	0	0.14	0.14	0.11	0.086	2	0.15
403	0.00023	0.011	0.31	0.0002	0	0.009	0	0.009	0.014	0.009	0.00023	0.31	0.31	0.014	0.011	2	0.15
404	9.6e-06	0.04	0.24	8.4e-06	0	0.032	0	0.032	0.05	0.032	9.6e-06	0.24	0.24	0.05	0.04	2	0.15
