SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
174	2.3e-05	0.22	2.3e-05	0.023	0	0.18	0.22	0.023	0.22	0.017	0.023	0.017	0	0	2.3e-05	0.017	0.023	0.023	6	0.15
175	0.0041	0.26	0.0041	0.00027	0	0.21	0.26	0.00027	0.26	0.00021	0.00027	0.00021	0	0	0.0041	0.00021	0.00027	0.00027	6	0.15
176	4.5e-05	0.16	4.5e-05	0.055	0	0.13	0.16	0.055	0.16	0.042	0.055	0.042	0	0.00047	4.5e-05	0.042	0.055	0.055	6	0.15
177	0.0077	0.2	0.0077	0.03	0	0.16	0.2	0.03	0.2	0.024	0.03	0.024	4.3e-06	0.00024	0.0077	0.024	0.03	0.03	6	0.15
178	0.071	0.21	0.071	0	2.1e-06	0.17	0.21	0	0.21	0	0	0	0	0	0.071	0	0	0	6	0.15
179	0.00061	0.17	0.00061	0.046	0	0.14	0.17	0.046	0.17	0.036	0.046	0.036	0	0.00024	0.00061	0.036	0.046	0.046	6	0.15
180	0.036	0.23	0.036	0.0017	0	0.19	0.23	0.0017	0.23	0.0013	0.0017	0.0013	0	0	0.036	0.0013	0.0017	0.0017	6	0.15
181	0.0036	0.19	0.0036	0.035	0	0.15	0.19	0.035	0.19	0.027	0.035	0.027	0	0.00022	0.0036	0.027	0.035	0.035	6	0.15
182	2.7e-05	0.14	2.7e-05	0.063	0	0.11	0.14	0.063	0.14	0.048	0.063	0.048	0	8.5e-06	2.7e-05	0.048	0.063	0.063	6	0.15
183	0	0.1	0	0.083	0	0.084	0.1	0.083	0.1	0.064	0.083	0.064	0	0	0	0.064	0.083	0.083	6	0.15
184	0.33	6.6e-06	0.33	0	0	5.3e-06	6.6e-06	0	6.6e-06	0	0	0	0	0	0.33	0	0	0	0	0.083
185	0.073	0.21	0.073	9.2e-05	1.4e-06	0.17	0.21	9.2e-05	0.21	7.1e-05	9.2e-05	7.1e-05	0	0	0.073	7.1e-05	9.2e-05	9.2e-05	6	0.15
186	0.13	0.16	0.13	1.9e-06	2.8e-06	0.13	0.16	1.9e-06	0.16	1.5e-06	1.9e-06	1.5e-06	0	0	0.13	1.5e-06	1.9e-06	1.9e-06	6	0.15
187	0	0.046	0	0.11	0	0.037	0.046	0.11	0.046	0.087	0.11	0.087	0	0	0	0.087	0.11	0.11	3	0.23
188	0.00073	0.26	0.00073	5e-05	0	0.21	0.26	5e-05	0.26	3.9e-05	5e-05	3.9e-05	0	0	0.00073	3.9e-05	5e-05	5e-05	6	0.15
189	0.1	0.18	0.1	0	5.1e-06	0.15	0.18	0	0.18	0	0	0	0	0	0.1	0	0	0	6	0.15
190	0.17	0.13	0.17	2.7e-05	2.1e-06	0.1	0.13	2.7e-05	0.13	2.1e-05	2.7e-05	2.1e-05	0	0	0.17	2.1e-05	2.7e-05	2.7e-05	0	0.083
191	0.092	0.19	0.092	4.1e-06	2.2e-06	0.15	0.19	4.1e-06	0.19	3.2e-06	4.1e-06	3.2e-06	0	0	0.092	3.2e-06	4.1e-06	4.1e-06	6	0.15
192	0.0043	0.24	0.0043	0.0075	0	0.2	0.24	0.0075	0.24	0.0058	0.0075	0.0058	0	0	0.0043	0.0058	0.0075	0.0075	6	0.15
193	0.33	0.00012	0.33	0	1.6e-06	9.5e-05	0.00012	0	0.00012	0	0	0	0	0	0.33	0	0	0	0	0.083
194	0.33	9.5e-05	0.33	0	0	7.6e-05	9.5e-05	0	9.5e-05	0	0	0	0	0	0.33	0	0	0	0	0.083
195	0.31	0.022	0.31	0	2.6e-06	0.017	0.022	0	0.022	0	0	0	0	0	0.31	0	0	0	0	0.083
196	0.16	0.14	0.16	1e-05	2.3e-06	0.11	0.14	1e-05	0.14	7.9e-06	1e-05	7.9e-06	0	0	0.16	7.9e-06	1e-05	1e-05	0	0.083
197	0.00052	0.23	0.00052	0.015	0	0.19	0.23	0.015	0.23	0.012	0.015	0.012	0	0	0.00052	0.012	0.015	0.015	6	0.15
198	0	0.00065	0	0.14	0	0.00052	0.00065	0.14	0.00065	0.11	0.14	0.11	0	2.4e-06	0	0.11	0.14	0.14	3	0.23
199	0.0036	0.24	0.0036	0.012	0	0.19	0.24	0.012	0.24	0.0092	0.012	0.0092	0	0	0.0036	0.0092	0.012	0.012	6	0.15
200	0.011	0.21	0.011	0.024	0	0.17	0.21	0.024	0.21	0.018	0.024	0.018	0	7.9e-06	0.011	0.018	0.024	0.024	6	0.15
201	0	0.17	0	0.051	0	0.13	0.17	0.051	0.17	0.039	0.051	0.039	0	0	0	0.039	0.051	0.051	6	0.15
202	0.00092	0.25	0.00092	0.0084	0	0.2	0.25	0.0084	0.25	0.0065	0.0084	0.0065	0	0	0.00092	0.0065	0.0084	0.0084	6	0.15
203	0.056	0.22	0.056	0.00063	0	0.17	0.22	0.00063	0.22	0.00048	0.00063	0.00048	0	0	0.056	0.00048	0.00063	0.00063	6	0.15
204	0.18	0.12	0.18	0.00024	1.6e-06	0.097	0.12	0.00024	0.12	0.00019	0.00024	0.00019	0	0	0.18	0.00019	0.00024	0.00024	0	0.083
205	0.046	0.22	0.046	0.0036	0	0.18	0.22	0.0036	0.22	0.0028	0.0036	0.0028	0	0	0.046	0.0028	0.0036	0.0036	6	0.15
206	4e-05	0.26	4e-05	0.0021	0	0.21	0.26	0.0021	0.26	0.0016	0.0021	0.0016	0	0	4e-05	0.0016	0.0021	0.0021	6	0.15
207	0.018	0.25	0.018	0.00043	0	0.2	0.25	0.00043	0.25	0.00033	0.00043	0.00033	0	0	0.018	0.00033	0.00043	0.00043	6	0.15
208	0	0.0061	0	0.13	0	0.0049	0.0061	0.13	0.0061	0.1	0.13	0.1	0	0.00044	0	0.1	0.13	0.13	3	0.23
209	0.0019	0.23	0.0019	0.014	0	0.19	0.23	0.014	0.23	0.011	0.014	0.011	0	0	0.0019	0.011	0.014	0.014	6	0.15
210	0.33	0.00029	0.33	0	0	0.00023	0.00029	0	0.00029	0	0	0	0	0	0.33	0	0	0	0	0.083
211	0.031	0.21	0.031	0.013	0	0.17	0.21	0.013	0.21	0.01	0.013	0.01	0	2.4e-06	0.031	0.01	0.013	0.013	6	0.15
212	0.31	0.015	0.31	0	1.5e-06	0.012	0.015	0	0.015	0	0	0	0	0	0.31	0	0	0	0	0.083
213	3.2e-05	0.25	3.2e-05	0.0049	0	0.2	0.25	0.0049	0.25	0.0038	0.0049	0.0038	0	0	3.2e-05	0.0038	0.0049	0.0049	6	0.15
214	0.00028	0.26	0.00028	0.00089	0	0.21	0.26	0.00089	0.26	0.00069	0.00089	0.00069	0	0	0.00028	0.00069	0.00089	0.00089	6	0.15
215	0	0.19	0	0.039	0	0.15	0.19	0.039	0.19	0.03	0.039	0.03	0	0.001	0	0.03	0.039	0.039	6	0.15
216	0.012	0.19	0.012	0.032	0	0.15	0.19	0.032	0.19	0.024	0.032	0.024	0	4.9e-05	0.012	0.024	0.032	0.032	6	0.15
217	3.7e-05	0.036	3.7e-05	0.12	0	0.029	0.036	0.12	0.036	0.09	0.12	0.09	0.0001	0.0075	3.7e-05	0.09	0.12	0.12	3	0.23
218	0.12	0.16	0.12	0	3.5e-06	0.13	0.16	0	0.16	0	0	0	0	0	0.12	0	0	0	6	0.15
219	0.22	0.088	0.22	2.9e-05	2e-06	0.071	0.088	2.9e-05	0.088	2.3e-05	2.9e-05	2.3e-05	0	0	0.22	2.3e-05	2.9e-05	2.9e-05	0	0.083
220	0.1	0.18	0.1	0.0022	1e-06	0.14	0.18	0.0022	0.18	0.0017	0.0022	0.0017	0	0	0.1	0.0017	0.0022	0.0022	6	0.15
221	0.019	0.24	0.019	0.003	0	0.19	0.24	0.003	0.24	0.0023	0.003	0.0023	0	0	0.019	0.0023	0.003	0.003	6	0.15
222	0.085	0.19	0.085	0.0052	0	0.15	0.19	0.0052	0.19	0.004	0.0052	0.004	0	0	0.085	0.004	0.0052	0.0052	6	0.15
223	0.0026	0.23	0.0026	0.016	0	0.18	0.23	0.016	0.23	0.013	0.016	0.013	0	0	0.0026	0.013	0.016	0.016	6	0.15
224	0.32	0.013	0.32	0	2.2e-06	0.011	0.013	0	0.013	0	0	0	0	0	0.32	0	0	0	0	0.083
225	0.008	0.24	0.008	0.011	0	0.19	0.24	0.011	0.24	0.0083	0.011	0.0083	0	0	0.008	0.0083	0.011	0.011	6	0.15
226	0.00012	0.26	0.00012	0.0025	0	0.21	0.26	0.0025	0.26	0.0019	0.0025	0.0019	0	0	0.00012	0.0019	0.0025	0.0025	6	0.15
227	0.0016	0.2	0.0016	0.03	0	0.16	0.2	0.03	0.2	0.023	0.03	0.023	0	1.3e-06	0.0016	0.023	0.03	0.03	6	0.15
228	8.9e-05	0.13	8.9e-05	0.067	0	0.11	0.13	0.067	0.13	0.052	0.067	0.052	0	4.1e-06	8.9e-05	0.052	0.067	0.067	6	0.15
229	0.00053	0.21	0.00053	0.028	0	0.17	0.21	0.028	0.21	0.022	0.028	0.022	0	0	0.00053	0.022	0.028	0.028	6	0.15
230	0.14	0.15	0.14	0.00072	1.3e-06	0.12	0.15	0.00072	0.15	0.00056	0.00072	0.00056	0	0	0.14	0.00056	0.00072	0.00072	6	0.15
231	0.051	0.22	0.051	0.00072	0	0.18	0.22	0.00072	0.22	0.00056	0.00072	0.00056	0	0	0.051	0.00056	0.00072	0.00072	6	0.15
232	0.065	0.21	0.065	5.9e-06	1.8e-06	0.17	0.21	5.9e-06	0.21	4.5e-06	5.9e-06	4.5e-06	0	0	0.065	4.5e-06	5.9e-06	5.9e-06	6	0.15
233	0	0.0086	0	0.13	0	0.0069	0.0086	0.13	0.0086	0.1	0.13	0.1	0	0	0	0.1	0.13	0.13	3	0.23
234	0.015	0.23	0.015	0.011	0	0.18	0.23	0.011	0.23	0.0087	0.011	0.0087	0	0	0.015	0.0087	0.011	0.011	6	0.15
235	0.0055	0.18	0.0055	0.041	0	0.14	0.18	0.041	0.18	0.032	0.041	0.032	0	5.9e-05	0.0055	0.032	0.041	0.041	6	0.15
236	0.19	0.11	0.19	6.3e-05	1.9e-06	0.092	0.11	6.3e-05	0.11	4.9e-05	6.3e-05	4.9e-05	0	0	0.19	4.9e-05	6.3e-05	6.3e-05	0	0.083
237	0.016	0.24	0.016	0.0065	0	0.19	0.24	0.0065	0.24	0.0051	0.0065	0.0051	0	0	0.016	0.0051	0.0065	0.0065	6	0.15
238	0	0.11	0	0.077	0	0.092	0.11	0.077	0.11	0.06	0.077	0.06	0	0	0	0.06	0.077	0.077	6	0.15
239	0.32	0.014	0.32	0	1.7e-06	0.012	0.014	0	0.014	0	0	0	0	0	0.32	0	0	0	0	0.083
240	0.0015	0.26	0.0015	0.0005	0	0.21	0.26	0.0005	0.26	0.00038	0.0005	0.00038	0	0	0.0015	0.00038	0.0005	0.0005	6	0.15
241	0.00039	0.22	0.00039	0.02	0	0.18	0.22	0.02	0.22	0.015	0.02	0.015	0	0	0.00039	0.015	0.02	0.02	6	0.15
242	0.023	0.22	0.023	0.014	0	0.17	0.22	0.014	0.22	0.011	0.014	0.011	0	2.2e-06	0.023	0.011	0.014	0.014	6	0.15
243	0.00011	0.26	0.00011	0.0015	0	0.21	0.26	0.0015	0.26	0.0011	0.0015	0.0011	0	0	0.00011	0.0011	0.0015	0.0015	6	0.15
244	0.032	0.23	0.032	0.0015	0	0.19	0.23	0.0015	0.23	0.0011	0.0015	0.0011	0	0	0.032	0.0011	0.0015	0.0015	6	0.15
245	0	0.099	0	0.085	0	0.08	0.099	0.085	0.099	0.066	0.085	0.066	0	1.6e-05	0	0.066	0.085	0.085	6	0.15
246	0.06	0.21	0.06	0.0023	0	0.17	0.21	0.0023	0.21	0.0018	0.0023	0.0018	0	0	0.06	0.0018	0.0023	0.0023	6	0.15
247	0.00096	0.21	0.00096	0.025	0	0.17	0.21	0.025	0.21	0.019	0.025	0.019	0	0	0.00096	0.019	0.025	0.025	6	0.15
248	0	0.21	0	0.028	0	0.17	0.21	0.028	0.21	0.022	0.028	0.022	0	0	0	0.022	0.028	0.028	6	0.15
249	2.8e-06	0.26	2.8e-06	0.00093	0	0.21	0.26	0.00093	0.26	0.00072	0.00093	0.00072	0	0	2.8e-06	0.00072	0.00093	0.00093	6	0.15
250	0.00045	0.26	0.00045	0.0038	0	0.21	0.26	0.0038	0.26	0.003	0.0038	0.003	0	0	0.00045	0.003	0.0038	0.0038	6	0.15
251	0	0.12	0	0.073	0	0.099	0.12	0.073	0.12	0.056	0.073	0.056	0	7.8e-05	0	0.056	0.073	0.073	6	0.15
252	0	0.18	0	0.042	0	0.15	0.18	0.042	0.18	0.033	0.042	0.033	0	0	0	0.033	0.042	0.042	6	0.15
253	0	0.16	0	0.051	0	0.13	0.16	0.051	0.16	0.039	0.051	0.039	0	0.00033	0	0.039	0.051	0.051	6	0.15
254	0.22	0.086	0.22	2.7e-05	0	0.069	0.086	2.7e-05	0.086	2.1e-05	2.7e-05	2.1e-05	0	0	0.22	2.1e-05	2.7e-05	2.7e-05	0	0.083
255	0	0.13	0	0.068	0	0.11	0.13	0.068	0.13	0.053	0.068	0.053	0	2.8e-05	0	0.053	0.068	0.068	6	0.15
256	0.021	0.25	0.021	0.00014	0	0.2	0.25	0.00014	0.25	0.00011	0.00014	0.00011	0	0	0.021	0.00011	0.00014	0.00014	6	0.15
257	0.0014	0.26	0.0014	0.0023	0	0.21	0.26	0.0023	0.26	0.0018	0.0023	0.0018	0	0	0.0014	0.0018	0.0023	0.0023	6	0.15
258	0.019	0.24	0.019	0.0023	0	0.2	0.24	0.0023	0.24	0.0018	0.0023	0.0018	0	0	0.019	0.0018	0.0023	0.0023	6	0.15
259	1.2e-05	0.26	1.2e-05	0.0022	0	0.21	0.26	0.0022	0.26	0.0017	0.0022	0.0017	0	0	1.2e-05	0.0017	0.0022	0.0022	6	0.15
260	0.33	2.1e-05	0.33	0	0	1.7e-05	2.1e-05	0	2.1e-05	0	0	0	0	0	0.33	0	0	0	0	0.083
261	0.0011	0.24	0.0011	0.0095	0	0.2	0.24	0.0095	0.24	0.0074	0.0095	0.0074	0	0	0.0011	0.0074	0.0095	0.0095	6	0.15
262	0.18	0.018	0.18	0.055	0	0.014	0.018	0.055	0.018	0.043	0.055	0.043	0	0	0.18	0.043	0.055	0.055	0	0.083
263	0.11	0.18	0.11	0.0014	0	0.14	0.18	0.0014	0.18	0.0011	0.0014	0.0011	0	0	0.11	0.0011	0.0014	0.0014	6	0.15
264	0.08	0.2	0.08	0.0011	0	0.16	0.2	0.0011	0.2	0.00085	0.0011	0.00085	0	0	0.08	0.00085	0.0011	0.0011	6	0.15
265	0.059	0.22	0.059	0	0	0.17	0.22	0	0.22	0	0	0	0	0	0.059	0	0	0	6	0.15
266	0.0001	0.17	0.0001	0.046	0	0.14	0.17	0.046	0.17	0.036	0.046	0.036	0	3.4e-06	0.0001	0.036	0.046	0.046	6	0.15
267	0.071	0.21	0.071	0.00042	0	0.17	0.21	0.00042	0.21	0.00033	0.00042	0.00033	0	0	0.071	0.00033	0.00042	0.00042	6	0.15
268	0.003	0.26	0.003	0.0023	0	0.21	0.26	0.0023	0.26	0.0018	0.0023	0.0018	0	0	0.003	0.0018	0.0023	0.0023	6	0.15
269	0.0023	0.23	0.0023	0.018	0	0.18	0.23	0.018	0.23	0.014	0.018	0.014	0	0	0.0023	0.014	0.018	0.018	6	0.15
270	3.5e-05	0.26	3.5e-05	2.4e-05	0	0.21	0.26	2.4e-05	0.26	1.9e-05	2.4e-05	1.9e-05	0	0	3.5e-05	1.9e-05	2.4e-05	2.4e-05	6	0.15
271	0	0.15	0	0.061	0	0.12	0.15	0.061	0.15	0.047	0.061	0.047	0	0	0	0.047	0.061	0.061	6	0.15
272	0	0.25	0	0.0053	0	0.2	0.25	0.0053	0.25	0.0041	0.0053	0.0041	0	0.0016	0	0.0041	0.0053	0.0053	6	0.15
273	0.036	0.23	0.036	0.003	0	0.18	0.23	0.003	0.23	0.0023	0.003	0.0023	0	0	0.036	0.0023	0.003	0.003	6	0.15
274	0	0.21	0	0.03	0	0.17	0.21	0.03	0.21	0.023	0.03	0.023	0	0.0017	0	0.023	0.03	0.03	6	0.15
275	1.2e-05	0.18	1.2e-05	0.042	0	0.15	0.18	0.042	0.18	0.032	0.042	0.032	0	0	1.2e-05	0.032	0.042	0.042	6	0.15
276	8.8e-06	0.13	8.8e-06	0.071	0	0.1	0.13	0.071	0.13	0.055	0.071	0.055	0	4e-05	8.8e-06	0.055	0.071	0.071	6	0.15
277	0	0.2	0	0.035	0	0.16	0.2	0.035	0.2	0.027	0.035	0.027	0	0	0	0.027	0.035	0.035	6	0.15
278	0.00062	0.21	0.00062	0.028	0	0.17	0.21	0.028	0.21	0.022	0.028	0.022	0	0	0.00062	0.022	0.028	0.028	6	0.15
279	0	0.063	0	0.1	0	0.051	0.063	0.1	0.063	0.08	0.1	0.08	0	0	0	0.08	0.1	0.1	3	0.23
280	0	0.064	0	0.1	0	0.052	0.064	0.1	0.064	0.08	0.1	0.08	0	0	0	0.08	0.1	0.1	3	0.23
281	0.05	0.22	0.05	0.00042	0	0.18	0.22	0.00042	0.22	0.00033	0.00042	0.00033	0	0	0.05	0.00033	0.00042	0.00042	6	0.15
282	0	0.22	0	0.021	0	0.18	0.22	0.021	0.22	0.016	0.021	0.016	0	0	0	0.016	0.021	0.021	6	0.15
283	5.7e-05	0.26	5.7e-05	0.0025	0	0.21	0.26	0.0025	0.26	0.002	0.0025	0.002	0	0	5.7e-05	0.002	0.0025	0.0025	6	0.15
284	2.2e-05	0.24	2.2e-05	0.0094	0	0.2	0.24	0.0094	0.24	0.0073	0.0094	0.0073	0	0	2.2e-05	0.0073	0.0094	0.0094	6	0.15
285	0	0.017	0	0.13	0	0.014	0.017	0.13	0.017	0.099	0.13	0.099	0	0	0	0.099	0.13	0.13	3	0.23
286	1e-05	0.22	1e-05	0.02	0	0.18	0.22	0.02	0.22	0.015	0.02	0.015	0	0	1e-05	0.015	0.02	0.02	6	0.15
287	0	0.22	0	0.024	0	0.17	0.22	0.024	0.22	0.019	0.024	0.019	0	8.3e-06	0	0.019	0.024	0.024	6	0.15
288	0	0.12	0	0.072	0	0.099	0.12	0.072	0.12	0.055	0.072	0.055	0.00042	0.0057	0	0.055	0.072	0.072	6	0.15
289	0	0.14	0	0.064	0	0.11	0.14	0.064	0.14	0.05	0.064	0.05	0	0	0	0.05	0.064	0.064	6	0.15
290	0.0001	0.24	0.0001	0.011	0	0.19	0.24	0.011	0.24	0.0088	0.011	0.0088	0	0	0.0001	0.0088	0.011	0.011	6	0.15
291	0.0033	0.26	0.0033	0.00036	0	0.21	0.26	0.00036	0.26	0.00028	0.00036	0.00028	0	0	0.0033	0.00028	0.00036	0.00036	6	0.15
292	0.00094	0.22	0.00094	0.021	0	0.18	0.22	0.021	0.22	0.016	0.021	0.016	0	0	0.00094	0.016	0.021	0.021	6	0.15
293	0.0028	0.22	0.0028	0.022	0	0.18	0.22	0.022	0.22	0.017	0.022	0.017	0	5e-06	0.0028	0.017	0.022	0.022	6	0.15
294	0.00033	0.17	0.00033	0.049	0	0.14	0.17	0.049	0.17	0.038	0.049	0.038	0	0.00016	0.00033	0.038	0.049	0.049	6	0.15
295	0.083	0.2	0.083	0.00032	0	0.16	0.2	0.00032	0.2	0.00025	0.00032	0.00025	0	0	0.083	0.00025	0.00032	0.00032	6	0.15
296	0	0.2	0	0.033	0	0.16	0.2	0.033	0.2	0.025	0.033	0.025	0	0	0	0.025	0.033	0.033	6	0.15
297	0	0.11	0	0.08	0	0.088	0.11	0.08	0.11	0.062	0.08	0.062	0	1.2e-05	0	0.062	0.08	0.08	6	0.15
298	4.2e-06	0.23	4.2e-06	0.019	0	0.18	0.23	0.019	0.23	0.014	0.019	0.014	0	0	4.2e-06	0.014	0.019	0.019	6	0.15
299	0	0.15	0	0.057	0	0.12	0.15	0.057	0.15	0.044	0.057	0.044	0	0.0019	0	0.044	0.057	0.057	6	0.15
300	0.00038	0.19	0.00038	0.039	0	0.15	0.19	0.039	0.19	0.03	0.039	0.03	1.5e-06	0.00038	0.00038	0.03	0.039	0.039	6	0.15
301	0.0035	0.21	0.0035	0.025	0	0.17	0.21	0.025	0.21	0.019	0.025	0.019	0	4e-05	0.0035	0.019	0.025	0.025	6	0.15
302	4.7e-05	0.26	4.7e-05	0.0003	0	0.21	0.26	0.0003	0.26	0.00024	0.0003	0.00024	0	0	4.7e-05	0.00024	0.0003	0.0003	6	0.15
303	9.9e-06	0.25	9.9e-06	0.0045	0	0.2	0.25	0.0045	0.25	0.0035	0.0045	0.0035	0	0	9.9e-06	0.0035	0.0045	0.0045	6	0.15
304	0	0.19	0	0.037	0	0.15	0.19	0.037	0.19	0.029	0.037	0.029	0	0.00062	0	0.029	0.037	0.037	6	0.15
305	0.078	0.2	0.078	0	2.4e-06	0.16	0.2	0	0.2	0	0	0	0	0	0.078	0	0	0	6	0.15
306	0.011	0.23	0.011	0.014	0	0.18	0.23	0.014	0.23	0.011	0.014	0.011	0	6.3e-06	0.011	0.011	0.014	0.014	6	0.15
307	3.3e-06	0.26	3.3e-06	0.00096	0	0.21	0.26	0.00096	0.26	0.00075	0.00096	0.00075	0	0	3.3e-06	0.00075	0.00096	0.00096	6	0.15
308	0.0066	0.23	0.0066	0.014	0	0.19	0.23	0.014	0.23	0.011	0.014	0.011	0	3.3e-06	0.0066	0.011	0.014	0.014	6	0.15
309	0.0002	0.24	0.0002	0.011	0	0.19	0.24	0.011	0.24	0.0088	0.011	0.0088	0	0	0.0002	0.0088	0.011	0.011	6	0.15
310	0.0079	0.25	0.0079	0.0015	0	0.2	0.25	0.0015	0.25	0.0012	0.0015	0.0012	0	0	0.0079	0.0012	0.0015	0.0015	6	0.15
311	0.00099	0.22	0.00099	0.022	0	0.18	0.22	0.022	0.22	0.017	0.022	0.017	0	1.6e-06	0.00099	0.017	0.022	0.022	6	0.15
312	0.0076	0.22	0.0076	0.018	0	0.18	0.22	0.018	0.22	0.014	0.018	0.014	0	1.6e-05	0.0076	0.014	0.018	0.018	6	0.15
313	2e-05	0.18	2e-05	0.042	0	0.15	0.18	0.042	0.18	0.033	0.042	0.033	6.2e-06	0.00083	2e-05	0.033	0.042	0.042	6	0.15
314	1.6e-05	0.16	1.6e-05	0.052	0	0.13	0.16	0.052	0.16	0.04	0.052	0.04	0	1e-06	1.6e-05	0.04	0.052	0.052	6	0.15
315	0	0.2	0	0.032	0	0.16	0.2	0.032	0.2	0.025	0.032	0.025	0	4.7e-05	0	0.025	0.032	0.032	6	0.15
316	0.00017	0.26	0.00017	4.8e-06	0	0.21	0.26	4.8e-06	0.26	3.7e-06	4.8e-06	3.7e-06	0	0	0.00017	3.7e-06	4.8e-06	4.8e-06	6	0.15
317	0.024	0.22	0.024	0.012	0	0.18	0.22	0.012	0.22	0.0091	0.012	0.0091	0	1.1e-05	0.024	0.0091	0.012	0.012	6	0.15
318	0.024	0.24	0.024	0.0027	0	0.19	0.24	0.0027	0.24	0.0021	0.0027	0.0021	0	0	0.024	0.0021	0.0027	0.0027	6	0.15
319	0.0014	0.26	0.0014	0.00069	0	0.21	0.26	0.00069	0.26	0.00053	0.00069	0.00053	0	0	0.0014	0.00053	0.00069	0.00069	6	0.15
320	0	0.22	0	0.024	0	0.17	0.22	0.024	0.22	0.019	0.024	0.019	0	0.00069	0	0.019	0.024	0.024	6	0.15
321	0	0.15	0	0.059	0	0.12	0.15	0.059	0.15	0.046	0.059	0.046	0.00019	0.0024	0	0.046	0.059	0.059	6	0.15
322	0	0.14	0	0.062	0	0.11	0.14	0.062	0.14	0.048	0.062	0.048	2.2e-05	0.0023	0	0.048	0.062	0.062	6	0.15
323	0	0.22	0	0.021	0	0.18	0.22	0.021	0.22	0.016	0.021	0.016	0	0.00034	0	0.016	0.021	0.021	6	0.15
324	0	0.25	0	0.0084	0	0.2	0.25	0.0084	0.25	0.0065	0.0084	0.0065	0	2.6e-05	0	0.0065	0.0084	0.0084	6	0.15
325	0	0.17	0	0.048	0	0.14	0.17	0.048	0.17	0.037	0.048	0.037	0	0.0015	0	0.037	0.048	0.048	6	0.15
326	0	0.1	0	0.084	0	0.081	0.1	0.084	0.1	0.065	0.084	0.065	0	0.0028	0	0.065	0.084	0.084	6	0.15
327	0.0019	0.26	0.0019	2.6e-05	0	0.21	0.26	2.6e-05	0.26	2e-05	2.6e-05	2e-05	0	0	0.0019	2e-05	2.6e-05	2.6e-05	6	0.15
328	0	0.11	0	0.08	0	0.088	0.11	0.08	0.11	0.062	0.08	0.062	0	1.1e-06	0	0.062	0.08	0.08	6	0.15
329	0.00012	0.26	0.00012	1.7e-06	0	0.21	0.26	1.7e-06	0.26	1.3e-06	1.7e-06	1.3e-06	0	0	0.00012	1.3e-06	1.7e-06	1.7e-06	6	0.15
330	0	0.19	0	0.035	0	0.16	0.19	0.035	0.19	0.027	0.035	0.027	0	0.0011	0	0.027	0.035	0.035	6	0.15
331	0	0.057	0	0.11	0	0.046	0.057	0.11	0.057	0.083	0.11	0.083	0	0	0	0.083	0.11	0.11	3	0.23
332	3.6e-05	0.24	3.6e-05	0.014	0	0.19	0.24	0.014	0.24	0.011	0.014	0.011	0	0.00038	3.6e-05	0.011	0.014	0.014	6	0.15
333	0.0003	0.2	0.0003	0.034	0	0.16	0.2	0.034	0.2	0.026	0.034	0.026	0	4.3e-06	0.0003	0.026	0.034	0.034	6	0.15
334	6e-05	0.17	6e-05	0.048	0	0.14	0.17	0.048	0.17	0.037	0.048	0.037	0	3e-05	6e-05	0.037	0.048	0.048	6	0.15
335	0	0.21	0	0.03	0	0.17	0.21	0.03	0.21	0.023	0.03	0.023	0	0.00027	0	0.023	0.03	0.03	6	0.15
336	0.33	9.2e-05	0.33	0	0	7.4e-05	9.2e-05	0	9.2e-05	0	0	0	0	0	0.33	0	0	0	0	0.083
337	0	0.18	0	0.041	0	0.15	0.18	0.041	0.18	0.032	0.041	0.032	0	0.0012	0	0.032	0.041	0.041	6	0.15
338	0	0.13	0	0.069	0	0.1	0.13	0.069	0.13	0.053	0.069	0.053	0	0.0024	0	0.053	0.069	0.069	6	0.15
339	0	0.23	0	0.017	0	0.19	0.23	0.017	0.23	0.013	0.017	0.013	0	3.2e-06	0	0.013	0.017	0.017	6	0.15
340	0	0.23	0	0.016	0	0.19	0.23	0.016	0.23	0.012	0.016	0.012	0	0	0	0.012	0.016	0.016	6	0.15
341	0	0.24	0	0.011	0	0.19	0.24	0.011	0.24	0.0083	0.011	0.0083	0	3.7e-05	0	0.0083	0.011	0.011	6	0.15
342	0.0045	0.26	0.0045	0.00074	0	0.21	0.26	0.00074	0.26	0.00057	0.00074	0.00057	0	0	0.0045	0.00057	0.00074	0.00074	6	0.15
343	0.00019	0.26	0.00019	4.3e-06	0	0.21	0.26	4.3e-06	0.26	3.3e-06	4.3e-06	3.3e-06	0	0	0.00019	3.3e-06	4.3e-06	4.3e-06	6	0.15
344	0.019	0.24	0.019	0.0038	0	0.19	0.24	0.0038	0.24	0.0029	0.0038	0.0029	0	0	0.019	0.0029	0.0038	0.0038	6	0.15
345	0.0011	0.22	0.0011	0.024	0	0.17	0.22	0.024	0.22	0.019	0.024	0.019	0	3.3e-06	0.0011	0.019	0.024	0.024	6	0.15
346	0	0.02	0	0.13	0	0.016	0.02	0.13	0.02	0.097	0.13	0.097	0	0.0046	0	0.097	0.13	0.13	3	0.23
347	6.1e-06	0.18	6.1e-06	0.041	0	0.15	0.18	0.041	0.18	0.032	0.041	0.032	2.9e-06	0.0008	6.1e-06	0.032	0.041	0.041	6	0.15
