SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
307	0.0025	0.54	5e-06	0.0025	0.45	0.002	5e-06	0	0	0	1	0.15
308	0.038	0.48	0.01	0.038	0.4	0.03	0.01	0	3.3e-06	0	1	0.15
309	0.03	0.5	0.0003	0.03	0.41	0.024	0.0003	0	0	0	1	0.15
310	0.004	0.53	0.012	0.004	0.44	0.0032	0.012	0	0	0	1	0.15
311	0.057	0.46	0.0015	0.057	0.38	0.046	0.0015	0	1.6e-06	0	1	0.15
312	0.048	0.46	0.011	0.048	0.38	0.038	0.011	0	1.6e-05	0	1	0.15
313	0.11	0.38	3e-05	0.11	0.31	0.089	3e-05	0	0.00083	6.2e-06	1	0.15
314	0.14	0.34	2.4e-05	0.14	0.28	0.11	2.4e-05	0	1e-06	0	1	0.15
315	0.083	0.42	0	0.083	0.35	0.066	0	0	4.7e-05	0	1	0.15
316	1.2e-05	0.55	0.00025	1.2e-05	0.45	9.9e-06	0.00025	0	0	0	1	0.15
317	0.031	0.46	0.036	0.031	0.38	0.025	0.036	0	1.1e-05	0	1	0.15
318	0.007	0.5	0.036	0.007	0.41	0.0056	0.036	0	0	0	1	0.15
319	0.0018	0.54	0.0022	0.0018	0.45	0.0014	0.0022	0	0	0	1	0.15
320	0.064	0.45	0	0.064	0.37	0.051	0	0	0.00069	0	1	0.15
321	0.15	0.31	0	0.15	0.26	0.12	0	0	0.0024	0.00019	1	0.15
322	0.16	0.3	0	0.16	0.25	0.13	0	0	0.0023	2.2e-05	1	0.15
323	0.055	0.46	0	0.055	0.38	0.044	0	0	0.00034	0	1	0.15
324	0.022	0.51	0	0.022	0.42	0.018	0	0	2.6e-05	0	1	0.15
325	0.13	0.35	0	0.13	0.29	0.1	0	0	0.0015	0	1	0.15
326	0.22	0.21	0	0.22	0.17	0.17	0	0	0.0028	0	0	0.23
327	6.9e-05	0.54	0.0029	6.9e-05	0.45	5.5e-05	0.0029	0	0	0	1	0.15
328	0.21	0.23	0	0.21	0.19	0.17	0	0	1.1e-06	0	1	0.15
329	4.4e-06	0.55	0.00018	4.4e-06	0.45	3.5e-06	0.00018	0	0	0	1	0.15
330	0.092	0.41	0	0.092	0.34	0.073	0	0	0.0011	0	1	0.15
331	0.28	0.12	0	0.28	0.098	0.22	0	0	0	0	0	0.23
332	0.036	0.49	5.4e-05	0.036	0.41	0.029	5.4e-05	0	0.00038	0	1	0.15
333	0.088	0.41	0.00046	0.088	0.34	0.07	0.00046	0	4.3e-06	0	1	0.15
334	0.12	0.36	9.1e-05	0.12	0.29	0.1	9.1e-05	0	3e-05	0	1	0.15
335	0.078	0.43	0	0.078	0.35	0.062	0	0	0.00027	0	1	0.15
336	0	0.00019	0.5	0	0.00016	0	0.5	0	0	0	2	0.083
337	0.11	0.38	0	0.11	0.32	0.086	0	0	0.0012	0	1	0.15
338	0.18	0.27	0	0.18	0.22	0.14	0	0	0.0024	0	1	0.15
339	0.045	0.48	0	0.045	0.4	0.036	0	0	3.2e-06	0	1	0.15
340	0.042	0.48	2.7e-06	0.042	0.4	0.033	2.7e-06	0	0	0	1	0.15
341	0.028	0.5	0	0.028	0.42	0.022	0	0	3.7e-05	0	1	0.15
342	0.0019	0.54	0.0067	0.0019	0.44	0.0015	0.0067	0	0	0	1	0.15
343	1.1e-05	0.55	0.00028	1.1e-05	0.45	8.9e-06	0.00028	0	0	0	1	0.15
344	0.0098	0.5	0.028	0.0098	0.41	0.0078	0.028	0	0	0	1	0.15
345	0.063	0.45	0.0016	0.063	0.37	0.05	0.0016	0	3.3e-06	0	1	0.15
346	0.33	0.043	0	0.33	0.035	0.26	0	0	0.0046	0	0	0.23
347	0.11	0.38	9.2e-06	0.11	0.32	0.086	9.2e-06	0	0.0008	2.9e-06	1	0.15
348	0.017	0.52	0.0017	0.017	0.43	0.014	0.0017	0	0	0	1	0.15
349	0.26	0.14	7.5e-05	0.26	0.12	0.21	7.5e-05	0	0.00028	0	0	0.23
350	0.00036	0.45	0.087	0.00036	0.37	0.00029	0.087	2.1e-06	0	0	1	0.15
351	0.062	0.44	0.011	0.062	0.36	0.049	0.011	0	3.5e-06	0	1	0.15
352	0.11	0.38	0	0.11	0.31	0.087	0	0	0.00099	2.8e-06	1	0.15
353	0.087	0.41	0.0012	0.087	0.34	0.069	0.0012	0	3.3e-05	0	1	0.15
354	0.049	0.46	0.007	0.049	0.38	0.039	0.007	0	8.7e-06	0	1	0.15
355	0.0017	0.53	0.012	0.0017	0.44	0.0013	0.012	0	0	0	1	0.15
356	0.036	0.49	0	0.036	0.41	0.028	0	0	0.00036	0	1	0.15
357	0.11	0.38	1e-05	0.11	0.31	0.089	1e-05	0	0	0	1	0.15
358	0.02	0.52	0	0.02	0.43	0.016	0	0	1.9e-05	0	1	0.15
359	0.0041	0.54	0.0018	0.0041	0.45	0.0033	0.0018	0	0	0	1	0.15
360	0.095	0.4	1.7e-05	0.095	0.33	0.076	1.7e-05	0	0	0	1	0.15
361	0.019	0.52	9.8e-06	0.019	0.43	0.015	9.8e-06	0	0	0	1	0.15
362	0.11	0.37	0.003	0.11	0.3	0.091	0.003	0	0.0015	0.00051	1	0.15
363	0.016	0.51	0.011	0.016	0.42	0.013	0.011	0	0	0	1	0.15
364	0.0014	0.46	0.074	0.0014	0.38	0.0011	0.074	0	0	0	1	0.15
365	0.13	0.35	0	0.13	0.29	0.1	0	0	0.0014	0	1	0.15
366	0.013	0.53	0.00031	0.013	0.44	0.01	0.00031	0	0.00013	0	1	0.15
367	0.12	0.37	1.1e-05	0.12	0.3	0.093	1.1e-05	0	0.0014	0	1	0.15
368	0.028	0.48	0.026	0.028	0.39	0.023	0.026	0	0.00019	0	1	0.15
369	0.15	0.31	1.8e-05	0.15	0.26	0.12	1.8e-05	0	0.002	0	1	0.15
370	0.046	0.44	0.037	0.046	0.36	0.037	0.037	0	0.00033	0	1	0.15
371	0.085	0.42	0	0.085	0.34	0.068	0	0	0.0013	7.4e-06	1	0.15
372	0.15	0.065	0.23	0.15	0.054	0.12	0.23	0	0	0	2	0.083
373	0.065	0.45	0	0.065	0.37	0.052	0	0	0.00096	8.7e-06	1	0.15
374	0.27	0.13	0	0.27	0.11	0.22	0	0	0.0039	0	0	0.23
375	0.07	0.44	0.00068	0.07	0.36	0.056	0.00068	0	0.00087	0	1	0.15
376	0.058	0.46	0.00057	0.058	0.38	0.046	0.00057	0	0.00069	0	1	0.15
377	0.3	0.09	0	0.3	0.074	0.24	0	0	0.004	0	0	0.23
378	0.18	0.26	0	0.18	0.22	0.15	0	0	0.0025	0	1	0.15
379	0.26	0.15	0	0.26	0.12	0.21	0	0	0.0032	0	0	0.23
380	0.022	0.46	0.048	0.022	0.38	0.017	0.048	0	8.5e-06	0	1	0.15
381	0.021	0.52	3.5e-05	0.021	0.43	0.016	3.5e-05	0	0.0002	0	1	0.15
382	0.033	0.45	0.046	0.033	0.37	0.026	0.046	0	0.00011	0	1	0.15
383	0.071	0.44	0.0013	0.071	0.36	0.056	0.0013	0	0.00089	0	1	0.15
384	0.018	0.49	0.031	0.018	0.4	0.014	0.031	0	4.5e-05	0	1	0.15
385	0.12	0.36	2.6e-05	0.12	0.3	0.096	2.6e-05	0	0.0015	0	1	0.15
386	0.012	0.53	0	0.012	0.44	0.0096	0	0	3.7e-05	0	1	0.15
387	0.0024	0.38	0.15	0.0024	0.32	0.0019	0.15	0	0	0	1	0.15
388	0.056	0.45	0.011	0.056	0.37	0.045	0.011	0	2.1e-05	0	1	0.15
389	0.044	0.43	0.042	0.044	0.36	0.035	0.042	0	6.4e-05	0	1	0.15
390	0.0069	0.48	0.048	0.0069	0.4	0.0055	0.048	0	0	0	1	0.15
391	0.14	0.34	8.5e-06	0.14	0.28	0.11	8.5e-06	0	0.00091	0	1	0.15
392	0	0.00038	0.5	0	0.00031	0	0.5	0	0	0	2	0.083
393	0.03	0.5	0.0004	0.03	0.41	0.024	0.0004	0	0	0	1	0.15
394	0.046	0.48	0	0.046	0.39	0.037	0	0	0.00046	0	1	0.15
395	3.4e-06	0.33	0.2	3.4e-06	0.27	2.7e-06	0.2	4.2e-06	0	0	1	0.15
396	0	0.055	0.45	0	0.046	0	0.45	6.2e-06	0	0	2	0.083
397	0.0026	0.54	0.0044	0.0026	0.45	0.002	0.0044	0	0	0	1	0.15
398	0.00036	0.52	0.021	0.00036	0.43	0.00028	0.021	0	0	0	1	0.15
399	0.0016	0.55	4.2e-05	0.0016	0.45	0.0012	4.2e-05	0	0	0	1	0.15
400	0.039	0.47	0.017	0.039	0.39	0.031	0.017	0	5.8e-06	0	1	0.15
401	0.36	0.0038	0	0.36	0.0031	0.28	0	0	0	0	0	0.23
402	0.21	0.22	0	0.21	0.18	0.17	0	0	0	0	1	0.15
403	0.028	0.5	0.00033	0.028	0.42	0.022	0.00033	0	0	0	1	0.15
404	0.098	0.4	1.4e-05	0.098	0.33	0.078	1.4e-05	0	0	0	1	0.15
405	0.13	0.35	1.3e-05	0.13	0.29	0.1	1.3e-05	0	0	0	1	0.15
406	0.1	0.39	6.7e-05	0.1	0.32	0.082	6.7e-05	0	0	0	1	0.15
407	0.015	0.45	0.071	0.015	0.37	0.012	0.071	0	0	0	1	0.15
408	0.012	0.53	0.00092	0.012	0.44	0.0096	0.00092	0	0	0	1	0.15
409	0.002	0.54	5.6e-05	0.002	0.45	0.0016	5.6e-05	0	0	0	1	0.15
410	0	0.47	0.069	0	0.39	0	0.069	3.3e-06	0	0	1	0.15
411	0.084	0.42	0.00015	0.084	0.35	0.067	0.00015	0	0	0	1	0.15
412	0.2	0.23	0	0.2	0.19	0.16	0	0	4e-05	0	1	0.15
413	0.24	0.18	0	0.24	0.15	0.19	0	0	3.1e-06	0	0	0.23
414	0.26	0.15	0	0.26	0.13	0.21	0	0	0	0	0	0.23
415	0.26	0.15	0	0.26	0.13	0.21	0	0	0	0	0	0.23
416	0.15	0.31	0	0.15	0.26	0.12	0	0	0	0	1	0.15
417	0.00032	0.55	0.00084	0.00032	0.45	0.00026	0.00084	0	0	0	1	0.15
418	0.0066	0.54	0.00023	0.0066	0.44	0.0052	0.00023	0	0	0	1	0.15
419	0.062	0.45	0.00074	0.062	0.37	0.05	0.00074	0	0	0	1	0.15
420	0.13	0.35	0.0017	0.13	0.29	0.1	0.0017	0	0.0016	0.00032	1	0.15
421	0.052	0.47	0	0.052	0.39	0.041	0	0	0	0	1	0.15
422	3.6e-05	0.47	0.071	3.6e-05	0.39	2.9e-05	0.071	2e-06	0	0	1	0.15
423	0.02	0.52	3.2e-05	0.02	0.43	0.016	3.2e-05	0	0	0	1	0.15
424	0.043	0.48	0.0001	0.043	0.4	0.034	0.0001	0	0	0	1	0.15
425	0.00021	0.55	8.4e-05	0.00021	0.45	0.00017	8.4e-05	0	0	0	1	0.15
426	1.5e-05	0.087	0.42	1.5e-05	0.071	1.2e-05	0.42	2.7e-06	0	0	2	0.083
427	0	0	0.5	0	0	0	0.5	0	0	0	2	0.083
428	0.13	0.35	2.2e-05	0.13	0.29	0.1	2.2e-05	0	0	0	1	0.15
429	0.047	0.48	0	0.047	0.39	0.037	0	0	0	0	1	0.15
430	0.037	0.49	0.0035	0.037	0.4	0.03	0.0035	0	0	0	1	0.15
431	0.04	0.49	0.00037	0.04	0.4	0.032	0.00037	0	0	0	1	0.15
432	0.00013	0.1	0.41	0.00013	0.085	0.00011	0.41	2.2e-06	0	0	2	0.083
433	0.32	0.05	0	0.32	0.041	0.26	0	0	0.0049	0	0	0.23
434	0.25	0.16	0	0.25	0.13	0.2	0	0	0	0	0	0.23
435	0.00031	0.55	0.00026	0.00031	0.45	0.00024	0.00026	0	0	0	1	0.15
436	0.016	0.52	0.00013	0.016	0.43	0.012	0.00013	0	0	0	1	0.15
437	0.34	0.022	0	0.34	0.018	0.27	0	0	0	0	0	0.23
438	0.017	0.52	0	0.017	0.43	0.013	0	0	0	0	1	0.15
439	0.064	0.45	9.3e-06	0.064	0.37	0.051	9.3e-06	0	0	0	1	0.15
440	0.15	0.31	5.1e-05	0.15	0.26	0.12	5.1e-05	0	5.7e-06	0	1	0.15
441	0.14	0.34	0.0003	0.14	0.28	0.11	0.0003	0	0.0003	0	1	0.15
442	0.0063	0.54	0.001	0.0063	0.44	0.005	0.001	0	0	0	1	0.15
443	0.22	0.2	0	0.22	0.16	0.17	0	0	0.013	0.019	0	0.23
444	0	0.078	0.43	0	0.065	0	0.43	5.7e-06	0	0	2	0.083
445	0.12	0.37	0.0013	0.12	0.3	0.092	0.0013	0	0.00026	0	1	0.15
446	0.14	0.33	0	0.14	0.27	0.11	0	0	0	0	1	0.15
447	0.0017	0.55	0	0.0017	0.45	0.0013	0	0	0	0	1	0.15
448	0.00023	0.47	0.066	0.00023	0.39	0.00019	0.066	0	0	0	1	0.15
449	0.12	0.36	2.4e-05	0.12	0.3	0.098	2.4e-05	0	0	0	1	0.15
450	0.22	0.21	0	0.22	0.18	0.17	0	0	2.5e-05	0	0	0.23
451	0.00014	0.53	0.014	0.00014	0.44	0.00011	0.014	0	0	0	1	0.15
452	0.012	0.53	0	0.012	0.44	0.0098	0	0	0	0	1	0.15
453	4.4e-05	0.095	0.41	4.4e-05	0.078	3.5e-05	0.41	2.4e-06	0	0	2	0.083
454	0.048	0.47	0	0.048	0.39	0.038	0	0	0	0	1	0.15
455	0.19	0.25	0	0.19	0.21	0.15	0	0	0	0	1	0.15
456	0.00042	0.42	0.11	0.00042	0.35	0.00033	0.11	0	0	0	1	0.15
457	0.015	0.52	4e-05	0.015	0.43	0.012	4e-05	0	0	0	1	0.15
458	0.34	0.031	0	0.34	0.026	0.27	0	0	6.2e-06	0	0	0.23
459	0.054	0.46	0	0.054	0.38	0.043	0	0	0	0	1	0.15
460	0.18	0.26	0.0057	0.18	0.22	0.15	0.0057	0	0.0021	0.00021	1	0.15
461	0.35	0.012	0	0.35	0.0098	0.28	0	0	8e-05	0	0	0.23
462	0.3	0.093	2.4e-05	0.3	0.077	0.24	2.4e-05	0	0.00069	0	0	0.23
463	0.054	0.46	0.0023	0.054	0.38	0.043	0.0023	0	0	0	1	0.15
464	0.32	0.059	0	0.32	0.049	0.25	0	0	0	0	0	0.23
465	0.35	0.0065	0	0.35	0.0054	0.28	0	0	2.2e-05	0	0	0.23
466	0.34	0.02	0	0.34	0.016	0.27	0	0	7.8e-05	0	0	0.23
467	0.36	0.00078	0	0.36	0.00064	0.28	0	0	0	0	0	0.23
468	0.3	0.082	0	0.3	0.068	0.24	0	0	7.6e-06	0	0	0.23
469	0.35	0.0054	0	0.35	0.0045	0.28	0	0	0	0	0	0.23
470	0.36	0.0011	0	0.36	0.00092	0.28	0	0	0	0	0	0.23
471	0.12	0.36	0	0.12	0.3	0.095	0	0	0	0	1	0.15
472	0.34	0.026	0	0.34	0.022	0.27	0	0	0	0	0	0.23
473	7.5e-05	0.55	0.001	7.5e-05	0.45	6e-05	0.001	0	0	0	1	0.15
474	0.35	0.0082	0	0.35	0.0068	0.28	0	0	0	0	0	0.23
475	0.35	0.0062	0	0.35	0.0051	0.28	0	0	7.8e-06	0	0	0.23
476	0.22	0.21	0	0.22	0.17	0.18	0	0	0	0	0	0.23
477	0.0091	0.53	1.1e-05	0.0091	0.44	0.0073	1.1e-05	0	0	0	1	0.15
478	0.0031	0.54	1.4e-05	0.0031	0.45	0.0024	1.4e-05	0	0	0	1	0.15
479	0.051	0.46	0.0062	0.051	0.38	0.041	0.0062	0	4.8e-06	0	1	0.15
480	0.016	0.52	7.8e-05	0.016	0.43	0.013	7.8e-05	0	0	0	1	0.15
481	0.25	0.17	2.5e-05	0.25	0.14	0.2	2.5e-05	0	1.6e-05	0	0	0.23
482	0.36	6.4e-05	0	0.36	5.3e-05	0.29	0	0	0	0	0	0.23
483	0.039	0.48	0.0042	0.039	0.4	0.031	0.0042	0	0	0	1	0.15
484	0.27	0.14	0	0.27	0.11	0.21	0	0	0	0	0	0.23
485	0	0.031	0.47	0	0.026	0	0.47	3.3e-06	0	0	2	0.083
486	0.19	0.26	0	0.19	0.22	0.15	0	0	0	0	1	0.15
487	0.28	0.11	2.2e-05	0.28	0.093	0.23	2.2e-05	0	0.00019	0	0	0.23
488	0.071	0.44	1.3e-05	0.071	0.36	0.057	1.3e-05	0	0	0	1	0.15
489	0.14	0.33	0	0.14	0.27	0.11	0	0	0	0	1	0.15
490	0.11	0.38	0	0.11	0.31	0.087	0	0	0.00094	0	1	0.15
491	0.29	0.005	0	0.29	0.0041	0.23	0	0	0.16	0.024	0	0.23
492	0.31	0.079	0	0.31	0.065	0.24	0	0	2.8e-06	0	0	0.23
493	0.27	0.14	1.5e-06	0.27	0.12	0.21	1.5e-06	0	0	0	0	0.23
494	0.036	0.44	0.045	0.036	0.37	0.028	0.045	0	2.8e-06	0	1	0.15
495	0.053	0.46	0.0074	0.053	0.38	0.043	0.0074	0	8.2e-06	0	1	0.15
496	0.0057	0.53	0.012	0.0057	0.43	0.0046	0.012	0	0	0	1	0.15
497	1.1e-05	0.11	0.4	1.1e-05	0.091	8.6e-06	0.4	3.8e-06	0	0	2	0.083
498	0.33	0.041	1.2e-06	0.33	0.034	0.26	1.2e-06	0	0.00059	0	0	0.23
499	0.13	0.34	7.3e-05	0.13	0.28	0.11	7.3e-05	0	0	0	1	0.15
500	0.36	0	0	0.36	0	0.29	0	0	0	0	0	0.23
501	0.054	0.45	0.013	0.054	0.37	0.043	0.013	0	0.00062	2.5e-06	1	0.15
502	0.13	0.34	0	0.13	0.28	0.11	0	0	0.002	0	1	0.15
503	0.014	0.53	0	0.014	0.43	0.011	0	0	0	0	1	0.15
504	0.0013	0.55	3.9e-05	0.0013	0.45	0.001	3.9e-05	0	0	0	1	0.15
505	0.15	0.31	2.2e-05	0.15	0.26	0.12	2.2e-05	0	0	0	1	0.15
506	0.054	0.46	0.0046	0.054	0.38	0.043	0.0046	0	4e-06	0	1	0.15
507	0.14	0.33	0	0.14	0.27	0.11	0	0	0.0033	3.1e-06	1	0.15
508	0.042	0.48	0.0039	0.042	0.4	0.033	0.0039	0	0	0	1	0.15
509	0.15	0.31	9.9e-05	0.15	0.26	0.12	9.9e-05	0	3.4e-05	0	1	0.15
510	0.00017	0.42	0.11	0.00017	0.35	0.00014	0.11	2.1e-06	0	0	1	0.15
511	0.072	0.44	9e-05	0.072	0.36	0.057	9e-05	0	0	0	1	0.15
512	0	0.0084	0.49	0	0.0069	0	0.49	2.7e-06	0	0	2	0.083
513	0.0001	0.22	0.3	0.0001	0.19	8.2e-05	0.3	2.8e-06	0	0	2	0.083
514	0.0091	0.53	0.00094	0.0091	0.44	0.0072	0.00094	0	0	0	1	0.15
515	0.034	0.49	0.0015	0.034	0.41	0.027	0.0015	0	0	0	1	0.15
516	0.16	0.3	0	0.16	0.25	0.13	0	0	0	0	1	0.15
517	8.9e-05	0.55	0	8.9e-05	0.45	7.1e-05	0	0	0	0	1	0.15
518	0	0.0044	0.5	0	0.0036	0	0.5	2.4e-06	0	0	2	0.083
519	0.22	0.22	2.4e-06	0.22	0.18	0.17	2.4e-06	0	2.3e-06	0	1	0.15
520	0	0	0	0	0	0	0	0	0.013	0.99	9	0.62
521	0.0028	0.54	0.00018	0.0028	0.45	0.0022	0.00018	0	0	0	1	0.15
522	0.0003	0.53	0.015	0.0003	0.44	0.00024	0.015	0	0	0	1	0.15
523	0.0064	0.54	2.5e-05	0.0064	0.44	0.0051	2.5e-05	0	0	0	1	0.15
524	0.1	0.39	4.3e-05	0.1	0.32	0.081	4.3e-05	0	0	0	1	0.15
525	0.16	0.3	0	0.16	0.25	0.13	0	0	0	0	1	0.15
526	0	0.00057	0.5	0	0.00047	0	0.5	1.5e-06	0	0	2	0.083
527	0.0014	0.55	0.0002	0.0014	0.45	0.0011	0.0002	0	0	0	1	0.15
528	0.12	0.37	0.0011	0.12	0.3	0.093	0.0011	0	0.00018	0	1	0.15
529	0.026	0.47	0.039	0.026	0.38	0.021	0.039	0	0	0	1	0.15
530	0.29	0.098	4.4e-05	0.29	0.081	0.23	4.4e-05	0	0.0013	0	0	0.23
531	0.087	0.41	0.0055	0.087	0.34	0.069	0.0055	0	8.4e-06	0	1	0.15
532	0.15	0.32	0	0.15	0.27	0.12	0	0	0	0	1	0.15
533	0.053	0.46	0.0039	0.053	0.38	0.042	0.0039	0	0.00031	0	1	0.15
534	0.0013	0.5	0.045	0.0013	0.41	0.0011	0.045	0	0	0	1	0.15
535	0.19	0.26	1.3e-05	0.19	0.22	0.15	1.3e-05	0	6.1e-06	0	1	0.15
536	0.075	0.43	3.7e-05	0.075	0.36	0.06	3.7e-05	0	0.00087	0	1	0.15
537	0.02	0.51	0.002	0.02	0.43	0.016	0.002	0	0	0	1	0.15
538	0.025	0.51	0	0.025	0.42	0.02	0	0	0.00042	0	1	0.15
539	0.019	0.5	0.014	0.019	0.42	0.015	0.014	0	0	0	1	0.15
540	0.069	0.44	3.3e-06	0.069	0.36	0.055	3.3e-06	0	0	0	1	0.15
541	0.059	0.46	0	0.059	0.38	0.047	0	0	0	0	1	0.15
542	3.4e-06	0.51	0.032	3.4e-06	0.42	2.7e-06	0.032	0	0	0	1	0.15
543	0.14	0.33	0.0012	0.14	0.28	0.11	0.0012	0	0.0023	0.00076	1	0.15
544	0.019	0.52	0.00018	0.019	0.43	0.015	0.00018	0	0	0	1	0.15
545	0.015	0.41	0.1	0.015	0.34	0.012	0.1	0	2.5e-06	0	1	0.15
546	0.013	0.47	0.055	0.013	0.39	0.01	0.055	0	0	0	1	0.15
547	0.34	0.033	0	0.34	0.027	0.27	0	0	0	0	0	0.23
548	9.5e-05	0.4	0.13	9.5e-05	0.33	7.6e-05	0.13	2.4e-06	0	0	1	0.15
549	0.026	0.51	3.2e-05	0.026	0.42	0.02	3.2e-05	0	0	0	1	0.15
550	0.13	0.35	0.00028	0.13	0.29	0.1	0.00028	0	2.6e-05	0	1	0.15
551	0.0077	0.52	0.019	0.0077	0.43	0.0061	0.019	0	0	0	1	0.15
552	0	0.036	0.47	0	0.03	0	0.47	9.6e-06	0	0	2	0.083
553	0	0.17	0.34	0	0.14	0	0.34	6.4e-06	0	0	2	0.083
554	0.04	0.47	0.016	0.04	0.39	0.032	0.016	0	6.5e-06	0	1	0.15
555	0.0057	0.54	1.4e-05	0.0057	0.45	0.0046	1.4e-05	0	0	0	1	0.15
556	0.053	0.46	0.0018	0.053	0.38	0.043	0.0018	0	0	0	1	0.15
557	0.2	0.24	0	0.2	0.2	0.16	0	0	1.1e-05	0	1	0.15
558	0.29	0.098	0	0.29	0.081	0.23	0	0	0	0	0	0.23
559	0.092	0.41	0.0016	0.092	0.33	0.073	0.0016	0	2.2e-05	0	1	0.15
560	0.0083	0.45	0.075	0.0083	0.37	0.0066	0.075	0	0	0	1	0.15
561	4.8e-06	0.11	0.4	4.8e-06	0.092	3.8e-06	0.4	3.4e-06	0	0	2	0.083
562	0.14	0.32	0.00055	0.14	0.27	0.12	0.00055	0	0.0026	0.00078	1	0.15
563	0.006	0.54	0.00019	0.006	0.44	0.0048	0.00019	0	0	0	1	0.15
564	0.2	0.24	4.3e-06	0.2	0.2	0.16	4.3e-06	0	2.5e-05	0	1	0.15
565	0.051	0.47	0.00075	0.051	0.39	0.04	0.00075	0	0	0	1	0.15
566	0.00064	0.54	0.0085	0.00064	0.44	0.00051	0.0085	0	0	0	1	0.15
567	0.0023	0.5	0.037	0.0023	0.42	0.0019	0.037	0	0	0	1	0.15
568	0	0.11	0.4	0	0.093	0	0.4	5.2e-06	0	0	2	0.083
569	0.16	0.3	0	0.16	0.25	0.13	0	0	0.0001	0	1	0.15
570	0	0.036	0.47	0	0.03	0	0.47	3.2e-06	0	0	2	0.083
571	0.11	0.38	1.9e-05	0.11	0.31	0.087	1.9e-05	0	0	0	1	0.15
572	0.017	0.52	0.0059	0.017	0.43	0.014	0.0059	0	0	0	1	0.15
573	0.13	0.35	0.00055	0.13	0.29	0.1	0.00055	0	0.00026	0	1	0.15
574	0.2	0.24	0	0.2	0.2	0.16	0	0	0	0	1	0.15
575	0.36	0.00093	0	0.36	0.00077	0.28	0	0	0.0028	0	0	0.23
576	0.1	0.39	0.00053	0.1	0.32	0.08	0.00053	0	0.0014	1.9e-05	1	0.15
577	0.1	0.39	6.7e-06	0.1	0.32	0.082	6.7e-06	0	0.0015	0.00016	1	0.15
578	0.04	0.49	0	0.04	0.4	0.032	0	0	0.00062	1e-06	1	0.15
579	0.1	0.39	0.00054	0.1	0.32	0.083	0.00054	0	0.0015	0.00023	1	0.15
580	0.19	0.25	0	0.19	0.21	0.15	0	0	0.0032	0	1	0.15
581	0.099	0.11	0.26	0.099	0.094	0.079	0.26	5.6e-06	0	0	2	0.083
582	0.032	0.5	7.7e-05	0.032	0.41	0.026	7.7e-05	0	0.00034	0	1	0.15
583	0.18	0.27	0	0.18	0.23	0.14	0	0	0.0027	0	1	0.15
584	0.18	0.26	0	0.18	0.22	0.15	0	0	0.0021	0	1	0.15
585	0.097	0.4	0	0.097	0.33	0.077	0	0	0.0014	3.4e-06	1	0.15
586	0.1	0.39	0	0.1	0.32	0.08	0	0	0.0015	4.8e-06	1	0.15
587	0.058	0.46	0	0.058	0.38	0.046	0	0	0.0012	0	1	0.15
588	0.0007	0.54	0.0038	0.0007	0.45	0.00056	0.0038	0	0	0	1	0.15
589	0.15	0.32	0	0.15	0.26	0.12	0	0	0.00055	0	1	0.15
590	0.012	0.53	0.0014	0.012	0.44	0.0099	0.0014	0	6.2e-05	0	1	0.15
591	0.11	0.38	9.5e-05	0.11	0.31	0.089	9.5e-05	0	0.00069	0	1	0.15
592	0.029	0.5	0.0013	0.029	0.41	0.023	0.0013	0	0.00016	0	1	0.15
593	0.033	0.5	1.8e-05	0.033	0.41	0.026	1.8e-05	0	0.00017	0	1	0.15
594	0.0077	0.54	0.00063	0.0077	0.44	0.0061	0.00063	0	3.6e-05	0	1	0.15
595	0.063	0.32	0.12	0.063	0.27	0.05	0.12	0	1.6e-06	0	1	0.15
596	0.32	0.058	0	0.32	0.048	0.25	0	0	0.0019	0	0	0.23
597	0.16	0.02	0.25	0.16	0.017	0.13	0.25	0	0	0	2	0.083
598	0.28	0.12	1.2e-05	0.28	0.099	0.22	1.2e-05	0	5.1e-05	0	0	0.23
599	0	0.0092	0.49	0	0.0076	0	0.49	2.2e-06	0	0	2	0.083
600	0.031	0.47	0.027	0.031	0.39	0.025	0.027	0	0	0	1	0.15
601	0.021	0.51	0.0048	0.021	0.42	0.017	0.0048	0	0	0	1	0.15
602	0.27	0.13	0.00016	0.27	0.11	0.22	0.00016	0	0.0017	2.3e-06	0	0.23
603	0.0069	0.37	0.16	0.0069	0.3	0.0055	0.16	1.8e-06	0	0	1	0.15
604	0.038	0.49	0.00023	0.038	0.4	0.03	0.00023	0	0	0	1	0.15
605	0.019	0.52	0	0.019	0.43	0.015	0	0	0	0	1	0.15
606	0.015	0.52	0.0031	0.015	0.43	0.012	0.0031	0	0	0	1	0.15
607	0	0.02	0.48	0	0.017	0	0.48	2.6e-06	0	0	2	0.083
608	0.0095	0.53	0.006	0.0095	0.43	0.0076	0.006	0	0	0	1	0.15
609	0	0.15	0.36	0	0.13	0	0.36	6e-06	0	0	2	0.083
610	3.8e-06	0.54	0.0044	3.8e-06	0.45	3e-06	0.0044	0	0	0	1	0.15
611	0.23	0.2	0	0.23	0.16	0.18	0	0	0	0	0	0.23
612	0	0.024	0.48	0	0.02	0	0.48	2.8e-06	0	0	2	0.083
613	0.0022	0.43	0.1	0.0022	0.36	0.0017	0.1	1.7e-06	0	0	1	0.15
614	0.032	0.5	0	0.032	0.41	0.026	0	0	0	0	1	0.15
