SNV	cluster0	cluster1	cluster2	cluster	dcf0
695	0.19	0.0089	0.8	2	0.15
696	0.043	0.0003	0.96	2	0.15
697	1.7e-06	0.69	0.31	1	0.23
698	0.98	0	0.016	0	0.083
699	1	0	0.00042	0	0.083
700	0.11	0.059	0.83	2	0.15
701	1.3e-05	0.37	0.63	2	0.15
702	0.36	0	0.64	2	0.15
703	0	0.0087	0.99	2	0.15
704	0	0.72	0.28	1	0.23
705	6.2e-05	0.31	0.69	2	0.15
706	0	1	0	1	0.23
707	2.8e-05	0.37	0.63	2	0.15
708	0.00037	0.69	0.31	1	0.23
709	0	0.38	0.62	2	0.15
710	0	0.0061	0.99	2	0.15
711	0.34	0.3	0.36	2	0.15
712	0	0.02	0.98	2	0.15
713	0	0.71	0.29	1	0.23
714	0	0.077	0.92	2	0.15
715	0	0.0093	0.99	2	0.15
716	2.3e-06	0.82	0.18	1	0.23
717	3e-06	0.79	0.21	1	0.23
718	0	0.044	0.96	2	0.15
719	0.043	0.037	0.92	2	0.15
720	0.32	0.32	0.37	2	0.15
721	0.0022	0.00074	1	2	0.15
722	0.018	0.07	0.91	2	0.15
723	0	0.52	0.48	1	0.23
724	6.8e-05	0.061	0.94	2	0.15
725	0.2	0.16	0.63	2	0.15
726	0	0.69	0.31	1	0.23
727	0.00048	0.0042	1	2	0.15
728	0.00011	0.013	0.99	2	0.15
729	5.7e-05	0.49	0.51	2	0.15
730	0.04	0.14	0.82	2	0.15
731	0.0081	0.12	0.88	2	0.15
732	0.00093	0.15	0.85	2	0.15
733	0	0.67	0.33	1	0.23
734	0	0.5	0.5	2	0.15
735	0.00069	0.15	0.85	2	0.15
736	3.9e-06	0.4	0.6	2	0.15
737	0	0.58	0.42	1	0.23
738	0.0016	0.0076	0.99	2	0.15
739	1.2e-05	0.5	0.5	1	0.23
740	0.17	0.011	0.82	2	0.15
741	0.0043	0.03	0.97	2	0.15
742	0	0.85	0.15	1	0.23
743	2.8e-05	0.13	0.87	2	0.15
744	5.1e-06	0.53	0.47	1	0.23
745	0.00038	0.052	0.95	2	0.15
746	0.014	0.031	0.95	2	0.15
747	0	0.056	0.94	2	0.15
748	0.00039	0.41	0.59	2	0.15
749	0.00024	0.31	0.69	2	0.15
750	0.0032	0.042	0.95	2	0.15
751	0	0.62	0.38	1	0.23
752	6e-06	0.6	0.4	1	0.23
753	0	0.32	0.68	2	0.15
754	0.63	1.5e-05	0.37	0	0.083
755	9.9e-06	0.29	0.71	2	0.15
756	0	0.85	0.15	1	0.23
757	0.017	0.18	0.81	2	0.15
758	0	0.078	0.92	2	0.15
759	1.3e-05	0.16	0.84	2	0.15
760	0.88	2.2e-05	0.12	0	0.083
761	0.59	8.3e-06	0.41	0	0.083
762	0.0042	0.29	0.7	2	0.15
763	0.00022	0.14	0.86	2	0.15
764	0.027	0.0043	0.97	2	0.15
765	0.023	0.24	0.73	2	0.15
766	0.94	2.4e-05	0.058	0	0.083
767	0.26	0.0022	0.74	2	0.15
768	0.94	1.1e-06	0.056	0	0.083
769	0.97	0	0.029	0	0.083
770	0	0.88	0.12	1	0.23
771	0.73	0.00072	0.27	0	0.083
772	0	0.99	0.013	1	0.23
773	0.0083	0.032	0.96	2	0.15
774	0.0002	0.34	0.66	2	0.15
775	0.0055	0.29	0.71	2	0.15
776	0.29	0.00017	0.71	2	0.15
777	0.71	0.0002	0.29	0	0.083
778	1	0	0.0019	0	0.083
779	0.12	0.0061	0.88	2	0.15
780	0.01	0.075	0.91	2	0.15
781	0.29	0.018	0.7	2	0.15
782	0	0.99	0.01	1	0.23
783	0.11	0.046	0.84	2	0.15
784	0.89	0.00011	0.11	0	0.083
785	1	0	0.0018	0	0.083
786	0.007	0.013	0.98	2	0.15
787	0.051	0.026	0.92	2	0.15
788	7.1e-06	0.92	0.08	1	0.23
789	0.12	0.0045	0.88	2	0.15
790	0.1	0.055	0.85	2	0.15
791	0.0013	0.14	0.86	2	0.15
792	0.99	0	0.01	0	0.083
793	0	0.87	0.13	1	0.23
794	0	0.12	0.88	2	0.15
795	0	0.49	0.51	2	0.15
796	4e-06	0.38	0.62	2	0.15
797	0	0.2	0.8	2	0.15
798	1.3e-05	0.35	0.65	2	0.15
799	0	0.031	0.97	2	0.15
800	0	0.46	0.54	2	0.15
801	3.8e-05	0.4	0.6	2	0.15
802	0	0.089	0.91	2	0.15
803	0.023	0.029	0.95	2	0.15
804	0	0.63	0.37	1	0.23
805	0	0.58	0.42	1	0.23
806	0	0.14	0.86	2	0.15
807	6e-05	0.41	0.59	2	0.15
808	0	0.04	0.96	2	0.15
809	0.00087	0.32	0.68	2	0.15
810	0.0017	0.37	0.62	2	0.15
811	0	0.0048	1	2	0.15
812	0.99	0	0.0074	0	0.083
813	0	0.89	0.11	1	0.23
814	0.1	0.00072	0.9	2	0.15
815	0.99	0	0.012	0	0.083
816	3.5e-05	0.016	0.98	2	0.15
817	0.7	0.0003	0.3	0	0.083
818	0.0088	0.38	0.61	2	0.15
819	0.61	9.5e-06	0.39	0	0.083
820	0.53	0.00019	0.47	0	0.083
821	0.0038	0.26	0.73	2	0.15
822	0.00017	0.62	0.38	1	0.23
823	0.96	0	0.041	0	0.083
824	0	0.99	0.011	1	0.23
825	0	0.81	0.19	1	0.23
826	0.00036	0.07	0.93	2	0.15
827	0	0.97	0.031	1	0.23
828	0.11	0.096	0.79	2	0.15
829	0.9	1.9e-06	0.1	0	0.083
830	0.0016	0.017	0.98	2	0.15
831	0.049	0.0011	0.95	2	0.15
832	0	1	0.0036	1	0.23
833	0.99	0	0.0054	0	0.083
834	0.0034	0.52	0.48	1	0.23
835	0.00014	0.039	0.96	2	0.15
836	0.00066	0.048	0.95	2	0.15
837	0	0.41	0.59	2	0.15
838	0	0.99	0.0089	1	0.23
839	0	0.95	0.052	1	0.23
840	0	0.98	0.02	1	0.23
841	0	0.92	0.081	1	0.23
842	1	0	0.0049	0	0.083
843	0.0059	0.3	0.7	2	0.15
844	0.047	0.0022	0.95	2	0.15
845	1	0	0.004	0	0.083
846	4e-05	0.47	0.53	2	0.15
847	0.017	0.01	0.97	2	0.15
848	0.019	0.08	0.9	2	0.15
849	0.0017	0.29	0.71	2	0.15
850	0.00035	0.25	0.75	2	0.15
851	0.7	0	0.3	0	0.083
852	0	0.91	0.086	1	0.23
853	1	0	0.0022	0	0.083
854	0.001	0.24	0.76	2	0.15
855	4.8e-05	8e-05	1	2	0.15
856	0	0.79	0.21	1	0.23
857	0	0.96	0.041	1	0.23
858	0.11	0.046	0.84	2	0.15
859	3.3e-06	0.62	0.38	1	0.23
860	0	0.71	0.29	1	0.23
861	0.1	0.01	0.89	2	0.15
862	0.93	2.9e-06	0.073	0	0.083
863	0.01	0.00033	0.99	2	0.15
864	0	0.46	0.54	2	0.15
865	0.00025	0.37	0.63	2	0.15
866	0.061	0.059	0.88	2	0.15
867	0.0071	0.24	0.75	2	0.15
868	0.44	0.56	0.0015	1	0.23
869	4.8e-05	0.14	0.86	2	0.15
870	0.00079	0.00082	1	2	0.15
871	0.12	0.098	0.78	2	0.15
872	4.8e-05	0.00013	1	2	0.15
873	0.0048	0.097	0.9	2	0.15
874	1.1e-06	0.38	0.62	2	0.15
875	0.002	0.086	0.91	2	0.15
876	1.8e-06	0.96	0.038	1	0.23
877	4.9e-06	0.0013	1	2	0.15
878	0	1	0	1	0.23
879	0	0.58	0.42	1	0.23
880	0.27	0.094	0.64	2	0.15
881	0	0.72	0.28	1	0.23
882	0.00053	0.55	0.45	1	0.23
883	0.001	0.2	0.79	2	0.15
884	8.6e-05	0.65	0.35	1	0.23
885	8.3e-05	0.25	0.75	2	0.15
886	0.00026	0.63	0.37	1	0.23
887	0.35	0.00015	0.65	2	0.15
888	0.16	0.0016	0.84	2	0.15
889	0.00017	0.62	0.38	1	0.23
890	0.007	0.6	0.39	1	0.23
891	0.099	0.0059	0.89	2	0.15
892	0.015	0.28	0.71	2	0.15
893	0	0.033	0.97	2	0.15
894	1.2e-06	0.67	0.33	1	0.23
895	0.0068	0.52	0.47	1	0.23
896	0.13	4.9e-05	0.87	2	0.15
897	0.94	0	0.061	0	0.083
898	0.36	0.0025	0.63	2	0.15
899	0.14	0.046	0.82	2	0.15
900	0.75	0.00023	0.25	0	0.083
901	0.91	0	0.095	0	0.083
902	0.79	0.00011	0.21	0	0.083
903	0.0085	0.01	0.98	2	0.15
904	0	0.46	0.54	2	0.15
905	0	0.65	0.35	1	0.23
906	0.98	0	0.021	0	0.083
907	0.00076	0.39	0.61	2	0.15
908	0.00086	0.0036	1	2	0.15
909	0.22	0.081	0.7	2	0.15
910	0.013	0.3	0.68	2	0.15
911	0.00029	0.68	0.32	1	0.23
912	0.019	0.1	0.88	2	0.15
913	8.3e-05	0.3	0.7	2	0.15
914	0	0.15	0.85	2	0.15
915	2.3e-06	0.016	0.98	2	0.15
916	0.0079	0.095	0.9	2	0.15
917	0.97	1.2e-06	0.035	0	0.083
918	0.6	0.0037	0.39	0	0.083
919	0.45	0.00013	0.55	2	0.15
920	0.0015	0.0032	1	2	0.15
921	0.00021	0.033	0.97	2	0.15
922	0.46	0.0043	0.54	2	0.15
923	0.81	0.00037	0.19	0	0.083
924	0.016	0.18	0.8	2	0.15
925	0.5	0.00073	0.5	0	0.083
926	0.94	0	0.063	0	0.083
927	0	1	6.3e-06	1	0.23
928	9.6e-05	0.89	0.11	1	0.23
929	1	0	0.0033	0	0.083
930	0	1	0.0033	1	0.23
931	0.34	0.0022	0.66	2	0.15
932	0.031	3.2e-05	0.97	2	0.15
933	0.98	0	0.018	0	0.083
934	0	0.55	0.45	1	0.23
935	1.4e-06	0.031	0.97	2	0.15
936	0.0017	0.0012	1	2	0.15
937	0.0008	0.012	0.99	2	0.15
938	0.0018	0.45	0.55	2	0.15
939	1	0	0.0017	0	0.083
940	0.007	0.0016	0.99	2	0.15
941	0.063	0.0064	0.93	2	0.15
942	0	1	0.0002	1	0.23
943	0.061	0.0027	0.94	2	0.15
944	0.59	0	0.41	0	0.083
945	1	0	0.00025	0	0.083
946	3.7e-05	0.1	0.9	2	0.15
947	0.94	0	0.06	0	0.083
948	0.036	0.04	0.92	2	0.15
949	0.86	0	0.14	0	0.083
950	0	0.0053	0.99	2	0.15
951	0	0.99	0.006	1	0.23
952	0	0.044	0.96	2	0.15
953	0.0029	0.15	0.85	2	0.15
954	0.95	0	0.05	0	0.083
955	0.19	0.0022	0.81	2	0.15
956	0	0.79	0.21	1	0.23
957	0	0.83	0.17	1	0.23
958	0.028	0	0.97	2	0.15
959	1	0	0.00013	0	0.083
960	0.00087	0.23	0.77	2	0.15
961	0.095	0.015	0.89	2	0.15
962	0.0097	5.8e-05	0.99	2	0.15
963	0.0097	0.027	0.96	2	0.15
964	0.031	0.19	0.78	2	0.15
965	0.00062	0.68	0.32	1	0.23
966	0.068	0.24	0.69	2	0.15
967	0	0.99	0.012	1	0.23
968	0.94	0	0.06	0	0.083
969	0.58	0.0014	0.42	0	0.083
970	0.26	0.028	0.71	2	0.15
971	0.4	0.00025	0.6	2	0.15
972	0	0.9	0.1	1	0.23
973	0.0052	0.29	0.7	2	0.15
974	4.6e-06	0.61	0.39	1	0.23
975	2.5e-06	0.56	0.44	1	0.23
976	1	0	0.002	0	0.083
977	0.37	0.00031	0.63	2	0.15
978	0.34	0.036	0.62	2	0.15
979	0.0032	0.3	0.7	2	0.15
980	0	0.94	0.065	1	0.23
981	0	1	5.8e-05	1	0.23
982	0.41	0.025	0.57	2	0.15
983	0	0.014	0.99	2	0.15
984	0.32	0.024	0.65	2	0.15
985	0	0.78	0.22	1	0.23
986	0.011	0.085	0.9	2	0.15
987	6.8e-06	0.12	0.88	2	0.15
988	0.93	0	0.072	0	0.083
989	0.27	0.0049	0.73	2	0.15
990	0.83	6.8e-05	0.17	0	0.083
991	0.3	0.022	0.68	2	0.15
992	0	1	4.2e-05	1	0.23
993	0.9	1.5e-05	0.1	0	0.083
994	0.77	9.6e-06	0.23	0	0.083
995	0	0.82	0.18	1	0.23
996	0.18	0.017	0.81	2	0.15
997	0	0.028	0.97	2	0.15
998	0.011	0.0009	0.99	2	0.15
999	0.0087	0.29	0.7	2	0.15
1000	0	0.31	0.69	2	0.15
1001	0.72	7.1e-06	0.28	0	0.083
1002	2.7e-05	0.2	0.8	2	0.15
1003	3.4e-05	0.75	0.25	1	0.23
1004	0.056	0.00051	0.94	2	0.15
1005	0.0022	0.002	1	2	0.15
1006	0	0.74	0.26	1	0.23
1007	0.58	7.4e-05	0.42	0	0.083
1008	0.59	2.8e-05	0.41	0	0.083
1009	0.43	0.00015	0.57	2	0.15
1010	1	0	8.3e-05	0	0.083
1011	1	0	0.0047	0	0.083
1012	0	0.73	0.27	1	0.23
1013	0.00085	0.71	0.29	1	0.23
1014	0.8	5.5e-05	0.2	0	0.083
1015	0	0.95	0.049	1	0.23
1016	0.00033	0.046	0.95	2	0.15
1017	0.84	0.00036	0.16	0	0.083
1018	0.0061	0.15	0.84	2	0.15
1019	0.0021	0.00066	1	2	0.15
1020	0.013	0.18	0.81	2	0.15
1021	0	0.41	0.59	2	0.15
1022	3.6e-05	0.32	0.68	2	0.15
1023	0.29	0.00041	0.71	2	0.15
1024	0.73	0.0004	0.27	0	0.083
1025	1.9e-06	0.64	0.36	1	0.23
1026	0.0029	0.27	0.73	2	0.15
1027	0.96	0	0.036	0	0.083
1028	0.51	0.00022	0.49	0	0.083
1029	0.035	0.21	0.76	2	0.15
1030	0.017	3.7e-06	0.98	2	0.15
1031	0.99	0	0.011	0	0.083
1032	0	0.27	0.73	2	0.15
1033	5.8e-05	0.79	0.21	1	0.23
1034	4.9e-06	0.56	0.44	1	0.23
1035	5.4e-05	0.14	0.86	2	0.15
1036	0	0.98	0.024	1	0.23
1037	0.00064	0.00012	1	2	0.15
1038	0	0.21	0.79	2	0.15
1039	0	0.28	0.72	2	0.15
1040	0.0023	0.26	0.74	2	0.15
1041	0	0.42	0.58	2	0.15
1042	0.34	6.2e-05	0.66	2	0.15
1043	0	0.042	0.96	2	0.15
1044	0.67	0	0.33	0	0.083
1045	0	0.61	0.39	1	0.23
1046	1	0	2e-05	0	0.083
1047	0	0.02	0.98	2	0.15
1048	0.015	0.23	0.75	2	0.15
1049	0.18	0.066	0.75	2	0.15
1050	0.34	0.036	0.62	2	0.15
1051	0.84	5.5e-05	0.16	0	0.083
1052	1	0	0.0021	0	0.083
1053	0	0.64	0.36	1	0.23
1054	0.0029	0	1	2	0.15
1055	0.11	0.082	0.81	2	0.15
1056	0.0053	0.39	0.61	2	0.15
1057	0.4	9.4e-06	0.6	2	0.15
1058	0.71	0.00011	0.29	0	0.083
1059	0.062	0.00025	0.94	2	0.15
1060	0.58	0.0025	0.42	0	0.083
1061	7.2e-05	0.28	0.72	2	0.15
1062	0.68	0.00034	0.32	0	0.083
1063	0.8	0	0.2	0	0.083
1064	0.00023	0.21	0.79	2	0.15
1065	2.4e-05	0.033	0.97	2	0.15
1066	6e-05	0.32	0.68	2	0.15
1067	1.9e-06	0.51	0.49	1	0.23
1068	0	0.99	0.011	1	0.23
1069	0.046	0.13	0.82	2	0.15
1070	0.65	0.00044	0.35	0	0.083
1071	0.27	4.5e-05	0.73	2	0.15
1072	0.045	0.0098	0.95	2	0.15
1073	0.99	0	0.013	0	0.083
1074	0.25	0.0074	0.74	2	0.15
1075	2.4e-05	0.11	0.89	2	0.15
1076	0.065	0.056	0.88	2	0.15
1077	1	0	0.0014	0	0.083
1078	0	0.95	0.053	1	0.23
1079	0.55	0.003	0.45	0	0.083
1080	0	0.49	0.51	2	0.15
1081	1	0	0.0013	0	0.083
1082	4.9e-05	0.92	0.079	1	0.23
1083	0.87	1.1e-05	0.13	0	0.083
1084	0.07	0.00021	0.93	2	0.15
1085	0.00058	0.0032	1	2	0.15
1086	0	0.28	0.72	2	0.15
1087	0.0093	0.028	0.96	2	0.15
1088	2.9e-05	0.89	0.11	1	0.23
1089	4e-06	0.1	0.9	2	0.15
1090	0.0008	0.11	0.89	2	0.15
1091	0.98	0	0.021	0	0.083
1092	1.6e-05	0.83	0.17	1	0.23
1093	0.00088	0.36	0.64	2	0.15
1094	0.036	0.051	0.91	2	0.15
1095	0	0.44	0.56	2	0.15
1096	0.0017	0.13	0.87	2	0.15
1097	0	0.94	0.055	1	0.23
1098	0.042	0.12	0.84	2	0.15
1099	0.0019	0.22	0.78	2	0.15
1100	0.5	1.6e-05	0.5	0	0.083
1101	0.0087	0.0055	0.99	2	0.15
1102	0	0.98	0.02	1	0.23
1103	0	0.23	0.77	2	0.15
1104	1.2e-06	0.94	0.059	1	0.23
1105	0.09	0.08	0.83	2	0.15
1106	0	0.32	0.68	2	0.15
1107	6.9e-05	0.16	0.84	2	0.15
1108	5.2e-06	0.0027	1	2	0.15
1109	0.0087	0.21	0.79	2	0.15
1110	1.6e-05	0.44	0.56	2	0.15
1111	0	0.13	0.87	2	0.15
1112	0.0021	0.05	0.95	2	0.15
1113	0.92	0	0.081	0	0.083
1114	0.0035	0.0028	0.99	2	0.15
1115	0.094	0.15	0.76	2	0.15
1116	0.29	0.01	0.7	2	0.15
1117	0.59	0.00096	0.41	0	0.083
1118	0.99	0	0.0069	0	0.083
1119	0.98	0	0.015	0	0.083
1120	0.11	0.016	0.87	2	0.15
1121	0.013	0.018	0.97	2	0.15
1122	0.21	0.052	0.73	2	0.15
1123	0.0018	0.0047	0.99	2	0.15
1124	0.0071	0.00066	0.99	2	0.15
1125	1.6e-06	0.019	0.98	2	0.15
1126	0.98	0	0.016	0	0.083
1127	0.87	8.7e-05	0.13	0	0.083
1128	1	0	7e-05	0	0.083
1129	0.97	0	0.029	0	0.083
1130	0.87	0	0.13	0	0.083
1131	6.3e-05	0.58	0.42	1	0.23
1132	2.4e-06	0.77	0.23	1	0.23
1133	0	0.75	0.25	1	0.23
1134	0.27	9.7e-06	0.73	2	0.15
1135	2.7e-05	0.065	0.93	2	0.15
1136	0.13	0.1	0.77	2	0.15
1137	0.028	0.17	0.8	2	0.15
1138	1	0	0.00064	0	0.083
1139	4.5e-06	0.49	0.51	2	0.15
1140	0.11	0.15	0.74	2	0.15
1141	0.00025	0.055	0.94	2	0.15
1142	0.98	0	0.025	0	0.083
1143	0	0.39	0.61	2	0.15
1144	0	0.57	0.43	1	0.23
1145	2.2e-05	0.28	0.72	2	0.15
1146	0	0.89	0.11	1	0.23
1147	0.00089	0.37	0.63	2	0.15
1148	0.12	0.041	0.84	2	0.15
1149	0.00031	0.23	0.77	2	0.15
1150	0	0.3	0.7	2	0.15
1151	0.0035	0.05	0.95	2	0.15
1152	0	0.71	0.29	1	0.23
1153	0.047	0.0069	0.95	2	0.15
1154	0.00037	0.054	0.95	2	0.15
1155	0.19	0.00071	0.81	2	0.15
1156	0.23	0.0067	0.76	2	0.15
1157	1.9e-05	0.22	0.78	2	0.15
1158	0.038	0.17	0.79	2	0.15
1159	1.4e-05	0.42	0.58	2	0.15
1160	6.2e-05	0.31	0.69	2	0.15
1161	0.11	0.1	0.79	2	0.15
1162	0	0.65	0.35	1	0.23
1163	0	0.017	0.98	2	0.15
1164	0.0085	0.052	0.94	2	0.15
1165	0	0.64	0.36	1	0.23
1166	0.00076	0.27	0.73	2	0.15
1167	0	0.65	0.35	1	0.23
1168	0	1	0	1	0.23
1169	0.0043	0.24	0.76	2	0.15
1170	0.035	0.041	0.92	2	0.15
1171	0.11	0.09	0.8	2	0.15
1172	0.011	0.084	0.9	2	0.15
1173	0.00042	0.0025	1	2	0.15
1174	0	0.17	0.83	2	0.15
1175	2.1e-05	0.3	0.7	2	0.15
1176	0	0.046	0.95	2	0.15
1177	0.018	0.0083	0.97	2	0.15
1178	0.044	0.073	0.88	2	0.15
1179	0.00047	0.0022	1	2	0.15
1180	0	0.99	0.0087	1	0.23
1181	0	0.35	0.65	2	0.15
1182	0.49	4.1e-06	0.51	2	0.15
1183	0	0.29	0.71	2	0.15
1184	0.00077	0.023	0.98	2	0.15
1185	0	0.81	0.19	1	0.23
1186	0	0.54	0.46	1	0.23
1187	0.0023	0.021	0.98	2	0.15
1188	5.6e-05	0.46	0.54	2	0.15
1189	0.0074	0.15	0.84	2	0.15
1190	0.00051	0.029	0.97	2	0.15
1191	0.24	4e-06	0.76	2	0.15
1192	0.00029	0.014	0.99	2	0.15
1193	0.0011	0.012	0.99	2	0.15
1194	0.0015	0.0082	0.99	2	0.15
1195	0.11	0.036	0.85	2	0.15
1196	0.00051	0.13	0.87	2	0.15
1197	0	0.27	0.73	2	0.15
1198	0.071	0.022	0.91	2	0.15
1199	0.00017	0.44	0.56	2	0.15
1200	5.2e-06	0.53	0.47	1	0.23
1201	6.1e-06	0.45	0.55	2	0.15
1202	0	0.88	0.12	1	0.23
1203	0.23	0.026	0.74	2	0.15
1204	0.26	0.022	0.72	2	0.15
1205	8.3e-05	0.056	0.94	2	0.15
1206	0.00033	0.0037	1	2	0.15
1207	2.8e-06	0.019	0.98	2	0.15
1208	0	0.32	0.68	2	0.15
1209	0.004	0.019	0.98	2	0.15
1210	0.00068	0.22	0.78	2	0.15
1211	6.1e-06	0.6	0.4	1	0.23
1212	0.024	0.12	0.85	2	0.15
1213	0.014	0.00022	0.99	2	0.15
1214	3.7e-05	0.1	0.9	2	0.15
1215	4.5e-05	0.39	0.61	2	0.15
1216	0.44	3.5e-05	0.56	2	0.15
1217	0	0.5	0.5	1	0.23
1218	4.2e-06	0.36	0.64	2	0.15
1219	0.28	0.0034	0.72	2	0.15
1220	5.9e-06	0.57	0.43	1	0.23
1221	0.0039	0.0006	1	2	0.15
1222	0	0.41	0.59	2	0.15
1223	0	0.86	0.14	1	0.23
1224	0.0062	0.12	0.88	2	0.15
1225	0	0.98	0.024	1	0.23
1226	0	0.64	0.36	1	0.23
1227	0	0.38	0.62	2	0.15
1228	0.00057	0.15	0.85	2	0.15
1229	0	0.34	0.66	2	0.15
1230	0	0.36	0.64	2	0.15
1231	0	0.49	0.51	2	0.15
1232	0.0021	0.039	0.96	2	0.15
1233	0	0.034	0.97	2	0.15
1234	0	0.93	0.072	1	0.23
1235	0	0.66	0.34	1	0.23
1236	0	0.99	0.0064	1	0.23
1237	0	0.11	0.89	2	0.15
1238	8.7e-06	0.42	0.58	2	0.15
1239	5e-05	0.4	0.6	2	0.15
1240	9.2e-06	0.014	0.99	2	0.15
1241	0.00074	0.16	0.84	2	0.15
1242	0	0.31	0.69	2	0.15
1243	0	0.26	0.74	2	0.15
1244	0	0.34	0.66	2	0.15
1245	0	0.8	0.2	1	0.23
1246	0.98	0	0.021	0	0.083
1247	0.0055	0.3	0.69	2	0.15
1248	0.96	5.2e-06	0.044	0	0.083
1249	0.13	0.012	0.85	2	0.15
1250	1	0	0.00033	0	0.083
1251	0.33	0.0032	0.67	2	0.15
1252	0.014	0.11	0.88	2	0.15
1253	0.0014	0.021	0.98	2	0.15
1254	0	0.71	0.29	1	0.23
1255	0	0.86	0.14	1	0.23
1256	0.033	0.033	0.93	2	0.15
1257	0.0061	0.00083	0.99	2	0.15
1258	0	0.74	0.26	1	0.23
1259	1	0	0.0023	0	0.083
1260	0.68	1.9e-05	0.32	0	0.083
1261	0.0001	0.076	0.92	2	0.15
1262	0.03	0.062	0.91	2	0.15
1263	0.16	0.0013	0.84	2	0.15
1264	6.3e-05	0.096	0.9	2	0.15
1265	3.2e-06	0.45	0.55	2	0.15
1266	0.026	0.091	0.88	2	0.15
1267	0	0.7	0.3	1	0.23
1268	0.031	0.12	0.85	2	0.15
1269	0	0.59	0.41	1	0.23
1270	6.2e-06	0.2	0.8	2	0.15
1271	0.63	4.7e-06	0.37	0	0.083
1272	0.00014	0.0076	0.99	2	0.15
1273	0.0017	0.003	1	2	0.15
1274	0.99	0	0.0076	0	0.083
1275	0	0.97	0.025	1	0.23
1276	0.00023	0.68	0.32	1	0.23
1277	5.2e-05	0.29	0.71	2	0.15
1278	6e-05	0.45	0.55	2	0.15
1279	0.47	6.8e-05	0.53	2	0.15
1280	5.3e-06	0.13	0.87	2	0.15
1281	0	1	0.0024	1	0.23
1282	6.6e-06	0.92	0.077	1	0.23
1283	0.74	0.00035	0.26	0	0.083
1284	0	0.96	0.042	1	0.23
1285	1.1e-05	0.37	0.63	2	0.15
1286	0.3	0.0051	0.69	2	0.15
1287	0.16	0.062	0.78	2	0.15
1288	0	1	0.00031	1	0.23
1289	0	0.93	0.072	1	0.23
1290	6e-05	0.73	0.27	1	0.23
1291	3.9e-06	0.89	0.11	1	0.23
1292	0.86	4.4e-05	0.14	0	0.083
1293	0.00057	0.62	0.38	1	0.23
1294	0.0034	0.017	0.98	2	0.15
1295	0.00024	0.82	0.18	1	0.23
1296	0	0.9	0.096	1	0.23
1297	0.7	6.3e-05	0.3	0	0.083
1298	1.7e-06	0.81	0.19	1	0.23
1299	0	0.25	0.75	2	0.15
1300	0.00027	0.35	0.65	2	0.15
1301	0	0.99	0.013	1	0.23
1302	0	0.94	0.065	1	0.23
1303	0.011	0.018	0.97	2	0.15
1304	0.00083	0.51	0.49	1	0.23
1305	0.0013	0.25	0.75	2	0.15
1306	0.0057	0.46	0.53	2	0.15
1307	0.37	3.7e-05	0.63	2	0.15
1308	1	0	0.0013	0	0.083
1309	1.9e-06	0.062	0.94	2	0.15
1310	0.0016	8.1e-06	1	2	0.15
1311	0.0011	0.028	0.97	2	0.15
1312	1	0	8.2e-06	0	0.083
1313	3e-05	0.058	0.94	2	0.15
1314	0.0021	0.29	0.71	2	0.15
1315	0.2	1.2e-05	0.8	2	0.15
1316	0	0.97	0.026	1	0.23
1317	0	0.98	0.017	1	0.23
1318	0.95	1.1e-06	0.048	0	0.083
1319	5.2e-05	0.65	0.35	1	0.23
1320	0.8	7.6e-05	0.2	0	0.083
1321	0.01	0.26	0.73	2	0.15
1322	0	0.17	0.83	2	0.15
1323	0.35	1e-05	0.65	2	0.15
1324	0.82	0	0.18	0	0.083
1325	0	0.91	0.095	1	0.23
1326	0.16	0.0052	0.84	2	0.15
1327	1	0	0.0009	0	0.083
1328	0.00024	0.2	0.8	2	0.15
1329	0	0.73	0.27	1	0.23
1330	0	0.31	0.69	2	0.15
1331	0.29	0.03	0.68	2	0.15
1332	0.18	0.0061	0.82	2	0.15
1333	0.039	0.016	0.95	2	0.15
1334	1	0	0.00018	0	0.083
1335	0.8	0.00017	0.2	0	0.083
1336	0.57	1.4e-05	0.43	0	0.083
1337	0	0.067	0.93	2	0.15
1338	0	0.018	0.98	2	0.15
1339	0	0.11	0.89	2	0.15
1340	5.7e-06	0.61	0.39	1	0.23
1341	0.8	3.2e-06	0.2	0	0.083
1342	0.29	0.0032	0.71	2	0.15
1343	0	0.29	0.71	2	0.15
1344	0.0072	0.066	0.93	2	0.15
1345	0.037	0.013	0.95	2	0.15
1346	0.97	0	0.031	0	0.083
1347	0.63	9.5e-06	0.37	0	0.083
1348	0.84	2.3e-05	0.16	0	0.083
1349	0	0.13	0.87	2	0.15
1350	0.62	2.2e-06	0.38	0	0.083
1351	0	0.63	0.37	1	0.23
1352	0.00084	0.51	0.49	1	0.23
1353	0	0.00017	1	2	0.15
1354	0.14	6.1e-05	0.86	2	0.15
1355	0.93	1.3e-05	0.066	0	0.083
1356	0.0032	0.033	0.96	2	0.15
1357	0.051	0.00085	0.95	2	0.15
1358	0.68	0.00084	0.32	0	0.083
1359	0.89	0	0.11	0	0.083
1360	0.017	0.0062	0.98	2	0.15
1361	0	0.18	0.82	2	0.15
1362	0.8	0	0.2	0	0.083
1363	0.9	7.9e-06	0.098	0	0.083
1364	0.0029	0.00051	1	2	0.15
1365	0.5	0.00079	0.5	2	0.15
1366	0	0.00035	1	2	0.15
1367	0.63	0.00017	0.37	0	0.083
1368	0.98	0	0.02	0	0.083
