SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0
191	6.3e-06	1.7e-05	1.7e-05	0.19	0.19	1.7e-05	0.19	6.3e-06	6.3e-06	0.19	3.2e-06	0.23	3.2e-06	6.3e-06	0.0053	0	1.7e-05	11	0.083
192	0.011	1.1e-06	1.1e-06	0.23	0.23	1.1e-06	0.23	0.011	0.011	0.23	0.0056	0.01	0.0056	0.011	0.00025	0	1.1e-06	6	0.15
193	0	1.3e-05	1.3e-05	0.00013	0.00013	1.3e-05	0.00013	0	0	0.00013	0	0.94	0	0	0.063	0	1.3e-05	11	0.083
194	0	2.9e-06	2.9e-06	7e-05	7e-05	2.9e-06	7e-05	0	0	7e-05	0	0.62	0	0	0.38	0	2.9e-06	11	0.083
195	0	2.1e-05	2.1e-05	0.023	0.023	2.1e-05	0.023	0	0	0.023	0	0.84	0	0	0.07	0	2.1e-05	11	0.083
196	1.6e-05	1.8e-05	1.8e-05	0.14	0.14	1.8e-05	0.14	1.6e-05	1.6e-05	0.14	8.2e-06	0.42	8.2e-06	1.6e-05	0.023	0	1.8e-05	11	0.083
197	0.022	0	0	0.22	0.22	0	0.22	0.022	0.022	0.22	0.011	0.0012	0.011	0.022	1.1e-05	0	0	6	0.15
198	0.2	0	0	0.00062	0.00062	0	0.00062	0.2	0.2	0.00062	0.1	0	0.1	0.2	0	0	0	7	0.23
199	0.017	0	0	0.23	0.23	0	0.23	0.017	0.017	0.23	0.0088	0.0086	0.0088	0.017	0.00022	0	0	6	0.15
200	0.035	1.6e-06	1.6e-06	0.2	0.2	1.6e-06	0.2	0.035	0.035	0.2	0.018	0.027	0.018	0.035	0.0018	0	1.6e-06	6	0.15
201	0.073	0	0	0.16	0.16	0	0.16	0.073	0.073	0.16	0.038	0	0.038	0.073	0	0	0	6	0.15
202	0.012	0	0	0.23	0.23	0	0.23	0.012	0.012	0.23	0.0062	0.0022	0.0062	0.012	2.3e-05	0	0	6	0.15
203	0.00093	6.8e-06	6.8e-06	0.21	0.21	6.8e-06	0.21	0.00093	0.00093	0.21	0.00048	0.14	0.00048	0.00093	0.0082	0	6.8e-06	6	0.15
204	0.00037	1.2e-05	1.2e-05	0.12	0.12	1.2e-05	0.12	0.00037	0.00037	0.12	0.00019	0.45	0.00019	0.00037	0.066	0	1.2e-05	11	0.083
205	0.0053	3.9e-06	3.9e-06	0.21	0.21	3.9e-06	0.21	0.0053	0.0053	0.21	0.0027	0.11	0.0027	0.0053	0.013	0	3.9e-06	6	0.15
206	0.003	0	0	0.25	0.25	0	0.25	0.003	0.003	0.25	0.0015	9.7e-05	0.0015	0.003	0	0	0	6	0.15
207	0.00062	3.8e-06	3.8e-06	0.24	0.24	3.8e-06	0.24	0.00062	0.00062	0.24	0.00032	0.043	0.00032	0.00062	0.0011	0	3.8e-06	6	0.15
208	0.19	0	0	0.0058	0.0058	0	0.0058	0.19	0.19	0.0058	0.1	0	0.1	0.19	0	0	0	7	0.23
209	0.021	0	0	0.22	0.22	0	0.22	0.021	0.021	0.22	0.011	0.0045	0.011	0.021	8.2e-05	0	0	6	0.15
210	0	6.7e-06	6.7e-06	0.00028	0.00028	6.8e-06	0.00028	0	0	0.00028	0	0.8	0	0	0.2	0	6.7e-06	11	0.083
211	0.019	3.2e-06	3.2e-06	0.21	0.21	3.2e-06	0.21	0.019	0.019	0.21	0.0098	0.075	0.0098	0.019	0.0073	0	3.2e-06	6	0.15
212	0	1.1e-05	1.1e-05	0.014	0.014	1.1e-05	0.014	0	0	0.014	0	0.76	0	0	0.18	0	1.1e-05	11	0.083
213	0.007	0	0	0.24	0.24	0	0.24	0.007	0.007	0.24	0.0036	7.7e-05	0.0036	0.007	0	0	0	6	0.15
214	0.0013	0	0	0.25	0.25	0	0.25	0.0013	0.0013	0.25	0.00066	0.00066	0.00066	0.0013	1.8e-06	0	0	6	0.15
215	0.057	0	0	0.18	0.18	0	0.18	0.057	0.057	0.18	0.029	0	0.029	0.057	0	0	0	6	0.15
216	0.046	1.5e-06	1.5e-06	0.18	0.18	1.6e-06	0.18	0.046	0.046	0.18	0.024	0.03	0.024	0.046	0.0024	0	1.5e-06	6	0.15
217	0.17	0	0	0.035	0.035	0	0.035	0.17	0.17	0.035	0.088	9e-05	0.088	0.17	1.5e-06	0.00011	0	7	0.23
218	0	2.7e-05	2.7e-05	0.17	0.17	2.7e-05	0.17	0	0	0.17	0	0.32	0	0	0.0047	0	2.7e-05	11	0.083
219	4.5e-05	1.5e-05	1.5e-05	0.09	0.09	1.5e-05	0.09	4.5e-05	4.5e-05	0.09	2.3e-05	0.57	2.3e-05	4.5e-05	0.069	0	1.5e-05	11	0.083
220	0.0032	7.5e-06	7.5e-06	0.18	0.18	7.5e-06	0.18	0.0032	0.0032	0.18	0.0016	0.25	0.0016	0.0032	0.033	0	7.5e-06	11	0.083
221	0.0044	3e-06	3e-06	0.23	0.23	3e-06	0.23	0.0044	0.0044	0.23	0.0022	0.045	0.0022	0.0044	0.002	0	3e-06	6	0.15
222	0.0076	6.1e-06	6.1e-06	0.18	0.18	6.2e-06	0.18	0.0076	0.0076	0.18	0.0039	0.21	0.0039	0.0076	0.031	0	6.1e-06	11	0.083
223	0.023	0	0	0.22	0.22	0	0.22	0.023	0.023	0.22	0.012	0.0063	0.012	0.023	0.00015	0	0	6	0.15
224	0	1.7e-05	1.7e-05	0.014	0.014	1.7e-05	0.014	0	0	0.014	0	0.85	0	0	0.095	0	1.7e-05	11	0.083
225	0.016	1.5e-06	1.5e-06	0.23	0.23	1.5e-06	0.23	0.016	0.016	0.23	0.008	0.019	0.008	0.016	0.00075	0	1.5e-06	6	0.15
226	0.0036	0	0	0.25	0.25	0	0.25	0.0036	0.0036	0.25	0.0018	0.00028	0.0018	0.0036	0	0	0	6	0.15
227	0.044	0	0	0.19	0.19	0	0.19	0.044	0.044	0.19	0.022	0.0038	0.022	0.044	9e-05	0	0	6	0.15
228	0.097	0	0	0.13	0.13	0	0.13	0.097	0.097	0.13	0.05	0.00022	0.05	0.097	1.7e-06	0	0	6	0.15
229	0.04	0	0	0.2	0.2	0	0.2	0.04	0.04	0.2	0.021	0.0013	0.021	0.04	1.5e-05	0	0	6	0.15
230	0.0011	9.7e-06	9.7e-06	0.15	0.15	9.7e-06	0.15	0.0011	0.0011	0.15	0.00056	0.35	0.00056	0.0011	0.049	0	9.7e-06	11	0.083
231	0.0011	6.4e-06	6.4e-06	0.22	0.22	6.4e-06	0.22	0.0011	0.0011	0.22	0.00055	0.13	0.00055	0.0011	0.0073	0	6.4e-06	6	0.15
232	8.8e-06	1.3e-05	1.3e-05	0.21	0.21	1.3e-05	0.21	8.8e-06	8.8e-06	0.21	4.5e-06	0.16	4.5e-06	8.8e-06	0.003	0	1.3e-05	6	0.15
233	0.19	0	0	0.0083	0.0083	0	0.0083	0.19	0.19	0.0083	0.099	0	0.099	0.19	0	0	0	7	0.23
234	0.016	2.2e-06	2.2e-06	0.22	0.22	2.2e-06	0.22	0.016	0.016	0.22	0.0084	0.036	0.0084	0.016	0.0021	0	2.2e-06	6	0.15
235	0.059	0	0	0.17	0.17	0	0.17	0.059	0.059	0.17	0.03	0.013	0.03	0.059	0.00075	0	0	6	0.15
236	9.8e-05	1.4e-05	1.4e-05	0.12	0.12	1.4e-05	0.12	9.8e-05	9.8e-05	0.12	5e-05	0.48	5e-05	9.8e-05	0.053	0	1.4e-05	11	0.083
237	0.0095	2.4e-06	2.4e-06	0.23	0.23	2.4e-06	0.23	0.0095	0.0095	0.23	0.0049	0.038	0.0049	0.0095	0.0019	0	2.4e-06	6	0.15
238	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0.057	1.4e-06	0.057	0.11	0	0	0	7	0.23
239	0	1.3e-05	1.3e-05	0.014	0.014	1.3e-05	0.014	0	0	0.014	0	0.79	0	0	0.15	0	1.3e-05	11	0.083
240	0.00072	0	0	0.25	0.25	0	0.25	0.00072	0.00072	0.25	0.00037	0.0036	0.00037	0.00072	2.2e-05	0	0	6	0.15
241	0.028	0	0	0.21	0.21	0	0.21	0.029	0.029	0.21	0.015	0.00093	0.015	0.029	7.9e-06	0	0	6	0.15
242	0.021	2.7e-06	2.7e-06	0.21	0.21	2.7e-06	0.21	0.021	0.021	0.21	0.011	0.056	0.011	0.021	0.0047	0	2.7e-06	6	0.15
243	0.0021	0	0	0.25	0.25	0	0.25	0.0021	0.0021	0.25	0.0011	0.00027	0.0011	0.0021	0	0	0	6	0.15
244	0.0021	4.5e-06	4.5e-06	0.23	0.23	4.5e-06	0.23	0.0022	0.0022	0.23	0.0011	0.078	0.0011	0.0022	0.004	0	4.5e-06	6	0.15
245	0.12	0	0	0.095	0.095	0	0.095	0.12	0.12	0.095	0.063	0	0.063	0.12	0	0	0	7	0.23
246	0.0035	5.9e-06	5.9e-06	0.21	0.21	6e-06	0.21	0.0035	0.0035	0.21	0.0018	0.15	0.0018	0.0035	0.013	0	5.9e-06	6	0.15
247	0.036	0	0	0.2	0.2	0	0.2	0.036	0.036	0.2	0.018	0.0023	0.018	0.036	5.2e-05	0	0	6	0.15
248	0.041	0	0	0.2	0.2	0	0.2	0.041	0.041	0.2	0.021	0	0.021	0.041	0	0	0	6	0.15
249	0.0013	0	0	0.25	0.25	0	0.25	0.0013	0.0013	0.25	0.00069	6.6e-06	0.00069	0.0013	0	0	0	6	0.15
250	0.0055	0	0	0.24	0.24	0	0.24	0.0055	0.0055	0.24	0.0028	0.0011	0.0028	0.0055	8.1e-06	0	0	6	0.15
251	0.11	0	0	0.12	0.12	0	0.12	0.11	0.11	0.12	0.054	0	0.054	0.11	0	0	0	6	0.15
252	0.061	0	0	0.17	0.17	0	0.17	0.061	0.061	0.17	0.031	0	0.031	0.061	0	0	0	6	0.15
253	0.074	0	0	0.16	0.16	0	0.16	0.074	0.074	0.16	0.038	0	0.038	0.074	0	0	0	6	0.15
254	4.1e-05	1.2e-05	1.2e-05	0.085	0.085	1.2e-05	0.085	4.1e-05	4.1e-05	0.085	2.1e-05	0.56	2.1e-05	4.1e-05	0.097	0	1.2e-05	11	0.083
255	0.098	0	0	0.13	0.13	0	0.13	0.099	0.099	0.13	0.051	0	0.051	0.099	0	0	0	6	0.15
256	0.00021	3.9e-06	3.9e-06	0.24	0.24	3.9e-06	0.24	0.00021	0.00021	0.24	0.00011	0.051	0.00011	0.00021	0.0015	0	3.9e-06	6	0.15
257	0.0034	0	0	0.24	0.24	0	0.24	0.0034	0.0034	0.24	0.0017	0.0034	0.0017	0.0034	4.3e-05	0	0	6	0.15
258	0.0034	2.5e-06	2.5e-06	0.23	0.23	2.5e-06	0.23	0.0034	0.0034	0.23	0.0017	0.045	0.0017	0.0034	0.0026	0	2.5e-06	6	0.15
259	0.0032	0	0	0.25	0.25	0	0.25	0.0032	0.0032	0.25	0.0016	2.8e-05	0.0016	0.0032	0	0	0	6	0.15
260	0	7.5e-06	7.5e-06	2.3e-05	2.3e-05	7.5e-06	2.3e-05	0	0	2.3e-05	0	0.9	0	0	0.096	0	7.5e-06	11	0.083
261	0.014	0	0	0.23	0.23	0	0.23	0.014	0.014	0.23	0.0071	0.0025	0.0071	0.014	4.1e-05	0	0	6	0.15
262	0.086	1.1e-05	1.1e-05	0.018	0.018	1.1e-05	0.018	0.086	0.086	0.018	0.044	0.46	0.044	0.086	0.038	0	1.1e-05	11	0.083
263	0.0021	6.5e-06	6.5e-06	0.17	0.17	6.5e-06	0.17	0.0021	0.0021	0.17	0.0011	0.26	0.0011	0.0021	0.047	0	6.5e-06	11	0.083
264	0.0016	6e-06	6e-06	0.19	0.19	6e-06	0.19	0.0016	0.0016	0.19	0.00083	0.2	0.00083	0.0016	0.025	0	6e-06	11	0.083
265	0	1.4e-05	1.4e-05	0.21	0.21	1.4e-05	0.21	0	0	0.21	0	0.15	0	0	0.002	0	1.4e-05	6	0.15
266	0.067	0	0	0.17	0.17	0	0.17	0.067	0.067	0.17	0.034	0.00025	0.034	0.067	2.3e-06	0	0	6	0.15
267	0.00063	6.5e-06	6.5e-06	0.2	0.2	6.5e-06	0.2	0.00063	0.00063	0.2	0.00032	0.18	0.00032	0.00063	0.016	0	6.5e-06	6	0.15
268	0.0033	0	0	0.24	0.24	0	0.24	0.0033	0.0033	0.24	0.0017	0.0072	0.0017	0.0033	0.00014	0	0	6	0.15
269	0.026	0	0	0.22	0.22	0	0.22	0.026	0.026	0.22	0.013	0.0056	0.013	0.026	0.00018	0	0	6	0.15
270	3.5e-05	0	0	0.25	0.25	0	0.25	3.5e-05	3.5e-05	0.25	1.8e-05	8.3e-05	1.8e-05	3.5e-05	0	0	0	6	0.15
271	0.089	0	0	0.14	0.14	0	0.14	0.089	0.089	0.14	0.045	0	0.045	0.089	0	0	0	6	0.15
272	0.0076	0	0	0.24	0.24	0	0.24	0.0076	0.0076	0.24	0.0039	0	0.0039	0.0076	0	0	0	6	0.15
273	0.0044	3.5e-06	3.5e-06	0.22	0.22	3.5e-06	0.22	0.0044	0.0044	0.22	0.0022	0.087	0.0022	0.0044	0.0081	0	3.5e-06	6	0.15
274	0.043	0	0	0.2	0.2	0	0.2	0.043	0.043	0.2	0.022	0	0.022	0.043	0	0	0	6	0.15
275	0.06	0	0	0.17	0.17	0	0.17	0.06	0.06	0.17	0.031	3e-05	0.031	0.06	0	0	0	6	0.15
276	0.1	0	0	0.12	0.12	0	0.12	0.1	0.1	0.12	0.053	2.1e-05	0.053	0.1	0	0	0	6	0.15
277	0.051	0	0	0.19	0.19	0	0.19	0.051	0.051	0.19	0.026	0	0.026	0.051	0	0	0	6	0.15
278	0.041	0	0	0.2	0.2	0	0.2	0.041	0.041	0.2	0.021	0.0015	0.021	0.041	2.8e-05	0	0	6	0.15
279	0.15	0	0	0.06	0.06	0	0.06	0.15	0.15	0.06	0.078	0	0.078	0.15	0	0	0	7	0.23
280	0.15	0	0	0.062	0.062	0	0.062	0.15	0.15	0.062	0.077	0	0.077	0.15	0	0	0	7	0.23
281	0.00063	5.5e-06	5.5e-06	0.22	0.22	5.5e-06	0.22	0.00063	0.00063	0.22	0.00032	0.12	0.00032	0.00063	0.0085	0	5.5e-06	6	0.15
282	0.03	0	0	0.21	0.21	0	0.21	0.03	0.03	0.21	0.015	0	0.015	0.03	0	0	0	6	0.15
283	0.0036	0	0	0.25	0.25	0	0.25	0.0037	0.0037	0.25	0.0019	0.00014	0.0019	0.0037	0	0	0	6	0.15
284	0.014	0	0	0.23	0.23	0	0.23	0.014	0.014	0.23	0.007	5.3e-05	0.007	0.014	0	0	0	6	0.15
285	0.19	0	0	0.016	0.016	0	0.016	0.19	0.19	0.016	0.095	0	0.095	0.19	0	0	0	7	0.23
286	0.029	0	0	0.21	0.21	0	0.21	0.029	0.029	0.21	0.015	2.5e-05	0.015	0.029	0	0	0	6	0.15
287	0.035	0	0	0.21	0.21	0	0.21	0.035	0.035	0.21	0.018	0	0.018	0.035	0	0	0	6	0.15
288	0.1	0	0	0.12	0.12	0	0.12	0.1	0.1	0.12	0.054	0	0.054	0.1	0	0.00044	0	6	0.15
289	0.093	0	0	0.13	0.13	0	0.13	0.093	0.093	0.13	0.048	0	0.048	0.093	0	0	0	6	0.15
290	0.016	0	0	0.23	0.23	0	0.23	0.016	0.016	0.23	0.0085	0.00024	0.0085	0.016	0	0	0	6	0.15
291	0.00052	0	0	0.25	0.25	0	0.25	0.00052	0.00052	0.25	0.00027	0.0079	0.00027	0.00052	9.5e-05	0	0	6	0.15
292	0.03	0	0	0.21	0.21	0	0.21	0.03	0.03	0.21	0.015	0.0023	0.015	0.03	4.6e-05	0	0	6	0.15
293	0.032	0	0	0.21	0.21	0	0.21	0.032	0.032	0.21	0.016	0.0068	0.016	0.032	0.00027	0	0	6	0.15
294	0.071	0	0	0.16	0.16	0	0.16	0.071	0.071	0.16	0.037	0.0008	0.037	0.071	2.1e-05	0	0	6	0.15
295	0.00048	7.3e-06	7.3e-06	0.19	0.19	7.3e-06	0.19	0.00048	0.00048	0.19	0.00024	0.2	0.00024	0.00048	0.019	0	7.3e-06	11	0.083
296	0.047	0	0	0.19	0.19	0	0.19	0.047	0.047	0.19	0.024	0	0.024	0.047	0	0	0	6	0.15
297	0.12	0	0	0.1	0.1	0	0.1	0.12	0.12	0.1	0.06	0	0.06	0.12	0	0	0	7	0.23
298	0.027	0	0	0.22	0.22	0	0.22	0.027	0.027	0.22	0.014	1e-05	0.014	0.027	0	0	0	6	0.15
299	0.082	0	0	0.15	0.15	0	0.15	0.082	0.082	0.15	0.042	0	0.042	0.082	0	0	0	6	0.15
300	0.056	0	0	0.18	0.18	0	0.18	0.056	0.056	0.18	0.029	0.00092	0.029	0.056	3e-05	1.6e-06	0	6	0.15
301	0.036	0	0	0.2	0.2	0	0.2	0.036	0.036	0.2	0.019	0.0084	0.019	0.036	0.0004	0	0	6	0.15
302	0.00044	0	0	0.25	0.25	0	0.25	0.00044	0.00044	0.25	0.00023	0.00011	0.00023	0.00044	0	0	0	6	0.15
303	0.0065	0	0	0.24	0.24	0	0.24	0.0065	0.0065	0.24	0.0033	2.4e-05	0.0033	0.0065	0	0	0	6	0.15
304	0.053	0	0	0.18	0.18	0	0.18	0.053	0.053	0.18	0.027	0	0.027	0.053	0	0	0	6	0.15
305	1.1e-06	1.8e-05	1.8e-05	0.2	0.2	1.8e-05	0.2	1.1e-06	1.1e-06	0.2	0	0.19	0	1.1e-06	0.0029	0	1.8e-05	6	0.15
306	0.02	0	0	0.22	0.22	0	0.22	0.02	0.02	0.22	0.01	0.026	0.01	0.02	0.0017	0	0	6	0.15
307	0.0014	0	0	0.25	0.25	0	0.25	0.0014	0.0014	0.25	0.00072	8e-06	0.00072	0.0014	0	0	0	6	0.15
308	0.021	0	0	0.22	0.22	0	0.22	0.021	0.021	0.22	0.011	0.016	0.011	0.021	0.00077	0	0	6	0.15
309	0.016	0	0	0.23	0.23	0	0.23	0.016	0.016	0.23	0.0084	0.00047	0.0084	0.016	2.7e-06	0	0	6	0.15
310	0.0022	0	0	0.24	0.24	0	0.24	0.0022	0.0022	0.24	0.0011	0.019	0.0011	0.0022	0.00049	0	0	6	0.15
311	0.032	0	0	0.21	0.21	0	0.21	0.032	0.032	0.21	0.016	0.0024	0.016	0.032	4.6e-05	0	0	6	0.15
312	0.026	0	0	0.21	0.21	0	0.21	0.026	0.026	0.21	0.014	0.018	0.014	0.026	0.0011	0	0	6	0.15
313	0.061	0	0	0.17	0.17	0	0.17	0.062	0.062	0.17	0.032	4.8e-05	0.032	0.062	0	6.4e-06	0	6	0.15
314	0.076	0	0	0.15	0.15	0	0.15	0.076	0.076	0.15	0.039	3.9e-05	0.039	0.076	0	0	0	6	0.15
315	0.046	0	0	0.19	0.19	0	0.19	0.046	0.046	0.19	0.024	0	0.024	0.046	0	0	0	6	0.15
316	6.9e-06	0	0	0.25	0.25	0	0.25	6.9e-06	6.9e-06	0.25	3.5e-06	0.00041	3.5e-06	6.9e-06	0	0	0	6	0.15
317	0.017	2.5e-06	2.5e-06	0.21	0.21	2.5e-06	0.21	0.017	0.017	0.21	0.0088	0.059	0.0088	0.017	0.0059	0	2.5e-06	6	0.15
318	0.0039	3.3e-06	3.3e-06	0.23	0.23	3.3e-06	0.23	0.0039	0.0039	0.23	0.002	0.059	0.002	0.0039	0.0035	0	3.3e-06	6	0.15
319	0.001	0	0	0.25	0.25	0	0.25	0.001	0.001	0.25	0.00051	0.0035	0.00051	0.001	2.7e-05	0	0	6	0.15
320	0.035	0	0	0.21	0.21	0	0.21	0.035	0.035	0.21	0.018	0	0.018	0.035	0	0	0	6	0.15
321	0.086	0	0	0.14	0.14	0	0.14	0.086	0.086	0.14	0.044	0	0.044	0.086	0	0.00019	0	6	0.15
322	0.09	0	0	0.14	0.14	0	0.14	0.091	0.091	0.14	0.046	0	0.046	0.091	0	2.2e-05	0	6	0.15
323	0.031	0	0	0.21	0.21	0	0.21	0.031	0.031	0.21	0.016	0	0.016	0.031	0	0	0	6	0.15
324	0.012	0	0	0.23	0.23	0	0.23	0.012	0.012	0.23	0.0062	0	0.0062	0.012	0	0	0	6	0.15
325	0.069	0	0	0.16	0.16	0	0.16	0.069	0.069	0.16	0.036	0	0.036	0.069	0	0	0	6	0.15
326	0.12	0	0	0.097	0.097	0	0.097	0.12	0.12	0.097	0.063	0	0.063	0.12	0	0	0	7	0.23
327	3.8e-05	0	0	0.25	0.25	0	0.25	3.8e-05	3.8e-05	0.25	2e-05	0.0047	2e-05	3.8e-05	1.8e-05	0	0	6	0.15
328	0.12	0	0	0.1	0.1	0	0.1	0.12	0.12	0.1	0.06	0	0.06	0.12	0	0	0	7	0.23
329	2.4e-06	0	0	0.25	0.25	0	0.25	2.4e-06	2.4e-06	0.25	1.2e-06	0.00029	1.2e-06	2.4e-06	0	0	0	6	0.15
330	0.051	0	0	0.19	0.19	0	0.19	0.051	0.051	0.19	0.026	0	0.026	0.051	0	0	0	6	0.15
331	0.16	0	0	0.054	0.054	0	0.054	0.16	0.16	0.054	0.08	0	0.08	0.16	0	0	0	7	0.23
332	0.02	0	0	0.23	0.23	0	0.23	0.02	0.02	0.23	0.01	8.7e-05	0.01	0.02	0	0	0	6	0.15
333	0.049	0	0	0.19	0.19	0	0.19	0.049	0.049	0.19	0.025	0.00073	0.025	0.049	9.4e-06	0	0	6	0.15
334	0.069	0	0	0.16	0.16	0	0.16	0.069	0.069	0.16	0.035	0.00015	0.035	0.069	0	0	0	6	0.15
335	0.043	0	0	0.2	0.2	0	0.2	0.043	0.043	0.2	0.022	0	0.022	0.043	0	0	0	6	0.15
336	0	2.9e-06	2.9e-06	6.7e-05	6.7e-05	2.9e-06	6.7e-05	0	0	6.7e-05	0	0.62	0	0	0.38	0	2.9e-06	11	0.083
337	0.06	0	0	0.17	0.17	0	0.17	0.06	0.06	0.17	0.031	0	0.031	0.06	0	0	0	6	0.15
338	0.1	0	0	0.12	0.12	0	0.12	0.1	0.1	0.12	0.051	0	0.051	0.1	0	0	0	6	0.15
339	0.025	0	0	0.22	0.22	0	0.22	0.025	0.025	0.22	0.013	0	0.013	0.025	0	0	0	6	0.15
340	0.023	0	0	0.22	0.22	0	0.22	0.023	0.023	0.22	0.012	4.4e-06	0.012	0.023	0	0	0	6	0.15
341	0.016	0	0	0.23	0.23	0	0.23	0.016	0.016	0.23	0.008	0	0.008	0.016	0	0	0	6	0.15
342	0.0011	0	0	0.25	0.25	0	0.25	0.0011	0.0011	0.25	0.00055	0.011	0.00055	0.0011	0.00016	0	0	6	0.15
343	6.2e-06	0	0	0.25	0.25	0	0.25	6.2e-06	6.2e-06	0.25	3.2e-06	0.00045	3.2e-06	6.2e-06	0	0	0	6	0.15
344	0.0055	2.7e-06	2.7e-06	0.23	0.23	2.7e-06	0.23	0.0055	0.0055	0.23	0.0028	0.045	0.0028	0.0055	0.0025	0	2.7e-06	6	0.15
345	0.035	0	0	0.21	0.21	0	0.21	0.035	0.035	0.21	0.018	0.0026	0.018	0.035	5.6e-05	0	0	6	0.15
346	0.18	0	0	0.02	0.02	0	0.02	0.18	0.18	0.02	0.094	0	0.094	0.18	0	0	0	7	0.23
347	0.06	0	0	0.17	0.17	0	0.17	0.06	0.06	0.17	0.031	1.5e-05	0.031	0.06	0	3e-06	0	6	0.15
348	0.0096	0	0	0.24	0.24	0	0.24	0.0096	0.0096	0.24	0.0049	0.0027	0.0049	0.0096	3.4e-05	0	0	6	0.15
349	0.15	0	0	0.066	0.066	0	0.066	0.15	0.15	0.066	0.075	0.00012	0.075	0.15	1.3e-06	0	0	7	0.23
350	0.0002	8.5e-06	8.5e-06	0.21	0.21	8.5e-06	0.21	0.0002	0.0002	0.21	0.0001	0.14	0.0001	0.0002	0.0058	0	8.5e-06	6	0.15
351	0.034	1.2e-06	1.2e-06	0.2	0.2	1.2e-06	0.2	0.034	0.034	0.2	0.018	0.017	0.018	0.034	0.00085	0	1.2e-06	6	0.15
352	0.06	0	0	0.17	0.17	0	0.17	0.06	0.06	0.17	0.031	0	0.031	0.06	0	2.9e-06	0	6	0.15
353	0.048	0	0	0.19	0.19	0	0.19	0.048	0.048	0.19	0.025	0.0019	0.025	0.048	4.7e-05	0	0	6	0.15
354	0.027	0	0	0.21	0.21	0	0.21	0.027	0.027	0.21	0.014	0.011	0.014	0.027	0.00051	0	0	6	0.15
355	0.00093	2.1e-06	2.1e-06	0.24	0.24	2.1e-06	0.24	0.00093	0.00093	0.24	0.00048	0.019	0.00048	0.00093	0.0004	0	2.1e-06	6	0.15
356	0.02	0	0	0.23	0.23	0	0.23	0.02	0.02	0.23	0.01	0	0.01	0.02	0	0	0	6	0.15
357	0.062	0	0	0.17	0.17	0	0.17	0.062	0.062	0.17	0.032	1.6e-05	0.032	0.062	0	0	0	6	0.15
358	0.011	0	0	0.24	0.24	0	0.24	0.011	0.011	0.24	0.0056	0	0.0056	0.011	0	0	0	6	0.15
359	0.0023	0	0	0.25	0.25	0	0.25	0.0023	0.0023	0.25	0.0012	0.0028	0.0012	0.0023	2.4e-05	0	0	6	0.15
360	0.052	0	0	0.18	0.18	0	0.18	0.052	0.052	0.18	0.027	2.7e-05	0.027	0.052	0	0	0	6	0.15
361	0.01	0	0	0.24	0.24	0	0.24	0.01	0.01	0.24	0.0053	1.6e-05	0.0053	0.01	0	0	0	6	0.15
362	0.064	0	0	0.17	0.17	0	0.17	0.064	0.064	0.17	0.033	0.0049	0.033	0.064	0.0004	0.00053	0	6	0.15
363	0.0091	0	0	0.23	0.23	0	0.23	0.0092	0.0092	0.23	0.0047	0.018	0.0047	0.0092	0.00071	0	0	6	0.15
364	0.00081	6e-06	6e-06	0.22	0.22	6e-06	0.22	0.00081	0.00081	0.22	0.00041	0.12	0.00041	0.00081	0.0075	0	6e-06	6	0.15
365	0.071	0	0	0.16	0.16	0	0.16	0.071	0.071	0.16	0.037	0	0.037	0.071	0	0	0	6	0.15
366	0.0069	0	0	0.24	0.24	0	0.24	0.0069	0.0069	0.24	0.0036	0.00049	0.0036	0.0069	2.1e-06	0	0	6	0.15
367	0.064	0	0	0.17	0.17	0	0.17	0.064	0.064	0.17	0.033	1.8e-05	0.033	0.064	0	0	0	6	0.15
368	0.016	2.3e-06	2.3e-06	0.22	0.22	2.3e-06	0.22	0.016	0.016	0.22	0.0081	0.042	0.0081	0.016	0.0028	0	2.3e-06	6	0.15
369	0.085	0	0	0.14	0.14	0	0.14	0.085	0.085	0.14	0.043	2.9e-05	0.043	0.085	0	0	0	6	0.15
370	0.026	2.5e-06	2.5e-06	0.2	0.2	2.5e-06	0.2	0.026	0.026	0.2	0.013	0.06	0.013	0.026	0.0061	0	2.5e-06	6	0.15
371	0.047	0	0	0.19	0.19	0	0.19	0.047	0.047	0.19	0.024	0	0.024	0.047	0	7.7e-06	0	6	0.15
372	0.085	7.9e-06	7.9e-06	0.031	0.031	7.9e-06	0.031	0.085	0.085	0.031	0.044	0.38	0.044	0.085	0.064	0	7.9e-06	11	0.083
373	0.036	0	0	0.2	0.2	0	0.2	0.036	0.036	0.2	0.018	0	0.018	0.036	0	9e-06	0	6	0.15
374	0.15	0	0	0.06	0.06	0	0.06	0.15	0.15	0.06	0.077	0	0.077	0.15	0	0	0	7	0.23
375	0.039	0	0	0.2	0.2	0	0.2	0.039	0.039	0.2	0.02	0.0011	0.02	0.039	1.5e-05	0	0	6	0.15
376	0.032	0	0	0.21	0.21	0	0.21	0.032	0.032	0.21	0.016	0.00091	0.016	0.032	9.9e-06	0	0	6	0.15
377	0.17	0	0	0.042	0.042	0	0.042	0.17	0.17	0.042	0.085	0	0.085	0.17	0	0	0	7	0.23
