SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0
413	0.22	0	0.34	0	0.27	0.18	0	2	0.15
414	0.24	0	0.28	0	0.3	0.19	0	4	0.23
415	0.24	0	0.28	0	0.3	0.19	0	4	0.23
416	0.14	0	0.57	0	0.18	0.11	0	2	0.15
417	0.0003	0.0017	1	0	0.00037	0.00024	0	2	0.15
418	0.0061	0.00045	0.98	0	0.0076	0.0049	0	2	0.15
419	0.057	0.0015	0.82	0	0.072	0.046	0	2	0.15
420	0.12	0.0034	0.63	0.00033	0.15	0.096	0	2	0.15
421	0.048	0	0.85	0	0.06	0.039	0	2	0.15
422	3.3e-05	0.14	0.86	0	4.2e-05	2.7e-05	3.3e-06	2	0.15
423	0.018	6.4e-05	0.94	0	0.023	0.015	0	2	0.15
424	0.039	0.00021	0.88	0	0.049	0.032	0	2	0.15
425	0.00019	0.00017	1	0	0.00024	0.00015	0	2	0.15
426	1.4e-05	0.84	0.16	0	1.7e-05	1.1e-05	4.4e-06	1	0.083
427	0	1	0	0	0	0	0	1	0.083
428	0.12	4.3e-05	0.64	0	0.15	0.096	0	2	0.15
429	0.043	0	0.87	0	0.054	0.035	0	2	0.15
430	0.034	0.007	0.89	0	0.043	0.028	0	2	0.15
431	0.037	0.00075	0.89	0	0.046	0.03	0	2	0.15
432	0.00012	0.81	0.19	0	0.00015	9.8e-05	3.6e-06	1	0.083
433	0.3	0	0.092	0	0.37	0.24	0	4	0.23
434	0.23	0	0.29	0	0.29	0.19	0	4	0.23
435	0.00028	0.00052	1	0	0.00035	0.00023	0	2	0.15
436	0.014	0.00027	0.96	0	0.018	0.012	0	2	0.15
437	0.31	0	0.04	0	0.39	0.25	0	4	0.23
438	0.016	0	0.95	0	0.019	0.013	0	2	0.15
439	0.059	1.9e-05	0.82	0	0.074	0.048	0	2	0.15
440	0.14	0.0001	0.57	0	0.18	0.11	0	2	0.15
441	0.12	0.0006	0.62	0	0.16	0.1	0	2	0.15
442	0.0058	0.002	0.98	0	0.0072	0.0047	0	2	0.15
443	0.2	0	0.36	0.02	0.25	0.16	0	2	0.15
444	0	0.86	0.14	0	0	0	9.3e-06	1	0.083
445	0.11	0.0027	0.67	0	0.13	0.086	0	2	0.15
446	0.13	0	0.6	0	0.17	0.11	0	2	0.15
447	0.0015	0	1	0	0.0019	0.0012	0	2	0.15
448	0.00022	0.13	0.87	0	0.00027	0.00017	2.5e-06	2	0.15
449	0.11	4.8e-05	0.65	0	0.14	0.091	0	2	0.15
450	0.2	0	0.39	0	0.25	0.16	0	2	0.15
451	0.00013	0.028	0.97	0	0.00017	0.00011	0	2	0.15
452	0.011	0	0.97	0	0.014	0.0091	0	2	0.15
453	4.1e-05	0.83	0.17	0	5.1e-05	3.3e-05	4e-06	1	0.083
454	0.044	0	0.86	0	0.055	0.036	0	2	0.15
455	0.18	0	0.46	0	0.22	0.14	0	2	0.15
456	0.00038	0.23	0.77	0	0.00048	0.00031	3e-06	2	0.15
457	0.014	8.1e-05	0.96	0	0.017	0.011	0	2	0.15
458	0.31	0	0.056	0	0.39	0.25	0	4	0.23
459	0.05	1.2e-06	0.85	0	0.062	0.04	0	2	0.15
460	0.17	0.011	0.48	0.00021	0.21	0.13	0	2	0.15
461	0.32	0	0.022	0	0.4	0.26	0	4	0.23
462	0.27	4.8e-05	0.17	0	0.34	0.22	0	4	0.23
463	0.05	0.0046	0.84	0	0.062	0.04	0	2	0.15
464	0.29	0	0.11	0	0.37	0.24	0	4	0.23
465	0.32	0	0.012	0	0.4	0.26	0	4	0.23
466	0.32	0	0.036	0	0.39	0.25	0	4	0.23
467	0.33	0	0.0014	0	0.41	0.26	0	4	0.23
468	0.28	1.6e-06	0.15	0	0.35	0.22	0	4	0.23
469	0.32	0	0.0098	0	0.41	0.26	0	4	0.23
470	0.33	0	0.002	0	0.41	0.26	0	4	0.23
471	0.11	0	0.66	0	0.14	0.089	0	2	0.15
472	0.31	0	0.048	0	0.39	0.25	0	4	0.23
473	6.9e-05	0.002	1	0	8.6e-05	5.6e-05	0	2	0.15
474	0.32	0	0.015	0	0.4	0.26	0	4	0.23
475	0.32	0	0.011	0	0.4	0.26	0	4	0.23
476	0.2	2.4e-06	0.38	0	0.25	0.16	0	2	0.15
477	0.0084	2.3e-05	0.97	0	0.011	0.0068	0	2	0.15
478	0.0028	2.8e-05	0.99	0	0.0035	0.0023	0	2	0.15
479	0.047	0.012	0.84	0	0.059	0.038	0	2	0.15
480	0.015	0.00016	0.95	0	0.019	0.012	0	2	0.15
481	0.23	5e-05	0.31	0	0.28	0.18	0	2	0.15
482	0.33	0	0.00012	0	0.41	0.26	0	4	0.23
483	0.036	0.0085	0.88	0	0.045	0.029	0	2	0.15
484	0.24	0	0.25	0	0.31	0.2	0	4	0.23
485	0	0.94	0.057	0	0	0	5.3e-06	1	0.083
486	0.17	0	0.47	0	0.22	0.14	0	2	0.15
487	0.26	4.4e-05	0.21	0	0.33	0.21	0	4	0.23
488	0.066	2.6e-05	0.8	0	0.082	0.053	0	2	0.15
489	0.13	0	0.6	0	0.16	0.11	0	2	0.15
490	0.1	0	0.69	0	0.13	0.081	0	2	0.15
491	0.31	0	0.011	0.029	0.39	0.25	0	4	0.23
492	0.28	0	0.14	0	0.35	0.23	0	4	0.23
493	0.24	2.9e-06	0.25	0	0.31	0.2	0	4	0.23
494	0.033	0.09	0.81	0	0.041	0.026	1.2e-06	2	0.15
495	0.049	0.015	0.83	0	0.062	0.04	0	2	0.15
496	0.0053	0.023	0.96	0	0.0066	0.0042	0	2	0.15
497	9.9e-06	0.8	0.2	0	1.2e-05	8e-06	6.2e-06	1	0.083
498	0.3	2.3e-06	0.075	0	0.38	0.24	0	4	0.23
499	0.12	0.00015	0.63	0	0.15	0.098	0	2	0.15
500	0.33	0	1.7e-06	0	0.41	0.26	0	4	0.23
501	0.05	0.026	0.82	2.6e-06	0.062	0.04	0	2	0.15
502	0.12	0	0.62	0	0.15	0.1	0	2	0.15
503	0.013	0	0.96	0	0.017	0.011	0	2	0.15
504	0.0012	7.8e-05	1	0	0.0014	0.00093	0	2	0.15
505	0.14	4.4e-05	0.56	0	0.18	0.11	0	2	0.15
506	0.05	0.0092	0.84	0	0.062	0.04	0	2	0.15
507	0.13	0	0.6	3.2e-06	0.16	0.1	0	2	0.15
508	0.039	0.0078	0.87	0	0.048	0.031	0	2	0.15
509	0.14	0.0002	0.57	0	0.18	0.11	0	2	0.15
510	0.00016	0.23	0.77	0	0.0002	0.00013	3.4e-06	2	0.15
511	0.066	0.00018	0.8	0	0.083	0.053	0	2	0.15
512	0	0.98	0.015	0	0	0	4.5e-06	1	0.083
513	9.5e-05	0.59	0.41	0	0.00012	7.7e-05	4.6e-06	1	0.083
514	0.0083	0.0019	0.97	0	0.01	0.0067	0	2	0.15
515	0.031	0.003	0.9	0	0.039	0.025	0	2	0.15
516	0.15	0	0.54	0	0.19	0.12	0	2	0.15
517	8.2e-05	2.7e-06	1	0	0.0001	6.6e-05	0	2	0.15
518	0	0.99	0.008	0	0	0	3.9e-06	1	0.083
519	0.2	4.7e-06	0.39	0	0.25	0.16	0	2	0.15
520	0	0	0	1	0	0	0	3	0.62
521	0.0026	0.00036	0.99	0	0.0032	0.0021	0	2	0.15
522	0.00028	0.03	0.97	0	0.00035	0.00023	1.3e-06	2	0.15
523	0.0059	5e-05	0.98	0	0.0074	0.0048	0	2	0.15
524	0.094	8.7e-05	0.71	0	0.12	0.076	0	2	0.15
525	0.15	0	0.55	0	0.18	0.12	0	2	0.15
526	0	1	0.001	0	0	0	2.4e-06	1	0.083
527	0.0013	0.0004	1	0	0.0016	0.001	0	2	0.15
528	0.11	0.0022	0.67	0	0.13	0.086	0	2	0.15
529	0.024	0.078	0.85	0	0.03	0.019	1.2e-06	2	0.15
530	0.27	8.7e-05	0.18	0	0.34	0.22	0	4	0.23
531	0.08	0.011	0.75	0	0.1	0.064	0	2	0.15
532	0.14	0	0.59	0	0.17	0.11	0	2	0.15
533	0.049	0.0078	0.84	0	0.061	0.039	0	2	0.15
534	0.0012	0.09	0.91	0	0.0015	0.001	0	2	0.15
535	0.17	2.5e-05	0.48	0	0.21	0.14	0	2	0.15
536	0.069	7.4e-05	0.79	0	0.086	0.056	0	2	0.15
537	0.018	0.0039	0.94	0	0.023	0.015	0	2	0.15
538	0.023	0	0.93	0	0.029	0.018	0	2	0.15
539	0.017	0.028	0.92	0	0.021	0.014	0	2	0.15
540	0.064	6.5e-06	0.81	0	0.079	0.051	0	2	0.15
541	0.055	0	0.83	0	0.068	0.044	0	2	0.15
542	3.2e-06	0.064	0.94	0	4e-06	2.5e-06	2.9e-06	2	0.15
543	0.13	0.0024	0.61	0.00078	0.16	0.1	0	2	0.15
544	0.017	0.00037	0.95	0	0.022	0.014	0	2	0.15
545	0.014	0.2	0.76	0	0.018	0.011	0	2	0.15
546	0.012	0.11	0.85	0	0.015	0.0094	0	2	0.15
547	0.31	0	0.06	0	0.38	0.25	0	4	0.23
548	8.8e-05	0.26	0.74	0	0.00011	7.1e-05	3.9e-06	2	0.15
549	0.023	6.5e-05	0.93	0	0.029	0.019	0	2	0.15
550	0.12	0.00057	0.63	0	0.15	0.096	0	2	0.15
551	0.0071	0.037	0.94	0	0.0088	0.0057	0	2	0.15
552	0	0.93	0.066	0	0	0	1.6e-05	1	0.083
553	0	0.69	0.31	0	0	0	1e-05	1	0.083
554	0.037	0.032	0.85	0	0.046	0.03	0	2	0.15
555	0.0053	2.8e-05	0.98	0	0.0066	0.0042	0	2	0.15
556	0.049	0.0037	0.85	0	0.061	0.04	0	2	0.15
557	0.18	0	0.44	0	0.23	0.15	0	2	0.15
558	0.27	0	0.18	0	0.34	0.22	0	4	0.23
559	0.085	0.0032	0.74	0	0.11	0.068	0	2	0.15
560	0.0076	0.15	0.83	0	0.0096	0.0062	0	2	0.15
561	4.4e-06	0.8	0.2	0	5.5e-06	3.6e-06	5.6e-06	1	0.083
562	0.13	0.0011	0.59	0.00081	0.17	0.11	0	2	0.15
563	0.0055	0.00039	0.98	0	0.0069	0.0044	0	2	0.15
564	0.19	8.6e-06	0.43	0	0.23	0.15	0	2	0.15
565	0.047	0.0015	0.86	0	0.058	0.038	0	2	0.15
566	0.00059	0.017	0.98	0	0.00074	0.00048	0	2	0.15
567	0.0021	0.075	0.92	0	0.0027	0.0017	0	2	0.15
568	0	0.79	0.21	0	0	0	8.4e-06	1	0.083
569	0.15	0	0.56	0	0.18	0.12	0	2	0.15
570	0	0.93	0.066	0	0	0	5.2e-06	1	0.083
571	0.1	3.7e-05	0.69	0	0.13	0.081	0	2	0.15
572	0.016	0.012	0.94	0	0.02	0.013	0	2	0.15
573	0.12	0.0011	0.64	0	0.15	0.095	0	2	0.15
574	0.19	0	0.43	0	0.23	0.15	0	2	0.15
575	0.33	0	0.0017	0	0.41	0.26	0	4	0.23
576	0.092	0.0011	0.72	2e-05	0.12	0.074	0	2	0.15
577	0.095	1.3e-05	0.71	0.00016	0.12	0.077	0	2	0.15
578	0.037	0	0.89	1e-06	0.047	0.03	0	2	0.15
579	0.096	0.0011	0.7	0.00024	0.12	0.078	0	2	0.15
580	0.18	0	0.46	0	0.22	0.14	0	2	0.15
581	0.091	0.51	0.21	0	0.11	0.073	9.1e-06	1	0.083
582	0.03	0.00015	0.91	0	0.037	0.024	0	2	0.15
583	0.16	0	0.5	0	0.2	0.13	0	2	0.15
584	0.17	0	0.48	0	0.21	0.14	0	2	0.15
585	0.089	0	0.73	3.5e-06	0.11	0.072	0	2	0.15
586	0.092	0	0.72	4.9e-06	0.12	0.074	0	2	0.15
587	0.053	0	0.84	0	0.067	0.043	0	2	0.15
588	0.00065	0.0076	0.99	0	0.00081	0.00052	0	2	0.15
589	0.14	0	0.57	0	0.17	0.11	0	2	0.15
590	0.011	0.0028	0.96	0	0.014	0.0092	0	2	0.15
591	0.1	0.00019	0.68	0	0.13	0.083	0	2	0.15
592	0.026	0.0027	0.92	0	0.033	0.021	0	2	0.15
593	0.03	3.6e-05	0.91	0	0.038	0.025	0	2	0.15
594	0.007	0.0013	0.98	0	0.0088	0.0057	0	2	0.15
595	0.058	0.24	0.59	0	0.072	0.047	2.7e-06	2	0.15
596	0.29	0	0.11	0	0.37	0.24	0	4	0.23
597	0.15	0.5	0.037	0	0.19	0.12	2.8e-06	1	0.083
598	0.26	2.4e-05	0.22	0	0.32	0.21	0	4	0.23
599	0	0.98	0.017	0	0	0	3.5e-06	1	0.083
600	0.028	0.054	0.86	0	0.035	0.023	0	2	0.15
601	0.02	0.0095	0.93	0	0.024	0.016	0	2	0.15
602	0.25	0.00032	0.24	2.4e-06	0.31	0.2	0	4	0.23
603	0.0064	0.31	0.67	0	0.008	0.0051	2.9e-06	2	0.15
604	0.035	0.00047	0.89	0	0.043	0.028	0	2	0.15
605	0.018	0	0.95	0	0.022	0.014	0	2	0.15
606	0.014	0.0062	0.95	0	0.018	0.012	0	2	0.15
607	0	0.96	0.037	0	0	0	4.2e-06	1	0.083
608	0.0087	0.012	0.96	0	0.011	0.007	0	2	0.15
609	0	0.72	0.28	0	0	0	9.7e-06	1	0.083
610	3.5e-06	0.0088	0.99	0	4.4e-06	2.8e-06	1.1e-06	2	0.15
611	0.21	0	0.36	0	0.26	0.17	0	2	0.15
612	0	0.96	0.044	0	0	0	4.5e-06	1	0.083
613	0.002	0.2	0.79	0	0.0025	0.0016	2.9e-06	2	0.15
614	0.03	1e-06	0.91	0	0.037	0.024	0	2	0.15
615	0.21	0	0.36	0	0.26	0.17	0	2	0.15
616	0.13	0.0014	0.6	0	0.16	0.11	0	2	0.15
617	0.009	0.19	0.78	0	0.011	0.0073	2.3e-06	2	0.15
618	0.077	0.0005	0.77	0	0.096	0.062	0	2	0.15
619	0.33	0	1e-05	0	0.41	0.26	0	4	0.23
620	0.32	0	0.02	0	0.4	0.26	0	4	0.23
621	0.17	0	0.49	0	0.21	0.13	0	2	0.15
622	0.011	0.024	0.94	0	0.014	0.009	0	2	0.15
623	0.0014	0.0025	0.99	0	0.0017	0.0011	0	2	0.15
624	0.3	0	0.094	0	0.37	0.24	0	4	0.23
625	7.3e-06	0.75	0.25	0	9.1e-06	5.9e-06	6.4e-06	1	0.083
626	0.14	0	0.57	1.6e-06	0.18	0.11	0	2	0.15
627	0.31	0	0.048	0	0.39	0.25	0	4	0.23
628	0.037	0	0.89	0	0.046	0.03	0	2	0.15
629	0.27	0	0.18	0	0.33	0.22	0	4	0.23
630	0.12	3.6e-05	0.63	0	0.15	0.097	0	2	0.15
631	0	0.95	0.049	0	0	0	4.8e-06	1	0.083
632	0.31	0	0.046	0	0.39	0.25	0	4	0.23
633	0.0027	0.23	0.77	0	0.0034	0.0022	2.7e-06	2	0.15
634	0	0.37	0.63	0	0	0	9.2e-06	2	0.15
635	0.0063	0.012	0.97	0	0.0079	0.0051	0	2	0.15
636	0.12	0	0.65	0	0.15	0.094	0	2	0.15
637	0.011	0.096	0.87	0	0.014	0.0087	0	2	0.15
638	6.8e-06	0.78	0.22	0	8.5e-06	5.5e-06	5.4e-06	1	0.083
639	3.8e-06	0.88	0.12	0	4.7e-06	3.1e-06	4.6e-06	1	0.083
640	0	1	0.0049	0	0	0	2e-06	1	0.083
641	0.13	1.4e-05	0.61	0	0.16	0.1	0	2	0.15
642	0.066	0	0.8	0	0.082	0.053	0	2	0.15
643	0.044	0.033	0.83	0	0.055	0.036	0	2	0.15
644	0.14	2.1e-05	0.57	0.0005	0.18	0.11	0	2	0.15
645	0.11	0	0.68	0	0.13	0.085	0	2	0.15
646	0.15	0	0.55	7.3e-06	0.18	0.12	0	2	0.15
647	2.3e-05	0.37	0.63	0	2.9e-05	1.8e-05	5.2e-06	2	0.15
648	0.3	0	0.095	0	0.37	0.24	0	4	0.23
649	0.13	0.00028	0.6	0	0.16	0.1	0	2	0.15
650	0.07	0	0.79	0	0.087	0.056	0	2	0.15
651	0.13	0	0.61	0	0.16	0.1	0	2	0.15
652	0.058	0	0.82	0	0.072	0.046	0	2	0.15
653	0.14	0	0.58	0	0.17	0.11	0	2	0.15
654	0.14	0	0.57	0	0.18	0.11	0	2	0.15
655	0.02	1.1e-05	0.94	0	0.024	0.016	0	2	0.15
656	0.039	0	0.88	0	0.049	0.032	0	2	0.15
657	0.081	0	0.75	0	0.1	0.065	0	2	0.15
658	0	0.0012	1	0	0	0	0	2	0.15
659	0.18	0	0.44	3.4e-06	0.23	0.15	0	2	0.15
660	0.00018	0.65	0.35	0	0.00022	0.00014	4.7e-06	1	0.083
661	0.21	0	0.37	0	0.26	0.17	0	2	0.15
662	0.048	0	0.85	0	0.06	0.039	0	2	0.15
663	0.29	0	0.1	0	0.37	0.24	0	4	0.23
664	0.014	0.048	0.91	0	0.018	0.012	0	2	0.15
665	0.012	0.12	0.84	0	0.015	0.0097	0	2	0.15
666	0.061	0	0.81	0	0.077	0.049	0	2	0.15
667	0.0046	0.00021	0.99	0	0.0058	0.0037	0	2	0.15
668	0.079	0.00096	0.76	0	0.099	0.064	0	2	0.15
669	0.016	0	0.95	0	0.02	0.013	0	2	0.15
670	0.018	0	0.95	0	0.022	0.014	0	2	0.15
671	0.021	0	0.94	0	0.026	0.017	0	2	0.15
672	0.019	0.13	0.82	0	0.024	0.015	0	2	0.15
673	0.14	0	0.58	0	0.17	0.11	0	2	0.15
674	0.18	0	0.44	0.0015	0.23	0.15	0	2	0.15
675	0.081	0.00039	0.75	0	0.1	0.065	0	2	0.15
676	0.084	0	0.74	0	0.11	0.068	0	2	0.15
677	0.064	0.0027	0.8	0	0.08	0.052	0	2	0.15
678	0.034	0.0006	0.9	0	0.043	0.027	0	2	0.15
679	0.015	0.00016	0.96	0	0.018	0.012	0	2	0.15
680	0.076	0.0013	0.77	0	0.095	0.061	0	2	0.15
681	0.017	0.00073	0.95	0	0.021	0.014	0	2	0.15
682	0.12	6.8e-05	0.63	0	0.15	0.096	0	2	0.15
683	0.16	0	0.51	0	0.2	0.13	0	2	0.15
684	0.16	4.6e-06	0.52	0	0.2	0.13	0	2	0.15
685	0.21	0	0.37	0	0.26	0.17	0	2	0.15
686	0.0007	0.22	0.78	0	0.00088	0.00057	3.4e-06	2	0.15
687	0.0041	0.07	0.92	0	0.0051	0.0033	1.5e-06	2	0.15
688	0.00049	0.61	0.39	0	0.00061	0.00039	4.6e-06	1	0.083
689	0.1	0.0045	0.68	0	0.13	0.084	0	2	0.15
690	0	1	6.1e-05	0	0	0	2.1e-06	1	0.083
691	0.29	0	0.099	0	0.37	0.24	0	4	0.23
692	0	0.96	0.035	0	0	0	4.5e-06	1	0.083
693	4.1e-05	0.021	0.98	0	5.1e-05	3.3e-05	1.4e-06	2	0.15
694	0	1	0.0029	0	0	0	3.7e-06	1	0.083
695	0.0029	0.19	0.8	0	0.0036	0.0023	2.7e-06	2	0.15
696	9.7e-05	0.043	0.96	0	0.00012	7.8e-05	1.8e-06	2	0.15
697	0.22	1.8e-06	0.32	0	0.28	0.18	0	2	0.15
698	0	0.98	0.016	0	0	0	3.1e-06	1	0.083
699	0	1	0.00042	0	0	0	1.4e-06	1	0.083
700	0.019	0.11	0.83	0	0.024	0.015	0	2	0.15
701	0.12	1.3e-05	0.64	0	0.15	0.096	0	2	0.15
702	0	0.36	0.64	0	0	0	1.1e-05	2	0.15
703	0.0028	0	0.99	0	0.0035	0.0023	0	2	0.15
704	0.23	0	0.29	0	0.29	0.19	0	4	0.23
705	0.099	6.3e-05	0.7	0	0.12	0.08	0	2	0.15
706	0.33	0	0	0	0.41	0.26	0	4	0.23
707	0.12	2.8e-05	0.64	0	0.15	0.096	0	2	0.15
708	0.22	0.00037	0.32	0	0.28	0.18	0	2	0.15
709	0.12	0	0.62	0.0043	0.15	0.1	0	2	0.15
710	0.002	0	0.99	0.0018	0.0025	0.0016	0	2	0.15
711	0.097	0.34	0.36	0	0.12	0.078	2.9e-06	2	0.15
712	0.0064	0	0.98	0.0021	0.008	0.0051	0	2	0.15
713	0.23	0	0.3	0.00032	0.29	0.19	0	2	0.15
714	0.025	0	0.92	0.0024	0.031	0.02	0	2	0.15
715	0.003	0	0.99	0.0018	0.0037	0.0024	0	2	0.15
716	0.27	2.4e-06	0.19	0	0.33	0.21	0	4	0.23
717	0.26	3.1e-06	0.21	0	0.32	0.21	0	4	0.23
718	0.014	0	0.95	0.0023	0.018	0.011	0	2	0.15
719	0.012	0.043	0.92	0	0.015	0.0095	0	2	0.15
720	0.1	0.32	0.37	0	0.13	0.083	2.2e-06	2	0.15
721	0.00024	0.0022	1	0	0.0003	0.00019	0	2	0.15
722	0.022	0.018	0.91	0	0.028	0.018	0	2	0.15
723	0.17	0	0.48	0	0.21	0.14	0	2	0.15
724	0.02	6.8e-05	0.94	0	0.025	0.016	0	2	0.15
725	0.052	0.2	0.64	0	0.065	0.042	2.5e-06	2	0.15
726	0.22	0	0.31	0	0.28	0.18	0	2	0.15
727	0.0013	0.00048	1	0	0.0017	0.0011	0	2	0.15
728	0.0042	0.00011	0.99	0	0.0053	0.0034	0	2	0.15
729	0.16	5.7e-05	0.51	0	0.2	0.13	0	2	0.15
730	0.045	0.04	0.82	0	0.056	0.036	0	2	0.15
731	0.037	0.0081	0.88	0	0.047	0.03	0	2	0.15
732	0.047	0.00093	0.86	0	0.059	0.038	0	2	0.15
733	0.22	0	0.34	0	0.27	0.18	0	2	0.15
734	0.16	0	0.5	0	0.2	0.13	0	2	0.15
735	0.049	0.00069	0.85	0	0.062	0.04	0	2	0.15
736	0.13	3.9e-06	0.61	0	0.16	0.1	0	2	0.15
737	0.19	0	0.43	0	0.23	0.15	0	2	0.15
738	0.0024	0.0016	0.99	0	0.0031	0.002	0	2	0.15
739	0.16	1.2e-05	0.5	0	0.2	0.13	0	2	0.15
740	0.0036	0.17	0.82	0	0.0045	0.0029	0	2	0.15
741	0.0097	0.0043	0.97	0	0.012	0.0078	0	2	0.15
742	0.28	0	0.15	0	0.35	0.22	0	4	0.23
743	0.042	2.8e-05	0.87	0	0.053	0.034	0	2	0.15
744	0.17	5.1e-06	0.47	0	0.22	0.14	0	2	0.15
745	0.017	0.00038	0.95	0	0.021	0.013	0	2	0.15
746	0.01	0.014	0.96	0	0.013	0.0081	0	2	0.15
747	0.018	0	0.94	0	0.023	0.015	0	2	0.15
748	0.13	0.00039	0.6	0	0.16	0.11	0	2	0.15
749	0.1	0.00025	0.69	0	0.13	0.081	0	2	0.15
750	0.014	0.0032	0.96	0	0.017	0.011	0	2	0.15
751	0.2	0	0.38	0	0.25	0.16	0	2	0.15
752	0.2	6.1e-06	0.4	0	0.25	0.16	0	2	0.15
753	0.1	0	0.68	0	0.13	0.084	0	2	0.15
754	4.8e-06	0.63	0.37	0	6e-06	3.8e-06	8.1e-06	1	0.083
755	0.093	9.9e-06	0.72	0	0.12	0.075	0	2	0.15
756	0.28	0	0.15	0	0.35	0.22	0	4	0.23
757	0.056	0.017	0.81	0	0.071	0.046	0	2	0.15
758	0.025	0	0.92	0	0.032	0.02	0	2	0.15
759	0.053	1.3e-05	0.84	0	0.066	0.043	0	2	0.15
760	7.1e-06	0.88	0.12	0	8.9e-06	5.7e-06	5.3e-06	1	0.083
761	2.7e-06	0.59	0.41	0	3.4e-06	2.2e-06	8.9e-06	1	0.083
762	0.095	0.0042	0.71	0	0.12	0.076	0	2	0.15
763	0.046	0.00022	0.86	0	0.057	0.037	0	2	0.15
764	0.0014	0.027	0.97	0	0.0017	0.0011	0	2	0.15
765	0.078	0.023	0.74	0	0.098	0.063	0	2	0.15
766	7.6e-06	0.94	0.059	0	9.5e-06	6.1e-06	3.7e-06	1	0.083
767	0.00071	0.26	0.74	0	0.00089	0.00057	3.6e-06	2	0.15
768	0	0.94	0.057	0	0	0	5.3e-06	1	0.083
769	0	0.97	0.029	0	0	0	5.8e-06	1	0.083
770	0.29	0	0.12	0	0.36	0.23	0	4	0.23
771	0.00023	0.73	0.27	0	0.00029	0.00019	4.6e-06	1	0.083
772	0.32	0	0.013	0	0.4	0.26	0	4	0.23
773	0.01	0.0083	0.96	0	0.013	0.0082	0	2	0.15
774	0.11	0.0002	0.66	5.2e-05	0.14	0.089	0	2	0.15
775	0.092	0.0055	0.71	0	0.12	0.074	0	2	0.15
776	5.4e-05	0.29	0.71	0	6.7e-05	4.3e-05	5.3e-06	2	0.15
777	6.5e-05	0.71	0.29	0	8.1e-05	5.2e-05	5.5e-06	1	0.083
778	0	1	0.0019	0	0	0	1.9e-06	1	0.083
779	0.002	0.12	0.88	0	0.0024	0.0016	2.2e-06	2	0.15
780	0.024	0.0099	0.92	0	0.03	0.019	0	2	0.15
781	0.0058	0.29	0.7	0	0.0072	0.0046	2.9e-06	2	0.15
782	0.32	0	0.01	0	0.41	0.26	0	4	0.23
783	0.015	0.11	0.84	0	0.018	0.012	1.6e-06	2	0.15
784	3.4e-05	0.89	0.11	0	4.3e-05	2.8e-05	4.2e-06	1	0.083
785	0	1	0.0018	0	0	0	4e-06	1	0.083
786	0.004	0.007	0.98	0	0.0051	0.0033	0	2	0.15
787	0.0083	0.051	0.92	0	0.01	0.0067	1.1e-06	2	0.15
788	0.3	7.2e-06	0.081	0	0.38	0.24	0	4	0.23
789	0.0014	0.12	0.88	0	0.0018	0.0012	2.3e-06	2	0.15
790	0.018	0.1	0.85	0	0.022	0.014	1.5e-06	2	0.15
791	0.044	0.0013	0.86	0	0.055	0.035	0	2	0.15
792	0	0.99	0.01	0	0	0	2.5e-06	1	0.083
793	0.29	0	0.13	0	0.36	0.23	0	4	0.23
794	0.04	0	0.88	0	0.05	0.032	0	2	0.15
795	0.16	0	0.52	0	0.2	0.13	0	2	0.15
796	0.12	4e-06	0.62	0	0.16	0.1	0	2	0.15
797	0.064	0	0.8	0	0.081	0.052	0	2	0.15
798	0.11	1.3e-05	0.65	0	0.14	0.091	0	2	0.15
799	0.0098	0	0.97	0	0.012	0.0079	0	2	0.15
800	0.15	0	0.54	0	0.19	0.12	0	2	0.15
801	0.13	3.8e-05	0.61	0	0.16	0.1	0	2	0.15
802	0.029	0	0.91	0	0.036	0.023	0	2	0.15
803	0.0092	0.022	0.95	0	0.011	0.0074	0	2	0.15
804	0.2	0	0.38	4.6e-05	0.25	0.16	0	2	0.15
805	0.19	0	0.42	0	0.24	0.15	0	2	0.15
806	0.046	0	0.86	0	0.057	0.037	0	2	0.15
807	0.13	6e-05	0.6	0	0.17	0.11	0	2	0.15
808	0.013	0	0.96	0	0.016	0.01	0	2	0.15
809	0.1	0.00087	0.69	0	0.13	0.082	0	2	0.15
810	0.12	0.0017	0.63	0	0.15	0.097	0	2	0.15
811	0.0015	0	1	0	0.0019	0.0012	0	2	0.15
812	0	0.99	0.0074	0	0	0	4e-06	1	0.083
813	0.29	0	0.11	0	0.37	0.24	0	4	0.23
814	0.00023	0.1	0.9	0	0.00029	0.00019	2.7e-06	2	0.15
815	0	0.99	0.012	0	0	0	5.4e-06	1	0.083
816	0.0051	3.5e-05	0.98	0	0.0064	0.0041	0	2	0.15
817	9.6e-05	0.7	0.3	0	0.00012	7.7e-05	5.3e-06	1	0.083
818	0.12	0.0088	0.61	0	0.15	0.099	0	2	0.15
819	3.1e-06	0.61	0.39	0	3.8e-06	2.5e-06	8.7e-06	1	0.083
820	6.2e-05	0.52	0.47	0	7.7e-05	5e-05	6e-06	1	0.083
821	0.085	0.0038	0.73	0	0.11	0.069	0	2	0.15
822	0.2	0.00018	0.39	0	0.25	0.16	0	2	0.15
823	0	0.96	0.041	0	0	0	9.1e-06	1	0.083
824	0.32	0	0.011	0	0.4	0.26	0	4	0.23
825	0.26	0	0.2	0	0.33	0.21	0	4	0.23
826	0.023	0.00036	0.93	0	0.028	0.018	0	2	0.15
