SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0
217	0.18	3.9e-05	0.21	0.14	3.4e-05	0.0076	3.9e-05	0.18	0.035	0.035	0.035	0.0001	0.035	0.14	2	0.23
218	0	0.13	0	0	0.11	0	0.13	0	0.16	0.16	0.16	0	0.16	0	8	0.15
219	4.5e-05	0.23	5.3e-05	3.6e-05	0.2	0	0.23	4.5e-05	0.084	0.084	0.084	0	0.084	3.6e-05	1	0.083
220	0.0033	0.1	0.0039	0.0026	0.091	0	0.1	0.0033	0.17	0.17	0.17	0	0.17	0.0026	8	0.15
221	0.0046	0.02	0.0055	0.0037	0.017	0	0.02	0.0046	0.23	0.23	0.23	0	0.23	0.0037	8	0.15
222	0.0079	0.089	0.0094	0.0063	0.077	0	0.089	0.0079	0.18	0.18	0.18	0	0.18	0.0063	8	0.15
223	0.025	0.0027	0.029	0.02	0.0024	0	0.0027	0.025	0.22	0.22	0.22	0	0.22	0.02	8	0.15
224	0	0.33	0	0	0.29	0	0.33	0	0.012	0.012	0.012	0	0.012	0	1	0.083
225	0.016	0.0083	0.02	0.013	0.0072	0	0.0083	0.016	0.22	0.22	0.22	0	0.22	0.013	8	0.15
226	0.0038	0.00012	0.0045	0.003	0.00011	0	0.00012	0.0038	0.25	0.25	0.25	0	0.25	0.003	8	0.15
227	0.046	0.0017	0.055	0.037	0.0015	1.3e-06	0.0017	0.046	0.19	0.19	0.19	0	0.19	0.037	8	0.15
228	0.1	9.4e-05	0.12	0.082	8.1e-05	4.2e-06	9.4e-05	0.1	0.13	0.13	0.13	0	0.13	0.082	8	0.15
229	0.043	0.00055	0.051	0.034	0.00048	0	0.00055	0.043	0.2	0.2	0.2	0	0.2	0.034	8	0.15
230	0.0011	0.15	0.0013	0.00088	0.13	0	0.15	0.0011	0.14	0.14	0.14	0	0.14	0.00088	1	0.083
231	0.0011	0.054	0.0013	0.00088	0.047	0	0.054	0.0011	0.21	0.21	0.21	0	0.21	0.00088	8	0.15
232	9e-06	0.068	1.1e-05	7.1e-06	0.059	0	0.068	9e-06	0.2	0.2	0.2	0	0.2	7.1e-06	8	0.15
233	0.2	0	0.24	0.16	0	0	0	0.2	0.0082	0.0082	0.0082	0	0.0082	0.16	2	0.23
234	0.017	0.016	0.021	0.014	0.014	0	0.016	0.017	0.22	0.22	0.22	0	0.22	0.014	8	0.15
235	0.062	0.0057	0.074	0.05	0.005	5.9e-05	0.0057	0.062	0.17	0.17	0.17	0	0.17	0.05	8	0.15
236	9.7e-05	0.2	0.00012	7.7e-05	0.17	0	0.2	9.7e-05	0.11	0.11	0.11	0	0.11	7.7e-05	1	0.083
237	0.01	0.016	0.012	0.008	0.014	0	0.016	0.01	0.23	0.23	0.23	0	0.23	0.008	8	0.15
238	0.12	0	0.14	0.094	0	0	0	0.12	0.11	0.11	0.11	0	0.11	0.094	2	0.23
239	0	0.33	0	0	0.29	0	0.33	0	0.014	0.014	0.014	0	0.014	0	1	0.083
240	0.00076	0.0016	0.0009	0.0006	0.0014	0	0.0016	0.00076	0.25	0.25	0.25	0	0.25	0.0006	8	0.15
241	0.03	0.00041	0.036	0.024	0.00035	0	0.00041	0.03	0.21	0.21	0.21	0	0.21	0.024	8	0.15
242	0.022	0.024	0.026	0.017	0.021	2.2e-06	0.024	0.022	0.21	0.21	0.21	0	0.21	0.017	8	0.15
243	0.0022	0.00012	0.0026	0.0018	0.0001	0	0.00012	0.0022	0.25	0.25	0.25	0	0.25	0.0018	8	0.15
244	0.0022	0.033	0.0027	0.0018	0.029	0	0.033	0.0022	0.22	0.22	0.22	0	0.22	0.0018	8	0.15
245	0.13	0	0.15	0.1	0	1.6e-05	0	0.13	0.094	0.094	0.094	0	0.094	0.1	2	0.23
246	0.0036	0.063	0.0043	0.0028	0.055	0	0.063	0.0036	0.2	0.2	0.2	0	0.2	0.0028	8	0.15
247	0.038	0.001	0.045	0.03	0.00087	0	0.001	0.038	0.2	0.2	0.2	0	0.2	0.03	8	0.15
248	0.043	0	0.051	0.034	0	0	0	0.043	0.2	0.2	0.2	0	0.2	0.034	8	0.15
249	0.0014	2.9e-06	0.0017	0.0011	2.5e-06	0	2.9e-06	0.0014	0.25	0.25	0.25	0	0.25	0.0011	8	0.15
250	0.0058	0.00047	0.007	0.0047	0.00041	0	0.00047	0.0058	0.24	0.24	0.24	0	0.24	0.0047	8	0.15
251	0.11	0	0.13	0.089	0	7.8e-05	0	0.11	0.12	0.12	0.12	0	0.12	0.089	2	0.23
252	0.065	0	0.077	0.052	0	0	0	0.065	0.17	0.17	0.17	0	0.17	0.052	8	0.15
253	0.078	0	0.093	0.062	0	0.00033	0	0.078	0.16	0.16	0.16	0	0.16	0.062	8	0.15
254	4.2e-05	0.23	5e-05	3.3e-05	0.2	0	0.23	4.2e-05	0.082	0.082	0.082	0	0.082	3.3e-05	1	0.083
255	0.1	0	0.12	0.083	0	2.8e-05	0	0.1	0.13	0.13	0.13	0	0.13	0.083	8	0.15
256	0.00022	0.022	0.00026	0.00018	0.019	0	0.022	0.00022	0.23	0.23	0.23	0	0.23	0.00018	8	0.15
257	0.0036	0.0015	0.0043	0.0028	0.0013	0	0.0015	0.0036	0.24	0.24	0.24	0	0.24	0.0028	8	0.15
258	0.0035	0.019	0.0042	0.0028	0.017	0	0.019	0.0035	0.23	0.23	0.23	0	0.23	0.0028	8	0.15
259	0.0034	1.2e-05	0.0041	0.0027	1.1e-05	0	1.2e-05	0.0034	0.25	0.25	0.25	0	0.25	0.0027	8	0.15
260	0	0.35	0	0	0.3	0	0.35	0	2e-05	2e-05	2e-05	0	2e-05	0	1	0.083
261	0.015	0.0011	0.017	0.012	0.00096	0	0.0011	0.015	0.23	0.23	0.23	0	0.23	0.012	8	0.15
262	0.085	0.18	0.1	0.067	0.16	0	0.18	0.085	0.017	0.017	0.017	0	0.017	0.067	1	0.083
263	0.0022	0.11	0.0026	0.0017	0.097	0	0.11	0.0022	0.17	0.17	0.17	0	0.17	0.0017	8	0.15
264	0.0017	0.083	0.002	0.0013	0.072	0	0.083	0.0017	0.19	0.19	0.19	0	0.19	0.0013	8	0.15
265	0	0.061	0	0	0.053	0	0.061	0	0.21	0.21	0.21	0	0.21	0	8	0.15
266	0.071	0.00011	0.084	0.056	9.4e-05	3.4e-06	0.00011	0.071	0.17	0.17	0.17	0	0.17	0.056	8	0.15
267	0.00065	0.074	0.00077	0.00052	0.065	0	0.074	0.00065	0.2	0.2	0.2	0	0.2	0.00052	8	0.15
268	0.0035	0.0031	0.0041	0.0028	0.0027	0	0.0031	0.0035	0.24	0.24	0.24	0	0.24	0.0028	8	0.15
269	0.027	0.0024	0.032	0.022	0.0021	0	0.0024	0.027	0.22	0.22	0.22	0	0.22	0.022	8	0.15
270	3.7e-05	3.6e-05	4.4e-05	3e-05	3.2e-05	0	3.6e-05	3.7e-05	0.25	0.25	0.25	0	0.25	3e-05	8	0.15
271	0.093	0	0.11	0.074	0	0	0	0.093	0.14	0.14	0.14	0	0.14	0.074	8	0.15
272	0.0081	0	0.0096	0.0064	0	0.0016	0	0.0081	0.24	0.24	0.24	0	0.24	0.0064	8	0.15
273	0.0045	0.037	0.0054	0.0036	0.032	0	0.037	0.0045	0.22	0.22	0.22	0	0.22	0.0036	8	0.15
274	0.045	0	0.054	0.036	0	0.0017	0	0.045	0.2	0.2	0.2	0	0.2	0.036	8	0.15
275	0.064	1.3e-05	0.076	0.051	1.1e-05	0	1.3e-05	0.064	0.17	0.17	0.17	0	0.17	0.051	8	0.15
276	0.11	9.2e-06	0.13	0.086	8e-06	4e-05	9.2e-06	0.11	0.12	0.12	0.12	0	0.12	0.086	2	0.23
277	0.053	0	0.064	0.043	0	0	0	0.053	0.19	0.19	0.19	0	0.19	0.043	8	0.15
278	0.043	0.00065	0.052	0.035	0.00056	0	0.00065	0.043	0.2	0.2	0.2	0	0.2	0.035	8	0.15
279	0.16	0	0.19	0.13	0	0	0	0.16	0.06	0.06	0.06	0	0.06	0.13	2	0.23
280	0.16	0	0.19	0.13	0	0	0	0.16	0.061	0.061	0.061	0	0.061	0.13	2	0.23
281	0.00065	0.053	0.00077	0.00052	0.046	0	0.053	0.00065	0.21	0.21	0.21	0	0.21	0.00052	8	0.15
282	0.031	0	0.037	0.025	0	0	0	0.031	0.21	0.21	0.21	0	0.21	0.025	8	0.15
283	0.0039	6e-05	0.0046	0.0031	5.2e-05	0	6e-05	0.0039	0.25	0.25	0.25	0	0.25	0.0031	8	0.15
284	0.014	2.3e-05	0.017	0.011	2e-05	0	2.3e-05	0.014	0.23	0.23	0.23	0	0.23	0.011	8	0.15
285	0.2	0	0.23	0.16	0	0	0	0.2	0.016	0.016	0.016	0	0.016	0.16	2	0.23
286	0.03	1.1e-05	0.036	0.024	9.3e-06	0	1.1e-05	0.03	0.21	0.21	0.21	0	0.21	0.024	8	0.15
287	0.037	0	0.044	0.03	0	8.3e-06	0	0.037	0.21	0.21	0.21	0	0.21	0.03	8	0.15
288	0.11	0	0.13	0.087	0	0.0057	0	0.11	0.12	0.12	0.12	0.00042	0.12	0.087	2	0.23
289	0.098	0	0.12	0.078	0	0	0	0.098	0.13	0.13	0.13	0	0.13	0.078	8	0.15
290	0.017	0.00011	0.021	0.014	9.1e-05	0	0.00011	0.017	0.23	0.23	0.23	0	0.23	0.014	8	0.15
291	0.00055	0.0034	0.00065	0.00044	0.003	0	0.0034	0.00055	0.25	0.25	0.25	0	0.25	0.00044	8	0.15
292	0.032	0.00098	0.038	0.025	0.00085	0	0.00098	0.032	0.21	0.21	0.21	0	0.21	0.025	8	0.15
293	0.034	0.0029	0.04	0.027	0.0026	5e-06	0.0029	0.034	0.21	0.21	0.21	0	0.21	0.027	8	0.15
294	0.075	0.00035	0.09	0.06	0.0003	0.00016	0.00035	0.075	0.16	0.16	0.16	0	0.16	0.06	8	0.15
295	0.00049	0.086	0.00058	0.00039	0.075	0	0.086	0.00049	0.19	0.19	0.19	0	0.19	0.00039	8	0.15
296	0.05	0	0.06	0.04	0	0	0	0.05	0.19	0.19	0.19	0	0.19	0.04	8	0.15
297	0.12	0	0.15	0.098	0	1.2e-05	0	0.12	0.1	0.1	0.1	0	0.1	0.098	2	0.23
298	0.028	4.4e-06	0.034	0.023	3.8e-06	0	4.4e-06	0.028	0.22	0.22	0.22	0	0.22	0.023	8	0.15
299	0.087	0	0.1	0.069	0	0.0019	0	0.087	0.15	0.15	0.15	0	0.15	0.069	8	0.15
300	0.059	0.0004	0.07	0.047	0.00035	0.00038	0.0004	0.059	0.18	0.18	0.18	1.5e-06	0.18	0.047	8	0.15
301	0.038	0.0037	0.046	0.031	0.0032	4e-05	0.0037	0.038	0.2	0.2	0.2	0	0.2	0.031	8	0.15
302	0.00047	4.9e-05	0.00056	0.00037	4.3e-05	0	4.9e-05	0.00047	0.25	0.25	0.25	0	0.25	0.00037	8	0.15
303	0.0069	1e-05	0.0082	0.0055	9e-06	0	1e-05	0.0069	0.24	0.24	0.24	0	0.24	0.0055	8	0.15
304	0.056	0	0.067	0.045	0	0.00062	0	0.056	0.18	0.18	0.18	0	0.18	0.045	8	0.15
305	1.1e-06	0.081	1.4e-06	0	0.071	0	0.081	1.1e-06	0.19	0.19	0.19	0	0.19	0	8	0.15
306	0.021	0.011	0.025	0.017	0.0098	6.3e-06	0.011	0.021	0.22	0.22	0.22	0	0.22	0.017	8	0.15
307	0.0015	3.5e-06	0.0018	0.0012	3e-06	0	3.5e-06	0.0015	0.25	0.25	0.25	0	0.25	0.0012	8	0.15
308	0.022	0.0069	0.026	0.018	0.006	3.3e-06	0.0069	0.022	0.22	0.22	0.22	0	0.22	0.018	8	0.15
309	0.017	0.00021	0.021	0.014	0.00018	0	0.00021	0.017	0.23	0.23	0.23	0	0.23	0.014	8	0.15
310	0.0024	0.0083	0.0028	0.0019	0.0072	0	0.0083	0.0024	0.24	0.24	0.24	0	0.24	0.0019	8	0.15
311	0.034	0.001	0.04	0.027	0.0009	1.6e-06	0.001	0.034	0.21	0.21	0.21	0	0.21	0.027	8	0.15
312	0.028	0.0079	0.033	0.022	0.0069	1.6e-05	0.0079	0.028	0.21	0.21	0.21	0	0.21	0.022	8	0.15
313	0.065	2.1e-05	0.077	0.052	1.8e-05	0.00083	2.1e-05	0.065	0.17	0.17	0.17	6.2e-06	0.17	0.052	8	0.15
314	0.08	1.7e-05	0.095	0.064	1.5e-05	1e-06	1.7e-05	0.08	0.15	0.15	0.15	0	0.15	0.064	8	0.15
315	0.048	0	0.058	0.039	0	4.7e-05	0	0.048	0.19	0.19	0.19	0	0.19	0.039	8	0.15
316	7.3e-06	0.00018	8.7e-06	5.8e-06	0.00015	0	0.00018	7.3e-06	0.25	0.25	0.25	0	0.25	5.8e-06	8	0.15
317	0.018	0.025	0.021	0.014	0.022	1.1e-05	0.025	0.018	0.21	0.21	0.21	0	0.21	0.014	8	0.15
318	0.0041	0.025	0.0049	0.0033	0.022	0	0.025	0.0041	0.23	0.23	0.23	0	0.23	0.0033	8	0.15
319	0.0011	0.0015	0.0013	0.00084	0.0013	0	0.0015	0.0011	0.25	0.25	0.25	0	0.25	0.00084	8	0.15
320	0.037	0	0.044	0.03	0	0.00069	0	0.037	0.21	0.21	0.21	0	0.21	0.03	8	0.15
321	0.09	0	0.11	0.072	0	0.0025	0	0.09	0.14	0.14	0.14	0.00019	0.14	0.072	8	0.15
322	0.095	0	0.11	0.076	0	0.0023	0	0.095	0.14	0.14	0.14	2.2e-05	0.14	0.076	8	0.15
323	0.032	0	0.039	0.026	0	0.00034	0	0.032	0.21	0.21	0.21	0	0.21	0.026	8	0.15
324	0.013	0	0.015	0.01	0	2.6e-05	0	0.013	0.23	0.23	0.23	0	0.23	0.01	8	0.15
325	0.073	0	0.087	0.058	0	0.0016	0	0.073	0.16	0.16	0.16	0	0.16	0.058	8	0.15
326	0.13	0	0.15	0.1	0	0.0028	0	0.13	0.096	0.096	0.096	0	0.096	0.1	2	0.23
327	4e-05	0.002	4.8e-05	3.2e-05	0.0018	0	0.002	4e-05	0.25	0.25	0.25	0	0.25	3.2e-05	8	0.15
328	0.12	0	0.15	0.097	0	1.1e-06	0	0.12	0.1	0.1	0.1	0	0.1	0.097	2	0.23
329	2.6e-06	0.00013	3.1e-06	2e-06	0.00011	0	0.00013	2.6e-06	0.25	0.25	0.25	0	0.25	2e-06	8	0.15
330	0.054	0	0.064	0.043	0	0.0011	0	0.054	0.19	0.19	0.19	0	0.19	0.043	8	0.15
331	0.16	0	0.2	0.13	0	0	0	0.16	0.054	0.054	0.054	0	0.054	0.13	2	0.23
332	0.021	3.8e-05	0.025	0.017	3.3e-05	0.00038	3.8e-05	0.021	0.22	0.22	0.22	0	0.22	0.017	8	0.15
333	0.051	0.00032	0.061	0.041	0.00028	4.3e-06	0.00032	0.051	0.19	0.19	0.19	0	0.19	0.041	8	0.15
334	0.073	6.3e-05	0.087	0.058	5.5e-05	3e-05	6.3e-05	0.073	0.16	0.16	0.16	0	0.16	0.058	8	0.15
335	0.045	0	0.054	0.036	0	0.00027	0	0.045	0.2	0.2	0.2	0	0.2	0.036	8	0.15
336	0	0.35	0	0	0.3	0	0.35	0	8.7e-05	8.7e-05	8.7e-05	0	8.7e-05	0	1	0.083
337	0.063	0	0.075	0.05	0	0.0012	0	0.063	0.17	0.17	0.17	0	0.17	0.05	8	0.15
338	0.11	0	0.13	0.084	0	0.0024	0	0.11	0.12	0.12	0.12	0	0.12	0.084	2	0.23
339	0.026	0	0.031	0.021	0	3.2e-06	0	0.026	0.22	0.22	0.22	0	0.22	0.021	8	0.15
340	0.024	0	0.029	0.019	0	0	0	0.024	0.22	0.22	0.22	0	0.22	0.019	8	0.15
341	0.016	0	0.02	0.013	0	3.7e-05	0	0.016	0.23	0.23	0.23	0	0.23	0.013	8	0.15
342	0.0011	0.0047	0.0014	0.0009	0.0041	0	0.0047	0.0011	0.25	0.25	0.25	0	0.25	0.0009	8	0.15
343	6.5e-06	0.00019	7.8e-06	5.2e-06	0.00017	0	0.00019	6.5e-06	0.25	0.25	0.25	0	0.25	5.2e-06	8	0.15
344	0.0058	0.019	0.0069	0.0046	0.017	0	0.019	0.0058	0.23	0.23	0.23	0	0.23	0.0046	8	0.15
345	0.037	0.0011	0.044	0.029	0.00098	3.3e-06	0.0011	0.037	0.21	0.21	0.21	0	0.21	0.029	8	0.15
346	0.19	0	0.23	0.15	0	0.0046	0	0.19	0.019	0.019	0.019	0	0.019	0.15	2	0.23
347	0.063	6.4e-06	0.075	0.05	5.6e-06	0.0008	6.4e-06	0.063	0.17	0.17	0.17	2.9e-06	0.17	0.05	8	0.15
348	0.01	0.0012	0.012	0.0081	0.001	0	0.0012	0.01	0.24	0.24	0.24	0	0.24	0.0081	8	0.15
349	0.15	5.2e-05	0.18	0.12	4.5e-05	0.00028	5.2e-05	0.15	0.065	0.065	0.065	0	0.065	0.12	2	0.23
350	0.00021	0.061	0.00025	0.00017	0.053	0	0.061	0.00021	0.21	0.21	0.21	0	0.21	0.00017	8	0.15
351	0.036	0.0074	0.043	0.029	0.0065	3.6e-06	0.0074	0.036	0.2	0.2	0.2	0	0.2	0.029	8	0.15
352	0.064	0	0.076	0.051	0	0.00099	0	0.064	0.17	0.17	0.17	2.8e-06	0.17	0.051	8	0.15
353	0.051	0.00082	0.061	0.041	0.00071	3.3e-05	0.00082	0.051	0.19	0.19	0.19	0	0.19	0.041	8	0.15
354	0.029	0.0049	0.034	0.023	0.0043	8.7e-06	0.0049	0.029	0.21	0.21	0.21	0	0.21	0.023	8	0.15
355	0.00098	0.0084	0.0012	0.00078	0.0073	0	0.0084	0.00098	0.24	0.24	0.24	0	0.24	0.00078	8	0.15
356	0.021	0	0.025	0.017	0	0.00036	0	0.021	0.22	0.22	0.22	0	0.22	0.017	8	0.15
357	0.065	7.2e-06	0.077	0.052	6.2e-06	0	7.2e-06	0.065	0.17	0.17	0.17	0	0.17	0.052	8	0.15
358	0.011	0	0.014	0.0092	0	1.9e-05	0	0.011	0.24	0.24	0.24	0	0.24	0.0092	8	0.15
359	0.0024	0.0012	0.0028	0.0019	0.0011	0	0.0012	0.0024	0.25	0.25	0.25	0	0.25	0.0019	8	0.15
360	0.055	1.2e-05	0.066	0.044	1e-05	0	1.2e-05	0.055	0.18	0.18	0.18	0	0.18	0.044	8	0.15
361	0.011	6.8e-06	0.013	0.0087	5.9e-06	0	6.8e-06	0.011	0.24	0.24	0.24	0	0.24	0.0087	8	0.15
362	0.067	0.0021	0.08	0.053	0.0018	0.0015	0.0021	0.067	0.17	0.17	0.17	0.00051	0.17	0.053	8	0.15
363	0.0096	0.008	0.011	0.0077	0.0069	0	0.008	0.0096	0.23	0.23	0.23	0	0.23	0.0077	8	0.15
364	0.00083	0.052	0.00099	0.00067	0.045	0	0.052	0.00083	0.21	0.21	0.21	0	0.21	0.00067	8	0.15
365	0.075	0	0.09	0.06	0	0.0014	0	0.075	0.16	0.16	0.16	0	0.16	0.06	8	0.15
366	0.0073	0.00021	0.0087	0.0059	0.00018	0.00013	0.00021	0.0073	0.24	0.24	0.24	0	0.24	0.0059	8	0.15
367	0.068	7.9e-06	0.081	0.054	6.9e-06	0.0014	7.9e-06	0.068	0.17	0.17	0.17	0	0.17	0.054	8	0.15
368	0.017	0.018	0.02	0.013	0.016	0.00019	0.018	0.017	0.22	0.22	0.22	0	0.22	0.013	8	0.15
369	0.089	1.3e-05	0.11	0.071	1.1e-05	0.0021	1.3e-05	0.089	0.14	0.14	0.14	0	0.14	0.071	8	0.15
370	0.027	0.026	0.032	0.022	0.023	0.00033	0.026	0.027	0.2	0.2	0.2	0	0.2	0.022	8	0.15
371	0.05	0	0.06	0.04	0	0.0013	0	0.05	0.19	0.19	0.19	7.4e-06	0.19	0.04	8	0.15
372	0.087	0.16	0.1	0.07	0.14	0	0.16	0.087	0.03	0.03	0.03	0	0.03	0.07	1	0.083
373	0.038	0	0.045	0.03	0	0.00096	0	0.038	0.2	0.2	0.2	8.7e-06	0.2	0.03	8	0.15
374	0.16	0	0.19	0.13	0	0.0039	0	0.16	0.06	0.06	0.06	0	0.06	0.13	2	0.23
375	0.041	0.00047	0.049	0.033	0.00041	0.00088	0.00047	0.041	0.2	0.2	0.2	0	0.2	0.033	8	0.15
376	0.034	0.0004	0.04	0.027	0.00034	0.00069	0.0004	0.034	0.21	0.21	0.21	0	0.21	0.027	8	0.15
377	0.17	0	0.21	0.14	0	0.004	0	0.17	0.041	0.041	0.041	0	0.041	0.14	2	0.23
378	0.11	0	0.13	0.086	0	0.0025	0	0.11	0.12	0.12	0.12	0	0.12	0.086	2	0.23
379	0.15	0	0.18	0.12	0	0.0032	0	0.15	0.067	0.067	0.067	0	0.067	0.12	2	0.23
380	0.013	0.034	0.015	0.01	0.029	8.5e-06	0.034	0.013	0.21	0.21	0.21	0	0.21	0.01	8	0.15
381	0.012	2.5e-05	0.014	0.0096	2.1e-05	0.00021	2.5e-05	0.012	0.24	0.24	0.24	0	0.24	0.0096	8	0.15
382	0.019	0.032	0.023	0.015	0.028	0.00011	0.032	0.019	0.2	0.2	0.2	0	0.2	0.015	8	0.15
383	0.041	0.00091	0.049	0.033	0.00079	0.00089	0.00091	0.041	0.2	0.2	0.2	0	0.2	0.033	8	0.15
384	0.01	0.021	0.012	0.0083	0.019	4.5e-05	0.021	0.01	0.22	0.22	0.22	0	0.22	0.0083	8	0.15
385	0.07	1.8e-05	0.084	0.056	1.6e-05	0.0015	1.8e-05	0.07	0.17	0.17	0.17	0	0.17	0.056	8	0.15
386	0.0071	0	0.0084	0.0056	0	3.7e-05	0	0.0071	0.24	0.24	0.24	0	0.24	0.0056	8	0.15
387	0.0014	0.1	0.0017	0.0011	0.089	0	0.1	0.0014	0.18	0.18	0.18	0	0.18	0.0011	8	0.15
388	0.033	0.0075	0.039	0.026	0.0065	2.1e-05	0.0075	0.033	0.21	0.21	0.21	0	0.21	0.026	8	0.15
389	0.026	0.029	0.031	0.021	0.025	6.4e-05	0.029	0.026	0.2	0.2	0.2	0	0.2	0.021	8	0.15
390	0.004	0.033	0.0048	0.0032	0.029	0	0.033	0.004	0.22	0.22	0.22	0	0.22	0.0032	8	0.15
391	0.08	5.9e-06	0.095	0.064	5.2e-06	0.00091	5.9e-06	0.08	0.15	0.15	0.15	0	0.15	0.064	8	0.15
392	0	0.35	0	0	0.3	0	0.35	0	0.00017	0.00017	0.00017	0	0.00017	0	1	0.083
393	0.017	0.00028	0.021	0.014	0.00024	0	0.00028	0.017	0.23	0.23	0.23	0	0.23	0.014	8	0.15
394	0.027	0	0.032	0.022	0	0.00046	0	0.027	0.22	0.22	0.22	0	0.22	0.022	8	0.15
395	0	0.14	2.4e-06	0	0.12	0	0.14	0	0.15	0.15	0.15	0	0.15	0	8	0.15
396	0	0.31	0	0	0.27	0	0.31	0	0.025	0.025	0.025	0	0.025	0	1	0.083
397	0.0015	0.0031	0.0018	0.0012	0.0027	0	0.0031	0.0015	0.25	0.25	0.25	0	0.25	0.0012	8	0.15
398	0.00021	0.015	0.00025	0.00017	0.013	0	0.015	0.00021	0.24	0.24	0.24	0	0.24	0.00017	8	0.15
399	0.00091	2.9e-05	0.0011	0.00073	2.5e-05	0	2.9e-05	0.00091	0.25	0.25	0.25	0	0.25	0.00073	8	0.15
400	0.023	0.012	0.027	0.018	0.01	5.8e-06	0.012	0.023	0.21	0.21	0.21	0	0.21	0.018	8	0.15
401	0.21	0	0.25	0.17	0	0	0	0.21	0.0017	0.0017	0.0017	0	0.0017	0.17	2	0.23
402	0.12	0	0.15	0.099	0	0	0	0.12	0.1	0.1	0.1	0	0.1	0.099	2	0.23
403	0.016	0.00023	0.02	0.013	0.0002	0	0.00023	0.016	0.23	0.23	0.23	0	0.23	0.013	8	0.15
404	0.057	9.6e-06	0.068	0.046	8.3e-06	0	9.6e-06	0.057	0.18	0.18	0.18	0	0.18	0.046	8	0.15
405	0.076	9.3e-06	0.091	0.061	8.1e-06	0	9.3e-06	0.076	0.16	0.16	0.16	0	0.16	0.061	8	0.15
406	0.06	4.7e-05	0.072	0.048	4.1e-05	0	4.7e-05	0.06	0.18	0.18	0.18	0	0.18	0.048	8	0.15
407	0.009	0.049	0.011	0.0071	0.043	0	0.049	0.009	0.2	0.2	0.2	0	0.2	0.0071	8	0.15
408	0.0071	0.00064	0.0084	0.0056	0.00056	0	0.00064	0.0071	0.24	0.24	0.24	0	0.24	0.0056	8	0.15
409	0.0012	3.9e-05	0.0014	0.00092	3.4e-05	0	3.9e-05	0.0012	0.25	0.25	0.25	0	0.25	0.00092	8	0.15
410	0	0.048	0	0	0.042	0	0.048	0	0.22	0.22	0.22	0	0.22	0	8	0.15
411	0.049	0.0001	0.059	0.039	9e-05	0	0.0001	0.049	0.19	0.19	0.19	0	0.19	0.039	8	0.15
412	0.12	0	0.14	0.095	0	4e-05	0	0.12	0.11	0.11	0.11	0	0.11	0.095	2	0.23
413	0.14	0	0.16	0.11	0	3.1e-06	0	0.14	0.084	0.084	0.084	0	0.084	0.11	2	0.23
414	0.15	0	0.18	0.12	0	0	0	0.15	0.07	0.07	0.07	0	0.07	0.12	2	0.23
415	0.15	0	0.18	0.12	0	0	0	0.15	0.07	0.07	0.07	0	0.07	0.12	2	0.23
416	0.09	0	0.11	0.071	0	0	0	0.09	0.14	0.14	0.14	0	0.14	0.071	8	0.15
417	0.00019	0.00058	0.00023	0.00015	0.00051	0	0.00058	0.00019	0.25	0.25	0.25	0	0.25	0.00015	8	0.15
418	0.0038	0.00016	0.0046	0.0031	0.00014	0	0.00016	0.0038	0.25	0.25	0.25	0	0.25	0.0031	8	0.15
419	0.036	0.00052	0.043	0.029	0.00045	0	0.00052	0.036	0.21	0.21	0.21	0	0.21	0.029	8	0.15
420	0.076	0.0012	0.09	0.06	0.001	0.0016	0.0012	0.076	0.16	0.16	0.16	0.00032	0.16	0.06	8	0.15
421	0.03	0	0.036	0.024	0	0	0	0.03	0.21	0.21	0.21	0	0.21	0.024	8	0.15
422	2.1e-05	0.05	2.5e-05	1.7e-05	0.043	0	0.05	2.1e-05	0.21	0.21	0.21	0	0.21	1.7e-05	8	0.15
423	0.012	2.2e-05	0.014	0.0094	1.9e-05	0	2.2e-05	0.012	0.24	0.24	0.24	0	0.24	0.0094	8	0.15
424	0.025	7.3e-05	0.03	0.02	6.3e-05	0	7.3e-05	0.025	0.22	0.22	0.22	0	0.22	0.02	8	0.15
425	0.00012	5.9e-05	0.00015	9.7e-05	5.1e-05	0	5.9e-05	0.00012	0.25	0.25	0.25	0	0.25	9.7e-05	8	0.15
426	8.6e-06	0.29	1e-05	6.9e-06	0.26	0	0.29	8.6e-06	0.04	0.04	0.04	0	0.04	6.9e-06	1	0.083
427	0	0.35	0	0	0.3	0	0.35	0	0	0	0	0	0	0	1	0.083
428	0.076	1.5e-05	0.09	0.06	1.3e-05	0	1.5e-05	0.076	0.16	0.16	0.16	0	0.16	0.06	8	0.15
429	0.027	0	0.033	0.022	0	0	0	0.027	0.22	0.22	0.22	0	0.22	0.022	8	0.15
430	0.022	0.0024	0.026	0.017	0.0021	0	0.0024	0.022	0.22	0.22	0.22	0	0.22	0.017	8	0.15
431	0.023	0.00026	0.028	0.019	0.00023	0	0.00026	0.023	0.22	0.22	0.22	0	0.22	0.019	8	0.15
432	7.7e-05	0.28	9.2e-05	6.1e-05	0.25	0	0.28	7.7e-05	0.047	0.047	0.047	0	0.047	6.1e-05	1	0.083
433	0.19	0	0.22	0.15	0	0.0049	0	0.19	0.023	0.023	0.023	0	0.023	0.15	2	0.23
434	0.15	0	0.18	0.12	0	0	0	0.15	0.072	0.072	0.072	0	0.072	0.12	2	0.23
