SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster	dcf0
339	0.44	0	0	0	0.44	0.062	0.062	3.2e-06	0	4	0.15
340	0.44	0	2.7e-06	2.7e-06	0.44	0.058	0.058	0	0	4	0.15
341	0.46	0	0	0	0.46	0.039	0.039	3.7e-05	0	4	0.15
342	0.49	0	0.0067	0.0067	0.49	0.0027	0.0027	0	0	4	0.15
343	0.5	0	0.00028	0.00028	0.5	1.6e-05	1.6e-05	0	0	4	0.15
344	0.46	0	0.028	0.028	0.46	0.014	0.014	0	0	4	0.15
345	0.41	0	0.0016	0.0016	0.41	0.088	0.088	3.3e-06	0	4	0.15
346	0.039	0	0	0	0.039	0.46	0.46	0.0046	0	5	0.23
347	0.35	0	9.2e-06	9.2e-06	0.35	0.15	0.15	0.0008	2.9e-06	4	0.15
348	0.47	0	0.0017	0.0017	0.47	0.024	0.024	0	0	4	0.15
349	0.13	0	7.5e-05	7.5e-05	0.13	0.37	0.37	0.00028	0	5	0.23
350	0.41	1.9e-06	0.087	0.087	0.41	0.0005	0.0005	0	0	4	0.15
351	0.4	0	0.011	0.011	0.4	0.087	0.086	3.5e-06	0	4	0.15
352	0.35	0	0	0	0.35	0.15	0.15	0.00099	2.8e-06	4	0.15
353	0.38	0	0.0012	0.0012	0.38	0.12	0.12	3.3e-05	0	4	0.15
354	0.42	0	0.007	0.007	0.42	0.069	0.069	8.7e-06	0	4	0.15
355	0.49	0	0.012	0.012	0.49	0.0024	0.0023	0	0	4	0.15
356	0.45	0	0	0	0.45	0.05	0.05	0.00036	0	4	0.15
357	0.34	0	1e-05	1e-05	0.34	0.16	0.16	0	0	4	0.15
358	0.47	0	0	0	0.47	0.028	0.027	1.9e-05	0	4	0.15
359	0.49	0	0.0018	0.0018	0.49	0.0057	0.0057	0	0	4	0.15
360	0.37	0	1.7e-05	1.7e-05	0.37	0.13	0.13	0	0	4	0.15
361	0.47	0	9.8e-06	9.8e-06	0.47	0.026	0.026	0	0	4	0.15
362	0.34	0	0.003	0.003	0.34	0.16	0.16	0.0015	0.00051	4	0.15
363	0.47	0	0.011	0.011	0.47	0.023	0.023	0	0	4	0.15
364	0.42	0	0.074	0.074	0.42	0.002	0.002	0	0	4	0.15
365	0.32	0	0	0	0.32	0.18	0.18	0.0014	0	4	0.15
366	0.48	0	0.00031	0.00031	0.48	0.018	0.018	0.00013	0	4	0.15
367	0.34	0	1.1e-05	1.1e-05	0.34	0.16	0.16	0.0014	0	4	0.15
368	0.43	0	0.026	0.026	0.43	0.04	0.04	0.00019	0	4	0.15
369	0.29	0	1.8e-05	1.8e-05	0.29	0.21	0.21	0.002	0	4	0.15
370	0.4	0	0.037	0.037	0.4	0.065	0.065	0.00033	0	4	0.15
371	0.38	0	0	0	0.38	0.12	0.12	0.0013	7.4e-06	4	0.15
372	0.059	0	0.23	0.23	0.059	0.21	0.21	0	0	2	0.083
373	0.41	0	0	0	0.41	0.091	0.091	0.00096	8.7e-06	4	0.15
374	0.12	0	0	0	0.12	0.38	0.38	0.0039	0	5	0.23
375	0.4	0	0.00068	0.00068	0.4	0.099	0.098	0.00087	0	4	0.15
376	0.42	0	0.00057	0.00057	0.42	0.081	0.08	0.00069	0	4	0.15
377	0.082	0	0	0	0.082	0.42	0.41	0.004	0	5	0.23
378	0.24	0	0	0	0.24	0.26	0.26	0.0025	0	5	0.23
379	0.13	0	0	0	0.13	0.37	0.36	0.0032	0	5	0.23
380	0.42	0	0.048	0.048	0.42	0.03	0.03	8.5e-06	0	4	0.15
381	0.47	0	3.5e-05	3.5e-05	0.47	0.029	0.029	0.0002	0	4	0.15
382	0.41	0	0.046	0.046	0.41	0.046	0.046	0.00011	0	4	0.15
383	0.4	0	0.0013	0.0013	0.4	0.099	0.099	0.00089	0	4	0.15
384	0.44	0	0.031	0.031	0.44	0.025	0.025	4.5e-05	0	4	0.15
385	0.33	0	2.6e-05	2.6e-05	0.33	0.17	0.17	0.0015	0	4	0.15
386	0.48	0	0	0	0.48	0.017	0.017	3.7e-05	0	4	0.15
387	0.35	0	0.15	0.15	0.35	0.0033	0.0033	0	0	4	0.15
388	0.41	0	0.011	0.011	0.41	0.079	0.078	2.1e-05	0	4	0.15
389	0.4	0	0.042	0.042	0.4	0.062	0.062	6.4e-05	0	4	0.15
390	0.44	0	0.048	0.048	0.44	0.0097	0.0096	0	0	4	0.15
391	0.31	0	8.5e-06	8.5e-06	0.31	0.19	0.19	0.00091	0	4	0.15
392	0.00035	0	0.5	0.5	0.00035	0	0	0	0	2	0.083
393	0.46	0	0.0004	0.0004	0.46	0.042	0.041	0	0	4	0.15
394	0.44	0	0	0	0.44	0.065	0.065	0.00046	0	4	0.15
395	0.3	3.9e-06	0.2	0.2	0.3	4.8e-06	4.7e-06	0	0	4	0.15
396	0.05	5.7e-06	0.45	0.45	0.05	0	0	0	0	2	0.083
397	0.49	0	0.0044	0.0044	0.49	0.0036	0.0036	0	0	4	0.15
398	0.48	0	0.021	0.021	0.48	0.0005	0.0005	0	0	4	0.15
399	0.5	0	4.2e-05	4.2e-05	0.5	0.0022	0.0022	0	0	4	0.15
400	0.43	0	0.017	0.017	0.43	0.054	0.054	5.8e-06	0	4	0.15
401	0.0034	0	0	0	0.0034	0.5	0.5	0	0	5	0.23
402	0.2	0	0	0	0.2	0.3	0.3	0	0	5	0.23
403	0.46	0	0.00033	0.00033	0.46	0.039	0.039	0	0	4	0.15
404	0.36	0	1.4e-05	1.4e-05	0.36	0.14	0.14	0	0	4	0.15
405	0.32	0	1.3e-05	1.3e-05	0.32	0.18	0.18	0	0	4	0.15
406	0.36	0	6.7e-05	6.7e-05	0.36	0.14	0.14	0	0	4	0.15
407	0.41	0	0.071	0.071	0.41	0.022	0.021	0	0	4	0.15
408	0.48	0	0.00092	0.00092	0.48	0.017	0.017	0	0	4	0.15
409	0.5	0	5.6e-05	5.6e-05	0.5	0.0028	0.0028	0	0	4	0.15
410	0.43	3.1e-06	0.069	0.069	0.43	0	0	0	0	4	0.15
411	0.38	0	0.00015	0.00015	0.38	0.12	0.12	0	0	4	0.15
412	0.21	0	0	0	0.21	0.29	0.29	4e-05	0	5	0.23
413	0.17	0	0	0	0.17	0.33	0.33	3.1e-06	0	5	0.23
414	0.14	0	0	0	0.14	0.36	0.36	0	0	5	0.23
415	0.14	0	0	0	0.14	0.36	0.36	0	0	5	0.23
416	0.29	0	0	0	0.29	0.21	0.21	0	0	4	0.15
417	0.5	0	0.00084	0.00084	0.5	0.00045	0.00045	0	0	4	0.15
418	0.49	0	0.00023	0.00023	0.49	0.0092	0.0092	0	0	4	0.15
419	0.41	0	0.00074	0.00074	0.41	0.087	0.087	0	0	4	0.15
420	0.32	0	0.0017	0.0017	0.32	0.18	0.18	0.0016	0.00032	4	0.15
421	0.43	0	0	0	0.43	0.073	0.073	0	0	4	0.15
422	0.43	0	0.071	0.071	0.43	5.1e-05	5.1e-05	0	0	4	0.15
423	0.47	0	3.2e-05	3.2e-05	0.47	0.028	0.028	0	0	4	0.15
424	0.44	0	0.0001	0.0001	0.44	0.06	0.059	0	0	4	0.15
425	0.5	0	8.4e-05	8.4e-05	0.5	0.00029	0.00029	0	0	4	0.15
426	0.079	2.5e-06	0.42	0.42	0.079	2.1e-05	2.1e-05	0	0	2	0.083
427	0	0	0.5	0.5	0	0	0	0	0	2	0.083
428	0.32	0	2.2e-05	2.2e-05	0.32	0.18	0.18	0	0	4	0.15
429	0.43	0	0	0	0.43	0.066	0.065	0	0	4	0.15
430	0.44	0	0.0035	0.0035	0.44	0.052	0.052	0	0	4	0.15
431	0.44	0	0.00037	0.00037	0.44	0.056	0.056	0	0	4	0.15
432	0.094	2e-06	0.41	0.41	0.094	0.00018	0.00018	0	0	2	0.083
433	0.046	0	0	0	0.046	0.45	0.45	0.0049	0	5	0.23
434	0.14	0	0	0	0.14	0.36	0.36	0	0	5	0.23
435	0.5	0	0.00026	0.00026	0.5	0.00043	0.00043	0	0	4	0.15
436	0.48	0	0.00013	0.00013	0.48	0.022	0.022	0	0	4	0.15
437	0.02	0	0	0	0.02	0.48	0.48	0	0	5	0.23
438	0.48	0	0	0	0.48	0.024	0.024	0	0	4	0.15
439	0.41	0	9.3e-06	9.3e-06	0.41	0.09	0.09	0	0	4	0.15
440	0.28	0	5.1e-05	5.1e-05	0.28	0.22	0.22	5.7e-06	0	4	0.15
441	0.31	0	0.0003	0.0003	0.31	0.19	0.19	0.0003	0	4	0.15
442	0.49	0	0.001	0.001	0.49	0.0088	0.0087	0	0	4	0.15
443	0.18	0	0	0	0.18	0.31	0.3	0.013	0.019	5	0.23
444	0.071	5.3e-06	0.43	0.43	0.071	0	0	0	0	2	0.083
445	0.34	0	0.0013	0.0013	0.34	0.16	0.16	0.00026	0	4	0.15
446	0.3	0	0	0	0.3	0.2	0.2	0	0	4	0.15
447	0.5	0	0	0	0.5	0.0023	0.0023	0	0	4	0.15
448	0.43	0	0.066	0.066	0.43	0.00033	0.00033	0	0	4	0.15
449	0.33	0	2.4e-05	2.4e-05	0.33	0.17	0.17	0	0	4	0.15
450	0.2	0	0	0	0.2	0.31	0.3	2.5e-05	0	5	0.23
451	0.49	0	0.014	0.014	0.49	0.0002	0.0002	0	0	4	0.15
452	0.48	0	0	0	0.48	0.017	0.017	0	0	4	0.15
453	0.086	2.2e-06	0.41	0.41	0.086	6.2e-05	6.2e-05	0	0	2	0.083
454	0.43	0	0	0	0.43	0.067	0.067	0	0	4	0.15
455	0.23	0	0	0	0.23	0.27	0.27	0	0	5	0.23
456	0.39	0	0.11	0.11	0.39	0.00058	0.00058	0	0	4	0.15
457	0.48	0	4e-05	4e-05	0.48	0.021	0.021	0	0	4	0.15
458	0.028	0	0	0	0.028	0.47	0.47	6.2e-06	0	5	0.23
459	0.42	0	0	0	0.42	0.076	0.076	0	0	4	0.15
460	0.24	0	0.0057	0.0057	0.24	0.26	0.25	0.0021	0.00021	5	0.23
461	0.011	0	0	0	0.011	0.49	0.49	8e-05	0	5	0.23
462	0.085	0	2.4e-05	2.4e-05	0.085	0.42	0.41	0.00069	0	5	0.23
463	0.42	0	0.0023	0.0023	0.42	0.076	0.075	0	0	4	0.15
464	0.054	0	0	0	0.054	0.45	0.45	0	0	5	0.23
465	0.006	0	0	0	0.006	0.5	0.49	2.2e-05	0	5	0.23
466	0.018	0	0	0	0.018	0.48	0.48	7.8e-05	0	5	0.23
467	0.00071	0	0	0	0.00071	0.5	0.5	0	0	5	0.23
468	0.075	0	0	0	0.075	0.43	0.42	7.6e-06	0	5	0.23
469	0.0049	0	0	0	0.0049	0.5	0.49	0	0	5	0.23
470	0.001	0	0	0	0.001	0.5	0.5	0	0	5	0.23
471	0.33	0	0	0	0.33	0.17	0.17	0	0	4	0.15
472	0.024	0	0	0	0.024	0.48	0.47	0	0	5	0.23
473	0.5	0	0.001	0.001	0.5	0.0001	0.0001	0	0	4	0.15
474	0.0075	0	0	0	0.0075	0.49	0.49	0	0	5	0.23
475	0.0057	0	0	0	0.0057	0.5	0.49	7.8e-06	0	5	0.23
476	0.19	0	0	0	0.19	0.31	0.31	0	0	5	0.23
477	0.49	0	1.1e-05	1.1e-05	0.49	0.013	0.013	0	0	4	0.15
478	0.5	0	1.4e-05	1.4e-05	0.5	0.0043	0.0043	0	0	4	0.15
479	0.42	0	0.0062	0.0062	0.42	0.072	0.072	4.8e-06	0	4	0.15
480	0.48	0	7.8e-05	7.8e-05	0.48	0.023	0.023	0	0	4	0.15
481	0.16	0	2.5e-05	2.5e-05	0.16	0.35	0.34	1.6e-05	0	5	0.23
482	5.9e-05	0	0	0	5.9e-05	0.5	0.5	0	0	5	0.23
483	0.44	0	0.0042	0.0042	0.44	0.055	0.055	0	0	4	0.15
484	0.13	0	0	0	0.13	0.37	0.37	0	0	5	0.23
485	0.028	3e-06	0.47	0.47	0.028	0	0	0	0	2	0.083
486	0.24	0	0	0	0.24	0.26	0.26	0	0	5	0.23
487	0.1	0	2.2e-05	2.2e-05	0.1	0.4	0.4	0.00019	0	5	0.23
488	0.4	0	1.3e-05	1.3e-05	0.4	0.1	0.1	0	0	4	0.15
489	0.3	0	0	0	0.3	0.2	0.2	0	0	4	0.15
490	0.35	0	0	0	0.35	0.15	0.15	0.00094	0	4	0.15
491	0.0046	0	0	0	0.0046	0.41	0.4	0.16	0.024	5	0.23
492	0.072	0	0	0	0.072	0.43	0.43	2.8e-06	0	5	0.23
493	0.13	0	1.5e-06	1.5e-06	0.13	0.37	0.37	0	0	5	0.23
494	0.41	0	0.045	0.045	0.41	0.05	0.05	2.8e-06	0	4	0.15
495	0.42	0	0.0074	0.0074	0.42	0.075	0.075	8.2e-06	0	4	0.15
496	0.48	0	0.012	0.012	0.48	0.008	0.008	0	0	4	0.15
497	0.1	3.5e-06	0.4	0.4	0.1	1.5e-05	1.5e-05	0	0	2	0.083
498	0.038	0	1.2e-06	1.2e-06	0.038	0.46	0.46	0.00059	0	5	0.23
499	0.31	0	7.3e-05	7.3e-05	0.31	0.19	0.19	0	0	4	0.15
500	0	0	0	0	0	0.5	0.5	0	0	5	0.23
501	0.41	0	0.013	0.013	0.41	0.076	0.076	0.00062	2.5e-06	4	0.15
502	0.31	0	0	0	0.31	0.19	0.19	0.002	0	4	0.15
503	0.48	0	0	0	0.48	0.02	0.02	0	0	4	0.15
504	0.5	0	3.9e-05	3.9e-05	0.5	0.0018	0.0018	0	0	4	0.15
505	0.28	0	2.2e-05	2.2e-05	0.28	0.22	0.22	0	0	4	0.15
506	0.42	0	0.0046	0.0046	0.42	0.076	0.076	4e-06	0	4	0.15
507	0.3	0	0	0	0.3	0.2	0.2	0.0033	3.1e-06	4	0.15
508	0.44	0	0.0039	0.0039	0.44	0.059	0.058	0	0	4	0.15
509	0.29	0	9.9e-05	9.9e-05	0.29	0.21	0.21	3.4e-05	0	4	0.15
510	0.39	0	0.11	0.11	0.39	0.00024	0.00024	0	0	4	0.15
511	0.4	0	9e-05	9e-05	0.4	0.1	0.1	0	0	4	0.15
512	0.0077	2.5e-06	0.49	0.49	0.0077	0	0	0	0	2	0.083
513	0.2	2.6e-06	0.3	0.3	0.2	0.00014	0.00014	0	0	2	0.083
514	0.49	0	0.00094	0.00094	0.49	0.013	0.013	0	0	4	0.15
515	0.45	0	0.0015	0.0015	0.45	0.047	0.047	0	0	4	0.15
516	0.27	0	0	0	0.27	0.23	0.23	0	0	4	0.15
517	0.5	0	0	0	0.5	0.00013	0.00012	0	0	4	0.15
518	0.004	2.2e-06	0.5	0.5	0.004	0	0	0	0	2	0.083
519	0.2	0	2.4e-06	2.4e-06	0.2	0.3	0.3	2.3e-06	0	5	0.23
520	0	0	0	0	0	0	0	0.013	0.99	8	0.62
521	0.5	0	0.00018	0.00018	0.5	0.0039	0.0039	0	0	4	0.15
522	0.48	0	0.015	0.015	0.48	0.00043	0.00043	0	0	4	0.15
523	0.49	0	2.5e-05	2.5e-05	0.49	0.009	0.0089	0	0	4	0.15
524	0.36	0	4.3e-05	4.3e-05	0.36	0.14	0.14	0	0	4	0.15
525	0.28	0	0	0	0.28	0.22	0.22	0	0	4	0.15
526	0.00052	1.4e-06	0.5	0.5	0.00052	0	0	0	0	2	0.083
527	0.5	0	0.0002	0.0002	0.5	0.0019	0.0019	0	0	4	0.15
528	0.34	0	0.0011	0.0011	0.34	0.16	0.16	0.00018	0	4	0.15
529	0.42	0	0.039	0.039	0.42	0.036	0.036	0	0	4	0.15
530	0.089	0	4.4e-05	4.4e-05	0.089	0.41	0.41	0.0013	0	5	0.23
531	0.37	0	0.0055	0.0055	0.37	0.12	0.12	8.4e-06	0	4	0.15
532	0.29	0	0	0	0.29	0.21	0.21	0	0	4	0.15
533	0.42	0	0.0039	0.0039	0.42	0.074	0.074	0.00031	0	4	0.15
534	0.45	0	0.045	0.045	0.45	0.0019	0.0019	0	0	4	0.15
535	0.24	0	1.3e-05	1.3e-05	0.24	0.26	0.26	6.1e-06	0	5	0.23
536	0.39	0	3.7e-05	3.7e-05	0.39	0.11	0.1	0.00087	0	4	0.15
537	0.47	0	0.002	0.002	0.47	0.028	0.028	0	0	4	0.15
538	0.47	0	0	0	0.47	0.035	0.035	0.00042	0	4	0.15
539	0.46	0	0.014	0.014	0.46	0.026	0.026	0	0	4	0.15
540	0.4	0	3.3e-06	3.3e-06	0.4	0.097	0.096	0	0	4	0.15
541	0.42	0	0	0	0.42	0.083	0.083	0	0	4	0.15
542	0.47	0	0.032	0.032	0.47	4.8e-06	4.8e-06	0	0	4	0.15
543	0.3	0	0.0012	0.0012	0.3	0.19	0.19	0.0023	0.00076	4	0.15
544	0.47	0	0.00018	0.00018	0.47	0.026	0.026	0	0	4	0.15
545	0.38	0	0.1	0.1	0.38	0.022	0.021	2.5e-06	0	4	0.15
546	0.43	0	0.055	0.055	0.43	0.018	0.018	0	0	4	0.15
547	0.03	0	0	0	0.03	0.47	0.47	0	0	5	0.23
548	0.37	2.2e-06	0.13	0.13	0.37	0.00013	0.00013	0	0	4	0.15
549	0.46	0	3.2e-05	3.2e-05	0.46	0.036	0.036	0	0	4	0.15
550	0.32	0	0.00028	0.00028	0.32	0.18	0.18	2.6e-05	0	4	0.15
551	0.47	0	0.019	0.019	0.47	0.011	0.011	0	0	4	0.15
552	0.033	8.9e-06	0.47	0.47	0.033	0	0	0	0	2	0.083
553	0.16	5.9e-06	0.34	0.34	0.16	0	0	0	0	2	0.083
554	0.43	0	0.016	0.016	0.43	0.056	0.056	6.5e-06	0	4	0.15
555	0.49	0	1.4e-05	1.4e-05	0.49	0.008	0.008	0	0	4	0.15
556	0.42	0	0.0018	0.0018	0.42	0.075	0.075	0	0	4	0.15
557	0.22	0	0	0	0.22	0.28	0.28	1.1e-05	0	5	0.23
558	0.089	0	0	0	0.089	0.41	0.41	0	0	5	0.23
559	0.37	0	0.0016	0.0016	0.37	0.13	0.13	2.2e-05	0	4	0.15
560	0.41	0	0.075	0.075	0.41	0.012	0.012	0	0	4	0.15
561	0.1	3.2e-06	0.4	0.4	0.1	6.7e-06	6.7e-06	0	0	2	0.083
562	0.3	0	0.00055	0.00055	0.3	0.2	0.2	0.0026	0.00078	4	0.15
563	0.49	0	0.00019	0.00019	0.49	0.0084	0.0083	0	0	4	0.15
564	0.22	0	4.3e-06	4.3e-06	0.22	0.28	0.28	2.5e-05	0	5	0.23
565	0.43	0	0.00075	0.00075	0.43	0.071	0.071	0	0	4	0.15
566	0.49	0	0.0085	0.0085	0.49	0.0009	0.00089	0	0	4	0.15
567	0.46	0	0.037	0.037	0.46	0.0033	0.0032	0	0	4	0.15
568	0.1	4.8e-06	0.4	0.4	0.1	0	0	0	0	2	0.083
569	0.28	0	0	0	0.28	0.22	0.22	0.0001	0	4	0.15
570	0.033	2.9e-06	0.47	0.47	0.033	0	0	0	0	2	0.083
571	0.35	0	1.9e-05	1.9e-05	0.35	0.15	0.15	0	0	4	0.15
572	0.47	0	0.0059	0.0059	0.47	0.024	0.024	0	0	4	0.15
573	0.32	0	0.00055	0.00055	0.32	0.18	0.18	0.00026	0	4	0.15
574	0.22	0	0	0	0.22	0.28	0.28	0	0	5	0.23
575	0.00085	0	0	0	0.00085	0.5	0.5	0.0028	0	5	0.23
576	0.36	0	0.00053	0.00053	0.36	0.14	0.14	0.0014	1.9e-05	4	0.15
577	0.35	0	6.7e-06	6.7e-06	0.35	0.14	0.14	0.0015	0.00016	4	0.15
578	0.44	0	0	0	0.44	0.057	0.056	0.00062	1e-06	4	0.15
579	0.35	0	0.00054	0.00054	0.35	0.15	0.15	0.0015	0.00023	4	0.15
580	0.23	0	0	0	0.23	0.27	0.27	0.0032	0	5	0.23
581	0.1	5.2e-06	0.26	0.26	0.1	0.14	0.14	0	0	2	0.083
582	0.45	0	7.7e-05	7.7e-05	0.45	0.045	0.045	0.00034	0	4	0.15
583	0.25	0	0	0	0.25	0.25	0.25	0.0027	0	4	0.15
584	0.24	0	0	0	0.24	0.26	0.26	0.0021	0	5	0.23
585	0.36	0	0	0	0.36	0.14	0.14	0.0014	3.4e-06	4	0.15
586	0.36	0	0	0	0.36	0.14	0.14	0.0015	4.8e-06	4	0.15
587	0.42	0	0	0	0.42	0.081	0.081	0.0012	0	4	0.15
588	0.5	0	0.0038	0.0038	0.5	0.00098	0.00098	0	0	4	0.15
589	0.29	0	0	0	0.29	0.21	0.21	0.00055	0	4	0.15
590	0.48	0	0.0014	0.0014	0.48	0.017	0.017	6.2e-05	0	4	0.15
591	0.34	0	9.5e-05	9.5e-05	0.34	0.16	0.16	0.00069	0	4	0.15
592	0.46	0	0.0013	0.0013	0.46	0.04	0.04	0.00016	0	4	0.15
593	0.45	0	1.8e-05	1.8e-05	0.45	0.046	0.046	0.00017	0	4	0.15
594	0.49	0	0.00063	0.00063	0.49	0.011	0.011	3.6e-05	0	4	0.15
595	0.29	0	0.12	0.12	0.29	0.088	0.088	1.6e-06	0	4	0.15
596	0.053	0	0	0	0.053	0.45	0.44	0.0019	0	5	0.23
597	0.018	0	0.25	0.25	0.018	0.23	0.23	0	0	2	0.083
598	0.11	0	1.2e-05	1.2e-05	0.11	0.39	0.39	5.1e-05	0	5	0.23
599	0.0084	2e-06	0.49	0.49	0.0084	0	0	0	0	2	0.083
600	0.43	0	0.027	0.027	0.43	0.043	0.043	0	0	4	0.15
601	0.47	0	0.0048	0.0048	0.47	0.03	0.03	0	0	4	0.15
602	0.12	0	0.00016	0.00016	0.12	0.38	0.38	0.0017	2.3e-06	5	0.23
603	0.33	1.7e-06	0.16	0.16	0.33	0.0097	0.0096	0	0	4	0.15
604	0.45	0	0.00023	0.00023	0.45	0.053	0.052	0	0	4	0.15
605	0.47	0	0	0	0.47	0.027	0.027	0	0	4	0.15
606	0.48	0	0.0031	0.0031	0.48	0.022	0.022	0	0	4	0.15
607	0.019	2.4e-06	0.48	0.48	0.019	0	0	0	0	2	0.083
608	0.48	0	0.006	0.006	0.48	0.013	0.013	0	0	4	0.15
609	0.14	5.5e-06	0.36	0.36	0.14	1e-06	1e-06	0	0	2	0.083
610	0.5	0	0.0044	0.0044	0.5	5.4e-06	5.3e-06	0	0	4	0.15
611	0.18	0	0	0	0.18	0.32	0.32	0	0	5	0.23
612	0.022	2.6e-06	0.48	0.48	0.022	0	0	0	0	2	0.083
613	0.4	1.6e-06	0.1	0.1	0.4	0.003	0.003	0	0	4	0.15
614	0.46	0	0	0	0.46	0.045	0.045	0	0	4	0.15
615	0.18	0	0	0	0.18	0.32	0.32	0	0	5	0.23
616	0.3	0	0.00072	0.00072	0.3	0.2	0.2	9.8e-06	0	4	0.15
617	0.39	1.3e-06	0.096	0.096	0.39	0.014	0.014	0	0	4	0.15
618	0.38	0	0.00025	0.00025	0.38	0.12	0.12	0	0	4	0.15
619	5e-06	0	0	0	5e-06	0.5	0.5	0	0	5	0.23
620	0.0097	0	0	0	0.0097	0.49	0.48	0.0086	0	5	0.23
621	0.25	0	0	0	0.25	0.25	0.25	0.0024	0	5	0.23
622	0.47	0	0.012	0.012	0.47	0.017	0.017	0	0	4	0.15
623	0.5	0	0.0012	0.0012	0.5	0.0021	0.0021	0	0	4	0.15
624	0.047	0	0	0	0.047	0.45	0.45	0.0048	0	5	0.23
625	0.13	3.6e-06	0.37	0.37	0.13	1.1e-05	1.1e-05	0	0	2	0.083
626	0.28	0	0	0	0.28	0.21	0.21	0.002	1.6e-06	4	0.15
627	0.024	0	0	0	0.024	0.47	0.47	0.0049	0	5	0.23
628	0.44	0	0	0	0.44	0.056	0.056	0.00015	0	4	0.15
629	0.091	0	0	0	0.091	0.41	0.41	0.0039	0	5	0.23
630	0.32	0	1.8e-05	1.8e-05	0.32	0.18	0.18	0	0	4	0.15
631	0.025	2.7e-06	0.48	0.48	0.025	0	0	0	0	2	0.083
632	0.023	0	0	0	0.023	0.48	0.47	0.0045	0	5	0.23
633	0.38	0	0.11	0.11	0.38	0.0041	0.0041	0	0	4	0.15
634	0.32	5.2e-06	0.18	0.18	0.32	1e-06	1e-06	0	0	4	0.15
635	0.48	0	0.006	0.006	0.48	0.0096	0.0096	0	0	4	0.15
636	0.32	0	0	0	0.32	0.18	0.18	0.003	0	4	0.15
637	0.44	0	0.048	0.048	0.44	0.016	0.016	0	0	4	0.15
638	0.11	3.1e-06	0.39	0.39	0.11	1e-05	1e-05	0	0	2	0.083
639	0.059	2.6e-06	0.44	0.44	0.059	5.8e-06	5.7e-06	0	0	2	0.083
640	0.0025	0	0.5	0.5	0.0025	0	0	0	0	2	0.083
641	0.31	0	7e-06	7e-06	0.31	0.19	0.19	0.00071	0	4	0.15
642	0.4	0	0	0	0.4	0.1	0.099	0.0015	0	4	0.15
643	0.42	0	0.016	0.016	0.42	0.067	0.067	1.8e-05	0	4	0.15
644	0.29	0	1e-05	1e-05	0.29	0.21	0.21	0.0026	0.00048	4	0.15
645	0.34	0	0	0	0.34	0.16	0.16	3.5e-06	0	4	0.15
646	0.27	0	0	0	0.27	0.22	0.22	0.0041	7e-06	4	0.15
647	0.31	2.9e-06	0.19	0.19	0.31	3.5e-05	3.5e-05	0	0	4	0.15
648	0.048	0	0	0	0.048	0.45	0.45	0.0096	0	5	0.23
649	0.3	0	0.00014	0.00014	0.3	0.2	0.2	0.00039	0	4	0.15
650	0.39	0	0	0	0.39	0.11	0.11	0.0016	0	4	0.15
651	0.31	0	0	0	0.31	0.19	0.19	0.0032	0	4	0.15
652	0.41	0	0	0	0.41	0.088	0.087	7e-05	0	4	0.15
653	0.29	0	0	0	0.29	0.21	0.21	2.7e-05	0	4	0.15
654	0.28	0	0	0	0.28	0.22	0.21	0.002	0	4	0.15
655	0.47	0	5.3e-06	5.3e-06	0.47	0.03	0.03	0	0	4	0.15
656	0.44	0	0	0	0.44	0.06	0.06	0.00042	0	4	0.15
657	0.38	0	0	0	0.38	0.12	0.12	0.0001	0	4	0.15
658	0.5	0	0.00059	0.00059	0.5	0	0	0	0	4	0.15
659	0.22	0	0	0	0.22	0.28	0.28	0.0028	3.3e-06	5	0.23
660	0.17	2.6e-06	0.33	0.33	0.17	0.00027	0.00027	0	0	2	0.083
661	0.19	0	0	0	0.19	0.31	0.31	2.1e-06	0	5	0.23
662	0.43	0	0	0	0.43	0.074	0.073	0.00022	0	4	0.15
663	0.053	0	0	0	0.053	0.45	0.45	0	0	5	0.23
664	0.45	0	0.024	0.024	0.45	0.022	0.022	0	0	4	0.15
665	0.42	0	0.062	0.062	0.42	0.018	0.018	0	0	4	0.15
666	0.41	0	0	0	0.41	0.093	0.093	0.00074	0	4	0.15
667	0.49	0	0.0001	0.0001	0.49	0.0071	0.007	0	0	4	0.15
668	0.38	0	0.00048	0.00048	0.38	0.12	0.12	3.9e-06	0	4	0.15
669	0.48	0	0	0	0.48	0.025	0.025	6e-05	0	4	0.15
670	0.47	0	0	0	0.47	0.027	0.027	0.00018	0	4	0.15
671	0.47	0	0	0	0.47	0.032	0.031	1.2e-05	0	4	0.15
672	0.41	0	0.063	0.063	0.41	0.029	0.029	5e-06	0	4	0.15
673	0.29	0	0	0	0.29	0.21	0.21	2.1e-05	0	4	0.15
674	0.22	0	0	0	0.22	0.28	0.28	0.0051	0.0015	5	0.23
675	0.38	0	0.00019	0.00019	0.38	0.12	0.12	0	0	4	0.15
676	0.37	0	0	0	0.37	0.13	0.13	0.00021	0	4	0.15
677	0.4	0	0.0014	0.0014	0.4	0.098	0.097	5e-06	0	4	0.15
678	0.45	0	0.0003	0.0003	0.45	0.052	0.052	0	0	4	0.15
679	0.48	0	7.9e-05	7.9e-05	0.48	0.022	0.022	0	0	4	0.15
680	0.38	0	0.00064	0.00064	0.38	0.12	0.12	4.9e-06	0	4	0.15
