SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0
169	3.7e-06	0.00035	0	0.14	0	3.2e-06	0.14	0.14	2.7e-06	0.14	0.14	0.14	0.14	0	0.00035	0.00034	0.00034	0.00034	0	3	0.15
170	0.0002	0.014	4.4e-06	0.13	0	0.0057	0.13	0.13	0.0048	0.13	0.13	0.13	0.13	0	0.014	0.013	0.013	0.013	0	3	0.15
171	0.0014	6.1e-05	0	0.13	0	0.045	0.13	0.13	0.038	0.13	0.13	0.13	0.13	0	6.1e-05	5.9e-05	5.9e-05	5.9e-05	0	3	0.15
172	0	0.1	0.00071	0.07	0	0	0.07	0.07	0	0.07	0.07	0.07	0.07	0	0.1	0.1	0.1	0.1	0	1	0.23
173	0.0016	0.00016	0	0.12	0	0.076	0.12	0.12	0.065	0.12	0.12	0.12	0.12	0	0.00016	0.00015	0.00015	0.00015	0	3	0.15
174	8.2e-06	0.034	2.7e-06	0.12	0	3.7e-05	0.12	0.12	3.1e-05	0.12	0.12	0.12	0.12	0	0.034	0.033	0.033	0.033	0	3	0.15
175	0.00035	0.00041	0	0.14	0	0.0065	0.14	0.14	0.0055	0.14	0.14	0.14	0.14	0	0.00041	0.00039	0.00039	0.00039	0	3	0.15
176	4.9e-06	0.082	0.00071	0.085	0	7.2e-05	0.085	0.085	6.1e-05	0.085	0.085	0.085	0.085	0	0.082	0.079	0.079	0.079	0	3	0.15
177	0.00022	0.045	0.00027	0.11	4.4e-06	0.012	0.11	0.11	0.01	0.11	0.11	0.11	0.11	0	0.045	0.044	0.044	0.044	0	3	0.15
178	0.0038	0	0	0.11	0	0.11	0.11	0.11	0.095	0.11	0.11	0.11	0.11	0	0	0	0	0	0	3	0.15
179	3.7e-05	0.069	0.00041	0.094	0	0.00097	0.094	0.094	0.00083	0.094	0.094	0.094	0.094	0	0.069	0.067	0.067	0.067	0	3	0.15
180	0.00096	0.0025	0	0.13	0	0.057	0.13	0.13	0.049	0.13	0.13	0.13	0.13	0	0.0025	0.0024	0.0024	0.0024	0	3	0.15
181	0.00013	0.052	0.0003	0.1	0	0.0057	0.1	0.1	0.0049	0.1	0.1	0.1	0.1	0	0.052	0.051	0.051	0.051	0	3	0.15
182	5.5e-06	0.094	0.00015	0.077	0	4.2e-05	0.077	0.077	3.6e-05	0.077	0.077	0.077	0.077	0	0.094	0.091	0.091	0.091	0	1	0.23
183	0	0.12	1.5e-05	0.056	0	0	0.056	0.056	0	0.056	0.056	0.056	0.056	0	0.12	0.12	0.12	0.12	0	1	0.23
184	0	0	0	0	0	2.1e-05	0	0	1.8e-05	0	0	0	0	0	0	0	0	0	1	18	0
185	0.0025	0.00014	0	0.11	0	0.12	0.11	0.11	0.098	0.11	0.11	0.11	0.11	0	0.00014	0.00013	0.00013	0.00013	0	5	0.083
186	0.005	2.9e-06	0	0.088	0	0.2	0.088	0.088	0.17	0.088	0.088	0.088	0.088	0	2.9e-06	2.8e-06	2.8e-06	2.8e-06	0	5	0.083
187	0	0.17	0	0.025	0	0	0.025	0.025	0	0.025	0.025	0.025	0.025	0	0.17	0.16	0.16	0.16	0	1	0.23
188	0.00015	7.5e-05	0	0.14	0	0.0012	0.14	0.14	0.00098	0.14	0.14	0.14	0.14	0	7.5e-05	7.2e-05	7.2e-05	7.2e-05	0	3	0.15
189	0.0091	0	0	0.098	0	0.16	0.098	0.098	0.14	0.098	0.098	0.098	0.098	0	0	0	0	0	0	5	0.083
190	0.0038	4.1e-05	0	0.07	0	0.27	0.07	0.07	0.23	0.07	0.07	0.07	0.07	0	4.1e-05	4e-05	4e-05	4e-05	0	5	0.083
191	0.004	6.2e-06	0	0.1	0	0.15	0.1	0.1	0.12	0.1	0.1	0.1	0.1	0	6.2e-06	6e-06	6e-06	6e-06	0	5	0.083
192	0.00028	0.011	1.2e-06	0.13	0	0.0068	0.13	0.13	0.0058	0.13	0.13	0.13	0.13	0	0.011	0.011	0.011	0.011	0	3	0.15
193	0.0028	0	0	6.5e-05	0	0.54	6.5e-05	6.5e-05	0.46	6.5e-05	6.5e-05	6.5e-05	6.5e-05	0	0	0	0	0	0	5	0.083
194	0.00098	0	0	5.2e-05	0	0.54	5.2e-05	5.2e-05	0.46	5.2e-05	5.2e-05	5.2e-05	5.2e-05	0	0	0	0	0	0	5	0.083
195	0.0047	0	0	0.012	0	0.49	0.012	0.012	0.42	0.012	0.012	0.012	0.012	0	0	0	0	0	0	5	0.083
196	0.0042	1.5e-05	0	0.074	0	0.26	0.074	0.074	0.22	0.074	0.074	0.074	0.074	0	1.5e-05	1.5e-05	1.5e-05	1.5e-05	0	5	0.083
197	7.1e-05	0.023	2.2e-06	0.13	0	0.00082	0.13	0.13	0.0007	0.13	0.13	0.13	0.13	0	0.023	0.022	0.022	0.022	0	3	0.15
198	0	0.2	0.00054	0.00035	0	0	0.00035	0.00035	0	0.00035	0.00035	0.00035	0.00035	0	0.2	0.2	0.2	0.2	0	1	0.23
199	0.00024	0.018	3.6e-06	0.13	0	0.0057	0.13	0.13	0.0048	0.13	0.13	0.13	0.13	0	0.018	0.017	0.017	0.017	0	3	0.15
200	0.0004	0.036	5.3e-05	0.11	0	0.018	0.11	0.11	0.015	0.11	0.11	0.11	0.11	0	0.036	0.034	0.034	0.034	0	3	0.15
201	0	0.076	1.1e-06	0.09	0	0	0.09	0.09	0	0.09	0.09	0.09	0.09	0	0.076	0.073	0.073	0.073	0	3	0.15
202	0.00011	0.013	0	0.13	0	0.0015	0.13	0.13	0.0012	0.13	0.13	0.13	0.13	0	0.013	0.012	0.012	0.012	0	3	0.15
203	0.0017	0.00094	0	0.12	0	0.089	0.12	0.12	0.076	0.12	0.12	0.12	0.12	0	0.00094	0.00091	0.00091	0.00091	0	3	0.15
204	0.0029	0.00037	0	0.066	0	0.29	0.066	0.066	0.24	0.066	0.066	0.066	0.066	0	0.00037	0.00035	0.00035	0.00035	0	5	0.083
205	0.00098	0.0054	2.2e-06	0.12	0	0.073	0.12	0.12	0.062	0.12	0.12	0.12	0.12	0	0.0054	0.0052	0.0052	0.0052	0	3	0.15
206	2.1e-05	0.0031	0	0.14	0	6.4e-05	0.14	0.14	5.5e-05	0.14	0.14	0.14	0.14	0	0.0031	0.003	0.003	0.003	0	3	0.15
207	0.00096	0.00064	0	0.13	0	0.028	0.13	0.13	0.024	0.13	0.13	0.13	0.13	0	0.00064	0.00062	0.00062	0.00062	0	3	0.15
208	0	0.2	0.0024	0.0033	0	0	0.0033	0.0033	0	0.0033	0.0033	0.0033	0.0033	0	0.2	0.19	0.19	0.19	0	1	0.23
209	0.00015	0.021	3.9e-06	0.13	0	0.0029	0.13	0.13	0.0025	0.13	0.13	0.13	0.13	0	0.021	0.021	0.021	0.021	0	3	0.15
210	0.0017	0	0	0.00016	0	0.54	0.00016	0.00016	0.46	0.00016	0.00016	0.00016	0.00016	0	0	0	0	0	0	5	0.083
211	0.0008	0.02	2e-05	0.12	0	0.049	0.12	0.12	0.042	0.12	0.12	0.12	0.12	0	0.02	0.019	0.019	0.019	0	3	0.15
212	0.0028	1e-06	0	0.0082	0	0.51	0.0082	0.0082	0.43	0.0082	0.0082	0.0082	0.0082	0	1e-06	0	0	0	0	5	0.083
213	1.3e-05	0.0073	0	0.14	0	5.1e-05	0.14	0.14	4.3e-05	0.14	0.14	0.14	0.14	0	0.0073	0.0071	0.0071	0.0071	0	3	0.15
214	7.4e-05	0.0013	0	0.14	0	0.00044	0.14	0.14	0.00037	0.14	0.14	0.14	0.14	0	0.0013	0.0013	0.0013	0.0013	0	3	0.15
215	0	0.059	0.0012	0.1	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0.059	0.057	0.057	0.057	0	3	0.15
216	0.00039	0.047	0.00014	0.1	0	0.02	0.1	0.1	0.017	0.1	0.1	0.1	0.1	0	0.047	0.046	0.046	0.046	0	3	0.15
217	4.2e-06	0.17	0.0042	0.02	0.00011	5.9e-05	0.02	0.02	5e-05	0.02	0.02	0.02	0.02	0	0.17	0.17	0.17	0.17	0	1	0.23
218	0.0063	0	0	0.09	0	0.2	0.09	0.09	0.17	0.09	0.09	0.09	0.09	0	0	0	0	0	0	5	0.083
219	0.0036	4.4e-05	0	0.049	0	0.35	0.049	0.049	0.3	0.049	0.049	0.049	0.049	0	4.4e-05	4.3e-05	4.3e-05	4.3e-05	0	5	0.083
220	0.0019	0.0032	0	0.098	0	0.16	0.098	0.098	0.14	0.098	0.098	0.098	0.098	0	0.0032	0.0031	0.0031	0.0031	0	5	0.083
221	0.00076	0.0045	0	0.13	0	0.03	0.13	0.13	0.025	0.13	0.13	0.13	0.13	0	0.0045	0.0044	0.0044	0.0044	0	3	0.15
222	0.0015	0.0078	4.7e-06	0.1	0	0.13	0.1	0.1	0.11	0.1	0.1	0.1	0.1	0	0.0078	0.0075	0.0075	0.0075	0	5	0.083
223	0.00018	0.024	7e-06	0.12	0	0.0041	0.12	0.12	0.0035	0.12	0.12	0.12	0.12	0	0.024	0.023	0.023	0.023	0	3	0.15
224	0.004	0	0	0.0072	0	0.51	0.0072	0.0072	0.43	0.0072	0.0072	0.0072	0.0072	0	0	0	0	0	0	5	0.083
225	0.00038	0.016	4.5e-06	0.13	0	0.013	0.13	0.13	0.011	0.13	0.13	0.13	0.13	0	0.016	0.016	0.016	0.016	0	3	0.15
226	3.8e-05	0.0037	0	0.14	0	0.00019	0.14	0.14	0.00016	0.14	0.14	0.14	0.14	0	0.0037	0.0036	0.0036	0.0036	0	3	0.15
227	0.00012	0.045	3.3e-05	0.11	0	0.0025	0.11	0.11	0.0022	0.11	0.11	0.11	0.11	0	0.045	0.044	0.044	0.044	0	3	0.15
228	1.5e-05	0.1	0.00011	0.073	0	0.00014	0.073	0.073	0.00012	0.073	0.073	0.073	0.073	0	0.1	0.097	0.097	0.097	0	1	0.23
229	6.3e-05	0.042	1.3e-05	0.11	0	0.00084	0.11	0.11	0.00071	0.11	0.11	0.11	0.11	0	0.042	0.04	0.04	0.04	0	3	0.15
230	0.0024	0.0011	0	0.083	0	0.22	0.083	0.083	0.19	0.083	0.083	0.083	0.083	0	0.0011	0.0011	0.0011	0.0011	0	5	0.083
231	0.0016	0.0011	0	0.12	0	0.081	0.12	0.12	0.069	0.12	0.12	0.12	0.12	0	0.0011	0.0011	0.0011	0.0011	0	3	0.15
232	0.0033	8.8e-06	0	0.12	0	0.1	0.12	0.12	0.088	0.12	0.12	0.12	0.12	0	8.8e-06	8.5e-06	8.5e-06	8.5e-06	0	3	0.15
233	0	0.2	1.3e-05	0.0047	0	0	0.0047	0.0047	0	0.0047	0.0047	0.0047	0.0047	0	0.2	0.19	0.19	0.19	0	1	0.23
234	0.00055	0.017	7.9e-06	0.12	0	0.024	0.12	0.12	0.02	0.12	0.12	0.12	0.12	0	0.017	0.016	0.016	0.016	0	3	0.15
235	0.00022	0.061	0.00019	0.098	0	0.0087	0.098	0.098	0.0074	0.098	0.098	0.098	0.098	0	0.061	0.059	0.059	0.059	0	3	0.15
236	0.0034	9.6e-05	0	0.063	0	0.3	0.063	0.063	0.26	0.063	0.063	0.063	0.063	0	9.6e-05	9.3e-05	9.3e-05	9.3e-05	0	5	0.083
237	0.00061	0.0098	1.9e-06	0.13	0	0.025	0.13	0.13	0.021	0.13	0.13	0.13	0.13	0	0.0098	0.0095	0.0095	0.0095	0	3	0.15
238	0	0.12	1.1e-05	0.062	0	0	0.062	0.062	0	0.062	0.062	0.062	0.062	0	0.12	0.11	0.11	0.11	0	1	0.23
239	0.0031	0	0	0.0079	0	0.51	0.0079	0.0079	0.43	0.0079	0.0079	0.0079	0.0079	0	0	0	0	0	0	5	0.083
240	0.00022	0.00074	0	0.14	0	0.0024	0.14	0.14	0.002	0.14	0.14	0.14	0.14	0	0.00074	0.00072	0.00072	0.00072	0	3	0.15
241	5.6e-05	0.029	3.9e-06	0.12	0	0.00061	0.12	0.12	0.00052	0.12	0.12	0.12	0.12	0	0.029	0.029	0.029	0.029	0	3	0.15
242	0.00067	0.021	2.1e-05	0.12	0	0.037	0.12	0.12	0.031	0.12	0.12	0.12	0.12	0	0.021	0.021	0.021	0.021	0	3	0.15
243	4e-05	0.0022	0	0.14	0	0.00018	0.14	0.14	0.00015	0.14	0.14	0.14	0.14	0	0.0022	0.0021	0.0021	0.0021	0	3	0.15
244	0.0011	0.0022	0	0.13	0	0.051	0.13	0.13	0.043	0.13	0.13	0.13	0.13	0	0.0022	0.0021	0.0021	0.0021	0	3	0.15
245	0	0.13	0.00033	0.054	0	0	0.054	0.054	0	0.054	0.054	0.054	0.054	0	0.13	0.12	0.12	0.12	0	1	0.23
246	0.0015	0.0035	0	0.11	0	0.096	0.11	0.11	0.082	0.11	0.11	0.11	0.11	0	0.0035	0.0034	0.0034	0.0034	0	3	0.15
247	7.3e-05	0.037	3.3e-05	0.12	0	0.0015	0.12	0.12	0.0013	0.12	0.12	0.12	0.12	0	0.037	0.036	0.036	0.036	0	3	0.15
248	0	0.042	0	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0	0.042	0.041	0.041	0.041	0	3	0.15
249	3.7e-06	0.0014	0	0.14	0	4.4e-06	0.14	0.14	3.7e-06	0.14	0.14	0.14	0.14	0	0.0014	0.0013	0.0013	0.0013	0	3	0.15
250	6.6e-05	0.0057	0	0.14	0	0.00071	0.14	0.14	0.00061	0.14	0.14	0.14	0.14	0	0.0057	0.0055	0.0055	0.0055	0	3	0.15
251	0	0.11	0.00057	0.067	0	0	0.067	0.067	0	0.067	0.067	0.067	0.067	0	0.11	0.1	0.1	0.1	0	1	0.23
252	0	0.063	0	0.099	0	0	0.099	0.099	0	0.099	0.099	0.099	0.099	0	0.063	0.061	0.061	0.061	0	3	0.15
253	0	0.076	0.00099	0.089	0	0	0.089	0.089	0	0.089	0.089	0.089	0.089	0	0.076	0.074	0.074	0.074	0	3	0.15
254	0.0029	4.1e-05	0	0.047	0	0.36	0.047	0.047	0.31	0.047	0.047	0.047	0.047	0	4.1e-05	4e-05	4e-05	4e-05	0	5	0.083
255	0	0.1	0.00073	0.072	0	0	0.072	0.072	0	0.072	0.072	0.072	0.072	0	0.1	0.098	0.098	0.098	0	1	0.23
256	0.00099	0.00022	0	0.13	0	0.034	0.13	0.13	0.029	0.13	0.13	0.13	0.13	0	0.00022	0.00021	0.00021	0.00021	0	3	0.15
257	0.00014	0.0035	0	0.14	0	0.0022	0.14	0.14	0.0019	0.14	0.14	0.14	0.14	0	0.0035	0.0034	0.0034	0.0034	0	3	0.15
258	0.00064	0.0035	0	0.13	0	0.03	0.13	0.13	0.025	0.13	0.13	0.13	0.13	0	0.0035	0.0034	0.0034	0.0034	0	3	0.15
259	7.9e-06	0.0033	0	0.14	0	1.9e-05	0.14	0.14	1.6e-05	0.14	0.14	0.14	0.14	0	0.0033	0.0032	0.0032	0.0032	0	3	0.15
260	0.0017	0	0	1.2e-05	0	0.54	1.2e-05	1.2e-05	0.46	1.2e-05	1.2e-05	1.2e-05	1.2e-05	0	0	0	0	0	0	5	0.083
261	9.5e-05	0.014	2.3e-06	0.13	0	0.0017	0.13	0.13	0.0014	0.13	0.13	0.13	0.13	0	0.014	0.014	0.014	0.014	0	3	0.15
262	0.0027	0.083	1e-05	0.0097	0	0.28	0.0097	0.0097	0.24	0.0097	0.0097	0.0097	0.0097	0	0.083	0.081	0.081	0.081	0	5	0.083
263	0.0016	0.0021	0	0.096	0	0.17	0.096	0.096	0.15	0.096	0.096	0.096	0.096	0	0.0021	0.0021	0.0021	0.0021	0	5	0.083
264	0.0015	0.0016	0	0.11	0	0.13	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0	0.0016	0.0016	0.0016	0.0016	0	5	0.083
265	0.0033	0	0	0.12	0	0.093	0.12	0.12	0.079	0.12	0.12	0.12	0.12	0	0	0	0	0	0	3	0.15
266	1.5e-05	0.069	7.8e-05	0.094	0	0.00016	0.094	0.094	0.00014	0.094	0.094	0.094	0.094	0	0.069	0.067	0.067	0.067	0	3	0.15
267	0.0016	0.00064	0	0.11	0	0.11	0.11	0.11	0.096	0.11	0.11	0.11	0.11	0	0.00064	0.00062	0.00062	0.00062	0	5	0.083
268	0.00022	0.0034	0	0.14	0	0.0047	0.14	0.14	0.004	0.14	0.14	0.14	0.14	0	0.0034	0.0033	0.0033	0.0033	0	3	0.15
269	0.00013	0.027	2.1e-05	0.12	0	0.0037	0.12	0.12	0.0031	0.12	0.12	0.12	0.12	0	0.027	0.026	0.026	0.026	0	3	0.15
270	2.7e-05	3.7e-05	0	0.14	0	5.5e-05	0.14	0.14	4.7e-05	0.14	0.14	0.14	0.14	0	3.7e-05	3.5e-05	3.5e-05	3.5e-05	0	3	0.15
271	0	0.091	2.5e-06	0.079	0	0	0.079	0.079	0	0.079	0.079	0.079	0.079	0	0.091	0.088	0.088	0.088	0	1	0.23
272	0	0.0079	2.7e-06	0.14	0	0	0.14	0.14	0	0.14	0.14	0.14	0.14	0	0.0079	0.0077	0.0077	0.0077	0	3	0.15
273	0.00088	0.0045	0	0.12	0	0.057	0.12	0.12	0.048	0.12	0.12	0.12	0.12	0	0.0045	0.0043	0.0043	0.0043	0	3	0.15
274	0	0.044	0.0016	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0	0.044	0.043	0.043	0.043	0	3	0.15
275	4.7e-06	0.062	1.4e-05	0.099	0	2e-05	0.099	0.099	1.7e-05	0.099	0.099	0.099	0.099	0	0.062	0.06	0.06	0.06	0	3	0.15
276	2.1e-06	0.11	0.00035	0.069	0	1.4e-05	0.069	0.069	1.2e-05	0.069	0.069	0.069	0.069	0	0.11	0.1	0.1	0.1	0	1	0.23
277	0	0.052	0	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0	0.052	0.051	0.051	0.051	0	3	0.15
278	5.4e-05	0.042	4e-05	0.11	0	0.00098	0.11	0.11	0.00084	0.11	0.11	0.11	0.11	0	0.042	0.041	0.041	0.041	0	3	0.15
279	0	0.16	0.0003	0.034	0	0	0.034	0.034	0	0.034	0.034	0.034	0.034	0	0.16	0.15	0.15	0.15	0	1	0.23
280	0	0.15	8.7e-05	0.035	0	0	0.035	0.035	0	0.035	0.035	0.035	0.035	0	0.15	0.15	0.15	0.15	0	1	0.23
281	0.0014	0.00064	0	0.12	0	0.08	0.12	0.12	0.068	0.12	0.12	0.12	0.12	0	0.00064	0.00062	0.00062	0.00062	0	3	0.15
282	0	0.031	0	0.12	0	0	0.12	0.12	0	0.12	0.12	0.12	0.12	0	0.031	0.03	0.03	0.03	0	3	0.15
283	2e-05	0.0038	0	0.14	0	9.1e-05	0.14	0.14	7.7e-05	0.14	0.14	0.14	0.14	0	0.0038	0.0037	0.0037	0.0037	0	3	0.15
284	9.5e-06	0.014	0	0.13	0	3.5e-05	0.13	0.13	3e-05	0.13	0.13	0.13	0.13	0	0.014	0.014	0.014	0.014	0	3	0.15
285	0	0.19	3.5e-05	0.0093	0	0	0.0093	0.0093	0	0.0093	0.0093	0.0093	0.0093	0	0.19	0.18	0.18	0.18	0	1	0.23
286	5.2e-06	0.03	0	0.12	0	1.6e-05	0.12	0.12	1.4e-05	0.12	0.12	0.12	0.12	0	0.03	0.029	0.029	0.029	0	3	0.15
287	0	0.036	0.0012	0.12	0	0	0.12	0.12	0	0.12	0.12	0.12	0.12	0	0.036	0.035	0.035	0.035	0	3	0.15
288	0	0.11	0.0018	0.067	0.00044	0	0.067	0.067	0	0.067	0.067	0.067	0.067	0	0.11	0.1	0.1	0.1	0	1	0.23
289	0	0.096	4.5e-06	0.076	0	0	0.076	0.076	0	0.076	0.076	0.076	0.076	0	0.096	0.093	0.093	0.093	0	1	0.23
290	2.3e-05	0.017	0	0.13	0	0.00016	0.13	0.13	0.00014	0.13	0.13	0.13	0.13	0	0.017	0.017	0.017	0.017	0	3	0.15
291	0.00029	0.00054	0	0.14	0	0.0052	0.14	0.14	0.0044	0.14	0.14	0.14	0.14	0	0.00054	0.00052	0.00052	0.00052	0	3	0.15
292	7.6e-05	0.031	1.9e-05	0.12	0	0.0015	0.12	0.12	0.0013	0.12	0.12	0.12	0.12	0	0.031	0.03	0.03	0.03	0	3	0.15
293	0.00014	0.033	4.6e-05	0.12	0	0.0045	0.12	0.12	0.0038	0.12	0.12	0.12	0.12	0	0.033	0.032	0.032	0.032	0	3	0.15
294	2.5e-05	0.074	0.00038	0.091	0	0.00053	0.091	0.091	0.00045	0.091	0.091	0.091	0.091	0	0.074	0.071	0.071	0.071	0	3	0.15
295	0.0018	0.00048	0	0.11	0	0.13	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0	0.00048	0.00047	0.00047	0.00047	0	5	0.083
296	0	0.049	0	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0	0.049	0.047	0.047	0.047	0	3	0.15
297	0	0.12	0.00057	0.059	0	0	0.059	0.059	0	0.059	0.059	0.059	0.059	0	0.12	0.12	0.12	0.12	0	1	0.23
298	3.1e-06	0.028	0	0.12	0	6.6e-06	0.12	0.12	5.6e-06	0.12	0.12	0.12	0.12	0	0.028	0.027	0.027	0.027	0	3	0.15
299	0	0.085	0.00072	0.083	0	0	0.083	0.083	0	0.083	0.083	0.083	0.083	0	0.085	0.082	0.082	0.082	0	1	0.23
300	2.5e-05	0.058	0.00044	0.1	1.6e-06	0.00061	0.1	0.1	0.00052	0.1	0.1	0.1	0.1	0	0.058	0.056	0.056	0.056	0	3	0.15
301	0.00016	0.038	0.00012	0.12	0	0.0055	0.12	0.12	0.0047	0.12	0.12	0.12	0.12	0	0.038	0.036	0.036	0.036	0	3	0.15
302	2.7e-05	0.00046	0	0.14	0	7.5e-05	0.14	0.14	6.4e-05	0.14	0.14	0.14	0.14	0	0.00046	0.00044	0.00044	0.00044	0	3	0.15
303	7.4e-06	0.0068	0	0.14	0	1.6e-05	0.14	0.14	1.3e-05	0.14	0.14	0.14	0.14	0	0.0068	0.0065	0.0065	0.0065	0	3	0.15
304	0	0.055	0.00065	0.1	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0.055	0.053	0.053	0.053	0	3	0.15
305	0.0043	1.1e-06	0	0.11	0	0.12	0.11	0.11	0.1	0.11	0.11	0.11	0.11	0	1.1e-06	1.1e-06	1.1e-06	1.1e-06	0	5	0.083
306	0.00039	0.021	3.5e-05	0.12	0	0.017	0.12	0.12	0.015	0.12	0.12	0.12	0.12	0	0.021	0.02	0.02	0.02	0	3	0.15
307	4.8e-06	0.0014	0	0.14	0	5.3e-06	0.14	0.14	4.5e-06	0.14	0.14	0.14	0.14	0	0.0014	0.0014	0.0014	0.0014	0	3	0.15
308	0.00029	0.022	2.9e-05	0.12	0	0.011	0.12	0.12	0.0089	0.12	0.12	0.12	0.12	0	0.022	0.021	0.021	0.021	0	3	0.15
309	3.8e-05	0.017	1.7e-06	0.13	0	0.00031	0.13	0.13	0.00027	0.13	0.13	0.13	0.13	0	0.017	0.016	0.016	0.016	0	3	0.15
310	0.00047	0.0023	0	0.14	0	0.013	0.14	0.14	0.011	0.14	0.14	0.14	0.14	0	0.0023	0.0022	0.0022	0.0022	0	3	0.15
311	8.6e-05	0.033	3.1e-05	0.12	0	0.0016	0.12	0.12	0.0013	0.12	0.12	0.12	0.12	0	0.033	0.032	0.032	0.032	0	3	0.15
312	0.00029	0.027	6.4e-05	0.12	0	0.012	0.12	0.12	0.01	0.12	0.12	0.12	0.12	0	0.027	0.026	0.026	0.026	0	3	0.15
313	2.2e-06	0.063	0.00065	0.098	6.4e-06	3.2e-05	0.098	0.098	2.7e-05	0.098	0.098	0.098	0.098	0	0.063	0.061	0.061	0.061	0	3	0.15
314	5.3e-06	0.078	6e-05	0.088	0	2.5e-05	0.088	0.088	2.2e-05	0.088	0.088	0.088	0.088	0	0.078	0.076	0.076	0.076	0	3	0.15
315	0	0.047	0.00059	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0	0.047	0.046	0.046	0.046	0	3	0.15
316	9.9e-05	7.1e-06	0	0.14	0	0.00027	0.14	0.14	0.00023	0.14	0.14	0.14	0.14	0	7.1e-06	6.9e-06	6.9e-06	6.9e-06	0	3	0.15
317	0.00064	0.018	3.8e-05	0.12	0	0.039	0.12	0.12	0.033	0.12	0.12	0.12	0.12	0	0.018	0.017	0.017	0.017	0	3	0.15
318	0.00082	0.004	0	0.13	0	0.038	0.13	0.13	0.033	0.13	0.13	0.13	0.13	0	0.004	0.0039	0.0039	0.0039	0	3	0.15
319	0.00019	0.001	0	0.14	0	0.0023	0.14	0.14	0.002	0.14	0.14	0.14	0.14	0	0.001	0.001	0.001	0.001	0	3	0.15
320	0	0.036	0.00077	0.12	0	0	0.12	0.12	0	0.12	0.12	0.12	0.12	0	0.036	0.035	0.035	0.035	0	3	0.15
321	0	0.088	0.0011	0.081	0.00019	0	0.081	0.081	0	0.081	0.081	0.081	0.081	0	0.088	0.085	0.085	0.085	0	1	0.23
322	0	0.093	0.00099	0.077	2.2e-05	0	0.077	0.077	0	0.077	0.077	0.077	0.077	0	0.093	0.09	0.09	0.09	0	1	0.23
323	0	0.032	0.00073	0.12	0	0	0.12	0.12	0	0.12	0.12	0.12	0.12	0	0.032	0.031	0.031	0.031	0	3	0.15
324	0	0.013	0.00073	0.13	0	0	0.13	0.13	0	0.13	0.13	0.13	0.13	0	0.013	0.012	0.012	0.012	0	3	0.15
325	0	0.072	0.00077	0.093	0	0	0.093	0.093	0	0.093	0.093	0.093	0.093	0	0.072	0.069	0.069	0.069	0	3	0.15
326	0	0.13	0.00051	0.055	0	0	0.055	0.055	0	0.055	0.055	0.055	0.055	0	0.13	0.12	0.12	0.12	0	1	0.23
327	0.00034	3.9e-05	0	0.14	0	0.0031	0.14	0.14	0.0026	0.14	0.14	0.14	0.14	0	3.9e-05	3.8e-05	3.8e-05	3.8e-05	0	3	0.15
328	0	0.12	0.00026	0.059	0	0	0.059	0.059	0	0.059	0.059	0.059	0.059	0	0.12	0.12	0.12	0.12	0	1	0.23
329	9.2e-05	2.5e-06	0	0.14	0	0.00019	0.14	0.14	0.00016	0.14	0.14	0.14	0.14	0	2.5e-06	2.4e-06	2.4e-06	2.4e-06	0	3	0.15
330	0	0.053	0.00074	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0	0.053	0.051	0.051	0.051	0	3	0.15
331	0	0.16	0.00012	0.031	0	0	0.031	0.031	0	0.031	0.031	0.031	0.031	0	0.16	0.15	0.15	0.15	0	1	0.23
332	1.3e-05	0.02	0.00047	0.13	0	5.7e-05	0.13	0.13	4.9e-05	0.13	0.13	0.13	0.13	0	0.02	0.02	0.02	0.02	0	3	0.15
333	3.7e-05	0.05	6.8e-05	0.11	0	0.00048	0.11	0.11	0.00041	0.11	0.11	0.11	0.11	0	0.05	0.049	0.049	0.049	0	3	0.15
334	9.7e-06	0.071	0.00022	0.093	0	9.6e-05	0.093	0.093	8.1e-05	0.093	0.093	0.093	0.093	0	0.071	0.069	0.069	0.069	0	3	0.15
335	0	0.044	0.00065	0.11	0	0	0.11	0.11	0	0.11	0.11	0.11	0.11	0	0.044	0.043	0.043	0.043	0	3	0.15
336	0.00097	0	0	5.1e-05	0	0.54	5.1e-05	5.1e-05	0.46	5.1e-05	5.1e-05	5.1e-05	5.1e-05	0	0	0	0	0	0	5	0.083
337	0	0.062	0.00077	0.1	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0.062	0.06	0.06	0.06	0	3	0.15
338	0	0.1	0.00078	0.071	0	0	0.071	0.071	0	0.071	0.071	0.071	0.071	0	0.1	0.1	0.1	0.1	0	1	0.23
