SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
200	0.99	0.013	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
201	0	0	0	0.043	0.96	0	0	0	0	0	0	1.4e-05	0	0	0	0	0	0	0	0	4	0	0.036	0	0.11	0
202	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.046	0	0	0.11	0
203	0.46	3.6e-06	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	12	0.41	0.32	0.054	0.34	0.44
204	1	0	0	0	0	0	0	2.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
205	0.86	0.037	0	0	0	0	0	1.5e-06	0	0.028	0.062	0	0	0.017	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7e-05	0	0	1	0	0	17	0	0	0.44	0.038	0
207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.046	0.036	0.16	0.11	0.054
208	0.0037	0.86	0	0	0	0	0	0	0	2.1e-06	0	0	0	0.13	0	0	0	0	0	0	1	0.59	0.68	0.49	0.45	0.51
209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
210	0	0	0	0	0	0.0031	0	0	0.0017	0	0	0	0	0	0.026	0	0	0.97	0	0	17	0	0	0.44	0.038	0
