SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
425	1	0	0.00033	0	0	0.43	0.36	0.72	0.4	0.35
426	0.63	0	0.37	0	0	0.43	0.36	0.72	0.4	0.35
427	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
428	0.95	0	0.051	0	0	0.43	0.36	0.72	0.4	0.35
429	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
430	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
431	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
432	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
433	0	0	1	0	2	0.43	0.44	1	0.37	0.35
434	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
435	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
436	0.99	0	0.015	0	0	0.43	0.36	0.72	0.4	0.35
437	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
438	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
439	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
440	1	0	3.5e-06	0	0	0.43	0.36	0.72	0.4	0.35
441	0.91	0	0.087	0	0	0.43	0.36	0.72	0.4	0.35
442	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
443	1	0	4.5e-05	0	0	0.43	0.36	0.72	0.4	0.35
444	0.5	0	0.5	0	2	0.43	0.44	1	0.37	0.35
445	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
446	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
447	1	0	0.00052	0	0	0.43	0.36	0.72	0.4	0.35
448	7.5e-06	0	1	0	2	0.43	0.44	1	0.37	0.35
449	0	0	0	1	3	0	0.036	0.16	0	0
450	0	0	1	0	2	0.43	0.44	1	0.37	0.35
451	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
452	0.99	0	0.011	0	0	0.43	0.36	0.72	0.4	0.35
453	1	0	0.00022	0	0	0.43	0.36	0.72	0.4	0.35
454	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
455	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
456	0	0	1	0	2	0.43	0.44	1	0.37	0.35
457	0	6e-06	0	1	3	0	0.036	0.16	0	0
458	1	0	5.4e-05	0	0	0.43	0.36	0.72	0.4	0.35
459	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
460	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
461	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
462	0	0	1	0	2	0.43	0.44	1	0.37	0.35
463	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
464	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
465	0	0	0	1	3	0	0.036	0.16	0	0
466	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
467	0.94	0	0.057	0	0	0.43	0.36	0.72	0.4	0.35
468	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
469	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
470	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
471	0.26	0	0.74	0	2	0.43	0.44	1	0.37	0.35
472	0.98	0	0.015	0	0	0.43	0.36	0.72	0.4	0.35
473	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
474	0	0	0	1	3	0	0.036	0.16	0	0
475	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
476	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
477	1	0	8.3e-06	0	0	0.43	0.36	0.72	0.4	0.35
478	0.99	0	0.0092	0	0	0.43	0.36	0.72	0.4	0.35
479	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
480	0.00078	0	1	0	2	0.43	0.44	1	0.37	0.35
481	1	0	0.0032	0	0	0.43	0.36	0.72	0.4	0.35
482	0.39	0	0.61	0	2	0.43	0.44	1	0.37	0.35
483	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
484	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
485	0.62	0	0.38	0	0	0.43	0.36	0.72	0.4	0.35
486	0.00011	0	1	0	2	0.43	0.44	1	0.37	0.35
487	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
488	0	0	0	1	3	0	0.036	0.16	0	0
489	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
490	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
491	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
492	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
493	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
494	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
495	1	0	0.00023	0	0	0.43	0.36	0.72	0.4	0.35
496	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
497	0	0	1	0	2	0.43	0.44	1	0.37	0.35
498	0.74	0	0.26	0	0	0.43	0.36	0.72	0.4	0.35
499	0	0	1	0	2	0.43	0.44	1	0.37	0.35
500	0	0	1	0	2	0.43	0.44	1	0.37	0.35
501	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
502	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
503	0	0	1	0	2	0.43	0.44	1	0.37	0.35
504	0	0	1	0	2	0.43	0.44	1	0.37	0.35
505	0.86	0	0.14	0	0	0.43	0.36	0.72	0.4	0.35
506	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
507	0	0	0	1	3	0	0.036	0.16	0	0
508	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
509	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
510	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
511	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
512	0	1.8e-06	0	1	3	0	0.036	0.16	0	0
513	1	0	0.00084	0	0	0.43	0.36	0.72	0.4	0.35
514	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
515	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
516	0.92	0	0.081	0	0	0.43	0.36	0.72	0.4	0.35
517	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
518	0	0	0	1	3	0	0.036	0.16	0	0
519	0.0021	0	1	0	2	0.43	0.44	1	0.37	0.35
520	0	0	0	1	3	0	0.036	0.16	0	0
521	0	0	0	1	3	0	0.036	0.16	0	0
522	0	0.019	0.98	0	2	0.43	0.44	1	0.37	0.35
523	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
524	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
525	0	0	0	1	3	0	0.036	0.16	0	0
526	3.4e-06	1	0	0	1	0.14	0.071	0.16	0.082	0.069
527	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
528	1	2.3e-05	0	0	0	0.43	0.36	0.72	0.4	0.35
529	1	0	7.3e-05	0	0	0.43	0.36	0.72	0.4	0.35
530	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
531	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
532	0	0	0	1	3	0	0.036	0.16	0	0
533	1	0	4.7e-06	0	0	0.43	0.36	0.72	0.4	0.35
534	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
535	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
536	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
537	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
538	0	0	1	0	2	0.43	0.44	1	0.37	0.35
539	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
540	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
541	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
542	1	0	0.00013	0	0	0.43	0.36	0.72	0.4	0.35
543	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
544	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
545	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
546	1	0	0.0008	0	0	0.43	0.36	0.72	0.4	0.35
547	1	0	5.1e-05	0	0	0.43	0.36	0.72	0.4	0.35
548	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
549	1	0	0.0038	0	0	0.43	0.36	0.72	0.4	0.35
550	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
551	1	0	0.003	0	0	0.43	0.36	0.72	0.4	0.35
552	0	0	1	0	2	0.43	0.44	1	0.37	0.35
553	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
554	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
555	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
556	0	0	1	0	2	0.43	0.44	1	0.37	0.35
557	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
558	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
559	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
560	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
561	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
562	0	0	1	0	2	0.43	0.44	1	0.37	0.35
563	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
564	0	0	1	0	2	0.43	0.44	1	0.37	0.35
565	0	0	0	1	3	0	0.036	0.16	0	0
566	0.98	0.022	0	0	0	0.43	0.36	0.72	0.4	0.35
567	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
568	0.67	0	0.33	0	0	0.43	0.36	0.72	0.4	0.35
569	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
570	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
571	0.99	0	0.013	0	0	0.43	0.36	0.72	0.4	0.35
572	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
573	9.1e-05	0	1	0	2	0.43	0.44	1	0.37	0.35
574	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
575	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
576	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
577	0	0.86	0.14	0	1	0.14	0.071	0.16	0.082	0.069
578	0.55	0	0.45	0	0	0.43	0.36	0.72	0.4	0.35
579	1	0	6.2e-05	0	0	0.43	0.36	0.72	0.4	0.35
580	0	0	0	1	3	0	0.036	0.16	0	0
581	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
582	1	0	2.5e-05	0	0	0.43	0.36	0.72	0.4	0.35
583	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
584	0	0	1	0	2	0.43	0.44	1	0.37	0.35
585	1	0	2e-05	0	0	0.43	0.36	0.72	0.4	0.35
586	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
587	0	0	1	0	2	0.43	0.44	1	0.37	0.35
588	1	0	4.6e-05	0	0	0.43	0.36	0.72	0.4	0.35
589	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
590	1	0	0.0031	0	0	0.43	0.36	0.72	0.4	0.35
591	0.95	0	0.051	0	0	0.43	0.36	0.72	0.4	0.35
592	0.9	0	0.1	0	0	0.43	0.36	0.72	0.4	0.35
593	0.76	0	0.24	0	0	0.43	0.36	0.72	0.4	0.35
594	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
595	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
596	1	0	0.00025	0	0	0.43	0.36	0.72	0.4	0.35
597	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
598	0.83	0	0.17	0	0	0.43	0.36	0.72	0.4	0.35
599	0	0	0	1	3	0	0.036	0.16	0	0
600	0.78	0	0.22	0	0	0.43	0.36	0.72	0.4	0.35
601	1	0	7.5e-05	0	0	0.43	0.36	0.72	0.4	0.35
602	0.99	0	0.0096	0	0	0.43	0.36	0.72	0.4	0.35
603	1	0	0.0004	0	0	0.43	0.36	0.72	0.4	0.35
604	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
605	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
606	1	0	2.8e-05	0	0	0.43	0.36	0.72	0.4	0.35
607	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
608	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
609	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
610	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
611	1	0	0.0049	0	0	0.43	0.36	0.72	0.4	0.35
612	0.98	0	0.016	0	0	0.43	0.36	0.72	0.4	0.35
613	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
614	0.73	0	0.27	0	0	0.43	0.36	0.72	0.4	0.35
615	2.7e-05	0	1	0	2	0.43	0.44	1	0.37	0.35
616	1	0.00099	0.001	0	0	0.43	0.36	0.72	0.4	0.35
617	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
618	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
619	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
620	1	0	0.00053	0	0	0.43	0.36	0.72	0.4	0.35
621	1	0	0.00019	0	0	0.43	0.36	0.72	0.4	0.35
622	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
623	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
624	0.45	0	0.55	0	2	0.43	0.44	1	0.37	0.35
625	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
626	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
627	1	0	8.8e-05	0	0	0.43	0.36	0.72	0.4	0.35
628	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
629	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
630	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
631	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
632	0	1.1e-05	1	0.0033	2	0.43	0.44	1	0.37	0.35
633	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
634	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
635	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
636	0	0	1	0	2	0.43	0.44	1	0.37	0.35
637	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
638	1	0	0.0002	0	0	0.43	0.36	0.72	0.4	0.35
639	0.93	0	0.072	0	0	0.43	0.36	0.72	0.4	0.35
640	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
641	1	0	2.6e-05	0	0	0.43	0.36	0.72	0.4	0.35
642	0.48	0	0.52	0	2	0.43	0.44	1	0.37	0.35
643	0.69	0	0.31	0	0	0.43	0.36	0.72	0.4	0.35
644	0.98	0	0.018	0	0	0.43	0.36	0.72	0.4	0.35
645	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
646	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
647	1	0	0.0026	0	0	0.43	0.36	0.72	0.4	0.35
648	1	0	0.00027	0	0	0.43	0.36	0.72	0.4	0.35
649	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
650	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
651	0.1	0	0.9	0	2	0.43	0.44	1	0.37	0.35
652	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
653	0.85	0	0.15	0	0	0.43	0.36	0.72	0.4	0.35
654	0.96	0	0.04	0	0	0.43	0.36	0.72	0.4	0.35
655	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
656	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
657	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
658	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
659	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
660	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
661	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
662	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
663	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
664	0.99	0	0.0071	0	0	0.43	0.36	0.72	0.4	0.35
665	0.98	0	0.016	0	0	0.43	0.36	0.72	0.4	0.35
666	1	0	1.1e-05	0	0	0.43	0.36	0.72	0.4	0.35
667	0.99	0	0.009	0	0	0.43	0.36	0.72	0.4	0.35
668	0.74	0	0.26	0	0	0.43	0.36	0.72	0.4	0.35
669	0.98	0	0.023	0	0	0.43	0.36	0.72	0.4	0.35
670	1	0	1.7e-05	0	0	0.43	0.36	0.72	0.4	0.35
671	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
672	1	0	7.7e-06	0	0	0.43	0.36	0.72	0.4	0.35
673	0.85	0	0.15	0	0	0.43	0.36	0.72	0.4	0.35
674	1	0	3.3e-05	0	0	0.43	0.36	0.72	0.4	0.35
675	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
676	1	0	1.9e-05	0	0	0.43	0.36	0.72	0.4	0.35
677	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
678	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
679	1	0	0.0043	0	0	0.43	0.36	0.72	0.4	0.35
680	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
681	0	0	1	0	2	0.43	0.44	1	0.37	0.35
682	0	0	1	0	2	0.43	0.44	1	0.37	0.35
683	0	0	1	0	2	0.43	0.44	1	0.37	0.35
684	0	0	1	0	2	0.43	0.44	1	0.37	0.35
685	0	0	1	0	2	0.43	0.44	1	0.37	0.35
686	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
687	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
688	0	0	0	1	3	0	0.036	0.16	0	0
689	1	0	0.00018	0	0	0.43	0.36	0.72	0.4	0.35
690	0	0	1	0	2	0.43	0.44	1	0.37	0.35
691	0.42	0	0.58	0	2	0.43	0.44	1	0.37	0.35
692	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
693	1	0	7.7e-06	0	0	0.43	0.36	0.72	0.4	0.35
694	0.00028	0	1	0	2	0.43	0.44	1	0.37	0.35
695	0	0	1	0	2	0.43	0.44	1	0.37	0.35
696	1	0	0.0002	0	0	0.43	0.36	0.72	0.4	0.35
697	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
698	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
699	0	0	1	0	2	0.43	0.44	1	0.37	0.35
700	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
701	0	0	1	0	2	0.43	0.44	1	0.37	0.35
702	0	0.0012	0	1	3	0	0.036	0.16	0	0
703	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
704	4.7e-05	0	1	0	2	0.43	0.44	1	0.37	0.35
705	0	0	1	0	2	0.43	0.44	1	0.37	0.35
706	1	0	0.0023	0	0	0.43	0.36	0.72	0.4	0.35
707	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
708	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
709	9.5e-06	0	1	0	2	0.43	0.44	1	0.37	0.35
710	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
711	0	0	1	0	2	0.43	0.44	1	0.37	0.35
712	0	6.7e-06	0	1	3	0	0.036	0.16	0	0
713	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
714	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
715	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
716	0	0	1	0	2	0.43	0.44	1	0.37	0.35
717	0	1	0.00096	0	1	0.14	0.071	0.16	0.082	0.069
718	1	0	6.3e-05	0	0	0.43	0.36	0.72	0.4	0.35
719	0.99	0	0.0091	0	0	0.43	0.36	0.72	0.4	0.35
720	1	0	4.3e-06	0	0	0.43	0.36	0.72	0.4	0.35
721	0	0	0	1	3	0	0.036	0.16	0	0
722	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
723	0	3.6e-05	0.99	0.0075	2	0.43	0.44	1	0.37	0.35
724	0	0	1	0	2	0.43	0.44	1	0.37	0.35
725	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
726	0	0	1	0	2	0.43	0.44	1	0.37	0.35
727	1	0	1.2e-05	0	0	0.43	0.36	0.72	0.4	0.35
728	1	0	0.0016	0	0	0.43	0.36	0.72	0.4	0.35
729	0.0023	1	0	0	1	0.14	0.071	0.16	0.082	0.069
730	1	0	1.5e-05	0	0	0.43	0.36	0.72	0.4	0.35
731	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
732	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
733	0	0	0	1	3	0	0.036	0.16	0	0
734	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
735	1	0	0.00034	0	0	0.43	0.36	0.72	0.4	0.35
736	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
737	0.98	0	0.024	0	0	0.43	0.36	0.72	0.4	0.35
738	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
739	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
740	0.99	0	0.01	0	0	0.43	0.36	0.72	0.4	0.35
741	0	0	1	0	2	0.43	0.44	1	0.37	0.35
742	0	0	0	1	3	0	0.036	0.16	0	0
743	0	0	1	0	2	0.43	0.44	1	0.37	0.35
744	1	0.00083	0	0	0	0.43	0.36	0.72	0.4	0.35
745	1	0	3.3e-05	0	0	0.43	0.36	0.72	0.4	0.35
746	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
747	0	0	0	1	3	0	0.036	0.16	0	0
748	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
749	1	0	0.00069	0	0	0.43	0.36	0.72	0.4	0.35
750	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
751	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
752	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
753	0	0	0.32	0.68	3	0	0.036	0.16	0	0
754	0.89	0	0.11	0	0	0.43	0.36	0.72	0.4	0.35
755	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
756	0.87	0	0.13	0	0	0.43	0.36	0.72	0.4	0.35
757	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
758	0	0	0	1	3	0	0.036	0.16	0	0
759	1	0	0	0.00024	0	0.43	0.36	0.72	0.4	0.35
760	1	0	3.5e-05	0	0	0.43	0.36	0.72	0.4	0.35
761	0.9	0	0.1	0	0	0.43	0.36	0.72	0.4	0.35
762	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
763	0	0	1	0	2	0.43	0.44	1	0.37	0.35
764	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
765	0.011	0	0.99	0	2	0.43	0.44	1	0.37	0.35
766	0.0056	0	0.99	0	2	0.43	0.44	1	0.37	0.35
767	0.0049	0	1	0	2	0.43	0.44	1	0.37	0.35
768	1	0	0.00045	0	0	0.43	0.36	0.72	0.4	0.35
769	0.98	0	0.021	0	0	0.43	0.36	0.72	0.4	0.35
770	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
771	1	0	2.9e-06	0	0	0.43	0.36	0.72	0.4	0.35
772	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
773	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
774	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
775	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
776	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
777	1	0	0.00038	0	0	0.43	0.36	0.72	0.4	0.35
778	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
779	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
780	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
781	1	0	2.7e-05	0	0	0.43	0.36	0.72	0.4	0.35
782	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
783	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
784	0.83	0	0.17	0	0	0.43	0.36	0.72	0.4	0.35
785	0.96	0	0.039	0	0	0.43	0.36	0.72	0.4	0.35
786	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
787	0.97	0	0.035	0	0	0.43	0.36	0.72	0.4	0.35
788	0	0	1	0	2	0.43	0.44	1	0.37	0.35
789	1	0	2.1e-06	0	0	0.43	0.36	0.72	0.4	0.35
790	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
791	1	0	9.7e-05	0	0	0.43	0.36	0.72	0.4	0.35
792	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
793	0.048	0.95	0	0	1	0.14	0.071	0.16	0.082	0.069
794	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
795	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
796	1	0	8.5e-05	0	0	0.43	0.36	0.72	0.4	0.35
797	0.4	0	0.6	0	2	0.43	0.44	1	0.37	0.35
798	1	0	9e-05	0	0	0.43	0.36	0.72	0.4	0.35
799	1	0	6.4e-06	0	0	0.43	0.36	0.72	0.4	0.35
800	0.99	0	0.01	0	0	0.43	0.36	0.72	0.4	0.35
801	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
802	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
803	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
804	0.65	0	0.35	0	0	0.43	0.36	0.72	0.4	0.35
805	0.028	0	0.97	0	2	0.43	0.44	1	0.37	0.35
806	0.48	0	0.52	0	2	0.43	0.44	1	0.37	0.35
807	0	0	1	0	2	0.43	0.44	1	0.37	0.35
808	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
809	0.32	0	0.68	0	2	0.43	0.44	1	0.37	0.35
810	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
811	1	0	8.2e-05	0	0	0.43	0.36	0.72	0.4	0.35
812	0	0	0	1	3	0	0.036	0.16	0	0
813	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
814	1	0	2.8e-05	0	0	0.43	0.36	0.72	0.4	0.35
815	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
816	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
817	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
818	1	0	3.7e-06	0	0	0.43	0.36	0.72	0.4	0.35
819	0	0	0	1	3	0	0.036	0.16	0	0
820	0.89	0	0.11	0	0	0.43	0.36	0.72	0.4	0.35
821	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
822	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
823	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
824	0.9	0	0.099	0	0	0.43	0.36	0.72	0.4	0.35
825	0.03	0	0.97	0	2	0.43	0.44	1	0.37	0.35
826	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
827	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
828	1	0	3.3e-05	0	0	0.43	0.36	0.72	0.4	0.35
829	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
830	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
831	0.99	0	0.0052	0	0	0.43	0.36	0.72	0.4	0.35
832	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
833	0	0	1	0	2	0.43	0.44	1	0.37	0.35
834	0.23	0	0.77	0	2	0.43	0.44	1	0.37	0.35
835	0	0	0	1	3	0	0.036	0.16	0	0
836	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
837	0.98	0	0.022	0	0	0.43	0.36	0.72	0.4	0.35
838	1	0	0.00032	0	0	0.43	0.36	0.72	0.4	0.35
839	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
840	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
841	0	0	1	0	2	0.43	0.44	1	0.37	0.35
842	0	0	0	1	3	0	0.036	0.16	0	0
843	0.94	0	0.062	0	0	0.43	0.36	0.72	0.4	0.35
844	0	0.28	0.72	0	2	0.43	0.44	1	0.37	0.35
845	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
846	0.92	0	0.082	0	0	0.43	0.36	0.72	0.4	0.35
847	0.98	6.2e-05	0.021	0	0	0.43	0.36	0.72	0.4	0.35
