SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0.14
204	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0.14
206	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.14	0.48	0	0
207	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.11	0.12	0	0
208	0.0028	0	0	0	0	0	0	0	0	0	0.17	0.0016	0	0	0	0	0	0	0.83	0	18	0.41	0.071	0.16	0.16	0.31
209	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.041	0.034
210	0.044	0	0	0	0	0	0	0	0	0	0.96	3.9e-06	0	0	0	0	0	0	3.6e-06	0	10	0.41	0.44	1	0.4	0.31
211	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0.093	0	0
212	0.53	0	0	0	0	0	0	0	0.0006	0	0.21	0.18	0	0	0	0	0.081	0	0	0	0	0.43	0.4	0.81	0.37	0.35
213	0.82	0	0.16	0	0	0	0	0	0.00072	0	0.0017	0.0041	0	0	0	0	0.018	0	0	2.9e-06	0	0.43	0.4	0.81	0.37	0.35
214	2.5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.6e-06	16	0.41	0.32	0.72	0.4	0.31
215	0.71	0	0	0	0	0	0	0	0	0	0.29	0.0013	0	0	0	0	0	0	0	0	0	0.43	0.4	0.81	0.37	0.35
216	0	0	0	0	1	0	0	0.00021	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0.093	0	0
217	0	0	0	0	0	0	0	0	0	0	0.97	0.029	0	0	0	0	0	0	0	0	10	0.41	0.44	1	0.4	0.31
218	0.1	0	0.0038	0	0	0	0	0	0.00012	0	2.5e-05	0	0	0	0	0	0.89	0	0	0.0012	16	0.41	0.32	0.72	0.4	0.31
219	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
220	0.23	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0.77	0	18	0.41	0.071	0.16	0.16	0.31
221	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.11	0.12	0	0
222	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.43	0.52	1	0.37	0.35
223	0.34	0	0	0	0	0	0	0	2.7e-05	0	0.34	0.24	0	0	0	0	0.084	0	0	0	10	0.41	0.44	1	0.4	0.31
224	0.48	0	0	0	0	0	0	0	0.00033	0	0.019	0.011	0	0	0	0	0.49	0	0	0	16	0.41	0.32	0.72	0.4	0.31
225	0.11	0	0	0	0	0	0	0	0	0	0.00024	4e-06	0	0	0	0	0.89	0	0	0	16	0.41	0.32	0.72	0.4	0.31
226	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0.43	0.4	0.81	0.37	0.35
227	3.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
228	0.77	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0.23	0	0	0	0	0.43	0.4	0.81	0.37	0.35
229	0.33	0	0	0	0	0	0	0	0.009	0	0.00043	0.00035	0	0	0	0	0.66	0	0	0	16	0.41	0.32	0.72	0.4	0.31
230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.41	0.071	0.16	0.16	0.31
231	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.43	0.52	1	0.37	0.35
232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.41	0.25	0.72	0.37	0.31
233	0.24	0	0.019	0	0	0	0	0	0.65	0	0.0014	0.00031	0	0	0	0	0.094	0	0	0	8	0.41	0.44	0.72	0.6	0.61
234	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
235	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	2	0.8	0.44	0.88	0.72	0.62
236	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.43	0.52	1	0.37	0.35
237	5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
238	0.056	0	0	0	0	0	0	0	3.7e-05	0	0.00033	2.2e-05	0	0	0	0	0.94	0	0	0	16	0.41	0.32	0.72	0.4	0.31
239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.091	0	0	0.041	0
240	0.00014	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
241	1.1e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0	0	0.077	16	0.41	0.32	0.72	0.4	0.31
242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0	0	0.91	19	0.41	0.25	0.72	0.37	0.31
243	4.7e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0	0	0.13	16	0.41	0.32	0.72	0.4	0.31
244	0.55	0	0	0	0	0	0	0	0	0	0.0013	3.9e-05	0	0	0	0	0.45	0	0	0.0011	0	0.43	0.4	0.81	0.37	0.35
245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0	0	0.49	16	0.41	0.32	0.72	0.4	0.31
246	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0.32	16	0.41	0.32	0.72	0.4	0.31
247	6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0	0	0.11	16	0.41	0.32	0.72	0.4	0.31
248	0.034	0	5.3e-06	0	0	0	0	0	0.013	0	5.7e-06	1.5e-06	0	0	0	0	0.95	0	0	0	16	0.41	0.32	0.72	0.4	0.31
249	0.0064	0	0	0	0	0	0	0	0	0	0.95	0.041	0	0	0	0	0	0	3.6e-06	0	10	0.41	0.44	1	0.4	0.31
250	3.1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
251	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	18	0.41	0.071	0.16	0.16	0.31
252	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	1	0	18	0.41	0.071	0.16	0.16	0.31
253	0	0	0	0.86	0	0	0	0	0	0	0	0	0.037	0	0.099	0	0	0	0	0	3	0.41	0.32	0.72	0.041	0.034
254	0	0	0	0	0	0	0	0	0	0	0.16	0.84	0	0	0	0	0	0	0	0	11	0.43	0.52	1	0.37	0.35
255	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0.69	0	0	0.0045	16	0.41	0.32	0.72	0.4	0.31
256	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
258	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
260	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
261	0.74	0	0	0	0	0	0	0	0	0	0.0091	0.00015	0	0	0	0	0.25	0	0	0.00014	0	0.43	0.4	0.81	0.37	0.35
262	0.09	0	0	0	0	0	0	0	0.0005	0	0.1	0.027	0	0	0	0	0.75	0	0	0.029	16	0.41	0.32	0.72	0.4	0.31
263	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0.43	0.4	0.81	0.37	0.35
264	0.027	0	0	0	0	0	0	0	0	0	1.5e-05	0	0	0	0	0	0.95	0	0	0.021	16	0.41	0.32	0.72	0.4	0.31
265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.41	0.071	0.16	0.16	0.31
266	0.00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	0.26	16	0.41	0.32	0.72	0.4	0.31
267	0.12	0	0	0	0	0	0	0	0.082	0	0.027	0.0055	0	0	0	0	0.77	0	0	0.0021	16	0.41	0.32	0.72	0.4	0.31
268	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.8	0.44	0.88	0.72	0.62
269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.091	0	0	0.041	0
270	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	16	0.41	0.32	0.72	0.4	0.31
271	0.0011	0	0	0	0	0	0	0	0	0.99	0	0	0.0077	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
272	0.99	0	0	0	0	0	0	0	0	0	0.0073	0.0045	0	0	0	0	0.0026	0	0	0	0	0.43	0.4	0.81	0.37	0.35
273	0	0	0	0	0	0	1	0	3.4e-06	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.29	0.24
274	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.4	0.81	0.37	0.35
275	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
276	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.43	0.52	1	0.37	0.35
277	0.016	0	0	0	0	0	0	0	2.3e-06	0	2.6e-06	0	0	0	0	0	0.98	0	0	0	16	0.41	0.32	0.72	0.4	0.31
278	0.13	0	0	0	0	0	0	0	6.1e-05	0	0.0073	0.0012	0	0	0	0	0.86	0	0	0	16	0.41	0.32	0.72	0.4	0.31
279	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
280	0.68	0	0	0	0	0	0	0	0	0	3.3e-06	0	0	0	0	0	0.32	0	0	0	0	0.43	0.4	0.81	0.37	0.35
281	0.68	0	0	0	0	0	0	0	0	0	9.2e-05	2.2e-06	0	0	0	0	0.32	0	0	0	0	0.43	0.4	0.81	0.37	0.35
282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.091	0	0	0.041	0
283	0.91	0	0	0	0	0	0	0	7.3e-05	0	0.013	0.059	0	0	0	0	0.015	0	0	2.6e-06	0	0.43	0.4	0.81	0.37	0.35
284	0.42	0	0	0	0	0	0	0	6.9e-06	0	0.25	0.042	0	0	0	0	0.27	0	0	0.017	0	0.43	0.4	0.81	0.37	0.35
285	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.43	0.52	1	0.37	0.35
286	1	0	0	0	0	0	0	0	0	0	9.8e-05	8.8e-05	0	0	0	0	0.0016	0	0	0	0	0.43	0.4	0.81	0.37	0.35
287	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0.56	0	0	0	0	0	14	0.091	0	0	0.041	0
288	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0.98	0	0	0	0	0	14	0.091	0	0	0.041	0
289	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	16	0.41	0.32	0.72	0.4	0.31
290	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	16	0.41	0.32	0.72	0.4	0.31
291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.41	0.071	0.16	0.16	0.31
292	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.4	0.81	0.37	0.35
293	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
294	0	0	0	0.0016	0	0	0	0	0	0	0	0.00032	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
296	0.86	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0.0024	0	0	0	0	0.43	0.4	0.81	0.37	0.35
297	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	16	0.41	0.32	0.72	0.4	0.31
298	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7.7e-06	0	0	0	6	0	0	0	0.29	0.24
299	0.89	0	0.11	0	0	0	0	0	0	0	0.0019	0.0017	0	0	0	0	0.0015	0	0	0	0	0.43	0.4	0.81	0.37	0.35
300	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0	16	0.41	0.32	0.72	0.4	0.31
301	0.0034	0	0	0	0	0	0	0	0	0	3.8e-06	0	0	0	0	0	0.53	0	0	0.47	16	0.41	0.32	0.72	0.4	0.31
302	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
304	0.00016	0	2.3e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
305	0.078	0	8.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0	0	0	16	0.41	0.32	0.72	0.4	0.31
306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.053	16	0.41	0.32	0.72	0.4	0.31
307	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.29	0.24
308	0.21	0	0	0	0	0	0	0	2.8e-06	0	0.018	0.00038	0	0	0	0	0.66	0	0	0.1	16	0.41	0.32	0.72	0.4	0.31
309	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
310	0.0093	0	0	0	0	0	0	0	0	0	0.98	0.0039	0	0	0	0	0.0022	0	0	6.4e-06	10	0.41	0.44	1	0.4	0.31
311	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	16	0.41	0.32	0.72	0.4	0.31
312	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	16	0.41	0.32	0.72	0.4	0.31
313	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
314	0.00049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
315	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0.0014	16	0.41	0.32	0.72	0.4	0.31
316	0	0	0	5.2e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
317	0.092	0	0	0	0	0	0	0	1.5e-06	0	0.0033	0.00028	0	0	0	0	0.9	0	0	0	16	0.41	0.32	0.72	0.4	0.31
318	0.0056	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0.92	0	0	0.065	16	0.41	0.32	0.72	0.4	0.31
319	0.00022	0	0	0	0	0	0	0	1.4e-06	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
320	6.4e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
322	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.11	0.12	0	0
323	0	9.7e-06	0	0	0.85	0	0	0.14	0	0.0063	0	0	0	0	0	0	0	0	0	0	4	0	0	0.093	0	0
324	0.0016	0	0	0	0	0	0	0	0	0	4.8e-05	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
325	0	0	0	0.0011	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.11	0.12	0	0
326	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
327	0.045	0	0	0	0	0	0	0	3.3e-06	0	7e-06	1.4e-06	0	0	0	0	0.96	0	0	0	16	0.41	0.32	0.72	0.4	0.31
328	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.29	0.24
329	0.3	0	0	0	0	0	0	0	0	0	2.9e-05	3.7e-06	0	0	0	0	0.7	0	0	0.0048	16	0.41	0.32	0.72	0.4	0.31
330	0.065	0	0.0058	0	0	0	0	0	0.011	0	0.0024	0.00087	0	0	0	0	0.92	0	0	2.2e-06	16	0.41	0.32	0.72	0.4	0.31
331	0.12	0	2.8e-05	0	0	0	0	0	0.0057	0	0.019	0.0065	0	0	0	0	0.81	0	0	0.035	16	0.41	0.32	0.72	0.4	0.31
332	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.085	16	0.41	0.32	0.72	0.4	0.31
333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.11	0.12	0	0
334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0.14
335	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0.016	16	0.41	0.32	0.72	0.4	0.31
336	8.2e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
337	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	16	0.41	0.32	0.72	0.4	0.31
338	0.2	0	0.0012	0	0	0	0	0	0.011	0	0.38	0.34	0	0	0	0	0.064	0	0	0.0018	10	0.41	0.44	1	0.4	0.31
339	0.082	0	0	0	0	0	0	0	0.0014	0	0.015	0.0014	0	0	0	0	0.88	0	0	0.024	16	0.41	0.32	0.72	0.4	0.31
340	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.41	0.11	0.12	0	0
341	2.3e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.41	0.32	0.72	0.4	0.31
342	0.15	0	1.4e-05	0	0	0	0	0	0.00017	0	0.0068	0.0018	0	0	0	0	0.84	0	0	0	16	0.41	0.32	0.72	0.4	0.31
343	0.044	0	0	0	0	0	0	0	0	0	0.01	0.00018	0	0	0	0	0.79	0	0	0.16	16	0.41	0.32	0.72	0.4	0.31
344	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
345	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0.027	16	0.41	0.32	0.72	0.4	0.31
346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.091	0	0	0.041	0
347	0.022	0	0	0	0	0	0	0	0	0	4e-06	0	0	0	0	0	0.76	0	0	0.21	16	0.41	0.32	0.72	0.4	0.31
348	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
349	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82	0	0	0.18	16	0.41	0.32	0.72	0.4	0.31
351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.41	0.071	0.16	0.16	0.31
352	1.5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0.74	19	0.41	0.25	0.72	0.37	0.31
353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.29	0.24
354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.41	0.25	0.72	0.37	0.31
355	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0.41	0.44	0.72	0.6	0.61
356	0	0	0	0.35	0	0.058	0	0	0	0	0	0	0.6	0	0	0	0	0	5.3e-06	0	12	0.41	0.11	0.12	0	0
357	0.027	0	4.8e-05	0	0	0	0	0	0	0	0.32	0.57	0	0	0	0	0.074	0	0	0.0055	11	0.43	0.52	1	0.37	0.35
358	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0.41	0.44	0.72	0.6	0.61
359	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
360	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
361	4.8e-06	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.00044	0	0	2.6e-05	8	0.41	0.44	0.72	0.6	0.61
362	1e-05	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.001	0	0	7.1e-05	8	0.41	0.44	0.72	0.6	0.61
363	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.4e-06	0	0	0	8	0.41	0.44	0.72	0.6	0.61
364	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0	0	0.19	16	0.41	0.32	0.72	0.4	0.31
365	0.034	0	0	0	0	0	0	0	0.73	0	2e-05	2.4e-05	0	0	0	0	0.21	0	1.9e-05	0.031	8	0.41	0.44	0.72	0.6	0.61
366	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
367	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	0	0	0.021	16	0.41	0.32	0.72	0.4	0.31
368	0	0.51	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	1	0	0.14	0.48	0	0
369	0.38	0	0.00029	0	0	0	0	0	4.6e-05	0	0.043	0.01	0	0	0	0	0.5	0	0	0.061	16	0.41	0.32	0.72	0.4	0.31
370	0.2	0	0.15	0	0	0	0	0	0	0	0.35	0.082	0	0	0	0	0.2	0	0	0.0068	10	0.41	0.44	1	0.4	0.31
371	0.066	0	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0.21	0	0	0.032	8	0.41	0.44	0.72	0.6	0.61
372	0.81	0	0	0	0	0	0	0	0	0	0.15	0.034	0	0	0	0	0.011	0	0	3.9e-05	0	0.43	0.4	0.81	0.37	0.35
373	0.01	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0.7	0	0	0.29	16	0.41	0.32	0.72	0.4	0.31
374	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.071	0.062	0	0
375	0.29	0	0.00069	0	0	0	0	0	0.00054	0	0.048	0.022	0	0	0	0	0.6	0	0	0.038	16	0.41	0.32	0.72	0.4	0.31
376	0.29	0	6.4e-06	0	0	0	0	0	0	0	0.044	0.0038	0	0	0	0	0.66	0	0	0.0032	16	0.41	0.32	0.72	0.4	0.31
377	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.14	0.48	0	0
378	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.14	0.48	0	0
379	0.61	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0.35	0	0	0.03	0	0.43	0.4	0.81	0.37	0.35
380	0.073	0	0	0	0	0	0	0	0	0	3.6e-06	0	0	0	0	0	0.9	0	0	0.028	16	0.41	0.32	0.72	0.4	0.31
381	0.13	0	0	0	0	0	0	0	0	0	2.3e-05	0	0	0	0	0	0.86	0	0	0.015	16	0.41	0.32	0.72	0.4	0.31
382	0.96	0	0	0	0	0	0	0	0	0	0.0011	0.00043	0	0	0	0	0.039	0	0	3.1e-05	0	0.43	0.4	0.81	0.37	0.35
383	0.045	0	0	0	0	0	0	0	0	0	0.017	0.0029	0	0	0	0	0.21	0	0	0.72	19	0.41	0.25	0.72	0.37	0.31
384	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0.46	0	0	0	0	0	6	0	0	0	0.29	0.24
385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.41	0.25	0.72	0.37	0.31
386	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.29	0.24
387	2.1e-06	0	0	0	0	0	0	0	0	0	0.0085	0.21	0	0	0	0	0.78	0	0	0	16	0.41	0.32	0.72	0.4	0.31
388	0.029	0	0	0	0	0	0	0	0.27	0	3.3e-06	0	0	0	0	0	0.69	0	0	0.017	16	0.41	0.32	0.72	0.4	0.31
389	0	0	0	0	0	0	0	0	0	0	0.032	0.97	0	0	0	0	0	0	0	0	11	0.43	0.52	1	0.37	0.35
390	0.038	0	0.00016	0	0	0	0	0	0	0	0.11	0.43	0	0	0	0	0.42	0	0	0	11	0.43	0.52	1	0.37	0.35
391	6.8e-06	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0013	0	0	3.7e-05	8	0.41	0.44	0.72	0.6	0.61
392	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.43	0.52	1	0.37	0.35
393	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
394	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0.41	0.44	0.72	0.6	0.61
395	0	0	6e-06	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0.41	0.44	0.72	0.6	0.61
396	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.41	0.071	0.16	0.16	0.31
398	0.048	0	0	0	0	0	0	0	0	0	0.00025	1.1e-06	0	0	0	0	0.77	0	0	0.18	16	0.41	0.32	0.72	0.4	0.31
399	2.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0.63	19	0.41	0.25	0.72	0.37	0.31
400	8.4e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0.72	19	0.41	0.25	0.72	0.37	0.31
401	0.12	0	0	0	0	0	0	0	0	0	0.88	0.00034	0	0	0	0	0	0	0	0	10	0.41	0.44	1	0.4	0.31
402	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.046	0.14	0.72	0.041	0.31
403	0.61	0	0	0	0	0	0	0	0	0	0.0089	0.00033	0	0	0	0	0.35	0	0	0.023	0	0.43	0.4	0.81	0.37	0.35
