SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
433	1	0	0	0	0.091	0.071	0.19	0.041	0.034
434	0	0	1	2	0.41	0.36	0.72	0.43	0.35
435	0	0.12	0.88	2	0.41	0.36	0.72	0.43	0.35
436	0	0.65	0.35	1	0.45	0.36	0.81	0.37	0.31
437	0	0.41	0.59	2	0.41	0.36	0.72	0.43	0.35
438	0	0.93	0.073	1	0.45	0.36	0.81	0.37	0.31
439	0	0	1	2	0.41	0.36	0.72	0.43	0.35
440	0	0.019	0.98	2	0.41	0.36	0.72	0.43	0.35
441	0	0.98	0.023	1	0.45	0.36	0.81	0.37	0.31
442	0	0.18	0.82	2	0.41	0.36	0.72	0.43	0.35
443	0	0.66	0.34	1	0.45	0.36	0.81	0.37	0.31
444	0	0.88	0.12	1	0.45	0.36	0.81	0.37	0.31
445	1	0	0	0	0.091	0.071	0.19	0.041	0.034
446	1	0	0	0	0.091	0.071	0.19	0.041	0.034
447	0	0.6	0.4	1	0.45	0.36	0.81	0.37	0.31
448	0	1	0.00027	1	0.45	0.36	0.81	0.37	0.31
449	0	1	0	1	0.45	0.36	0.81	0.37	0.31
450	1	0	0	0	0.091	0.071	0.19	0.041	0.034
451	0	0.92	0.084	1	0.45	0.36	0.81	0.37	0.31
452	0	0.45	0.55	2	0.41	0.36	0.72	0.43	0.35
453	0	0.76	0.24	1	0.45	0.36	0.81	0.37	0.31
454	0	0.00067	1	2	0.41	0.36	0.72	0.43	0.35
455	1	0	0	0	0.091	0.071	0.19	0.041	0.034
456	0	1	0	1	0.45	0.36	0.81	0.37	0.31
457	1	0	0	0	0.091	0.071	0.19	0.041	0.034
458	0	0.098	0.9	2	0.41	0.36	0.72	0.43	0.35
459	1	0	0	0	0.091	0.071	0.19	0.041	0.034
460	1	0	0	0	0.091	0.071	0.19	0.041	0.034
461	0	0	1	2	0.41	0.36	0.72	0.43	0.35
462	0	1	0	1	0.45	0.36	0.81	0.37	0.31
463	1	0	0	0	0.091	0.071	0.19	0.041	0.034
464	1	0	0	0	0.091	0.071	0.19	0.041	0.034
465	1	0	0	0	0.091	0.071	0.19	0.041	0.034
466	0	0.022	0.98	2	0.41	0.36	0.72	0.43	0.35
467	0	0.29	0.71	2	0.41	0.36	0.72	0.43	0.35
468	1	0	0	0	0.091	0.071	0.19	0.041	0.034
469	1	0	0	0	0.091	0.071	0.19	0.041	0.034
470	0	0.01	0.99	2	0.41	0.36	0.72	0.43	0.35
471	0	0.78	0.22	1	0.45	0.36	0.81	0.37	0.31
472	0	0.91	0.093	1	0.45	0.36	0.81	0.37	0.31
473	0	0.0002	1	2	0.41	0.36	0.72	0.43	0.35
474	1	0	0	0	0.091	0.071	0.19	0.041	0.034
475	1	0	0	0	0.091	0.071	0.19	0.041	0.034
476	1	0	0	0	0.091	0.071	0.19	0.041	0.034
477	0	0.05	0.95	2	0.41	0.36	0.72	0.43	0.35
478	0	0.55	0.45	1	0.45	0.36	0.81	0.37	0.31
479	0	0.076	0.92	2	0.41	0.36	0.72	0.43	0.35
480	0	0.99	0.0078	1	0.45	0.36	0.81	0.37	0.31
481	0	0.15	0.85	2	0.41	0.36	0.72	0.43	0.35
482	0	0.5	0.5	2	0.41	0.36	0.72	0.43	0.35
483	1	0	0	0	0.091	0.071	0.19	0.041	0.034
484	0	0	1	2	0.41	0.36	0.72	0.43	0.35
485	0	0.26	0.74	2	0.41	0.36	0.72	0.43	0.35
486	0	0.5	0.5	1	0.45	0.36	0.81	0.37	0.31
487	0	0.27	0.73	2	0.41	0.36	0.72	0.43	0.35
488	1	0	0	0	0.091	0.071	0.19	0.041	0.034
489	0	0	1	2	0.41	0.36	0.72	0.43	0.35
490	0	1.2e-05	1	2	0.41	0.36	0.72	0.43	0.35
491	0	0.0042	1	2	0.41	0.36	0.72	0.43	0.35
492	0	0	1	2	0.41	0.36	0.72	0.43	0.35
493	0	0.0067	0.99	2	0.41	0.36	0.72	0.43	0.35
494	0	0	1	2	0.41	0.36	0.72	0.43	0.35
495	0	0.89	0.11	1	0.45	0.36	0.81	0.37	0.31
496	1	0	0	0	0.091	0.071	0.19	0.041	0.034
497	0	1	0	1	0.45	0.36	0.81	0.37	0.31
498	0	0.35	0.65	2	0.41	0.36	0.72	0.43	0.35
499	0	1	0	1	0.45	0.36	0.81	0.37	0.31
500	0	1	0	1	0.45	0.36	0.81	0.37	0.31
501	0	0.0001	1	2	0.41	0.36	0.72	0.43	0.35
502	0	0.00012	1	2	0.41	0.36	0.72	0.43	0.35
503	0	0	1	2	0.41	0.36	0.72	0.43	0.35
504	0	1	0	1	0.45	0.36	0.81	0.37	0.31
505	0	0.71	0.29	1	0.45	0.36	0.81	0.37	0.31
506	1	0	0	0	0.091	0.071	0.19	0.041	0.034
507	1	0	0	0	0.091	0.071	0.19	0.041	0.034
508	1	0	0	0	0.091	0.071	0.19	0.041	0.034
509	0	0.0017	1	2	0.41	0.36	0.72	0.43	0.35
510	1	0	0	0	0.091	0.071	0.19	0.041	0.034
511	0	0.028	0.97	2	0.41	0.36	0.72	0.43	0.35
512	1	0	0	0	0.091	0.071	0.19	0.041	0.034
513	0	0.17	0.83	2	0.41	0.36	0.72	0.43	0.35
514	1	0	0	0	0.091	0.071	0.19	0.041	0.034
515	1	0	0	0	0.091	0.071	0.19	0.041	0.034
516	0	0.63	0.37	1	0.45	0.36	0.81	0.37	0.31
517	0	0.1	0.9	2	0.41	0.36	0.72	0.43	0.35
518	1	0	0	0	0.091	0.071	0.19	0.041	0.034
519	0	0.98	0.02	1	0.45	0.36	0.81	0.37	0.31
520	1	0	0	0	0.091	0.071	0.19	0.041	0.034
521	1	0	0	0	0.091	0.071	0.19	0.041	0.034
522	0	1	0	1	0.45	0.36	0.81	0.37	0.31
523	0	0.084	0.92	2	0.41	0.36	0.72	0.43	0.35
524	1	0	0	0	0.091	0.071	0.19	0.041	0.034
525	1	0	0	0	0.091	0.071	0.19	0.041	0.034
526	1	0	0	0	0.091	0.071	0.19	0.041	0.034
527	1	0	0	0	0.091	0.071	0.19	0.041	0.034
528	0	0	1	2	0.41	0.36	0.72	0.43	0.35
529	0	1	0.0011	1	0.45	0.36	0.81	0.37	0.31
530	1	0	0	0	0.091	0.071	0.19	0.041	0.034
531	1	0	0	0	0.091	0.071	0.19	0.041	0.034
532	1	0	0	0	0.091	0.071	0.19	0.041	0.034
533	0	0.16	0.84	2	0.41	0.36	0.72	0.43	0.35
534	1	0	0	0	0.091	0.071	0.19	0.041	0.034
535	0	0.0004	1	2	0.41	0.36	0.72	0.43	0.35
536	1	0	0	0	0.091	0.071	0.19	0.041	0.034
537	0	0.02	0.98	2	0.41	0.36	0.72	0.43	0.35
538	0	1	0	1	0.45	0.36	0.81	0.37	0.31
539	0	0.29	0.71	2	0.41	0.36	0.72	0.43	0.35
540	0	0.0021	1	2	0.41	0.36	0.72	0.43	0.35
541	0	1	0.0011	1	0.45	0.36	0.81	0.37	0.31
542	0	1	5.3e-06	1	0.45	0.36	0.81	0.37	0.31
543	0	0.099	0.9	2	0.41	0.36	0.72	0.43	0.35
544	0.63	0	0.37	0	0.091	0.071	0.19	0.041	0.034
545	0	0.0027	1	2	0.41	0.36	0.72	0.43	0.35
546	0	1	0.0025	1	0.45	0.36	0.81	0.37	0.31
547	0	0.14	0.86	2	0.41	0.36	0.72	0.43	0.35
548	0	0.3	0.7	2	0.41	0.36	0.72	0.43	0.35
549	0	0.99	0.0054	1	0.45	0.36	0.81	0.37	0.31
550	0	0.0004	1	2	0.41	0.36	0.72	0.43	0.35
551	0	0.15	0.85	2	0.41	0.36	0.72	0.43	0.35
552	0	1	0	1	0.45	0.36	0.81	0.37	0.31
553	1	0	0	0	0.091	0.071	0.19	0.041	0.034
554	1	0	0	0	0.091	0.071	0.19	0.041	0.034
555	0	1	0	1	0.45	0.36	0.81	0.37	0.31
556	0	1	0.00014	1	0.45	0.36	0.81	0.37	0.31
557	0	0.00025	1	2	0.41	0.36	0.72	0.43	0.35
558	1	0	0	0	0.091	0.071	0.19	0.041	0.034
559	1	0	0	0	0.091	0.071	0.19	0.041	0.034
560	0	0.011	0.99	2	0.41	0.36	0.72	0.43	0.35
561	1	0	0	0	0.091	0.071	0.19	0.041	0.034
562	0	1	0	1	0.45	0.36	0.81	0.37	0.31
563	1	0	0	0	0.091	0.071	0.19	0.041	0.034
564	0	1	0	1	0.45	0.36	0.81	0.37	0.31
565	1	0	0	0	0.091	0.071	0.19	0.041	0.034
566	0	4.3e-05	1	2	0.41	0.36	0.72	0.43	0.35
567	1	0	0	0	0.091	0.071	0.19	0.041	0.034
568	0	0.88	0.12	1	0.45	0.36	0.81	0.37	0.31
569	1	0	0	0	0.091	0.071	0.19	0.041	0.034
570	1	0	0	0	0.091	0.071	0.19	0.041	0.034
571	0	0.91	0.088	1	0.45	0.36	0.81	0.37	0.31
572	1	0	0	0	0.091	0.071	0.19	0.041	0.034
573	0	0.99	0.0072	1	0.45	0.36	0.81	0.37	0.31
574	0	0.023	0.98	2	0.41	0.36	0.72	0.43	0.35
575	1	0	0	0	0.091	0.071	0.19	0.041	0.034
576	0	0.95	0.045	1	0.45	0.36	0.81	0.37	0.31
577	2.3e-06	1	0	1	0.45	0.36	0.81	0.37	0.31
578	0	0.41	0.59	2	0.41	0.36	0.72	0.43	0.35
579	0	0.083	0.92	2	0.41	0.36	0.72	0.43	0.35
580	1	0	0	0	0.091	0.071	0.19	0.041	0.034
581	0	0.44	0.56	2	0.41	0.36	0.72	0.43	0.35
582	0	0.81	0.19	1	0.45	0.36	0.81	0.37	0.31
583	0	0.0018	1	2	0.41	0.36	0.72	0.43	0.35
584	1	0	0	0	0.091	0.071	0.19	0.041	0.034
585	0	0.043	0.96	2	0.41	0.36	0.72	0.43	0.35
586	0	0	1	2	0.41	0.36	0.72	0.43	0.35
587	1	0	0	0	0.091	0.071	0.19	0.041	0.034
588	0	0.88	0.12	1	0.45	0.36	0.81	0.37	0.31
589	0	0.018	0.98	2	0.41	0.36	0.72	0.43	0.35
590	0	0.78	0.22	1	0.45	0.36	0.81	0.37	0.31
591	0	0.35	0.65	2	0.41	0.36	0.72	0.43	0.35
592	0	0.89	0.11	1	0.45	0.36	0.81	0.37	0.31
593	0	0.99	0.01	1	0.45	0.36	0.81	0.37	0.31
594	0	0	1	2	0.41	0.36	0.72	0.43	0.35
595	0	0.31	0.69	2	0.41	0.36	0.72	0.43	0.35
596	0	0.63	0.37	1	0.45	0.36	0.81	0.37	0.31
597	0	0	1	2	0.41	0.36	0.72	0.43	0.35
598	0	0.74	0.26	1	0.45	0.36	0.81	0.37	0.31
599	1	0	0	0	0.091	0.071	0.19	0.041	0.034
600	0	0.35	0.65	2	0.41	0.36	0.72	0.43	0.35
601	0	0.021	0.98	2	0.41	0.36	0.72	0.43	0.35
602	0	0.22	0.78	2	0.41	0.36	0.72	0.43	0.35
603	0	0.13	0.87	2	0.41	0.36	0.72	0.43	0.35
604	1	0	0	0	0.091	0.071	0.19	0.041	0.034
605	0	0.038	0.96	2	0.41	0.36	0.72	0.43	0.35
606	0	0.17	0.83	2	0.41	0.36	0.72	0.43	0.35
607	1	0	0	0	0.091	0.071	0.19	0.041	0.034
608	0	0.042	0.96	2	0.41	0.36	0.72	0.43	0.35
609	0	0.019	0.98	2	0.41	0.36	0.72	0.43	0.35
610	0	0.013	0.99	2	0.41	0.36	0.72	0.43	0.35
611	0	0.47	0.53	2	0.41	0.36	0.72	0.43	0.35
612	0	0.33	0.67	2	0.41	0.36	0.72	0.43	0.35
613	0	0.0021	1	2	0.41	0.36	0.72	0.43	0.35
614	0	0.73	0.27	1	0.45	0.36	0.81	0.37	0.31
615	0	0.2	0.8	2	0.41	0.36	0.72	0.43	0.35
616	0	0.17	0.83	2	0.41	0.36	0.72	0.43	0.35
617	1	0	0	0	0.091	0.071	0.19	0.041	0.034
618	0	0.13	0.87	2	0.41	0.36	0.72	0.43	0.35
619	1	0	0	0	0.091	0.071	0.19	0.041	0.034
620	0	0.016	0.98	2	0.41	0.36	0.72	0.43	0.35
621	0	0.072	0.93	2	0.41	0.36	0.72	0.43	0.35
622	1	0	0	0	0.091	0.071	0.19	0.041	0.034
623	1	0	0	0	0.091	0.071	0.19	0.041	0.034
624	0	0.88	0.12	1	0.45	0.36	0.81	0.37	0.31
625	0	0.002	1	2	0.41	0.36	0.72	0.43	0.35
626	0	0.93	0.071	1	0.45	0.36	0.81	0.37	0.31
627	0	0.91	0.089	1	0.45	0.36	0.81	0.37	0.31
628	1	0	0	0	0.091	0.071	0.19	0.041	0.034
629	0	0.65	0.35	1	0.45	0.36	0.81	0.37	0.31
630	1	0	0	0	0.091	0.071	0.19	0.041	0.034
631	0	0.32	0.68	2	0.41	0.36	0.72	0.43	0.35
632	0.99	0.0073	0	0	0.091	0.071	0.19	0.041	0.034
633	0	0.58	0.42	1	0.45	0.36	0.81	0.37	0.31
634	0	0.96	0.039	1	0.45	0.36	0.81	0.37	0.31
635	0	0.95	0.055	1	0.45	0.36	0.81	0.37	0.31
636	0	0	1	2	0.41	0.36	0.72	0.43	0.35
637	0	0.2	0.8	2	0.41	0.36	0.72	0.43	0.35
638	0	0.66	0.34	1	0.45	0.36	0.81	0.37	0.31
639	0	0.51	0.49	1	0.45	0.36	0.81	0.37	0.31
640	0	0.065	0.93	2	0.41	0.36	0.72	0.43	0.35
641	0	0.74	0.26	1	0.45	0.36	0.81	0.37	0.31
642	0	0.8	0.2	1	0.45	0.36	0.81	0.37	0.31
643	0	0.34	0.66	2	0.41	0.36	0.72	0.43	0.35
644	0	0.74	0.26	1	0.45	0.36	0.81	0.37	0.31
645	1	0	0	0	0.091	0.071	0.19	0.041	0.034
646	0	0.53	0.47	1	0.45	0.36	0.81	0.37	0.31
647	0	0.42	0.58	2	0.41	0.36	0.72	0.43	0.35
648	0	0.18	0.82	2	0.41	0.36	0.72	0.43	0.35
649	1	0	0	0	0.091	0.071	0.19	0.041	0.034
650	1	0	0	0	0.091	0.071	0.19	0.041	0.034
651	0	0.99	0.0091	1	0.45	0.36	0.81	0.37	0.31
652	1	0	0	0	0.091	0.071	0.19	0.041	0.034
653	0	0.77	0.23	1	0.45	0.36	0.81	0.37	0.31
654	0	0.93	0.067	1	0.45	0.36	0.81	0.37	0.31
655	0	0.13	0.87	2	0.41	0.36	0.72	0.43	0.35
656	1	0	0	0	0.091	0.071	0.19	0.041	0.034
657	1	0	0	0	0.091	0.071	0.19	0.041	0.034
658	1	0	0	0	0.091	0.071	0.19	0.041	0.034
659	1	0	0	0	0.091	0.071	0.19	0.041	0.034
660	1	0	0	0	0.091	0.071	0.19	0.041	0.034
661	0	0	1	2	0.41	0.36	0.72	0.43	0.35
662	0	0.00011	1	2	0.41	0.36	0.72	0.43	0.35
663	1	0	0	0	0.091	0.071	0.19	0.041	0.034
664	0	0.96	0.043	1	0.45	0.36	0.81	0.37	0.31
665	0	0.66	0.34	1	0.45	0.36	0.81	0.37	0.31
666	0	0.46	0.54	2	0.41	0.36	0.72	0.43	0.35
667	0	0.46	0.54	2	0.41	0.36	0.72	0.43	0.35
668	0	0.58	0.42	1	0.45	0.36	0.81	0.37	0.31
669	0	0.35	0.65	2	0.41	0.36	0.72	0.43	0.35
670	0	0.13	0.87	2	0.41	0.36	0.72	0.43	0.35
671	0	0.042	0.96	2	0.41	0.36	0.72	0.43	0.35
672	0	0.96	0.039	1	0.45	0.36	0.81	0.37	0.31
673	0	0.97	0.029	1	0.45	0.36	0.81	0.37	0.31
674	0	0.95	0.049	1	0.45	0.36	0.81	0.37	0.31
675	0	0.4	0.6	2	0.41	0.36	0.72	0.43	0.35
676	0	0.56	0.44	1	0.45	0.36	0.81	0.37	0.31
677	1	0	0	0	0.091	0.071	0.19	0.041	0.034
678	1	0	0	0	0.091	0.071	0.19	0.041	0.034
679	0	0.041	0.96	2	0.41	0.36	0.72	0.43	0.35
680	1	0	0	0	0.091	0.071	0.19	0.041	0.034
681	0	1	8.1e-06	1	0.45	0.36	0.81	0.37	0.31
682	0	1	0.00075	1	0.45	0.36	0.81	0.37	0.31
683	0	1	2e-05	1	0.45	0.36	0.81	0.37	0.31
684	0	1	0.00037	1	0.45	0.36	0.81	0.37	0.31
685	0	1	0.00013	1	0.45	0.36	0.81	0.37	0.31
686	0	0.0029	1	2	0.41	0.36	0.72	0.43	0.35
687	1	0	0	0	0.091	0.071	0.19	0.041	0.034
688	1	0	0	0	0.091	0.071	0.19	0.041	0.034
689	0	0.19	0.81	2	0.41	0.36	0.72	0.43	0.35
690	0	1	7.6e-05	1	0.45	0.36	0.81	0.37	0.31
691	0	0.048	0.95	2	0.41	0.36	0.72	0.43	0.35
692	1	0	2.1e-06	0	0.091	0.071	0.19	0.041	0.034
693	0	1.1e-06	1	2	0.41	0.36	0.72	0.43	0.35
694	0	0.96	0.038	1	0.45	0.36	0.81	0.37	0.31
695	0	1	1.1e-05	1	0.45	0.36	0.81	0.37	0.31
696	0	0.088	0.91	2	0.41	0.36	0.72	0.43	0.35
697	0	0.011	0.99	2	0.41	0.36	0.72	0.43	0.35
698	0	0	1	2	0.41	0.36	0.72	0.43	0.35
699	0	1	0.0047	1	0.45	0.36	0.81	0.37	0.31
700	0	0.0041	1	2	0.41	0.36	0.72	0.43	0.35
701	0	1	1.9e-05	1	0.45	0.36	0.81	0.37	0.31
702	1	0	0	0	0.091	0.071	0.19	0.041	0.034
703	1	0	0	0	0.091	0.071	0.19	0.041	0.034
704	0	0.68	0.32	1	0.45	0.36	0.81	0.37	0.31
705	0	1	0.0015	1	0.45	0.36	0.81	0.37	0.31
706	0	0.039	0.96	2	0.41	0.36	0.72	0.43	0.35
707	1	0	0	0	0.091	0.071	0.19	0.041	0.034
708	0	0.039	0.96	2	0.41	0.36	0.72	0.43	0.35
709	0	0.95	0.049	1	0.45	0.36	0.81	0.37	0.31
710	1	0	0	0	0.091	0.071	0.19	0.041	0.034
711	0	1	0	1	0.45	0.36	0.81	0.37	0.31
712	1	0	0	0	0.091	0.071	0.19	0.041	0.034
713	1	0	0	0	0.091	0.071	0.19	0.041	0.034
714	1	0	0	0	0.091	0.071	0.19	0.041	0.034
715	0	0.69	0.31	1	0.45	0.36	0.81	0.37	0.31
716	1	0	0	0	0.091	0.071	0.19	0.041	0.034
717	1	0.0028	0	0	0.091	0.071	0.19	0.041	0.034
718	0	0.3	0.7	2	0.41	0.36	0.72	0.43	0.35
719	0	0.84	0.16	1	0.45	0.36	0.81	0.37	0.31
720	0	0.051	0.95	2	0.41	0.36	0.72	0.43	0.35
721	0	1	0	1	0.45	0.36	0.81	0.37	0.31
722	0	0	1	2	0.41	0.36	0.72	0.43	0.35
723	0.91	0.089	0	0	0.091	0.071	0.19	0.041	0.034
724	1	0	0	0	0.091	0.071	0.19	0.041	0.034
725	1	0	0	0	0.091	0.071	0.19	0.041	0.034
726	0	0.96	0.04	1	0.45	0.36	0.81	0.37	0.31
727	0	0.14	0.86	2	0.41	0.36	0.72	0.43	0.35
728	0	0.78	0.22	1	0.45	0.36	0.81	0.37	0.31
729	0	0	1	2	0.41	0.36	0.72	0.43	0.35
730	0	0.42	0.58	2	0.41	0.36	0.72	0.43	0.35
731	1	1.4e-06	0	0	0.091	0.071	0.19	0.041	0.034
732	1	0	0	0	0.091	0.071	0.19	0.041	0.034
733	0	1	0	1	0.45	0.36	0.81	0.37	0.31
734	0	0.38	0.62	2	0.41	0.36	0.72	0.43	0.35
735	0	0.83	0.17	1	0.45	0.36	0.81	0.37	0.31
736	0	0	1	2	0.41	0.36	0.72	0.43	0.35
737	0	0.18	0.82	2	0.41	0.36	0.72	0.43	0.35
738	0	0.02	0.98	2	0.41	0.36	0.72	0.43	0.35
739	0	0.038	0.96	2	0.41	0.36	0.72	0.43	0.35
740	0	0.42	0.58	2	0.41	0.36	0.72	0.43	0.35
741	1	0	0	0	0.091	0.071	0.19	0.041	0.034
742	0	1	0	1	0.45	0.36	0.81	0.37	0.31
743	0	1	0	1	0.45	0.36	0.81	0.37	0.31
744	0	0	1	2	0.41	0.36	0.72	0.43	0.35
745	0	0.056	0.94	2	0.41	0.36	0.72	0.43	0.35
746	0	0.00021	1	2	0.41	0.36	0.72	0.43	0.35
747	0	1	0	1	0.45	0.36	0.81	0.37	0.31
748	0	0	1	2	0.41	0.36	0.72	0.43	0.35
749	0	0.51	0.49	1	0.45	0.36	0.81	0.37	0.31
750	0	0	1	2	0.41	0.36	0.72	0.43	0.35
751	1	0	0	0	0.091	0.071	0.19	0.041	0.034
752	1	0	0	0	0.091	0.071	0.19	0.041	0.034
753	0.85	0.15	0	0	0.091	0.071	0.19	0.041	0.034
754	0	0.87	0.13	1	0.45	0.36	0.81	0.37	0.31
755	0	0.67	0.33	1	0.45	0.36	0.81	0.37	0.31
756	0	0.88	0.12	1	0.45	0.36	0.81	0.37	0.31
757	0	0.029	0.97	2	0.41	0.36	0.72	0.43	0.35
758	0	1	0	1	0.45	0.36	0.81	0.37	0.31
759	0	0.1	0.9	2	0.41	0.36	0.72	0.43	0.35
760	0	0.49	0.51	2	0.41	0.36	0.72	0.43	0.35
761	0	0.99	0.012	1	0.45	0.36	0.81	0.37	0.31
762	1	0	0	0	0.091	0.071	0.19	0.041	0.034
763	1	0	0	0	0.091	0.071	0.19	0.041	0.034
764	0	0	1	2	0.41	0.36	0.72	0.43	0.35
765	0	0.028	0.97	2	0.41	0.36	0.72	0.43	0.35
766	0	0.17	0.83	2	0.41	0.36	0.72	0.43	0.35
767	0	1	0.00099	1	0.45	0.36	0.81	0.37	0.31
768	0	0.65	0.35	1	0.45	0.36	0.81	0.37	0.31
769	0	0.37	0.63	2	0.41	0.36	0.72	0.43	0.35
770	0	0	1	2	0.41	0.36	0.72	0.43	0.35
771	0	0.19	0.81	2	0.41	0.36	0.72	0.43	0.35
772	1	0	0	0	0.091	0.071	0.19	0.041	0.034
773	1	0	0	0	0.091	0.071	0.19	0.041	0.034
774	1	0	0	0	0.091	0.071	0.19	0.041	0.034
775	0	0.0007	1	2	0.41	0.36	0.72	0.43	0.35
776	0	0.0084	0.99	2	0.41	0.36	0.72	0.43	0.35
777	0	0.78	0.22	1	0.45	0.36	0.81	0.37	0.31
778	0	0.4	0.6	2	0.41	0.36	0.72	0.43	0.35
779	1	0	0	0	0.091	0.071	0.19	0.041	0.034
780	0	0.16	0.84	2	0.41	0.36	0.72	0.43	0.35
781	0	0.81	0.19	1	0.45	0.36	0.81	0.37	0.31
782	0	0.28	0.72	2	0.41	0.36	0.72	0.43	0.35
783	0	0.18	0.82	2	0.41	0.36	0.72	0.43	0.35
784	0	0.99	0.014	1	0.45	0.36	0.81	0.37	0.31
785	0	0.98	0.018	1	0.45	0.36	0.81	0.37	0.31
786	1	0	0	0	0.091	0.071	0.19	0.041	0.034
787	0	0.83	0.17	1	0.45	0.36	0.81	0.37	0.31
788	1	0	0	0	0.091	0.071	0.19	0.041	0.034
789	0	0.2	0.8	2	0.41	0.36	0.72	0.43	0.35
790	0.08	0.92	0	1	0.45	0.36	0.81	0.37	0.31
791	0	0.08	0.92	2	0.41	0.36	0.72	0.43	0.35
792	1	0	0	0	0.091	0.071	0.19	0.041	0.034
793	0	0	1	2	0.41	0.36	0.72	0.43	0.35
794	0	0.17	0.83	2	0.41	0.36	0.72	0.43	0.35
795	1	0	0	0	0.091	0.071	0.19	0.041	0.034
796	0	0.87	0.13	1	0.45	0.36	0.81	0.37	0.31
797	0	0.54	0.46	1	0.45	0.36	0.81	0.37	0.31
798	0	0.89	0.11	1	0.45	0.36	0.81	0.37	0.31
799	0	0.93	0.07	1	0.45	0.36	0.81	0.37	0.31
800	0	0.33	0.67	2	0.41	0.36	0.72	0.43	0.35
801	1	0	0	0	0.091	0.071	0.19	0.041	0.034
802	1	0	0	0	0.091	0.071	0.19	0.041	0.034
803	1	0	0	0	0.091	0.071	0.19	0.041	0.034
804	0	0.23	0.77	2	0.41	0.36	0.72	0.43	0.35
805	0	1	0.0027	1	0.45	0.36	0.81	0.37	0.31
806	0	0.73	0.27	1	0.45	0.36	0.81	0.37	0.31
807	1	0	0	0	0.091	0.071	0.19	0.041	0.034
808	0	0.027	0.97	2	0.41	0.36	0.72	0.43	0.35
809	0	0.86	0.14	1	0.45	0.36	0.81	0.37	0.31
810	1	0	0	0	0.091	0.071	0.19	0.041	0.034
811	0	0.05	0.95	2	0.41	0.36	0.72	0.43	0.35
812	1	0	0	0	0.091	0.071	0.19	0.041	0.034
813	1	0	0	0	0.091	0.071	0.19	0.041	0.034
814	0	0.27	0.73	2	0.41	0.36	0.72	0.43	0.35
815	1	0	0	0	0.091	0.071	0.19	0.041	0.034
816	0	0.4	0.6	2	0.41	0.36	0.72	0.43	0.35
817	0	0.65	0.35	1	0.45	0.36	0.81	0.37	0.31
818	0	0.063	0.94	2	0.41	0.36	0.72	0.43	0.35
819	1	0	0	0	0.091	0.071	0.19	0.041	0.034
820	0	0.42	0.58	2	0.41	0.36	0.72	0.43	0.35
821	1	0	0	0	0.091	0.071	0.19	0.041	0.034
822	1	0	0	0	0.091	0.071	0.19	0.041	0.034
823	0	0.98	0.016	1	0.45	0.36	0.81	0.37	0.31
824	0	0.94	0.062	1	0.45	0.36	0.81	0.37	0.31
825	0	0.99	0.0068	1	0.45	0.36	0.81	0.37	0.31
826	0	1	0	1	0.45	0.36	0.81	0.37	0.31
827	1	0	0	0	0.091	0.071	0.19	0.041	0.034
828	0	0.27	0.73	2	0.41	0.36	0.72	0.43	0.35
829	1	0	0	0	0.091	0.071	0.19	0.041	0.034
830	0	0.019	0.98	2	0.41	0.36	0.72	0.43	0.35
831	0	0.47	0.53	2	0.41	0.36	0.72	0.43	0.35
832	0	1	0	1	0.45	0.36	0.81	0.37	0.31
833	1	5e-05	0	0	0.091	0.071	0.19	0.041	0.034
834	0	1	0.0026	1	0.45	0.36	0.81	0.37	0.31
835	0	1	0	1	0.45	0.36	0.81	0.37	0.31
836	0	1	0	1	0.45	0.36	0.81	0.37	0.31
837	0	0.38	0.62	2	0.41	0.36	0.72	0.43	0.35
838	0	0.87	0.13	1	0.45	0.36	0.81	0.37	0.31
839	1	0	0	0	0.091	0.071	0.19	0.041	0.034
840	0	0.79	0.21	1	0.45	0.36	0.81	0.37	0.31
841	1	3e-05	0	0	0.091	0.071	0.19	0.041	0.034
842	0	1	0	1	0.45	0.36	0.81	0.37	0.31
843	0	0.74	0.26	1	0.45	0.36	0.81	0.37	0.31
844	0	1	0	1	0.45	0.36	0.81	0.37	0.31
845	0	1	0	1	0.45	0.36	0.81	0.37	0.31
846	0	0.49	0.51	2	0.41	0.36	0.72	0.43	0.35
847	0.0011	0.89	0.11	1	0.45	0.36	0.81	0.37	0.31
848	0	0.064	0.94	2	0.41	0.36	0.72	0.43	0.35
849	1	0	0	0	0.091	0.071	0.19	0.041	0.034
850	0	0.049	0.95	2	0.41	0.36	0.72	0.43	0.35
851	0	0.29	0.71	2	0.41	0.36	0.72	0.43	0.35
852	0	0.95	0.047	1	0.45	0.36	0.81	0.37	0.31
853	0	0.0051	0.99	2	0.41	0.36	0.72	0.43	0.35
854	1	0	0	0	0.091	0.071	0.19	0.041	0.034
855	0	0.57	0.43	1	0.45	0.36	0.81	0.37	0.31
856	0	0.47	0.53	2	0.41	0.36	0.72	0.43	0.35
857	0	0.55	0.45	1	0.45	0.36	0.81	0.37	0.31
858	0	0	1	2	0.41	0.36	0.72	0.43	0.35
859	1	0	0	0	0.091	0.071	0.19	0.041	0.034
860	0	0.47	0.53	2	0.41	0.36	0.72	0.43	0.35
861	0	0.76	0.24	1	0.45	0.36	0.81	0.37	0.31
862	0	0.24	0.76	2	0.41	0.36	0.72	0.43	0.35
