SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
274	0	0	0	0	0.36	0	0	0	0	0.64	0	9	0.51	0.4	0.75	0.4	0.44
275	0.5	0	0	0.5	0	0	0	0	0.0088	0.00017	0	3	0.41	0.32	0.72	0.37	0.31
276	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
277	0.49	0	0	0.49	0	0	0	0	0.02	0.0033	0	3	0.41	0.32	0.72	0.37	0.31
278	0.31	0	0.0055	0.31	0	0	0	0	0.36	0.02	0	8	0.41	0.4	0.81	0.37	0.31
279	0	0	0	0	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
280	0.14	0	1.5e-06	0.14	0	0	0	0	0.59	0.12	0	8	0.41	0.4	0.81	0.37	0.31
281	0.13	0	1.8e-05	0.13	0	0	0	0	0.59	0.15	0	8	0.41	0.4	0.81	0.37	0.31
282	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
283	0.011	0	0.039	0.011	0	0	0	0	0.8	0.14	0	8	0.41	0.4	0.81	0.37	0.31
284	0.18	0	0.14	0.18	0	0	0	0	0.48	0.02	0	8	0.41	0.4	0.81	0.37	0.31
285	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
286	0.00019	0	8e-05	0.00019	0	0	0	0	1	0.00024	0	8	0.41	0.4	0.81	0.37	0.31
287	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
288	0	0	0	0	0	1	0	0	0	4.3e-05	0	5	0.14	0.036	0	0.041	0
289	0.49	0	0	0.49	0	0	0	0	0.022	0.00077	0	3	0.41	0.32	0.72	0.37	0.31
290	0.48	0	0	0.48	0	0	0	0	0.033	2.4e-05	0	3	0.41	0.32	0.72	0.37	0.31
291	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
292	0	0	0	0	1	0	0	0	0	0.0025	0	4	0.091	0.11	0.28	0.041	0.034
293	0	0	0	0	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
294	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
295	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
296	0.027	0	0	0.027	0	0	0	0	0.94	0.0058	0	8	0.41	0.4	0.81	0.37	0.31
297	0.49	0	0	0.49	0	0	0	0	0.017	0.00013	0	3	0.41	0.32	0.72	0.37	0.31
298	1.3e-05	0	0	1.3e-05	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
299	0.035	0	0.021	0.035	0	0	0	0	0.91	0.0029	0	8	0.41	0.4	0.81	0.37	0.31
300	0.49	0	0	0.49	0	0	0	0	0.022	7.5e-06	0	3	0.41	0.32	0.72	0.37	0.31
301	0.5	0	0	0.5	0	0	0	0	0.0032	0.0034	0	3	0.41	0.32	0.72	0.37	0.31
302	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
303	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
304	0.5	0	0	0.5	0	0	0	0	0.0001	0.00016	0	3	0.41	0.32	0.72	0.37	0.31
305	0.5	0	0	0.5	0	0	0	0	0.0037	0	0	3	0.41	0.32	0.72	0.37	0.31
306	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
307	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
308	0.41	0	0.0023	0.41	0	0	0	0	0.13	0.036	0	3	0.41	0.32	0.72	0.37	0.31
309	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
310	0.0042	0	0.71	0.0042	0	0	0	0	0.28	4e-06	0	2	0.41	0.48	1	0.37	0.31
311	0.49	0	0	0.49	0	0	0	0	0.02	0.0002	0	3	0.41	0.32	0.72	0.37	0.31
312	0.5	0	0	0.5	0	0	0	0	0.00098	0.00092	0	3	0.41	0.32	0.72	0.37	0.31
313	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
314	0.5	0	0	0.5	0	0	0	0	0.0014	1.1e-06	0	3	0.41	0.32	0.72	0.37	0.31
315	0.49	0	0	0.49	0	0	0	0	0.016	0.0033	0	3	0.41	0.32	0.72	0.37	0.31
316	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
317	0.37	0	0.002	0.37	0	0	0	0	0.25	0.00068	0	3	0.41	0.32	0.72	0.37	0.31
318	0.44	0	0.00021	0.44	0	0	0	0	0.12	0	0	3	0.41	0.32	0.72	0.37	0.31
319	0.5	0	0	0.5	0	0	0	0	0.00057	0.0013	0	3	0.41	0.32	0.72	0.37	0.31
320	0.5	0	0	0.5	0	0	0	0	0.00029	0	0	3	0.41	0.32	0.72	0.37	0.31
321	0.5	0	0	0.5	0	0	0	0	4.9e-06	0	0	3	0.41	0.32	0.72	0.37	0.31
322	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
323	0	5.8e-06	0	0	1.4e-05	0	0	0	0	0	1	10	0	0.071	0.22	0	0
324	0.48	0	9.8e-06	0.48	0	0	0	0	0.04	0	0	3	0.41	0.32	0.72	0.37	0.31
325	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
326	0.5	0	0	0.5	0	0	0	0	0.00059	8.2e-06	0	3	0.41	0.32	0.72	0.37	0.31
327	0.45	0	6e-06	0.45	0	0	0	0	0.088	0.0062	0	3	0.41	0.32	0.72	0.37	0.31
328	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
329	0.39	0	6.2e-06	0.39	0	0	0	0	0.086	0.14	0	3	0.41	0.32	0.72	0.37	0.31
330	0.44	0	0.0013	0.44	0	0	0	0	0.065	0.052	0	3	0.41	0.32	0.72	0.37	0.31
331	0.41	0	0.01	0.41	0	0	0	0	0.14	0.033	0	3	0.41	0.32	0.72	0.37	0.31
332	0.5	0	0	0.5	0	0	0	0	0.0071	3.9e-05	0	3	0.41	0.32	0.72	0.37	0.31
333	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
334	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.031	0	0.1
335	0.5	0	0	0.5	0	0	0	0	0.00071	0	0	3	0.41	0.32	0.72	0.37	0.31
336	0.5	0	0	0.5	0	0	0	0	8.8e-05	0	0	3	0.41	0.32	0.72	0.37	0.31
337	0.48	0	0	0.48	0	0	0	0	0.042	0.00079	0	3	0.41	0.32	0.72	0.37	0.31
338	0.084	0	0.53	0.084	0	0	0	0	0.21	0.089	0	2	0.41	0.48	1	0.37	0.31
339	0.42	0	0.0056	0.42	0	0	0	0	0.14	0.014	0	3	0.41	0.32	0.72	0.37	0.31
340	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
341	0.5	0	0	0.5	0	0	0	0	3.4e-06	0	0	3	0.41	0.32	0.72	0.37	0.31
342	0.41	0	0.0042	0.41	0	0	0	0	0.14	0.038	0	3	0.41	0.32	0.72	0.37	0.31
343	0.46	0	0.0018	0.46	0	0	0	0	0.074	0.0019	0	3	0.41	0.32	0.72	0.37	0.31
344	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
345	0.5	0	0	0.5	0	0	0	0	0.00044	0	0	3	0.41	0.32	0.72	0.37	0.31
346	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
347	0.49	0	0	0.49	0	0	0	0	0.019	0.0068	0	3	0.41	0.32	0.72	0.37	0.31
348	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
349	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
350	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
351	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
352	0.5	0	0	0.5	0	0	0	0	9e-05	1.8e-06	0	3	0.41	0.32	0.72	0.37	0.31
353	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
354	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
355	2e-05	0	9.7e-06	2e-05	0	0	0	0	0.00022	1	0	9	0.51	0.4	0.75	0.4	0.44
356	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
357	0.18	0	0.51	0.18	0	0	0	0	0.1	0.034	0	2	0.41	0.48	1	0.37	0.31
358	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
359	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
360	0	0	0	0	0	0.96	0	0	0	0	0.039	5	0.14	0.036	0	0.041	0
361	0.027	0	0	0.027	0	0	0	0	7.2e-06	0.95	0	9	0.51	0.4	0.75	0.4	0.44
362	0.094	0	0	0.094	0	0	0	0	0.00024	0.81	0	9	0.51	0.4	0.75	0.4	0.44
363	0.047	0	0	0.047	0	0	0	0	0.0034	0.9	0	9	0.51	0.4	0.75	0.4	0.44
364	0.07	0	0	0.07	0	0	0	0	0.0031	0.86	0	9	0.51	0.4	0.75	0.4	0.44
365	0.2	0	2.6e-05	0.2	0	0	0	0	0.015	0.58	0	9	0.51	0.4	0.75	0.4	0.44
366	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
367	0.26	0	0	0.26	0	0	0	0	0.0086	0.48	0	9	0.51	0.4	0.75	0.4	0.44
368	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
369	0.17	0	0.015	0.17	0	0	0	0	0.16	0.48	0	9	0.51	0.4	0.75	0.4	0.44
370	0.084	0	0.33	0.084	0	0	0	0	0.5	0.0048	0	8	0.41	0.4	0.81	0.37	0.31
371	0.026	0	0	0.026	0	0	0	0	0.0011	0.95	0	9	0.51	0.4	0.75	0.4	0.44
372	0.0021	0	0.025	0.0021	0	0	0	0	0.11	0.86	0	9	0.51	0.4	0.75	0.4	0.44
373	0.29	0	4.7e-05	0.29	0	0	0	0	0.096	0.32	0	9	0.51	0.4	0.75	0.4	0.44
374	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
375	0.21	0	0.031	0.21	0	0	0	0	0.22	0.33	0	9	0.51	0.4	0.75	0.4	0.44
376	0.072	0	0.01	0.072	0	0	0	0	0.43	0.42	0	8	0.41	0.4	0.81	0.37	0.31
377	0	0	0	0	5e-06	0	0	0	0	0	1	10	0	0.071	0.22	0	0
378	0	0	0	0	0.0016	0	0	0	0	0	1	10	0	0.071	0.22	0	0
379	0.3	0	5.6e-05	0.3	0	0	0	0	0.4	0	0	8	0.41	0.4	0.81	0.37	0.31
380	0.46	0	0	0.46	0	0	0	0	0.07	0	0	3	0.41	0.32	0.72	0.37	0.31
381	0.43	0	0	0.43	0	0	0	0	0.15	0	0	3	0.41	0.32	0.72	0.37	0.31
382	0.074	0	0.0015	0.074	0	0	0	0	0.85	0.0017	0	8	0.41	0.4	0.81	0.37	0.31
383	0.49	0	0.0029	0.49	0	0	0	0	0.02	0.00032	0	3	0.41	0.32	0.72	0.37	0.31
384	0	0	0	0	0	0.007	0	0.99	0	0	0	7	0	0	0	0.29	0.21
385	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
386	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
387	0.5	0	7.3e-05	0.5	0	0	0	0	1.1e-05	0	0	3	0.41	0.32	0.72	0.37	0.31
388	0.37	0	0	0.37	0	0	0	0	0.0093	0.26	0	3	0.41	0.32	0.72	0.37	0.31
389	0	0	1	0	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
390	0.33	0	0.22	0.33	0	0	0	0	0.11	0.0023	0	3	0.41	0.32	0.72	0.37	0.31
391	0.17	0	0	0.17	0	0	0	0	0.0037	0.66	0	9	0.51	0.4	0.75	0.4	0.44
392	0.00031	0	1	0.00031	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
393	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
394	0.00052	0	0.00015	0.00052	0	0	0	0	0.0033	1	0	9	0.51	0.4	0.75	0.4	0.44
395	0.092	0	0.0023	0.092	0	0	0	0	0.045	0.77	0	9	0.51	0.4	0.75	0.4	0.44
396	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
397	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
398	0.42	0	4.6e-05	0.42	0	0	0	0	0.16	1.2e-05	0	3	0.41	0.32	0.72	0.37	0.31
399	0.5	0	0	0.5	0	0	0	0	2.4e-05	0	0	3	0.41	0.32	0.72	0.37	0.31
400	0.5	0	0	0.5	0	0	0	0	2.1e-05	6.1e-06	0	3	0.41	0.32	0.72	0.37	0.31
401	0	0	0.098	0	0	0	0	0	0.9	0	0	8	0.41	0.4	0.81	0.37	0.31
402	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
403	0.19	0	0.0021	0.19	0	0	0	0	0.41	0.2	0	8	0.41	0.4	0.81	0.37	0.31
404	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
405	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
406	0.5	0	0	0.5	0	0	0	0	0.0024	4.2e-05	0	3	0.41	0.32	0.72	0.37	0.31
407	0.33	0	0	0.33	0	0	0	0	0.35	1e-06	0	8	0.41	0.4	0.81	0.37	0.31
408	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
409	0.5	0	0	0.5	0	0	0	0	0.0038	0.002	0	3	0.41	0.32	0.72	0.37	0.31
410	0.5	0	0	0.5	0	0	0	0	3.2e-05	0.0023	0	3	0.41	0.32	0.72	0.37	0.31
411	0.14	0	0.029	0.14	0	0	0	0	0.7	0.0014	0	8	0.41	0.4	0.81	0.37	0.31
412	0	0	0	0	1	0	0.00098	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
413	0	0	0	0	2.6e-05	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
414	0	0	0	0	0	0	0	0	1	0	8.4e-05	8	0.41	0.4	0.81	0.37	0.31
415	0.49	0	0	0.49	0	0	0	0	0.014	0	0	3	0.41	0.32	0.72	0.37	0.31
416	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
417	0	0	1	0	0.00052	0	0	0	0	0	0.0018	2	0.41	0.48	1	0.37	0.31
418	0	0.037	0	0	0	0	0	0	0	0	0.96	10	0	0.071	0.22	0	0
419	0.057	0	3.4e-05	0.057	0	0	0	0	0.89	0	0	8	0.41	0.4	0.81	0.37	0.31
420	0.49	0	0	0.49	0	0	0	0	0.021	3.7e-05	0	3	0.41	0.32	0.72	0.37	0.31
421	0.31	0	0.00079	0.31	0	0	0	0	0.38	0.00053	0	8	0.41	0.4	0.81	0.37	0.31
422	0.089	0	0.022	0.089	0	0	0	0	0.8	0.00052	0	8	0.41	0.4	0.81	0.37	0.31
423	0.5	0	0	0.5	0	0	0	0	0.00033	0	0	3	0.41	0.32	0.72	0.37	0.31
424	0.5	0	0	0.5	0	0	0	0	0.00029	0.0004	0	3	0.41	0.32	0.72	0.37	0.31
425	0.45	0	0.00017	0.45	0	0	0	0	0.094	0.00085	0	3	0.41	0.32	0.72	0.37	0.31
426	0.017	0	0.036	0.017	0	0	0	0	0.14	0.79	0	9	0.51	0.4	0.75	0.4	0.44
427	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
428	0.33	0	0.0089	0.33	0	0	0	0	0.28	0.057	0	3	0.41	0.32	0.72	0.37	0.31
429	0.44	0	0	0.44	0	0	0	0	0.11	0.018	0	3	0.41	0.32	0.72	0.37	0.31
430	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
431	0.5	0	0	0.5	0	0	0	0	3.5e-05	0	0	3	0.41	0.32	0.72	0.37	0.31
432	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
433	0	0	1	0	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
434	0.5	0	0	0.5	0	0	0	0.0091	0	0	0	3	0.41	0.32	0.72	0.37	0.31
435	0.49	0	0	0.49	0	0	0	0	0.021	0.00033	0	3	0.41	0.32	0.72	0.37	0.31
436	0.12	0	0.00086	0.12	0	0	0	0	0.28	0.47	0	9	0.51	0.4	0.75	0.4	0.44
437	0.5	0	0	0.5	0	0	0	0	0.004	0.0001	0	3	0.41	0.32	0.72	0.37	0.31
438	0.41	0	0	0.41	0	0	0	0	0.17	0.002	0	3	0.41	0.32	0.72	0.37	0.31
439	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
440	0.39	0	3.7e-06	0.39	0	0	0	0	0.063	0.15	0	3	0.41	0.32	0.72	0.37	0.31
441	0.18	0	0.0086	0.18	0	0	0	0	0.63	0.002	0	8	0.41	0.4	0.81	0.37	0.31
442	0.5	0	0	0.5	0	0	0	0	1.8e-05	1.6e-06	0	3	0.41	0.32	0.72	0.37	0.31
443	0.47	0	2.6e-06	0.47	0	0	0	0	0.056	0.00071	0	3	0.41	0.32	0.72	0.37	0.31
444	0.13	0	0.14	0.13	0	0	0	0	0.57	0.019	0	8	0.41	0.4	0.81	0.37	0.31
445	0	0	0	0	0.85	0	0	0	0	0.15	0	4	0.091	0.11	0.28	0.041	0.034
446	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
447	0.34	0	1.6e-05	0.34	0	0	0	0	0.079	0.25	0	3	0.41	0.32	0.72	0.37	0.31
448	2e-06	0	0.95	2e-06	0	0	0	0	0.044	0.0012	0	2	0.41	0.48	1	0.37	0.31
449	0	0.0096	0	0	0	0	0	0	0.99	0	0.0031	8	0.41	0.4	0.81	0.37	0.31
450	0	0	1	0	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
451	0.15	0	0	0.15	0	0	0	0	0.69	0	0	8	0.41	0.4	0.81	0.37	0.31
452	0.15	0	0.0025	0.15	0	0	0	0	0.13	0.57	0	9	0.51	0.4	0.75	0.4	0.44
453	0.043	0	2.7e-05	0.043	0	0	0	0	0.77	0.14	0	8	0.41	0.4	0.81	0.37	0.31
454	0.42	0	0	0.42	0	0	0	0	0.13	0.033	0	3	0.41	0.32	0.72	0.37	0.31
455	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
456	0	0	1	0	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
457	0	0	0	0	0.032	0	0	0	0	0	0.97	10	0	0.071	0.22	0	0
458	0.38	0	1.8e-05	0.38	0	0	0	0	0.11	0.13	0	3	0.41	0.32	0.72	0.37	0.31
459	0	0	0	0	1.8e-05	0	1	0	0	0	0	6	0.41	0.36	0.75	0.07	0.077
460	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
461	0.5	0	0	0.5	0	0	0	0	0.00028	0.0036	0	3	0.41	0.32	0.72	0.37	0.31
462	0	0	1	0	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
463	0	0	0	0	0.66	0	0.34	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
464	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
465	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
466	0.32	0	0	0.32	0	0	0	0	0.046	0.31	0	3	0.41	0.32	0.72	0.37	0.31
467	0.065	0	0.02	0.065	0	0	0	0	0.38	0.47	0	9	0.51	0.4	0.75	0.4	0.44
468	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
469	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.031	0	0.1
470	0.5	0	0	0.5	0	0	0	0	1e-05	0	0	3	0.41	0.32	0.72	0.37	0.31
471	0.18	0	0.29	0.18	0	0	6.6e-06	0	0.33	0.0086	0	8	0.41	0.4	0.81	0.37	0.31
472	0.074	0	0.0016	0.074	0	0	0	0	0.85	0.0023	0	8	0.41	0.4	0.81	0.37	0.31
473	0.5	0	0	0.5	0	0	0	0	2.8e-06	2.5e-06	0	3	0.41	0.32	0.72	0.37	0.31
474	0	0	0	0	0.00042	0	0	0	0	0	1	10	0	0.071	0.22	0	0
475	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
476	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
477	0.42	0	0	0.42	0	0	0	0	0.02	0.13	0	3	0.41	0.32	0.72	0.37	0.31
478	0.37	0	0.0011	0.37	0	0	0	0	0.16	0.092	0	3	0.41	0.32	0.72	0.37	0.31
479	0.5	0	0	0.5	0	0	0	0	0.00052	0	0	3	0.41	0.32	0.72	0.37	0.31
480	0.00056	0	0.87	0.00056	0	0	0	0	0.13	7.4e-06	0	2	0.41	0.48	1	0.37	0.31
481	0.22	0	0.0047	0.22	0	0	0	0	0.5	0.045	0	8	0.41	0.4	0.81	0.37	0.31
482	0.061	0	0.32	0.061	0	0	0	0	0.53	0.027	0	8	0.41	0.4	0.81	0.37	0.31
483	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
484	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
485	0.017	0	0.063	0.017	0	0	0	0	0.85	0.051	0	8	0.41	0.4	0.81	0.37	0.31
486	0.00014	0	1	0.00014	0	0	0	0	0.0012	0	0	2	0.41	0.48	1	0.37	0.31
487	0.5	0	0	0.5	0	0	0	0	0.0077	3.4e-05	0	3	0.41	0.32	0.72	0.37	0.31
488	0	0	0	0	0	9.2e-06	0	0	0	0	1	10	0	0.071	0.22	0	0
489	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
490	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
491	0.064	0	0	0.064	0	0	0	0	0.023	0.85	0	9	0.51	0.4	0.75	0.4	0.44
492	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
493	0.071	0	0	0.071	0	0	0	0	0.085	0.77	0	9	0.51	0.4	0.75	0.4	0.44
494	0.34	0	0	0.34	0	0	0	0	0	0.33	0	3	0.41	0.32	0.72	0.37	0.31
495	0.45	0	2.3e-05	0.45	0	0	0	0	0.11	0.00022	0	3	0.41	0.32	0.72	0.37	0.31
496	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
497	0	0	1	0	0	0	0	0	4.8e-05	0	0	2	0.41	0.48	1	0.37	0.31
498	0.22	0	0.15	0.22	0	0	0	0	0.37	0.039	0	8	0.41	0.4	0.81	0.37	0.31
499	0	0	1	0	0	0	0	0	0.00067	0	0	2	0.41	0.48	1	0.37	0.31
500	0	0	0.094	0	0	0	0	0	0.91	0	0	8	0.41	0.4	0.81	0.37	0.31
501	0.066	0	0	0.066	0	0	0	0	0.00041	0.87	0	9	0.51	0.4	0.75	0.4	0.44
502	0.5	0	0	0.5	0	0	0	0	3.4e-05	0.00013	0	3	0.41	0.32	0.72	0.37	0.31
503	0	0	1	0	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
504	0	0	0.97	0	0	0	0	0	0.03	0	0	2	0.41	0.48	1	0.37	0.31
505	0.048	0	0.015	0.048	0	0	0	0	0.87	0.021	0	8	0.41	0.4	0.81	0.37	0.31
506	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
507	0	0	0	0	6e-05	0	0	0	0	0	1	10	0	0.071	0.22	0	0
508	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
509	0.49	0	0	0.49	0	0	0	0	0.00012	0.01	0	3	0.41	0.32	0.72	0.37	0.31
510	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
511	0.5	0	0	0.5	0	0	0	0	0.00057	2.1e-05	0	3	0.41	0.32	0.72	0.37	0.31
512	0	0	0	0	0.024	0	0	0	0	0	0.98	10	0	0.071	0.22	0	0
513	0.46	0	0.00022	0.46	0	0	0	0	0.079	0.0042	0	3	0.41	0.32	0.72	0.37	0.31
514	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
515	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
516	0.22	0	0.041	0.22	0	0	0	0	0.44	0.085	0	8	0.41	0.4	0.81	0.37	0.31
517	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
518	0	0	0	0	0.0052	0	0	0	0	0	0.99	10	0	0.071	0.22	0	0
519	0.0002	0	0.77	0.0002	0	0	0	0	0.046	0.19	0	2	0.41	0.48	1	0.37	0.31
520	0	1	0	0	0	0	0	0	0	0	2.6e-05	1	0	0	0.031	0	0.1
521	0	0	0	0	0.0071	0	0	0	0	0	0.99	10	0	0.071	0.22	0	0
522	0	0	0.00022	0	0	0	0.0015	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
523	0.48	0	0	0.48	0	0	0	0	0.0088	0.025	0	3	0.41	0.32	0.72	0.37	0.31
524	0	0	0	0	0	0	1	0	0	0	0	6	0.41	0.36	0.75	0.07	0.077
525	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
526	0	0	0	0	0	1	0.0012	0	0	0	0	5	0.14	0.036	0	0.041	0
527	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
528	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
529	0.49	0	0	0.49	0	0	0	0	0.024	0	0	3	0.41	0.32	0.72	0.37	0.31
530	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
531	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
532	0	0	0	0	0.008	0	0	0	0	0	0.99	10	0	0.071	0.22	0	0
533	0.49	0	0	0.49	0	0	0	0	0.014	2.1e-06	0	3	0.41	0.32	0.72	0.37	0.31
534	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
535	0.48	0	0	0.48	0	0	0	0	5.2e-05	0.042	0	3	0.41	0.32	0.72	0.37	0.31
536	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
537	0.5	0	0	0.5	0	0	0	0	0.00044	0	0	3	0.41	0.32	0.72	0.37	0.31
538	0	0	0.00087	0	0	0	0	0	1	7.4e-06	0	8	0.41	0.4	0.81	0.37	0.31
539	0.5	0	0	0.5	0	0	0	0	0.0064	0	0	3	0.41	0.32	0.72	0.37	0.31
540	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
541	0.48	0	0	0.48	0	0	0	0	0.043	7e-06	0	3	0.41	0.32	0.72	0.37	0.31
542	0.5	0	0	0.5	0	0	0	0	0.005	0	0	3	0.41	0.32	0.72	0.37	0.31
543	0.5	0	0	0.5	0	0	0	0	7.1e-06	0	0	3	0.41	0.32	0.72	0.37	0.31
