SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0
170	0.062	0.057	0.062	0.11	0.042	0	0	0.062	0.00067	0.0054	0.13	0.062	0	0.062	0.13	0.13	0.062	0.0054	0	10	0.18
171	0.041	0.23	0.041	0.075	0.17	0	0	0.041	4.4e-06	0.0096	0.088	0.041	0	0.041	0.088	0.088	0.041	0.0096	0	1	0.14
172	0.06	0.073	0.06	0.11	0.054	0	0	0.06	0.00073	0.0058	0.13	0.06	1.7e-06	0.06	0.13	0.13	0.06	0.0058	1.7e-06	10	0.18
173	0.063	0.048	0.063	0.12	0.035	0	0	0.063	0.0004	0.0053	0.14	0.063	0	0.063	0.14	0.14	0.063	0.0053	0	10	0.18
174	0.06	0.072	0.06	0.11	0.053	0	0	0.06	0.0013	0.0056	0.13	0.06	7.1e-06	0.06	0.13	0.13	0.06	0.0056	7.1e-06	10	0.18
175	0.057	0.1	0.057	0.1	0.074	0	0	0.057	0.00024	0.0068	0.12	0.057	1.7e-06	0.057	0.12	0.12	0.057	0.0068	1.7e-06	10	0.18
176	0.058	0.083	0.058	0.11	0.061	0	0	0.058	9e-06	0.008	0.13	0.058	0	0.058	0.13	0.13	0.058	0.008	0	10	0.18
177	0.061	0.065	0.061	0.11	0.048	0	0	0.061	0.00014	0.0062	0.13	0.061	0	0.061	0.13	0.13	0.061	0.0062	0	10	0.18
178	0.063	0.045	0.063	0.12	0.033	0	0	0.063	0.00052	0.0051	0.14	0.063	0	0.063	0.14	0.14	0.063	0.0051	0	10	0.18
179	0.06	0.07	0.06	0.11	0.051	0	0	0.06	0.00056	0.0058	0.13	0.06	0	0.06	0.13	0.13	0.06	0.0058	0	10	0.18
180	0.061	0.068	0.061	0.11	0.05	0	0	0.061	0.00068	0.0057	0.13	0.061	0	0.061	0.13	0.13	0.061	0.0057	0	10	0.18
181	0.064	0.038	0.064	0.12	0.028	0	0	0.064	0.00015	0.0053	0.14	0.064	0	0.064	0.14	0.14	0.064	0.0053	0	10	0.18
182	0.062	0.059	0.062	0.11	0.044	0	0	0.062	0.001	0.0051	0.13	0.062	3.9e-06	0.062	0.13	0.13	0.062	0.0051	3.9e-06	10	0.18
183	0.069	0.0037	0.069	0.13	0.0027	0	0	0.069	0.0056	0.0018	0.15	0.069	0	0.069	0.15	0.15	0.069	0.0018	0	10	0.18
184	0.058	0.089	0.058	0.11	0.065	0	0	0.058	0.0001	0.0069	0.13	0.058	0	0.058	0.13	0.13	0.058	0.0069	0	10	0.18
185	0.052	0.14	0.052	0.096	0.1	0	0	0.052	9.2e-05	0.0077	0.11	0.052	3.5e-06	0.052	0.11	0.11	0.052	0.0077	3.5e-06	1	0.14
186	0.047	0.18	0.047	0.088	0.13	0	0	0.047	5.1e-05	0.0078	0.1	0.047	7.8e-05	0.047	0.1	0.1	0.047	0.0078	7.8e-05	1	0.14
187	0.06	0.07	0.06	0.11	0.052	0	0	0.06	0.0016	0.0051	0.13	0.06	8.5e-05	0.06	0.13	0.13	0.06	0.0051	8.5e-05	10	0.18
188	0.069	5.2e-06	0.069	0.13	3.8e-06	0	0	0.069	0.0044	3.4e-06	0.15	0.069	0	0.069	0.15	0.15	0.069	3.4e-06	0	10	0.18
189	0.069	0.00015	0.069	0.13	0.00011	5.1e-06	0	0.069	0.0056	4.6e-05	0.15	0.069	0	0.069	0.15	0.15	0.069	4.6e-05	0	10	0.18
190	0.06	0.07	0.06	0.11	0.052	0	0	0.06	0.001	0.0053	0.13	0.06	1.9e-05	0.06	0.13	0.13	0.06	0.0053	1.9e-05	10	0.18
191	0.064	0.037	0.064	0.12	0.027	0	0	0.064	0.00019	0.0049	0.14	0.064	0	0.064	0.14	0.14	0.064	0.0049	0	10	0.18
192	0.069	0.0046	0.069	0.13	0.0034	0	0	0.069	0.0012	0.0021	0.15	0.069	0	0.069	0.15	0.15	0.069	0.0021	0	10	0.18
193	0.069	0	0.069	0.13	0	0	0	0.069	0.0029	0	0.15	0.069	0	0.069	0.15	0.15	0.069	0	0	10	0.18
194	0.07	0	0.07	0.13	0	0	0	0.07	0.002	0	0.15	0.07	0	0.07	0.15	0.15	0.07	0	0	10	0.18
195	0.068	0.0022	0.068	0.13	0.0016	0	0	0.068	0.011	0.0013	0.15	0.068	0	0.068	0.15	0.15	0.068	0.0013	0	10	0.18
196	0.067	0.0015	0.067	0.13	0.0011	0	0	0.067	0.027	0.00092	0.15	0.067	0	0.067	0.15	0.15	0.067	0.00092	0	10	0.18
197	0.044	0.2	0.044	0.082	0.15	0	0	0.044	0	0.012	0.095	0.044	0	0.044	0.095	0.095	0.044	0.012	0	1	0.14
198	0.064	0.043	0.064	0.12	0.031	0	0	0.064	2.8e-05	0.0058	0.14	0.064	0	0.064	0.14	0.14	0.064	0.0058	0	10	0.18
199	0.066	0.021	0.066	0.12	0.015	0	0	0.066	0.0049	0.0023	0.14	0.066	2.3e-06	0.066	0.14	0.14	0.066	0.0023	2.3e-06	10	0.18
200	0.069	0.005	0.069	0.13	0.0037	0	0	0.069	0.00094	0.0022	0.15	0.069	0	0.069	0.15	0.15	0.069	0.0022	0	10	0.18
201	0.069	0.0018	0.069	0.13	0.0013	0	0	0.069	0.0085	0.00053	0.15	0.069	0	0.069	0.15	0.15	0.069	0.00053	0	10	0.18
202	0.025	0.32	0.025	0.046	0.23	0	0	0.025	8.5e-06	0.0071	0.053	0.025	0.04	0.025	0.053	0.053	0.025	0.0071	0.04	1	0.14
203	0.05	0.16	0.05	0.092	0.12	0	0	0.05	3.4e-05	0.008	0.11	0.05	6e-06	0.05	0.11	0.11	0.05	0.008	6e-06	1	0.14
204	0.056	0.1	0.056	0.1	0.074	0	0	0.056	6.6e-05	0.0071	0.12	0.056	0	0.056	0.12	0.12	0.056	0.0071	0	10	0.18
205	0.056	0.11	0.056	0.1	0.08	0	0	0.056	0.00032	0.0064	0.12	0.056	5.7e-05	0.056	0.12	0.12	0.056	0.0064	5.7e-05	10	0.18
206	0.069	0	0.069	0.13	0	7.9e-06	0	0.069	0.011	0	0.15	0.069	0	0.069	0.15	0.15	0.069	0	0	10	0.18
207	0.069	0	0.069	0.13	0	0	0	0.069	0.01	0	0.15	0.069	0	0.069	0.15	0.15	0.069	0	0	10	0.18
208	0.063	0.052	0.063	0.12	0.039	0	0	0.063	0.00094	0.0039	0.14	0.063	8.1e-06	0.063	0.14	0.14	0.063	0.0039	8.1e-06	10	0.18
209	0.063	0.051	0.063	0.12	0.037	0	0	0.063	0.0013	0.0038	0.14	0.063	1.5e-05	0.063	0.14	0.14	0.063	0.0038	1.5e-05	10	0.18
210	0.066	0.022	0.066	0.12	0.016	0	0	0.066	0.0041	0.0026	0.14	0.066	0	0.066	0.14	0.14	0.066	0.0026	0	10	0.18
211	0.066	0.027	0.066	0.12	0.02	0	0	0.066	0.0009	0.004	0.14	0.066	0	0.066	0.14	0.14	0.066	0.004	0	10	0.18
212	0.066	0.026	0.066	0.12	0.019	0	0	0.066	0.0043	0.0037	0.14	0.066	0	0.066	0.14	0.14	0.066	0.0037	0	10	0.18
213	0.039	0.24	0.039	0.072	0.18	0	0	0.039	5.9e-05	0.008	0.084	0.039	0.0017	0.039	0.084	0.084	0.039	0.008	0.0017	1	0.14
214	0.065	0.032	0.065	0.12	0.023	0	0	0.065	0.0049	0.0039	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0039	0	10	0.18
215	0.064	0.04	0.064	0.12	0.03	0	0	0.064	0.0038	0.0043	0.14	0.064	0	0.064	0.14	0.14	0.064	0.0043	0	10	0.18
216	0.061	0.064	0.061	0.11	0.047	0	0	0.061	0.0006	0.0056	0.13	0.061	0	0.061	0.13	0.13	0.061	0.0056	0	10	0.18
217	0.064	0.044	0.064	0.12	0.033	0	0	0.064	0.00089	0.0049	0.14	0.064	0	0.064	0.14	0.14	0.064	0.0049	0	10	0.18
218	0.052	0.13	0.052	0.097	0.099	0	0	0.052	8.7e-05	0.0077	0.11	0.052	2.2e-06	0.052	0.11	0.11	0.052	0.0077	2.2e-06	1	0.14
219	0	0	0	0	0	0	1	0	0	0	0	0	2.8e-06	0	0	0	0	0	2.8e-06	6	0
220	0.048	0.17	0.048	0.089	0.13	0	0	0.048	0.00012	0.0077	0.1	0.048	9.8e-05	0.048	0.1	0.1	0.048	0.0077	9.8e-05	1	0.14
221	0.058	0.085	0.058	0.11	0.062	0	0	0.058	4.1e-05	0.0073	0.13	0.058	0	0.058	0.13	0.13	0.058	0.0073	0	10	0.18
222	0.066	0.026	0.066	0.12	0.019	0	0	0.066	0.00018	0.0044	0.14	0.066	0	0.066	0.14	0.14	0.066	0.0044	0	10	0.18
223	0.042	0.22	0.042	0.078	0.16	0	0	0.042	0.00013	0.0077	0.091	0.042	0.0032	0.042	0.091	0.091	0.042	0.0077	0.0032	1	0.14
224	0.013	0.46	0.013	0.024	0.34	0	0	0.013	0	0.0082	0.028	0.013	2.7e-06	0.013	0.028	0.028	0.013	0.0082	2.7e-06	1	0.14
225	0.063	0.052	0.063	0.12	0.039	0	0	0.063	4.1e-05	0.0048	0.14	0.063	0	0.063	0.14	0.14	0.063	0.0048	0	10	0.18
226	0.067	0	0.067	0.12	0	0	0.036	0.067	0	0	0.15	0.067	0	0.067	0.15	0.15	0.067	0	0	10	0.18
227	0.056	0.11	0.056	0.1	0.078	0	0	0.056	0.00051	0.0065	0.12	0.056	2.5e-05	0.056	0.12	0.12	0.056	0.0065	2.5e-05	10	0.18
228	0.062	0.055	0.062	0.12	0.04	0	0	0.062	0.0019	0.0038	0.14	0.062	7.8e-05	0.062	0.14	0.14	0.062	0.0038	7.8e-05	10	0.18
229	0.061	0.064	0.061	0.11	0.047	0	0	0.061	0.0015	0.0053	0.13	0.061	3.3e-06	0.061	0.13	0.13	0.061	0.0053	3.3e-06	10	0.18
230	0.063	0.0072	0.063	0.12	0.0053	0.00012	0	0.063	0.077	0.0018	0.14	0.063	0	0.063	0.14	0.14	0.063	0.0018	0	10	0.18
231	0.034	0.28	0.034	0.064	0.21	0	0	0.034	9.8e-06	0.0088	0.074	0.034	0.00013	0.034	0.074	0.074	0.034	0.0088	0.00013	1	0.14
232	0.043	0.21	0.043	0.081	0.15	0	0	0.043	7.5e-06	0.0093	0.094	0.043	0	0.043	0.094	0.094	0.043	0.0093	0	1	0.14
233	0.066	0.018	0.066	0.12	0.014	0	0	0.066	0.0074	0.0032	0.14	0.066	0	0.066	0.14	0.14	0.066	0.0032	0	10	0.18
234	0.028	0.28	0.028	0.052	0.21	0	0	0.028	3.8e-05	0.007	0.061	0.028	0.044	0.028	0.061	0.061	0.028	0.007	0.044	1	0.14
235	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0
236	0.054	0.12	0.054	0.1	0.088	0	0	0.054	0.00071	0.0065	0.12	0.054	0.00023	0.054	0.12	0.12	0.054	0.0065	0.00023	1	0.14
237	0.058	0.086	0.058	0.11	0.064	0	0	0.058	5e-05	0.0072	0.13	0.058	0	0.058	0.13	0.13	0.058	0.0072	0	10	0.18
238	0.067	0.013	0.067	0.13	0.0097	0	0	0.067	0.0018	0.0031	0.15	0.067	0	0.067	0.15	0.15	0.067	0.0031	0	10	0.18
239	0.056	0.1	0.056	0.1	0.075	0	0	0.056	0.00056	0.0064	0.12	0.056	2.2e-05	0.056	0.12	0.12	0.056	0.0064	2.2e-05	10	0.18
240	0.057	0.00031	0.057	0.11	0.00023	0	0	0.057	0.18	0.00048	0.12	0.057	0	0.057	0.12	0.12	0.057	0.00048	0	8	0.25
241	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0
242	0.065	0.037	0.065	0.12	0.027	0	0	0.065	0.0027	0.0032	0.14	0.065	8.5e-06	0.065	0.14	0.14	0.065	0.0032	8.5e-06	10	0.18
243	0.07	0	0.07	0.13	0	0	0	0.07	0.00074	0	0.15	0.07	0	0.07	0.15	0.15	0.07	0	0	10	0.18
244	0.059	0.08	0.059	0.11	0.059	0	0	0.059	0.00015	0.005	0.13	0.059	2.5e-06	0.059	0.13	0.13	0.059	0.005	2.5e-06	10	0.18
245	0.07	0	0.07	0.13	0	0	0	0.07	0.00034	0	0.15	0.07	0	0.07	0.15	0.15	0.07	0	0	10	0.18
246	0.049	0.16	0.049	0.091	0.12	0	0	0.049	2.2e-05	0.0065	0.11	0.049	2.1e-05	0.049	0.11	0.11	0.049	0.0065	2.1e-05	1	0.14
247	0.053	0.13	0.053	0.098	0.095	0	0	0.053	0.00024	0.0054	0.11	0.053	0.0014	0.053	0.11	0.11	0.053	0.0054	0.0014	1	0.14
248	0.057	0.1	0.057	0.11	0.074	0	0	0.057	0.00013	0.0054	0.12	0.057	1.6e-05	0.057	0.12	0.12	0.057	0.0054	1.6e-05	10	0.18
249	0.034	0.28	0.034	0.064	0.21	0	0	0.034	6.1e-06	0.0069	0.074	0.034	0.0018	0.034	0.074	0.074	0.034	0.0069	0.0018	1	0.14
250	0.046	0.18	0.046	0.086	0.14	0	0	0.046	6.7e-05	0.0061	0.1	0.046	0.0025	0.046	0.1	0.1	0.046	0.0061	0.0025	1	0.14
251	0.067	0.013	0.067	0.12	0.0098	0	0	0.067	0.0079	0.0018	0.15	0.067	0	0.067	0.15	0.15	0.067	0.0018	0	10	0.18
252	0.048	0.17	0.048	0.089	0.13	0	0	0.048	2.8e-06	0.0075	0.1	0.048	0	0.048	0.1	0.1	0.048	0.0075	0	1	0.14
253	0.063	0.053	0.063	0.12	0.039	0	0	0.063	0.00082	0.004	0.14	0.063	5.7e-06	0.063	0.14	0.14	0.063	0.004	5.7e-06	10	0.18
254	0.06	0.071	0.06	0.11	0.053	0	0	0.06	0.0012	0.0042	0.13	0.06	0.00027	0.06	0.13	0.13	0.06	0.0042	0.00027	10	0.18
255	0.068	0.011	0.068	0.13	0.0078	0	0	0.068	0.00034	0.0024	0.15	0.068	0	0.068	0.15	0.15	0.068	0.0024	0	10	0.18
256	0.061	0.062	0.061	0.11	0.046	0	0	0.061	0.0017	0.0039	0.13	0.061	0.00026	0.061	0.13	0.13	0.061	0.0039	0.00026	10	0.18
257	0.054	0.12	0.054	0.1	0.089	0	0	0.054	0	0.008	0.12	0.054	0	0.054	0.12	0.12	0.054	0.008	0	1	0.14
258	0.068	0.012	0.068	0.13	0.0091	0	0	0.068	0.0013	0.0031	0.15	0.068	0	0.068	0.15	0.15	0.068	0.0031	0	10	0.18
259	0.062	0.057	0.062	0.12	0.042	0	0	0.062	0.0006	0.0054	0.13	0.062	0	0.062	0.13	0.13	0.062	0.0054	0	10	0.18
260	0.064	0.039	0.064	0.12	0.029	0	0	0.064	0.0024	0.0033	0.14	0.064	1e-05	0.064	0.14	0.14	0.064	0.0033	1e-05	10	0.18
261	0.065	0.032	0.065	0.12	0.024	0	0	0.065	0.0023	0.0032	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0032	0	10	0.18
262	0.069	0	0.069	0.13	0	0.0005	0	0.069	0.0032	0	0.15	0.069	0	0.069	0.15	0.15	0.069	0	0	10	0.18
263	0.065	0.032	0.065	0.12	0.024	0	0	0.065	0.00027	0.0037	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0037	0	10	0.18
264	0.056	0.1	0.056	0.1	0.076	0	0	0.056	0.00092	0.0062	0.12	0.056	9.6e-05	0.056	0.12	0.12	0.056	0.0062	9.6e-05	10	0.18
265	0.065	0.032	0.065	0.12	0.023	0	0	0.065	0.00088	0.0033	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0033	0	10	0.18
266	0.069	0	0.069	0.13	0	0	0	0.069	0.011	0	0.15	0.069	0	0.069	0.15	0.15	0.069	0	0	10	0.18
267	0.063	0.054	0.063	0.12	0.039	0	0	0.063	0.0012	0.0039	0.14	0.063	1.8e-05	0.063	0.14	0.14	0.063	0.0039	1.8e-05	10	0.18
268	0.068	0.0082	0.068	0.13	0.006	0	0	0.068	0.0082	0.0017	0.15	0.068	0	0.068	0.15	0.15	0.068	0.0017	0	10	0.18
269	0.065	0.031	0.065	0.12	0.023	0	0	0.065	0.0013	0.0032	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0032	0	10	0.18
270	0.069	0	0.069	0.13	0	0	0	0.069	0.012	0	0.15	0.069	0	0.069	0.15	0.15	0.069	0	0	10	0.18
271	0.065	0.00019	0.065	0.12	0.00014	0	0	0.065	0.062	0.0002	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0002	0	10	0.18
272	0.063	0.052	0.063	0.12	0.038	0	0	0.063	0.00074	0.004	0.14	0.063	3.9e-06	0.063	0.14	0.14	0.063	0.004	3.9e-06	10	0.18
273	0.069	0.00023	0.069	0.13	0.00017	0	0	0.069	0.0086	8.5e-05	0.15	0.069	0	0.069	0.15	0.15	0.069	8.5e-05	0	10	0.18
274	0.045	0.2	0.045	0.083	0.14	0	0	0.045	4.7e-05	0.0063	0.097	0.045	0.0023	0.045	0.097	0.097	0.045	0.0063	0.0023	1	0.14
275	0.063	0.05	0.063	0.12	0.037	0	0	0.063	0.0013	0.0038	0.14	0.063	1.4e-05	0.063	0.14	0.14	0.063	0.0038	1.4e-05	10	0.18
276	0.05	0.16	0.05	0.092	0.12	0	0	0.05	9.7e-05	0.0059	0.11	0.05	0.00094	0.05	0.11	0.11	0.05	0.0059	0.00094	1	0.14
277	0.061	0.068	0.061	0.11	0.05	0	0	0.061	0.0021	0.0053	0.13	0.061	1.7e-05	0.061	0.13	0.13	0.061	0.0053	1.7e-05	10	0.18
278	0.044	0.2	0.044	0.082	0.15	0	0	0.044	7.8e-05	0.008	0.095	0.044	0.00027	0.044	0.095	0.095	0.044	0.008	0.00027	1	0.14
279	0.06	0.072	0.06	0.11	0.053	0	0	0.06	0.00077	0.0057	0.13	0.06	1.6e-06	0.06	0.13	0.13	0.06	0.0057	1.6e-06	10	0.18
280	0.056	0.11	0.056	0.1	0.077	0	0	0.056	0.00059	0.0064	0.12	0.056	3.5e-05	0.056	0.12	0.12	0.056	0.0064	3.5e-05	10	0.18
281	0.064	0.035	0.064	0.12	0.026	0	0	0.064	5.8e-06	0.0064	0.14	0.064	0	0.064	0.14	0.14	0.064	0.0064	0	10	0.18
282	0.045	0.19	0.045	0.084	0.14	0	0	0.045	0.00021	0.0075	0.098	0.045	0.0018	0.045	0.098	0.098	0.045	0.0075	0.0018	1	0.14
283	0.063	0.049	0.063	0.12	0.036	0	0	0.063	0.0038	0.0046	0.14	0.063	4.3e-06	0.063	0.14	0.14	0.063	0.0046	4.3e-06	10	0.18
284	0.054	0.12	0.054	0.1	0.088	0	0	0.054	7.2e-05	0.0076	0.12	0.054	0	0.054	0.12	0.12	0.054	0.0076	0	1	0.14
285	0.067	0.016	0.067	0.12	0.012	0	0	0.067	0.0073	0.0023	0.14	0.067	0	0.067	0.14	0.14	0.067	0.0023	0	10	0.18
286	0.061	0.063	0.061	0.11	0.046	0	0	0.061	4.1e-05	0.0051	0.13	0.061	0	0.061	0.13	0.13	0.061	0.0051	0	10	0.18
287	0.065	0.03	0.065	0.12	0.022	0	0	0.065	0.00011	0.0038	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0038	0	10	0.18
288	0.055	0.11	0.055	0.1	0.083	0	0	0.055	0.00049	0.0053	0.12	0.055	0.0002	0.055	0.12	0.12	0.055	0.0053	0.0002	10	0.18
289	0.05	0.16	0.05	0.093	0.11	0	0	0.05	0.0011	0.0059	0.11	0.05	0.00087	0.05	0.11	0.11	0.05	0.0059	0.00087	1	0.14
290	0.061	0.067	0.061	0.11	0.049	0	0	0.061	0.00043	0.0045	0.13	0.061	8.2e-06	0.061	0.13	0.13	0.061	0.0045	8.2e-06	10	0.18
291	0.061	0.066	0.061	0.11	0.048	0	0	0.061	0.00023	0.0046	0.13	0.061	0	0.061	0.13	0.13	0.061	0.0046	0	10	0.18
292	0.061	0.068	0.061	0.11	0.05	0	0	0.061	0.00073	0.0043	0.13	0.061	3.7e-05	0.061	0.13	0.13	0.061	0.0043	3.7e-05	10	0.18
293	0.043	0.21	0.043	0.079	0.16	0	0	0.043	0.00091	0.0067	0.092	0.043	0.00049	0.043	0.092	0.092	0.043	0.0067	0.00049	1	0.14
294	0.065	0.032	0.065	0.12	0.023	0	0	0.065	0.0001	0.0039	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0039	0	10	0.18
295	0.028	0.31	0.028	0.052	0.23	0	0	0.028	0.014	0.0064	0.061	0.028	0.014	0.028	0.061	0.061	0.028	0.0064	0.014	1	0.14
296	0.06	0.07	0.06	0.11	0.052	0	0	0.06	7.6e-06	0.0059	0.13	0.06	0	0.06	0.13	0.13	0.06	0.0059	0	10	0.18
297	0.053	0.0004	0.053	0.099	0.0003	0	0	0.053	0.23	0.0005	0.12	0.053	0	0.053	0.12	0.12	0.053	0.0005	0	8	0.25
298	0.06	0.07	0.06	0.11	0.051	0	0	0.06	0.00093	0.0056	0.13	0.06	2.2e-06	0.06	0.13	0.13	0.06	0.0056	2.2e-06	10	0.18
299	0.047	0.18	0.047	0.087	0.13	0	0	0.047	5.6e-05	0.0081	0.1	0.047	1.8e-05	0.047	0.1	0.1	0.047	0.0081	1.8e-05	1	0.14
300	0.067	0.014	0.067	0.12	0.011	0	0	0.067	0.0081	0.0029	0.15	0.067	0	0.067	0.15	0.15	0.067	0.0029	0	10	0.18
301	0.064	0.038	0.064	0.12	0.028	0	0	0.064	0.00034	0.005	0.14	0.064	0	0.064	0.14	0.14	0.064	0.005	0	10	0.18
302	0.064	0.043	0.064	0.12	0.032	0	0	0.064	0.00044	0.0051	0.14	0.064	0	0.064	0.14	0.14	0.064	0.0051	0	10	0.18
303	0.033	0.29	0.033	0.062	0.21	0	0	0.033	0	0.01	0.072	0.033	0	0.033	0.072	0.072	0.033	0.01	0	1	0.14
304	0.051	0.15	0.051	0.094	0.11	0	0	0.051	6.6e-05	0.0079	0.11	0.051	3.2e-06	0.051	0.11	0.11	0.051	0.0079	3.2e-06	1	0.14
305	0.057	0.098	0.057	0.11	0.072	0	0	0.057	0.00043	0.0065	0.12	0.057	6.4e-06	0.057	0.12	0.12	0.057	0.0065	6.4e-06	10	0.18
306	0.042	0.21	0.042	0.078	0.16	0	0	0.042	0.00014	0.0077	0.091	0.042	0.003	0.042	0.091	0.091	0.042	0.0077	0.003	1	0.14
307	0.056	0.11	0.056	0.1	0.08	0	0	0.056	0.00063	0.0064	0.12	0.056	5.5e-05	0.056	0.12	0.12	0.056	0.0064	5.5e-05	10	0.18
308	0.065	0.031	0.065	0.12	0.023	0	0	0.065	0.0019	0.0041	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0041	0	10	0.18
309	0.062	0.058	0.062	0.11	0.042	0	0	0.062	0.00018	0.0059	0.13	0.062	0	0.062	0.13	0.13	0.062	0.0059	0	10	0.18
310	0.068	0.0073	0.068	0.13	0.0054	0	0	0.068	0.0093	0.0022	0.15	0.068	0	0.068	0.15	0.15	0.068	0.0022	0	10	0.18
311	0.048	0.17	0.048	0.088	0.13	0	0	0.048	0.0001	0.0078	0.1	0.048	7e-05	0.048	0.1	0.1	0.048	0.0078	7e-05	1	0.14
312	0.061	0.062	0.061	0.11	0.045	0	0	0.061	1.8e-05	0.0071	0.13	0.061	0	0.061	0.13	0.13	0.061	0.0071	0	10	0.18
313	0.048	0.17	0.048	0.09	0.12	0	0	0.048	1.3e-05	0.0089	0.1	0.048	0	0.048	0.1	0.1	0.048	0.0089	0	1	0.14
314	0.063	0.048	0.063	0.12	0.036	0	0	0.063	0.00084	0.0051	0.14	0.063	0	0.063	0.14	0.14	0.063	0.0051	0	10	0.18
315	0.067	0.014	0.067	0.12	0.01	0	0	0.067	0.0076	0.002	0.15	0.067	0	0.067	0.15	0.15	0.067	0.002	0	10	0.18
316	0.06	0.072	0.06	0.11	0.053	0	0	0.06	6.6e-05	0.0068	0.13	0.06	0	0.06	0.13	0.13	0.06	0.0068	0	10	0.18
317	0.054	0.12	0.054	0.1	0.09	0	0	0.054	0.00076	0.0065	0.12	0.054	0.00036	0.054	0.12	0.12	0.054	0.0065	0.00036	1	0.14
318	0	0	0	0	0	0	1	0	0	0	0	0	0.0002	0	0	0	0	0	0.0002	6	0
319	0.064	0.041	0.064	0.12	0.03	0	0	0.064	0.0025	0.0034	0.14	0.064	1.6e-05	0.064	0.14	0.14	0.064	0.0034	1.6e-05	10	0.18
320	0.069	0	0.069	0.13	0	0	0	0.069	0.0028	0	0.15	0.069	0	0.069	0.15	0.15	0.069	0	0	10	0.18
321	0.07	0	0.07	0.13	0	0	0	0.07	0.00017	0	0.15	0.07	0	0.07	0.15	0.15	0.07	0	0	10	0.18
322	0.069	7.1e-06	0.069	0.13	5.2e-06	0	0	0.069	0.0051	4.5e-06	0.15	0.069	0	0.069	0.15	0.15	0.069	4.5e-06	0	10	0.18
323	0.067	0.016	0.067	0.12	0.012	0	0	0.067	0.00041	0.0028	0.15	0.067	0	0.067	0.15	0.15	0.067	0.0028	0	10	0.18
324	0.066	0.028	0.066	0.12	0.021	0	0	0.066	0.0002	0.0047	0.14	0.066	0	0.066	0.14	0.14	0.066	0.0047	0	10	0.18
325	0.004	0	0.004	0.0074	0	0	0	0.004	0.94	6.3e-06	0.0086	0.004	0	0.004	0.0086	0.0086	0.004	6.3e-06	0	8	0.25
326	0.066	0.022	0.066	0.12	0.016	0	0	0.066	0.0098	0.0033	0.14	0.066	0	0.066	0.14	0.14	0.066	0.0033	0	10	0.18
327	0.065	0.013	0.065	0.12	0.0096	0	0	0.065	0.033	0.0025	0.14	0.065	0	0.065	0.14	0.14	0.065	0.0025	0	10	0.18
328	1.8e-05	0	1.8e-05	3.3e-05	0	1	0	1.8e-05	0.00043	0	3.9e-05	1.8e-05	0	1.8e-05	3.9e-05	3.9e-05	1.8e-05	0	0	5	0.68
329	0.066	0.022	0.066	0.12	0.016	0	0	0.066	0.0029	0.0036	0.14	0.066	0	0.066	0.14	0.14	0.066	0.0036	0	10	0.18
330	0.058	0.086	0.058	0.11	0.063	0	0	0.058	0.00035	0.0063	0.13	0.058	0	0.058	0.13	0.13	0.058	0.0063	0	10	0.18
331	0.069	0	0.069	0.13	0	0	0	0.069	0.0034	0	0.15	0.069	0	0.069	0.15	0.15	0.069	0	0	10	0.18
332	0.038	0.25	0.038	0.071	0.18	0	0	0.038	2.8e-05	0.0084	0.083	0.038	0.00032	0.038	0.083	0.083	0.038	0.0084	0.00032	1	0.14
333	0.054	0.12	0.054	0.1	0.087	0	0	0.054	0.0014	0.0062	0.12	0.054	0.0014	0.054	0.12	0.12	0.054	0.0062	0.0014	1	0.14
334	0.066	0.026	0.066	0.12	0.019	0	0	0.066	0.0027	0.0038	0.14	0.066	0	0.066	0.14	0.14	0.066	0.0038	0	10	0.18
335	0.069	0.0022	0.069	0.13	0.0016	0	0	0.069	0.0079	0.0011	0.15	0.069	0	0.069	0.15	0.15	0.069	0.0011	0	10	0.18
336	0.055	0.11	0.055	0.1	0.082	0	0	0.055	3.6e-05	0.006	0.12	0.055	0	0.055	0.12	0.12	0.055	0.006	0	10	0.18
337	0.052	0.14	0.052	0.096	0.1	0	0	0.052	0.00082	0.0066	0.11	0.052	0.0016	0.052	0.11	0.11	0.052	0.0066	0.0016	1	0.14
338	0.067	0.016	0.067	0.12	0.012	0	0	0.067	0.0033	0.0024	0.15	0.067	0	0.067	0.15	0.15	0.067	0.0024	0	10	0.18
339	0.059	0.08	0.059	0.11	0.059	0	0	0.059	0.00046	0.0061	0.13	0.059	1.1e-06	0.059	0.13	0.13	0.059	0.0061	1.1e-06	10	0.18
