SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0
475	0.0011	0	0.015	0.44	0	0.54	5	0.14
476	0.00077	0	0.012	0.78	0	0.21	3	0.18
477	0.0022	0	0.012	0.86	0	0.13	3	0.18
478	0.0046	0	0.0079	0.95	0	0.041	3	0.18
479	0.00035	0	0.015	0.77	0	0.21	3	0.18
480	0.00018	0	0.013	0.89	0	0.095	3	0.18
481	0.00098	0	0.012	0.88	0	0.11	3	0.18
482	0.00093	0	0.014	0.78	0	0.21	3	0.18
483	0.0004	0	0.015	0.77	0	0.21	3	0.18
484	0.027	0	0.0044	0.96	0	0.012	3	0.18
485	5.2e-05	0	0.016	0.84	0	0.14	3	0.18
486	0.0007	0	0.0093	0.94	0	0.046	3	0.18
487	4.6e-06	0	0.019	0.43	0	0.55	5	0.14
488	1e-06	0	0.019	0.32	0	0.66	5	0.14
489	1.6e-05	0	0.019	0.47	0	0.51	5	0.14
490	5.7e-05	0	0.017	0.81	0	0.18	3	0.18
491	0.0087	0	0.005	0.96	0	0.03	3	0.18
492	0.00048	0	0.0088	0.91	0	0.083	3	0.18
493	0.00042	0	0.012	0.77	0	0.22	3	0.18
494	9.6e-05	0	0.0061	0.97	0	0.021	3	0.18
495	3.8e-05	0.00019	0.014	0.51	0	0.48	3	0.18
496	0.014	0	0	0.99	0	0	3	0.18
497	0.019	0	0	0.98	0	0	3	0.18
498	0.00035	0	0.013	0.87	0	0.12	3	0.18
499	0.0011	0	0.0076	0.93	0	0.062	3	0.18
500	5.7e-06	0	0.016	0.71	0	0.28	3	0.18
501	3.3e-05	0	0.013	0.81	0	0.18	3	0.18
502	0	0.0023	0	1	0	0	3	0.18
503	0.004	0	0.0071	0.92	0	0.065	3	0.18
504	0.00062	0	0.014	0.83	0	0.15	3	0.18
505	0.00017	0	0.015	0.82	0	0.16	3	0.18
506	0.0058	0	0.0054	0.96	0	0.031	3	0.18
507	0.00051	0	0.015	0.74	0	0.25	3	0.18
508	0.00012	0	0.011	0.94	0	0.053	3	0.18
509	0.0024	0	0.012	0.85	0	0.13	3	0.18
510	5.3e-05	0	0.018	0.63	0	0.35	3	0.18
511	6e-05	0	0.018	0.56	0	0.42	3	0.18
512	0.00019	0	0.01	0.94	0	0.047	3	0.18
513	0	0	0.00013	6.5e-06	0	1	5	0.14
514	0.0088	0	0.0095	0.9	0	0.082	3	0.18
515	0.00012	0	0.017	0.61	0	0.38	3	0.18
516	0.0011	0	0.013	0.84	0	0.14	3	0.18
517	0.00014	0	0.013	0.9	0	0.084	3	0.18
518	0.0024	0	0.012	0.87	0	0.12	3	0.18
519	0.061	0	0.0049	0.92	0	0.019	3	0.18
520	0.00094	0	0.0099	0.93	0	0.058	3	0.18
521	3.5e-05	0	0.018	0.52	0	0.47	3	0.18
522	0.0063	0	0.011	0.88	0	0.11	3	0.18
523	4.7e-05	0	0.018	0.51	0	0.47	3	0.18
524	7.6e-05	0	0.017	0.75	0	0.23	3	0.18
525	9.8e-05	0	0.017	0.6	0	0.38	3	0.18
526	0.00016	0	0.01	0.95	0	0.042	3	0.18
527	0.00053	0	0.012	0.89	0	0.099	3	0.18
528	2.6e-05	0	0.018	0.51	0	0.47	3	0.18
529	0.013	0	0.0079	0.93	0	0.052	3	0.18
530	0.0098	0	0.0052	0.97	0	0.015	3	0.18
531	0.00045	0	0.016	0.72	0	0.27	3	0.18
532	0.0043	0	0.011	0.87	0	0.11	3	0.18
533	0.0011	0	0.0095	0.94	0	0.054	3	0.18
534	6.7e-05	0	0.015	0.86	0	0.12	3	0.18
535	0.12	0	0.0017	0.87	0	0.0015	3	0.18
536	0.0006	0	0.011	0.91	0	0.082	3	0.18
537	0.00065	0	0.013	0.7	0	0.29	3	0.18
538	0.0028	0	0.0074	0.92	0	0.068	3	0.18
539	0.00021	0	0.012	0.81	0	0.18	3	0.18
540	0.00016	0	0.013	0.77	0	0.22	3	0.18
541	0.0064	0	0.0072	0.91	1.2e-05	0.075	3	0.18
542	0.0016	0	0.0077	0.92	0	0.07	3	0.18
543	0.0019	0	0.0072	0.93	0	0.059	3	0.18
544	0	0.00015	0	1	0	0	3	0.18
545	0.001	0	0.0087	0.9	0	0.092	3	0.18
546	0.29	0.16	0.0065	0.14	0	0.41	5	0.14
547	0.0015	0	0.0094	0.86	0	0.13	3	0.18
548	0.96	0.007	8.5e-05	0.00027	0	0.031	0	0.25
549	0.00017	0	0.013	0.74	0	0.25	3	0.18
550	0.0002	0	0.012	0.78	0	0.21	3	0.18
551	0.02	0	0.0049	0.94	0.00024	0.032	3	0.18
552	0.011	0	0.0025	0.98	0	0.0046	3	0.18
553	0.00051	0	0.0096	0.88	0	0.11	3	0.18
554	6.3e-05	0	0.01	0.9	0	0.094	3	0.18
555	0.0034	0	0.0067	0.94	0	0.054	3	0.18
556	4.6e-05	0	0.012	0.82	0	0.16	3	0.18
557	0.0086	0	0.0056	0.95	0	0.038	3	0.18
558	0.00024	0	0.01	0.87	0	0.12	3	0.18
559	0.0019	0	0.0098	0.84	0	0.15	3	0.18
560	0.0015	0	0.015	0.55	0	0.43	3	0.18
561	0.00029	0	0.0095	0.9	0	0.095	3	0.18
562	0.00013	0	0.014	0.7	0	0.29	3	0.18
563	0.0003	0	0.0092	0.9	0	0.088	3	0.18
564	6.7e-05	0	0.012	0.81	0	0.18	3	0.18
565	0.0004	0	0.01	0.86	0	0.13	3	0.18
566	0.00028	0	0.0038	0.99	0	0.0068	3	0.18
567	0.00052	0	0.0094	0.89	0	0.1	3	0.18
568	0.0032	0	0.0082	0.89	0	0.099	3	0.18
569	9.3e-06	0	0.017	0.57	0	0.41	3	0.18
570	0.0061	0	0.0062	0.94	0	0.049	3	0.18
571	0	0	0.017	0.66	0	0.32	3	0.18
572	0.017	0.038	0.011	0.68	0	0.26	3	0.18
573	2.7e-06	0.0052	0	0.99	0	0	3	0.18
574	0.015	0	0.0042	0.96	0	0.019	3	0.18
575	0.002	0	0.0073	0.93	0	0.063	3	0.18
576	0	0	0.00016	1.2e-05	0	1	5	0.14
577	1.9e-05	0	0.018	0.78	0	0.2	3	0.18
578	0.0037	0	0.0085	0.94	0	0.049	3	0.18
579	0.0016	0	0.013	0.84	0	0.14	3	0.18
580	0.0034	0	0.0094	0.92	0	0.065	3	0.18
581	0.0024	0	0.0053	0.98	0	0.012	3	0.18
582	0	0	0.017	0.16	0	0.82	5	0.14
583	0.018	0	0.007	0.94	0	0.038	3	0.18
584	6.3e-05	0	0.018	0.73	0	0.25	3	0.18
585	0.0009	0	0.013	0.86	0	0.12	3	0.18
586	0.00087	0	0.014	0.64	0	0.35	3	0.18
587	2e-05	0	0.019	0.63	0	0.35	3	0.18
588	0.00036	0	0.014	0.85	0	0.14	3	0.18
589	0.0018	0	0.013	0.84	0	0.15	3	0.18
590	0.00061	0	0.012	0.89	0	0.098	3	0.18
591	0.0012	0	0.012	0.77	0	0.22	3	0.18
592	0.00088	0	0.006	0.96	0	0.03	3	0.18
593	0.0042	0	0.0071	0.92	0	0.071	3	0.18
594	0.018	0	0.0031	0.97	0	0.0088	3	0.18
595	0	1	0	0	0	0	1	0.02
596	9.6e-05	0	0.0086	0.94	0	0.056	3	0.18
597	0.0061	0	0.011	0.87	0	0.12	3	0.18
598	0.00088	0	0.0087	0.9	0	0.089	3	0.18
599	0.0055	0	0.0055	0.96	0	0.033	3	0.18
600	0.0001	0	0.017	0.63	0	0.35	3	0.18
601	0.0054	0	0	0.99	0	0	3	0.18
602	2.6e-05	0	0.014	0.52	0	0.46	3	0.18
603	0.0081	0	0	0.99	0	0	3	0.18
604	0.002	0	0.0083	0.9	0	0.092	3	0.18
605	4.6e-05	0	0.0094	0.93	0	0.063	3	0.18
606	0.00024	0	0.0053	0.98	0	0.017	3	0.18
607	4.6e-05	0	0.016	0.84	0	0.15	3	0.18
608	0.00032	0	0.011	0.8	0	0.19	3	0.18
609	7e-06	0	0.015	0.44	0	0.55	5	0.14
610	0.00013	0	0.019	0.27	0	0.71	5	0.14
611	0.0014	0	0	1	4.8e-06	0	3	0.18
612	0.0077	0	0.0066	0.94	5.1e-06	0.043	3	0.18
613	0.0022	0	0	1	9.9e-06	0	3	0.18
614	0.00018	0	0.017	0.68	0	0.31	3	0.18
615	0	0.26	0.0058	0.065	0	0.67	5	0.14
616	0.0044	0	0.0046	0.97	0	0.019	3	0.18
617	4.2e-05	0	0.014	0.64	0	0.34	3	0.18
618	0.01	0	3.5e-06	0.99	0	0	3	0.18
619	0.0052	0	0.0067	0.93	0	0.062	3	0.18
620	0.0064	0	0.0061	0.94	0	0.049	3	0.18
621	4.5e-06	0	0.017	0.32	0	0.67	5	0.14
622	0.0037	3.1e-06	0.012	0.81	0	0.17	3	0.18
623	0.00021	0	0.013	0.89	0	0.1	3	0.18
624	0.028	0	0.0037	0.96	0	0.0073	3	0.18
625	0.0006	0	0.015	0.77	0	0.21	3	0.18
626	1.1e-05	0	0.019	0.8	0	0.19	3	0.18
627	0.00045	0	0.013	0.86	0	0.13	3	0.18
628	0.00016	0	0.013	0.89	0	0.094	3	0.18
629	0.00042	0	0.013	0.86	0	0.12	3	0.18
630	5.1e-06	0	0.02	0.45	0	0.53	5	0.14
631	0.00072	0	0.012	0.87	0	0.11	3	0.18
632	0.016	0	0.0073	0.93	0	0.043	3	0.18
633	0.0013	0	0.0078	0.96	0	0.031	3	0.18
634	7.5e-05	0	0.017	0.71	0	0.27	3	0.18
635	0	0.95	0.00013	0.0003	0	0.045	1	0.02
636	1.2e-05	0	0.02	0.56	0	0.42	3	0.18
637	2.7e-05	0	0.019	0.66	0	0.32	3	0.18
638	0.00095	0	0.0075	0.96	0	0.027	3	0.18
639	7.2e-05	0	0.014	0.88	0	0.1	3	0.18
640	1.4e-05	0	0.019	0.71	0	0.27	3	0.18
641	0.016	0	0.0085	0.91	0	0.068	3	0.18
642	1.5e-05	0	0.02	0.6	0	0.38	3	0.18
643	2.2e-05	2e-06	0.017	0.39	0	0.59	5	0.14
644	0.00043	0	0.011	0.92	0	0.067	3	0.18
645	3.4e-05	0	0.019	0.69	0	0.29	3	0.18
646	5.5e-06	0	0.021	0.66	0	0.32	3	0.18
647	0.0032	0	0.0086	0.94	0	0.049	3	0.18
648	0	0	0.027	0.63	0	0.34	3	0.18
649	0.6	0	0.00054	0.4	0	0.0004	0	0.25
650	0.0029	0	0.012	0.83	0	0.15	3	0.18
651	0.00017	0	0.017	0.69	0	0.29	3	0.18
652	7.7e-05	1.4e-06	0.017	0.51	0	0.48	3	0.18
653	1.7e-05	0.00073	0.016	0.32	0	0.66	5	0.14
654	1.8e-05	0	0.018	0.46	0	0.52	5	0.14
655	4.7e-05	0	0.017	0.47	0	0.52	5	0.14
656	0.0022	0	0.0061	0.97	0	0.017	3	0.18
657	0.00011	0	0.016	0.8	0	0.18	3	0.18
658	0.029	0	0.0064	0.93	0	0.034	3	0.18
659	0.00021	0.0016	0.016	0.53	0	0.45	3	0.18
660	0.00038	0	0.016	0.7	0	0.29	3	0.18
661	5.7e-05	0	0.018	0.56	0	0.43	3	0.18
662	0.0014	0	0.013	0.81	0	0.17	3	0.18
663	0	1	0	0	0	1.2e-05	1	0.02
664	0.026	0	1.5e-05	0.97	0	6.9e-06	3	0.18
665	0.00026	0	0.01	0.87	0	0.12	3	0.18
666	0.021	0	8.7e-05	0.98	0	9.8e-05	3	0.18
667	0.00013	0	0.007	0.98	0	0.015	3	0.18
668	3.5e-05	0	0.012	0.85	0	0.14	3	0.18
669	0.0013	0	0	1	0	0	3	0.18
670	0.0016	0	0.013	0.84	0	0.14	3	0.18
671	0.0097	0	0.0087	0.92	0	0.064	3	0.18
672	0.00093	0	0.0078	0.96	0	0.029	3	0.18
673	0.0014	4e-06	0.014	0.75	0	0.23	3	0.18
674	0.00081	0.00019	0.015	0.67	0	0.31	3	0.18
675	0.00033	0	0.015	0.8	0	0.19	3	0.18
676	0.00088	0	0.013	0.85	0	0.13	3	0.18
677	0.0028	0	0.012	0.86	0	0.12	3	0.18
678	0.0035	0	0.0079	0.95	0	0.039	3	0.18
679	0.00023	0	0.016	0.77	0	0.21	3	0.18
680	0	0	0	0	1	0	4	0.68
681	0.00015	0	0.013	0.91	0	0.082	3	0.18
682	0.00085	0	0.013	0.83	0	0.16	3	0.18
683	0.00099	0	0.013	0.85	0	0.14	3	0.18
684	0.00032	0	0.0096	0.95	0	0.044	3	0.18
685	0.00078	0	0.012	0.88	0	0.11	3	0.18
686	0.0014	1.8e-05	0.014	0.74	0	0.25	3	0.18
687	0.00019	0	0.015	0.79	0	0.19	3	0.18
688	0.0025	0	0.012	0.87	0	0.12	3	0.18
689	0.0035	0	0.0088	0.93	0	0.054	3	0.18
690	3.8e-06	0	0.018	0.35	0	0.64	5	0.14
691	8.5e-05	0	0.017	0.53	0	0.45	3	0.18
692	0.00034	1.1e-05	0.016	0.62	0	0.36	3	0.18
693	0.002	0	0.011	0.89	0	0.1	3	0.18
694	0.0025	0	0.013	0.82	0	0.16	3	0.18
695	0	0	0.02	0.26	0	0.72	5	0.14
696	0.018	0	0.0065	0.94	0	0.031	3	0.18
697	0.0018	0	0.012	0.87	0	0.11	3	0.18
698	0.00022	0	0.0074	0.97	0	0.019	3	0.18
699	0.00024	0	0.015	0.79	0	0.19	3	0.18
700	0.0024	0	0.0096	0.92	0	0.065	3	0.18
701	0.00032	0	0.0088	0.96	0	0.034	3	0.18
702	7.7e-05	0	0.018	0.59	0	0.39	3	0.18
703	1.2e-06	0	0.021	0.39	0	0.59	5	0.14
704	0	0	0.012	0.11	0	0.88	5	0.14
705	5e-05	0	0.018	0.72	0	0.26	3	0.18
706	0.017	0	0.0047	0.97	0	0.013	3	0.18
707	4.2e-05	0	0.018	0.73	0	0.25	3	0.18
708	0.00016	0	0.013	0.88	0	0.11	3	0.18
709	0	0	0.023	0.47	0	0.51	5	0.14
710	0.005	0	0.009	0.92	0	0.062	3	0.18
711	0.0093	0	0.0092	0.91	0	0.074	3	0.18
712	0.0099	0	0.0096	0.89	0	0.087	3	0.18
713	0.00066	0	0.015	0.74	0	0.25	3	0.18
714	0.00021	0	0.015	0.79	0	0.19	3	0.18
715	0.038	0	0.0046	0.94	0	0.015	3	0.18
716	3.2e-05	0	0.018	0.72	0	0.26	3	0.18
717	0.00045	1.6e-06	0.016	0.66	0	0.32	3	0.18
718	0.0026	0	0.01	0.91	0	0.075	3	0.18
719	0.0045	0	0.012	0.84	0	0.15	3	0.18
720	0.00065	0	0.013	0.85	0	0.13	3	0.18
721	0.0018	0	0.013	0.83	0	0.15	3	0.18
722	0.0082	0	0.01	0.88	0	0.1	3	0.18
723	0.012	0	0.0097	0.88	0	0.095	3	0.18
724	6.6e-06	0	0.021	0.57	0	0.41	3	0.18
725	0.00043	0	0.013	0.87	0	0.11	3	0.18
726	4.9e-05	0	0.017	0.81	0	0.18	3	0.18
727	0	0	0.024	0.58	0	0.39	3	0.18
728	2.9e-06	0	0.02	0.42	0	0.56	5	0.14
729	0.011	0	0.0087	0.92	0	0.065	3	0.18
730	0.00079	0	0.013	0.84	0	0.15	3	0.18
731	0.035	0	0.0049	0.94	0	0.017	3	0.18
732	0.0097	0	0.0072	0.95	0	0.036	3	0.18
733	0.00096	0	0.012	0.89	0	0.1	3	0.18
734	5.7e-06	0	0.021	0.57	0	0.41	3	0.18
735	0.0002	0	0.009	0.96	0	0.033	3	0.18
736	0.0025	0	0.012	0.83	0	0.15	3	0.18
737	0.0029	0	0.0063	0.95	0	0.044	3	0.18
738	0.00057	0	0	1	0	0	3	0.18
739	0.017	0	0.0022	0.97	0	0.0099	3	0.18
740	0.0026	0	0	1	0	0	3	0.18
741	0.01	0	0	0.99	0	0	3	0.18
742	0.013	0	0.0043	0.96	0	0.024	3	0.18
743	0.0011	0	0.0044	0.98	0	0.014	3	0.18
744	0.00026	0	0.0071	0.95	0	0.039	3	0.18
745	0.0061	0	0	0.99	0.00021	0	3	0.18
746	0.011	0	0	0.99	0	0	3	0.18
747	0.002	0	0	1	3.3e-06	0	3	0.18
748	0.012	0	0	0.99	0	0	3	0.18
749	0.0052	0	0	0.99	0.00021	0	3	0.18
750	0.005	0	0	0.99	0.0002	0	3	0.18
751	0.022	0	0.00088	0.97	0	0.0025	3	0.18
752	0.03	0	0.0012	0.97	0	0.0031	3	0.18
753	0.0079	0	5.5e-06	0.99	0	6.6e-06	3	0.18
754	0.049	0	0.0015	0.95	0	0.0026	3	0.18
755	0.0025	0	0.0077	0.91	0	0.077	3	0.18
756	0.0073	0	0.0047	0.98	0	0.011	3	0.18
757	0.0057	0	0.011	0.86	0	0.13	3	0.18
758	0.0026	0	0.0064	0.97	0	0.02	3	0.18
759	0.00066	0	0.012	0.89	0	0.094	3	0.18
760	0.0026	0	0.004	0.99	0	0.0057	3	0.18
761	0.034	0	0.0058	0.93	0	0.027	3	0.18
762	0.00035	0	0.014	0.83	0	0.16	3	0.18
763	0.0028	0	0.011	0.89	0	0.092	3	0.18
764	0.0013	0	0.013	0.83	0	0.15	3	0.18
765	0.00031	0	0.012	0.9	0	0.089	3	0.18
766	0.035	0	0.0045	0.95	0	0.014	3	0.18
767	4.5e-05	0	0.015	0.86	0	0.13	3	0.18
768	6.9e-05	0	0.015	0.85	0	0.13	3	0.18
769	7.6e-05	0	0.017	0.75	0	0.23	3	0.18
770	0	0	0.012	0.077	0	0.91	5	0.14
771	0.0023	0	0.012	0.84	0	0.14	3	0.18
772	0.0077	0	0.009	0.92	0	0.068	3	0.18
773	0.038	0	0.0063	0.92	2.3e-06	0.035	3	0.18
774	0.0019	0	0.012	0.86	0	0.13	3	0.18
775	0.0053	0	0.011	0.88	0	0.1	3	0.18
776	1e-06	0.00035	0.013	0.16	0	0.83	5	0.14
777	0.00014	0	0.017	0.63	0	0.36	3	0.18
778	0.00063	0	0.015	0.77	0	0.22	3	0.18
779	0.00054	4.9e-06	0.016	0.67	0	0.31	3	0.18
780	3.7e-05	0	0.019	0.64	0	0.34	3	0.18
781	0.00016	0	0.017	0.62	0	0.36	3	0.18
782	0.002	0	0.0094	0.93	0	0.059	3	0.18
783	0.004	0	0.0087	0.93	0	0.053	3	0.18
784	0.00058	0	0.015	0.71	0	0.27	3	0.18
785	0.025	0	0.0035	0.97	0	0.0063	3	0.18
786	0.0012	0	0.0084	0.95	0	0.037	3	0.18
787	0.0042	0	0.0083	0.94	0	0.046	3	0.18
788	0.00026	0	0.014	0.84	0	0.15	3	0.18
789	0	0	0.016	0.15	0	0.84	5	0.14
790	4.2e-06	0	0.02	0.44	0	0.54	5	0.14
791	0.00014	0	0.017	0.7	0	0.28	3	0.18
792	5.4e-05	4.1e-05	0.017	0.44	0	0.54	5	0.14
793	0.0016	0	0.012	0.86	0	0.13	3	0.18
794	0.043	0	0.0017	0.95	0	0.0011	3	0.18
795	0.0011	0	0.0076	0.96	0	0.028	3	0.18
796	0	1	0	0	0	0	1	0.02
797	0.0047	0	0.01	0.89	0	0.097	3	0.18
798	0	0	0.02	0.3	0	0.68	5	0.14
799	0	0	0.017	0.24	0	0.74	5	0.14
800	1.1e-06	0	0.018	0.31	0	0.68	5	0.14
801	0.0019	0	0.01	0.91	0	0.077	3	0.18
802	3.9e-05	0	0.019	0.65	0	0.33	3	0.18
803	7.5e-05	0	0.017	0.71	0	0.27	3	0.18
804	4.7e-06	0	0.019	0.38	0	0.6	5	0.14
805	0.0038	0	0.009	0.93	0	0.058	3	0.18
806	0.004	0	0.011	0.86	0	0.12	3	0.18
807	0.0029	0	0.011	0.88	0	0.1	3	0.18
808	2.8e-05	0	0.018	0.47	0	0.51	5	0.14
809	0.0015	0	0.0083	0.95	0	0.038	3	0.18
810	6.3e-05	0	0.018	0.67	0	0.31	3	0.18
811	0.0039	0	0.0075	0.95	0	0.035	3	0.18
812	0.0027	0	0.012	0.86	0	0.13	3	0.18
813	0.0017	0	0.011	0.91	0	0.082	3	0.18
814	0.00048	0	0.014	0.83	0	0.15	3	0.18
815	0.00098	0	0.0094	0.94	0	0.05	3	0.18
816	0.0047	0	0.0053	0.98	0	0.014	3	0.18
817	0.00041	0	0.013	0.86	0	0.12	3	0.18
818	0.00062	0	0.01	0.93	0	0.063	3	0.18
819	0.0022	0	0.008	0.91	0	0.083	3	0.18
820	3.2e-05	0	0.012	0.85	0	0.13	3	0.18
821	0.00066	1.5e-05	0.015	0.68	0	0.31	3	0.18
822	0.00032	0	0.0084	0.93	0	0.065	3	0.18
823	0.003	0	0.0023	0.99	0	0.0029	3	0.18
824	0.0018	0	0.011	0.88	0	0.11	3	0.18
825	0.0024	0	0.0056	0.96	0	0.031	3	0.18
826	0.00011	0	0.017	0.65	0	0.33	3	0.18
827	0	0	0.023	0.29	0	0.69	5	0.14
828	0.022	0	0.0058	0.95	0	0.023	3	0.18
829	0.00045	0	0.012	0.89	0	0.099	3	0.18
830	0.0067	1.9e-05	0.011	0.84	0	0.15	3	0.18
831	0.0015	0	0.0079	0.96	0	0.033	3	0.18
832	0.0029	0	0.0084	0.94	0	0.045	3	0.18
833	0.00044	0	0.016	0.69	0	0.3	3	0.18
834	0.00031	0	0.016	0.69	0	0.29	3	0.18
835	2.7e-06	0	0.017	0.31	0	0.68	5	0.14
836	5.6e-05	0	0.017	0.76	0	0.23	3	0.18
837	3.2e-05	0	0.018	0.73	0	0.25	3	0.18
838	1e-05	0	0.018	0.39	0	0.59	5	0.14
839	0.00038	3.8e-05	0.016	0.62	0	0.36	3	0.18
840	1.5e-05	0.0037	0.015	0.3	0	0.68	5	0.14
841	0.00079	0	0.014	0.79	0	0.2	3	0.18
842	0.00035	0	0.014	0.84	0	0.15	3	0.18
843	0.0015	0	0.012	0.86	0	0.13	3	0.18
844	0.00015	0	0.012	0.78	0	0.2	3	0.18
845	0.026	0	0.0017	0.97	0	0.0021	3	0.18
846	2.3e-05	0	0.012	0.86	0	0.12	3	0.18
847	0.0016	0	0.0085	0.89	0	0.096	3	0.18
848	0.00092	0	0.011	0.82	0	0.17	3	0.18
849	5.3e-05	0	0.0089	0.94	0	0.055	3	0.18
850	0.00037	0	0.011	0.82	0	0.16	3	0.18
851	1.1e-05	0	0.015	0.72	0	0.26	3	0.18
852	0.0092	0	0.0054	0.95	0	0.035	3	0.18
853	0.0025	0	0.0041	0.98	0	0.013	3	0.18
854	9.1e-06	0	0.017	0.28	0	0.7	5	0.14
855	0.00043	0	0.0064	0.96	0	0.032	3	0.18
856	0	0	0.021	0.45	0	0.53	5	0.14
857	0	0.0013	0	1	0	0	3	0.18
858	0.0057	0.00023	0.012	0.72	0	0.26	3	0.18
859	0.0029	0	0.0061	0.95	0	0.04	3	0.18
860	0.011	0	0.0054	0.95	2.2e-06	0.036	3	0.18
861	0.00089	0	0.014	0.66	0	0.32	3	0.18
862	0.0015	0	0.0032	0.99	0	0.006	3	0.18
863	0.00015	0	0.01	0.89	0	0.1	3	0.18
864	0.0098	0	0.0033	0.98	0	0.0092	3	0.18
865	0.0013	0	0.0072	0.94	0	0.056	3	0.18
866	1e-05	0	0.013	0.87	0	0.12	3	0.18
867	0.0059	0	0.0031	0.98	0	0.0074	3	0.18
868	3.2e-05	0	0.014	0.088	0	0.9	5	0.14
869	0.0085	0	0.0097	0.06	0	0.92	5	0.14
870	0.00077	0	0.0088	0.94	0	0.046	3	0.18
871	0.00093	0	0.0077	0.96	0	0.032	3	0.18
872	0.0069	0	5e-05	0.99	0.00029	9.9e-05	3	0.18
873	0.00032	0.019	1.1e-05	0.98	0	0.00047	3	0.18
874	0.0035	0	0	1	1.3e-06	0	3	0.18
875	0.0026	0	0.0089	0.87	0	0.12	3	0.18
876	0.03	1.1e-05	0.013	0.34	0	0.61	5	0.14
877	0.0013	0	0.009	0.88	0	0.11	3	0.18
878	0.00098	0	0.0077	0.93	0	0.064	3	0.18
879	0.00051	0	0.014	0.82	0	0.17	3	0.18
880	0.00027	0	0.011	0.84	0	0.15	3	0.18
881	0.00057	0	0.0092	0.89	0	0.1	3	0.18
882	0.0021	0	0.0046	0.98	0	0.017	3	0.18
883	0.0015	0	0.013	0.83	0	0.16	3	0.18
884	0.0018	0	0.0081	0.91	0	0.083	3	0.18
885	2.5e-05	0	0.015	0.71	0	0.27	3	0.18
886	1.5e-05	0	0.019	0.71	0	0.27	3	0.18
887	0.0052	0	0.0097	0.91	0	0.077	3	0.18
888	0	1	0	0	0	1.1e-05	1	0.02
889	0	1	0	0	0	0	1	0.02
890	2.2e-05	0	0.019	0.52	0	0.46	3	0.18
891	0.0021	0	0.011	0.88	0	0.11	3	0.18
892	0.00068	0	0.014	0.78	0	0.2	3	0.18
893	8.4e-05	0	0.016	0.29	0	0.69	5	0.14
894	0.00018	0	0.0066	0.96	0	0.029	3	0.18
895	3.5e-05	0	0.011	0.9	0	0.092	3	0.18
896	0	0	0.019	0.74	0	0.24	3	0.18
897	0.0013	0	0.0046	0.98	0	0.015	3	0.18
898	6.5e-05	0	0.012	0.86	0	0.13	3	0.18
899	2.5e-05	0	0.015	0.68	0	0.31	3	0.18
900	0.0062	0	0.0058	0.95	0	0.042	3	0.18
901	0.0031	0	0	1	0	0	3	0.18
902	0.00018	0	0.016	0.74	0	0.25	3	0.18
903	0.0023	0	0.0083	0.89	0	0.096	3	0.18
904	0.0046	0	0.0059	0.95	0	0.039	3	0.18
905	2.2e-05	0	0.019	0.58	0	0.4	3	0.18
906	0.03	0	0.0055	0.94	0	0.022	3	0.18
907	0.00026	0	0.016	0.65	0	0.33	3	0.18
908	0.0011	0	0.013	0.84	0	0.14	3	0.18
909	0.011	0	0.0087	0.92	0	0.065	3	0.18
910	0.0094	0	0.0076	0.94	0	0.042	3	0.18
911	0.00048	2.6e-05	0.016	0.65	0	0.34	3	0.18
912	0.00075	0	0.013	0.84	0	0.15	3	0.18
913	0.00052	0	0.012	0.89	0	0.094	3	0.18
914	0.013	0	0.0052	0.97	0	0.016	3	0.18
915	0.00067	0	0.014	0.79	0	0.19	3	0.18
916	0	1	0	0	0	0	1	0.02
917	0.00078	0	0.0097	0.94	0	0.053	3	0.18
918	0.00011	0	0.017	0.72	0	0.27	3	0.18
919	3.8e-06	0	0.017	0.29	0	0.69	5	0.14
920	0.00022	0	0.013	0.88	0	0.1	3	0.18
921	0.004	0	0.0076	0.95	0	0.036	3	0.18
922	0.00067	6.2e-05	0.015	0.67	0	0.32	3	0.18
923	2.3e-05	0	0.018	0.46	0	0.52	5	0.14
924	5.1e-05	0	0.015	0.85	0	0.13	3	0.18
925	0.0014	0	0.013	0.8	0	0.18	3	0.18
926	0	1	0	0	0	0	1	0.02
927	0.0044	0	0.011	0.86	0	0.12	3	0.18
928	0.0054	2.8e-05	0.012	0.82	0	0.16	3	0.18
929	0.0043	0	0.011	0.88	0	0.1	3	0.18
930	0.01	0	0.0088	0.91	0	0.066	3	0.18
931	0.0028	0	0.0081	0.9	0	0.093	3	0.18
932	0.0073	0	0.008	0.94	0	0.048	3	0.18
933	0.015	0	0.0049	0.97	0	0.014	3	0.18
934	0.0013	0	0.008	0.92	0	0.074	3	0.18
935	7.1e-05	0	0.014	0.63	0	0.35	3	0.18
936	0.041	0	0.00018	0.96	0	0.00017	3	0.18
937	0.0064	2.5e-05	0.013	0.64	0	0.34	3	0.18
938	0.00084	0	0.0094	0.88	0	0.11	3	0.18
939	0.0046	0	0.0042	0.98	0	0.016	3	0.18
940	0.0016	0	0.012	0.76	0	0.23	3	0.18
941	0	0	0.025	0.21	0	0.76	5	0.14
942	0.00015	0	0.011	0.87	0	0.12	3	0.18
943	2.7e-05	0	0.016	0.66	0	0.33	3	0.18
944	3.7e-06	0	0.017	0.66	0	0.32	3	0.18
945	2.3e-05	0	0.019	0.54	0	0.44	3	0.18
946	0.0012	0	0.014	0.63	0	0.35	3	0.18
