SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
186	0.078	0.17	0.0048	0.048	0.078	0.078	0.17	0.048	0	0.078	0.048	0.048	0.048	0.048	0.048	0	0	0	1	0.18
187	0.1	0.23	0.0032	0.019	0.1	0.1	0.23	0.019	0	0.1	0.019	0.019	0.019	0.019	0.019	0	0	0	1	0.18
188	0.12	0.26	2.2e-06	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
189	0.12	0.26	2.9e-05	4.3e-05	0.12	0.12	0.26	4.3e-05	2.6e-06	0.12	4.3e-05	4.3e-05	4.3e-05	4.3e-05	4.3e-05	0	2.6e-06	0	1	0.18
190	0.1	0.23	0.0034	0.019	0.1	0.1	0.23	0.019	0	0.1	0.019	0.019	0.019	0.019	0.019	0	0	0	1	0.18
191	0.11	0.24	0.0031	0.01	0.11	0.11	0.24	0.01	0	0.11	0.01	0.01	0.01	0.01	0.01	0	0	0	1	0.18
192	0.12	0.26	0.0013	0.0013	0.12	0.12	0.26	0.0013	0	0.12	0.0013	0.0013	0.0013	0.0013	0.0013	0	0	0	1	0.18
193	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
194	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
195	0.12	0.26	0.00085	0.00062	0.12	0.12	0.26	0.00062	0	0.12	0.00062	0.00062	0.00062	0.00062	0.00062	0	0	0	1	0.18
196	0.12	0.26	0.0006	0.00042	0.12	0.12	0.26	0.00042	0	0.12	0.00042	0.00042	0.00042	0.00042	0.00042	0	0	0	1	0.18
197	0.072	0.16	0.0077	0.054	0.072	0.072	0.16	0.054	0	0.072	0.054	0.054	0.054	0.054	0.054	0	0	0	1	0.18
198	0.11	0.24	0.0037	0.012	0.11	0.11	0.24	0.012	0	0.11	0.012	0.012	0.012	0.012	0.012	0	0	0	1	0.18
199	0.11	0.25	0.0015	0.0058	0.11	0.11	0.25	0.0058	0	0.11	0.0058	0.0058	0.0058	0.0058	0.0058	0	0	0	1	0.18
200	0.12	0.26	0.0014	0.0014	0.12	0.12	0.26	0.0014	0	0.12	0.0014	0.0014	0.0014	0.0014	0.0014	0	0	0	1	0.18
201	0.12	0.26	0.00034	0.00051	0.12	0.12	0.26	0.00051	0	0.12	0.00051	0.00051	0.00051	0.00051	0.00051	0	0	0	1	0.18
202	0.042	0.095	0.0046	0.091	0.042	0.042	0.095	0.091	0	0.042	0.091	0.091	0.091	0.091	0.091	0.00011	0	0	1	0.18
203	0.082	0.18	0.0049	0.043	0.082	0.082	0.18	0.043	0	0.082	0.043	0.043	0.043	0.043	0.043	0	0	0	1	0.18
204	0.094	0.21	0.0044	0.028	0.094	0.094	0.21	0.028	0	0.094	0.028	0.028	0.028	0.028	0.028	0	0	0	1	0.18
205	0.093	0.21	0.004	0.03	0.093	0.093	0.21	0.03	0	0.093	0.03	0.03	0.03	0.03	0.03	0	0	0	1	0.18
206	0.12	0.26	0	0	0.12	0.12	0.26	0	4e-06	0.12	0	0	0	0	0	0	4e-06	0	1	0.18
207	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
208	0.11	0.24	0.0025	0.015	0.11	0.11	0.24	0.015	0	0.11	0.015	0.015	0.015	0.015	0.015	0	0	0	1	0.18
209	0.11	0.24	0.0024	0.014	0.11	0.11	0.24	0.014	0	0.11	0.014	0.014	0.014	0.014	0.014	0	0	0	1	0.18
210	0.11	0.25	0.0017	0.0061	0.11	0.11	0.25	0.0061	0	0.11	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	1	0.18
211	0.11	0.25	0.0025	0.0075	0.11	0.11	0.25	0.0075	0	0.11	0.0075	0.0075	0.0075	0.0075	0.0075	0	0	0	1	0.18
212	0.11	0.25	0.0024	0.0073	0.11	0.11	0.25	0.0073	0	0.11	0.0073	0.0073	0.0073	0.0073	0.0073	0	0	0	1	0.18
213	0.063	0.14	0.0049	0.065	0.063	0.063	0.14	0.065	0	0.063	0.065	0.065	0.065	0.065	0.065	0	0	0	1	0.18
214	0.11	0.25	0.0025	0.0089	0.11	0.11	0.25	0.0089	0	0.11	0.0089	0.0089	0.0089	0.0089	0.0089	0	0	0	1	0.18
215	0.11	0.24	0.0027	0.011	0.11	0.11	0.24	0.011	0	0.11	0.011	0.011	0.011	0.011	0.011	0	0	0	1	0.18
216	0.1	0.23	0.0036	0.018	0.1	0.1	0.23	0.018	0	0.1	0.018	0.018	0.018	0.018	0.018	0	0	0	1	0.18
217	0.11	0.24	0.0031	0.012	0.11	0.11	0.24	0.012	0	0.11	0.012	0.012	0.012	0.012	0.012	0	0	0	1	0.18
218	0.087	0.19	0.0048	0.037	0.087	0.087	0.19	0.037	0	0.087	0.037	0.037	0.037	0.037	0.037	0	0	0	1	0.18
219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069	0	0.99	17	0
220	0.079	0.18	0.0048	0.047	0.079	0.079	0.18	0.047	0	0.079	0.047	0.047	0.047	0.047	0.047	0	0	0	1	0.18
221	0.098	0.22	0.0046	0.023	0.098	0.098	0.22	0.023	0	0.098	0.023	0.023	0.023	0.023	0.023	0	0	0	1	0.18
222	0.11	0.25	0.0028	0.0072	0.11	0.11	0.25	0.0072	0	0.11	0.0072	0.0072	0.0072	0.0072	0.0072	0	0	0	1	0.18
223	0.068	0.15	0.0047	0.059	0.068	0.068	0.15	0.059	0	0.068	0.059	0.059	0.059	0.059	0.059	1.5e-06	0	0	1	0.18
224	0.02	0.045	0.0048	0.12	0.02	0.02	0.045	0.12	0	0.02	0.12	0.12	0.12	0.12	0.12	0	0	0	3	0.14
225	0.11	0.24	0.003	0.015	0.11	0.11	0.24	0.015	0	0.11	0.015	0.015	0.015	0.015	0.015	0	0	0	1	0.18
226	0.11	0.26	0	0	0.11	0.11	0.26	0	0	0.11	0	0	0	0	0	3.1e-05	0	0.036	1	0.18
227	0.093	0.21	0.0041	0.029	0.093	0.093	0.21	0.029	0	0.093	0.029	0.029	0.029	0.029	0.029	0	0	0	1	0.18
228	0.1	0.24	0.0024	0.015	0.1	0.1	0.24	0.015	0	0.1	0.015	0.015	0.015	0.015	0.015	0	0	0	1	0.18
229	0.1	0.23	0.0034	0.018	0.1	0.1	0.23	0.018	0	0.1	0.018	0.018	0.018	0.018	0.018	0	0	0	1	0.18
230	0.12	0.26	0.0013	0.0022	0.12	0.12	0.26	0.0022	6.7e-05	0.12	0.0022	0.0022	0.0022	0.0022	0.0022	0	6.7e-05	0	1	0.18
231	0.055	0.12	0.0053	0.075	0.055	0.055	0.12	0.075	0	0.055	0.075	0.075	0.075	0.075	0.075	0	0	0	1	0.18
232	0.071	0.16	0.0057	0.056	0.071	0.071	0.16	0.056	0	0.071	0.056	0.056	0.056	0.056	0.056	0	0	0	1	0.18
233	0.11	0.25	0.002	0.0052	0.11	0.11	0.25	0.0052	0	0.11	0.0052	0.0052	0.0052	0.0052	0.0052	0	0	0	1	0.18
234	0.049	0.11	0.0046	0.083	0.049	0.049	0.11	0.083	0	0.049	0.083	0.083	0.083	0.083	0.083	0.00055	0	0	1	0.18
235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	1	17	0
236	0.09	0.2	0.0041	0.033	0.09	0.09	0.2	0.033	0	0.09	0.033	0.033	0.033	0.033	0.033	0	0	0	1	0.18
237	0.097	0.22	0.0046	0.024	0.097	0.097	0.22	0.024	0	0.097	0.024	0.024	0.024	0.024	0.024	0	0	0	1	0.18
238	0.11	0.26	0.002	0.0037	0.11	0.11	0.26	0.0037	0	0.11	0.0037	0.0037	0.0037	0.0037	0.0037	0	0	0	1	0.18
239	0.094	0.21	0.004	0.028	0.094	0.094	0.21	0.028	0	0.094	0.028	0.028	0.028	0.028	0.028	0	0	0	1	0.18
240	0.12	0.26	0.00038	0.00011	0.12	0.12	0.26	0.00011	0	0.12	0.00011	0.00011	0.00011	0.00011	0.00011	0	0	0	1	0.18
241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	1	17	0
242	0.11	0.24	0.0021	0.01	0.11	0.11	0.24	0.01	0	0.11	0.01	0.01	0.01	0.01	0.01	0	0	0	1	0.18
243	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
244	0.099	0.22	0.0031	0.022	0.099	0.099	0.22	0.022	0	0.099	0.022	0.022	0.022	0.022	0.022	0	0	0	1	0.18
245	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
246	0.081	0.18	0.004	0.044	0.081	0.081	0.18	0.044	0	0.081	0.044	0.044	0.044	0.044	0.044	0	0	0	1	0.18
247	0.088	0.2	0.0034	0.036	0.088	0.088	0.2	0.036	0	0.088	0.036	0.036	0.036	0.036	0.036	0	0	0	1	0.18
248	0.094	0.21	0.0034	0.028	0.094	0.094	0.21	0.028	0	0.094	0.028	0.028	0.028	0.028	0.028	0	0	0	1	0.18
249	0.055	0.12	0.0042	0.075	0.055	0.055	0.12	0.075	0	0.055	0.075	0.075	0.075	0.075	0.075	0	0	0	1	0.18
250	0.076	0.17	0.0038	0.05	0.076	0.076	0.17	0.05	0	0.076	0.05	0.05	0.05	0.05	0.05	0	0	0	1	0.18
251	0.11	0.26	0.0012	0.0038	0.11	0.11	0.26	0.0038	0	0.11	0.0038	0.0038	0.0038	0.0038	0.0038	0	0	0	1	0.18
252	0.079	0.18	0.0047	0.046	0.079	0.079	0.18	0.046	0	0.079	0.046	0.046	0.046	0.046	0.046	0	0	0	1	0.18
253	0.11	0.24	0.0025	0.015	0.11	0.11	0.24	0.015	0	0.11	0.015	0.015	0.015	0.015	0.015	0	0	0	1	0.18
254	0.1	0.23	0.0027	0.02	0.1	0.1	0.23	0.02	0	0.1	0.02	0.02	0.02	0.02	0.02	0	0	0	1	0.18
255	0.12	0.26	0.0015	0.003	0.12	0.12	0.26	0.003	0	0.12	0.003	0.003	0.003	0.003	0.003	0	0	0	1	0.18
256	0.1	0.23	0.0025	0.017	0.1	0.1	0.23	0.017	0	0.1	0.017	0.017	0.017	0.017	0.017	0	0	0	1	0.18
257	0.09	0.2	0.005	0.033	0.09	0.09	0.2	0.033	0	0.09	0.033	0.033	0.033	0.033	0.033	0	0	0	1	0.18
258	0.11	0.26	0.002	0.0035	0.11	0.11	0.26	0.0035	0	0.11	0.0035	0.0035	0.0035	0.0035	0.0035	0	0	0	1	0.18
259	0.1	0.23	0.0034	0.016	0.1	0.1	0.23	0.016	0	0.1	0.016	0.016	0.016	0.016	0.016	0	0	0	1	0.18
260	0.11	0.24	0.0021	0.011	0.11	0.11	0.24	0.011	0	0.11	0.011	0.011	0.011	0.011	0.011	0	0	0	1	0.18
261	0.11	0.25	0.002	0.0091	0.11	0.11	0.25	0.0091	0	0.11	0.0091	0.0091	0.0091	0.0091	0.0091	0	0	0	1	0.18
262	0.12	0.26	0	0	0.12	0.12	0.26	0	0.00025	0.12	0	0	0	0	0	0	0.00025	0	1	0.18
263	0.11	0.25	0.0023	0.0091	0.11	0.11	0.25	0.0091	0	0.11	0.0091	0.0091	0.0091	0.0091	0.0091	0	0	0	1	0.18
264	0.094	0.21	0.0039	0.028	0.094	0.094	0.21	0.028	0	0.094	0.028	0.028	0.028	0.028	0.028	0	0	0	1	0.18
265	0.11	0.25	0.0021	0.0088	0.11	0.11	0.25	0.0088	0	0.11	0.0088	0.0088	0.0088	0.0088	0.0088	0	0	0	1	0.18
266	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
267	0.11	0.24	0.0025	0.015	0.11	0.11	0.24	0.015	0	0.11	0.015	0.015	0.015	0.015	0.015	0	0	0	1	0.18
268	0.12	0.26	0.0011	0.0023	0.12	0.12	0.26	0.0023	0	0.12	0.0023	0.0023	0.0023	0.0023	0.0023	0	0	0	1	0.18
269	0.11	0.25	0.0021	0.0087	0.11	0.11	0.25	0.0087	0	0.11	0.0087	0.0087	0.0087	0.0087	0.0087	0	0	0	1	0.18
270	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
271	0.12	0.26	0.00014	5.6e-05	0.12	0.12	0.26	5.6e-05	0	0.12	5.6e-05	5.6e-05	5.6e-05	5.6e-05	5.6e-05	0	0	0	1	0.18
272	0.11	0.24	0.0025	0.014	0.11	0.11	0.24	0.014	0	0.11	0.014	0.014	0.014	0.014	0.014	0	0	0	1	0.18
273	0.12	0.26	5.5e-05	6.4e-05	0.12	0.12	0.26	6.4e-05	0	0.12	6.4e-05	6.4e-05	6.4e-05	6.4e-05	6.4e-05	0	0	0	1	0.18
274	0.073	0.16	0.0039	0.054	0.073	0.073	0.16	0.054	0	0.073	0.054	0.054	0.054	0.054	0.054	0	0	0	1	0.18
275	0.11	0.24	0.0024	0.014	0.11	0.11	0.24	0.014	0	0.11	0.014	0.014	0.014	0.014	0.014	0	0	0	1	0.18
276	0.082	0.18	0.0037	0.043	0.082	0.082	0.18	0.043	0	0.082	0.043	0.043	0.043	0.043	0.043	0	0	0	1	0.18
277	0.1	0.23	0.0033	0.019	0.1	0.1	0.23	0.019	0	0.1	0.019	0.019	0.019	0.019	0.019	0	0	0	1	0.18
278	0.072	0.16	0.0049	0.055	0.072	0.072	0.16	0.055	0	0.072	0.055	0.055	0.055	0.055	0.055	0	0	0	1	0.18
279	0.1	0.23	0.0036	0.02	0.1	0.1	0.23	0.02	0	0.1	0.02	0.02	0.02	0.02	0.02	0	0	0	1	0.18
280	0.093	0.21	0.004	0.029	0.093	0.093	0.21	0.029	0	0.093	0.029	0.029	0.029	0.029	0.029	0	0	0	1	0.18
281	0.11	0.25	0.0041	0.0099	0.11	0.11	0.25	0.0099	0	0.11	0.0099	0.0099	0.0099	0.0099	0.0099	0	0	0	1	0.18
282	0.075	0.17	0.0046	0.052	0.075	0.075	0.17	0.052	0	0.075	0.052	0.052	0.052	0.052	0.052	0	0	0	1	0.18
283	0.11	0.24	0.0029	0.014	0.11	0.11	0.24	0.014	0	0.11	0.014	0.014	0.014	0.014	0.014	0	0	0	1	0.18
284	0.09	0.2	0.0047	0.033	0.09	0.09	0.2	0.033	0	0.09	0.033	0.033	0.033	0.033	0.033	0	0	0	1	0.18
285	0.11	0.26	0.0015	0.0046	0.11	0.11	0.26	0.0046	0	0.11	0.0046	0.0046	0.0046	0.0046	0.0046	0	0	0	1	0.18
286	0.1	0.23	0.0032	0.017	0.1	0.1	0.23	0.017	0	0.1	0.017	0.017	0.017	0.017	0.017	0	0	0	1	0.18
287	0.11	0.25	0.0024	0.0085	0.11	0.11	0.25	0.0085	0	0.11	0.0085	0.0085	0.0085	0.0085	0.0085	0	0	0	1	0.18
288	0.092	0.21	0.0033	0.031	0.092	0.092	0.21	0.031	0	0.092	0.031	0.031	0.031	0.031	0.031	0	0	0	1	0.18
289	0.082	0.18	0.0037	0.043	0.082	0.082	0.18	0.043	0	0.082	0.043	0.043	0.043	0.043	0.043	0	0	0	1	0.18
290	0.1	0.23	0.0028	0.019	0.1	0.1	0.23	0.019	0	0.1	0.019	0.019	0.019	0.019	0.019	0	0	0	1	0.18
291	0.1	0.23	0.0029	0.018	0.1	0.1	0.23	0.018	0	0.1	0.018	0.018	0.018	0.018	0.018	0	0	0	1	0.18
292	0.1	0.23	0.0027	0.019	0.1	0.1	0.23	0.019	0	0.1	0.019	0.019	0.019	0.019	0.019	0	0	0	1	0.18
293	0.069	0.16	0.0041	0.058	0.069	0.069	0.16	0.058	0	0.069	0.058	0.058	0.058	0.058	0.058	0	0	0	1	0.18
294	0.11	0.25	0.0024	0.0089	0.11	0.11	0.25	0.0089	0	0.11	0.0089	0.0089	0.0089	0.0089	0.0089	0	0	0	1	0.18
295	0.047	0.1	0.004	0.086	0.047	0.047	0.1	0.086	0	0.047	0.086	0.086	0.086	0.086	0.086	0	0	0	1	0.18
296	0.1	0.23	0.0037	0.019	0.1	0.1	0.23	0.019	0	0.1	0.019	0.019	0.019	0.019	0.019	0	0	0	1	0.18
297	0.12	0.26	0.00042	0.00015	0.12	0.12	0.26	0.00015	0	0.12	0.00015	0.00015	0.00015	0.00015	0.00015	0	0	0	1	0.18
298	0.1	0.23	0.0036	0.019	0.1	0.1	0.23	0.019	0	0.1	0.019	0.019	0.019	0.019	0.019	0	0	0	1	0.18
299	0.077	0.17	0.005	0.048	0.077	0.077	0.17	0.048	0	0.077	0.048	0.048	0.048	0.048	0.048	0	0	0	1	0.18
300	0.11	0.26	0.0018	0.0041	0.11	0.11	0.26	0.0041	0	0.11	0.0041	0.0041	0.0041	0.0041	0.0041	0	0	0	1	0.18
301	0.11	0.24	0.0032	0.011	0.11	0.11	0.24	0.011	0	0.11	0.011	0.011	0.011	0.011	0.011	0	0	0	1	0.18
302	0.11	0.24	0.0032	0.012	0.11	0.11	0.24	0.012	0	0.11	0.012	0.012	0.012	0.012	0.012	0	0	0	1	0.18
303	0.053	0.12	0.0062	0.077	0.053	0.053	0.12	0.077	0	0.053	0.077	0.077	0.077	0.077	0.077	0	0	0	1	0.18
304	0.084	0.19	0.0049	0.041	0.084	0.084	0.19	0.041	0	0.084	0.041	0.041	0.041	0.041	0.041	0	0	0	1	0.18
305	0.095	0.21	0.0041	0.027	0.095	0.095	0.21	0.027	0	0.095	0.027	0.027	0.027	0.027	0.027	0	0	0	1	0.18
306	0.069	0.16	0.0047	0.058	0.069	0.069	0.16	0.058	0	0.069	0.058	0.058	0.058	0.058	0.058	1.4e-06	0	0	1	0.18
307	0.093	0.21	0.004	0.03	0.093	0.093	0.21	0.03	0	0.093	0.03	0.03	0.03	0.03	0.03	0	0	0	1	0.18
308	0.11	0.25	0.0026	0.0086	0.11	0.11	0.25	0.0086	0	0.11	0.0086	0.0086	0.0086	0.0086	0.0086	0	0	0	1	0.18
309	0.1	0.23	0.0038	0.016	0.1	0.1	0.23	0.016	0	0.1	0.016	0.016	0.016	0.016	0.016	0	0	0	1	0.18
310	0.12	0.26	0.0014	0.0021	0.12	0.12	0.26	0.0021	0	0.12	0.0021	0.0021	0.0021	0.0021	0.0021	0	0	0	1	0.18
311	0.078	0.18	0.0048	0.047	0.078	0.078	0.18	0.047	0	0.078	0.047	0.047	0.047	0.047	0.047	0	0	0	1	0.18
312	0.1	0.23	0.0045	0.017	0.1	0.1	0.23	0.017	0	0.1	0.017	0.017	0.017	0.017	0.017	0	0	0	1	0.18
313	0.08	0.18	0.0055	0.045	0.08	0.08	0.18	0.045	0	0.08	0.045	0.045	0.045	0.045	0.045	0	0	0	1	0.18
314	0.11	0.24	0.0032	0.014	0.11	0.11	0.24	0.014	0	0.11	0.014	0.014	0.014	0.014	0.014	0	0	0	1	0.18
315	0.11	0.26	0.0013	0.0039	0.11	0.11	0.26	0.0039	0	0.11	0.0039	0.0039	0.0039	0.0039	0.0039	0	0	0	1	0.18
316	0.1	0.23	0.0043	0.02	0.1	0.1	0.23	0.02	0	0.1	0.02	0.02	0.02	0.02	0.02	0	0	0	1	0.18
317	0.089	0.2	0.0041	0.034	0.089	0.089	0.2	0.034	0	0.089	0.034	0.034	0.034	0.034	0.034	0	0	0	1	0.18
318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0.97	17	0
319	0.11	0.24	0.0021	0.011	0.11	0.11	0.24	0.011	0	0.11	0.011	0.011	0.011	0.011	0.011	0	0	0	1	0.18
320	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
321	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
322	0.12	0.26	2.9e-06	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
323	0.11	0.26	0.0018	0.0046	0.11	0.11	0.26	0.0046	0	0.11	0.0046	0.0046	0.0046	0.0046	0.0046	0	0	0	1	0.18
324	0.11	0.25	0.003	0.0078	0.11	0.11	0.25	0.0078	0	0.11	0.0078	0.0078	0.0078	0.0078	0.0078	0	0	0	1	0.18
325	0.12	0.26	7e-05	2.7e-06	0.12	0.12	0.26	2.7e-06	0	0.12	2.7e-06	2.7e-06	2.7e-06	2.7e-06	2.7e-06	0	0	0	1	0.18
326	0.11	0.25	0.0021	0.0063	0.11	0.11	0.25	0.0063	0	0.11	0.0063	0.0063	0.0063	0.0063	0.0063	0	0	0	1	0.18
327	0.11	0.26	0.0016	0.0038	0.11	0.11	0.26	0.0038	0	0.11	0.0038	0.0038	0.0038	0.0038	0.0038	0	0	0	1	0.18
328	3e-05	6.7e-05	0	0	3e-05	3e-05	6.7e-05	0	0.5	3e-05	0	0	0	0	0	0	0.5	0	8	0.68
329	0.11	0.25	0.0023	0.006	0.11	0.11	0.25	0.006	0	0.11	0.006	0.006	0.006	0.006	0.006	0	0	0	1	0.18
330	0.098	0.22	0.004	0.024	0.098	0.098	0.22	0.024	0	0.098	0.024	0.024	0.024	0.024	0.024	0	0	0	1	0.18
331	0.12	0.26	0	0	0.12	0.12	0.26	0	0	0.12	0	0	0	0	0	0	0	0	1	0.18
332	0.062	0.14	0.0051	0.067	0.062	0.062	0.14	0.067	0	0.062	0.067	0.067	0.067	0.067	0.067	0	0	0	1	0.18
333	0.09	0.2	0.0039	0.033	0.09	0.09	0.2	0.033	0	0.09	0.033	0.033	0.033	0.033	0.033	9.2e-06	0	0	1	0.18
334	0.11	0.25	0.0024	0.0072	0.11	0.11	0.25	0.0072	0	0.11	0.0072	0.0072	0.0072	0.0072	0.0072	0	0	0	1	0.18
335	0.12	0.26	0.0007	0.00062	0.12	0.12	0.26	0.00062	0	0.12	0.00062	0.00062	0.00062	0.00062	0.00062	0	0	0	1	0.18
336	0.092	0.21	0.0037	0.031	0.092	0.092	0.21	0.031	0	0.092	0.031	0.031	0.031	0.031	0.031	0	0	0	1	0.18
337	0.086	0.19	0.0041	0.038	0.086	0.086	0.19	0.038	0	0.086	0.038	0.038	0.038	0.038	0.038	5.2e-06	0	0	1	0.18
338	0.11	0.26	0.0015	0.0044	0.11	0.11	0.26	0.0044	0	0.11	0.0044	0.0044	0.0044	0.0044	0.0044	0	0	0	1	0.18
339	0.099	0.22	0.0039	0.022	0.099	0.099	0.22	0.022	0	0.099	0.022	0.022	0.022	0.022	0.022	0	0	0	1	0.18
340	0.11	0.24	0.0038	0.01	0.11	0.11	0.24	0.01	0	0.11	0.01	0.01	0.01	0.01	0.01	0	0	0	1	0.18
341	0.11	0.24	0.0036	0.011	0.11	0.11	0.24	0.011	0	0.11	0.011	0.011	0.011	0.011	0.011	0	0	0	1	0.18
342	0.0029	0.0066	0.002	0.14	0.0029	0.0029	0.0066	0.14	0	0.0029	0.14	0.14	0.14	0.14	0.14	0	0	0	3	0.14
343	0.11	0.24	0.0036	0.013	0.11	0.11	0.24	0.013	0	0.11	0.013	0.013	0.013	0.013	0.013	0	0	0	1	0.18
344	0.052	0.12	0.0059	0.079	0.052	0.052	0.12	0.079	0	0.052	0.079	0.079	0.079	0.079	0.079	0	0	0	1	0.18
345	0.11	0.24	0.0033	0.01	0.11	0.11	0.24	0.01	0	0.11	0.01	0.01	0.01	0.01	0.01	0	0	0	1	0.18
346	0.11	0.24	0.0034	0.013	0.11	0.11	0.24	0.013	0	0.11	0.013	0.013	0.013	0.013	0.013	0	0	0	1	0.18
347	0.096	0.22	0.004	0.026	0.096	0.096	0.22	0.026	0	0.096	0.026	0.026	0.026	0.026	0.026	0	0	0	1	0.18
348	0.1	0.23	0.0026	0.016	0.1	0.1	0.23	0.016	0	0.1	0.016	0.016	0.016	0.016	0.016	0	0	0	1	0.18
349	0.098	0.22	0.003	0.024	0.098	0.098	0.22	0.024	0	0.098	0.024	0.024	0.024	0.024	0.024	0	0	0	1	0.18
350	0.08	0.18	0.0048	0.045	0.08	0.08	0.18	0.045	0	0.08	0.045	0.045	0.045	0.045	0.045	0	0	0	1	0.18
351	0.091	0.21	0.0037	0.031	0.091	0.091	0.21	0.031	0	0.091	0.031	0.031	0.031	0.031	0.031	0	0	0	1	0.18
352	0.11	0.24	0.0031	0.012	0.11	0.11	0.24	0.012	0	0.11	0.012	0.012	0.012	0.012	0.012	0	0	0	1	0.18
353	0.098	0.22	0.0034	0.024	0.098	0.098	0.22	0.024	0	0.098	0.024	0.024	0.024	0.024	0.024	0	0	0	1	0.18
354	0.11	0.24	0.0025	0.013	0.11	0.11	0.24	0.013	0	0.11	0.013	0.013	0.013	0.013	0.013	0	0	0	1	0.18
355	0.11	0.25	0.0018	0.0077	0.11	0.11	0.25	0.0077	0	0.11	0.0077	0.0077	0.0077	0.0077	0.0077	0	0	0	1	0.18
356	0.1	0.23	0.0032	0.017	0.1	0.1	0.23	0.017	0	0.1	0.017	0.017	0.017	0.017	0.017	0	0	0	1	0.18
357	0.091	0.2	0.0039	0.032	0.091	0.091	0.2	0.032	0	0.091	0.032	0.032	0.032	0.032	0.032	0	0	0	1	0.18
358	0.1	0.23	0.0024	0.016	0.1	0.1	0.23	0.016	0	0.1	0.016	0.016	0.016	0.016	0.016	0	0	0	1	0.18
359	0.09	0.2	0.0032	0.033	0.09	0.09	0.2	0.033	0	0.09	0.033	0.033	0.033	0.033	0.033	0.0001	0	0	1	0.18
360	0.066	0.15	0.0048	0.062	0.066	0.066	0.15	0.062	0	0.066	0.062	0.062	0.062	0.062	0.062	0	0	0	1	0.18
361	0.081	0.18	0.004	0.044	0.081	0.081	0.18	0.044	0	0.081	0.044	0.044	0.044	0.044	0.044	0	0	0	1	0.18
362	0.12	0.26	0.0013	0.0031	0.12	0.12	0.26	0.0031	0	0.12	0.0031	0.0031	0.0031	0.0031	0.0031	0	0	0	1	0.18
363	0.091	0.2	0.0031	0.032	0.091	0.091	0.2	0.032	0	0.091	0.032	0.032	0.032	0.032	0.032	0.00031	0	0	1	0.18
364	0.043	0.097	0.0049	0.09	0.043	0.043	0.097	0.09	0	0.043	0.09	0.09	0.09	0.09	0.09	0	0	0	1	0.18
365	0.1	0.23	0.0036	0.019	0.1	0.1	0.23	0.019	0	0.1	0.019	0.019	0.019	0.019	0.019	0	0	0	1	0.18
366	0.11	0.24	0.0023	0.011	0.11	0.11	0.24	0.011	0	0.11	0.011	0.011	0.011	0.011	0.011	0	0	0	1	0.18
367	0.09	0.2	0.0044	0.033	0.09	0.09	0.2	0.033	0	0.09	0.033	0.033	0.033	0.033	0.033	0	0	0	1	0.18
368	0.11	0.26	0	0	0.11	0.11	0.26	0	0	0.11	0	0	0	0	0	1.2e-05	0	0.036	1	0.18
369	0.11	0.25	0	0	0.11	0.11	0.25	0	0	0.11	0	0	0	0	0	0.0021	0	0.036	1	0.18
370	0.09	0.2	0.0038	0.033	0.09	0.09	0.2	0.033	0	0.09	0.033	0.033	0.033	0.033	0.033	0	0	0	1	0.18
371	0.12	0.26	0.00083	0.00065	0.12	0.12	0.26	0.00065	0	0.12	0.00065	0.00065	0.00065	0.00065	0.00065	0	0	0	1	0.18
372	0.11	0.25	0.0027	0.0079	0.11	0.11	0.25	0.0079	0	0.11	0.0079	0.0079	0.0079	0.0079	0.0079	0	0	0	1	0.18
373	0.093	0.21	0.0039	0.03	0.093	0.093	0.21	0.03	0	0.093	0.03	0.03	0.03	0.03	0.03	0	0	0	1	0.18
374	0.11	0.25	0.0024	0.0076	0.11	0.11	0.25	0.0076	0	0.11	0.0076	0.0076	0.0076	0.0076	0.0076	0	0	0	1	0.18
