SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0
204	2.6e-05	2.6e-05	0	0	0.18	0.1	0.21	0.21	0.0089	0.21	0.0089	0.072	0	1.5e-05	0	6	0.18
205	0.00013	0.00013	5.7e-05	0	0.18	0.11	0.21	0.21	0.0082	0.21	0.0082	0.078	5.7e-05	7.2e-05	0	6	0.18
206	0.0044	0.0044	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.0025	8e-06	6	0.18
207	0.0041	0.0041	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.0023	0	6	0.18
208	0.00037	0.00037	8.1e-06	0	0.2	0.053	0.23	0.23	0.005	0.23	0.005	0.038	8.1e-06	0.00021	0	6	0.18
209	0.0005	0.0005	1.5e-05	0	0.2	0.051	0.23	0.23	0.0048	0.23	0.0048	0.036	1.5e-05	0.00029	0	6	0.18
210	0.0016	0.0016	0	0	0.21	0.022	0.25	0.25	0.0033	0.25	0.0033	0.016	0	0.00091	0	6	0.18
211	0.00035	0.00035	0	0	0.21	0.027	0.24	0.24	0.005	0.24	0.005	0.019	0	0.0002	0	6	0.18
212	0.0017	0.0017	0	0	0.21	0.026	0.24	0.24	0.0047	0.24	0.0047	0.019	0	0.00096	0	6	0.18
213	2.3e-05	2.3e-05	0.0017	0	0.13	0.24	0.14	0.14	0.01	0.14	0.01	0.17	0.0017	1.3e-05	0	5	0.14
214	0.0019	0.0019	0	0	0.21	0.032	0.24	0.24	0.005	0.24	0.005	0.023	0	0.0011	0	6	0.18
215	0.0015	0.0015	0	0	0.21	0.041	0.24	0.24	0.0055	0.24	0.0055	0.029	0	0.00086	0	6	0.18
216	0.00023	0.00023	0	0	0.2	0.064	0.23	0.23	0.0071	0.23	0.0071	0.046	0	0.00013	0	6	0.18
217	0.00035	0.00035	0	0	0.2	0.044	0.24	0.24	0.0062	0.24	0.0062	0.032	0	0.0002	0	6	0.18
218	3.4e-05	3.4e-05	2.2e-06	0	0.17	0.13	0.19	0.19	0.0097	0.19	0.0097	0.096	2.2e-06	1.9e-05	0	6	0.18
219	0	0	2.8e-06	1	0	0	0	0	0	0	0	0	2.8e-06	0	0	3	0
220	4.6e-05	4.6e-05	9.8e-05	0	0.15	0.17	0.18	0.18	0.0098	0.18	0.0098	0.12	9.8e-05	2.6e-05	0	6	0.18
221	1.6e-05	1.6e-05	0	0	0.19	0.085	0.22	0.22	0.0092	0.22	0.0092	0.061	0	9.1e-06	0	6	0.18
222	6.9e-05	6.9e-05	0	0	0.21	0.026	0.24	0.24	0.0055	0.24	0.0055	0.018	0	3.9e-05	0	6	0.18
223	5e-05	5e-05	0.0032	0	0.13	0.22	0.16	0.16	0.0097	0.16	0.0097	0.16	0.0032	2.9e-05	0	5	0.14
224	0	0	2.7e-06	0	0.042	0.46	0.048	0.048	0.01	0.048	0.01	0.33	2.7e-06	0	0	5	0.14
225	1.6e-05	1.6e-05	0	0	0.2	0.053	0.23	0.23	0.0061	0.23	0.0061	0.038	0	9e-06	0	6	0.18
226	0	0	0	0.036	0.22	0	0.25	0.25	0	0.25	0	0	0	0	0	6	0.18
227	0.0002	0.0002	2.5e-05	0	0.18	0.11	0.21	0.21	0.0082	0.21	0.0082	0.076	2.5e-05	0.00011	0	6	0.18
228	0.00074	0.00074	7.8e-05	0	0.2	0.055	0.23	0.23	0.0048	0.23	0.0048	0.039	7.8e-05	0.00042	0	6	0.18
229	0.00057	0.00057	3.3e-06	0	0.2	0.064	0.23	0.23	0.0067	0.23	0.0067	0.046	3.3e-06	0.00033	0	6	0.18
230	0.03	0.03	0	0	0.2	0.0073	0.23	0.23	0.0023	0.23	0.0023	0.0052	0	0.017	0.00012	6	0.18
231	3.8e-06	3.8e-06	0.00013	0	0.11	0.28	0.13	0.13	0.011	0.13	0.011	0.2	0.00013	2.2e-06	0	5	0.14
232	2.9e-06	2.9e-06	0	0	0.14	0.21	0.16	0.16	0.012	0.16	0.012	0.15	0	1.7e-06	0	5	0.14
233	0.0029	0.0029	0	0	0.21	0.018	0.25	0.25	0.004	0.25	0.004	0.013	0	0.0017	0	6	0.18
234	1.5e-05	1.5e-05	0.044	0	0.09	0.29	0.1	0.1	0.0089	0.1	0.0089	0.2	0.044	8.4e-06	0	5	0.14
235	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
236	0.00028	0.00028	0.00023	0	0.17	0.12	0.2	0.2	0.0083	0.2	0.0083	0.086	0.00023	0.00016	0	6	0.18
237	2e-05	2e-05	0	0	0.19	0.087	0.22	0.22	0.0092	0.22	0.0092	0.062	0	1.1e-05	0	6	0.18
238	0.00072	0.00072	0	0	0.22	0.013	0.25	0.25	0.0039	0.25	0.0039	0.0095	0	0.00041	0	6	0.18
239	0.00022	0.00022	2.2e-05	0	0.18	0.1	0.21	0.21	0.0081	0.21	0.0081	0.073	2.2e-05	0.00012	0	6	0.18
240	0.072	0.072	0	0	0.18	0.00031	0.21	0.21	0.00061	0.21	0.00061	0.00022	0	0.041	0	6	0.18
241	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
242	0.001	0.001	8.5e-06	0	0.21	0.037	0.24	0.24	0.0041	0.24	0.0041	0.027	8.5e-06	0.0006	0	6	0.18
243	0.00029	0.00029	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.00016	0	6	0.18
244	6e-05	6e-05	2.5e-06	0	0.19	0.08	0.22	0.22	0.0063	0.22	0.0063	0.057	2.5e-06	3.4e-05	0	6	0.18
245	0.00013	0.00013	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	7.6e-05	0	6	0.18
246	8.5e-06	8.5e-06	2.1e-05	0	0.16	0.16	0.18	0.18	0.0083	0.18	0.0083	0.12	2.1e-05	4.8e-06	0	6	0.18
247	9.4e-05	9.4e-05	0.0014	0	0.17	0.13	0.2	0.2	0.0068	0.2	0.0068	0.093	0.0014	5.4e-05	0	6	0.18
248	5e-05	5e-05	1.6e-05	0	0.18	0.1	0.21	0.21	0.0068	0.21	0.0068	0.072	1.6e-05	2.9e-05	0	6	0.18
249	2.4e-06	2.4e-06	0.0018	0	0.11	0.28	0.13	0.13	0.0087	0.13	0.0087	0.2	0.0018	0	0	5	0.14
250	2.6e-05	2.6e-05	0.0025	0	0.15	0.18	0.17	0.17	0.0077	0.17	0.0077	0.13	0.0025	1.5e-05	0	5	0.14
251	0.0031	0.0031	0	0	0.22	0.013	0.25	0.25	0.0023	0.25	0.0023	0.0096	0	0.0018	0	6	0.18
252	0	0	0	0	0.15	0.17	0.18	0.18	0.0095	0.18	0.0095	0.12	0	0	0	6	0.18
253	0.00032	0.00032	5.8e-06	0	0.2	0.053	0.23	0.23	0.005	0.23	0.005	0.038	5.8e-06	0.00018	0	6	0.18
254	0.00045	0.00045	0.00027	0	0.19	0.072	0.22	0.22	0.0053	0.22	0.0053	0.051	0.00027	0.00026	0	6	0.18
255	0.00013	0.00013	0	0	0.22	0.011	0.25	0.25	0.0031	0.25	0.0031	0.0076	0	7.6e-05	0	6	0.18
256	0.00067	0.00067	0.00026	0	0.2	0.063	0.23	0.23	0.005	0.23	0.005	0.045	0.00026	0.00038	0	6	0.18
257	0	0	0	0	0.17	0.12	0.2	0.2	0.01	0.2	0.01	0.086	0	0	0	6	0.18
258	0.00049	0.00049	0	0	0.22	0.012	0.25	0.25	0.0039	0.25	0.0039	0.0089	0	0.00028	0	6	0.18
259	0.00023	0.00023	0	0	0.2	0.057	0.23	0.23	0.0069	0.23	0.0069	0.041	0	0.00013	0	6	0.18
260	0.00094	0.00094	1e-05	0	0.21	0.04	0.24	0.24	0.0042	0.24	0.0042	0.028	1e-05	0.00054	0	6	0.18
261	0.00088	0.00088	0	0	0.21	0.033	0.24	0.24	0.004	0.24	0.004	0.023	0	0.0005	0	6	0.18
262	0.0012	0.0012	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.00071	0.00051	6	0.18
263	0.0001	0.0001	0	0	0.21	0.033	0.24	0.24	0.0046	0.24	0.0046	0.023	0	6e-05	0	6	0.18
264	0.00036	0.00036	9.6e-05	0	0.18	0.1	0.21	0.21	0.0079	0.21	0.0079	0.074	9.6e-05	0.0002	0	6	0.18
265	0.00034	0.00034	0	0	0.21	0.032	0.24	0.24	0.0042	0.24	0.0042	0.023	0	0.0002	0	6	0.18
266	0.0043	0.0043	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.0024	0	6	0.18
267	0.00045	0.00045	1.8e-05	0	0.2	0.054	0.23	0.23	0.0049	0.23	0.0049	0.038	1.8e-05	0.00026	0	6	0.18
268	0.0032	0.0032	0	0	0.22	0.0082	0.25	0.25	0.0022	0.25	0.0022	0.0059	0	0.0018	0	6	0.18
269	0.0005	0.0005	0	0	0.21	0.031	0.24	0.24	0.0041	0.24	0.0041	0.022	0	0.00028	0	6	0.18
270	0.0048	0.0048	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.0027	0	6	0.18
271	0.024	0.024	0	0	0.21	0.00019	0.24	0.24	0.00026	0.24	0.00026	0.00013	0	0.014	0	6	0.18
272	0.00029	0.00029	3.9e-06	0	0.2	0.052	0.23	0.23	0.005	0.23	0.005	0.037	3.9e-06	0.00017	0	6	0.18
273	0.0033	0.0033	0	0	0.22	0.00023	0.26	0.26	0.00011	0.26	0.00011	0.00016	0	0.0019	0	6	0.18
274	1.8e-05	1.8e-05	0.0023	0	0.14	0.2	0.17	0.17	0.0079	0.17	0.0079	0.14	0.0023	1e-05	0	5	0.14
275	0.00052	0.00052	1.4e-05	0	0.2	0.05	0.23	0.23	0.0048	0.23	0.0048	0.036	1.4e-05	0.0003	0	6	0.18
276	3.8e-05	3.8e-05	0.00094	0	0.16	0.16	0.18	0.18	0.0075	0.18	0.0075	0.11	0.00094	2.2e-05	0	6	0.18
277	0.00083	0.00083	1.7e-05	0	0.19	0.068	0.22	0.22	0.0067	0.22	0.0067	0.049	1.7e-05	0.00048	0	6	0.18
278	3e-05	3e-05	0.00027	0	0.14	0.2	0.16	0.16	0.01	0.16	0.01	0.15	0.00027	1.7e-05	0	5	0.14
279	0.0003	0.0003	1.6e-06	0	0.19	0.072	0.22	0.22	0.0073	0.22	0.0073	0.052	1.6e-06	0.00017	0	6	0.18
280	0.00023	0.00023	3.5e-05	0	0.18	0.11	0.21	0.21	0.0081	0.21	0.0081	0.076	3.5e-05	0.00013	0	6	0.18
281	2.3e-06	2.3e-06	0	0	0.21	0.035	0.24	0.24	0.0081	0.24	0.0081	0.025	0	1.3e-06	0	6	0.18
282	8.2e-05	8.2e-05	0.0018	0	0.15	0.19	0.17	0.17	0.0095	0.17	0.0095	0.14	0.0018	4.7e-05	0	5	0.14
283	0.0015	0.0015	4.3e-06	0	0.2	0.049	0.23	0.23	0.0058	0.23	0.0058	0.035	4.3e-06	0.00084	0	6	0.18
284	2.8e-05	2.8e-05	0	0	0.17	0.12	0.2	0.2	0.0096	0.2	0.0096	0.085	0	1.6e-05	0	6	0.18
285	0.0029	0.0029	0	0	0.22	0.016	0.25	0.25	0.0029	0.25	0.0029	0.012	0	0.0016	0	6	0.18
286	1.6e-05	1.6e-05	0	0	0.2	0.063	0.23	0.23	0.0064	0.23	0.0064	0.045	0	9e-06	0	6	0.18
287	4.3e-05	4.3e-05	0	0	0.21	0.03	0.24	0.24	0.0048	0.24	0.0048	0.022	0	2.4e-05	0	6	0.18
288	0.00019	0.00019	0.0002	0	0.18	0.11	0.2	0.2	0.0067	0.2	0.0067	0.081	0.0002	0.00011	0	6	0.18
289	0.00045	0.00045	0.00087	0	0.16	0.16	0.18	0.18	0.0075	0.18	0.0075	0.11	0.00087	0.00026	0	6	0.18
290	0.00017	0.00017	8.2e-06	0	0.2	0.067	0.23	0.23	0.0056	0.23	0.0056	0.048	8.2e-06	9.6e-05	0	6	0.18
291	9e-05	9e-05	0	0	0.2	0.066	0.23	0.23	0.0058	0.23	0.0058	0.047	0	5.2e-05	0	6	0.18
292	0.00028	0.00028	3.7e-05	0	0.2	0.068	0.23	0.23	0.0055	0.23	0.0055	0.049	3.7e-05	0.00016	0	6	0.18
293	0.00035	0.00035	0.00049	0	0.14	0.22	0.16	0.16	0.0085	0.16	0.0085	0.15	0.00049	0.0002	0	5	0.14
294	3.9e-05	3.9e-05	0	0	0.21	0.032	0.24	0.24	0.0049	0.24	0.0049	0.023	0	2.2e-05	0	6	0.18
295	0.0053	0.0053	0.014	0	0.091	0.31	0.1	0.1	0.0081	0.1	0.0081	0.22	0.014	0.003	0	5	0.14
296	3e-06	3e-06	0	0	0.19	0.07	0.22	0.22	0.0074	0.22	0.0074	0.05	0	0	0	6	0.18
297	0.091	0.091	0	0	0.17	0.0004	0.2	0.2	0.00064	0.2	0.00064	0.00029	0	0.052	0	6	0.18
298	0.00036	0.00036	2.2e-06	0	0.19	0.07	0.22	0.22	0.0071	0.22	0.0071	0.05	2.2e-06	0.00021	0	6	0.18
299	2.2e-05	2.2e-05	1.8e-05	0	0.15	0.18	0.17	0.17	0.01	0.17	0.01	0.13	1.8e-05	1.3e-05	0	5	0.14
300	0.0032	0.0032	0	0	0.22	0.014	0.25	0.25	0.0036	0.25	0.0036	0.01	0	0.0018	0	6	0.18
301	0.00013	0.00013	0	0	0.21	0.038	0.24	0.24	0.0063	0.24	0.0063	0.027	0	7.6e-05	0	6	0.18
302	0.00017	0.00017	0	0	0.2	0.043	0.24	0.24	0.0065	0.24	0.0065	0.031	0	9.8e-05	0	6	0.18
303	0	0	0	0	0.11	0.29	0.12	0.12	0.013	0.12	0.013	0.21	0	0	0	5	0.14
304	2.6e-05	2.6e-05	3.2e-06	0	0.16	0.15	0.19	0.19	0.01	0.19	0.01	0.11	3.2e-06	1.5e-05	0	6	0.18
305	0.00017	0.00017	6.4e-06	0	0.18	0.098	0.21	0.21	0.0082	0.21	0.0082	0.07	6.4e-06	9.5e-05	0	6	0.18
306	5.3e-05	5.3e-05	0.003	0	0.14	0.22	0.16	0.16	0.0097	0.16	0.0097	0.15	0.003	3e-05	0	5	0.14
307	0.00024	0.00024	5.5e-05	0	0.18	0.11	0.21	0.21	0.0082	0.21	0.0082	0.078	5.5e-05	0.00014	0	6	0.18
308	0.00073	0.00073	0	0	0.21	0.031	0.24	0.24	0.0052	0.24	0.0052	0.022	0	0.00042	0	6	0.18
309	7.1e-05	7.1e-05	0	0	0.2	0.058	0.23	0.23	0.0075	0.23	0.0075	0.041	0	4.1e-05	0	6	0.18
310	0.0036	0.0036	0	0	0.22	0.0073	0.25	0.25	0.0028	0.25	0.0028	0.0052	0	0.0021	0	6	0.18
311	4e-05	4e-05	7e-05	0	0.15	0.17	0.18	0.18	0.0099	0.18	0.0099	0.12	7e-05	2.3e-05	0	6	0.18
312	7e-06	7e-06	0	0	0.2	0.062	0.23	0.23	0.0089	0.23	0.0089	0.044	0	4e-06	0	6	0.18
313	5.1e-06	5.1e-06	0	0	0.16	0.17	0.18	0.18	0.011	0.18	0.011	0.12	0	2.9e-06	0	6	0.18
314	0.00033	0.00033	0	0	0.2	0.049	0.23	0.23	0.0064	0.23	0.0064	0.035	0	0.00019	0	6	0.18
315	0.003	0.003	0	0	0.22	0.014	0.25	0.25	0.0025	0.25	0.0025	0.0099	0	0.0017	0	6	0.18
316	2.6e-05	2.6e-05	0	0	0.19	0.072	0.22	0.22	0.0086	0.22	0.0086	0.052	0	1.5e-05	0	6	0.18
317	0.0003	0.0003	0.00036	0	0.17	0.12	0.2	0.2	0.0083	0.2	0.0083	0.088	0.00036	0.00017	0	6	0.18
318	0	0	0.0002	1	0	0	0	0	0	0	0	0	0.0002	0	0	3	0
319	0.00099	0.00099	1.6e-05	0	0.21	0.041	0.24	0.24	0.0043	0.24	0.0043	0.03	1.6e-05	0.00057	0	6	0.18
320	0.0011	0.0011	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.00063	0	6	0.18
321	6.7e-05	6.7e-05	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	3.8e-05	0	6	0.18
322	0.002	0.002	0	0	0.22	7.1e-06	0.26	0.26	5.7e-06	0.26	5.7e-06	5.1e-06	0	0.0011	0	6	0.18
323	0.00016	0.00016	0	0	0.22	0.016	0.25	0.25	0.0035	0.25	0.0035	0.012	0	9.1e-05	0	6	0.18
324	7.8e-05	7.8e-05	0	0	0.21	0.028	0.24	0.24	0.0059	0.24	0.0059	0.02	0	4.5e-05	0	6	0.18
325	0.37	0.37	0	0	0.013	0	0.015	0.015	7.9e-06	0.015	7.9e-06	0	0	0.21	0	0	0.25
326	0.0038	0.0038	0	0	0.21	0.022	0.24	0.24	0.0042	0.24	0.0042	0.016	0	0.0022	0	6	0.18
327	0.013	0.013	0	0	0.21	0.013	0.24	0.24	0.0031	0.24	0.0031	0.0094	0	0.0073	0	6	0.18
328	0.00017	0.00017	0	0	5.7e-05	0	6.6e-05	6.6e-05	0	6.6e-05	0	0	0	9.5e-05	1	14	0.68
329	0.0011	0.0011	0	0	0.21	0.022	0.25	0.25	0.0045	0.25	0.0045	0.015	0	0.00065	0	6	0.18
330	0.00014	0.00014	0	0	0.19	0.086	0.22	0.22	0.008	0.22	0.008	0.061	0	7.8e-05	0	6	0.18
331	0.0013	0.0013	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.00076	0	6	0.18
332	1.1e-05	1.1e-05	0.00032	0	0.12	0.25	0.14	0.14	0.011	0.14	0.011	0.18	0.00032	6.2e-06	0	5	0.14
333	0.00053	0.00053	0.0014	0	0.17	0.12	0.2	0.2	0.0079	0.2	0.0079	0.085	0.0014	0.0003	0	6	0.18
334	0.0011	0.0011	0	0	0.21	0.026	0.24	0.24	0.0048	0.24	0.0048	0.018	0	0.00061	0	6	0.18
335	0.0031	0.0031	0	0	0.22	0.0022	0.25	0.25	0.0014	0.25	0.0014	0.0016	0	0.0018	0	6	0.18
336	1.4e-05	1.4e-05	0	0	0.18	0.11	0.2	0.2	0.0076	0.2	0.0076	0.08	0	8.1e-06	0	6	0.18
337	0.00032	0.00032	0.0016	0	0.17	0.14	0.19	0.19	0.0084	0.19	0.0084	0.098	0.0016	0.00018	0	6	0.18
338	0.0013	0.0013	0	0	0.22	0.016	0.25	0.25	0.003	0.25	0.003	0.011	0	0.00074	0	6	0.18
339	0.00018	0.00018	1.1e-06	0	0.19	0.08	0.22	0.22	0.0078	0.22	0.0078	0.058	1.1e-06	0.0001	0	6	0.18
340	8.4e-06	8.4e-06	0	0	0.21	0.037	0.24	0.24	0.0075	0.24	0.0075	0.026	0	4.8e-06	0	6	0.18
341	2.6e-05	2.6e-05	0	0	0.21	0.04	0.24	0.24	0.0071	0.24	0.0071	0.028	0	1.5e-05	0	6	0.18
342	0	0	0.00018	0	0.0063	0.56	0.0073	0.0073	0.0045	0.0073	0.0045	0.4	0.00018	0	0	5	0.14
343	4.1e-05	4.1e-05	0	0	0.2	0.046	0.23	0.23	0.0073	0.23	0.0073	0.033	0	2.4e-05	0	6	0.18
344	0	0	1.6e-06	0	0.1	0.3	0.12	0.12	0.012	0.12	0.012	0.21	1.6e-06	0	0	5	0.14
345	5.6e-05	5.6e-05	0	0	0.21	0.037	0.24	0.24	0.0066	0.24	0.0066	0.027	0	3.2e-05	0	6	0.18
346	9.2e-05	9.2e-05	0	0	0.2	0.046	0.23	0.23	0.0069	0.23	0.0069	0.033	0	5.2e-05	0	6	0.18
347	0.00018	0.00018	5.7e-06	0	0.18	0.094	0.21	0.21	0.0081	0.21	0.0081	0.068	5.7e-06	0.0001	0	6	0.18
348	0.00023	0.00023	5.1e-06	0	0.2	0.058	0.23	0.23	0.0053	0.23	0.0053	0.041	5.1e-06	0.00013	0	6	0.18
349	0.00024	0.00024	0.00011	0	0.19	0.087	0.22	0.22	0.006	0.22	0.006	0.062	0.00011	0.00014	0	6	0.18
350	0.00012	0.00012	3.8e-05	0	0.16	0.17	0.18	0.18	0.0099	0.18	0.0099	0.12	3.8e-05	6.8e-05	0	6	0.18
351	1.8e-05	1.8e-05	0	0	0.18	0.11	0.2	0.2	0.0076	0.2	0.0076	0.082	0	1e-05	0	6	0.18
352	4.4e-06	4.4e-06	0	0	0.2	0.043	0.24	0.24	0.0063	0.24	0.0063	0.031	0	2.5e-06	0	6	0.18
353	2.2e-05	2.2e-05	0	0	0.19	0.087	0.22	0.22	0.0069	0.22	0.0069	0.062	0	1.2e-05	0	6	0.18
354	0.00023	0.00023	0	0	0.2	0.047	0.23	0.23	0.0049	0.23	0.0049	0.034	0	0.00013	0	6	0.18
355	0.0017	0.0017	2.2e-06	0	0.21	0.027	0.24	0.24	0.0036	0.24	0.0036	0.02	2.2e-06	0.00098	0	6	0.18
356	1.6e-05	1.6e-05	0	0	0.2	0.06	0.23	0.23	0.0064	0.23	0.0064	0.043	0	8.9e-06	0	6	0.18
357	9.5e-06	9.5e-06	0	0	0.18	0.12	0.2	0.2	0.0079	0.2	0.0079	0.084	0	4.5e-06	0	6	0.18
358	0.00077	0.00077	0.00013	0	0.2	0.058	0.23	0.23	0.0049	0.23	0.0049	0.041	0.00013	0.00044	0	6	0.18
359	0.0013	0.0013	0.0044	0	0.17	0.12	0.2	0.2	0.0064	0.2	0.0064	0.086	0.0044	0.00073	0	6	0.18
360	4.4e-06	4.4e-06	0	0	0.13	0.23	0.15	0.15	0.01	0.15	0.01	0.17	0	2.5e-06	0	5	0.14
361	4.4e-05	4.4e-05	2.6e-05	0	0.16	0.16	0.18	0.18	0.0082	0.18	0.0082	0.12	2.6e-05	2.5e-05	0	6	0.18
362	0.0015	0.0015	0	0	0.22	0.011	0.25	0.25	0.0026	0.25	0.0026	0.0079	0	0.00084	0	6	0.18
363	0.0015	0.0015	0.0057	0	0.17	0.12	0.2	0.2	0.0062	0.2	0.0062	0.083	0.0057	0.00087	0	6	0.18
364	6.7e-06	6.7e-06	0	0	0.087	0.34	0.1	0.1	0.01	0.1	0.01	0.25	0	3.9e-06	0	5	0.14
365	3.6e-06	3.6e-06	0	0	0.19	0.068	0.22	0.22	0.0073	0.22	0.0073	0.049	0	2.1e-06	0	6	0.18
366	0.00038	0.00038	0	0	0.21	0.04	0.24	0.24	0.0045	0.24	0.0045	0.029	0	0.00021	0	6	0.18
367	0	0	0	0	0.17	0.12	0.2	0.2	0.009	0.2	0.009	0.085	0	0	0	6	0.18
368	0	0	0	0.036	0.22	0	0.25	0.25	0	0.25	0	0	0	0	0	6	0.18
369	4.2e-06	4.2e-06	6.4e-05	0.036	0.22	0	0.25	0.25	0	0.25	0	0	6.4e-05	2.4e-06	0	6	0.18
370	2e-05	2e-05	3.3e-06	0	0.17	0.12	0.2	0.2	0.0077	0.2	0.0077	0.087	3.3e-06	1.1e-05	0	6	0.18
371	0.00026	0.00026	0	0	0.22	0.0023	0.26	0.26	0.0017	0.26	0.0017	0.0017	0	0.00015	0	6	0.18
372	0.00027	0.00027	0	0	0.21	0.028	0.24	0.24	0.0054	0.24	0.0054	0.02	0	0.00016	0	6	0.18
373	0.00036	0.00036	0.00016	0	0.18	0.11	0.21	0.21	0.0079	0.21	0.0079	0.077	0.00016	0.00021	0	6	0.18
374	0.0012	0.0012	0	0	0.21	0.027	0.24	0.24	0.0049	0.24	0.0049	0.019	0	0.00069	0	6	0.18
375	0.0029	0.0029	0	0	0.21	0.033	0.24	0.24	0.0049	0.24	0.0049	0.024	0	0.0017	0	6	0.18
376	2e-06	2e-06	0	0	0.13	0.22	0.15	0.15	0.012	0.15	0.012	0.16	0	1.1e-06	0	5	0.14
377	0.00085	0.00085	3.2e-06	0	0.2	0.056	0.23	0.23	0.0063	0.23	0.0063	0.04	3.2e-06	0.00049	0	6	0.18
378	0.0005	0.0005	3.5e-05	0	0.19	0.085	0.22	0.22	0.0073	0.22	0.0073	0.061	3.5e-05	0.00028	0	6	0.18
379	0.0019	0.0019	0.00024	0	0.19	0.07	0.22	0.22	0.0064	0.22	0.0064	0.05	0.00024	0.0011	0	6	0.18
380	6.6e-05	6.6e-05	0	0	0.21	0.03	0.24	0.24	0.0061	0.24	0.0061	0.022	0	3.8e-05	0	6	0.18
381	0	0	6.8e-06	0	0.025	0.51	0.029	0.029	0.0085	0.029	0.0085	0.36	6.8e-06	0	0	5	0.14
382	0.00056	0.00056	0	0	0.21	0.018	0.25	0.25	0.0045	0.25	0.0045	0.013	0	0.00032	0	6	0.18
383	3.5e-05	3.5e-05	1.7e-05	0	0.16	0.16	0.18	0.18	0.0099	0.18	0.0099	0.11	1.7e-05	2e-05	0	6	0.18
384	0.00074	0.00074	0	0	0.2	0.045	0.24	0.24	0.0059	0.24	0.0059	0.032	0	0.00042	0	6	0.18
385	0.001	0.001	0.00019	0	0.19	0.082	0.22	0.22	0.0069	0.22	0.0069	0.058	0.00019	0.00059	0	6	0.18
386	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
387	0.00097	0.00097	0.00035	0	0.19	0.089	0.21	0.21	0.0071	0.21	0.0071	0.064	0.00035	0.00055	0	6	0.18
388	0.00018	0.00018	1.1e-06	0	0.19	0.08	0.22	0.22	0.0078	0.22	0.0078	0.058	1.1e-06	0.0001	0	6	0.18
389	0.028	0.028	0	0	0.21	0.0054	0.24	0.24	0.0021	0.24	0.0021	0.0039	0	0.016	0	6	0.18
390	4.5e-05	4.5e-05	0	0	0.18	0.094	0.21	0.21	0.0088	0.21	0.0088	0.067	0	2.6e-05	0	6	0.18
391	3.5e-06	3.5e-06	3.3e-05	0	0.12	0.27	0.13	0.13	0.011	0.13	0.011	0.19	3.3e-05	2e-06	0	5	0.14
392	0.00016	0.00016	0	0	0.2	0.045	0.24	0.24	0.0066	0.24	0.0066	0.032	0	9e-05	0	6	0.18
393	0.00011	0.00011	0	0	0.19	0.08	0.22	0.22	0.008	0.22	0.008	0.057	0	6.2e-05	0	6	0.18
394	5.9e-06	5.9e-06	0.017	0	0.086	0.33	0.099	0.099	0.0096	0.099	0.0096	0.23	0.017	3.4e-06	0	5	0.14
395	0.00048	0.00048	0	0	0.21	0.033	0.24	0.24	0.0055	0.24	0.0055	0.024	0	0.00028	0	6	0.18
396	0.0033	0.0033	0	0	0.21	0.022	0.24	0.24	0.0042	0.24	0.0042	0.016	0	0.0019	0	6	0.18
397	0.00023	0.00023	0	0	0.2	0.042	0.24	0.24	0.0063	0.24	0.0063	0.03	0	0.00013	0	6	0.18
398	9.5e-05	9.5e-05	0.00019	0	0.16	0.15	0.19	0.19	0.0092	0.19	0.0092	0.11	0.00019	5.4e-05	0	6	0.18
399	0.006	0.006	0	0	0.22	0.0083	0.25	0.25	0.0028	0.25	0.0028	0.0059	0	0.0034	0	6	0.18
400	6.9e-06	6.9e-06	0	0	0.16	0.14	0.19	0.19	0.011	0.19	0.011	0.1	0	4e-06	0	6	0.18
401	9.5e-05	9.5e-05	0.00019	0	0.16	0.15	0.19	0.19	0.0092	0.19	0.0092	0.11	0.00019	5.4e-05	0	6	0.18
402	8e-05	8e-05	0.00066	0	0.15	0.18	0.17	0.17	0.0095	0.17	0.0095	0.13	0.00066	4.6e-05	0	5	0.14
403	7.4e-05	7.4e-05	0.0012	0	0.15	0.19	0.17	0.17	0.0095	0.17	0.0095	0.14	0.0012	4.2e-05	0	5	0.14
404	1.1e-06	1.1e-06	0	0	0.15	0.17	0.18	0.18	0.013	0.18	0.013	0.12	0	0	0	6	0.18
405	0.00018	0.00018	0	0	0.19	0.068	0.22	0.22	0.0074	0.22	0.0074	0.049	0	0.0001	0	6	0.18
406	2.6e-05	2.6e-05	3.2e-06	0	0.16	0.15	0.19	0.19	0.01	0.19	0.01	0.11	3.2e-06	1.5e-05	0	6	0.18
