SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5	dcf6
324	0	0	0.9	0.099	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
325	0	0	6.2e-06	1	3	0.073	0.22	0.11	0.15	0.23	0.23	0.29
326	0.97	0	0.033	0	0	0.28	0.62	0.31	0.47	0.47	0.59	0.66
327	0.048	0	0.95	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
328	0.34	0	0.66	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
329	0	1	0	0	1	0.087	0.08	0.093	0.09	0.086	0.086	0.079
330	0.00011	0	1	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
331	0	0	0	1	3	0.073	0.22	0.11	0.15	0.23	0.23	0.29
332	0.013	0	0.99	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
333	0.78	0	0.22	0	0	0.28	0.62	0.31	0.47	0.47	0.59	0.66
334	0.0027	0	1	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
335	6.8e-05	0	1	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
336	0.99	0	0.0077	0	0	0.28	0.62	0.31	0.47	0.47	0.59	0.66
337	0.98	0	0.022	0	0	0.28	0.62	0.31	0.47	0.47	0.59	0.66
338	0.16	0	0.84	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
339	0.0002	0	1	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
340	0.071	0	0.93	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
341	0.023	0	0.98	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
342	0.016	0	0.98	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
343	0.00025	0	1	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
344	0.22	0	0.78	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
345	0.77	0	0.23	0	0	0.28	0.62	0.31	0.47	0.47	0.59	0.66
346	0.26	0	0.74	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
347	0.036	0	0.96	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
348	0.0014	0	1	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
349	0	1.2e-05	0.14	0.86	3	0.073	0.22	0.11	0.15	0.23	0.23	0.29
350	0	0	0	1	3	0.073	0.22	0.11	0.15	0.23	0.23	0.29
351	0	0	0	1	3	0.073	0.22	0.11	0.15	0.23	0.23	0.29
352	0.0024	0	1	0	2	0.22	0.28	0.16	0.26	0.23	0.23	0.29
