SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
214	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
215	0.015	0.78	0.16	0	0	0	0	0	0	0	0	0.038	0	0	0	2.1e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
216	2.7e-06	1	1.6e-06	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
217	0.017	0.98	0.00023	0	0	0	0	0	0	0	0	0.00044	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
218	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
219	1.6e-06	1	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
220	2.8e-05	1	1.7e-06	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
221	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
222	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
223	0.012	0.99	0.00018	0	0	0	0	0	0	0	0	0.00051	0	0	0	0.00024	1	0.52	0.26	0.29	0.14	0.23	0.54
224	0.042	0.92	0.03	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
225	0.0023	0.4	0.54	0	0	0	0	0	0	0	0	0.054	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
226	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0.0074	0	5	0	0.26	0.29	0	0	0.54
227	0.0031	1	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
228	0.0012	1	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
229	0.029	0.97	6.4e-06	0	0	0	0	0	0	0	0	0.0056	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
230	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
231	0.00051	1	4.9e-05	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
233	0	0.99	0	0	0	0	0	0.0076	0	0	0	0.00048	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
234	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.52	0.26	0.032	0.14	0.23	0.54
235	0	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	1	0.52	0.26	0.29	0.14	0.23	0.54
236	0.0015	0.85	0.14	0	0	0	0	0.004	0	0	0	0.0056	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
237	0.01	0.95	0.00022	0	0	0	0	0	0	0	0	0.044	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
238	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
239	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	1	0.52	0.26	0.29	0.14	0.23	0.54
240	0.068	0.65	0.2	0	0	0	0	0	0	0	0	0.087	0	0	0	2.1e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
241	5.1e-05	1	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
242	0.0081	0.98	7.8e-05	0	0	0	0	0	0	0	0	0.011	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
243	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
244	0.03	0.94	0.006	0	0	0	0	0	0	0	0	0.025	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
245	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
246	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
247	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0.18	0
248	0.00022	0.99	0	0	0	0	0	0	0	0	0	0.0061	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
249	0.06	0.94	1.5e-06	0	0	0	0	0	0	0	0	1.3e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
250	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
251	0.00042	0.89	0.00083	0	0	0	0	0.099	0	0	0	0.013	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
252	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0.18	0
253	0.02	0.76	0.22	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
255	0.0081	0.95	0.00059	0	0	0	0	0	0	0	0.022	0.018	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
257	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.43	0.2	0.29	0.093	0.18	0.15
258	0.0042	0.99	2.7e-05	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
259	0.00046	1	1.6e-05	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
260	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
261	0.0039	0.49	0.00035	0	0	0	0	0	0	0	0	0.51	0	0	0	0	11	0.52	0.37	0.29	0.14	0.23	0.54
262	0.00098	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
263	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
264	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
265	0.00048	1	0	0	0	0	0	0	0	0	0	1.4e-05	0	0	0	0.00021	1	0.52	0.26	0.29	0.14	0.23	0.54
266	0.08	0.63	0.1	0	0	0	0	0	0	0	0	0.19	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
267	0.0023	0.98	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
268	0.017	0.91	0.0002	0	0	0	0	0	0	0	0	0.077	0	0	0	5e-06	1	0.52	0.26	0.29	0.14	0.23	0.54
269	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
270	0	0.38	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0.62	15	0.52	0.26	0.29	0.14	0.23	0.95
271	0.0076	0.95	0.017	0	0	0	0	0	0	0	0	0.022	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
272	0.0068	0.99	0.00035	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
273	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.52	0.26	0.032	0.14	0.23	0.54
274	0.0039	1	9.9e-06	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
276	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0.18	0
277	0.021	0.83	0.11	0	0	0	0	0	0	0	0	0.016	0	0	0	0.021	1	0.52	0.26	0.29	0.14	0.23	0.54
278	0.01	0.95	0.00031	0	0	0	0	0	0	0	0	0.039	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
280	0.018	0.97	0.0029	0	0	0	0	0	0	0	0	0.0092	0	0	0	0.0022	1	0.52	0.26	0.29	0.14	0.23	0.54
281	0.00046	0.67	0	0	0	0	0	0	0	0	0	1.4e-05	0	0	0	0.33	1	0.52	0.26	0.29	0.14	0.23	0.54
282	0	0	0	0	0	0	0.031	0.97	0	0	0.00031	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
283	0.012	0.96	5e-06	0	0	0	0	0	0	0	0	5e-05	0	0	0	0.024	1	0.52	0.26	0.29	0.14	0.23	0.54
284	0.23	0.77	0.0002	0	0	0	0	0	0	0	0	0.00098	0	0	0	8.9e-06	1	0.52	0.26	0.29	0.14	0.23	0.54
285	0.0027	0.82	9.1e-05	0	0	0	0	0	0	0	0	0.00031	0	0	0	0.17	1	0.52	0.26	0.29	0.14	0.23	0.54
286	0.019	0.98	0.00058	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
287	3.6e-06	1	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
288	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
289	0	0	0	0.11	0	0	0	0	0.89	0	0	0	0	0	0	0	8	0	0	0.19	0.078	0	0
290	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
291	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0.54
292	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.43	0.2	0.29	0.093	0.18	0.15
293	0.031	0.93	0.012	0	0	0	0	0	0	0	8.1e-06	0.022	5.6e-06	0	0	0.00018	1	0.52	0.26	0.29	0.14	0.23	0.54
294	0.021	0.93	0.0034	0	0	0	0	0	0	0	0	0.04	0	0	0	0.0065	1	0.52	0.26	0.29	0.14	0.23	0.54
295	0.0016	1	0.00017	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
296	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0.02	0	6	0.11	0.029	0.064	0.016	0.026	0.051
297	1.2e-05	1	0	0	0	0	0	0	0	0	0	6.9e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
298	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
299	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
300	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
301	0	0	0	0.0016	0	0	0	0	0.2	0	0	0	0	0.79	0	0	13	0	0	0.13	0	0	0
302	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
303	1.4e-05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
304	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
305	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
306	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
307	0	0.89	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
308	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.19	0.078	0	0
309	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
310	0	0.82	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
311	0.0063	0.99	0.00067	0	0	0	0	0	0	0	0	0.002	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
312	0.0058	0.99	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
313	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
314	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0.99	15	0.52	0.26	0.29	0.14	0.23	0.95
315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.52	0.26	0.29	0.14	0.23	0.95
316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.52	0.26	0.29	0.14	0.23	0.95
317	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
318	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
319	1.5e-06	0.87	0.13	0	0	0	0	0	0	0	0	0.00089	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
320	0.00028	0.44	0.49	0	0	0	0	0	0	0	0	0.066	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
321	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
322	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
323	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.52	0.26	0.29	0.14	0.23	0.95
325	0	0.85	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
326	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
327	0.022	0.97	0.0065	0	0	0	0	0	0	0	0	0.0059	0	0	0	2.5e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
328	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
329	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.43	0.2	0.29	0.093	0.18	0.15
330	0.0032	0.057	0.94	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
331	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
332	0.0024	0.99	3.4e-06	0	0	0	0	0	0	0	0	0.0031	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
334	0.0045	0.89	0.0009	0	0	0	0	0	0	0	0	0.1	0	0	0	0.0016	1	0.52	0.26	0.29	0.14	0.23	0.54
335	0.00015	1	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
336	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
337	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
338	0.00085	0.0012	1	0	0	0	0	0	0	0	0	0.00075	0	0	0	1.8e-05	2	0.57	0.31	0.29	0.22	0.35	0.54
339	0.00012	0.92	1e-05	0	0	0	0	0.076	0	0	0	6.9e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
340	0	0	0	0.00039	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.19	0.078	0	0
341	0.00036	1	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
342	0	0	0	0	0	0	1	0	0	0	6.1e-05	0	0	0	1.7e-05	0	6	0.11	0.029	0.064	0.016	0.026	0.051
343	0.0076	0.44	0.071	0	0	0	0	0	0	0	0	0.49	0	0	0	0	11	0.52	0.37	0.29	0.14	0.23	0.54
344	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	1	0.52	0.26	0.29	0.14	0.23	0.54
345	0	1	0	0	0	0	0	0	0	0	0	4.4e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
346	1.5e-05	1	4.1e-05	0	0	0	0	0.0028	0	0	0	1.6e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
347	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	1	0.52	0.26	0.29	0.14	0.23	0.54
348	0.0053	0.99	0.0031	0	0	0	0	0	0	0	0	0.0038	0	0	0	1.6e-06	1	0.52	0.26	0.29	0.14	0.23	0.54
349	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
350	0	0	0	0	0	0	1	0	0	0	0	0	2e-06	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
351	3.4e-05	1	0	0	0	0	0	0	0	0	0	3e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
352	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
353	0.013	0.84	0.1	0	0	0	0	0	0	0	0	0.039	0	0	0	0.00077	1	0.52	0.26	0.29	0.14	0.23	0.54
354	0	0	0	0	0	0	1	0	0	0	0	0	0.0013	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
355	0	0	0	0	0	0	0	0	0.0098	0	0	0	0	0.99	0	0	13	0	0	0.13	0	0	0
356	0.04	0.96	9.5e-05	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
357	0.002	0.98	0.00029	0	0	0	0	0	0	0	0	0.018	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
358	0.018	0.67	0.0026	0	0	0	0	0	0	0	0	0.3	0	0	0	0.00023	1	0.52	0.26	0.29	0.14	0.23	0.54
359	0.018	0.89	0.012	0	0	0	0	0	0	0	0	0.078	0	0	0	0.00011	1	0.52	0.26	0.29	0.14	0.23	0.54
360	0.019	0.98	1.4e-06	0	0	0	0	0	0	0	0	0.0036	0	0	0	3.8e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
361	0.00073	1	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
362	0.0022	1	0.00016	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
363	4.1e-05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
364	0.032	0.87	0.088	0	0	0	0	0	0	0	0	0.0072	0	0	0	0.0004	1	0.52	0.26	0.29	0.14	0.23	0.54
365	0.00081	1	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	5.9e-06	1	0.52	0.26	0.29	0.14	0.23	0.54
366	0.031	0.97	1.3e-05	0	0	0	0	0	0	0	0	3.2e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
367	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0.54
368	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
369	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
370	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
371	0	1.8e-05	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.43	0.2	0.29	0.093	0.18	0.15
372	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
373	0.0021	0.99	0.00086	0	0	0	0	0	0	0	0.0012	0.0009	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
374	0	0	1.3e-06	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.053	0	0.29	0.11	0	0
375	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.52	0.26	0.29	0.14	0.23	0.95
377	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
378	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
379	0.0073	0.99	3.3e-05	0	0	0	0	0	0	0	0	0.0072	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
380	0.1	0.88	0.0065	0	0	0	0	0	0	0	0	0.0099	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.19	0.078	0	0
382	0.007	0.98	0.00058	0	0	0	0	0	0	0	0	0.014	0	0	0	2.4e-06	1	0.52	0.26	0.29	0.14	0.23	0.54
383	0.011	0.98	0.0039	0	0	0	0	0	0	0	0	0.0029	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
384	7e-06	1	0	0	0	0	0	0	0	0	0	1.6e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
385	0.0001	0.94	0.0027	0	0	0	0	0	0	0	0	0.056	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
386	0.007	0.99	0.00013	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
387	0.011	0.98	0.0036	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
388	0.011	0.59	0.37	0	0	0	0	0	0	0	0	0.027	0	0	0	0.0006	1	0.52	0.26	0.29	0.14	0.23	0.54
389	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0.54
390	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.053	0	0.29	0.11	0	0
391	0	0	0	0.0041	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
392	0.00016	1	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
393	0.00011	1	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
394	0.17	0.73	0.086	0	0	0	0	0	0	0	0	0.015	0	0	0	0.00054	1	0.52	0.26	0.29	0.14	0.23	0.54
395	0.024	0.98	6.4e-05	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
396	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
397	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
399	0.0031	0.99	0.00024	0	0	0	0	0	0	0	0	0.007	0	0	0	4.8e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
400	0.00042	0.98	4.8e-06	0	0	0	0	0	0	0	0	0.023	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
401	1.1e-06	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	1	0.52	0.26	0.29	0.14	0.23	0.54
402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
403	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
404	2.4e-06	1	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
405	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
406	0.0028	1	2.6e-05	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
407	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
408	0.004	0.97	0.00031	0	0	0	0	0	0	0	0	0.029	0	0	0	0.001	1	0.52	0.26	0.29	0.14	0.23	0.54
409	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0.54
410	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.053	0	0.29	0.11	0	0
411	5.5e-05	1	0	0	0	0	0	0	0	0	0	2.6e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
412	0.00024	1	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
413	0.0071	0.93	0.00067	0	0	0	0	0	0	0	0	0.059	0	0	0	0.00027	1	0.52	0.26	0.29	0.14	0.23	0.54
414	0.00046	1	1.3e-05	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
415	2.4e-05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
416	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
417	2.2e-06	1	0	0	0	0	0	0	0	0	0	3.9e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
418	5.7e-05	1	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
419	3.8e-06	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
420	0.0065	0.99	0.00042	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
421	0.022	0.97	8.9e-05	0	0	0	0	0	0	0	0	0.011	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
422	0.0053	0.96	0.0098	0	0	0	0	0	0	0	0	0.021	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
424	0.0097	0.99	7.6e-05	0	0	0	0	0	0	0	0	0.0016	0	0	0	1.3e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
425	0.074	0.93	1.4e-06	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
426	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0.54
