SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
296	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
297	0	1	0	6.7e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
298	0	0.59	0	0.41	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
299	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
300	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
301	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
302	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
303	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
304	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
305	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
306	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
307	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
308	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
309	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
310	0	0.81	0	0	0	0	0	0.19	1	0.52	0.26	0.29	0.14	0.23	0.54
311	0	0.97	0	0.033	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
312	0	1	0	0.004	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
313	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
314	0	0.97	0	5.7e-05	0.031	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
315	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
316	0	5.4e-05	0	3e-06	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
317	0	0	0	0	0	0	1	0	6	1	0.51	0.38	0.22	0.4	0.54
318	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
319	0	0	0	0	0	0	1	0	6	1	0.51	0.38	0.22	0.4	0.54
320	0	0	0	0	0	0	1	0	6	1	0.51	0.38	0.22	0.4	0.54
321	0	0	0	0	0	0	1	0	6	1	0.51	0.38	0.22	0.4	0.54
322	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
323	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
324	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
325	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
326	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
327	0	0.97	0	0.028	0.0045	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
328	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
329	0.092	0.91	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
330	0	0.2	0	0.8	0.00026	0	0	0	3	0.57	0.31	0.29	0.14	0.29	0.54
331	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
332	0	0.99	0	0.0051	1.8e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
333	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
334	0	0.81	0	0.066	0.12	0	0.0003	0	1	0.52	0.26	0.29	0.14	0.23	0.54
335	0	1	0	0.0011	1.8e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
336	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
337	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
338	0	0	0	0	0	0	1	0	6	1	0.51	0.38	0.22	0.4	0.54
339	0	1	0	0.0024	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
340	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
341	0	1	0	0.00012	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
342	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
343	0	0.13	0	0.87	0	0	0	0	3	0.57	0.31	0.29	0.14	0.29	0.54
344	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
345	0	0.96	0	3.6e-06	0	0	0.039	0	1	0.52	0.26	0.29	0.14	0.23	0.54
346	0	1	0	0.00016	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
347	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
348	0	0.98	0	0.021	0.0038	0	1.1e-06	0	1	0.52	0.26	0.29	0.14	0.23	0.54
349	0	1	0	6.5e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
350	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
351	0	1	0	3.6e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
352	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
353	0	0.9	0	0.076	0.02	0	0.00019	0	1	0.52	0.26	0.29	0.14	0.23	0.54
354	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
355	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
356	0	0.79	0	0.0045	0.21	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
357	0	0.98	0	0.015	5.3e-05	0	6e-05	0	1	0.52	0.26	0.29	0.14	0.23	0.54
358	0	0.62	0	0.28	0.1	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
359	0	0.78	0	0.21	0.013	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
360	0	0.98	0	0.017	0.0018	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
361	0	1	0	7.8e-05	5.8e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
362	0	0.99	0	0.0051	7.7e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
363	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
364	0	0.93	0	0.066	0.0043	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
365	0	1	0	8.3e-05	0.0014	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
366	0	1	0	0.00061	0.00049	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
367	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
368	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
369	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
370	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
371	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
372	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
373	0	0.99	0	0.0076	4.1e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
374	0	0	0	1	0	0	0	0	3	0.57	0.31	0.29	0.14	0.29	0.54
375	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
376	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
377	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
378	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
379	0	0.86	0	0.14	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
380	0	0.24	0	0.76	0	0	0	0	3	0.57	0.31	0.29	0.14	0.29	0.54
381	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
382	0	0.98	0	0.02	0.0046	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
383	0	0.91	0	0.084	0.0019	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
384	0	1	0	2e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
385	0	0.97	0	0.03	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
386	0	1	0	0.0041	0.00066	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
387	0	0.98	0	0.017	0.0017	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
388	0	0.86	0	0.11	0.026	0	0.00019	0	1	0.52	0.26	0.29	0.14	0.23	0.54
389	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
390	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
391	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
392	0	1	0	0.00052	4.3e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
393	0	1	0	0.00021	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
394	0	0.57	0	0.39	0.04	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
395	0	0.99	0	0.011	0.0003	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
396	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
397	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
398	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
399	0	0.94	0	0.057	4.8e-05	0	1.4e-06	0	1	0.52	0.26	0.29	0.14	0.23	0.54
400	0	1	0	0.0019	1.3e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
401	0	1	0	0	0.003	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
402	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
403	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
404	0	1	0	9.5e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
405	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
406	0	0.99	0	0.0051	8.2e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
407	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
408	0	0.78	0	0.02	0.2	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
409	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
410	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
411	0	1	0	6.3e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
412	0	1	0	5.1e-05	9.4e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
413	0	0.97	0	0.029	0.0051	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
414	0	1	0	0.0029	4.2e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
415	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
416	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
417	0	1	0	2.5e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
418	0	0.99	0	0.0057	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
419	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
420	0	0.96	0	0.035	1.6e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
421	0	0.99	0	0.013	0.0012	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
422	0	0.96	0	0.043	2.1e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
423	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
424	0	0.99	0	0.0052	0.0047	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
425	0	0.98	0	0.0095	0.013	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
426	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
427	0	1	0	2.6e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
428	0	0.99	0	0.0089	1.2e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
429	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
430	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
431	0	1	0	0.0016	2.9e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
432	0	0.84	0	0.16	0.0022	0	2.1e-05	0	1	0.52	0.26	0.29	0.14	0.23	0.54
433	0	0.96	0	0.013	0.028	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
434	0	0.95	0	0.049	3.7e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
435	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
436	0	0.98	0	0.0053	0.011	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
437	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
438	0	1	0	3.4e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
439	0	1	0	0.00027	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
440	0	1	0	0.0001	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
441	0	0.98	0	0.015	1.1e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
442	0	0.99	0	0.008	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
443	0	0.96	0	0.041	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
444	0	1	0	0.0016	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
445	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
446	0	0.91	0	0.087	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
447	0	1	0	0.00076	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
448	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
449	0	0.55	0	0.44	0.0044	0	2.1e-05	0	1	0.52	0.26	0.29	0.14	0.23	0.54
450	0	0.88	0	0.11	0.019	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
451	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
452	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
453	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
454	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
455	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
456	0	0.99	0	0.008	0.0025	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
457	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
458	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
459	0	1	0	0.00086	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
460	0	0.99	0	0.00099	0.0075	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
461	0	1	0	0.00031	0.00014	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
462	0	1	0	2.6e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
463	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
464	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
465	0	1	0	0.0015	6.6e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
466	0	1	0	1.4e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
467	0	0.95	0	0.053	0.00028	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
468	0	1	0	0.0012	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
469	0	1	0	0.00072	3.8e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
470	0	1	0	0.00033	7.8e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
471	0	1	0	0.0003	0.00029	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
472	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
473	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
474	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
475	0	1	0	0.00073	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
476	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
477	0	0.96	0	0.042	1e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
478	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
479	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
480	0	0.9	0	0.099	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
481	0	0.99	0	0.0064	0.00074	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
482	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
483	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
484	0	0.98	0	0.019	1.3e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
485	0	0.61	0	0.39	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
486	0	0.15	0	0.85	1.1e-05	0	0	0	3	0.57	0.31	0.29	0.14	0.29	0.54
487	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
488	0	1	0	5e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
489	0	1	0	0.0022	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
490	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
491	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
492	0	0.78	0	0.21	0.0016	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
493	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
494	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
495	0	0.96	0	0.043	4e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
496	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
497	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
498	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
499	0	1	0	0.00016	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
500	0	1	0	7.3e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
501	0	0.62	0	0.38	3e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
502	0	0.96	0	0.037	7.2e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
503	0	1	0	0.00069	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
504	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
505	0	0.99	0	0.014	1.7e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
506	0	0.98	0	0.014	0.0034	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
507	0	0.99	0	0.012	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
508	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
509	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
510	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
511	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
512	0	1	0	0.00036	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
513	0	1	0	0.00013	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
514	0	1	0	2.2e-05	3.1e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
515	0	0.33	0	0.67	0	0	0	0	3	0.57	0.31	0.29	0.14	0.29	0.54
516	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
517	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
518	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
519	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
520	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
521	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
522	0	0.65	0	0.35	0.00014	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
523	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
524	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
525	0	1	0	0.0011	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
526	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
527	0	1	0	0.00025	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
528	0	1	0	0.0018	0.00015	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
529	0	0.51	0	0.49	0.00089	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
530	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
531	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
532	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
533	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
534	0	1	0	2.4e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
535	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
536	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
537	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
538	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
539	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
540	0	0.69	0	0.0019	0.31	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
541	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
542	0	0.64	0	0.36	0.00052	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
543	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
544	0	0.98	0	0.018	0.0021	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
545	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
546	0	0.98	0	0.02	0.0027	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
547	0	0.54	0	0.37	0.098	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
548	0	0.97	0	0.028	0.0027	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
549	0	0.9	0	0.1	1.7e-05	0	3.1e-05	0	1	0.52	0.26	0.29	0.14	0.23	0.54
550	0	0	0	0	0	0	1	0	6	1	0.51	0.38	0.22	0.4	0.54
551	0	0.99	0	0.008	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
552	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
553	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
554	0	0.96	0	0.035	0.00064	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
555	0	1	0	4.5e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
556	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
557	0	1	0	0	6.5e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
558	0	0	0	0	0	0	1	0	6	1	0.51	0.38	0.22	0.4	0.54
559	0	0	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
560	0	0.15	0	0.025	0.83	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
561	0	1	0	0.0012	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
562	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
563	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
564	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
565	0	0.53	0	0.022	0.44	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
566	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
567	0	0.97	0	0.022	0.0089	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
568	0	0.99	0	0.0052	0.00011	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
569	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
570	0	1	0	0.00028	2.6e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
571	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
572	0	0.75	0	0.25	1.1e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
573	0	0.13	0	0.87	0.00042	0	0	0	3	0.57	0.31	0.29	0.14	0.29	0.54
574	0	0.74	0	0.26	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
575	0	0.8	0	0.18	0.016	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
576	0	1	0	0.005	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
577	0	0.9	0	0.099	8.1e-06	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
578	0	0.99	0	0.012	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
579	0	0.96	0	0.038	0.00027	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
580	0	0	1	0	0	0	0	0	2	0.053	0.029	0.064	0.14	0.026	0.54
581	0	0.87	0	0.073	0.054	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
582	0	1	0	4.3e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
583	0	1	0	0.0018	0.00098	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
584	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
585	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
586	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
587	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
588	0	1	0	0.00026	0.00023	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
589	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
590	0	1	0	1.5e-05	0.00014	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
591	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
592	0	0.99	0	0.0094	0.0012	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
593	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
594	0	1	0	0.0036	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
