SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0
351	0.051	0.84	0.00036	0.1	0	0.0002	0.0002	0.0014	1	0.14
352	0.00055	0.85	0	0.1	8.1e-06	0	0	0.053	1	0.14
353	0.00014	0.88	0	0.11	0	0	0	0.017	1	0.14
354	0.32	0.6	0.007	0.072	0	0.0038	0.0038	3.3e-05	1	0.14
355	0.0042	0.89	0.00016	0.11	0	8.9e-05	8.9e-05	0	1	0.14
356	0.018	0.88	0	0.11	0	0	0	0	1	0.14
357	0.027	0.87	0	0.1	0	0	0	0	1	0.14
358	0.037	0.86	0	0.1	0	0	0	0	1	0.14
359	9.9e-05	0.89	0	0.11	0	0	0	0	1	0.14
360	0.0023	0.89	0	0.11	0	0	0	0	1	0.14
361	0.0061	0.89	0	0.11	0	0	0	2.7e-06	1	0.14
362	0.022	0.87	0	0.1	0	0	0	4.3e-06	1	0.14
363	0.0079	0.89	0	0.11	0	0	0	0	1	0.14
364	0.29	0.62	0.0041	0.075	0	0.0023	0.0023	2.3e-05	1	0.14
365	0.031	0.86	2.2e-05	0.1	0	1.2e-05	1.2e-05	0.00013	1	0.14
366	9.1e-05	0.88	0	0.11	0	0	0	0.014	1	0.14
367	0.0076	0.89	0	0.11	0	0	0	1.6e-05	1	0.14
368	0	0	0	0	1	0	0	0	4	0.016
369	0.49	0.45	0.0005	0.054	0	0.00027	0.00027	0	0	0.22
370	0.25	0.67	9.8e-05	0.08	0	5.4e-05	5.4e-05	0	1	0.14
371	0.064	0.84	6.2e-05	0.1	0	3.4e-05	3.4e-05	3.5e-05	1	0.14
372	0.07	0.83	0.00051	0.1	0	0.00028	0.00028	0.00063	1	0.14
373	0	0.67	0	0.081	0	0	0	0.25	1	0.14
374	0.15	0.76	7e-05	0.091	0	3.8e-05	3.8e-05	0	1	0.14
375	0	0.87	0	0.11	0	0	0	0.02	1	0.14
376	0.85	0.13	0.00082	0.015	0	0.00045	0.00045	0	0	0.22
377	0.012	0.88	0	0.11	0	0	0	1.5e-05	1	0.14
378	0.061	0.84	1.8e-05	0.1	0	9.7e-06	9.7e-06	0	1	0.14
379	0.026	0.87	3e-06	0.1	0	0	0	1.3e-05	1	0.14
380	0.22	0.57	0.068	0.068	0	0.037	0.037	0	1	0.14
381	0.075	0.82	0.00042	0.099	0	0.00023	0.00023	0.00037	1	0.14
382	0.00048	0.89	0	0.11	0	0	0	0	1	0.14
383	0.016	0.88	6.5e-06	0.11	0	2.9e-06	2.9e-06	0	1	0.14
384	0.031	0.87	0	0.1	0	0	0	0	1	0.14
385	0.044	0.85	1.2e-05	0.1	0	6.7e-06	6.7e-06	1.4e-05	1	0.14
386	0.03	0.86	0.00087	0.1	0	0.00048	0.00048	0	1	0.14
387	0.47	0.44	0.016	0.053	0	0.0088	0.0088	8.6e-06	0	0.22
388	0.57	0.38	0.0021	0.045	0	0.0012	0.0012	0	0	0.22
389	0.0065	0.89	0	0.11	0	0	0	0	1	0.14
390	0.1	0.8	4.8e-05	0.096	0	2.6e-05	2.6e-05	3.1e-06	1	0.14
391	0.12	0.78	0.00065	0.094	0	0.00035	0.00035	8.5e-05	1	0.14
392	0.39	0.53	0.0054	0.064	0	0.003	0.003	6.8e-06	1	0.14
393	0.0017	0.87	0	0.11	0	0	0	0.019	1	0.14
394	0.04	0.86	2.7e-05	0.1	0	1.5e-05	1.5e-05	6.7e-05	1	0.14
395	0.00082	0.88	0	0.11	0	0	0	0.012	1	0.14
396	0.0062	0.89	0	0.11	0	0	0	0	1	0.14
397	0.011	0.88	0	0.11	0	0	0	9.4e-06	1	0.14
398	0.028	0.87	0	0.1	0	0	0	0	1	0.14
399	0.00019	0.87	0	0.1	0	0	0	0.028	1	0.14
400	0.4	0.51	0.013	0.062	0	0.0071	0.0071	2.1e-05	1	0.14
401	0.052	0.84	0.00085	0.1	4.2e-06	0.00046	0.00046	0.0046	1	0.14
402	0.42	0.52	0.00036	0.062	0	0.0002	0.0002	0	1	0.14
403	0.76	0.2	0.0038	0.025	0	0.0021	0.0021	0	0	0.22
404	0.041	0.85	0.00023	0.1	0	0.00013	0.00013	0.0016	1	0.14
405	0.27	0.64	0.004	0.077	0	0.0022	0.0022	3.3e-05	1	0.14
406	0.013	0.88	0	0.11	0	0	0	0.0001	1	0.14
407	0.051	0.85	8.5e-05	0.1	0	4.6e-05	4.6e-05	0.00015	1	0.14
408	0.023	0.87	0	0.1	0	0	0	0	1	0.14
409	0.18	0.73	0.0012	0.087	0	0.00064	0.00064	3.3e-05	1	0.14
410	0.1	0.78	0.013	0.094	0	0.0069	0.0069	0	1	0.14
411	0.97	0.018	0.0032	0.0022	0	0.0017	0.0017	0	0	0.22
412	0.33	0.57	0.013	0.069	0	0.0071	0.0071	6.1e-05	1	0.14
413	0.063	0.84	4e-06	0.1	0	2.2e-06	2.2e-06	0	1	0.14
414	0.026	0.87	0	0.1	0	0	0	0	1	0.14
415	0	0	0	0	1	0	0	0	4	0.016
416	0.042	0.85	0.00018	0.1	0	9.7e-05	9.7e-05	0.00098	1	0.14
417	9.1e-05	0.86	0	0.1	0	0	0	0.037	1	0.14
418	0.13	0.77	0.00093	0.093	0	0.00051	0.00051	0	1	0.14
419	0.072	0.83	3.6e-05	0.1	0	1.9e-05	1.9e-05	9.2e-06	1	0.14
420	0.0013	0.89	0	0.11	0	0	0	0	1	0.14
421	3e-06	0.88	0	0.11	0	0	0	0.016	1	0.14
422	0.34	0.0051	0.31	0.00062	0	0.17	0.17	0	0	0.22
423	0.28	0.64	2.5e-05	0.077	0	1.4e-05	1.4e-05	0	1	0.14
424	0.00018	0.89	0	0.11	0	0	0	0	1	0.14
425	0.019	0.88	0	0.11	0	0	0	3e-06	1	0.14
426	0.53	0.42	9.5e-06	0.051	0	5.2e-06	5.2e-06	0	0	0.22
427	0.05	0.85	0.00011	0.1	0	6e-05	6e-05	0.00025	1	0.14
428	0.056	0.84	8.2e-06	0.1	0	4.5e-06	4.5e-06	2.6e-06	1	0.14
429	0.43	0.5	0.0038	0.06	0	0.0021	0.0021	2.1e-06	1	0.14
430	0.51	0.43	0.00066	0.052	0	0.00036	0.00036	0	0	0.22
431	0.039	0.86	2.1e-05	0.1	0	1.2e-05	1.2e-05	5.4e-05	1	0.14
432	0.056	0.84	2.3e-06	0.1	0	0	0	0	1	0.14
433	0.19	0.72	0.00076	0.087	0	0.00041	0.00041	1.6e-05	1	0.14
434	0.044	0.85	2.2e-06	0.1	0	0	0	0	1	0.14
435	0.14	0.77	1.6e-05	0.092	0	8.5e-06	8.5e-06	0	1	0.14
436	0.025	0.87	1.3e-06	0.1	0	0	0	0	1	0.14
437	4.6e-05	0.84	0	0.1	0	0	0	0.059	1	0.14
438	0.033	0.86	1.1e-05	0.1	0	6.1e-06	6.1e-06	3.7e-05	1	0.14
439	0.035	0.86	1.7e-05	0.1	0	9.3e-06	9.3e-06	5.9e-05	1	0.14
440	0.024	0.87	0	0.1	0	0	0	0	1	0.14
441	0.24	0.66	0.0071	0.079	0	0.0039	0.0039	0.00013	1	0.14
442	0.14	0.46	0.16	0.055	0	0.09	0.09	0	1	0.14
443	0.29	0.61	0.015	0.073	0	0.0083	0.0083	0.00015	1	0.14
444	0.049	0.85	2.6e-05	0.1	0	1.4e-05	1.4e-05	2.7e-05	1	0.14
445	0.4	0.46	0.04	0.056	0	0.022	0.022	2.4e-05	1	0.14
446	0.055	0.83	0.0061	0.1	0	0.0033	0.0033	0	1	0.14
447	0.0096	0.88	0	0.11	0	0	0	1.7e-05	1	0.14
448	0.034	0.86	6.7e-05	0.1	0	3.7e-05	3.7e-05	0.00056	1	0.14
449	0.1	0.8	0.00027	0.096	0	0.00015	0.00015	4.5e-05	1	0.14
450	0.0025	0.89	0	0.11	0	0	0	3.1e-06	1	0.14
451	0.31	0.61	0.00055	0.074	0	0.0003	0.0003	0	1	0.14
452	0.39	0.44	0.054	0.053	0	0.03	0.03	0	1	0.14
453	0.019	0.88	7.6e-06	0.11	0	4.2e-06	4.2e-06	0.0002	1	0.14
454	0.77	0.21	4.3e-06	0.025	0	2.3e-06	2.3e-06	0	0	0.22
455	0.04	0.86	4.5e-06	0.1	0	2.4e-06	2.4e-06	4.3e-06	1	0.14
456	0.43	0.5	0	0.061	0	0	0	0	1	0.14
457	0.068	0.83	0.00041	0.1	0	0.00023	0.00023	0.00047	1	0.14
458	0.048	0.85	0.00012	0.1	0	6.4e-05	6.4e-05	0.00032	1	0.14
459	0.019	0.82	0.03	0.099	0	0.016	0.016	0	1	0.14
460	0.24	0.66	0.006	0.08	0	0.0033	0.0033	2e-05	1	0.14
461	0.00032	0.82	0	0.099	1.7e-05	0	0	0.076	1	0.14
462	0.027	0.87	3.5e-05	0.1	0	1.9e-05	1.9e-05	0.00052	1	0.14
463	0.18	0.73	0.0019	0.088	0	0.0011	0.0011	5.6e-05	1	0.14
464	0.056	0.84	0.0006	0.1	0	0.00033	0.00033	0.002	1	0.14
465	0.00063	0.89	0	0.11	0	0	0	0	1	0.14
466	0.0039	0.89	0	0.11	0	0	0	4.3e-05	1	0.14
467	0.001	0.89	0	0.11	0	0	0	1.6e-05	1	0.14
468	0.0056	0.87	6e-06	0.1	5.9e-06	3.3e-06	3.3e-06	0.016	1	0.14
469	0.045	0.85	6.3e-05	0.1	0	3.4e-05	3.4e-05	0.00016	1	0.14
470	0.00085	0.89	0	0.11	0	0	0	0	1	0.14
471	0.3	0.63	0	0.076	0	0	0	0	1	0.14
472	0.011	0.88	0	0.11	0	0	0	4.3e-06	1	0.14
473	0.048	0.85	0.00051	0.1	0	0.00028	0.00028	0.0029	1	0.14
474	0.00055	0.89	0	0.11	0	0	0	0	1	0.14
475	0.19	0.71	0.0074	0.086	0	0.004	0.004	0.00013	1	0.14
476	0.2	0.68	0.016	0.082	0	0.0088	0.0088	8.4e-05	1	0.14
477	0.011	0.88	0	0.11	0	0	0	8.7e-05	1	0.14
478	0.018	0.88	1.1e-05	0.11	0	6.1e-06	6.1e-06	0.00043	1	0.14
479	0.0019	0.89	0	0.11	0	0	0	0	1	0.14
480	0.017	0.88	0	0.11	0	0	0	0	1	0.14
481	0.021	0.87	0	0.11	0	0	0	0	1	0.14
482	0.073	0.83	0.00065	0.099	0	0.00036	0.00036	0.00072	1	0.14
483	0.0037	0.89	0	0.11	0	0	0	9.4e-05	1	0.14
484	0.56	0.38	0.0035	0.046	0	0.0019	0.0019	0	0	0.22
485	0.14	0.77	0.00071	0.093	0	0.00039	0.00039	5.3e-05	1	0.14
486	0.025	0.87	0	0.1	0	0	0	0	1	0.14
487	0.002	0.89	0	0.11	0	0	0	0	1	0.14
488	0.054	0.84	1.2e-05	0.1	0	6.4e-06	6.4e-06	5.4e-06	1	0.14
489	0.00058	0.89	0	0.11	0	0	0	0	1	0.14
490	0.21	0.66	0.022	0.079	0	0.012	0.012	1.5e-05	1	0.14
491	0.047	0.79	0.033	0.095	0	0.018	0.018	0	1	0.14
492	0	0.8	0	0.096	0	0	0	0.1	1	0.14
493	0.19	0.72	0.00018	0.087	0	9.8e-05	9.8e-05	0	1	0.14
494	0.00041	0.89	0	0.11	0	0	0	0	1	0.14
495	0.14	0.77	0.00031	0.093	0	0.00017	0.00017	1.6e-05	1	0.14
496	0.075	0.82	0.00082	0.099	0	0.00045	0.00045	0.00089	1	0.14
497	0.088	0.81	8.9e-06	0.098	0	4.8e-06	4.8e-06	0	1	0.14
498	0.92	0.037	0.016	0.0045	0	0.0087	0.0087	0	0	0.22
499	0.19	0.69	0.018	0.083	0	0.0097	0.0097	0	1	0.14
500	0.0046	0.89	0	0.11	0	0	0	0	1	0.14
501	0.00084	0.89	0	0.11	0	0	0	0	1	0.14
502	0.041	0.86	0.00012	0.1	0	6.3e-05	6.3e-05	0.0006	1	0.14
503	0.19	0.68	0.021	0.082	0	0.012	0.012	0	1	0.14
504	0.0019	0.89	0	0.11	0	0	0	0	1	0.14
505	0.28	0.64	0.0051	0.076	0	0.0028	0.0028	7.9e-06	1	0.14
506	0.0011	0.89	0	0.11	0	0	0	2e-05	1	0.14
507	0.21	0.67	0.016	0.081	0	0.0085	0.0085	2.5e-05	1	0.14
508	0.18	0.73	0.0014	0.088	0	0.00074	0.00074	3.6e-05	1	0.14
509	0.0012	0.85	0	0.1	5.4e-05	0	0	0.048	1	0.14
510	0.011	0.88	0	0.11	0	0	0	5.3e-05	1	0.14
511	0.008	0.87	1.5e-05	0.1	1.6e-05	8e-06	8e-06	0.016	1	0.14
512	0.039	0.86	0.0002	0.1	0	0.00011	0.00011	0.0017	1	0.14
513	0.00053	0.87	0	0.1	0	0	0	0.021	1	0.14
514	0	0.81	0	0.098	0	0	0	0.088	1	0.14
515	0.0057	0.89	0	0.11	0	0	0	1.5e-05	1	0.14
516	0.072	0.83	0	0.1	0	0	0	0	1	0.14
517	0.0012	0.89	0	0.11	0	0	0	8.6e-06	1	0.14
518	0.15	0.75	5.2e-06	0.091	0	2.8e-06	2.8e-06	0	1	0.14
519	0.053	0.83	0.0052	0.099	0	0.0029	0.0029	0.0086	1	0.14
520	0.013	0.88	0	0.11	0	0	0	3.8e-06	1	0.14
521	0.0004	0	0.48	0	0	0.26	0.26	0	2	0.3
522	0.021	0.87	0	0.11	0	0	0	5.7e-06	1	0.14
523	0.72	0.25	0.00064	0.03	0	0.00035	0.00035	0	0	0.22
524	0.0024	0.89	0	0.11	0	0	0	0	1	0.14
525	0.17	0.66	0.043	0.079	0	0.024	0.024	0	1	0.14
526	0.019	0.88	2e-06	0.11	0	0	0	2.7e-05	1	0.14
527	0.006	0.89	0	0.11	0	0	0	0	1	0.14
528	0.012	0.88	0	0.11	0	0	0	1.4e-05	1	0.14
529	0.024	0.87	0	0.1	0	0	0	0	1	0.14
530	0.054	0.84	0	0.1	0	0	0	0	1	0.14
531	0.22	0.68	0.009	0.082	0	0.0049	0.0049	0	1	0.14
532	0.071	0.76	0.035	0.092	0	0.019	0.019	0	1	0.14
533	0.055	0.84	0.00022	0.1	0	0.00012	0.00012	0.00046	1	0.14
534	0.068	0.83	0.00015	0.1	0	8.3e-05	8.3e-05	0.00011	1	0.14
535	0.0022	0.89	0	0.11	0	0	0	0	1	0.14
536	0.015	0.88	1e-05	0.11	0	5.5e-06	5.5e-06	0.00083	1	0.14
537	0.03	0.87	0	0.1	0	0	0	0	1	0.14
538	0.36	0.49	0.041	0.059	0	0.023	0.023	0	1	0.14
539	0.31	0.54	0.041	0.065	0	0.022	0.022	0	1	0.14
540	0	0.006	0	0.00072	0.95	0	0	0.043	4	0.016
541	0.11	0.79	2.6e-06	0.095	0	0	0	0	1	0.14
542	0.016	0.88	0	0.11	0	0	0	3.1e-05	1	0.14
543	0.021	0.87	2.9e-05	0.1	0	1.6e-05	1.6e-05	0.001	1	0.14
544	0.048	0.83	0.007	0.1	0	0.0038	0.0038	0.0044	1	0.14
545	0.0053	0.88	0.0063	0.11	0	0.0034	0.0034	0.00034	1	0.14
546	0.023	0.87	4.2e-06	0.1	0	2.3e-06	2.3e-06	3.9e-05	1	0.14
547	0.0037	0.89	0	0.11	0	0	0	0	1	0.14
548	0.18	0.72	0.0075	0.087	0	0.0041	0.0041	0.00019	1	0.14
549	0.045	0.85	0.00032	0.1	0	0.00017	0.00017	0.0019	1	0.14
550	0.041	0.86	2.1e-06	0.1	0	0	0	0	1	0.14
551	0.014	0.88	2.1e-06	0.11	0	0	0	9.3e-05	1	0.14
552	0.031	0.86	6.6e-05	0.1	0	3.6e-05	3.6e-05	0.00075	1	0.14
553	5e-05	0.75	0	0.091	9.6e-06	0	0	0.16	1	0.14
554	0.033	0.84	0.01	0.1	0	0.0055	0.0055	0.00015	1	0.14
555	0.0055	0.89	0	0.11	0	0	0	0.00019	1	0.14
556	0.004	0.89	0	0.11	0	0	0	5.4e-05	1	0.14
557	0.022	0.87	0	0.1	0	0	0	3.2e-06	1	0.14
558	0.023	0.87	2.3e-06	0.1	0	0	0	1.4e-05	1	0.14
559	0.13	0.76	0.012	0.091	0	0.0063	0.0063	0	1	0.14
560	0.0011	0.89	0	0.11	0	0	0	0	1	0.14
561	0.0014	0.89	0	0.11	0	0	0	0	1	0.14
562	0.21	0.66	0.021	0.08	0	0.011	0.011	0	1	0.14
563	0.00013	0.75	0	0.09	0.00022	0	0	0.16	1	0.14
564	0.017	0.84	0.019	0.1	0	0.011	0.011	0	1	0.14
565	0.066	0.83	0.00045	0.1	0	0.00024	0.00024	0.00063	1	0.14
566	0.0019	0.89	0	0.11	0	0	0	3.5e-05	1	0.14
567	0.013	0.88	2.7e-06	0.11	0	0	0	0.00016	1	0.14
568	0	0.83	0	0.099	0	0	0	0.075	1	0.14
569	0.069	0.83	9.6e-05	0.1	0	5.3e-05	5.3e-05	5.2e-05	1	0.14
570	0.11	0.76	0.017	0.092	0	0.0091	0.0091	0	1	0.14
571	0.003	0.89	0	0.11	0	0	0	0	1	0.14
572	0.87	0.11	0.00042	0.014	0	0.00023	0.00023	0	0	0.22
573	0.037	0.84	0.0098	0.1	0	0.0053	0.0053	0.00022	1	0.14
574	0	0.75	0	0.09	0	0	0	0.16	1	0.14
575	0.016	0.88	6.4e-06	0.11	0	3.5e-06	3.5e-06	0.00029	1	0.14
576	3e-05	0.71	0	0.085	1.8e-05	0	0	0.21	1	0.14
577	0.57	0.39	0.0007	0.046	0	0.00038	0.00038	0	0	0.22
578	0.0018	0.89	0	0.11	0	0	0	2.2e-05	1	0.14
579	0.98	0.016	1.6e-05	0.002	0	8.9e-06	8.9e-06	0	0	0.22
580	0.004	0.89	0	0.11	0	0	0	8.9e-05	1	0.14
581	0.13	0.77	0	0.093	0	0	0	0	1	0.14
582	0.19	0.72	0.004	0.086	0	0.0022	0.0022	8.7e-05	1	0.14
583	0.18	0.7	0.018	0.084	0	0.01	0.01	0	1	0.14
584	0.049	0.85	0.00015	0.1	0	8.1e-05	8.1e-05	0.00039	1	0.14
585	0.014	0.88	5e-06	0.11	0	2.7e-06	2.7e-06	0.00031	1	0.14
586	0.00041	0.88	0.007	0.11	0	0.0038	0.0038	0	1	0.14
587	0.015	0.88	0	0.11	0	0	0	0	1	0.14
588	0.084	0.82	0.00029	0.098	0	0.00016	0.00016	0.00011	1	0.14
589	0.0054	0.87	0.009	0.1	0	0.0049	0.0049	1.8e-05	1	0.14
590	0.069	0.83	0.00026	0.1	0	0.00014	0.00014	0.00023	1	0.14
591	0.0065	0.87	0.0098	0.1	0	0.0054	0.0054	9.6e-06	1	0.14
592	0.00078	0.88	0.0077	0.11	0	0.0042	0.0042	2.4e-06	1	0.14
593	0.053	0.81	0.016	0.098	0	0.009	0.009	0	1	0.14
594	0.0011	0.88	0.0039	0.11	0	0.0021	0.0021	0.00012	1	0.14
595	0.00016	0.88	0.0073	0.11	0	0.004	0.004	0	1	0.14
596	0.033	0.85	0.0062	0.1	0	0.0034	0.0034	0.0039	1	0.14
597	0.025	0.85	0.0089	0.1	0	0.0049	0.0049	0.00031	1	0.14
598	0.032	0.85	0.01	0.1	0	0.0055	0.0055	0.00012	1	0.14
599	0.00039	0.88	0.0047	0.11	0	0.0026	0.0026	2.8e-05	1	0.14
600	1.7e-05	0	0	0	1	0	0	6.3e-06	4	0.016
601	0.00043	0.88	0.0062	0.11	0	0.0034	0.0034	6.8e-06	1	0.14
602	0.0067	0.88	0.0057	0.11	0	0.0031	0.0031	0.00067	1	0.14
603	0.4	0.49	0.026	0.058	0	0.014	0.014	0	1	0.14
604	0.18	0.71	0.0093	0.086	0	0.0051	0.0051	0	1	0.14
605	0.19	0.68	0.021	0.082	0	0.012	0.012	0	1	0.14
606	0.053	0.82	0.011	0.099	0	0.006	0.006	9.5e-05	1	0.14
607	0.03	0.85	0.0086	0.1	0	0.0047	0.0047	0.00059	1	0.14
608	0.0027	0.88	0.006	0.11	0	0.0033	0.0033	0.00016	1	0.14
609	0.067	0.81	0.015	0.097	0	0.0081	0.0081	0	1	0.14
610	0.02	0.86	0.006	0.1	0	0.0033	0.0033	0.0022	1	0.14
611	0.089	0.79	0.0094	0.095	0	0.0052	0.0052	0.0015	1	0.14
612	0.24	0.66	0.009	0.079	0	0.0049	0.0049	0	1	0.14
613	0.031	0.85	0.0073	0.1	0	0.004	0.004	0.002	1	0.14
614	0.51	0.27	0.089	0.033	0	0.049	0.049	0	0	0.22
615	0.068	0.81	0.0069	0.098	7.4e-06	0.0038	0.0038	0.0072	1	0.14
616	0.0064	0.87	0.0079	0.1	0	0.0043	0.0043	9.9e-05	1	0.14
617	0.73	0.2	0.018	0.024	0	0.01	0.01	0	0	0.22
618	0.11	0.77	0.011	0.093	0	0.0059	0.0059	0.00015	1	0.14
619	0.021	0.86	0.0095	0.1	0	0.0052	0.0052	0.00013	1	0.14
620	0.0086	0.87	0.0076	0.1	0	0.0041	0.0041	0.00023	1	0.14
621	0.1	0.75	0.028	0.09	0	0.015	0.015	0	1	0.14
622	0.16	0.73	0.014	0.087	0	0.0077	0.0077	1.5e-05	1	0.14
623	0.014	0.86	0.0099	0.1	0	0.0054	0.0054	3.9e-05	1	0.14
624	0.026	0.86	0.0061	0.1	0	0.0033	0.0033	0.0031	1	0.14
625	0.19	0.69	0.017	0.083	0	0.0091	0.0091	0	1	0.14
626	1.6e-05	0.88	0.0044	0.11	0	0.0024	0.0024	0	1	0.14
627	0.11	0.78	0.011	0.093	0	0.0057	0.0057	0.00024	1	0.14
628	8.2e-05	0.86	0.015	0.1	0	0.0084	0.0084	0	1	0.14
629	0.0013	0.87	0.0092	0.11	0	0.005	0.005	0	1	0.14
630	0.0032	0.87	0.011	0.1	0	0.0059	0.0059	0	1	0.14
631	0.19	0.7	0.013	0.084	0	0.0068	0.0068	9.4e-06	1	0.14
632	0.31	0.61	0.00017	0.074	0	9.1e-05	9.1e-05	0	1	0.14
633	0.0024	0.89	0	0.11	0	0	0	0	1	0.14
634	0.024	0.87	1.3e-05	0.1	0	6.8e-06	6.8e-06	0.00016	1	0.14
635	0.023	0.87	2e-05	0.1	0	1.1e-05	1.1e-05	0.0015	1	0.14
636	0.0045	0.89	0	0.11	0	0	0	0	1	0.14
637	0.25	0.67	0.00017	0.081	0	9.5e-05	9.5e-05	0	1	0.14
638	0.0019	0.89	0	0.11	0	0	0	3.7e-06	1	0.14
639	0.058	0.84	0.00011	0.1	0	6.1e-05	6.1e-05	0.00013	1	0.14
640	0.015	0.88	3.4e-06	0.11	0	1.9e-06	1.9e-06	0.00061	1	0.14
641	0.02	0.87	1.1e-05	0.11	0	5.7e-06	5.7e-06	0.00024	1	0.14
642	0.011	0.88	0	0.11	0	0	0	4.4e-06	1	0.14
643	0.65	0.069	0.13	0.0083	0	0.071	0.071	0	0	0.22
644	0.0059	0.89	0	0.11	0	0	0	0.00028	1	0.14
645	0.64	0.29	0.015	0.035	0	0.0081	0.0081	2.5e-06	0	0.22
646	0.068	0.83	0	0.1	0	0	0	0	1	0.14
647	4.5e-05	0.89	0	0.11	0	0	0	2.1e-05	1	0.14
648	0.17	0.73	0.0022	0.088	0	0.0012	0.0012	7e-05	1	0.14
649	0.038	0.85	0.00014	0.1	0	7.8e-05	7.8e-05	0.0045	1	0.14
650	0.49	0.45	5.7e-05	0.054	0	3.1e-05	3.1e-05	0	0	0.22
651	0.018	0.88	6.1e-06	0.11	0	3.3e-06	3.3e-06	0.00066	1	0.14
652	0.00055	0.79	0	0.095	7.8e-05	0	0	0.12	1	0.14
653	0.0015	0.89	0	0.11	0	0	0	0.0001	1	0.14
654	7.5e-06	0.51	0	0.062	0.00028	0	0	0.42	1	0.14
655	0.81	0.17	7.6e-05	0.02	0	4.1e-05	4.1e-05	0	0	0.22
656	0.52	0.42	0.0013	0.051	0	0.00071	0.00071	0	0	0.22
657	0.00061	0.89	0	0.11	0	0	0	7.6e-05	1	0.14
658	0.01	0.88	0	0.11	0	0	0	9.7e-06	1	0.14
659	0.0044	0.89	0	0.11	0	0	0	8.3e-05	1	0.14
660	1.9e-05	0.83	0	0.1	0	0	0	0.068	1	0.14
661	0.043	0.85	7.9e-05	0.1	0	4.3e-05	4.3e-05	0.00027	1	0.14
662	0.00082	0.87	0	0.1	0	0	0	0.025	1	0.14
663	0.045	0.85	4.6e-05	0.1	0	2.5e-05	2.5e-05	9.7e-05	1	0.14
664	0.15	0.75	0.0032	0.09	0	0.0017	0.0017	0.00021	1	0.14
665	6.5e-05	0.89	0	0.11	0	0	0	0	1	0.14
666	0.00058	0.87	0	0.11	0	0	0	0.02	1	0.14
667	0.015	0.88	0	0.11	0	0	0	2e-05	1	0.14
668	0.022	0.87	0	0.1	0	0	0	3.2e-06	1	0.14
669	0.1	0.8	0.001	0.096	0	0.00057	0.00057	0.0003	1	0.14
670	0	0.25	0	0.03	5.8e-06	0	0	0.72	7	0.078
671	0.00013	0.89	0	0.11	0	0	0	0	1	0.14
672	0.0098	0.88	0	0.11	0	0	0	0	1	0.14
673	0.00053	0.89	0	0.11	0	0	0	0.00023	1	0.14
674	0.00023	0.89	0	0.11	0	0	0	1.8e-06	1	0.14
675	0.096	0.81	0.00024	0.097	0	0.00013	0.00013	0.00021	1	0.14
676	0.16	0.74	0.0017	0.09	0	0.00091	0.00091	0.00044	1	0.14
677	0.0043	0.89	0	0.11	0	0	0	0	1	0.14
678	0.0083	0.89	0	0.11	0	0	0	0.0001	1	0.14
679	0.0011	0.89	0	0.11	0	0	0	1.2e-06	1	0.14
680	0.99	0.0057	9.3e-05	0.00068	0	5.1e-05	5.1e-05	0	0	0.22
681	0.021	0.87	1.5e-05	0.1	0	8.3e-06	8.3e-06	0.0016	1	0.14
682	0.24	0.68	0.0009	0.081	0	0.00049	0.00049	4.4e-06	1	0.14
683	0	0.46	0	0.055	0	0	0	0.49	7	0.078
684	0	0.0044	0	0.00053	0.98	0	0	0.013	4	0.016
685	0.54	0.41	1.8e-05	0.049	0	9.8e-06	9.8e-06	0	0	0.22
686	0.019	0.88	0	0.11	0	0	0	3.3e-05	1	0.14
687	0.036	0.86	0.00011	0.1	0	5.8e-05	5.8e-05	0.00085	1	0.14
688	0.64	0.32	0.00072	0.039	0	0.00039	0.00039	0	0	0.22
689	0.0068	0.89	0	0.11	0	0	0	4.5e-06	1	0.14
690	0.0036	0.89	0	0.11	0	0	0	0.00019	1	0.14
691	0.026	0.87	2.1e-05	0.1	0	1.1e-05	1.1e-05	0.0011	1	0.14
692	0.00061	0.89	0	0.11	0	0	0	0.00016	1	0.14
693	0.00018	0.78	0	0.094	4e-06	0	0	0.13	1	0.14
694	0.0042	0.89	0	0.11	0	0	0	0.00058	1	0.14
695	0	1.1e-05	0	1.3e-06	0	0	0	1	7	0.078
696	0.28	0.64	0.00062	0.077	0	0.00034	0.00034	6.8e-06	1	0.14
697	0.093	0.81	1e-06	0.097	0	0	0	0	1	0.14
698	0.28	0.63	0.0098	0.075	0	0.0054	0.0054	0.00046	1	0.14
699	1.4e-05	0.89	0	0.11	0	0	0	0	1	0.14
700	0.00019	0.89	0	0.11	0	0	0	8.8e-05	1	0.14
701	0.29	0.61	0.0097	0.074	0	0.0053	0.0053	0	1	0.14
702	0.0044	0.89	0	0.11	0	0	0	0	1	0.14
703	0.13	0.77	0.0015	0.093	0	0.0008	0.0008	0.00089	1	0.14
704	0	0.72	0	0.086	0	0	0	0.2	1	0.14
705	0.00038	0.89	0	0.11	0	0	0	2.6e-06	1	0.14
706	0.0011	0.89	0	0.11	0	0	0	8e-05	1	0.14
707	0.045	0.85	4e-06	0.1	0	2.2e-06	2.2e-06	9.9e-06	1	0.14
708	0.071	0.83	1.7e-05	0.1	0	9.5e-06	9.5e-06	1.4e-05	1	0.14
709	0.17	0.74	1.5e-06	0.089	0	0	0	0	1	0.14
