SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0
633	0.47	0.00048	0.063	0.00075	0.00042	0.47	0	0	0	0	0.00075	0	0	0.14
634	0.46	0.0048	0.062	0.0076	0.0043	0.46	0	8.1e-05	8.1e-05	0	0.0076	2.5e-05	0	0.14
635	0.46	0.0047	0.062	0.0074	0.0041	0.46	0	0.00074	0.00074	0	0.0074	4e-05	0	0.14
636	0.47	0.0009	0.063	0.0014	0.0008	0.47	0	0	0	0	0.0014	0	0	0.14
637	0.35	0.049	0.048	0.077	0.043	0.35	0	0	0	0	0.077	0.00035	0	0.14
638	0.47	0.00039	0.063	0.00061	0.00034	0.47	0	0	0	0	0.00061	0	0	0.14
639	0.44	0.012	0.06	0.018	0.01	0.44	0	6.3e-05	6.3e-05	0	0.018	0.00022	0	0.14
640	0.46	0.003	0.063	0.0047	0.0026	0.46	0	0.0003	0.0003	0	0.0047	6.9e-06	0	0.14
641	0.46	0.0041	0.062	0.0064	0.0036	0.46	0	0.00012	0.00012	0	0.0064	2.1e-05	0	0.14
642	0.46	0.0022	0.063	0.0034	0.0019	0.46	0	2.2e-06	2.2e-06	0	0.0034	0	0	0.14
643	0.037	0.13	0.005	0.21	0.12	0.037	0	0	0	0	0.21	0.27	11	0.3
644	0.47	0.0012	0.063	0.0018	0.001	0.47	0	0.00014	0.00014	0	0.0018	0	0	0.14
645	0.15	0.13	0.021	0.2	0.11	0.15	0	1.2e-06	1.2e-06	0	0.2	0.03	3	0.22
646	0.44	0.014	0.059	0.021	0.012	0.44	0	0	0	0	0.021	0	0	0.14
647	0.47	9e-06	0.063	1.4e-05	7.9e-06	0.47	0	1e-05	1e-05	0	1.4e-05	0	0	0.14
648	0.38	0.034	0.052	0.054	0.031	0.38	0	3.5e-05	3.5e-05	0	0.054	0.0045	0	0.14
649	0.45	0.0075	0.061	0.012	0.0067	0.45	0	0.0022	0.0022	0	0.012	0.00029	0	0.14
650	0.24	0.098	0.032	0.15	0.087	0.24	0	0	0	0	0.15	0.00012	0	0.14
651	0.46	0.0036	0.062	0.0057	0.0032	0.46	0	0.00033	0.00033	0	0.0057	1.2e-05	0	0.14
652	0.41	0.00011	0.056	0.00017	9.8e-05	0.41	0	0.059	0.059	7.8e-05	0.00017	0	0	0.14
653	0.47	0.0003	0.063	0.00048	0.00027	0.47	0	5.2e-05	5.2e-05	0	0.00048	0	0	0.14
654	0.27	0	0.036	2.4e-06	0	0.27	0	0.21	0.21	0.00028	2.4e-06	0	0	0.14
655	0.087	0.16	0.012	0.25	0.14	0.087	0	0	0	0	0.25	0.00015	3	0.22
656	0.22	0.1	0.03	0.16	0.092	0.22	0	0	0	0	0.16	0.0026	0	0.14
657	0.47	0.00012	0.063	0.00019	0.00011	0.47	0	3.8e-05	3.8e-05	0	0.00019	0	0	0.14
658	0.46	0.0021	0.063	0.0033	0.0018	0.46	0	4.8e-06	4.8e-06	0	0.0033	0	0	0.14
659	0.47	0.00087	0.063	0.0014	0.00077	0.47	0	4.2e-05	4.2e-05	0	0.0014	0	0	0.14
660	0.44	3.7e-06	0.059	5.9e-06	3.3e-06	0.44	0	0.034	0.034	0	5.9e-06	0	0	0.14
661	0.45	0.0085	0.061	0.013	0.0076	0.45	0	0.00014	0.00014	0	0.013	0.00016	0	0.14
662	0.46	0.00016	0.062	0.00026	0.00015	0.46	0	0.012	0.012	0	0.00026	0	0	0.14
663	0.45	0.009	0.061	0.014	0.008	0.45	0	4.9e-05	4.9e-05	0	0.014	9.4e-05	0	0.14
664	0.39	0.03	0.053	0.047	0.027	0.39	0	0.0001	0.0001	0	0.047	0.0065	0	0.14
665	0.47	1.3e-05	0.063	2e-05	1.1e-05	0.47	0	0	0	0	2e-05	0	0	0.14
666	0.46	0.00011	0.062	0.00018	0.0001	0.46	0	0.0099	0.0099	0	0.00018	0	0	0.14
667	0.46	0.0029	0.063	0.0046	0.0026	0.46	0	1e-05	1e-05	0	0.0046	0	0	0.14
668	0.46	0.0045	0.062	0.007	0.004	0.46	0	0	0	0	0.007	0	0	0.14
669	0.42	0.021	0.057	0.032	0.018	0.42	0	0.00015	0.00015	0	0.032	0.0021	0	0.14
670	0.13	0	0.018	0	0	0.13	0	0.36	0.36	5.8e-06	0	0	7	0.078
671	0.47	2.6e-05	0.063	4e-05	2.3e-05	0.47	0	0	0	0	4e-05	0	0	0.14
672	0.46	0.002	0.063	0.0031	0.0017	0.46	0	0	0	0	0.0031	0	0	0.14
673	0.47	0.00011	0.063	0.00017	9.4e-05	0.47	0	0.00011	0.00011	0	0.00017	0	0	0.14
674	0.47	4.6e-05	0.063	7.3e-05	4.1e-05	0.47	0	0	0	0	7.3e-05	0	0	0.14
675	0.42	0.019	0.057	0.03	0.017	0.42	0	0.00011	0.00011	0	0.03	0.00048	0	0.14
676	0.39	0.032	0.053	0.051	0.029	0.39	0	0.00022	0.00022	0	0.051	0.0034	0	0.14
677	0.47	0.00085	0.063	0.0013	0.00076	0.47	0	0	0	0	0.0013	0	0	0.14
678	0.46	0.0017	0.063	0.0026	0.0015	0.46	0	5e-05	5e-05	0	0.0026	0	0	0.14
679	0.47	0.00022	0.063	0.00034	0.00019	0.47	0	0	0	0	0.00034	0	0	0.14
680	0.003	0.2	0.0004	0.31	0.17	0.003	0	0	0	0	0.31	0.00019	3	0.22
681	0.46	0.0041	0.062	0.0065	0.0036	0.46	0	0.00082	0.00082	0	0.0065	3.1e-05	0	0.14
682	0.35	0.048	0.048	0.076	0.043	0.35	0	2.2e-06	2.2e-06	0	0.076	0.0018	0	0.14
683	0.24	0	0.033	0	0	0.24	0	0.24	0.24	0	0	0	7	0.078
684	0.0023	0	0.00031	0	0	0.0023	0	0.0065	0.0065	0.98	0	0	9	0.016
685	0.21	0.11	0.029	0.17	0.096	0.21	0	0	0	0	0.17	3.6e-05	0	0.14
686	0.46	0.0037	0.062	0.0058	0.0033	0.46	0	1.6e-05	1.6e-05	0	0.0058	1.8e-06	0	0.14
687	0.45	0.0072	0.061	0.011	0.0064	0.45	0	0.00042	0.00042	0	0.011	0.00021	0	0.14
688	0.17	0.13	0.023	0.2	0.11	0.17	0	0	0	0	0.2	0.0014	3	0.22
689	0.47	0.0014	0.063	0.0021	0.0012	0.47	0	2.3e-06	2.3e-06	0	0.0021	0	0	0.14
690	0.47	0.00072	0.063	0.0011	0.00064	0.47	0	9.4e-05	9.4e-05	0	0.0011	0	0	0.14
691	0.46	0.0052	0.062	0.0081	0.0046	0.46	0	0.00053	0.00053	0	0.0081	4.2e-05	0	0.14
692	0.47	0.00012	0.063	0.00019	0.00011	0.47	0	8e-05	8e-05	0	0.00019	0	0	0.14
693	0.41	3.6e-05	0.055	5.7e-05	3.2e-05	0.41	0	0.063	0.063	4e-06	5.7e-05	0	0	0.14
694	0.47	0.00084	0.063	0.0013	0.00075	0.47	0	0.00029	0.00029	0	0.0013	0	0	0.14
695	5.6e-06	0	0	0	0	5.6e-06	0	0.5	0.5	0	0	0	7	0.078
696	0.34	0.056	0.046	0.088	0.049	0.34	0	3.4e-06	3.4e-06	0	0.088	0.0013	0	0.14
697	0.42	0.019	0.058	0.029	0.017	0.42	0	0	0	0	0.029	2.1e-06	0	0.14
698	0.33	0.055	0.045	0.087	0.049	0.33	0	0.00023	0.00023	0	0.087	0.02	0	0.14
699	0.47	2.7e-06	0.063	4.3e-06	2.4e-06	0.47	0	0	0	0	4.3e-06	0	0	0.14
700	0.47	3.7e-05	0.063	5.8e-05	3.3e-05	0.47	0	4.4e-05	4.4e-05	0	5.8e-05	0	0	0.14
701	0.32	0.059	0.044	0.092	0.052	0.32	0	0	0	0	0.092	0.02	0	0.14
702	0.47	0.00087	0.063	0.0014	0.00077	0.47	0	0	0	0	0.0014	0	0	0.14
703	0.4	0.026	0.055	0.041	0.023	0.4	0	0.00045	0.00045	0	0.041	0.0029	0	0.14
704	0.38	0	0.051	0	0	0.38	0	0.098	0.098	0	0	0	0	0.14
705	0.47	7.6e-05	0.063	0.00012	6.7e-05	0.47	0	1.3e-06	1.3e-06	0	0.00012	0	0	0.14
706	0.47	0.00022	0.063	0.00035	0.00019	0.47	0	4e-05	4e-05	0	0.00035	0	0	0.14
707	0.45	0.0089	0.061	0.014	0.0079	0.45	0	4.9e-06	4.9e-06	0	0.014	8.1e-06	0	0.14
708	0.43	0.014	0.059	0.022	0.012	0.43	0	7e-06	7e-06	0	0.022	3.5e-05	0	0.14
709	0.39	0.034	0.053	0.053	0.03	0.39	0	0	0	0	0.053	3e-06	0	0.14
710	0.34	0.053	0.046	0.083	0.047	0.34	0	4e-06	4e-06	0	0.083	0.017	0	0.14
711	0.47	0.00031	0.063	0.00049	0.00027	0.47	0	0	0	0	0.00049	0	0	0.14
712	0.46	0.00012	0.063	0.00018	0.0001	0.46	0	2.1e-05	2.1e-05	0	0.00018	0.0098	0	0.14
713	0.45	0.0047	0.061	0.0074	0.0042	0.45	0	0	0	0	0.0074	0.02	0	0.14
714	0.46	0.00089	0.063	0.0014	0.00079	0.46	0	3.2e-05	3.2e-05	0	0.0014	0.0096	0	0.14
715	0.33	0.057	0.045	0.09	0.051	0.33	0	0	0	0	0.09	0.0097	0	0.14
716	0.45	0.0031	0.062	0.005	0.0028	0.45	0	6.7e-06	6.7e-06	0	0.005	0.014	0	0.14
717	0.45	0.0092	0.06	0.014	0.0081	0.45	0	0.00025	0.00025	0	0.014	0.00037	0	0.14
718	0.24	0.087	0.033	0.14	0.077	0.24	0	6.2e-06	6.2e-06	0	0.14	0.043	0	0.14
719	0.33	0.056	0.044	0.088	0.05	0.33	0	2.5e-06	2.5e-06	0	0.088	0.021	0	0.14
720	0.47	1.3e-05	0.063	2.1e-05	1.2e-05	0.47	0	0	0	0	2.1e-05	0.0064	0	0.14
721	0.46	0.0031	0.062	0.0049	0.0028	0.46	0	0.00093	0.00093	0	0.0049	0.0072	0	0.14
722	0.46	0.0012	0.063	0.0018	0.001	0.46	0	0.00028	0.00028	0	0.0018	0.0071	0	0.14
723	0.46	0.0017	0.063	0.0027	0.0015	0.46	0	3.9e-05	3.9e-05	0	0.0027	1.4e-06	0	0.14
724	0.47	1.5e-05	0.063	2.3e-05	1.3e-05	0.47	0	0	0	0	2.3e-05	0.0058	0	0.14
725	0.38	0.032	0.052	0.051	0.029	0.38	0	3.1e-06	3.1e-06	0	0.051	0.02	0	0.14
726	0.46	0.0035	0.062	0.0056	0.0031	0.46	0	0.0011	0.0011	0	0.0056	0.0073	0	0.14
727	0	7.4e-06	0	1.2e-05	6.5e-06	0	0	6.4e-06	6.4e-06	1	1.2e-05	0	9	0.016
728	0.46	9.9e-06	0.063	1.6e-05	8.7e-06	0.46	0	0	0	0	1.6e-05	0.0077	0	0.14
729	0.055	0.17	0.0074	0.27	0.15	0.055	0	0	0	0	0.27	0.016	3	0.22
730	0.27	0.075	0.037	0.12	0.066	0.27	0	1.4e-05	1.4e-05	0	0.12	0.039	0	0.14
731	0.45	0.0025	0.061	0.004	0.0023	0.45	0	0	0	0	0.004	0.022	0	0.14
732	0.46	0.00021	0.063	0.00033	0.00018	0.46	0	4.8e-05	4.8e-05	0	0.00033	0.0059	0	0.14
733	0.44	0.0077	0.06	0.012	0.0068	0.44	0	0.0023	0.0023	0	0.012	0.0078	0	0.14
734	0.45	0.0038	0.061	0.006	0.0034	0.45	0	0	0	0	0.006	0.021	0	0.14
735	0.46	0.0022	0.062	0.0035	0.002	0.46	0	1.1e-05	1.1e-05	0	0.0035	0.012	0	0.14
736	0.45	0.0057	0.061	0.009	0.0051	0.45	0	4.2e-06	4.2e-06	0	0.009	0.016	0	0.14
737	0.19	0.11	0.026	0.17	0.095	0.19	0	0	0	0	0.17	0.045	0	0.14
738	0.38	0.03	0.052	0.048	0.027	0.38	0	0	0	0	0.048	0.033	0	0.14
739	0.0029	0.097	0.0004	0.15	0.086	0.0029	0	0	0	0	0.15	0.5	11	0.3
740	0.34	0.049	0.047	0.077	0.043	0.34	0	8.3e-06	8.3e-06	0	0.077	0.021	0	0.14
741	0.47	3.1e-05	0.063	4.8e-05	2.7e-05	0.47	0	7.5e-06	7.5e-06	0	4.8e-05	0.0042	0	0.14
742	0.45	0.0058	0.06	0.0091	0.0051	0.45	0	0	0	0	0.0091	0.019	0	0.14
743	0.47	3.5e-05	0.063	5.6e-05	3.1e-05	0.47	0	2e-06	2e-06	0	5.6e-05	0.0068	0	0.14
744	0.26	0.082	0.036	0.13	0.072	0.26	0	0	0	0	0.13	0.024	0	0.14
745	0.43	0.015	0.058	0.023	0.013	0.43	0	8.2e-05	8.2e-05	0	0.023	0.014	0	0.14
746	0.44	0.0094	0.06	0.015	0.0083	0.44	0	0.0021	0.0021	0	0.015	0.0016	0	0.14
747	0.46	0.00064	0.063	0.001	0.00057	0.46	0	8.9e-05	8.9e-05	0	0.001	0.0077	0	0.14
748	0.29	0.068	0.04	0.11	0.06	0.29	0	1.4e-05	1.4e-05	0	0.11	0.031	0	0.14
749	0.43	0.015	0.058	0.024	0.014	0.43	0	0.00082	0.00082	0	0.024	0.013	0	0.14
750	0.39	0.028	0.053	0.044	0.025	0.39	0	0	0	0	0.044	0.022	0	0.14
751	0.45	0.0069	0.061	0.011	0.0061	0.45	0	0.00028	0.00028	0	0.011	0.011	0	0.14
752	0.45	2.3e-05	0.061	3.6e-05	2e-05	0.45	0	0.019	0.019	0	3.6e-05	0	0	0.14
753	0.45	0.009	0.061	0.014	0.008	0.45	0	0	0	0	0.014	7.4e-06	0	0.14
754	0.38	0.039	0.051	0.061	0.034	0.38	0	2e-06	2e-06	0	0.061	0.0012	0	0.14
755	0.42	0.021	0.057	0.033	0.018	0.42	0	6e-06	6e-06	0	0.033	0.00031	0	0.14
756	0.39	0.019	0.052	0.03	0.017	0.39	0	0	0	0	0.03	0.078	0	0.14
757	0.46	0.0015	0.063	0.0024	0.0014	0.46	0	3.5e-05	3.5e-05	0	0.0024	0	0	0.14
758	0.39	0.033	0.052	0.053	0.03	0.39	0	5.6e-05	5.6e-05	0	0.053	0.006	0	0.14
759	0.42	0.022	0.056	0.034	0.019	0.42	0	1.6e-05	1.6e-05	0	0.034	0.00054	0	0.14
760	0.44	0.011	0.06	0.018	0.01	0.44	0	5.1e-05	5.1e-05	0	0.018	0.00018	0	0.14
761	0.35	0.045	0.047	0.071	0.04	0.35	0	0	0	0	0.071	0.034	0	0.14
762	0.22	0.11	0.029	0.17	0.095	0.22	0	0	0	0	0.17	0.00045	0	0.14
763	0.25	0.073	0.035	0.12	0.065	0.25	0	0	0	0	0.12	0.088	0	0.14
764	0.46	0.0048	0.062	0.0076	0.0043	0.46	0	6.3e-05	6.3e-05	0	0.0076	2.2e-05	0	0.14
765	0.39	0.032	0.053	0.051	0.028	0.39	0	0	0	0	0.051	0	0	0.14
766	0.46	0.0026	0.063	0.0041	0.0023	0.46	0	6.6e-06	6.6e-06	0	0.0041	0	0	0.14
767	0.38	0.025	0.052	0.039	0.022	0.38	0	0	0	0	0.039	0.058	0	0.14
768	0.37	0.041	0.05	0.064	0.036	0.37	0	0	0	0	0.064	0.0091	0	0.14
769	0.43	0.014	0.059	0.023	0.013	0.43	0	0.00077	0.00077	0	0.023	0.0031	0	0.14
770	0.46	0.00078	0.062	0.0012	0.00069	0.46	0	6.3e-05	6.3e-05	0	0.0012	0.014	0	0.14
771	0.45	0.0078	0.061	0.012	0.0069	0.45	0	0.00047	0.00047	0	0.012	0.00035	0	0.14
772	0.45	0.0064	0.061	0.01	0.0057	0.45	0	0	0	0	0.01	2.6e-06	0	0.14
773	0.37	0.041	0.05	0.064	0.036	0.37	0	2.2e-06	2.2e-06	0	0.064	0.0098	0	0.14
774	0.36	0.045	0.048	0.071	0.04	0.36	0	0	0	0	0.071	0.012	0	0.14
775	3.3e-06	0.00047	0	0.00073	0.00041	3.3e-06	0	0.00032	0.00032	1	0.00073	0	9	0.016
776	0.43	0.012	0.058	0.018	0.01	0.43	0	0	0	0	0.018	0.031	0	0.14
777	0.43	0.0081	0.058	0.013	0.0072	0.43	0	0	0	0	0.013	0.048	0	0.14
778	0.4	0.024	0.055	0.038	0.022	0.4	0	0.00022	0.00022	0	0.038	0.012	0	0.14
779	0.37	0.039	0.05	0.062	0.035	0.37	0	0	0	0	0.062	0.019	0	0.14
780	0.45	0.0044	0.061	0.007	0.0039	0.45	0	0.0012	0.0012	0	0.007	0.012	0	0.14
781	0.45	0.0023	0.061	0.0036	0.0021	0.45	0	0	0	0	0.0036	0.024	0	0.14
782	0.46	0.0012	0.062	0.0018	0.001	0.46	0	0.00014	0.00014	0	0.0018	0.014	0	0.14
783	0.45	0.0013	0.061	0.0021	0.0012	0.45	0	0	0	0	0.0021	0.03	0	0.14
784	0.46	0.00029	0.062	0.00046	0.00026	0.46	0	0	0	0	0.00046	0.021	0	0.14
785	0.41	0.024	0.056	0.037	0.021	0.41	0	0	0	0	0.037	0	0	0.14
786	0.47	0.00053	0.063	0.00083	0.00047	0.47	0	0	0	0	0.00083	0	0	0.14
787	0.4	0.03	0.054	0.047	0.027	0.4	0	0	0	0	0.047	0.00019	0	0.14
788	0.45	0.0054	0.061	0.0085	0.0048	0.45	0	0.00099	0.00099	0	0.0085	0.0088	0	0.14
789	0.42	0.015	0.057	0.024	0.014	0.42	0	0	0	0	0.024	0.025	0	0.14
790	0.47	0.00013	0.063	0.0002	0.00011	0.47	0	3.7e-05	3.7e-05	0	0.0002	0.0042	0	0.14
791	0.42	0.016	0.057	0.026	0.015	0.42	0	0.0013	0.0013	0	0.026	0.013	0	0.14
792	0.42	0.022	0.056	0.035	0.02	0.42	0	4.4e-06	4.4e-06	0	0.035	0.0003	0	0.14
793	0.39	0.03	0.053	0.048	0.027	0.39	0	6.9e-06	6.9e-06	0	0.048	0.019	0	0.14
794	0.26	0.074	0.035	0.12	0.065	0.26	0	0.036	0.036	0	0.12	0.001	0	0.14
795	0.0002	0.2	2.7e-05	0.31	0.18	0.0002	0	0	0	0	0.31	0.00073	3	0.22
796	0.46	0.00088	0.063	0.0014	0.00078	0.46	0	0.0003	0.0003	0	0.0014	0.0052	0	0.14
797	0.47	1.4e-05	0.063	2.1e-05	1.2e-05	0.47	0	4.6e-06	4.6e-06	0	2.1e-05	0	0	0.14
798	0.46	0.0045	0.062	0.007	0.004	0.46	0	0	0	0	0.007	0	0	0.14
799	0.47	8.5e-06	0.063	1.3e-05	7.5e-06	0.47	0	0	0	0	1.3e-05	0	0	0.14
800	0.45	0.006	0.062	0.0095	0.0053	0.45	0	0	0	0	0.0095	0	0	0.14
801	0.38	0.039	0.051	0.062	0.035	0.38	0	3.2e-06	3.2e-06	0	0.062	0.00039	0	0.14
802	0.46	0.0029	0.062	0.0045	0.0025	0.46	0	0.00066	0.00066	0	0.0045	1e-05	0	0.14
803	0.45	0.0078	0.061	0.012	0.0069	0.45	0	2.6e-06	2.6e-06	0	0.012	3.8e-06	0	0.14
804	0.45	0.0079	0.061	0.012	0.007	0.45	0	0.001	0.001	0	0.012	0.00051	0	0.14
805	0.46	0.0028	0.063	0.0044	0.0025	0.46	0	1.2e-05	1.2e-05	0	0.0044	0	0	0.14
806	0.12	0.15	0.017	0.23	0.13	0.12	0	0	0	0	0.23	0.00085	3	0.22
807	0.24	0.086	0.032	0.13	0.076	0.24	0	7.3e-05	7.3e-05	0	0.13	0.058	0	0.14
808	0.46	0.0014	0.063	0.0022	0.0012	0.46	0	0	0	0	0.0022	0	0	0.14
809	0.12	0.15	0.017	0.23	0.13	0.12	0	0	0	0	0.23	0.00014	3	0.22
810	0.45	0.0082	0.061	0.013	0.0073	0.45	0	0	0	0	0.013	1.1e-06	0	0.14
811	0.41	0.026	0.055	0.041	0.023	0.41	0	0.0001	0.0001	0	0.041	0.0011	0	0.14
812	0.45	0.007	0.061	0.011	0.0062	0.45	0	0	0	0	0.011	0	0	0.14
813	0.47	0.00045	0.063	0.00071	0.0004	0.47	0	0.0001	0.0001	0	0.00071	0	0	0.14
814	0.0068	0.13	0.00092	0.21	0.12	0.0068	0	0	0	0	0.21	0.32	11	0.3
815	0.47	9.9e-05	0.063	0.00016	8.8e-05	0.47	0	0	0	0	0.00016	0	0	0.14
816	0.45	0.008	0.061	0.013	0.0071	0.45	0	0.00061	0.00061	0	0.013	0.00015	0	0.14
817	0.47	0.00078	0.063	0.0012	0.00069	0.47	0	0.00011	0.00011	0	0.0012	0	0	0.14
818	0.33	0.058	0.044	0.091	0.051	0.33	0	8e-05	8e-05	0	0.091	0.011	0	0.14
819	0.44	0.012	0.06	0.018	0.01	0.44	0	0.0001	0.0001	0	0.018	0.00012	0	0.14
820	0.46	0.004	0.062	0.0063	0.0036	0.46	0	0.0038	0.0038	3.9e-06	0.0063	0.0002	0	0.14
821	0.39	0.031	0.053	0.049	0.028	0.39	0	0.00017	0.00017	0	0.049	0.0027	0	0.14
822	0.47	0.00075	0.063	0.0012	0.00067	0.47	0	9.1e-05	9.1e-05	0	0.0012	0	0	0.14
823	0.35	0.049	0.048	0.076	0.043	0.35	0	3e-05	3e-05	0	0.076	0.0033	0	0.14
824	0.47	0.00077	0.063	0.0012	0.00068	0.47	0	0.00015	0.00015	0	0.0012	0	0	0.14
825	0.46	0.0018	0.063	0.0029	0.0016	0.46	0	0.00021	0.00021	0	0.0029	1.6e-06	0	0.14
826	0.36	0.046	0.049	0.073	0.041	0.36	0	0	0	0	0.073	1.2e-05	0	0.14
827	0.46	0.0041	0.062	0.0065	0.0036	0.46	0	4.3e-06	4.3e-06	0	0.0065	1e-06	0	0.14
828	0.47	2.2e-05	0.063	3.4e-05	1.9e-05	0.47	0	1.1e-05	1.1e-05	0	3.4e-05	0	0	0.14
829	0.44	0.0096	0.06	0.015	0.0085	0.44	0	0.0011	0.0011	0	0.015	0.00034	0	0.14
830	0.47	0.00072	0.063	0.0011	0.00064	0.47	0	3.5e-05	3.5e-05	0	0.0011	0	0	0.14
831	0.47	0.001	0.063	0.0016	0.00089	0.47	0	4.5e-05	4.5e-05	0	0.0016	0	0	0.14
832	0.47	0.0006	0.063	0.00094	0.00053	0.47	0	0.00014	0.00014	0	0.00094	0	0	0.14
833	0.37	0.038	0.05	0.06	0.034	0.37	0	0	0	0	0.06	0.012	0	0.14
834	0.47	0.00033	0.063	0.00052	0.00029	0.47	0	2.5e-05	2.5e-05	0	0.00052	0	0	0.14
835	0.29	0.078	0.039	0.12	0.069	0.29	0	0	0	0	0.12	2e-05	0	0.14
836	0.33	0.06	0.044	0.094	0.053	0.33	0	0	0	0	0.094	0.00021	0	0.14
837	0.46	0.0034	0.062	0.0053	0.003	0.46	0	0	0	0	0.0053	0	0	0.14
838	0	0	0	0	0	0	0	0	0	1	0	0	9	0.016
839	0.45	2e-05	0.061	3.2e-05	1.8e-05	0.45	0	0.021	0.021	0	3.2e-05	0	0	0.14
840	0.46	0.0023	0.063	0.0037	0.0021	0.46	0	2.7e-06	2.7e-06	0	0.0037	0	0	0.14
841	0.46	0.0043	0.062	0.0068	0.0038	0.46	0	3.3e-05	3.3e-05	0	0.0068	1.1e-05	0	0.14
842	0.46	0.0046	0.062	0.0072	0.0041	0.46	0	3.3e-06	3.3e-06	0	0.0072	2.9e-06	0	0.14
843	0.35	0.035	0.047	0.056	0.031	0.35	0	0	0	0	0.056	0.08	0	0.14
844	0.39	0.032	0.052	0.05	0.028	0.39	0	0.00016	0.00016	0	0.05	0.013	0	0.14
845	0.35	0.048	0.048	0.076	0.043	0.35	0	2.2e-06	2.2e-06	0	0.076	0.0018	0	0.14
846	0.37	0.041	0.051	0.064	0.036	0.37	0	0	0	0	0.064	0.00031	0	0.14
847	0.29	0.074	0.04	0.12	0.065	0.29	0	0	0	0	0.12	0.00069	0	0.14
848	0.46	0.0049	0.062	0.0077	0.0043	0.46	0	0	0	0	0.0077	0	0	0.14
849	0.42	0.02	0.057	0.032	0.018	0.42	0	5.9e-05	5.9e-05	0	0.032	0.0011	0	0.14
850	0.31	0.067	0.042	0.11	0.06	0.31	0	0	0	0	0.11	0.0029	0	0.14
851	0.47	0.0005	0.063	0.00079	0.00045	0.47	0	8.6e-06	8.6e-06	0	0.00079	0	0	0.14
852	0.43	0.017	0.058	0.026	0.015	0.43	0	1.7e-05	1.7e-05	0	0.026	0.00025	0	0.14
853	0.45	0.0074	0.061	0.012	0.0065	0.45	0	0.0011	0.0011	0	0.012	0.00043	0	0.14
854	0.45	0.0085	0.061	0.013	0.0075	0.45	0	0.00022	0.00022	0	0.013	0.00022	0	0.14
855	0.36	0.037	0.049	0.058	0.033	0.36	0	0	0	0	0.058	0.05	0	0.14
856	0.4	0.026	0.055	0.041	0.023	0.4	0	0.00017	0.00017	0	0.041	0.0053	0	0.14
857	0.46	0.0045	0.062	0.0071	0.004	0.46	0	3.2e-05	3.2e-05	0	0.0071	1.2e-05	0	0.14
858	0.47	0.00059	0.063	0.00093	0.00052	0.47	0	0	0	0	0.00093	0	0	0.14
859	0.38	0.038	0.051	0.06	0.034	0.38	0	1.2e-05	1.2e-05	0	0.06	0.0029	0	0.14
860	0.33	0.059	0.045	0.093	0.052	0.33	0	0	0	0	0.093	0.00054	0	0.14
861	0.4	5.5e-05	0.054	8.6e-05	4.9e-05	0.4	0	0.076	0.076	0.0016	8.6e-05	0	0	0.14
862	0.45	0.0057	0.062	0.0089	0.005	0.45	0	0	0	0	0.0089	2.3e-06	0	0.14
863	0.43	0.017	0.058	0.026	0.015	0.43	0	0.00088	0.00088	0	0.026	0.0013	0	0.14
864	0.46	0.0025	0.063	0.0039	0.0022	0.46	0	1.4e-05	1.4e-05	0	0.0039	0	0	0.14
865	0.46	0.0044	0.062	0.007	0.0039	0.46	0	6.3e-05	6.3e-05	0	0.007	7.1e-06	0	0.14
866	0.42	0.022	0.056	0.035	0.02	0.42	0	1.6e-05	1.6e-05	0	0.035	0.00021	0	0.14
867	0.47	1.1e-05	0.063	1.7e-05	9.7e-06	0.47	0	0	0	0	1.7e-05	0	0	0.14
868	0.29	0.068	0.04	0.11	0.06	0.29	0	0.00013	0.00013	0	0.11	0.029	0	0.14
869	0.47	5e-06	0.063	7.9e-06	4.5e-06	0.47	0	7.6e-06	7.6e-06	0	7.9e-06	0	0	0.14
870	0.25	0.094	0.033	0.15	0.083	0.25	0	0	0	0	0.15	0.00052	0	0.14
871	0.45	0.0093	0.061	0.015	0.0082	0.45	0	0	0	0	0.015	0	0	0.14
872	0.47	0.00072	0.063	0.0011	0.00064	0.47	0	0	0	0	0.0011	0	0	0.14
873	0.45	0.0087	0.061	0.014	0.0077	0.45	0	0.0001	0.0001	0	0.014	5.5e-05	0	0.14
874	0.46	0.0048	0.062	0.0076	0.0043	0.46	0	0.00092	0.00092	0	0.0076	5e-05	0	0.14
875	2.6e-05	0	3.5e-06	0	0	2.6e-05	0	0.00053	0.00053	1	0	0	9	0.016
876	0.46	0.0041	0.062	0.0065	0.0037	0.46	0	0.0003	0.0003	0	0.0065	1.6e-05	0	0.14
877	0.47	0	0.063	1e-06	0	0.47	0	2.3e-06	2.3e-06	0	1e-06	0	0	0.14
878	0.46	0.0018	0.063	0.0028	0.0016	0.46	0	0	0	0	0.0028	0	0	0.14
879	0.45	0.0064	0.061	0.01	0.0057	0.45	0	0.00045	0.00045	0	0.01	6.5e-05	0	0.14
880	0.47	0.00024	0.063	0.00037	0.00021	0.47	0	8.5e-06	8.5e-06	0	0.00037	0	0	0.14
881	0.46	0.0024	0.063	0.0037	0.0021	0.46	0	0.00046	0.00046	0	0.0037	5.1e-06	0	0.14
882	0.41	0.023	0.056	0.036	0.02	0.41	0	0.00015	0.00015	0	0.036	0.00096	0	0.14
883	0.31	0.066	0.042	0.1	0.058	0.31	0	0	0	0	0.1	2.7e-05	0	0.14
