SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0
463	0.02	0.12	0.12	0.034	0.12	0.12	0.034	0.022	0.12	0.022	0.12	0	0.0039	0.12	0	0	5.6e-05	0.022	0.022	1	0.14
464	0.0063	0.13	0.13	0.011	0.13	0.13	0.011	0.007	0.13	0.007	0.13	0	0.0012	0.13	0	0	0.0019	0.007	0.007	1	0.14
465	7.1e-05	0.14	0.14	0.00012	0.14	0.14	0.00012	7.9e-05	0.14	7.9e-05	0.14	0	0	0.14	0	0	0	7.9e-05	7.9e-05	1	0.14
466	0.00044	0.14	0.14	0.00075	0.14	0.14	0.00075	0.00049	0.14	0.00049	0.14	0	0	0.14	0	0	4.3e-05	0.00049	0.00049	1	0.14
467	0.00012	0.14	0.14	0.0002	0.14	0.14	0.0002	0.00013	0.14	0.00013	0.14	0	0	0.14	0	0	1.6e-05	0.00013	0.00013	1	0.14
468	0.00063	0.14	0.14	0.0011	0.14	0.14	0.0011	0.0007	0.14	0.0007	0.14	0	1.2e-05	0.14	2.5e-06	5.9e-06	0.016	0.0007	0.0007	1	0.14
469	0.0051	0.14	0.14	0.0086	0.14	0.14	0.0086	0.0057	0.14	0.0057	0.14	0	0.00013	0.14	0	0	0.00016	0.0057	0.0057	1	0.14
470	9.7e-05	0.14	0.14	0.00016	0.14	0.14	0.00016	0.00011	0.14	0.00011	0.14	0	0	0.14	0	0	0	0.00011	0.00011	1	0.14
471	0.033	0.1	0.1	0.057	0.1	0.1	0.057	0.037	0.1	0.037	0.1	0	3.1e-06	0.1	0	0	0	0.037	0.037	1	0.14
472	0.0013	0.14	0.14	0.0022	0.14	0.14	0.0022	0.0014	0.14	0.0014	0.14	0	0	0.14	0	0	4.3e-06	0.0014	0.0014	1	0.14
473	0.0054	0.14	0.14	0.0092	0.14	0.14	0.0092	0.006	0.14	0.006	0.14	0	0.001	0.14	0	0	0.0029	0.006	0.006	1	0.14
474	6.3e-05	0.14	0.14	0.00011	0.14	0.14	0.00011	7e-05	0.14	7e-05	0.14	0	0	0.14	0	0	0	7e-05	7e-05	1	0.14
475	0.021	0.11	0.11	0.036	0.11	0.11	0.036	0.023	0.11	0.023	0.11	0	0.015	0.11	0	0	0.00013	0.023	0.023	1	0.14
476	0.023	0.11	0.11	0.039	0.11	0.11	0.039	0.025	0.11	0.025	0.11	0	0.032	0.11	0	0	8.4e-05	0.025	0.025	1	0.14
477	0.0012	0.14	0.14	0.0021	0.14	0.14	0.0021	0.0014	0.14	0.0014	0.14	0	2.2e-06	0.14	0	0	8.7e-05	0.0014	0.0014	1	0.14
478	0.002	0.14	0.14	0.0035	0.14	0.14	0.0035	0.0023	0.14	0.0023	0.14	0	2.3e-05	0.14	0	0	0.00043	0.0023	0.0023	1	0.14
479	0.00022	0.14	0.14	0.00037	0.14	0.14	0.00037	0.00024	0.14	0.00024	0.14	0	0	0.14	0	0	0	0.00024	0.00024	1	0.14
480	0.002	0.14	0.14	0.0033	0.14	0.14	0.0033	0.0022	0.14	0.0022	0.14	0	0	0.14	0	0	0	0.0022	0.0022	1	0.14
481	0.0024	0.14	0.14	0.004	0.14	0.14	0.004	0.0026	0.14	0.0026	0.14	0	0	0.14	0	0	0	0.0026	0.0026	1	0.14
482	0.0082	0.13	0.13	0.014	0.13	0.13	0.014	0.0092	0.13	0.0092	0.13	0	0.0013	0.13	0	0	0.00072	0.0092	0.0092	1	0.14
483	0.00042	0.14	0.14	0.00071	0.14	0.14	0.00071	0.00047	0.14	0.00047	0.14	0	0	0.14	0	0	9.4e-05	0.00047	0.00047	1	0.14
484	0.064	0.061	0.061	0.11	0.061	0.061	0.11	0.071	0.061	0.071	0.061	0	0.0071	0.061	0	0	0	0.071	0.071	3	0.22
485	0.015	0.12	0.12	0.026	0.12	0.12	0.026	0.017	0.12	0.017	0.12	0	0.0014	0.12	0	0	5.3e-05	0.017	0.017	1	0.14
486	0.0028	0.14	0.14	0.0047	0.14	0.14	0.0047	0.0031	0.14	0.0031	0.14	0	0	0.14	0	0	0	0.0031	0.0031	1	0.14
487	0.00023	0.14	0.14	0.00039	0.14	0.14	0.00039	0.00025	0.14	0.00025	0.14	0	0	0.14	0	0	0	0.00025	0.00025	1	0.14
488	0.0062	0.14	0.14	0.01	0.14	0.14	0.01	0.0069	0.14	0.0069	0.14	0	2.4e-05	0.14	0	0	5.4e-06	0.0069	0.0069	1	0.14
489	6.6e-05	0.14	0.14	0.00011	0.14	0.14	0.00011	7.4e-05	0.14	7.4e-05	0.14	0	0	0.14	0	0	0	7.4e-05	7.4e-05	1	0.14
490	0.024	0.11	0.11	0.041	0.11	0.11	0.041	0.027	0.11	0.027	0.11	0	0.044	0.11	0	0	1.5e-05	0.027	0.027	1	0.14
491	0.0054	0.13	0.13	0.0091	0.13	0.13	0.0091	0.006	0.13	0.006	0.13	0	0.067	0.13	0	0	0	0.006	0.006	1	0.14
492	0	0.13	0.13	0	0.13	0.13	0	0	0.13	0	0.13	0	0	0.13	2.4e-05	0	0.1	0	0	1	0.14
493	0.021	0.12	0.12	0.036	0.12	0.12	0.036	0.024	0.12	0.024	0.12	0	0.00036	0.12	0	0	0	0.024	0.024	1	0.14
494	4.6e-05	0.14	0.14	7.8e-05	0.14	0.14	7.8e-05	5.1e-05	0.14	5.1e-05	0.14	0	0	0.14	0	0	0	5.1e-05	5.1e-05	1	0.14
495	0.015	0.12	0.12	0.026	0.12	0.12	0.026	0.017	0.12	0.017	0.12	0	0.00063	0.12	0	0	1.6e-05	0.017	0.017	1	0.14
496	0.0085	0.13	0.13	0.014	0.13	0.13	0.014	0.0094	0.13	0.0094	0.13	0	0.0017	0.13	0	0	0.00089	0.0094	0.0094	1	0.14
497	0.01	0.13	0.13	0.017	0.13	0.13	0.017	0.011	0.13	0.011	0.13	0	1.8e-05	0.13	0	0	0	0.011	0.011	1	0.14
498	0.1	0.006	0.006	0.18	0.006	0.006	0.18	0.12	0.006	0.12	0.006	0	0.032	0.006	0	0	0	0.12	0.12	3	0.22
499	0.021	0.11	0.11	0.036	0.11	0.11	0.036	0.024	0.11	0.024	0.11	0	0.036	0.11	0	0	0	0.024	0.024	1	0.14
500	0.00052	0.14	0.14	0.00088	0.14	0.14	0.00088	0.00058	0.14	0.00058	0.14	0	0	0.14	0	0	0	0.00058	0.00058	1	0.14
501	9.6e-05	0.14	0.14	0.00016	0.14	0.14	0.00016	0.00011	0.14	0.00011	0.14	0	0	0.14	0	0	0	0.00011	0.00011	1	0.14
502	0.0046	0.14	0.14	0.0078	0.14	0.14	0.0078	0.0051	0.14	0.0051	0.14	0	0.00023	0.14	0	0	0.0006	0.0051	0.0051	1	0.14
503	0.022	0.11	0.11	0.037	0.11	0.11	0.037	0.024	0.11	0.024	0.11	0	0.043	0.11	0	0	0	0.024	0.024	1	0.14
504	0.00022	0.14	0.14	0.00037	0.14	0.14	0.00037	0.00024	0.14	0.00024	0.14	0	0	0.14	0	0	0	0.00024	0.00024	1	0.14
505	0.032	0.1	0.1	0.053	0.1	0.1	0.053	0.035	0.1	0.035	0.1	0	0.01	0.1	0	0	7.9e-06	0.035	0.035	1	0.14
506	0.00012	0.14	0.14	0.00021	0.14	0.14	0.00021	0.00014	0.14	0.00014	0.14	0	0	0.14	0	0	2e-05	0.00014	0.00014	1	0.14
507	0.024	0.11	0.11	0.041	0.11	0.11	0.041	0.027	0.11	0.027	0.11	0	0.031	0.11	0	0	2.5e-05	0.027	0.027	1	0.14
508	0.02	0.12	0.12	0.034	0.12	0.12	0.034	0.022	0.12	0.022	0.12	0	0.0027	0.12	0	0	3.6e-05	0.022	0.022	1	0.14
509	0.00014	0.14	0.14	0.00023	0.14	0.14	0.00023	0.00015	0.14	0.00015	0.14	0	0	0.14	5.7e-06	5.4e-05	0.048	0.00015	0.00015	1	0.14
510	0.0013	0.14	0.14	0.0021	0.14	0.14	0.0021	0.0014	0.14	0.0014	0.14	0	0	0.14	0	0	5.3e-05	0.0014	0.0014	1	0.14
511	0.00091	0.14	0.14	0.0015	0.14	0.14	0.0015	0.001	0.14	0.001	0.14	0	3e-05	0.14	2.4e-06	1.6e-05	0.016	0.001	0.001	1	0.14
512	0.0044	0.14	0.14	0.0074	0.14	0.14	0.0074	0.0049	0.14	0.0049	0.14	0	0.0004	0.14	0	0	0.0017	0.0049	0.0049	1	0.14
513	6e-05	0.14	0.14	0.0001	0.14	0.14	0.0001	6.7e-05	0.14	6.7e-05	0.14	0	0	0.14	3.9e-06	0	0.021	6.7e-05	6.7e-05	1	0.14
514	0	0.13	0.13	0	0.13	0.13	0	0	0.13	0	0.13	0	0	0.13	2e-05	0	0.088	0	0	1	0.14
515	0.00064	0.14	0.14	0.0011	0.14	0.14	0.0011	0.00071	0.14	0.00071	0.14	0	0	0.14	0	0	1.5e-05	0.00071	0.00071	1	0.14
516	0.0081	0.13	0.13	0.014	0.13	0.13	0.014	0.0091	0.13	0.0091	0.13	0	3.2e-06	0.13	0	0	0	0.0091	0.0091	1	0.14
517	0.00014	0.14	0.14	0.00024	0.14	0.14	0.00024	0.00016	0.14	0.00016	0.14	0	0	0.14	0	0	8.6e-06	0.00016	0.00016	1	0.14
518	0.018	0.12	0.12	0.03	0.12	0.12	0.03	0.02	0.12	0.02	0.12	0	1.1e-05	0.12	0	0	0	0.02	0.02	1	0.14
519	0.0061	0.13	0.13	0.01	0.13	0.13	0.01	0.0067	0.13	0.0067	0.13	0	0.011	0.13	0	0	0.0086	0.0067	0.0067	1	0.14
520	0.0015	0.14	0.14	0.0026	0.14	0.14	0.0026	0.0017	0.14	0.0017	0.14	0	0	0.14	0	0	3.8e-06	0.0017	0.0017	1	0.14
521	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.86
522	0.0023	0.14	0.14	0.004	0.14	0.14	0.004	0.0026	0.14	0.0026	0.14	0	0	0.14	0	0	5.7e-06	0.0026	0.0026	1	0.14
523	0.082	0.039	0.039	0.14	0.039	0.039	0.14	0.091	0.039	0.091	0.039	0	0.0013	0.039	0	0	0	0.091	0.091	3	0.22
524	0.00027	0.14	0.14	0.00046	0.14	0.14	0.00046	0.0003	0.14	0.0003	0.14	0	0	0.14	0	0	0	0.0003	0.0003	1	0.14
525	0.019	0.11	0.11	0.033	0.11	0.11	0.033	0.022	0.11	0.022	0.11	0	0.088	0.11	0	0	0	0.022	0.022	1	0.14
526	0.0021	0.14	0.14	0.0036	0.14	0.14	0.0036	0.0024	0.14	0.0024	0.14	0	4.1e-06	0.14	0	0	2.7e-05	0.0024	0.0024	1	0.14
527	0.00068	0.14	0.14	0.0012	0.14	0.14	0.0012	0.00076	0.14	0.00076	0.14	0	0	0.14	0	0	0	0.00076	0.00076	1	0.14
528	0.0014	0.14	0.14	0.0023	0.14	0.14	0.0023	0.0015	0.14	0.0015	0.14	0	0	0.14	0	0	1.4e-05	0.0015	0.0015	1	0.14
529	0.0028	0.14	0.14	0.0047	0.14	0.14	0.0047	0.0031	0.14	0.0031	0.14	0	0	0.14	0	0	0	0.0031	0.0031	1	0.14
530	0.0062	0.14	0.14	0.01	0.14	0.14	0.01	0.0069	0.14	0.0069	0.14	0	3.4e-06	0.14	0	0	0	0.0069	0.0069	1	0.14
531	0.025	0.11	0.11	0.042	0.11	0.11	0.042	0.028	0.11	0.028	0.11	0	0.018	0.11	0	0	0	0.028	0.028	1	0.14
532	0.0081	0.12	0.12	0.014	0.12	0.12	0.014	0.009	0.12	0.009	0.12	0	0.071	0.12	0	0	0	0.009	0.009	1	0.14
533	0.0063	0.13	0.13	0.011	0.13	0.13	0.011	0.007	0.13	0.007	0.13	0	0.00045	0.13	0	0	0.00046	0.007	0.007	1	0.14
534	0.0077	0.13	0.13	0.013	0.13	0.13	0.013	0.0086	0.13	0.0086	0.13	0	0.00031	0.13	0	0	0.00011	0.0086	0.0086	1	0.14
535	0.00025	0.14	0.14	0.00043	0.14	0.14	0.00043	0.00028	0.14	0.00028	0.14	0	0	0.14	0	0	0	0.00028	0.00028	1	0.14
536	0.0017	0.14	0.14	0.0028	0.14	0.14	0.0028	0.0019	0.14	0.0019	0.14	0	2e-05	0.14	0	0	0.00083	0.0019	0.0019	1	0.14
537	0.0034	0.14	0.14	0.0058	0.14	0.14	0.0058	0.0038	0.14	0.0038	0.14	0	0	0.14	0	0	0	0.0038	0.0038	1	0.14
538	0.041	0.079	0.079	0.069	0.079	0.079	0.069	0.046	0.079	0.046	0.079	0	0.083	0.079	0	0	0	0.046	0.046	12	0.3
539	0.036	0.086	0.086	0.06	0.086	0.086	0.06	0.04	0.086	0.04	0.086	0	0.083	0.086	0	0	0	0.04	0.04	1	0.14
540	0	0.00096	0.00096	0	0.00096	0.00096	0	0	0.00096	0	0.00096	0	0	0.00096	0	0.95	0.043	0	0	15	0.016
541	0.013	0.13	0.13	0.022	0.13	0.13	0.022	0.014	0.13	0.014	0.13	0	5.2e-06	0.13	0	0	0	0.014	0.014	1	0.14
542	0.0018	0.14	0.14	0.0031	0.14	0.14	0.0031	0.002	0.14	0.002	0.14	0	3e-06	0.14	0	0	3.1e-05	0.002	0.002	1	0.14
543	0.0024	0.14	0.14	0.004	0.14	0.14	0.004	0.0026	0.14	0.0026	0.14	0	5.8e-05	0.14	0	0	0.001	0.0026	0.0026	1	0.14
544	0.0055	0.13	0.13	0.0093	0.13	0.13	0.0093	0.0061	0.13	0.0061	0.13	0	0.014	0.13	0	0	0.0044	0.0061	0.0061	1	0.14
545	0.0006	0.14	0.14	0.001	0.14	0.14	0.001	0.00067	0.14	0.00067	0.14	0	0.013	0.14	0	0	0.00034	0.00067	0.00067	1	0.14
546	0.0026	0.14	0.14	0.0044	0.14	0.14	0.0044	0.0029	0.14	0.0029	0.14	0	8.5e-06	0.14	0	0	3.8e-05	0.0029	0.0029	1	0.14
547	0.00043	0.14	0.14	0.00072	0.14	0.14	0.00072	0.00047	0.14	0.00047	0.14	0	0	0.14	0	0	0	0.00047	0.00047	1	0.14
548	0.02	0.12	0.12	0.034	0.12	0.12	0.034	0.022	0.12	0.022	0.12	0	0.015	0.12	0	0	0.00019	0.022	0.022	1	0.14
549	0.0051	0.14	0.14	0.0086	0.14	0.14	0.0086	0.0056	0.14	0.0056	0.14	0	0.00064	0.14	0	0	0.0019	0.0056	0.0056	1	0.14
550	0.0046	0.14	0.14	0.0078	0.14	0.14	0.0078	0.0051	0.14	0.0051	0.14	0	4.2e-06	0.14	0	0	0	0.0051	0.0051	1	0.14
551	0.0016	0.14	0.14	0.0027	0.14	0.14	0.0027	0.0018	0.14	0.0018	0.14	0	4.3e-06	0.14	0	0	9.3e-05	0.0018	0.0018	1	0.14
552	0.0035	0.14	0.14	0.006	0.14	0.14	0.006	0.0039	0.14	0.0039	0.14	0	0.00013	0.14	0	0	0.00075	0.0039	0.0039	1	0.14
553	5.7e-06	0.12	0.12	9.6e-06	0.12	0.12	9.6e-06	6.3e-06	0.12	6.3e-06	0.12	0	0	0.12	1.6e-05	9.6e-06	0.16	6.3e-06	6.3e-06	16	0.078
554	0.0037	0.14	0.14	0.0063	0.14	0.14	0.0063	0.0042	0.14	0.0042	0.14	0	0.02	0.14	0	0	0.00015	0.0042	0.0042	1	0.14
555	0.00062	0.14	0.14	0.0011	0.14	0.14	0.0011	0.00069	0.14	0.00069	0.14	0	0	0.14	0	0	0.00019	0.00069	0.00069	1	0.14
556	0.00046	0.14	0.14	0.00078	0.14	0.14	0.00078	0.00051	0.14	0.00051	0.14	0	0	0.14	0	0	5.4e-05	0.00051	0.00051	1	0.14
557	0.0025	0.14	0.14	0.0043	0.14	0.14	0.0043	0.0028	0.14	0.0028	0.14	0	0	0.14	0	0	3.2e-06	0.0028	0.0028	1	0.14
558	0.0026	0.14	0.14	0.0044	0.14	0.14	0.0044	0.0029	0.14	0.0029	0.14	0	4.6e-06	0.14	0	0	1.4e-05	0.0029	0.0029	1	0.14
559	0.015	0.12	0.12	0.025	0.12	0.12	0.025	0.016	0.12	0.016	0.12	0	0.023	0.12	0	0	0	0.016	0.016	1	0.14
560	0.00012	0.14	0.14	0.0002	0.14	0.14	0.0002	0.00013	0.14	0.00013	0.14	0	0	0.14	0	0	0	0.00013	0.00013	1	0.14
561	0.00016	0.14	0.14	0.00027	0.14	0.14	0.00027	0.00018	0.14	0.00018	0.14	0	0	0.14	0	0	0	0.00018	0.00018	1	0.14
562	0.024	0.11	0.11	0.041	0.11	0.11	0.041	0.027	0.11	0.027	0.11	0	0.042	0.11	0	0	0	0.027	0.027	1	0.14
563	1.5e-05	0.12	0.12	2.5e-05	0.12	0.12	2.5e-05	1.7e-05	0.12	1.7e-05	0.12	0	0	0.12	1.4e-05	0.00022	0.16	1.7e-05	1.7e-05	16	0.078
564	0.002	0.13	0.13	0.0034	0.13	0.13	0.0034	0.0022	0.13	0.0022	0.13	0	0.039	0.13	0	0	0	0.0022	0.0022	1	0.14
565	0.0074	0.13	0.13	0.013	0.13	0.13	0.013	0.0083	0.13	0.0083	0.13	0	0.0009	0.13	0	0	0.00063	0.0083	0.0083	1	0.14
566	0.00021	0.14	0.14	0.00036	0.14	0.14	0.00036	0.00024	0.14	0.00024	0.14	0	0	0.14	0	0	3.5e-05	0.00024	0.00024	1	0.14
567	0.0015	0.14	0.14	0.0026	0.14	0.14	0.0026	0.0017	0.14	0.0017	0.14	0	5.4e-06	0.14	0	0	0.00016	0.0017	0.0017	1	0.14
568	0	0.13	0.13	0	0.13	0.13	0	0	0.13	0	0.13	0	0	0.13	1.6e-05	0	0.075	0	0	1	0.14
569	0.0078	0.13	0.13	0.013	0.13	0.13	0.013	0.0087	0.13	0.0087	0.13	0	0.00019	0.13	0	0	5.2e-05	0.0087	0.0087	1	0.14
570	0.012	0.12	0.12	0.021	0.12	0.12	0.021	0.014	0.12	0.014	0.12	0	0.034	0.12	0	0	0	0.014	0.014	1	0.14
571	0.00034	0.14	0.14	0.00057	0.14	0.14	0.00057	0.00038	0.14	0.00038	0.14	0	0	0.14	0	0	0	0.00038	0.00038	1	0.14
572	0.099	0.018	0.018	0.17	0.018	0.018	0.17	0.11	0.018	0.11	0.018	0	0.00085	0.018	0	0	0	0.11	0.11	3	0.22
573	0.0042	0.13	0.13	0.0071	0.13	0.13	0.0071	0.0046	0.13	0.0046	0.13	0	0.02	0.13	0	0	0.00022	0.0046	0.0046	1	0.14
574	0	0.12	0.12	0	0.12	0.12	0	0	0.12	0	0.12	0	0	0.12	3.4e-05	0	0.16	0	0	16	0.078
575	0.0018	0.14	0.14	0.0031	0.14	0.14	0.0031	0.002	0.14	0.002	0.14	0	1.3e-05	0.14	0	0	0.00029	0.002	0.002	1	0.14
576	3.4e-06	0.11	0.11	5.8e-06	0.11	0.11	5.8e-06	3.8e-06	0.11	3.8e-06	0.11	0	0	0.11	1.9e-05	1.8e-05	0.21	3.8e-06	3.8e-06	16	0.078
577	0.064	0.062	0.062	0.11	0.062	0.062	0.11	0.071	0.062	0.071	0.062	0	0.0014	0.062	0	0	0	0.071	0.071	3	0.22
578	0.00021	0.14	0.14	0.00035	0.14	0.14	0.00035	0.00023	0.14	0.00023	0.14	0	0	0.14	0	0	2.2e-05	0.00023	0.00023	1	0.14
579	0.11	0.0026	0.0026	0.19	0.0026	0.0026	0.19	0.12	0.0026	0.12	0.0026	0	3.3e-05	0.0026	0	0	0	0.12	0.12	3	0.22
580	0.00046	0.14	0.14	0.00077	0.14	0.14	0.00077	0.00051	0.14	0.00051	0.14	0	0	0.14	0	0	8.9e-05	0.00051	0.00051	1	0.14
581	0.015	0.12	0.12	0.026	0.12	0.12	0.026	0.017	0.12	0.017	0.12	0	0	0.12	0	0	0	0.017	0.017	1	0.14
582	0.021	0.12	0.12	0.036	0.12	0.12	0.036	0.023	0.12	0.023	0.12	0	0.0081	0.12	0	0	8.7e-05	0.023	0.023	1	0.14
583	0.02	0.11	0.11	0.034	0.11	0.11	0.034	0.022	0.11	0.022	0.11	0	0.037	0.11	0	0	0	0.022	0.022	1	0.14
584	0.0056	0.14	0.14	0.0095	0.14	0.14	0.0095	0.0062	0.14	0.0062	0.14	0	0.0003	0.14	0	0	0.00039	0.0062	0.0062	1	0.14
585	0.0016	0.14	0.14	0.0027	0.14	0.14	0.0027	0.0018	0.14	0.0018	0.14	0	1e-05	0.14	0	0	0.00031	0.0018	0.0018	1	0.14
586	4.7e-05	0.14	0.14	7.9e-05	0.14	0.14	7.9e-05	5.2e-05	0.14	5.2e-05	0.14	0	0.014	0.14	0	0	0	5.2e-05	5.2e-05	1	0.14
587	0.0017	0.14	0.14	0.0029	0.14	0.14	0.0029	0.0019	0.14	0.0019	0.14	0	0	0.14	0	0	0	0.0019	0.0019	1	0.14
588	0.0095	0.13	0.13	0.016	0.13	0.13	0.016	0.011	0.13	0.011	0.13	0	0.00058	0.13	0	0	0.00011	0.011	0.011	1	0.14
589	0.00061	0.14	0.14	0.001	0.14	0.14	0.001	0.00068	0.14	0.00068	0.14	0	0.018	0.14	0	0	1.8e-05	0.00068	0.00068	1	0.14
590	0.0079	0.13	0.13	0.013	0.13	0.13	0.013	0.0088	0.13	0.0088	0.13	0	0.00053	0.13	0	0	0.00023	0.0088	0.0088	1	0.14
591	0.00073	0.14	0.14	0.0012	0.14	0.14	0.0012	0.00082	0.14	0.00082	0.14	0	0.02	0.14	0	0	9.6e-06	0.00082	0.00082	1	0.14
592	8.9e-05	0.14	0.14	0.00015	0.14	0.14	0.00015	9.9e-05	0.14	9.9e-05	0.14	0	0.016	0.14	0	0	2.4e-06	9.9e-05	9.9e-05	1	0.14
593	0.006	0.13	0.13	0.01	0.13	0.13	0.01	0.0067	0.13	0.0067	0.13	0	0.033	0.13	0	0	0	0.0067	0.0067	1	0.14
594	0.00012	0.14	0.14	0.0002	0.14	0.14	0.0002	0.00013	0.14	0.00013	0.14	0	0.0079	0.14	0	0	0.00012	0.00013	0.00013	1	0.14
595	1.8e-05	0.14	0.14	3e-05	0.14	0.14	3e-05	2e-05	0.14	2e-05	0.14	0	0.015	0.14	0	0	0	2e-05	2e-05	1	0.14
596	0.0038	0.14	0.14	0.0064	0.14	0.14	0.0064	0.0042	0.14	0.0042	0.14	0	0.013	0.14	0	0	0.0039	0.0042	0.0042	1	0.14
597	0.0029	0.14	0.14	0.0049	0.14	0.14	0.0049	0.0032	0.14	0.0032	0.14	0	0.018	0.14	0	0	0.00031	0.0032	0.0032	1	0.14
598	0.0036	0.14	0.14	0.0061	0.14	0.14	0.0061	0.004	0.14	0.004	0.14	0	0.021	0.14	0	0	0.00012	0.004	0.004	1	0.14
599	4.5e-05	0.14	0.14	7.6e-05	0.14	0.14	7.6e-05	5e-05	0.14	5e-05	0.14	0	0.0094	0.14	0	0	2.8e-05	5e-05	5e-05	1	0.14
600	1.9e-06	0	0	3.2e-06	0	0	3.2e-06	2.1e-06	0	2.1e-06	0	0	0	0	0	1	6.3e-06	2.1e-06	2.1e-06	15	0.016
601	4.9e-05	0.14	0.14	8.3e-05	0.14	0.14	8.3e-05	5.4e-05	0.14	5.4e-05	0.14	0	0.012	0.14	0	0	6.8e-06	5.4e-05	5.4e-05	1	0.14
602	0.00077	0.14	0.14	0.0013	0.14	0.14	0.0013	0.00085	0.14	0.00085	0.14	0	0.011	0.14	0	0	0.00067	0.00085	0.00085	1	0.14
603	0.046	0.078	0.078	0.077	0.078	0.078	0.077	0.051	0.078	0.051	0.078	0	0.053	0.078	0	0	0	0.051	0.051	1	0.14
604	0.02	0.11	0.11	0.035	0.11	0.11	0.035	0.023	0.11	0.023	0.11	0	0.019	0.11	0	0	0	0.023	0.023	1	0.14
605	0.022	0.11	0.11	0.037	0.11	0.11	0.037	0.025	0.11	0.025	0.11	0	0.043	0.11	0	0	0	0.025	0.025	1	0.14
606	0.006	0.13	0.13	0.01	0.13	0.13	0.01	0.0067	0.13	0.0067	0.13	0	0.022	0.13	0	0	9.5e-05	0.0067	0.0067	1	0.14
607	0.0034	0.14	0.14	0.0058	0.14	0.14	0.0058	0.0038	0.14	0.0038	0.14	0	0.017	0.14	0	0	0.00059	0.0038	0.0038	1	0.14
608	0.00031	0.14	0.14	0.00053	0.14	0.14	0.00053	0.00035	0.14	0.00035	0.14	0	0.012	0.14	0	0	0.00016	0.00035	0.00035	1	0.14
609	0.0076	0.13	0.13	0.013	0.13	0.13	0.013	0.0085	0.13	0.0085	0.13	0	0.03	0.13	0	0	0	0.0085	0.0085	1	0.14
610	0.0022	0.14	0.14	0.0038	0.14	0.14	0.0038	0.0025	0.14	0.0025	0.14	0	0.012	0.14	0	0	0.0022	0.0025	0.0025	1	0.14
611	0.01	0.13	0.13	0.017	0.13	0.13	0.017	0.011	0.13	0.011	0.13	0	0.019	0.13	0	0	0.0015	0.011	0.011	1	0.14
612	0.027	0.11	0.11	0.046	0.11	0.11	0.046	0.03	0.11	0.03	0.11	0	0.018	0.11	0	0	0	0.03	0.03	1	0.14
613	0.0035	0.14	0.14	0.006	0.14	0.14	0.006	0.0039	0.14	0.0039	0.14	0	0.015	0.14	0	0	0.002	0.0039	0.0039	1	0.14
614	0.058	0.044	0.044	0.098	0.044	0.044	0.098	0.065	0.044	0.065	0.044	3e-06	0.18	0.044	0	0	0	0.065	0.065	12	0.3
615	0.0078	0.13	0.13	0.013	0.13	0.13	0.013	0.0086	0.13	0.0086	0.13	0	0.014	0.13	0	7.4e-06	0.0072	0.0086	0.0086	1	0.14
616	0.00073	0.14	0.14	0.0012	0.14	0.14	0.0012	0.00081	0.14	0.00081	0.14	0	0.016	0.14	0	0	9.9e-05	0.00081	0.00081	1	0.14
617	0.083	0.033	0.033	0.14	0.033	0.033	0.14	0.093	0.033	0.093	0.033	0	0.037	0.033	0	0	0	0.093	0.093	3	0.22
618	0.013	0.12	0.12	0.022	0.12	0.12	0.022	0.014	0.12	0.014	0.12	0	0.022	0.12	0	0	0.00015	0.014	0.014	1	0.14
619	0.0024	0.14	0.14	0.0041	0.14	0.14	0.0041	0.0027	0.14	0.0027	0.14	0	0.019	0.14	0	0	0.00013	0.0027	0.0027	1	0.14
620	0.00098	0.14	0.14	0.0017	0.14	0.14	0.0017	0.0011	0.14	0.0011	0.14	0	0.015	0.14	0	0	0.00023	0.0011	0.0011	1	0.14
621	0.012	0.12	0.12	0.02	0.12	0.12	0.02	0.013	0.12	0.013	0.12	0	0.057	0.12	0	0	0	0.013	0.013	1	0.14
622	0.018	0.12	0.12	0.03	0.12	0.12	0.03	0.02	0.12	0.02	0.12	0	0.028	0.12	0	0	1.5e-05	0.02	0.02	1	0.14
623	0.0016	0.14	0.14	0.0027	0.14	0.14	0.0027	0.0018	0.14	0.0018	0.14	0	0.02	0.14	0	0	3.9e-05	0.0018	0.0018	1	0.14
624	0.0029	0.14	0.14	0.005	0.14	0.14	0.005	0.0033	0.14	0.0033	0.14	0	0.012	0.14	0	0	0.0031	0.0033	0.0033	1	0.14
625	0.022	0.11	0.11	0.037	0.11	0.11	0.037	0.025	0.11	0.025	0.11	0	0.034	0.11	0	0	0	0.025	0.025	1	0.14
626	1.4e-06	0.14	0.14	2.3e-06	0.14	0.14	2.3e-06	1.5e-06	0.14	1.5e-06	0.14	0	0.0088	0.14	0	0	0	1.5e-06	1.5e-06	1	0.14
627	0.012	0.12	0.12	0.021	0.12	0.12	0.021	0.014	0.12	0.014	0.12	0	0.021	0.12	0	0	0.00024	0.014	0.014	1	0.14
628	9.3e-06	0.14	0.14	1.6e-05	0.14	0.14	1.6e-05	1e-05	0.14	1e-05	0.14	0	0.031	0.14	0	0	0	1e-05	1e-05	1	0.14
