SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0
523	0.28	0.72	0	0.0013	0	1	0.22
524	1	0.0024	0	0	0	0	0.14
525	0.74	0.17	0	0.091	0	0	0.14
526	0.98	0.019	2.7e-05	4.3e-06	0	0	0.14
527	0.99	0.006	0	0	0	0	0.14
528	0.99	0.012	1.4e-05	0	0	0	0.14
529	0.98	0.024	0	0	0	0	0.14
530	0.95	0.054	0	3.5e-06	0	0	0.14
531	0.76	0.22	0	0.019	0	0	0.14
532	0.86	0.071	0	0.073	0	0	0.14
533	0.94	0.055	0.00046	0.00046	0	0	0.14
534	0.93	0.068	0.00011	0.00032	0	0	0.14
535	1	0.0022	0	0	0	0	0.14
536	0.98	0.015	0.00083	2.1e-05	0	0	0.14
537	0.97	0.03	0	0	0	0	0.14
538	0.55	0.36	0	0.086	0	0	0.14
539	0.6	0.31	0	0.086	0	0	0.14
540	0.0067	0	0.043	0	0.95	4	0.016
541	0.89	0.11	0	5.4e-06	0	0	0.14
542	0.98	0.016	3.1e-05	3.1e-06	0	0	0.14
543	0.98	0.021	0.001	6e-05	0	0	0.14
544	0.93	0.048	0.0044	0.015	0	0	0.14
545	0.98	0.0053	0.00034	0.013	0	0	0.14
546	0.98	0.023	3.9e-05	8.8e-06	0	0	0.14
547	1	0.0037	0	0	0	0	0.14
548	0.81	0.18	0.00019	0.016	0	0	0.14
549	0.95	0.045	0.0019	0.00067	0	0	0.14
550	0.96	0.041	0	4.3e-06	0	0	0.14
551	0.99	0.014	9.3e-05	4.4e-06	0	0	0.14
552	0.97	0.031	0.00075	0.00014	0	0	0.14
553	0.84	5e-05	0.16	0	9.6e-06	0	0.14
554	0.95	0.033	0.00015	0.021	0	0	0.14
555	0.99	0.0055	0.00019	0	0	0	0.14
556	1	0.004	5.4e-05	0	0	0	0.14
557	0.98	0.022	3.2e-06	0	0	0	0.14
558	0.98	0.023	1.4e-05	4.7e-06	0	0	0.14
559	0.85	0.13	0	0.024	0	0	0.14
560	1	0.0011	0	0	0	0	0.14
561	1	0.0014	0	0	0	0	0.14
562	0.74	0.21	0	0.043	0	0	0.14
563	0.84	0.00013	0.16	0	0.00022	0	0.14
564	0.94	0.017	0	0.04	0	0	0.14
565	0.93	0.066	0.00063	0.00093	0	0	0.14
566	1	0.0019	3.5e-05	0	0	0	0.14
567	0.99	0.013	0.00016	5.6e-06	0	0	0.14
568	0.92	0	0.075	0	0	0	0.14
569	0.93	0.069	5.2e-05	0.0002	0	0	0.14
570	0.86	0.11	0	0.035	0	0	0.14
571	1	0.003	0	0	0	0	0.14
572	0.13	0.87	0	0.00088	0	1	0.22
573	0.94	0.037	0.00022	0.02	0	0	0.14
574	0.84	0	0.16	0	0	0	0.14
575	0.98	0.016	0.00029	1.3e-05	0	0	0.14
576	0.79	3e-05	0.21	0	1.8e-05	0	0.14
577	0.43	0.57	0	0.0015	0	1	0.22
578	1	0.0018	2.2e-05	0	0	0	0.14
579	0.018	0.98	0	3.4e-05	0	1	0.22
580	1	0.004	8.9e-05	0	0	0	0.14
581	0.87	0.13	0	0	0	0	0.14
582	0.81	0.19	8.7e-05	0.0084	0	0	0.14
583	0.78	0.18	0	0.038	0	0	0.14
584	0.95	0.049	0.00039	0.00031	0	0	0.14
585	0.99	0.014	0.00031	1e-05	0	0	0.14
586	0.98	0.00041	0	0.015	0	0	0.14
587	0.98	0.015	0	0	0	0	0.14
588	0.92	0.084	0.00011	0.0006	0	0	0.14
589	0.98	0.0054	1.8e-05	0.019	0	0	0.14
590	0.93	0.069	0.00023	0.00055	0	0	0.14
591	0.97	0.0065	9.6e-06	0.021	0	0	0.14
592	0.98	0.00078	2.4e-06	0.016	0	0	0.14
593	0.91	0.053	0	0.034	0	0	0.14
594	0.99	0.0011	0.00012	0.0082	0	0	0.14
595	0.98	0.00016	0	0.015	0	0	0.14
596	0.95	0.033	0.0039	0.013	0	0	0.14
597	0.96	0.025	0.00031	0.019	0	0	0.14
598	0.95	0.032	0.00012	0.021	0	0	0.14
599	0.99	0.00039	2.8e-05	0.0098	0	0	0.14
600	0	1.7e-05	6.3e-06	0	1	4	0.016
601	0.99	0.00043	6.8e-06	0.013	0	0	0.14
602	0.98	0.0067	0.00067	0.012	0	0	0.14
603	0.54	0.4	0	0.055	0	0	0.14
604	0.8	0.18	0	0.019	0	0	0.14
605	0.76	0.19	0	0.044	0	0	0.14
606	0.92	0.053	9.5e-05	0.023	0	0	0.14
607	0.95	0.03	0.00059	0.018	0	0	0.14
608	0.98	0.0027	0.00016	0.013	0	0	0.14
609	0.9	0.067	0	0.031	0	0	0.14
610	0.97	0.02	0.0022	0.013	0	0	0.14
611	0.89	0.089	0.0015	0.02	0	0	0.14
612	0.74	0.24	0	0.019	0	0	0.14
613	0.95	0.031	0.002	0.015	0	0	0.14
614	0.3	0.51	0	0.19	0	1	0.22
615	0.91	0.068	0.0072	0.014	7.4e-06	0	0.14
616	0.98	0.0064	9.9e-05	0.016	0	0	0.14
617	0.23	0.73	0	0.038	0	1	0.22
618	0.86	0.11	0.00015	0.023	0	0	0.14
619	0.96	0.021	0.00013	0.02	0	0	0.14
620	0.98	0.0086	0.00023	0.016	0	0	0.14
621	0.84	0.1	0	0.058	0	0	0.14
622	0.81	0.16	1.5e-05	0.029	0	0	0.14
623	0.97	0.014	3.9e-05	0.021	0	0	0.14
624	0.96	0.026	0.0031	0.013	0	0	0.14
625	0.77	0.19	0	0.035	0	0	0.14
626	0.99	1.6e-05	0	0.0092	0	0	0.14
627	0.87	0.11	0.00024	0.022	0	0	0.14
628	0.97	8.2e-05	0	0.032	0	0	0.14
629	0.98	0.0013	0	0.019	0	0	0.14
630	0.97	0.0032	0	0.023	0	0	0.14
631	0.78	0.19	9.4e-06	0.026	0	0	0.14
632	0.69	0.31	0	0.00035	0	0	0.14
633	1	0.0024	0	0	0	0	0.14
634	0.98	0.024	0.00016	2.6e-05	0	0	0.14
635	0.98	0.023	0.0015	4.1e-05	0	0	0.14
636	1	0.0045	0	0	0	0	0.14
637	0.75	0.25	0	0.00037	0	0	0.14
638	1	0.0019	3.7e-06	0	0	0	0.14
639	0.94	0.058	0.00013	0.00023	0	0	0.14
640	0.98	0.015	0.00061	7.2e-06	0	0	0.14
641	0.98	0.02	0.00024	2.2e-05	0	0	0.14
642	0.99	0.011	4.4e-06	0	0	0	0.14
643	0.078	0.65	0	0.27	0	1	0.22
644	0.99	0.0059	0.00028	0	0	0	0.14
645	0.33	0.64	2.5e-06	0.031	0	1	0.22
646	0.93	0.068	0	0	0	0	0.14
647	1	4.5e-05	2.1e-05	0	0	0	0.14
648	0.82	0.17	7e-05	0.0047	0	0	0.14
649	0.96	0.038	0.0045	0.0003	0	0	0.14
650	0.51	0.49	0	0.00012	0	0	0.14
651	0.98	0.018	0.00066	1.3e-05	0	0	0.14
652	0.88	0.00055	0.12	0	7.8e-05	0	0.14
653	1	0.0015	0.0001	0	0	0	0.14
654	0.57	7.5e-06	0.42	0	0.00028	0	0.14
655	0.19	0.81	0	0.00016	0	1	0.22
656	0.47	0.52	0	0.0027	0	1	0.22
657	1	0.00061	7.6e-05	0	0	0	0.14
658	0.99	0.01	9.7e-06	0	0	0	0.14
659	1	0.0044	8.3e-05	0	0	0	0.14
660	0.93	1.9e-05	0.068	0	0	0	0.14
661	0.96	0.043	0.00027	0.00017	0	0	0.14
662	0.97	0.00082	0.025	0	0	0	0.14
663	0.95	0.045	9.7e-05	9.7e-05	0	0	0.14
664	0.84	0.15	0.00021	0.0067	0	0	0.14
665	1	6.5e-05	0	0	0	0	0.14
666	0.98	0.00058	0.02	0	0	0	0.14
667	0.99	0.015	2e-05	0	0	0	0.14
668	0.98	0.022	3.2e-06	0	0	0	0.14
669	0.89	0.1	0.0003	0.0022	0	0	0.14
670	0.28	0	0.72	0	5.8e-06	2	0.078
671	1	0.00013	0	0	0	0	0.14
672	0.99	0.0098	0	0	0	0	0.14
673	1	0.00053	0.00023	0	0	0	0.14
674	1	0.00023	1.8e-06	0	0	0	0.14
675	0.9	0.096	0.00021	0.00049	0	0	0.14
676	0.83	0.16	0.00044	0.0035	0	0	0.14
677	1	0.0043	0	0	0	0	0.14
678	0.99	0.0083	0.0001	0	0	0	0.14
679	1	0.0011	1.2e-06	0	0	0	0.14
680	0.0064	0.99	0	0.00019	0	1	0.22
681	0.98	0.021	0.0016	3.2e-05	0	0	0.14
682	0.76	0.24	4.4e-06	0.0019	0	0	0.14
683	0.51	0	0.49	0	0	0	0.14
684	0.0049	0	0.013	0	0.98	4	0.016
685	0.46	0.54	0	3.7e-05	0	1	0.22
686	0.98	0.019	3.3e-05	1.9e-06	0	0	0.14
687	0.96	0.036	0.00085	0.00022	0	0	0.14
688	0.36	0.64	0	0.0015	0	1	0.22
689	0.99	0.0068	4.5e-06	0	0	0	0.14
690	1	0.0036	0.00019	0	0	0	0.14
691	0.97	0.026	0.0011	4.3e-05	0	0	0.14
692	1	0.00061	0.00016	0	0	0	0.14
693	0.87	0.00018	0.13	0	4e-06	0	0.14
694	1	0.0042	0.00058	0	0	0	0.14
695	1.2e-05	0	1	0	0	2	0.078
696	0.72	0.28	6.8e-06	0.0013	0	0	0.14
697	0.91	0.093	0	2.2e-06	0	0	0.14
698	0.7	0.28	0.00046	0.021	0	0	0.14
699	1	1.4e-05	0	0	0	0	0.14
700	1	0.00019	8.8e-05	0	0	0	0.14
701	0.69	0.29	0	0.02	0	0	0.14
702	1	0.0044	0	0	0	0	0.14
703	0.86	0.13	0.00089	0.003	0	0	0.14
704	0.8	0	0.2	0	0	0	0.14
705	1	0.00038	2.6e-06	0	0	0	0.14
706	1	0.0011	8e-05	0	0	0	0.14
707	0.96	0.045	9.9e-06	8.4e-06	0	0	0.14
708	0.93	0.071	1.4e-05	3.6e-05	0	0	0.14
709	0.83	0.17	0	3.1e-06	0	0	0.14
710	0.72	0.27	8e-06	0.018	0	0	0.14
711	1	0.0015	0	0	0	0	0.14
712	0.99	0.00059	4.2e-05	0.01	0	0	0.14
713	0.96	0.024	0	0.021	0	0	0.14
714	0.99	0.0045	6.3e-05	0.0099	0	0	0.14
715	0.7	0.29	0	0.01	0	0	0.14
716	0.97	0.016	1.3e-05	0.014	0	0	0.14
717	0.95	0.046	0.0005	0.00038	0	0	0.14
718	0.52	0.44	1.2e-05	0.044	0	0	0.14
719	0.7	0.28	5e-06	0.022	0	0	0.14
720	0.99	6.5e-05	0	0.0066	0	0	0.14
721	0.98	0.016	0.0019	0.0074	0	0	0.14
722	0.99	0.0059	0.00057	0.0073	0	0	0.14
723	0.99	0.0086	7.9e-05	1.5e-06	0	0	0.14
724	0.99	7.4e-05	2.6e-06	0.006	0	0	0.14
725	0.82	0.16	6.1e-06	0.02	0	0	0.14
726	0.97	0.018	0.0021	0.0075	0	0	0.14
727	0	3.7e-05	1.3e-05	0	1	4	0.016
728	0.99	5.1e-05	0	0.008	0	0	0.14
729	0.12	0.87	0	0.017	0	1	0.22
730	0.59	0.37	2.9e-05	0.041	0	0	0.14
731	0.96	0.013	0	0.023	0	0	0.14
732	0.99	0.001	9.7e-05	0.0061	0	0	0.14
733	0.95	0.038	0.0047	0.0081	0	0	0.14
734	0.96	0.019	0	0.022	0	0	0.14
735	0.98	0.011	2.3e-05	0.013	0	0	0.14
736	0.95	0.029	8.3e-06	0.016	0	0	0.14
737	0.41	0.54	0	0.047	0	1	0.22
738	0.81	0.15	0	0.034	0	0	0.14
739	0.0062	0.48	0	0.51	0	3	0.3
740	0.73	0.25	1.7e-05	0.022	0	0	0.14
741	1	0.00015	1.5e-05	0.0043	0	0	0.14
742	0.95	0.029	0	0.02	0	0	0.14
743	0.99	0.00018	4.1e-06	0.007	0	0	0.14
744	0.56	0.41	0	0.025	0	0	0.14
745	0.91	0.074	0.00016	0.015	0	0	0.14
746	0.95	0.047	0.0042	0.0017	0	0	0.14
747	0.99	0.0032	0.00018	0.008	0	0	0.14
748	0.63	0.34	2.7e-05	0.032	0	0	0.14
749	0.91	0.077	0.0016	0.013	0	0	0.14
750	0.84	0.14	0	0.023	0	0	0.14
751	0.95	0.034	0.00055	0.012	0	0	0.14
752	0.96	0.00012	0.038	0	0	0	0.14
753	0.95	0.045	0	7.6e-06	0	0	0.14
754	0.8	0.19	4.1e-06	0.0012	0	0	0.14
755	0.9	0.1	1.2e-05	0.00032	0	0	0.14
756	0.82	0.096	0	0.08	0	0	0.14
757	0.99	0.0077	7e-05	0	0	0	0.14
758	0.83	0.17	0.00011	0.0062	0	0	0.14
759	0.89	0.11	3.3e-05	0.00056	0	0	0.14
760	0.94	0.056	0.0001	0.00018	0	0	0.14
761	0.74	0.23	0	0.035	0	0	0.14
762	0.46	0.54	0	0.00047	0	1	0.22
763	0.54	0.37	0	0.091	0	0	0.14
764	0.98	0.024	0.00013	2.2e-05	0	0	0.14
765	0.84	0.16	0	0	0	0	0.14
766	0.99	0.013	1.3e-05	0	0	0	0.14
767	0.82	0.12	0	0.06	0	0	0.14
768	0.79	0.2	0	0.0094	0	0	0.14
769	0.92	0.072	0.0015	0.0032	0	0	0.14
770	0.98	0.0039	0.00013	0.014	0	0	0.14
771	0.96	0.039	0.00094	0.00036	0	0	0.14
772	0.97	0.032	0	2.7e-06	0	0	0.14
773	0.79	0.2	4.5e-06	0.01	0	0	0.14
774	0.76	0.23	0	0.012	0	0	0.14
775	7e-06	0.0023	0.00064	0	1	4	0.016
776	0.91	0.058	0	0.032	0	0	0.14
777	0.91	0.041	0	0.05	0	0	0.14
778	0.86	0.12	0.00045	0.012	0	0	0.14
779	0.78	0.2	0	0.019	0	0	0.14
780	0.96	0.022	0.0024	0.013	0	0	0.14
781	0.96	0.012	2.8e-06	0.025	0	0	0.14
782	0.98	0.0058	0.00028	0.014	0	0	0.14
783	0.96	0.0066	0	0.031	0	0	0.14
784	0.98	0.0015	0	0.022	0	0	0.14
785	0.88	0.12	0	0	0	0	0.14
786	1	0.0027	0	0	0	0	0.14
787	0.85	0.15	0	0.0002	0	0	0.14
788	0.96	0.027	0.002	0.0091	0	0	0.14
789	0.9	0.076	0	0.026	0	0	0.14
790	0.99	0.00064	7.3e-05	0.0044	0	0	0.14
791	0.9	0.082	0.0027	0.013	0	0	0.14
792	0.89	0.11	8.9e-06	0.00031	0	0	0.14
793	0.83	0.15	1.4e-05	0.019	0	0	0.14
794	0.56	0.37	0.073	0.0011	0	0	0.14
795	0.00043	1	0	0.00075	0	1	0.22
796	0.99	0.0044	0.0006	0.0054	0	0	0.14
797	1	6.8e-05	9.3e-06	0	0	0	0.14
798	0.98	0.022	1.4e-06	0	0	0	0.14
799	1	4.3e-05	0	0	0	0	0.14
800	0.97	0.03	1.1e-06	0	0	0	0.14
801	0.8	0.2	6.5e-06	0.00041	0	0	0.14
802	0.98	0.014	0.0013	1.1e-05	0	0	0.14
803	0.96	0.039	5.2e-06	3.9e-06	0	0	0.14
804	0.96	0.04	0.0021	0.00052	0	0	0.14
805	0.99	0.014	2.5e-05	0	0	0	0.14
806	0.26	0.74	0	0.00088	0	1	0.22
807	0.51	0.43	0.00015	0.06	0	0	0.14
808	0.99	0.007	0	0	0	0	0.14
809	0.26	0.74	0	0.00015	0	1	0.22
810	0.96	0.041	0	1.2e-06	0	0	0.14
811	0.87	0.13	0.0002	0.0011	0	0	0.14
812	0.97	0.035	0	0	0	0	0.14
813	1	0.0023	0.00021	0	0	0	0.14
814	0.014	0.66	0	0.33	0	1	0.22
815	1	0.0005	0	0	0	0	0.14
816	0.96	0.04	0.0012	0.00015	0	0	0.14
817	1	0.0039	0.00023	0	0	0	0.14
818	0.7	0.29	0.00016	0.012	0	0	0.14
819	0.94	0.058	0.0002	0.00012	0	0	0.14
820	0.97	0.02	0.0076	0.00021	3.9e-06	0	0.14
821	0.84	0.16	0.00035	0.0028	0	0	0.14
822	1	0.0038	0.00018	0	0	0	0.14
823	0.75	0.24	6e-05	0.0034	0	0	0.14
824	1	0.0038	0.0003	0	0	0	0.14
825	0.99	0.0092	0.00042	1.6e-06	0	0	0.14
826	0.77	0.23	0	1.2e-05	0	0	0.14
827	0.98	0.021	8.7e-06	1e-06	0	0	0.14
828	1	0.00011	2.3e-05	0	0	0	0.14
829	0.95	0.048	0.0022	0.00035	0	0	0.14
830	1	0.0036	6.9e-05	0	0	0	0.14
831	0.99	0.005	8.9e-05	0	0	0	0.14
832	1	0.003	0.00028	0	0	0	0.14
833	0.8	0.19	0	0.012	0	0	0.14
834	1	0.0017	5e-05	0	0	0	0.14
835	0.61	0.39	0	2e-05	0	0	0.14
836	0.7	0.3	0	0.00022	0	0	0.14
837	0.98	0.017	3.1e-06	0	0	0	0.14
838	0	0	0	0	1	4	0.016
839	0.96	0.0001	0.042	0	0	0	0.14
840	0.99	0.012	5.3e-06	0	0	0	0.14
841	0.98	0.022	6.6e-05	1.1e-05	0	0	0.14
842	0.98	0.023	6.7e-06	3e-06	0	0	0.14
843	0.74	0.18	0	0.083	0	0	0.14
844	0.83	0.16	0.00031	0.014	0	0	0.14
845	0.76	0.24	4.4e-06	0.0019	0	0	0.14
846	0.8	0.2	0	0.00032	0	0	0.14
847	0.63	0.37	0	0.00071	0	0	0.14
848	0.98	0.025	0	0	0	0	0.14
849	0.9	0.1	0.00012	0.0011	0	0	0.14
850	0.66	0.34	0	0.003	0	0	0.14
851	1	0.0025	1.7e-05	0	0	0	0.14
852	0.92	0.083	3.4e-05	0.00026	0	0	0.14
853	0.96	0.037	0.0022	0.00045	0	0	0.14
854	0.96	0.042	0.00045	0.00023	0	0	0.14
855	0.76	0.19	0	0.051	0	0	0.14
856	0.86	0.13	0.00033	0.0055	0	0	0.14
857	0.98	0.022	6.4e-05	1.2e-05	0	0	0.14
858	1	0.003	0	0	0	0	0.14
859	0.8	0.19	2.5e-05	0.003	0	0	0.14
860	0.7	0.3	1.4e-06	0.00056	0	0	0.14
861	0.85	0.00028	0.15	0	0.0016	0	0.14
862	0.97	0.029	2.1e-06	2.4e-06	0	0	0.14
863	0.91	0.084	0.0018	0.0014	0	0	0.14
864	0.99	0.012	2.7e-05	0	0	0	0.14
865	0.98	0.022	0.00013	7.3e-06	0	0	0.14
866	0.89	0.11	3.2e-05	0.00022	0	0	0.14
867	1	5.5e-05	0	0	0	0	0.14
868	0.63	0.34	0.00025	0.03	0	0	0.14
869	1	2.5e-05	1.5e-05	0	0	0	0.14
870	0.53	0.47	0	0.00054	0	0	0.14
871	0.95	0.046	0	0	0	0	0.14
872	1	0.0036	0	0	0	0	0.14
873	0.96	0.044	0.0002	5.7e-05	0	0	0.14
874	0.97	0.024	0.0018	5.2e-05	0	0	0.14
875	5.6e-05	0	0.0011	0	1	4	0.016
876	0.98	0.021	0.0006	1.7e-05	0	0	0.14
877	1	3.2e-06	4.6e-06	0	0	0	0.14
878	0.99	0.009	0	0	0	0	0.14
879	0.97	0.032	0.0009	6.7e-05	0	0	0.14
880	1	0.0012	1.7e-05	0	0	0	0.14
881	0.99	0.012	0.00093	5.2e-06	0	0	0.14
882	0.88	0.11	0.0003	0.001	0	0	0.14
883	0.67	0.33	0	2.8e-05	0	0	0.14
884	1	0	1.1e-06	0	0	0	0.14
885	0.96	0.04	1.8e-05	9.3e-06	0	0	0.14
886	0.81	0.19	1.2e-06	0.00012	0	0	0.14
887	0.97	0.026	0.00024	1.6e-05	0	0	0.14
888	0.96	0.037	0.00018	3.5e-05	0	0	0.14
889	0.93	0.073	1.8e-05	4.6e-05	0	0	0.14
890	0.98	0.017	2.7e-05	1.4e-06	0	0	0.14
891	1	0.0021	0.00047	0	0	0	0.14
892	0.45	0.44	7.6e-06	0.11	0	0	0.14
893	0.92	0.082	2.2e-05	0.00018	0	0	0.14
894	0.79	0.21	0	0.00019	0	0	0.14
895	0.89	9.9e-06	0.11	0	0	0	0.14
896	0.84	0.15	1.2e-05	0.00074	0	0	0.14
897	0.033	0.62	0	0.34	0	1	0.22
898	0.35	0.65	0	0.00016	0	1	0.22
899	0.21	0.37	0	0.42	0	3	0.3
900	0.71	0.26	0.00023	0.029	0	0	0.14
901	0.96	0.043	5.3e-06	1.3e-05	0	0	0.14
902	0.12	0.75	0	0.13	0	1	0.22
903	9.3e-05	1	0	0.0012	0	1	0.22
904	0.55	0.27	0	0.18	0	0	0.14
905	0.98	0.022	7.2e-06	2.8e-06	0	0	0.14
906	0.7	0.3	0	4.6e-05	0	0	0.14
907	0.074	0.76	0	0.16	0	1	0.22
908	1	0.0043	0	0	0	0	0.14
909	0.76	0.23	0	0.0071	0	0	0.14
910	0.53	0.43	0	0.041	0	0	0.14
911	0.33	0.36	0	0.31	0	1	0.22
912	0.58	0.37	0	0.044	0	0	0.14
913	0.0052	0.32	0	0.68	0	3	0.3
914	0.11	0.54	0	0.35	0	1	0.22
915	0	0.033	0	0.97	0	3	0.3
916	0.97	0.028	0	0	0	0	0.14
917	0.97	3.1e-05	0.032	0	0	0	0.14
918	0.98	0.022	0	0.002	0	0	0.14
919	0.61	0.26	0	0.13	0	0	0.14
920	2.1e-05	0.86	0	0.14	0	1	0.22
921	0.002	0.065	0	0.93	0	3	0.3
922	0.0028	0.97	0	0.023	0	1	0.22
923	0.17	0.42	0	0.41	0	1	0.22
924	0.014	0.2	0	0.79	0	3	0.3
925	0.72	0.28	0	0.0013	0	0	0.14
926	0.99	0.0097	0.0012	9.4e-06	0	0	0.14
927	0.99	0.0071	2.2e-05	0	0	0	0.14
928	0.5	0.47	7.1e-06	0.027	0	0	0.14
929	0	0	6.9e-06	0	1	4	0.016
930	0.97	0.022	0	0.0045	0	0	0.14
931	0.9	0.1	0	0	0	0	0.14
932	0.86	0.025	0	0.12	0	0	0.14
933	0.95	0.047	0.00055	0.00033	0	0	0.14
934	0.15	0.24	0	0.61	0	3	0.3
935	0.8	0.19	5.2e-05	0.0037	0	0	0.14
936	0.92	0.068	0	0.013	0	0	0.14
937	5.8e-06	0.66	0	0.34	0	1	0.22
938	0.89	0.11	0.00026	0.002	0	0	0.14
939	0.99	0.011	7.1e-05	0	0	0	0.14
940	0.93	0.073	2.6e-06	3.4e-05	0	0	0.14
941	0.25	0.59	0	0.16	0	1	0.22
942	0.99	0.00037	0.014	0	0	0	0.14
943	1	0.0043	0	0	0	0	0.14
944	0.98	0.017	6.9e-06	0	0	0	0.14
945	9.7e-05	0.22	0	0.78	0	3	0.3
946	0	0.99	0	0.01	0	1	0.22
947	0.97	0.034	0.00013	5.5e-05	0	0	0.14
948	0.14	0.57	0	0.29	0	1	0.22
949	0.95	0.046	0	0	0	0	0.14
950	0.99	0.0019	0.011	0	0	0	0.14
951	0.072	0.2	0	0.73	0	3	0.3
952	0.00064	0.99	0	0.0075	0	1	0.22
953	0.87	0.13	0	5.2e-05	0	0	0.14
954	0.53	0.47	0	0.0004	0	0	0.14
955	0.11	0.69	0	0.2	0	1	0.22
956	0.71	0.16	0	0.13	0	0	0.14
957	0.069	0.71	0	0.22	0	1	0.22
958	0.99	0.0055	0	0	0	0	0.14
959	0.9	0.0041	0	0.092	0	0	0.14
960	0.94	0.0024	0.059	3.9e-06	0.0019	0	0.14
961	0.17	0.57	0	0.26	0	1	0.22
962	0.81	0.17	0	0.021	0	0	0.14
963	1	0.002	0	0	0	0	0.14
964	0.79	0.17	3.2e-06	0.043	0	0	0.14
965	0.36	0.31	0	0.32	0	0	0.14
966	0.93	0.012	0	0.06	0	0	0.14
967	0.98	0.02	0	0	0	0	0.14
968	1	0.0005	0	0	0	0	0.14
969	0.16	0.3	0	0.53	0	3	0.3
970	0.0099	0.71	0	0.28	0	1	0.22
971	0.59	0.27	0	0.14	0	0	0.14
972	0.97	0.03	3.1e-05	1.7e-05	0	0	0.14
973	0.75	0.25	0	0.0053	0	0	0.14
974	0.99	0.011	0	0	0	0	0.14
975	0.87	0.12	0	0.014	0	0	0.14
976	0.79	0.15	3.1e-06	0.059	0	0	0.14
977	0.98	0.015	3.5e-06	0	0	0	0.14
978	0.9	0.094	0.001	0.0032	0	0	0.14
979	0.29	0.64	0	0.069	0	1	0.22
980	0.0044	0.97	0	0.023	0	1	0.22
981	0.98	0.00024	0.024	0	0	0	0.14
982	0	0	0.00099	0	1	4	0.016
983	0.28	0.0019	0	0.72	0	3	0.3
984	0.038	0.26	0	0.71	0	3	0.3
985	0.00024	0.47	0	0.53	0	3	0.3
986	0.98	0.0036	0.014	3.8e-06	0	0	0.14
987	0.42	0.4	0	0.17	0	0	0.14
988	0.15	0.21	0	0.65	0	3	0.3
989	0.39	0.37	0	0.24	0	0	0.14
990	0.82	0.14	0	0.045	0	0	0.14
991	0	0.66	0	0.34	0	1	0.22
992	0.96	0.032	0	0.0076	0	0	0.14
993	0.89	0.1	0.00054	0.0034	0	0	0.14
994	1	0.0021	0	0.0015	0	0	0.14
995	0.8	0.2	0	8.4e-05	0	0	0.14
996	0.99	0.0018	0.0084	0	0	0	0.14
997	0.82	0.16	0.00077	0.028	0	0	0.14
998	0.81	0.17	0	0.017	0	0	0.14
999	0.055	0.013	0	0.93	0	3	0.3
1000	0.97	0.023	0.0067	0.00032	0	0	0.14
1001	0.77	0.23	0	2.1e-06	0	0	0.14
1002	0.78	0.21	0	0.017	0	0	0.14
1003	0	0	0.0001	0	1	4	0.016
1004	0.76	0.24	2.6e-06	0.0013	0	0	0.14
1005	0.9	0.095	0.002	0.0063	0	0	0.14
1006	0.94	0.00035	0.056	0	0	0	0.14
1007	0.65	0.3	0	0.05	0	0	0.14
1008	0.34	0.64	0	0.018	0	1	0.22
1009	0.23	0.082	0	0.68	0	3	0.3
1010	0.83	0.062	0	0.11	0	0	0.14
1011	0.33	0.67	0	0.0014	0	1	0.22
1012	0.0021	0.45	0	0.55	0	3	0.3
1013	0.99	3.3e-06	0.0056	0	0	0	0.14
1014	0.59	0.41	0	0.00029	0	0	0.14
1015	0.99	0.0026	0.011	1.6e-06	0	0	0.14
1016	0.87	0.13	0.00027	0.0038	0	0	0.14
1017	4.6e-05	0.28	0	0.72	0	3	0.3
1018	0.63	0.35	0	0.023	0	0	0.14
1019	0.84	0.16	2.4e-05	0.0015	0	0	0.14
1020	0.61	0.1	0	0.29	0	0	0.14
1021	0.36	0.5	0	0.13	0	1	0.22
1022	0.97	0.0014	0	0.027	0	0	0.14
1023	0.98	8.5e-05	0.024	0	0	0	0.14
1024	0.87	0.078	0	0.055	0	0	0.14
1025	0.26	0.72	0	0.019	0	1	0.22
1026	0.7	0.26	0.00014	0.043	0	0	0.14
1027	0.93	0.065	0	0.0027	0	0	0.14
1028	0.81	0.19	0	1.9e-05	0	0	0.14
1029	0.2	0.8	0	0.00023	0	1	0.22
1030	0.00024	0.94	0	0.063	0	1	0.22
1031	0.77	0.23	0	0	0	0	0.14
1032	0.76	0.21	0.00033	0.026	0	0	0.14
1033	0.94	0.061	3.6e-05	0.00014	0	0	0.14
1034	0.84	0.15	0.00076	0.012	0	0	0.14
1035	0.96	0.035	2.3e-06	5.7e-06	0	0	0.14
1036	0.71	0.28	3.9e-05	0.013	0	0	0.14
1037	0.66	0.33	0	0.011	0	0	0.14
1038	0.76	0.24	0	1.2e-05	0	0	0.14
1039	0.97	0.0024	0.028	2.9e-06	4.6e-06	0	0.14
1040	0.029	0.27	0	0.7	0	3	0.3
1041	0.62	0.36	2.5e-05	0.025	0	0	0.14
1042	0.97	3.7e-05	0.035	0	0	0	0.14
1043	0.52	0.41	1.4e-05	0.077	0	0	0.14
1044	0.7	0.24	7e-05	0.055	0	0	0.14
1045	0.94	3.6e-06	0.057	0	0	0	0.14
1046	0.025	0.5	0	0.48	0	1	0.22
1047	0.72	0.23	0	0.048	0	0	0.14
1048	0.96	0.024	0	0.016	0	0	0.14
1049	0.99	6.5e-05	0.011	0	0	0	0.14
1050	0.96	0.037	0	0	0	0	0.14
