SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
461	0	0	1	2	0	0.31	0.36	0.21	0.2
462	0	0.99	0.0074	1	0.2	0.029	0.028	0.029	0.027
463	0	1	0	1	0.2	0.029	0.028	0.029	0.027
464	0	0	1	2	0	0.31	0.36	0.21	0.2
465	0	1	0	1	0.2	0.029	0.028	0.029	0.027
466	0.95	0	0.05	0	0.2	0.47	0.47	0.21	0.2
467	1	0	0	0	0.2	0.47	0.47	0.21	0.2
468	0.00012	0	1	2	0	0.31	0.36	0.21	0.2
469	0	1	0	1	0.2	0.029	0.028	0.029	0.027
470	0	0	1	2	0	0.31	0.36	0.21	0.2
471	0	1	0	1	0.2	0.029	0.028	0.029	0.027
472	0	1	0	1	0.2	0.029	0.028	0.029	0.027
473	1	0	0	0	0.2	0.47	0.47	0.21	0.2
474	0.19	0	0.81	2	0	0.31	0.36	0.21	0.2
475	1	0	0	0	0.2	0.47	0.47	0.21	0.2
476	1	0	0	0	0.2	0.47	0.47	0.21	0.2
477	0.16	0.0032	0.84	2	0	0.31	0.36	0.21	0.2
