SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
417	0	0	0	1	3	0	0.26	0.25	0.13	0.12
418	0	0	0	1	3	0	0.26	0.25	0.13	0.12
419	0	0	0	1	3	0	0.26	0.25	0.13	0.12
420	0	0	0	1	3	0	0.26	0.25	0.13	0.12
421	0	0	0	1	3	0	0.26	0.25	0.13	0.12
422	0.99	0.0069	0	0	0	0.2	0.26	0.25	0.13	0.12
423	0.9	0.1	0	0	0	0.2	0.26	0.25	0.13	0.12
424	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
425	0	0	0	1	3	0	0.26	0.25	0.13	0.12
426	1	0.0031	0	0	0	0.2	0.26	0.25	0.13	0.12
427	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
428	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
429	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
430	0	0	0	1	3	0	0.26	0.25	0.13	0.12
431	0	0	0	1	3	0	0.26	0.25	0.13	0.12
432	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
433	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
434	1	0.00042	0	0	0	0.2	0.26	0.25	0.13	0.12
435	0	0	0	1	3	0	0.26	0.25	0.13	0.12
436	0	0	0	1	3	0	0.26	0.25	0.13	0.12
437	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
438	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
439	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
440	0	0	0	1	3	0	0.26	0.25	0.13	0.12
441	0.0015	2.4e-05	0	1	3	0	0.26	0.25	0.13	0.12
442	1	7.2e-05	0	0	0	0.2	0.26	0.25	0.13	0.12
443	0	0	0	1	3	0	0.26	0.25	0.13	0.12
444	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
445	0.91	0.093	0	0	0	0.2	0.26	0.25	0.13	0.12
446	0.98	0.017	0	0	0	0.2	0.26	0.25	0.13	0.12
447	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
448	0	0	0	1	3	0	0.26	0.25	0.13	0.12
449	0	0	0	1	3	0	0.26	0.25	0.13	0.12
450	0.99	0.0071	0	0	0	0.2	0.26	0.25	0.13	0.12
451	0	0	0	1	3	0	0.26	0.25	0.13	0.12
452	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
453	0	0	0	1	3	0	0.26	0.25	0.13	0.12
454	0.81	0.19	0	0	0	0.2	0.26	0.25	0.13	0.12
455	0.97	0.025	0	0	0	0.2	0.26	0.25	0.13	0.12
456	0	0	0	1	3	0	0.26	0.25	0.13	0.12
457	0	0	0	1	3	0	0.26	0.25	0.13	0.12
458	0	0	0	1	3	0	0.26	0.25	0.13	0.12
459	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
460	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
461	0	0	0	1	3	0	0.26	0.25	0.13	0.12
462	0	0	0	1	3	0	0.26	0.25	0.13	0.12
463	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
464	0.48	0	0	0.52	3	0	0.26	0.25	0.13	0.12
465	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
466	0.68	0.018	0	0.3	0	0.2	0.26	0.25	0.13	0.12
467	1	0.00013	0	0	0	0.2	0.26	0.25	0.13	0.12
468	6.3e-05	0	0	1	3	0	0.26	0.25	0.13	0.12
469	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
470	0	0	0	1	3	0	0.26	0.25	0.13	0.12
471	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
472	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
473	1.8e-06	1	0	0	1	0.27	0.47	0.47	0.29	0.2
474	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
475	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
476	1.4e-06	1	0	0	1	0.27	0.47	0.47	0.29	0.2
477	0.37	0	6.5e-06	0.63	3	0	0.26	0.25	0.13	0.12
