SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
378	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
379	0	0	1	0	0.0004	0	2	0.2	0.26	0.25	0.13	0.12
380	0	0	1	0	0.00055	0	2	0.2	0.26	0.25	0.13	0.12
381	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
382	0	0	0	0.00084	0	1	5	0.2	0.029	0.028	0.014	0.013
383	0.29	0	0.71	0	9e-05	0	2	0.2	0.26	0.25	0.13	0.12
384	3.7e-06	0	0	1	0	2.6e-05	3	0	0.058	0.083	0.058	0.053
385	0	0	0.91	0	0.092	0	2	0.2	0.26	0.25	0.13	0.12
386	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
387	0.3	0	0.7	0	0	0	2	0.2	0.26	0.25	0.13	0.12
388	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
389	0	0.99	0	0	0	0.015	1	0.27	0	0	0	0
390	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
391	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
392	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
393	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
394	0	0	1	0	2.9e-06	0	2	0.2	0.26	0.25	0.13	0.12
395	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
396	0	0	1	0	5e-06	0	2	0.2	0.26	0.25	0.13	0.12
397	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
398	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
399	0	0	1	0	4.3e-05	0	2	0.2	0.26	0.25	0.13	0.12
400	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
401	0	1	0	0	0	0	1	0.27	0	0	0	0
402	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
403	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
404	0	0	1	0	0	0.0027	2	0.2	0.26	0.25	0.13	0.12
405	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
406	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
407	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
408	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
409	1	0	1.2e-05	0	0	0	0	0	0.42	0.42	0.21	0.2
410	0	0.97	0	0	0	0.028	1	0.27	0	0	0	0
411	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
412	0	0	1	0	0.00029	0	2	0.2	0.26	0.25	0.13	0.12
413	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
414	0	1	0	0	0	0	1	0.27	0	0	0	0
415	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
416	0	1	0	0	0	0.00012	1	0.27	0	0	0	0
417	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
418	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
419	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
420	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
421	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
422	0	0	1	0	5.4e-05	0	2	0.2	0.26	0.25	0.13	0.12
423	0	0	1	0	0.00018	0	2	0.2	0.26	0.25	0.13	0.12
424	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
425	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
426	0	0	0.39	0	0.61	0	4	0.27	0.53	0.53	0.29	0.29
427	0	0.99	0	0	0	0.0069	1	0.27	0	0	0	0
428	0	1	0	0	0	1.2e-05	1	0.27	0	0	0	0
429	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
430	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
431	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
432	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
433	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
434	0	0	1	0	2.3e-05	0	2	0.2	0.26	0.25	0.13	0.12
435	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
436	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
437	0	1	0	0	0	0.00021	1	0.27	0	0	0	0
438	0	0.82	0	0	0	0.18	1	0.27	0	0	0	0
439	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
440	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
441	1	0	0.0014	0	1.1e-05	0	0	0	0.42	0.42	0.21	0.2
442	0	0	0.99	0	0.012	0	2	0.2	0.26	0.25	0.13	0.12
443	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
444	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
445	0	0	0.97	0	0.033	0	2	0.2	0.26	0.25	0.13	0.12
446	0	0	0.99	0	0.011	0	2	0.2	0.26	0.25	0.13	0.12
447	0	1	0	0	0	0.00085	1	0.27	0	0	0	0
448	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
449	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
450	0	0	1	0	0.00026	0	2	0.2	0.26	0.25	0.13	0.12
451	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
452	0	0.78	0	0	0	0.22	1	0.27	0	0	0	0
453	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
454	0	0	0.87	0	0.13	0	2	0.2	0.26	0.25	0.13	0.12
455	0	0	1	0	0.00039	0	2	0.2	0.26	0.25	0.13	0.12
456	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
457	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
458	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
459	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
460	0	1	0	0	0	0.00052	1	0.27	0	0	0	0
461	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
462	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
463	0	0.99	0	0	0	0.0087	1	0.27	0	0	0	0
464	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
465	0	1	0	0	0	4.4e-05	1	0.27	0	0	0	0
466	1	0	0.00012	0	0.00085	0	0	0	0.42	0.42	0.21	0.2
467	0	0	1	0	0.0011	0	2	0.2	0.26	0.25	0.13	0.12
468	1	0	7.2e-05	0	0	0	0	0	0.42	0.42	0.21	0.2
469	0	1	0	0	0	0.00017	1	0.27	0	0	0	0
470	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
471	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
472	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
473	0	0	1.8e-05	0	1	0	4	0.27	0.53	0.53	0.29	0.29
474	0.0018	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
475	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
476	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
477	0.0021	0	1	0.0016	0	5.2e-06	2	0.2	0.26	0.25	0.13	0.12
