SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0
166	0.13	9.8e-05	0.13	0.056	9.8e-05	0	0	0.068	0.13	0.13	0.056	9.8e-05	0.038	0.066	0	9.8e-05	0.068	9.1e-05	0.13	0	0	0.19
167	0.11	0.00014	0.11	0.049	0.00014	0	0	0.1	0.11	0.11	0.025	0.00014	0.046	0.099	0	0.00014	0.1	0.00013	0.11	0	0	0.19
168	0.18	0	0.18	0.077	0	0.0011	0.0011	0.0063	0.18	0.18	0.00028	0	4.7e-06	0.0061	0	0	0.0063	0	0.18	0	0	0.19
169	0.091	0.00021	0.091	0.039	0.00021	0	0	0.14	0.091	0.091	0.048	0.00021	0.045	0.14	0	0.00021	0.14	0.0002	0.091	0	7	0.26
170	0.065	0.00029	0.065	0.028	0.00029	0	0	0.18	0.065	0.065	0.073	0.00029	0.039	0.17	0	0.00029	0.18	0.00028	0.065	0	7	0.26
171	0.16	0	0.16	0.069	0	0	0	0.039	0.16	0.16	0.0046	0	0.00011	0.037	0	0	0.039	0	0.16	0	0	0.19
172	0.13	9.7e-05	0.13	0.056	9.7e-05	0	0	0.072	0.13	0.13	0.037	9.7e-05	0.043	0.07	0	9.7e-05	0.072	9.1e-05	0.13	0	0	0.19
173	0.0057	0.0004	0.0057	0.0024	0.0004	0	0	0.13	0.0057	0.0057	0.43	0.0004	0.14	0.13	0	0.0004	0.13	0.00037	0.0057	0	10	0.33
174	0.16	0	0.16	0.068	0	2.6e-06	2.6e-06	0.043	0.16	0.16	0.0082	0	0.00039	0.042	0	0	0.043	0	0.16	0	0	0.19
175	0.15	8.6e-06	0.15	0.064	8.6e-06	0	0	0.025	0.15	0.15	0.085	8.6e-06	0.031	0.024	0	8.6e-06	0.025	8.1e-06	0.15	0	0	0.19
176	0.1	0	0.1	0.045	0	0	0	0.14	0.1	0.1	0.022	0	0.00026	0.13	0	0	0.14	0	0.1	0	7	0.26
177	0.16	7e-06	0.16	0.069	7e-06	0	0	0.012	0.16	0.16	0.06	7e-06	0.035	0.012	0	7e-06	0.012	6.5e-06	0.16	0	0	0.19
178	0.16	1.9e-05	0.16	0.067	1.9e-05	0	0	0.024	0.16	0.16	0.047	1.9e-05	0.039	0.023	0	1.9e-05	0.024	1.8e-05	0.16	0	0	0.19
179	0.14	6.9e-05	0.14	0.059	6.9e-05	0	0	0.057	0.14	0.14	0.044	6.9e-05	0.042	0.055	0	6.9e-05	0.057	6.5e-05	0.14	0	0	0.19
180	0.14	2.7e-05	0.14	0.059	2.7e-05	0	0	0.048	0.14	0.14	0.07	2.7e-05	0.033	0.047	0	2.7e-05	0.048	2.5e-05	0.14	0	0	0.19
181	0.14	6.6e-06	0.14	0.062	6.6e-06	0	0	0.031	0.14	0.14	0.099	6.6e-06	0.029	0.03	0	6.6e-06	0.031	6.1e-06	0.14	0	0	0.19
182	0.17	0	0.17	0.074	0	2.6e-05	2.6e-05	0.022	0.17	0.17	0.0024	0	7.7e-05	0.021	0	0	0.022	0	0.17	0	0	0.19
183	0.15	0	0.15	0.066	0	0	0	0.053	0.15	0.15	0.006	0	0.0001	0.051	0	0	0.053	0	0.15	0	0	0.19
184	0.18	0	0.18	0.077	0	0.011	0.011	0.001	0.18	0.18	6.2e-06	0	0	0.00097	0	0	0.001	0	0.18	0	0	0.19
185	0.15	0	0.15	0.063	0	0	0	0.014	0.15	0.15	0.14	0	0.023	0.013	0	0	0.014	0	0.15	0	0	0.19
186	0.18	0	0.18	0.077	0	0.00014	0.00014	0.0094	0.18	0.18	0.00046	0	6.5e-06	0.0091	0	0	0.0094	0	0.18	0	0	0.19
187	0.16	1.9e-05	0.16	0.068	1.9e-05	0	0	0.0053	0.16	0.16	0.096	1.9e-05	0.027	0.0051	0	1.9e-05	0.0053	1.8e-05	0.16	0	0	0.19
188	0.14	7e-05	0.14	0.06	7e-05	0	0	0.053	0.14	0.14	0.04	7e-05	0.043	0.051	0	7e-05	0.053	6.6e-05	0.14	0	0	0.19
189	0.16	0.00014	0.16	0.068	0.00014	0	0	0.037	0.16	0.16	0.014	0.00014	0.021	0.035	0	0.00014	0.037	0.00013	0.16	0	0	0.19
190	0.041	0.0004	0.041	0.018	0.0004	0	0	0.22	0.041	0.041	0.092	0.0004	0.023	0.22	0	0.0004	0.22	0.00038	0.041	0	7	0.26
191	0.043	0.00038	0.043	0.018	0.00038	0	0	0.22	0.043	0.043	0.093	0.00038	0.032	0.21	0	0.00038	0.22	0.00035	0.043	0	7	0.26
192	0.12	0.00012	0.12	0.051	0.00012	0	0	0.095	0.12	0.12	0.024	0.00012	0.048	0.092	0	0.00012	0.095	0.00012	0.12	0	0	0.19
193	0.018	0.00067	0.018	0.0077	0.00067	0	0	0.11	0.018	0.018	0.32	0.00067	0.27	0.1	0	0.00067	0.11	0.00063	0.018	0	10	0.33
194	0.13	0.00011	0.13	0.054	0.00011	0	0	0.079	0.13	0.13	0.041	0.00011	0.045	0.076	0	0.00011	0.079	0.0001	0.13	0	0	0.19
195	0.14	0	0.14	0.062	0	0	0	0.067	0.14	0.14	0.017	0	0.00082	0.065	0	0	0.067	0	0.14	0	0	0.19
196	0.14	3.1e-05	0.14	0.061	3.1e-05	0	0	0.041	0.14	0.14	0.062	3.1e-05	0.037	0.04	0	3.1e-05	0.041	3e-05	0.14	0	0	0.19
197	0.18	0	0.18	0.076	0	0	0	0.012	0.18	0.18	2e-05	0	0	0.011	0	0	0.012	0	0.18	0	0	0.19
198	0.16	2.9e-06	0.16	0.068	2.9e-06	0	0	0.0089	0.16	0.16	0.085	2.9e-06	0.03	0.0086	0	2.9e-06	0.0089	2.7e-06	0.16	0	0	0.19
199	0.15	3.4e-05	0.15	0.065	3.4e-05	0	0	0.035	0.15	0.15	0.031	3.4e-05	0.043	0.034	0	3.4e-05	0.035	3.2e-05	0.15	0	0	0.19
200	0.16	1.6e-05	0.16	0.069	1.6e-05	0	0	0.022	0.16	0.16	0.02	1.6e-05	0.045	0.021	0	1.6e-05	0.022	1.5e-05	0.16	0	0	0.19
201	0.18	0	0.18	0.079	0	2.1e-06	2.1e-06	6.7e-06	0.18	0.18	0	0	0	6.5e-06	0	0	6.7e-06	0	0.18	0	0	0.19
202	0.14	1.2e-05	0.14	0.059	1.2e-05	0	0	0.046	0.14	0.14	0.089	1.2e-05	0.029	0.044	0	1.2e-05	0.046	1.1e-05	0.14	0	0	0.19
203	0.052	0.00036	0.052	0.022	0.00036	0	0	0.13	0.052	0.052	0.2	0.00036	0.11	0.13	0	0.00036	0.13	0.00033	0.052	0	10	0.33
204	0.18	0	0.18	0.077	0	0	0	0.0098	0.18	0.18	3.7e-05	0	0	0.0095	0	0	0.0098	0	0.18	0	0	0.19
205	0.18	0	0.18	0.079	0	0	0	0.00074	0.18	0.18	0	0	0	0.00071	0	0	0.00074	0	0.18	0	0	0.19
206	0.13	0.00012	0.13	0.054	0.00012	0	0	0.054	0.13	0.13	0.076	0.00012	0.076	0.053	0	0.00012	0.054	0.00011	0.13	0	0	0.19
207	0.18	0	0.18	0.078	0	0.0021	0.0021	0.0032	0.18	0.18	4.6e-05	0	0	0.0031	0	0	0.0032	0	0.18	0	0	0.19
208	0.17	0	0.17	0.075	0	0	0	0.017	0.17	0.17	0.00017	0	0	0.017	0	0	0.017	0	0.17	0	0	0.19
209	0.18	0	0.18	0.078	0	0	0	0.0038	0.18	0.18	6.9e-06	0	0	0.0037	0	0	0.0038	0	0.18	0	0	0.19
210	0.12	0.00015	0.12	0.052	0.00015	0	0	0.077	0.12	0.12	0.0083	0.00015	0.11	0.075	0	0.00015	0.077	0.00014	0.12	0	0	0.19
211	0.18	0	0.18	0.078	0	0	0	0.0041	0.18	0.18	5.2e-06	0	0	0.004	0	0	0.0041	0	0.18	0	0	0.19
212	0.089	0	0.089	0.038	0	0	0	0.17	0.089	0.089	0.018	0	0.00011	0.16	0	0	0.17	0	0.089	0	7	0.26
213	0.15	5.6e-06	0.15	0.065	5.6e-06	0	0	0.0063	0.15	0.15	0.099	5.6e-06	0.061	0.0061	0	5.6e-06	0.0063	5.3e-06	0.15	0	0	0.19
214	0.095	9.8e-06	0.095	0.041	9.8e-06	0	0	0.1	0.095	0.095	0.14	9.8e-06	0.031	0.1	0	9.8e-06	0.1	9.2e-06	0.095	0	10	0.33
215	0.18	0	0.18	0.078	0	2.4e-05	2.4e-05	0.0022	0.18	0.18	6.7e-06	0	0	0.0021	0	0	0.0022	0	0.18	0	0	0.19
216	0.11	0.00024	0.11	0.046	0.00024	0	0	0.081	0.11	0.11	0.092	0.00024	0.083	0.078	0	0.00024	0.081	0.00022	0.11	0	0	0.19
217	0.07	1.3e-06	0.07	0.03	1.3e-06	0	0	0.17	0.07	0.07	0.12	1.3e-06	0.012	0.16	0	1.3e-06	0.17	1.2e-06	0.07	0	7	0.26
218	0.086	0.0002	0.086	0.037	0.0002	0	0	0.1	0.086	0.086	0.14	0.0002	0.09	0.1	0	0.0002	0.1	0.00018	0.086	0	10	0.33
219	0.015	0.00017	0.015	0.0065	0.00017	0	0	0.12	0.015	0.015	0.36	0.00017	0.21	0.11	0	0.00017	0.12	0.00016	0.015	0	10	0.33
220	0.18	1.3e-06	0.18	0.075	1.3e-06	9.2e-06	9.2e-06	0.0024	0.18	0.18	0.025	1.3e-06	0.017	0.0023	0	1.3e-06	0.0024	1.2e-06	0.18	0	0	0.19
221	0.0007	0.00035	0.0007	0.0003	0.00035	0	0	0.0055	0.0007	0.0007	0.39	0.00035	0.59	0.0053	0	0.00035	0.0055	0.00033	0.0007	0	12	0.4
222	0.11	0.00016	0.11	0.049	0.00016	0	0	0.082	0.11	0.11	0.083	0.00016	0.056	0.079	0	0.00016	0.082	0.00015	0.11	0	0	0.19
223	0.013	0.00048	0.013	0.0057	0.00048	0	0	0.21	0.013	0.013	0.27	0.00048	0.031	0.2	0	0.00048	0.21	0.00045	0.013	0	10	0.33
224	0.14	9.5e-05	0.14	0.059	9.5e-05	1.2e-05	1.2e-05	0.059	0.14	0.14	0.05	9.5e-05	0.032	0.057	0	9.5e-05	0.059	8.9e-05	0.14	0	0	0.19
225	0.12	0.00014	0.12	0.049	0.00014	0	0	0.092	0.12	0.12	0.054	0.00014	0.046	0.089	0	0.00014	0.092	0.00013	0.12	0	0	0.19
226	0.12	0.00012	0.12	0.052	0.00012	0	0	0.089	0.12	0.12	0.026	0.00012	0.047	0.086	0	0.00012	0.089	0.00011	0.12	0	0	0.19
227	0.13	0.00013	0.13	0.054	0.00013	0	0	0.067	0.13	0.13	0.087	0.00013	0.029	0.065	0	0.00013	0.067	0.00012	0.13	0	0	0.19
228	0.13	5.8e-05	0.13	0.056	5.8e-05	0	0	0.075	0.13	0.13	0.0016	5.8e-05	0.064	0.073	0	5.8e-05	0.075	5.4e-05	0.13	0	0	0.19
229	0.17	1.9e-06	0.17	0.072	1.9e-06	0.00043	0.00043	0.0043	0.17	0.17	0.061	1.9e-06	0.015	0.0041	0	1.9e-06	0.0043	1.8e-06	0.17	0	0	0.19
230	0.18	0	0.18	0.079	0	0	0	0.0013	0.18	0.18	0	0	0	0.0013	0	0	0.0013	0	0.18	0	0	0.19
231	0.091	0.00021	0.091	0.039	0.00021	0	0	0.12	0.091	0.091	0.097	0.00021	0.056	0.12	0	0.00021	0.12	0.0002	0.091	0	7	0.26
232	0.12	0.00012	0.12	0.051	0.00012	0	0	0.08	0.12	0.12	0.068	0.00012	0.049	0.077	0	0.00012	0.08	0.00012	0.12	0	0	0.19
233	0.17	0	0.17	0.075	0	0	0	0.018	0.17	0.17	0.00039	0	0	0.017	0	0	0.018	0	0.17	0	0	0.19
234	0.1	0.00017	0.1	0.045	0.00017	0	0	0.12	0.1	0.1	0.033	0.00017	0.047	0.11	0	0.00017	0.12	0.00016	0.1	0	7	0.26
235	0.077	0.00033	0.077	0.033	0.00033	0	0	0.11	0.077	0.077	0.15	0.00033	0.11	0.11	0	0.00033	0.11	0.00031	0.077	0	10	0.33
236	0.18	0	0.18	0.079	0	0	0	0.00086	0.18	0.18	0	0	0	0.00083	0	0	0.00086	0	0.18	0	0	0.19
237	0.18	0	0.18	0.078	0	0	0	0.0023	0.18	0.18	1e-06	0	0	0.0022	0	0	0.0023	0	0.18	0	0	0.19
238	0.14	2.6e-06	0.14	0.061	2.6e-06	0	0	0.025	0.14	0.14	0.12	2.6e-06	0.025	0.024	0	2.6e-06	0.025	2.4e-06	0.14	0	0	0.19
239	0.16	0	0.16	0.069	0	0	0	0.00099	0.16	0.16	0.095	0	0.022	0.00095	0	0	0.00099	0	0.16	0	0	0.19
240	0.14	7.3e-05	0.14	0.059	7.3e-05	0	0	0.065	0.14	0.14	0.017	7.3e-05	0.048	0.062	0	7.3e-05	0.065	6.8e-05	0.14	0	0	0.19
241	0.18	0	0.18	0.079	0	0	0	0.0005	0.18	0.18	0	0	0	0.00048	0	0	0.0005	0	0.18	0	0	0.19
242	0.14	0	0.14	0.058	0	0	0	0.08	0.14	0.14	0.025	0	0.0015	0.078	0	0	0.08	0	0.14	0	0	0.19
243	0.023	0.0005	0.023	0.0096	0.0005	0	0	0.25	0.023	0.023	0.11	0.0005	0.014	0.25	0	0.0005	0.25	0.00047	0.023	0	7	0.26
244	0.13	7.9e-05	0.13	0.057	7.9e-05	0	0	0.063	0.13	0.13	0.056	7.9e-05	0.038	0.061	0	7.9e-05	0.063	7.4e-05	0.13	0	0	0.19
245	0.098	0.00021	0.098	0.042	0.00021	0	0	0.12	0.098	0.098	0.079	0.00021	0.033	0.12	0	0.00021	0.12	0.00019	0.098	0	7	0.26
246	0.14	6.4e-05	0.14	0.06	6.4e-05	0	0	0.057	0.14	0.14	0.021	6.4e-05	0.047	0.055	0	6.4e-05	0.057	6e-05	0.14	0	0	0.19
247	0.14	3e-05	0.14	0.059	3e-05	5.5e-06	5.5e-06	0.061	0.14	0.14	0.05	3e-05	0.021	0.059	0	3e-05	0.061	2.7e-05	0.14	0	0	0.19
248	0.11	2.5e-06	0.11	0.045	2.5e-06	0	0	0.11	0.11	0.11	0.098	2.5e-06	0.013	0.1	0	2.5e-06	0.11	2.3e-06	0.11	0	0	0.19
249	0.047	0	0.047	0.02	0	0	0	0.24	0.047	0.047	0.044	0	0.00028	0.23	0	0	0.24	0	0.047	0	7	0.26
