SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
192	0.13	0.00018	0	0.023	0.13	0.13	0.049	0	0.094	0	0.094	0	0.13	0.094	0.13	0.00018	0	0	0	0.19
193	0.019	0.00098	0	0.31	0.019	0.019	0.28	0	0.1	0	0.1	0	0.019	0.1	0.019	0.00098	0	0	3	0.33
194	0.14	0.00016	0	0.041	0.14	0.14	0.046	0	0.078	0	0.078	0	0.14	0.078	0.14	0.00016	0	0	0	0.19
195	0.16	0	0	0.016	0.16	0.16	0.00084	0	0.066	0	0.066	0	0.16	0.066	0.16	0	0	0	0	0.19
196	0.16	4.6e-05	0	0.061	0.16	0.16	0.038	0	0.041	0	0.041	0	0.16	0.041	0.16	4.6e-05	0	0	0	0.19
197	0.19	0	0	2e-05	0.19	0.19	0	0	0.012	0	0.012	0	0.19	0.012	0.19	0	0	0	0	0.19
198	0.17	4.3e-06	0	0.084	0.17	0.17	0.031	0	0.0088	0	0.0088	0	0.17	0.0088	0.17	4.3e-06	0	0	0	0.19
199	0.16	5.1e-05	0	0.031	0.16	0.16	0.044	0	0.035	0	0.035	0	0.16	0.035	0.16	5.1e-05	0	0	0	0.19
200	0.17	2.4e-05	0	0.02	0.17	0.17	0.046	0	0.022	0	0.022	0	0.17	0.022	0.17	2.4e-05	0	0	0	0.19
201	0.2	0	0	0	0.2	0.2	0	0	6.7e-06	0	6.7e-06	0	0.2	6.7e-06	0.2	0	0	0	0	0.19
202	0.15	1.8e-05	0	0.087	0.15	0.15	0.03	0	0.045	0	0.045	0	0.15	0.045	0.15	1.8e-05	0	0	0	0.19
203	0.057	0.00052	0	0.2	0.057	0.057	0.12	0	0.13	0	0.13	0	0.057	0.13	0.057	0.00052	0	0	3	0.33
204	0.19	0	0	3.7e-05	0.19	0.19	0	0	0.0097	0	0.0097	0	0.19	0.0097	0.19	0	0	0	0	0.19
205	0.2	0	0	0	0.2	0.2	0	0	0.00073	0	0.00073	0	0.2	0.00073	0.2	0	0	0	0	0.19
206	0.14	0.00017	0	0.074	0.14	0.14	0.078	0	0.054	0	0.054	0	0.14	0.054	0.14	0.00017	0	0	0	0.19
207	0.2	0	0	4.5e-05	0.2	0.2	0	0.0014	0.0031	0	0.0031	0.0014	0.2	0.0031	0.2	0	0	0.0014	0	0.19
208	0.19	0	0	0.00016	0.19	0.19	0	0	0.017	0	0.017	0	0.19	0.017	0.19	0	0	0	0	0.19
209	0.2	0	0	6.7e-06	0.2	0.2	0	0	0.0038	0	0.0038	0	0.2	0.0038	0.2	0	0	0	0	0.19
210	0.13	0.00023	0	0.0081	0.13	0.13	0.11	0	0.077	0	0.077	0	0.13	0.077	0.13	0.00023	0	0	0	0.19
211	0.2	0	0	5.1e-06	0.2	0.2	0	0	0.0041	0	0.0041	0	0.2	0.0041	0.2	0	0	0	0	0.19
212	0.096	0	0	0.018	0.096	0.096	0.00011	0	0.17	0	0.17	0	0.096	0.17	0.096	0	0	0	8	0.26
213	0.16	8.2e-06	0	0.097	0.16	0.16	0.063	0	0.0062	0	0.0062	0	0.16	0.0062	0.16	8.2e-06	0	0	0	0.19
214	0.1	1.4e-05	0	0.14	0.1	0.1	0.032	0	0.1	0	0.1	0	0.1	0.1	0.1	1.4e-05	0	0	3	0.33
215	0.2	0	0	6.6e-06	0.2	0.2	0	1.6e-05	0.0022	0	0.0022	1.6e-05	0.2	0.0022	0.2	0	0	1.6e-05	0	0.19
216	0.12	0.00035	0	0.09	0.12	0.12	0.085	0	0.08	0	0.08	0	0.12	0.08	0.12	0.00035	0	0	0	0.19
217	0.076	1.9e-06	0	0.11	0.076	0.076	0.012	0	0.16	0	0.16	0	0.076	0.16	0.076	1.9e-06	0	0	8	0.26
218	0.093	0.00029	0	0.14	0.093	0.093	0.093	0	0.1	0	0.1	0	0.093	0.1	0.093	0.00029	0	0	3	0.33
219	0.016	0.00025	0	0.35	0.016	0.016	0.22	0	0.12	0	0.12	0	0.016	0.12	0.016	0.00025	0	0	3	0.33
220	0.19	1.8e-06	0	0.025	0.19	0.19	0.017	6.2e-06	0.0024	0	0.0024	6.2e-06	0.19	0.0024	0.19	1.8e-06	0	6.2e-06	0	0.19
221	0.00075	0.00051	0	0.38	0.00075	0.00075	0.6	0	0.0054	0	0.0054	0	0.00075	0.0054	0.00075	0.00051	0	0	6	0.4
222	0.12	0.00024	0	0.082	0.12	0.12	0.058	0	0.081	0	0.081	0	0.12	0.081	0.12	0.00024	0	0	0	0.19
223	0.014	0.00071	0	0.26	0.014	0.014	0.032	0	0.21	0	0.21	0	0.014	0.21	0.014	0.00071	0	0	3	0.33
224	0.15	0.00014	0	0.049	0.15	0.15	0.033	8.1e-06	0.059	0	0.059	8.1e-06	0.15	0.059	0.15	0.00014	0	8.1e-06	0	0.19
225	0.13	0.00021	0	0.053	0.13	0.13	0.048	0	0.091	0	0.091	0	0.13	0.091	0.13	0.00021	0	0	0	0.19
226	0.13	0.00017	0	0.026	0.13	0.13	0.048	0	0.088	0	0.088	0	0.13	0.088	0.13	0.00017	0	0	0	0.19
227	0.14	0.00019	0	0.086	0.14	0.14	0.03	0	0.066	0	0.066	0	0.14	0.066	0.14	0.00019	0	0	0	0.19
228	0.14	8.5e-05	0	0.0015	0.14	0.14	0.066	0	0.074	0	0.074	0	0.14	0.074	0.14	8.5e-05	0	0	0	0.19
229	0.18	2.8e-06	0	0.06	0.18	0.18	0.015	0.00028	0.0042	0	0.0042	0.00028	0.18	0.0042	0.18	2.8e-06	0	0.00028	0	0.19
230	0.2	0	0	0	0.2	0.2	0	0	0.0013	0	0.0013	0	0.2	0.0013	0.2	0	0	0	0	0.19
231	0.098	0.00031	0	0.095	0.098	0.098	0.058	0	0.12	0	0.12	0	0.098	0.12	0.098	0.00031	0	0	8	0.26
232	0.13	0.00018	0	0.067	0.13	0.13	0.05	0	0.079	0	0.079	0	0.13	0.079	0.13	0.00018	0	0	0	0.19
233	0.19	0	0	0.00039	0.19	0.19	0	0	0.018	0	0.018	0	0.19	0.018	0.19	0	0	0	0	0.19
234	0.11	0.00024	0	0.032	0.11	0.11	0.048	0	0.12	0	0.12	0	0.11	0.12	0.11	0.00024	0	0	8	0.26
235	0.083	0.00049	0	0.15	0.083	0.083	0.11	0	0.11	0	0.11	0	0.083	0.11	0.083	0.00049	0	0	3	0.33
236	0.2	0	0	0	0.2	0.2	0	0	0.00085	0	0.00085	0	0.2	0.00085	0.2	0	0	0	0	0.19
237	0.2	0	0	1e-06	0.2	0.2	0	0	0.0022	0	0.0022	0	0.2	0.0022	0.2	0	0	0	0	0.19
238	0.16	3.8e-06	0	0.12	0.16	0.16	0.026	0	0.025	0	0.025	0	0.16	0.025	0.16	3.8e-06	0	0	0	0.19
239	0.18	0	0	0.093	0.18	0.18	0.023	0	0.00098	0	0.00098	0	0.18	0.00098	0.18	0	0	0	0	0.19
240	0.15	0.00011	0	0.017	0.15	0.15	0.05	0	0.064	0	0.064	0	0.15	0.064	0.15	0.00011	0	0	0	0.19
241	0.2	0	0	0	0.2	0.2	0	0	0.00049	0	0.00049	0	0.2	0.00049	0.2	0	0	0	0	0.19
242	0.15	0	0	0.024	0.15	0.15	0.0015	0	0.08	0	0.08	0	0.15	0.08	0.15	0	0	0	0	0.19
243	0.024	0.00073	0	0.11	0.024	0.024	0.014	0	0.25	0	0.25	0	0.024	0.25	0.024	0.00073	0	0	8	0.26
244	0.14	0.00012	0	0.055	0.14	0.14	0.039	0	0.062	0	0.062	0	0.14	0.062	0.14	0.00012	0	0	0	0.19
245	0.11	0.00031	0	0.078	0.11	0.11	0.034	0	0.12	0	0.12	0	0.11	0.12	0.11	0.00031	0	0	8	0.26
246	0.15	9.4e-05	0	0.021	0.15	0.15	0.048	0	0.056	0	0.056	0	0.15	0.056	0.15	9.4e-05	0	0	0	0.19
247	0.15	4.3e-05	0	0.049	0.15	0.15	0.022	3.7e-06	0.061	0	0.061	3.7e-06	0.15	0.061	0.15	4.3e-05	0	3.7e-06	0	0.19
248	0.11	3.7e-06	0	0.097	0.11	0.11	0.014	0	0.1	0	0.1	0	0.11	0.1	0.11	3.7e-06	0	0	0	0.19
249	0.05	0	0	0.043	0.05	0.05	0.00029	0	0.23	0	0.23	0	0.05	0.23	0.05	0	0	0	8	0.26
